year,rgn_id,n_cells,n_cells_tot,n_cells_cum,a_tot_km2,a_prot_km2,pct_prot,lsp_status
1902,96,0,5100,0,1275,0,0,0
1903,96,0,5100,0,1275,0,0,0
1904,96,0,5100,0,1275,0,0,0
1905,96,0,5100,0,1275,0,0,0
1906,96,0,5100,0,1275,0,0,0
1907,96,0,5100,0,1275,0,0,0
1908,96,0,5100,0,1275,0,0,0
1909,96,0,5100,0,1275,0,0,0
1910,96,0,5100,0,1275,0,0,0
1911,96,0,5100,0,1275,0,0,0
1912,96,0,5100,0,1275,0,0,0
1913,96,0,5100,0,1275,0,0,0
1914,96,0,5100,0,1275,0,0,0
1915,96,0,5100,0,1275,0,0,0
1916,96,0,5100,0,1275,0,0,0
1917,96,0,5100,0,1275,0,0,0
1918,96,0,5100,0,1275,0,0,0
1919,96,0,5100,0,1275,0,0,0
1920,96,0,5100,0,1275,0,0,0
1921,96,0,5100,0,1275,0,0,0
1922,96,0,5100,0,1275,0,0,0
1923,96,0,5100,0,1275,0,0,0
1924,96,0,5100,0,1275,0,0,0
1925,96,0,5100,0,1275,0,0,0
1926,96,0,5100,0,1275,0,0,0
1927,96,0,5100,0,1275,0,0,0
1928,96,0,5100,0,1275,0,0,0
1929,96,0,5100,0,1275,0,0,0
1930,96,0,5100,0,1275,0,0,0
1931,96,0,5100,0,1275,0,0,0
1932,96,0,5100,0,1275,0,0,0
1933,96,0,5100,0,1275,0,0,0
1934,96,0,5100,0,1275,0,0,0
1935,96,0,5100,0,1275,0,0,0
1936,96,0,5100,0,1275,0,0,0
1937,96,0,5100,0,1275,0,0,0
1938,96,0,5100,0,1275,0,0,0
1939,96,0,5100,0,1275,0,0,0
1940,96,0,5100,0,1275,0,0,0
1941,96,0,5100,0,1275,0,0,0
1942,96,0,5100,0,1275,0,0,0
1943,96,0,5100,0,1275,0,0,0
1944,96,0,5100,0,1275,0,0,0
1945,96,0,5100,0,1275,0,0,0
1946,96,0,5100,0,1275,0,0,0
1947,96,0,5100,0,1275,0,0,0
1948,96,0,5100,0,1275,0,0,0
1949,96,0,5100,0,1275,0,0,0
1950,96,0,5100,0,1275,0,0,0
1951,96,0,5100,0,1275,0,0,0
1952,96,0,5100,0,1275,0,0,0
1953,96,0,5100,0,1275,0,0,0
1954,96,0,5100,0,1275,0,0,0
1955,96,0,5100,0,1275,0,0,0
1956,96,0,5100,0,1275,0,0,0
1957,96,0,5100,0,1275,0,0,0
1958,96,0,5100,0,1275,0,0,0
1959,96,0,5100,0,1275,0,0,0
1960,96,0,5100,0,1275,0,0,0
1961,96,0,5100,0,1275,0,0,0
1962,96,0,5100,0,1275,0,0,0
1963,96,0,5100,0,1275,0,0,0
1964,96,0,5100,0,1275,0,0,0
1965,96,0,5100,0,1275,0,0,0
1966,96,0,5100,0,1275,0,0,0
1967,96,0,5100,0,1275,0,0,0
1968,96,0,5100,0,1275,0,0,0
1969,96,0,5100,0,1275,0,0,0
1970,96,0,5100,0,1275,0,0,0
1971,96,0,5100,0,1275,0,0,0
1972,96,0,5100,0,1275,0,0,0
1973,96,0,5100,0,1275,0,0,0
1974,96,0,5100,0,1275,0,0,0
1975,96,0,5100,0,1275,0,0,0
1976,96,0,5100,0,1275,0,0,0
1977,96,0,5100,0,1275,0,0,0
1978,96,0,5100,0,1275,0,0,0
1979,96,0,5100,0,1275,0,0,0
1980,96,0,5100,0,1275,0,0,0
1981,96,0,5100,0,1275,0,0,0
1982,96,0,5100,0,1275,0,0,0
1983,96,0,5100,0,1275,0,0,0
1984,96,0,5100,0,1275,0,0,0
1985,96,0,5100,0,1275,0,0,0
1986,96,0,5100,0,1275,0,0,0
1987,96,0,5100,0,1275,0,0,0
1988,96,0,5100,0,1275,0,0,0
1989,96,0,5100,0,1275,0,0,0
1990,96,0,5100,0,1275,0,0,0
1991,96,0,5100,0,1275,0,0,0
1992,96,0,5100,0,1275,0,0,0
1993,96,0,5100,0,1275,0,0,0
1994,96,0,5100,0,1275,0,0,0
1995,96,0,5100,0,1275,0,0,0
1996,96,0,5100,0,1275,0,0,0
1997,96,0,5100,0,1275,0,0,0
1998,96,0,5100,0,1275,0,0,0
1999,96,0,5100,0,1275,0,0,0
2000,96,0,5100,0,1275,0,0,0
2001,96,0,5100,0,1275,0,0,0
2002,96,0,5100,0,1275,0,0,0
2003,96,0,5100,0,1275,0,0,0
2004,96,0,5100,0,1275,0,0,0
2005,96,0,5100,0,1275,0,0,0
2006,96,0,5100,0,1275,0,0,0
2007,96,0,5100,0,1275,0,0,0
2008,96,0,5100,0,1275,0,0,0
2009,96,0,5100,0,1275,0,0,0
2010,96,0,5100,0,1275,0,0,0
2011,96,0,5100,0,1275,0,0,0
2012,96,48,5100,48,1275,12,0.00941176470588235,3.13725490196078
2013,96,0,5100,48,1275,12,0.00941176470588235,3.13725490196078
2014,96,0,5100,48,1275,12,0.00941176470588235,3.13725490196078
2015,96,0,5100,48,1275,12,0.00941176470588235,3.13725490196078
0,97,0,2860,0,715,0,0,0
1819,97,0,2860,0,715,0,0,0
1840,97,0,2860,0,715,0,0,0
1848,97,0,2860,0,715,0,0,0
1864,97,0,2860,0,715,0,0,0
1865,97,0,2860,0,715,0,0,0
1867,97,0,2860,0,715,0,0,0
1872,97,0,2860,0,715,0,0,0
1875,97,0,2860,0,715,0,0,0
1876,97,0,2860,0,715,0,0,0
1877,97,0,2860,0,715,0,0,0
1878,97,0,2860,0,715,0,0,0
1879,97,0,2860,0,715,0,0,0
1881,97,0,2860,0,715,0,0,0
1882,97,0,2860,0,715,0,0,0
1883,97,0,2860,0,715,0,0,0
1884,97,0,2860,0,715,0,0,0
1885,97,0,2860,0,715,0,0,0
1886,97,0,2860,0,715,0,0,0
1887,97,0,2860,0,715,0,0,0
1888,97,0,2860,0,715,0,0,0
1889,97,0,2860,0,715,0,0,0
1890,97,0,2860,0,715,0,0,0
1891,97,0,2860,0,715,0,0,0
1892,97,0,2860,0,715,0,0,0
1893,97,0,2860,0,715,0,0,0
1894,97,0,2860,0,715,0,0,0
1895,97,0,2860,0,715,0,0,0
1896,97,0,2860,0,715,0,0,0
1897,97,0,2860,0,715,0,0,0
1898,97,0,2860,0,715,0,0,0
1899,97,0,2860,0,715,0,0,0
1900,97,0,2860,0,715,0,0,0
1901,97,0,2860,0,715,0,0,0
1902,97,0,2860,0,715,0,0,0
1903,97,0,2860,0,715,0,0,0
1904,97,0,2860,0,715,0,0,0
1905,97,0,2860,0,715,0,0,0
1906,97,0,2860,0,715,0,0,0
1907,97,0,2860,0,715,0,0,0
1908,97,0,2860,0,715,0,0,0
1909,97,0,2860,0,715,0,0,0
1910,97,0,2860,0,715,0,0,0
1911,97,0,2860,0,715,0,0,0
1912,97,0,2860,0,715,0,0,0
1913,97,0,2860,0,715,0,0,0
1914,97,0,2860,0,715,0,0,0
1915,97,0,2860,0,715,0,0,0
1916,97,0,2860,0,715,0,0,0
1917,97,0,2860,0,715,0,0,0
1918,97,0,2860,0,715,0,0,0
1919,97,0,2860,0,715,0,0,0
1920,97,0,2860,0,715,0,0,0
1921,97,0,2860,0,715,0,0,0
1922,97,0,2860,0,715,0,0,0
1923,97,0,2860,0,715,0,0,0
1924,97,0,2860,0,715,0,0,0
1925,97,0,2860,0,715,0,0,0
1926,97,0,2860,0,715,0,0,0
1927,97,0,2860,0,715,0,0,0
1928,97,0,2860,0,715,0,0,0
1929,97,0,2860,0,715,0,0,0
1930,97,0,2860,0,715,0,0,0
1931,97,0,2860,0,715,0,0,0
1932,97,0,2860,0,715,0,0,0
1933,97,0,2860,0,715,0,0,0
1934,97,0,2860,0,715,0,0,0
1935,97,0,2860,0,715,0,0,0
1936,97,0,2860,0,715,0,0,0
1937,97,0,2860,0,715,0,0,0
1938,97,0,2860,0,715,0,0,0
1939,97,0,2860,0,715,0,0,0
1940,97,0,2860,0,715,0,0,0
1941,97,0,2860,0,715,0,0,0
1942,97,0,2860,0,715,0,0,0
1943,97,0,2860,0,715,0,0,0
1944,97,0,2860,0,715,0,0,0
1945,97,0,2860,0,715,0,0,0
1946,97,0,2860,0,715,0,0,0
1947,97,0,2860,0,715,0,0,0
1948,97,0,2860,0,715,0,0,0
1949,97,0,2860,0,715,0,0,0
1950,97,0,2860,0,715,0,0,0
1951,97,0,2860,0,715,0,0,0
1952,97,0,2860,0,715,0,0,0
1953,97,0,2860,0,715,0,0,0
1954,97,0,2860,0,715,0,0,0
1955,97,0,2860,0,715,0,0,0
1956,97,0,2860,0,715,0,0,0
1957,97,0,2860,0,715,0,0,0
1958,97,0,2860,0,715,0,0,0
1959,97,0,2860,0,715,0,0,0
1960,97,0,2860,0,715,0,0,0
1961,97,0,2860,0,715,0,0,0
1962,97,0,2860,0,715,0,0,0
1963,97,0,2860,0,715,0,0,0
1964,97,0,2860,0,715,0,0,0
1965,97,0,2860,0,715,0,0,0
1966,97,0,2860,0,715,0,0,0
1967,97,0,2860,0,715,0,0,0
1968,97,0,2860,0,715,0,0,0
1969,97,0,2860,0,715,0,0,0
1970,97,0,2860,0,715,0,0,0
1971,97,0,2860,0,715,0,0,0
1972,97,0,2860,0,715,0,0,0
1973,97,0,2860,0,715,0,0,0
1974,97,0,2860,0,715,0,0,0
1975,97,0,2860,0,715,0,0,0
1976,97,0,2860,0,715,0,0,0
1977,97,0,2860,0,715,0,0,0
1978,97,0,2860,0,715,0,0,0
1979,97,0,2860,0,715,0,0,0
1980,97,0,2860,0,715,0,0,0
1981,97,0,2860,0,715,0,0,0
1982,97,0,2860,0,715,0,0,0
1983,97,0,2860,0,715,0,0,0
1984,97,0,2860,0,715,0,0,0
1985,97,0,2860,0,715,0,0,0
1986,97,0,2860,0,715,0,0,0
1987,97,0,2860,0,715,0,0,0
1988,97,0,2860,0,715,0,0,0
1989,97,0,2860,0,715,0,0,0
1990,97,0,2860,0,715,0,0,0
1991,97,0,2860,0,715,0,0,0
1992,97,0,2860,0,715,0,0,0
1993,97,0,2860,0,715,0,0,0
1994,97,0,2860,0,715,0,0,0
1995,97,0,2860,0,715,0,0,0
1996,97,0,2860,0,715,0,0,0
1997,97,0,2860,0,715,0,0,0
1998,97,0,2860,0,715,0,0,0
1999,97,0,2860,0,715,0,0,0
2000,97,0,2860,0,715,0,0,0
2001,97,0,2860,0,715,0,0,0
2002,97,0,2860,0,715,0,0,0
2003,97,0,2860,0,715,0,0,0
2004,97,0,2860,0,715,0,0,0
2005,97,0,2860,0,715,0,0,0
2006,97,0,2860,0,715,0,0,0
2007,97,0,2860,0,715,0,0,0
2008,97,0,2860,0,715,0,0,0
2009,97,0,2860,0,715,0,0,0
2010,97,0,2860,0,715,0,0,0
2011,97,0,2860,0,715,0,0,0
2012,97,0,2860,0,715,0,0,0
2013,97,0,2860,0,715,0,0,0
2014,97,0,2860,0,715,0,0,0
2015,97,0,2860,0,715,0,0,0
0,98,0,207,0,51.75,0,0,0
1819,98,0,207,0,51.75,0,0,0
1840,98,0,207,0,51.75,0,0,0
1848,98,0,207,0,51.75,0,0,0
1864,98,0,207,0,51.75,0,0,0
1865,98,0,207,0,51.75,0,0,0
1867,98,0,207,0,51.75,0,0,0
1872,98,0,207,0,51.75,0,0,0
1875,98,0,207,0,51.75,0,0,0
1876,98,0,207,0,51.75,0,0,0
1877,98,0,207,0,51.75,0,0,0
1878,98,0,207,0,51.75,0,0,0
1879,98,0,207,0,51.75,0,0,0
1881,98,0,207,0,51.75,0,0,0
1882,98,0,207,0,51.75,0,0,0
1883,98,0,207,0,51.75,0,0,0
1884,98,0,207,0,51.75,0,0,0
1885,98,0,207,0,51.75,0,0,0
1886,98,0,207,0,51.75,0,0,0
1887,98,0,207,0,51.75,0,0,0
1888,98,0,207,0,51.75,0,0,0
1889,98,0,207,0,51.75,0,0,0
1890,98,0,207,0,51.75,0,0,0
1891,98,0,207,0,51.75,0,0,0
1892,98,0,207,0,51.75,0,0,0
1893,98,0,207,0,51.75,0,0,0
1894,98,0,207,0,51.75,0,0,0
1895,98,0,207,0,51.75,0,0,0
1896,98,0,207,0,51.75,0,0,0
1897,98,0,207,0,51.75,0,0,0
1898,98,0,207,0,51.75,0,0,0
1899,98,0,207,0,51.75,0,0,0
1900,98,0,207,0,51.75,0,0,0
1901,98,0,207,0,51.75,0,0,0
1902,98,0,207,0,51.75,0,0,0
1903,98,0,207,0,51.75,0,0,0
1904,98,0,207,0,51.75,0,0,0
1905,98,0,207,0,51.75,0,0,0
1906,98,0,207,0,51.75,0,0,0
1907,98,0,207,0,51.75,0,0,0
1908,98,0,207,0,51.75,0,0,0
1909,98,0,207,0,51.75,0,0,0
1910,98,0,207,0,51.75,0,0,0
1911,98,0,207,0,51.75,0,0,0
1912,98,0,207,0,51.75,0,0,0
1913,98,0,207,0,51.75,0,0,0
1914,98,0,207,0,51.75,0,0,0
1915,98,0,207,0,51.75,0,0,0
1916,98,0,207,0,51.75,0,0,0
1917,98,0,207,0,51.75,0,0,0
1918,98,0,207,0,51.75,0,0,0
1919,98,0,207,0,51.75,0,0,0
1920,98,0,207,0,51.75,0,0,0
1921,98,0,207,0,51.75,0,0,0
1922,98,0,207,0,51.75,0,0,0
1923,98,0,207,0,51.75,0,0,0
1924,98,0,207,0,51.75,0,0,0
1925,98,0,207,0,51.75,0,0,0
1926,98,0,207,0,51.75,0,0,0
1927,98,0,207,0,51.75,0,0,0
1928,98,0,207,0,51.75,0,0,0
1929,98,0,207,0,51.75,0,0,0
1930,98,0,207,0,51.75,0,0,0
1931,98,0,207,0,51.75,0,0,0
1932,98,0,207,0,51.75,0,0,0
1933,98,0,207,0,51.75,0,0,0
1934,98,0,207,0,51.75,0,0,0
1935,98,0,207,0,51.75,0,0,0
1936,98,0,207,0,51.75,0,0,0
1937,98,0,207,0,51.75,0,0,0
1938,98,0,207,0,51.75,0,0,0
1939,98,0,207,0,51.75,0,0,0
1940,98,0,207,0,51.75,0,0,0
1941,98,0,207,0,51.75,0,0,0
1942,98,0,207,0,51.75,0,0,0
1943,98,0,207,0,51.75,0,0,0
1944,98,0,207,0,51.75,0,0,0
1945,98,0,207,0,51.75,0,0,0
1946,98,0,207,0,51.75,0,0,0
1947,98,0,207,0,51.75,0,0,0
1948,98,0,207,0,51.75,0,0,0
1949,98,0,207,0,51.75,0,0,0
1950,98,0,207,0,51.75,0,0,0
1951,98,0,207,0,51.75,0,0,0
1952,98,0,207,0,51.75,0,0,0
1953,98,0,207,0,51.75,0,0,0
1954,98,0,207,0,51.75,0,0,0
1955,98,0,207,0,51.75,0,0,0
1956,98,0,207,0,51.75,0,0,0
1957,98,0,207,0,51.75,0,0,0
1958,98,0,207,0,51.75,0,0,0
1959,98,0,207,0,51.75,0,0,0
1960,98,0,207,0,51.75,0,0,0
1961,98,0,207,0,51.75,0,0,0
1962,98,0,207,0,51.75,0,0,0
1963,98,0,207,0,51.75,0,0,0
1964,98,0,207,0,51.75,0,0,0
1965,98,0,207,0,51.75,0,0,0
1966,98,0,207,0,51.75,0,0,0
1967,98,0,207,0,51.75,0,0,0
1968,98,0,207,0,51.75,0,0,0
1969,98,0,207,0,51.75,0,0,0
1970,98,0,207,0,51.75,0,0,0
1971,98,0,207,0,51.75,0,0,0
1972,98,0,207,0,51.75,0,0,0
1973,98,0,207,0,51.75,0,0,0
1974,98,0,207,0,51.75,0,0,0
1975,98,0,207,0,51.75,0,0,0
1976,98,0,207,0,51.75,0,0,0
1977,98,0,207,0,51.75,0,0,0
1978,98,0,207,0,51.75,0,0,0
1979,98,0,207,0,51.75,0,0,0
1980,98,0,207,0,51.75,0,0,0
1981,98,0,207,0,51.75,0,0,0
1982,98,0,207,0,51.75,0,0,0
1983,98,0,207,0,51.75,0,0,0
1984,98,0,207,0,51.75,0,0,0
1985,98,0,207,0,51.75,0,0,0
1986,98,0,207,0,51.75,0,0,0
1987,98,0,207,0,51.75,0,0,0
1988,98,0,207,0,51.75,0,0,0
1989,98,0,207,0,51.75,0,0,0
1990,98,0,207,0,51.75,0,0,0
1991,98,0,207,0,51.75,0,0,0
1992,98,0,207,0,51.75,0,0,0
1993,98,0,207,0,51.75,0,0,0
1994,98,0,207,0,51.75,0,0,0
1995,98,0,207,0,51.75,0,0,0
1996,98,0,207,0,51.75,0,0,0
1997,98,0,207,0,51.75,0,0,0
1998,98,0,207,0,51.75,0,0,0
1999,98,0,207,0,51.75,0,0,0
2000,98,0,207,0,51.75,0,0,0
2001,98,0,207,0,51.75,0,0,0
2002,98,0,207,0,51.75,0,0,0
2003,98,0,207,0,51.75,0,0,0
2004,98,0,207,0,51.75,0,0,0
2005,98,0,207,0,51.75,0,0,0
2006,98,0,207,0,51.75,0,0,0
2007,98,0,207,0,51.75,0,0,0
2008,98,0,207,0,51.75,0,0,0
2009,98,0,207,0,51.75,0,0,0
2010,98,0,207,0,51.75,0,0,0
2011,98,0,207,0,51.75,0,0,0
2012,98,0,207,0,51.75,0,0,0
2013,98,0,207,0,51.75,0,0,0
2014,98,0,207,0,51.75,0,0,0
2015,98,0,207,0,51.75,0,0,0
0,99,0,525,0,131.25,0,0,0
1819,99,0,525,0,131.25,0,0,0
1840,99,0,525,0,131.25,0,0,0
1848,99,0,525,0,131.25,0,0,0
1864,99,0,525,0,131.25,0,0,0
1865,99,0,525,0,131.25,0,0,0
1867,99,0,525,0,131.25,0,0,0
1872,99,0,525,0,131.25,0,0,0
1875,99,0,525,0,131.25,0,0,0
1876,99,0,525,0,131.25,0,0,0
1877,99,0,525,0,131.25,0,0,0
1878,99,0,525,0,131.25,0,0,0
1879,99,0,525,0,131.25,0,0,0
1881,99,0,525,0,131.25,0,0,0
1882,99,0,525,0,131.25,0,0,0
1883,99,0,525,0,131.25,0,0,0
1884,99,0,525,0,131.25,0,0,0
1885,99,0,525,0,131.25,0,0,0
1886,99,0,525,0,131.25,0,0,0
1887,99,0,525,0,131.25,0,0,0
1888,99,0,525,0,131.25,0,0,0
1889,99,0,525,0,131.25,0,0,0
1890,99,0,525,0,131.25,0,0,0
1891,99,0,525,0,131.25,0,0,0
1892,99,0,525,0,131.25,0,0,0
1893,99,0,525,0,131.25,0,0,0
1894,99,0,525,0,131.25,0,0,0
1895,99,0,525,0,131.25,0,0,0
1896,99,0,525,0,131.25,0,0,0
1897,99,0,525,0,131.25,0,0,0
1898,99,0,525,0,131.25,0,0,0
1899,99,0,525,0,131.25,0,0,0
1900,99,0,525,0,131.25,0,0,0
1901,99,0,525,0,131.25,0,0,0
1902,99,0,525,0,131.25,0,0,0
1903,99,0,525,0,131.25,0,0,0
1904,99,0,525,0,131.25,0,0,0
1905,99,0,525,0,131.25,0,0,0
1906,99,0,525,0,131.25,0,0,0
1907,99,0,525,0,131.25,0,0,0
1908,99,0,525,0,131.25,0,0,0
1909,99,0,525,0,131.25,0,0,0
1910,99,0,525,0,131.25,0,0,0
1911,99,0,525,0,131.25,0,0,0
1912,99,0,525,0,131.25,0,0,0
1913,99,0,525,0,131.25,0,0,0
1914,99,0,525,0,131.25,0,0,0
1915,99,0,525,0,131.25,0,0,0
1916,99,0,525,0,131.25,0,0,0
1917,99,0,525,0,131.25,0,0,0
1918,99,0,525,0,131.25,0,0,0
1919,99,0,525,0,131.25,0,0,0
1920,99,0,525,0,131.25,0,0,0
1921,99,0,525,0,131.25,0,0,0
1922,99,0,525,0,131.25,0,0,0
1923,99,0,525,0,131.25,0,0,0
1924,99,0,525,0,131.25,0,0,0
1925,99,0,525,0,131.25,0,0,0
1926,99,0,525,0,131.25,0,0,0
1927,99,0,525,0,131.25,0,0,0
1928,99,0,525,0,131.25,0,0,0
1929,99,0,525,0,131.25,0,0,0
1930,99,0,525,0,131.25,0,0,0
1931,99,0,525,0,131.25,0,0,0
1932,99,0,525,0,131.25,0,0,0
1933,99,0,525,0,131.25,0,0,0
1934,99,0,525,0,131.25,0,0,0
1935,99,0,525,0,131.25,0,0,0
1936,99,0,525,0,131.25,0,0,0
1937,99,0,525,0,131.25,0,0,0
1938,99,0,525,0,131.25,0,0,0
1939,99,0,525,0,131.25,0,0,0
1940,99,0,525,0,131.25,0,0,0
1941,99,0,525,0,131.25,0,0,0
1942,99,0,525,0,131.25,0,0,0
1943,99,0,525,0,131.25,0,0,0
1944,99,0,525,0,131.25,0,0,0
1945,99,0,525,0,131.25,0,0,0
1946,99,0,525,0,131.25,0,0,0
1947,99,0,525,0,131.25,0,0,0
1948,99,0,525,0,131.25,0,0,0
1949,99,0,525,0,131.25,0,0,0
1950,99,0,525,0,131.25,0,0,0
1951,99,0,525,0,131.25,0,0,0
1952,99,0,525,0,131.25,0,0,0
1953,99,0,525,0,131.25,0,0,0
1954,99,0,525,0,131.25,0,0,0
1955,99,0,525,0,131.25,0,0,0
1956,99,0,525,0,131.25,0,0,0
1957,99,0,525,0,131.25,0,0,0
1958,99,0,525,0,131.25,0,0,0
1959,99,0,525,0,131.25,0,0,0
1960,99,0,525,0,131.25,0,0,0
1961,99,0,525,0,131.25,0,0,0
1962,99,0,525,0,131.25,0,0,0
1963,99,0,525,0,131.25,0,0,0
1964,99,0,525,0,131.25,0,0,0
1965,99,0,525,0,131.25,0,0,0
1966,99,0,525,0,131.25,0,0,0
1967,99,0,525,0,131.25,0,0,0
1968,99,0,525,0,131.25,0,0,0
1969,99,0,525,0,131.25,0,0,0
1970,99,0,525,0,131.25,0,0,0
1971,99,0,525,0,131.25,0,0,0
1972,99,0,525,0,131.25,0,0,0
1973,99,0,525,0,131.25,0,0,0
1974,99,0,525,0,131.25,0,0,0
1975,99,0,525,0,131.25,0,0,0
1976,99,0,525,0,131.25,0,0,0
1977,99,0,525,0,131.25,0,0,0
1978,99,0,525,0,131.25,0,0,0
1979,99,0,525,0,131.25,0,0,0
1980,99,0,525,0,131.25,0,0,0
1981,99,0,525,0,131.25,0,0,0
1982,99,0,525,0,131.25,0,0,0
1983,99,0,525,0,131.25,0,0,0
1984,99,0,525,0,131.25,0,0,0
1985,99,0,525,0,131.25,0,0,0
1986,99,0,525,0,131.25,0,0,0
1987,99,0,525,0,131.25,0,0,0
1988,99,0,525,0,131.25,0,0,0
1989,99,0,525,0,131.25,0,0,0
1990,99,0,525,0,131.25,0,0,0
1991,99,0,525,0,131.25,0,0,0
1992,99,0,525,0,131.25,0,0,0
1993,99,0,525,0,131.25,0,0,0
1994,99,0,525,0,131.25,0,0,0
1995,99,0,525,0,131.25,0,0,0
1996,99,0,525,0,131.25,0,0,0
1997,99,0,525,0,131.25,0,0,0
1998,99,0,525,0,131.25,0,0,0
1999,99,0,525,0,131.25,0,0,0
2000,99,0,525,0,131.25,0,0,0
2001,99,0,525,0,131.25,0,0,0
2002,99,0,525,0,131.25,0,0,0
2003,99,0,525,0,131.25,0,0,0
2004,99,0,525,0,131.25,0,0,0
2005,99,0,525,0,131.25,0,0,0
2006,99,0,525,0,131.25,0,0,0
2007,99,0,525,0,131.25,0,0,0
2008,99,0,525,0,131.25,0,0,0
2009,99,0,525,0,131.25,0,0,0
2010,99,0,525,0,131.25,0,0,0
2011,99,0,525,0,131.25,0,0,0
2012,99,0,525,0,131.25,0,0,0
2013,99,0,525,0,131.25,0,0,0
2014,99,0,525,0,131.25,0,0,0
2015,99,0,525,0,131.25,0,0,0
0,100,0,782,0,195.5,0,0,0
1819,100,0,782,0,195.5,0,0,0
1840,100,0,782,0,195.5,0,0,0
1848,100,0,782,0,195.5,0,0,0
1864,100,0,782,0,195.5,0,0,0
1865,100,0,782,0,195.5,0,0,0
1867,100,0,782,0,195.5,0,0,0
1872,100,0,782,0,195.5,0,0,0
1875,100,0,782,0,195.5,0,0,0
1876,100,0,782,0,195.5,0,0,0
1877,100,0,782,0,195.5,0,0,0
1878,100,0,782,0,195.5,0,0,0
1879,100,0,782,0,195.5,0,0,0
1881,100,0,782,0,195.5,0,0,0
1882,100,0,782,0,195.5,0,0,0
1883,100,0,782,0,195.5,0,0,0
1884,100,0,782,0,195.5,0,0,0
1885,100,0,782,0,195.5,0,0,0
1886,100,0,782,0,195.5,0,0,0
1887,100,0,782,0,195.5,0,0,0
1888,100,0,782,0,195.5,0,0,0
1889,100,0,782,0,195.5,0,0,0
1890,100,0,782,0,195.5,0,0,0
1891,100,0,782,0,195.5,0,0,0
1892,100,0,782,0,195.5,0,0,0
1893,100,0,782,0,195.5,0,0,0
1894,100,0,782,0,195.5,0,0,0
1895,100,0,782,0,195.5,0,0,0
1896,100,0,782,0,195.5,0,0,0
1897,100,0,782,0,195.5,0,0,0
1898,100,0,782,0,195.5,0,0,0
1899,100,0,782,0,195.5,0,0,0
1900,100,0,782,0,195.5,0,0,0
1901,100,0,782,0,195.5,0,0,0
1902,100,0,782,0,195.5,0,0,0
1903,100,0,782,0,195.5,0,0,0
1904,100,0,782,0,195.5,0,0,0
1905,100,0,782,0,195.5,0,0,0
1906,100,0,782,0,195.5,0,0,0
1907,100,0,782,0,195.5,0,0,0
1908,100,0,782,0,195.5,0,0,0
1909,100,0,782,0,195.5,0,0,0
1910,100,0,782,0,195.5,0,0,0
1911,100,0,782,0,195.5,0,0,0
1912,100,0,782,0,195.5,0,0,0
1913,100,0,782,0,195.5,0,0,0
1914,100,0,782,0,195.5,0,0,0
1915,100,0,782,0,195.5,0,0,0
1916,100,0,782,0,195.5,0,0,0
1917,100,0,782,0,195.5,0,0,0
1918,100,0,782,0,195.5,0,0,0
1919,100,0,782,0,195.5,0,0,0
1920,100,0,782,0,195.5,0,0,0
1921,100,0,782,0,195.5,0,0,0
1922,100,0,782,0,195.5,0,0,0
1923,100,0,782,0,195.5,0,0,0
1924,100,0,782,0,195.5,0,0,0
1925,100,0,782,0,195.5,0,0,0
1926,100,0,782,0,195.5,0,0,0
1927,100,0,782,0,195.5,0,0,0
1928,100,0,782,0,195.5,0,0,0
1929,100,0,782,0,195.5,0,0,0
1930,100,0,782,0,195.5,0,0,0
1931,100,0,782,0,195.5,0,0,0
1932,100,0,782,0,195.5,0,0,0
1933,100,0,782,0,195.5,0,0,0
1934,100,0,782,0,195.5,0,0,0
1935,100,0,782,0,195.5,0,0,0
1936,100,0,782,0,195.5,0,0,0
1937,100,0,782,0,195.5,0,0,0
1938,100,0,782,0,195.5,0,0,0
1939,100,0,782,0,195.5,0,0,0
1940,100,0,782,0,195.5,0,0,0
1941,100,0,782,0,195.5,0,0,0
1942,100,0,782,0,195.5,0,0,0
1943,100,0,782,0,195.5,0,0,0
1944,100,0,782,0,195.5,0,0,0
1945,100,0,782,0,195.5,0,0,0
1946,100,0,782,0,195.5,0,0,0
1947,100,0,782,0,195.5,0,0,0
1948,100,0,782,0,195.5,0,0,0
1949,100,0,782,0,195.5,0,0,0
1950,100,0,782,0,195.5,0,0,0
1951,100,0,782,0,195.5,0,0,0
1952,100,0,782,0,195.5,0,0,0
1953,100,0,782,0,195.5,0,0,0
1954,100,0,782,0,195.5,0,0,0
1955,100,0,782,0,195.5,0,0,0
1956,100,0,782,0,195.5,0,0,0
1957,100,0,782,0,195.5,0,0,0
1958,100,0,782,0,195.5,0,0,0
1959,100,0,782,0,195.5,0,0,0
1960,100,0,782,0,195.5,0,0,0
1961,100,0,782,0,195.5,0,0,0
1962,100,0,782,0,195.5,0,0,0
1963,100,0,782,0,195.5,0,0,0
1964,100,0,782,0,195.5,0,0,0
1965,100,0,782,0,195.5,0,0,0
1966,100,0,782,0,195.5,0,0,0
1967,100,0,782,0,195.5,0,0,0
1968,100,0,782,0,195.5,0,0,0
1969,100,0,782,0,195.5,0,0,0
1970,100,0,782,0,195.5,0,0,0
1971,100,0,782,0,195.5,0,0,0
1972,100,0,782,0,195.5,0,0,0
1973,100,0,782,0,195.5,0,0,0
1974,100,0,782,0,195.5,0,0,0
1975,100,0,782,0,195.5,0,0,0
1976,100,0,782,0,195.5,0,0,0
1977,100,0,782,0,195.5,0,0,0
