year,rgn_id,n_cells,n_cells_tot,n_cells_cum,a_tot_km2,a_prot_km2,pct_prot,lsp_status
1912,2,0,269,0,67.25,0,0,0
1913,2,0,269,0,67.25,0,0,0
1914,2,0,269,0,67.25,0,0,0
1915,2,0,269,0,67.25,0,0,0
1916,2,0,269,0,67.25,0,0,0
1917,2,0,269,0,67.25,0,0,0
1918,2,0,269,0,67.25,0,0,0
1919,2,0,269,0,67.25,0,0,0
1920,2,0,269,0,67.25,0,0,0
1921,2,0,269,0,67.25,0,0,0
1922,2,0,269,0,67.25,0,0,0
1923,2,0,269,0,67.25,0,0,0
1924,2,0,269,0,67.25,0,0,0
1925,2,0,269,0,67.25,0,0,0
1926,2,0,269,0,67.25,0,0,0
1927,2,0,269,0,67.25,0,0,0
1928,2,0,269,0,67.25,0,0,0
1929,2,0,269,0,67.25,0,0,0
1930,2,0,269,0,67.25,0,0,0
1931,2,0,269,0,67.25,0,0,0
1932,2,0,269,0,67.25,0,0,0
1933,2,0,269,0,67.25,0,0,0
1934,2,0,269,0,67.25,0,0,0
1935,2,0,269,0,67.25,0,0,0
1936,2,0,269,0,67.25,0,0,0
1937,2,0,269,0,67.25,0,0,0
1938,2,0,269,0,67.25,0,0,0
1939,2,0,269,0,67.25,0,0,0
1940,2,0,269,0,67.25,0,0,0
1941,2,0,269,0,67.25,0,0,0
1942,2,0,269,0,67.25,0,0,0
1943,2,0,269,0,67.25,0,0,0
1944,2,0,269,0,67.25,0,0,0
1945,2,0,269,0,67.25,0,0,0
1946,2,0,269,0,67.25,0,0,0
1947,2,0,269,0,67.25,0,0,0
1948,2,0,269,0,67.25,0,0,0
1949,2,0,269,0,67.25,0,0,0
1950,2,0,269,0,67.25,0,0,0
1951,2,0,269,0,67.25,0,0,0
1952,2,0,269,0,67.25,0,0,0
1953,2,0,269,0,67.25,0,0,0
1954,2,0,269,0,67.25,0,0,0
1955,2,0,269,0,67.25,0,0,0
1956,2,0,269,0,67.25,0,0,0
1957,2,0,269,0,67.25,0,0,0
1958,2,0,269,0,67.25,0,0,0
1959,2,0,269,0,67.25,0,0,0
1960,2,0,269,0,67.25,0,0,0
1961,2,0,269,0,67.25,0,0,0
1962,2,0,269,0,67.25,0,0,0
1963,2,0,269,0,67.25,0,0,0
1964,2,0,269,0,67.25,0,0,0
1965,2,0,269,0,67.25,0,0,0
1966,2,0,269,0,67.25,0,0,0
1967,2,0,269,0,67.25,0,0,0
1968,2,0,269,0,67.25,0,0,0
1969,2,0,269,0,67.25,0,0,0
1970,2,0,269,0,67.25,0,0,0
1971,2,0,269,0,67.25,0,0,0
1972,2,0,269,0,67.25,0,0,0
1973,2,0,269,0,67.25,0,0,0
1974,2,0,269,0,67.25,0,0,0
1975,2,0,269,0,67.25,0,0,0
1976,2,0,269,0,67.25,0,0,0
1977,2,0,269,0,67.25,0,0,0
1978,2,0,269,0,67.25,0,0,0
1979,2,0,269,0,67.25,0,0,0
1980,2,170,269,170,67.25,42.5,0.631970260223048,100
1981,2,0,269,170,67.25,42.5,0.631970260223048,100
1982,2,0,269,170,67.25,42.5,0.631970260223048,100
1983,2,0,269,170,67.25,42.5,0.631970260223048,100
1984,2,0,269,170,67.25,42.5,0.631970260223048,100
1985,2,0,269,170,67.25,42.5,0.631970260223048,100
1986,2,0,269,170,67.25,42.5,0.631970260223048,100
1987,2,0,269,170,67.25,42.5,0.631970260223048,100
1988,2,0,269,170,67.25,42.5,0.631970260223048,100
1989,2,0,269,170,67.25,42.5,0.631970260223048,100
1990,2,7,269,177,67.25,44.25,0.657992565055762,100
1991,2,0,269,177,67.25,44.25,0.657992565055762,100
1992,2,0,269,177,67.25,44.25,0.657992565055762,100
1993,2,0,269,177,67.25,44.25,0.657992565055762,100
1994,2,0,269,177,67.25,44.25,0.657992565055762,100
1995,2,0,269,177,67.25,44.25,0.657992565055762,100
1996,2,0,269,177,67.25,44.25,0.657992565055762,100
1997,2,0,269,177,67.25,44.25,0.657992565055762,100
1998,2,0,269,177,67.25,44.25,0.657992565055762,100
1999,2,0,269,177,67.25,44.25,0.657992565055762,100
2000,2,0,269,177,67.25,44.25,0.657992565055762,100
2001,2,0,269,177,67.25,44.25,0.657992565055762,100
2002,2,14,269,191,67.25,47.75,0.71003717472119,100
2003,2,0,269,191,67.25,47.75,0.71003717472119,100
2004,2,0,269,191,67.25,47.75,0.71003717472119,100
2005,2,0,269,191,67.25,47.75,0.71003717472119,100
2006,2,0,269,191,67.25,47.75,0.71003717472119,100
2007,2,0,269,191,67.25,47.75,0.71003717472119,100
2008,2,0,269,191,67.25,47.75,0.71003717472119,100
2009,2,0,269,191,67.25,47.75,0.71003717472119,100
2010,2,0,269,191,67.25,47.75,0.71003717472119,100
2011,2,0,269,191,67.25,47.75,0.71003717472119,100
2012,2,0,269,191,67.25,47.75,0.71003717472119,100
2013,2,0,269,191,67.25,47.75,0.71003717472119,100
2014,2,0,269,191,67.25,47.75,0.71003717472119,100
2015,2,0,269,191,67.25,47.75,0.71003717472119,100
0,3,0,104,0,26,0,0,0
1819,3,0,104,0,26,0,0,0
1840,3,0,104,0,26,0,0,0
1848,3,0,104,0,26,0,0,0
1864,3,0,104,0,26,0,0,0
1865,3,0,104,0,26,0,0,0
1867,3,0,104,0,26,0,0,0
1872,3,0,104,0,26,0,0,0
1875,3,0,104,0,26,0,0,0
1876,3,0,104,0,26,0,0,0
1877,3,0,104,0,26,0,0,0
1878,3,0,104,0,26,0,0,0
1879,3,0,104,0,26,0,0,0
1881,3,0,104,0,26,0,0,0
1882,3,0,104,0,26,0,0,0
1883,3,0,104,0,26,0,0,0
1884,3,0,104,0,26,0,0,0
1885,3,0,104,0,26,0,0,0
1886,3,0,104,0,26,0,0,0
1887,3,0,104,0,26,0,0,0
1888,3,0,104,0,26,0,0,0
1889,3,0,104,0,26,0,0,0
1890,3,0,104,0,26,0,0,0
1891,3,0,104,0,26,0,0,0
1892,3,0,104,0,26,0,0,0
1893,3,0,104,0,26,0,0,0
1894,3,0,104,0,26,0,0,0
1895,3,0,104,0,26,0,0,0
1896,3,0,104,0,26,0,0,0
1897,3,0,104,0,26,0,0,0
1898,3,0,104,0,26,0,0,0
1899,3,0,104,0,26,0,0,0
1900,3,0,104,0,26,0,0,0
1901,3,0,104,0,26,0,0,0
1902,3,0,104,0,26,0,0,0
1903,3,0,104,0,26,0,0,0
1904,3,0,104,0,26,0,0,0
1905,3,0,104,0,26,0,0,0
1906,3,0,104,0,26,0,0,0
1907,3,0,104,0,26,0,0,0
1908,3,0,104,0,26,0,0,0
1909,3,0,104,0,26,0,0,0
1910,3,0,104,0,26,0,0,0
1911,3,0,104,0,26,0,0,0
1912,3,0,104,0,26,0,0,0
1913,3,0,104,0,26,0,0,0
1914,3,0,104,0,26,0,0,0
1915,3,0,104,0,26,0,0,0
1916,3,0,104,0,26,0,0,0
1917,3,0,104,0,26,0,0,0
1918,3,0,104,0,26,0,0,0
1919,3,0,104,0,26,0,0,0
1920,3,0,104,0,26,0,0,0
1921,3,0,104,0,26,0,0,0
1922,3,0,104,0,26,0,0,0
1923,3,0,104,0,26,0,0,0
1924,3,0,104,0,26,0,0,0
1925,3,0,104,0,26,0,0,0
1926,3,0,104,0,26,0,0,0
1927,3,0,104,0,26,0,0,0
1928,3,0,104,0,26,0,0,0
1929,3,0,104,0,26,0,0,0
1930,3,0,104,0,26,0,0,0
1931,3,0,104,0,26,0,0,0
1932,3,0,104,0,26,0,0,0
1933,3,0,104,0,26,0,0,0
1934,3,0,104,0,26,0,0,0
1935,3,0,104,0,26,0,0,0
1936,3,0,104,0,26,0,0,0
1937,3,0,104,0,26,0,0,0
1938,3,0,104,0,26,0,0,0
1939,3,0,104,0,26,0,0,0
1940,3,0,104,0,26,0,0,0
1941,3,0,104,0,26,0,0,0
1942,3,0,104,0,26,0,0,0
1943,3,0,104,0,26,0,0,0
1944,3,0,104,0,26,0,0,0
1945,3,0,104,0,26,0,0,0
1946,3,0,104,0,26,0,0,0
1947,3,0,104,0,26,0,0,0
1948,3,0,104,0,26,0,0,0
1949,3,0,104,0,26,0,0,0
1950,3,0,104,0,26,0,0,0
1951,3,0,104,0,26,0,0,0
1952,3,0,104,0,26,0,0,0
1953,3,0,104,0,26,0,0,0
1954,3,0,104,0,26,0,0,0
1955,3,0,104,0,26,0,0,0
1956,3,0,104,0,26,0,0,0
1957,3,0,104,0,26,0,0,0
1958,3,0,104,0,26,0,0,0
1959,3,0,104,0,26,0,0,0
1960,3,0,104,0,26,0,0,0
1961,3,0,104,0,26,0,0,0
1962,3,0,104,0,26,0,0,0
1963,3,0,104,0,26,0,0,0
1964,3,0,104,0,26,0,0,0
1965,3,0,104,0,26,0,0,0
1966,3,0,104,0,26,0,0,0
1967,3,0,104,0,26,0,0,0
1968,3,0,104,0,26,0,0,0
1969,3,0,104,0,26,0,0,0
1970,3,0,104,0,26,0,0,0
1971,3,0,104,0,26,0,0,0
1972,3,0,104,0,26,0,0,0
1973,3,0,104,0,26,0,0,0
1974,3,0,104,0,26,0,0,0
1975,3,0,104,0,26,0,0,0
1976,3,0,104,0,26,0,0,0
1977,3,0,104,0,26,0,0,0
1978,3,0,104,0,26,0,0,0
1979,3,0,104,0,26,0,0,0
1980,3,0,104,0,26,0,0,0
1981,3,0,104,0,26,0,0,0
1982,3,0,104,0,26,0,0,0
1983,3,0,104,0,26,0,0,0
1984,3,0,104,0,26,0,0,0
1985,3,0,104,0,26,0,0,0
1986,3,11,104,11,26,2.75,0.105769230769231,35.2564102564103
1987,3,0,104,11,26,2.75,0.105769230769231,35.2564102564103
1988,3,0,104,11,26,2.75,0.105769230769231,35.2564102564103
1989,3,0,104,11,26,2.75,0.105769230769231,35.2564102564103
1990,3,0,104,11,26,2.75,0.105769230769231,35.2564102564103
1991,3,0,104,11,26,2.75,0.105769230769231,35.2564102564103
1992,3,0,104,11,26,2.75,0.105769230769231,35.2564102564103
1993,3,0,104,11,26,2.75,0.105769230769231,35.2564102564103
1994,3,0,104,11,26,2.75,0.105769230769231,35.2564102564103
1995,3,0,104,11,26,2.75,0.105769230769231,35.2564102564103
1996,3,3,104,14,26,3.5,0.134615384615385,44.8717948717949
1997,3,0,104,14,26,3.5,0.134615384615385,44.8717948717949
1998,3,0,104,14,26,3.5,0.134615384615385,44.8717948717949
1999,3,0,104,14,26,3.5,0.134615384615385,44.8717948717949
2000,3,0,104,14,26,3.5,0.134615384615385,44.8717948717949
2001,3,0,104,14,26,3.5,0.134615384615385,44.8717948717949
2002,3,0,104,14,26,3.5,0.134615384615385,44.8717948717949
2003,3,0,104,14,26,3.5,0.134615384615385,44.8717948717949
2004,3,0,104,14,26,3.5,0.134615384615385,44.8717948717949
2005,3,0,104,14,26,3.5,0.134615384615385,44.8717948717949
2006,3,0,104,14,26,3.5,0.134615384615385,44.8717948717949
2007,3,0,104,14,26,3.5,0.134615384615385,44.8717948717949
2008,3,0,104,14,26,3.5,0.134615384615385,44.8717948717949
2009,3,0,104,14,26,3.5,0.134615384615385,44.8717948717949
2010,3,0,104,14,26,3.5,0.134615384615385,44.8717948717949
2011,3,0,104,14,26,3.5,0.134615384615385,44.8717948717949
2012,3,56,104,70,26,17.5,0.673076923076923,100
2013,3,0,104,70,26,17.5,0.673076923076923,100
2014,3,0,104,70,26,17.5,0.673076923076923,100
2015,3,0,104,70,26,17.5,0.673076923076923,100
0,4,0,305,0,76.25,0,0,0
1819,4,0,305,0,76.25,0,0,0
1840,4,0,305,0,76.25,0,0,0
1848,4,0,305,0,76.25,0,0,0
1864,4,0,305,0,76.25,0,0,0
1865,4,0,305,0,76.25,0,0,0
1867,4,0,305,0,76.25,0,0,0
1872,4,0,305,0,76.25,0,0,0
1875,4,0,305,0,76.25,0,0,0
1876,4,0,305,0,76.25,0,0,0
1877,4,0,305,0,76.25,0,0,0
1878,4,0,305,0,76.25,0,0,0
1879,4,0,305,0,76.25,0,0,0
1881,4,0,305,0,76.25,0,0,0
1882,4,0,305,0,76.25,0,0,0
1883,4,0,305,0,76.25,0,0,0
1884,4,0,305,0,76.25,0,0,0
1885,4,0,305,0,76.25,0,0,0
1886,4,0,305,0,76.25,0,0,0
1887,4,0,305,0,76.25,0,0,0
1888,4,0,305,0,76.25,0,0,0
1889,4,0,305,0,76.25,0,0,0
1890,4,0,305,0,76.25,0,0,0
1891,4,0,305,0,76.25,0,0,0
1892,4,0,305,0,76.25,0,0,0
1893,4,0,305,0,76.25,0,0,0
1894,4,0,305,0,76.25,0,0,0
1895,4,0,305,0,76.25,0,0,0
1896,4,0,305,0,76.25,0,0,0
1897,4,0,305,0,76.25,0,0,0
1898,4,0,305,0,76.25,0,0,0
1899,4,0,305,0,76.25,0,0,0
1900,4,0,305,0,76.25,0,0,0
1901,4,0,305,0,76.25,0,0,0
1902,4,0,305,0,76.25,0,0,0
1903,4,0,305,0,76.25,0,0,0
1904,4,0,305,0,76.25,0,0,0
1905,4,0,305,0,76.25,0,0,0
1906,4,0,305,0,76.25,0,0,0
1907,4,0,305,0,76.25,0,0,0
1908,4,0,305,0,76.25,0,0,0
1909,4,0,305,0,76.25,0,0,0
1910,4,0,305,0,76.25,0,0,0
1911,4,0,305,0,76.25,0,0,0
1912,4,0,305,0,76.25,0,0,0
1913,4,0,305,0,76.25,0,0,0
1914,4,0,305,0,76.25,0,0,0
1915,4,0,305,0,76.25,0,0,0
1916,4,0,305,0,76.25,0,0,0
1917,4,0,305,0,76.25,0,0,0
1918,4,0,305,0,76.25,0,0,0
1919,4,0,305,0,76.25,0,0,0
1920,4,0,305,0,76.25,0,0,0
1921,4,0,305,0,76.25,0,0,0
1922,4,0,305,0,76.25,0,0,0
1923,4,0,305,0,76.25,0,0,0
1924,4,0,305,0,76.25,0,0,0
1925,4,0,305,0,76.25,0,0,0
1926,4,0,305,0,76.25,0,0,0
1927,4,0,305,0,76.25,0,0,0
1928,4,0,305,0,76.25,0,0,0
1929,4,0,305,0,76.25,0,0,0
1930,4,0,305,0,76.25,0,0,0
1931,4,0,305,0,76.25,0,0,0
1932,4,0,305,0,76.25,0,0,0
1933,4,304,305,304,76.25,76,0.99672131147541,100
1934,4,0,305,304,76.25,76,0.99672131147541,100
1935,4,0,305,304,76.25,76,0.99672131147541,100
1936,4,0,305,304,76.25,76,0.99672131147541,100
1937,4,0,305,304,76.25,76,0.99672131147541,100
1938,4,0,305,304,76.25,76,0.99672131147541,100
1939,4,0,305,304,76.25,76,0.99672131147541,100
1940,4,0,305,304,76.25,76,0.99672131147541,100
1941,4,0,305,304,76.25,76,0.99672131147541,100
1942,4,0,305,304,76.25,76,0.99672131147541,100
1943,4,0,305,304,76.25,76,0.99672131147541,100
1944,4,0,305,304,76.25,76,0.99672131147541,100
1945,4,0,305,304,76.25,76,0.99672131147541,100
1946,4,0,305,304,76.25,76,0.99672131147541,100
1947,4,0,305,304,76.25,76,0.99672131147541,100
1948,4,0,305,304,76.25,76,0.99672131147541,100
1949,4,0,305,304,76.25,76,0.99672131147541,100
1950,4,0,305,304,76.25,76,0.99672131147541,100
1951,4,0,305,304,76.25,76,0.99672131147541,100
1952,4,0,305,304,76.25,76,0.99672131147541,100
1953,4,0,305,304,76.25,76,0.99672131147541,100
1954,4,0,305,304,76.25,76,0.99672131147541,100
1955,4,0,305,304,76.25,76,0.99672131147541,100
1956,4,0,305,304,76.25,76,0.99672131147541,100
1957,4,0,305,304,76.25,76,0.99672131147541,100
1958,4,0,305,304,76.25,76,0.99672131147541,100
1959,4,0,305,304,76.25,76,0.99672131147541,100
1960,4,0,305,304,76.25,76,0.99672131147541,100
1961,4,0,305,304,76.25,76,0.99672131147541,100
1962,4,0,305,304,76.25,76,0.99672131147541,100
1963,4,0,305,304,76.25,76,0.99672131147541,100
1964,4,0,305,304,76.25,76,0.99672131147541,100
1965,4,0,305,304,76.25,76,0.99672131147541,100
1966,4,0,305,304,76.25,76,0.99672131147541,100
1967,4,0,305,304,76.25,76,0.99672131147541,100
1968,4,0,305,304,76.25,76,0.99672131147541,100
1969,4,0,305,304,76.25,76,0.99672131147541,100
1970,4,0,305,304,76.25,76,0.99672131147541,100
1971,4,0,305,304,76.25,76,0.99672131147541,100
1972,4,0,305,304,76.25,76,0.99672131147541,100
1973,4,0,305,304,76.25,76,0.99672131147541,100
1974,4,0,305,304,76.25,76,0.99672131147541,100
1975,4,0,305,304,76.25,76,0.99672131147541,100
1976,4,0,305,304,76.25,76,0.99672131147541,100
1977,4,0,305,304,76.25,76,0.99672131147541,100
1978,4,0,305,304,76.25,76,0.99672131147541,100
1979,4,0,305,304,76.25,76,0.99672131147541,100
1980,4,0,305,304,76.25,76,0.99672131147541,100
1981,4,0,305,304,76.25,76,0.99672131147541,100
1982,4,0,305,304,76.25,76,0.99672131147541,100
1983,4,0,305,304,76.25,76,0.99672131147541,100
1984,4,0,305,304,76.25,76,0.99672131147541,100
1985,4,0,305,304,76.25,76,0.99672131147541,100
1986,4,0,305,304,76.25,76,0.99672131147541,100
1987,4,0,305,304,76.25,76,0.99672131147541,100
1988,4,0,305,304,76.25,76,0.99672131147541,100
1989,4,0,305,304,76.25,76,0.99672131147541,100
1990,4,0,305,304,76.25,76,0.99672131147541,100
1991,4,0,305,304,76.25,76,0.99672131147541,100
1992,4,0,305,304,76.25,76,0.99672131147541,100
1993,4,0,305,304,76.25,76,0.99672131147541,100
1994,4,0,305,304,76.25,76,0.99672131147541,100
1995,4,0,305,304,76.25,76,0.99672131147541,100
1996,4,0,305,304,76.25,76,0.99672131147541,100
1997,4,0,305,304,76.25,76,0.99672131147541,100
1998,4,0,305,304,76.25,76,0.99672131147541,100
1999,4,1,305,305,76.25,76.25,1,100
2000,4,0,305,305,76.25,76.25,1,100
2001,4,0,305,305,76.25,76.25,1,100
2002,4,0,305,305,76.25,76.25,1,100
2003,4,0,305,305,76.25,76.25,1,100
2004,4,0,305,305,76.25,76.25,1,100
2005,4,0,305,305,76.25,76.25,1,100
2006,4,0,305,305,76.25,76.25,1,100
2007,4,0,305,305,76.25,76.25,1,100
2008,4,0,305,305,76.25,76.25,1,100
2009,4,0,305,305,76.25,76.25,1,100
2010,4,0,305,305,76.25,76.25,1,100
2011,4,0,305,305,76.25,76.25,1,100
2012,4,0,305,305,76.25,76.25,1,100
2013,4,0,305,305,76.25,76.25,1,100
2014,4,0,305,305,76.25,76.25,1,100
2015,4,0,305,305,76.25,76.25,1,100
0,5,0,9667,0,2416.75,0,0,0
1819,5,0,9667,0,2416.75,0,0,0
1840,5,0,9667,0,2416.75,0,0,0
1848,5,0,9667,0,2416.75,0,0,0
1864,5,0,9667,0,2416.75,0,0,0
1865,5,0,9667,0,2416.75,0,0,0
1867,5,0,9667,0,2416.75,0,0,0
1872,5,0,9667,0,2416.75,0,0,0
1875,5,0,9667,0,2416.75,0,0,0
1876,5,0,9667,0,2416.75,0,0,0
1877,5,0,9667,0,2416.75,0,0,0
1878,5,0,9667,0,2416.75,0,0,0
1879,5,0,9667,0,2416.75,0,0,0
1881,5,0,9667,0,2416.75,0,0,0
1882,5,0,9667,0,2416.75,0,0,0
1883,5,0,9667,0,2416.75,0,0,0
1884,5,0,9667,0,2416.75,0,0,0
1885,5,0,9667,0,2416.75,0,0,0
1886,5,0,9667,0,2416.75,0,0,0
1887,5,0,9667,0,2416.75,0,0,0
1888,5,0,9667,0,2416.75,0,0,0
1889,5,0,9667,0,2416.75,0,0,0
1890,5,0,9667,0,2416.75,0,0,0
1891,5,0,9667,0,2416.75,0,0,0
1892,5,0,9667,0,2416.75,0,0,0
1893,5,0,9667,0,2416.75,0,0,0
1894,5,0,9667,0,2416.75,0,0,0
