goal,dimension,rgn_id,lsp_v2015,year,lsp_st_1km,lsp_st_3nm,lsp_v2016,rgn_name,diff
LSP,status,38,100,2012,100,100,100,British Indian Ocean Territory,0
LSP,status,45,0,2012,0,0,0,Eritrea,0
LSP,status,46,0,2012,0,0,0,Djibouti,0
LSP,status,49,0,2012,0,0,0,Sudan,0
LSP,status,52,0,2012,0,0,0,Bahrain,0
LSP,status,56,0,2012,0,0,0,Cape Verde,0
LSP,status,59,100,2012,100,100,100,Belgium,0
LSP,status,60,100,2012,100,100,100,Gibraltar,0
LSP,status,64,100,2012,100,100,100,Mauritania,0
LSP,status,67,0,2012,0,0,0,Libya,0
LSP,status,69,100,2012,100,100,100,Latvia,0
LSP,status,70,100,2012,100,100,100,Estonia,0
LSP,status,71,100,2012,100,100,100,Bulgaria,0
LSP,status,72,100,2012,100,100,100,Romania,0
LSP,status,77,0,2012,0,0,0,Syria,0
LSP,status,85,0,2012,0,0,0,Ascension,0
LSP,status,89,100,2012,100,100,100,South Georgia and the South Sandwich Islands,0
LSP,status,94,100,2012,100,100,100,Heard and McDonald Islands,0
LSP,status,95,0,2012,0,0,0,Falkland Islands,0
LSP,status,97,0,2012,0,0,0,Liberia,0
LSP,status,98,0,2012,0,0,0,Togo,0
LSP,status,99,0,2012,0,0,0,Benin,0
LSP,status,101,100,2012,100,100,100,Namibia,0
LSP,status,105,0,2012,0,0,0,Bouvet Island,0
LSP,status,107,0,2012,0,0,0,Clipperton Island,0
LSP,status,115,100,2012,100,100,100,Dominican Republic,0
LSP,status,118,0,2012,0,0,0,Anguilla,0
LSP,status,119,0,2012,0,0,0,Saint Kitts and Nevis,0
LSP,status,121,0,2012,0,0,0,Montserrat,0
LSP,status,131,100,2012,100,100,100,Nicaragua,0
LSP,status,137,100,2012,100,100,100,Ecuador,0
LSP,status,140,100,2012,100,100,100,Guadeloupe and Martinique,0
LSP,status,144,100,2012,100,100,100,Jan Mayen,0
LSP,status,148,0,2012,0,0,0,Line Group,0
LSP,status,149,100,2012,100,100,100,Jarvis Island,0
LSP,status,150,100,2012,100,100,100,Palmyra Atoll,0
LSP,status,154,0,2012,0,0,0,Niue,0
LSP,status,156,0,2012,0,0,0,Tokelau,0
LSP,status,157,100,2012,100,100,100,Phoenix Group,0
LSP,status,158,100,2012,100,100,100,Howland Island and Baker Island,0
LSP,status,159,100,2012,100,100,100,Johnston Atoll,0
LSP,status,161,0,2012,0,0,0,Wallis and Futuna,0
LSP,status,164,100,2012,100,100,100,Belize,0
LSP,status,168,100,2012,100,100,100,Suriname,0
LSP,status,169,100,2012,100,100,100,French Guiana,0
LSP,status,171,100,2012,100,100,100,Brazil,0
LSP,status,175,100,2012,100,100,100,Denmark,0
LSP,status,176,100,2012,100,100,100,Germany,0
LSP,status,177,100,2012,100,100,100,Netherlands,0
LSP,status,178,100,2012,100,100,100,Poland,0
LSP,status,179,100,2012,100,100,100,France,0
LSP,status,180,100,2012,100,100,100,United Kingdom,0
LSP,status,184,100,2012,100,100,100,Italy,0
LSP,status,186,0,2012,0,0,0,Montenegro,0
LSP,status,188,100,2012,100,100,100,Slovenia,0
LSP,status,189,100,2012,100,100,100,Lithuania,0
LSP,status,190,0,2012,0,0,0,Qatar,0
LSP,status,192,0,2012,0,0,0,Iraq,0
LSP,status,193,100,2012,100,100,100,Guinea Bissau,0
LSP,status,202,100,2012,100,100,100,Tanzania,0
LSP,status,212,0,2012,0,0,0,Kiribati,0
LSP,status,215,0,2012,0,0,0,Jordan,0
LSP,status,221,100,2012,100,100,100,Northern Saint-Martin,0
LSP,status,249,0,2012,0,0,0,Sint Eustatius,0
LSP,status,250,0,2012,0,0,0,Aruba,0
LSP,status,153,0.23,2012,0.472813238770686,0.120387648227292,0.296600443498989,Cook Islands,0.0666004434989888
LSP,status,155,3.07,2012,5.19210799584631,1.14331831326922,3.16771315455777,Tonga,0.0977131545577659
LSP,status,181,99.37,2012,100,100,100,Ireland,0.629999999999995
LSP,status,42,24.12,2012,18.1258587524045,31.382848494291,24.7543536233477,Madagascar,0.634353623347746
LSP,status,39,3.06,2012,3.24939073923639,4.35957320144708,3.80448197034174,Maldives,0.744481970341739
LSP,status,19,5.98,2012,5.74712643678161,8.97542115437724,7.36127379557943,Tuvalu,1.38127379557943
LSP,status,2,50.46,2012,100,3.80162433039572,51.9008121651979,Christmas Island,1.44081216519785
LSP,status,127,29.73,2012,45.9342023587834,16.7979002624672,31.3660513106253,Saint Vincent and the Grenadines,1.63605131062528
LSP,status,73,85.03,2012,100,75.6106565531323,87.8053282765661,Russia,2.77532827656613
LSP,status,11,33.72,2012,38.506760728983,38.0740621499621,38.2904114394725,Marshall Islands,4.57041143947254
LSP,status,18,72.42,2012,68.4104077839729,85.7829720896435,77.0966899368082,Fiji,4.67668993680819
LSP,status,122,13.68,2012,24.390243902439,14.918726341572,19.6544851220055,Saint Lucia,5.97448512200553
LSP,status,228,0,2012,5.77200577200577,6.4398308342945,6.10591830315014,Guernsey,6.10591830315014
LSP,status,124,0.7,2012,10.8108108108108,5.32568619418271,8.06824850249676,Barbados,7.36824850249676
LSP,status,125,0.12,2012,12.8676470588235,2.28928199791883,7.57846452837118,Grenada,7.45846452837118
LSP,status,14,13.67,2012,31.17003954408,13.0886100677518,22.1293248059159,Taiwan,8.45932480591589
LSP,status,123,1.01,2012,20,1.52114390021296,10.7605719501065,Dominica,9.75057195010648
LSP,status,6,1.2,2012,14.2417244033872,10.0576438092951,12.1496841063411,Vanuatu,10.9496841063411
LSP,status,147,0,2012,9.29017895367754,13.2228889952757,11.2565339744766,French Polynesia,11.2565339744766
LSP,status,210,84.81,2012,100,100,100,Japan,15.19
LSP,status,103,0,2012,51.1875511875512,7.34098893608096,29.2642700618161,Sao Tome and Principe,29.2642700618161
LSP,status,110,3.1,2012,75.9690653588607,26.155737831126,51.0624015949934,Bahamas,47.9624015949934
LSP,status,82,17.77,2012,100,35.0295406899181,67.514770344959,Albania,49.744770344959
LSP,status,35,0,2012,100,100,100,Ile Europa,100
LSP,status,91,0,2012,100,100,100,Crozet Islands,100
LSP,status,92,0,2012,100,100,100,Amsterdam Island and Saint Paul Island,100
LSP,status,93,0,2012,100,100,100,Kerguelen Islands,100
LSP,status,0,57.92,NA,NA,NA,NA,NA,NA
LSP,status,213,NA,2012,0.235677250717744,0.153801047317495,0.19473914901762,Antarctica,NA
LSP,status,213,NA,2012,0.235677250717744,0.153801047317495,0.19473914901762,Antarctica,NA
LSP,status,213,NA,2012,0.235677250717744,0.153801047317495,0.19473914901762,Antarctica,NA
LSP,status,213,NA,2012,0.235677250717744,0.153801047317495,0.19473914901762,Antarctica,NA
LSP,status,213,NA,2012,0.235677250717744,0.153801047317495,0.19473914901762,Antarctica,NA
LSP,status,213,NA,2012,0.235677250717744,0.153801047317495,0.19473914901762,Antarctica,NA
LSP,status,213,NA,2012,0.235677250717744,0.153801047317495,0.19473914901762,Antarctica,NA
LSP,status,213,NA,2012,0.235677250717744,0.153801047317495,0.19473914901762,Antarctica,NA
LSP,status,213,NA,2012,0.235677250717744,0.153801047317495,0.19473914901762,Antarctica,NA
LSP,status,213,NA,2012,0.235677250717744,0.153801047317495,0.19473914901762,Antarctica,NA
LSP,status,213,NA,2012,0.235677250717744,0.153801047317495,0.19473914901762,Antarctica,NA
LSP,status,213,NA,2012,0.235677250717744,0.153801047317495,0.19473914901762,Antarctica,NA
LSP,status,213,NA,2012,0.235677250717744,0.153801047317495,0.19473914901762,Antarctica,NA
LSP,status,213,NA,2012,0.235677250717744,0.153801047317495,0.19473914901762,Antarctica,NA
LSP,status,213,NA,2012,0.235677250717744,0.153801047317495,0.19473914901762,Antarctica,NA
LSP,status,213,NA,2012,0.235677250717744,0.153801047317495,0.19473914901762,Antarctica,NA
LSP,status,213,NA,2012,0.235677250717744,0.153801047317495,0.19473914901762,Antarctica,NA
LSP,status,213,NA,2012,0.235677250717744,0.153801047317495,0.19473914901762,Antarctica,NA
LSP,status,213,NA,2012,0.235677250717744,0.153801047317495,0.19473914901762,Antarctica,NA
