ISO3166,YEAR,VALUE,country_area,avg_days,tour_days,tourist_days_area
CYP,2007,1973,9894.22,9.73,19197.29,1.940252996
PLW,2009,44.28551678,231.26,10.09,446.8408643,1.932201264
CYP,2008,1961,9894.22,9.73,19080.53,1.928452167
PYF,2009,128,909.84,13.7,1753.6,1.927371846
PLW,2008,43.75830824,231.26,10.09,441.5213301,1.909198868
DMA,2007,71,424.29,10.92,775.32,1.827335077
VCT,2009,36,236.51,12,432,1.826561245
DMA,2006,70,424.29,10.92,764.4,1.801597964
MHL,2007,2.2,12.2,9.86,21.692,1.778032787
DMA,2005,66,424.29,10.92,720.72,1.698649509
DMA,2008,65,424.29,10.92,709.8,1.672912395
CYP,2009,1690,9894.22,9.73,16443.7,1.661950108
DMA,2009,60,424.29,10.92,655.2,1.544226826
JAM,2009,1404,10991.5,10.42,14629.68,1.330999409
GLP,2005,196.1215743,1628,7.55,1480.717886,0.909531871
JAM,2006,1347,10991.5,10.42,14035.74,1.276963108
JAM,2008,1333,10991.5,10.42,13889.86,1.263691034
LIE,2008,30.78897833,111.56,4.53,139.4740718,1.250215775
LIE,2007,30.73625748,111.56,4.53,139.2352464,1.248074994
BHS,2005,1337,10714.22,9.9,13236.3,1.235395577
DNK,2007,9833,41103.48,5.14,50541.62,1.229619001
GLP,2009,182.4141524,1628,7.55,1377.226851,0.845962439
JAM,2007,1296,10991.5,10.42,13504.32,1.228614839
BHS,2006,1322,10714.22,9.9,13087.8,1.221535492
DNK,2006,9630,41103.48,5.14,49498.2,1.204233802
DNK,2005,9586,41103.48,5.14,49272.04,1.198731592
DNK,2008,9564,41103.48,5.14,49158.96,1.195980486
LIE,2006,28.89102761,111.56,4.53,130.8763551,1.173147679
DNK,2009,9265,41103.48,5.14,47622.1,1.158590465
BHS,2007,1248,10714.22,9.9,12355.2,1.153159073
MHL,2009,1.4,12.2,9.86,13.804,1.13147541
MHL,2008,1.4,12.2,9.86,13.804,1.13147541
LIE,2009,27.57300628,111.56,4.53,124.9057184,1.119628168
TTO,2005,313,4421.14,15.7,4914.1,1.111500654
JAM,2005,1166,10991.5,10.42,12149.72,1.105374153
BHS,2008,1185,10714.22,9.9,11731.5,1.094946716
TTO,2007,303,4421.14,15.7,4757.1,1.075989451
TTO,2008,301,4421.14,15.7,4725.7,1.06888721
LIE,2005,26.20226409,111.56,4.53,118.6962563,1.063967877
MHL,2006,1.3,12.2,9.86,12.818,1.050655738
TTO,2006,293,4421.14,15.7,4600.1,1.040478248
TTO,2009,283,4421.14,15.7,4443.1,1.004967045
BHS,2009,1079,10714.22,9.9,10682.1,0.997002115
TON,2009,26.88763519,255.5,9.45,254.0881525,0.994474178
TON,2008,25.83321812,255.5,9.45,244.1239112,0.955475191
TON,2007,24.25159252,255.5,9.45,229.1775493,0.89697671
FSM,2008,13.49653845,156.1,10.22,137.934623,0.883629872
REU,2009,222.4820009,2512,8.47,1884.422548,0.750168212
PRT,2007,16835,90411.11,4.4,74074,0.819301964
REU,2005,215.62829,2512,8.47,1826.371616,0.727058764
TON,2005,21.61554985,255.5,9.45,204.2669461,0.799479241
PRT,2006,16393,90411.11,4.4,72129.2,0.797791333
REU,2008,208.7745791,2512,8.47,1768.320685,0.703949317
REU,2007,200.8664511,2512,8.47,1701.338841,0.67728457
TON,2006,20.56113279,255.5,9.45,194.3027049,0.760480254
ESP,2007,47752,503250.28,7.9,377240.8,0.749608724
PRT,2005,15328,90411.11,4.4,67443.2,0.74596142
ESP,2006,46990,503250.28,7.9,371221,0.737646882
DOM,2008,3698,47265.95,9.39,34724.22,0.734656132
ESP,2008,46733,503250.28,7.9,369190.7,0.733612508
DOM,2009,3688,47265.95,9.39,34630.32,0.732669501
FSM,2007,11.1768209,156.1,10.22,114.2271096,0.731755987
DOM,2007,3681,47265.95,9.39,34564.59,0.731278859
DOM,2006,3674,47265.95,9.39,34498.86,0.729888218
LBN,2009,972.1725349,10807.67,7.77,7553.780596,0.698927761
FRA,2008,56536,546970.19,6.7,378791.2,0.692526223
FRA,2007,56394,546970.19,6.7,377839.8,0.690786823
DOM,2005,3475,47265.95,9.39,32630.25,0.690354261
ESP,2005,43898,503250.28,7.9,346794.2,0.689108807
ESP,2009,42497,503250.28,7.9,335726.3,0.667115973
FSM,2006,10.12240383,156.1,10.22,103.4509671,0.662722403
GRC,2007,8522.325937,125514.83,9.66,82325.66855,0.655903916
FSM,2005,10.01696213,156.1,10.22,102.373353,0.655819045
FRA,2006,53473,546970.19,6.7,358269.1,0.655006628
FRA,2009,53306.18005,546970.19,6.7,357151.4063,0.652963201
GRC,2006,8455.897661,125514.83,9.66,81683.97141,0.650791396
GRC,2008,8403.176808,125514.83,9.66,81174.68797,0.64673384
CPV,2009,151.4142907,2167.95,9.19,1391.497332,0.641849365
CPV,2008,150.3598736,2167.95,9.19,1381.807238,0.637379662
AUT,2008,11564.31917,82868.58,4.56,52733.29542,0.636348486
KOR,2009,5501.69313,94773.46,10.9,59968.45512,0.632755785
FRA,2005,50845,546970.19,6.7,340661.5,0.622815477
AUT,2009,11258.53822,82868.58,4.56,51338.93428,0.619522312
GRC,2009,7863.31527,125514.83,9.66,75959.62551,0.605184467
AUT,2007,10951.17565,82868.58,4.56,49937.36096,0.602609107
GRC,2005,7784.761199,125514.83,9.66,75200.79318,0.599138709
CPV,2007,140.9228409,2167.95,9.19,1295.080908,0.597375819
AUT,2006,10685.98976,82868.58,4.56,48728.11331,0.588016753
AUT,2005,10518.86465,82868.58,4.56,47966.0228,0.578820378
ISR,2008,720,22670.52,17.8,12816,0.565315661
REU,2006,147.0911807,2512,8.47,1245.862301,0.495964292
KOR,2008,4849.963843,94773.46,10.9,52864.60589,0.557799682
CHE,2008,4538.738261,41853.7,5.04,22875.24084,0.546552416
ISR,2009,696,22670.52,17.8,12388.8,0.546471806
CPV,2006,127.584465,2167.95,9.19,1172.501233,0.540834075
CHE,2007,4453.330479,41853.7,5.04,22444.78561,0.536267656
IRL,2007,4420,67565.41,8.1,35802,0.52988652
CHE,2009,4372.140365,41853.7,5.04,22035.58744,0.526490787
HRV,2008,4963.14113,53541.31,5.65,28041.74738,0.523740405
HRV,2009,4920.964447,53541.31,5.65,27803.44913,0.519289669
HRV,2007,4906.202608,53541.31,5.65,27720.04474,0.517731911
TUV,2008,0.896254506,17.49,9.9,8.872919609,0.507313871
LBN,2008,702.7689745,10807.67,7.77,5460.514932,0.505244417
KOR,2007,4388,94773.46,10.9,47829.2,0.504668712
KOR,2006,4365,94773.46,10.9,47578.5,0.502023457
IRL,2006,4177,67565.41,8.1,33833.7,0.50075475
KOR,2005,4347,94773.46,10.9,47382.3,0.499953257
CHE,2006,4144.913487,41853.7,5.04,20890.36397,0.499128249
IRL,2008,4045,67565.41,8.1,32764.5,0.484930085
HRV,2006,4565.098688,53541.31,5.65,25792.80759,0.48173658
TUV,2009,0.843533653,17.49,9.9,8.350983165,0.477471879
LUX,2009,447.6000446,2578.1,2.74,1226.424122,0.475708515
HRV,2005,4463.874649,53541.31,5.65,25220.89177,0.471054813
IRL,2005,3832,67565.41,8.1,31039.2,0.459394829
CHE,2005,3811.190485,41853.7,5.04,19208.40004,0.458941504
CPV,2005,103.860081,2167.95,9.19,954.4741444,0.440265755
LBN,2005,601.0177277,10807.67,7.77,4669.907744,0.432092
ISR,2007,537,22670.52,17.8,9558.6,0.421631264
ITA,2007,31677,301101.38,3.89,123223.53,0.409242661
IRL,2009,3396,67565.41,8.1,27507.6,0.40712548
HUN,2009,11076,92174.04,3.37,37326.12,0.404952631
GBR,2009,11424,238074.31,8.4,95961.6,0.403074149
LBN,2006,559.3682536,10807.67,7.77,4346.29133,0.402148782
HUN,2005,10982,92174.04,3.37,37009.34,0.401515871
HUN,2008,10803,92174.04,3.37,36406.11,0.394971404
HUN,2006,10709,92174.04,3.37,36089.33,0.391534645
CRI,2009,1652,52894.45,12.5,20650,0.390400127
LBN,2007,536.6982866,10807.67,7.77,4170.145687,0.385850575
GBR,2008,10923,238074.31,8.4,91753.2,0.385397316
NLD,2009,5230.435856,34690.89,2.54,13285.30707,0.382962417
HUN,2007,10468,92174.04,3.37,35277.16,0.382723379
GBR,2007,10758,238074.31,8.4,90367.2,0.379575604
CRI,2007,1597,52894.45,12.5,19962.5,0.377402544
ITA,2006,29146,301101.38,3.89,113377.94,0.376544073
ISR,2005,478,22670.52,17.8,8508.4,0.375306786
GBR,2006,10566,238074.31,8.4,88754.4,0.372801248
CRI,2008,1574,52894.45,12.5,19675,0.371967191
ITA,2008,28596,301101.38,3.89,111238.44,0.369438493
SWZ,2005,705,16822.51,8.65,6098.25,0.362505357
ITA,2009,27998,301101.38,3.89,108912.22,0.361712789
MSR,2009,3.321413758,76.95,0,26.57131006,0.345306174
SWZ,2009,669,16822.51,8.65,5786.85,0.343994446
GBR,2005,9713,238074.31,8.4,81589.2,0.342704763
BEL,2009,4532,30711.36,2.31,10468.92,0.340881029
SWZ,2006,661,16822.51,8.65,5717.65,0.33988091
ITA,2005,25991,301101.38,3.89,101104.99,0.335783881
QAT,2008,356.0718057,10621.14,9.81,3493.064414,0.328878483
TUV,2006,0.579929386,17.49,9.9,5.741300921,0.328261917
TUV,2007,0.579929386,17.49,9.9,5.741300921,0.328261917
WSM,2009,68.00990076,2022.66,9.72,661.0562354,0.326825188
CRI,2005,1357,52894.45,12.5,16962.5,0.320685819
CRI,2006,1311,52894.45,12.5,16387.5,0.309815113
WSM,2008,64.31944103,2022.66,9.72,625.1849668,0.309090488
WSM,2007,63.7922325,2022.66,9.72,620.0604999,0.30655696
SWZ,2007,586,16822.51,8.65,5068.9,0.30131651
TUV,2005,0.527208533,17.49,9.9,5.219364477,0.298419924
WSM,2006,60.6289813,2022.66,9.72,589.3136982,0.291355788
BGR,2008,4806.396201,110522.95,6.5,31241.57531,0.28267048
SWZ,2008,537,16822.51,8.65,4645.05,0.276121102
ISR,2006,347,22670.52,17.8,6176.6,0.272450742
MNE,2009,549.8785,13773.34,6.76,3717.17866,0.269882153
MNE,2008,543.5519976,13773.34,6.76,3674.411504,0.266777086
BGR,2009,4434.073702,110522.95,6.5,28821.47906,0.260773704
WSM,2005,53.77527037,2022.66,9.72,522.695628,0.258419916
BGR,2006,4365,110522.95,6.5,28372.5,0.256711389
MNE,2007,518.7731965,13773.34,6.76,3506.906808,0.25461557
ARE,2005,3756.888006,68171.94,4.62,17356.82259,0.254603618
CUB,2009,2289,107891.05,11.7,26781.3,0.248225409
BGR,2007,4219,110522.95,6.5,27423.5,0.248124937
FJI,2008,440,17815.56,9.8,4312,0.242035614
BGR,2005,4090,110522.95,6.5,26585,0.240538277
THA,2008,12017.83159,515356.84,10.3,123783.6654,0.240190206
THA,2007,12016,515356.84,10.3,123764.8,0.240153599
CUB,2008,2190,107891.05,11.7,25623,0.237489579
THA,2009,11659.37323,515356.84,10.3,120091.5443,0.233026002
THA,2006,11387,515356.84,10.3,117286.1,0.22758231
QAT,2007,244.0549102,10621.14,9.81,2394.178669,0.225416355
FJI,2005,408,17815.56,9.8,3998.4,0.224433024
QAT,2006,240,10621.14,9.81,2354.4,0.22167112
FJI,2009,402,17815.56,9.8,3939.6,0.221132538
FJI,2006,400,17815.56,9.8,3920,0.220032376
FJI,2007,399,17815.56,9.8,3910.2,0.219482295
CUB,2007,1989,107891.05,11.7,23271.3,0.21569259
CUB,2005,1982,107891.05,11.7,23189.4,0.214933491
QAT,2005,231.1298838,10621.14,9.81,2267.38416,0.213478418
SYR,2008,2905,190030.31,13.77,40001.85,0.210502472
CUB,2006,1931,107891.05,11.7,22592.7,0.209402912
TUN,2008,3716.820158,156669.36,8.5,31592.97134,0.201653797
TUN,2009,3638.266087,156669.36,8.5,30925.26174,0.197391894
TUN,2007,3564.9841,156669.36,8.5,30302.36485,0.193416025
BRN,2008,119.1491285,6077.5,9.72,1158.129529,0.190560186
THA,2005,9458,515356.84,10.3,97417.4,0.189029023
TUN,2006,3452.688683,156669.36,8.5,29347.85381,0.187323506
SVN,2009,1295,20625.4,2.95,3820.25,0.18522065
TUN,2005,3362.536024,156669.36,8.5,28581.5562,0.182432329
SYR,2005,2449,190030.31,13.77,33722.73,0.177459743
SYR,2006,2375,190030.31,13.77,32703.75,0.172097546
SYR,2009,2296,190030.31,13.77,31615.92,0.166373038
SYR,2007,2272,190030.31,13.77,31285.44,0.164633947
SLV,2009,409,19916.57,7.86,3214.74,0.161410323
MYS,2009,7479.770291,328536.47,6.7,50114.46095,0.152538502
BRN,2007,93.84311888,6077.5,9.72,912.1551155,0.150087226
SLV,2007,379,19916.57,7.86,2978.94,0.149570935
MYS,2008,7211,328536.47,6.7,48313.7,0.147057342
SLV,2006,357,19916.57,7.86,2806.02,0.140888717
MYS,2007,6884,328536.47,6.7,46122.8,0.140388676
CZE,2009,3180.64908,78281.99,3.33,10591.56144,0.135300105
BRN,2006,83.29894822,6077.5,9.72,809.6657767,0.133223493
JPN,2008,4403.245668,370726.88,11.17,49184.25411,0.132669781
JPN,2007,4400.609625,370726.88,11.17,49154.80951,0.132590357
BRN,2009,82.77173969,6077.5,9.72,804.5413098,0.132380306
SLV,2005,331,19916.57,7.86,2601.66,0.130627914
RWA,2008,402.7873192,25036.19,7.98,3214.242807,0.128383864
SLV,2008,317,19916.57,7.86,2491.62,0.125102867
ALB,2009,521,28798,6.84,3563.64,0.123746093
EGY,2008,12013,1000941.5,10.2,122532.6,0.122417344
EGY,2009,11640,1000941.5,10.2,118728,0.118616323
RWA,2009,368.5187646,25036.19,7.98,2940.779742,0.117461153
TUR,2009,21045,778601.81,4.33,91124.85,0.117036525
JPN,2006,3866.547381,370726.88,11.17,43189.33425,0.116499063
TUR,2008,20167,778601.81,4.33,87323.11,0.112153746
NIU,2009,2.477880105,179.81,0,19.82304084,0.110244374
MYS,2006,5337,328536.47,6.7,35757.9,0.108839971
JPN,2009,3579.218731,370726.88,11.17,39979.87323,0.107841852
ARM,2009,325,30178.02,10,3250,0.107694276
STP,2005,8.329894822,708.07,9.14,76.13523867,0.107525017
JPN,2005,3547.05901,370726.88,11.17,39620.64914,0.106872879
ARM,2008,321,30178.02,10,3210,0.106368807
EGY,2007,10366,1000941.5,10.2,105733.2,0.105633746
BRN,2005,65.90106663,6077.5,9.72,640.5583676,0.105398333
MYS,2005,5026,328536.47,6.7,33674.2,0.102497601
BLZ,2007,238,22667.9,9.42,2241.96,0.098904618
STP,2008,7.644523729,708.07,9.14,69.87094688,0.098678022
MNE,2006,199.2848255,13773.34,6.76,1347.16542,0.09780964
ARM,2007,294,30178.02,10,2940,0.097421898
BLZ,2006,234.192,22667.9,9.42,2206.08864,0.097322145
BLZ,2008,234.192,22667.9,9.42,2206.08864,0.097322145
KHM,2009,1876,181910.77,9.42,17671.92,0.09714609
JOR,2009,1058,87398.57,7.93,8389.94,0.095996307
TUR,2007,17219,778601.81,4.33,74558.27,0.095759179
KIR,2007,2.477880105,266.56,10.13,25.10092546,0.094166137
JOR,2008,1036,87398.57,7.93,8215.48,0.094000165
KHM,2008,1808,181910.77,9.42,17031.36,0.093624803
BLZ,2005,223.72,22667.9,9.42,2107.4424,0.092970341
VUT,2009,78.48989739,8456.53,9.8,769.2009944,0.090959412
KIR,2006,2.319717545,266.56,10.13,23.49873873,0.088155532
TUR,2005,15769,778601.81,4.33,68279.77,0.087695365
KHM,2007,1690,181910.77,9.42,15919.8,0.087514335
EGY,2006,8436,1000941.5,10.2,86047.2,0.085966263
PHL,2008,1439,280957.72,16.7,24031.3,0.08553351
PHL,2007,1439,280957.72,16.7,24031.3,0.08553351
JOR,2007,937,87398.57,7.93,7430.41,0.085017524
STP,2006,6.484664956,708.07,9.14,59.2698377,0.083706184
JOR,2006,920,87398.57,7.93,7295.6,0.08347505
DEU,2009,12768.46346,355245.97,2.3,29367.46596,0.082667978
KIR,2005,2.161554985,266.56,10.13,21.896552,0.082144928
VUT,2008,70.71862042,8456.53,9.8,693.0424801,0.081953529
ARM,2006,246,30178.02,10,2460,0.081516282
EGY,2005,7993,1000941.5,10.2,81528.6,0.081451913
STP,2007,6.22106069,708.07,9.14,56.86049471,0.080303494
PHL,2009,1327,280957.72,16.7,22160.9,0.078876281
PHL,2006,1319,280957.72,16.7,22027.3,0.078400764
KIR,2009,2.056113279,266.56,10.13,20.82842752,0.078137858
KIR,2008,2.056113279,266.56,10.13,20.82842752,0.078137858
ARM,2005,235,30178.02,10,2350,0.077871245
GMB,2008,77.49965436,9969.62,9.8,759.4966127,0.076181099
TUR,2006,13698,778601.81,4.33,59312.34,0.076178015
GTM,2009,936.3223547,109829.01,8.91,8342.63218,0.075960187
KHM,2006,1446,181910.77,9.42,13621.32,0.074879129
PAN,2008,564,73680.19,9.71,5476.44,0.07432717
GMB,2007,75.39082023,9969.62,9.8,738.8300383,0.074108144
GTM,2008,904.1626342,109829.01,8.91,8056.089071,0.073351194
GMB,2009,74.33640316,9969.62,9.8,728.496751,0.073071667
VUT,2007,63,8456.53,9.8,617.4,0.073008669
PAN,2009,540,73680.19,9.71,5243.4,0.071164312
MNE,2005,143.400721,13773.34,6.76,969.388874,0.07038154
PHL,2005,1174,280957.72,16.7,19605.8,0.06978203
GTM,2007,857.7682833,109829.01,8.91,7642.715404,0.069587401
LVA,2009,1513,64744.68,2.9,4387.7,0.067769275
EST,2005,766.0339985,45514.89,4,3064.135994,0.067321617
PAN,2007,510,73680.19,9.71,4952.1,0.067210739
JOR,2005,734,87398.57,7.93,5820.62,0.066598572
EST,2008,755.4898278,45514.89,4,3021.959311,0.06639496
EST,2006,752.8537852,45514.89,4,3011.415141,0.066163296
SVK,2008,931.0502694,48560.4,3.45,3212.123429,0.066146972
NCL,2005,56,17946.31,21.1,1181.6,0.065840833
NCL,2006,56,17946.31,21.1,1181.6,0.065840833
NCL,2007,56,17946.31,21.1,1181.6,0.065840833
GEO,2009,790.8127996,69676.67,5.7,4507.632958,0.064693576
GMB,2006,65.3738581,9969.62,9.8,640.6638094,0.064261608
GTM,2006,791.3400081,109829.01,8.91,7050.839472,0.064198334
EST,2007,727.5477756,45514.89,4,2910.191102,0.06393932
EST,2009,727.5477756,45514.89,4,2910.191102,0.06393932
VNM,2008,2233.255346,322742.56,9.21,20568.28174,0.063729685
VNM,2007,2229.564886,322742.56,9.21,20534.2926,0.063624372
NCL,2008,54,17946.31,21.1,1139.4,0.063489375
SVK,2007,888.3463782,48560.4,3.45,3064.795005,0.063113051
ALB,2005,263,28798,6.84,1798.92,0.062466838
KHM,2005,1197,181910.77,9.42,11275.74,0.061985005
LKA,2005,382,64665.21,10.4,3972.8,0.061436435
VUT,2006,53,8456.53,9.8,519.4,0.061419991
URY,2008,1400,178437.8,7.74,10836,0.060727043
LKA,2006,377,64665.21,10.4,3920.8,0.060632294
SVK,2006,849.3329467,48560.4,3.45,2930.198666,0.060341321
NCL,2009,51,17946.31,21.1,1076.1,0.059962187
LAO,2009,1627,231035.45,8.48,13796.96,0.059717935
LKA,2009,358,64665.21,10.4,3723.2,0.057576555
SVK,2005,798.7209276,48560.4,3.45,2755.5872,0.056745562
URY,2009,1304,178437.8,7.74,10092.96,0.056562903
POL,2008,4000,312136.16,4.4,17600,0.056385649
VNM,2009,1975.450373,322742.56,9.21,18193.89794,0.056372788
GTM,2005,693.279221,109829.01,8.91,6177.117859,0.056243044
GMB,2005,56.93852157,9969.62,9.8,557.9975114,0.055969787
VUT,2005,48,8456.53,9.8,470.4,0.055625653
GEO,2008,679.5717991,69676.67,5.7,3873.559255,0.055593346
LKA,2007,343,64665.21,10.4,3567.2,0.055164129
URY,2005,1249,178437.8,7.74,9667.26,0.054177198
POL,2009,3840,312136.16,4.4,16896,0.054130223
MAR,2009,3703,406452.22,5.94,21995.82,0.054116619
ALB,2006,227,28798,6.84,1552.68,0.053916244
ALB,2008,227,28798,6.84,1552.68,0.053916244
VNM,2006,1888.988174,322742.56,9.21,17397.58108,0.053905444
NIC,2009,755,129795.64,9.24,6976.2,0.053747568
VNM,2005,1833.104069,322742.56,9.21,16882.88848,0.052310698
POL,2005,3680,312136.16,4.4,16192,0.051874797
URY,2007,1193,178437.8,7.74,9233.82,0.051748116
LKA,2008,321,64665.21,10.4,3338.4,0.051625905
URY,2006,1180,178437.8,7.74,9133.2,0.051184222
MAR,2008,3497.894377,406452.22,5.94,20777.4926,0.051119151
LAO,2008,1355,231035.45,8.48,11490.4,0.049734359
PAN,2006,373,73680.19,9.71,3621.83,0.049156089
SVK,2009,684.8438844,48560.4,3.45,2362.711401,0.048655106
