Taxonid,EEZID,stocklong,notes
600107,462,Skipjack tuna Indian Ocean,
600107,626,Skipjack tuna Central Western Pacific,
600107,895,Skipjack tuna Indian Ocean,
600107,937,Skipjack tuna Central Western Pacific,
600107,938,Skipjack tuna Indian Ocean,
600107,956,Skipjack tuna Indian Ocean,
600107,156,Skipjack tuna Central Western Pacific,
600107,157,Skipjack tuna Central Western Pacific,
600107,390,Skipjack tuna Central Western Pacific,
600107,393,Skipjack tuna Central Western Pacific,
600107,408,Skipjack tuna Central Western Pacific,
600107,410,Skipjack tuna Central Western Pacific,
600107,488,Skipjack tuna Central Western Pacific,
600107,580,Skipjack tuna Central Western Pacific,
600107,608,Skipjack tuna Central Western Pacific,
600107,649,Skipjack tuna Central Western Pacific,
600107,704,Skipjack tuna Central Western Pacific,
600107,872,Skipjack tuna Central Western Pacific,
600107,971,Skipjack tuna Central Western Pacific,
600107,36,Skipjack tuna Central Western Pacific,
600107,90,Skipjack tuna Central Western Pacific,
600107,96,Skipjack tuna Central Western Pacific,
600107,116,Skipjack tuna Central Western Pacific,
600107,156,Skipjack tuna Central Western Pacific,
600107,157,Skipjack tuna Central Western Pacific,
600107,242,Skipjack tuna Central Western Pacific,
600107,316,Skipjack tuna Central Western Pacific,
600107,361,Skipjack tuna Central Western Pacific,
600107,393,Skipjack tuna Central Western Pacific,
600107,460,Skipjack tuna Central Western Pacific,
600107,461,Skipjack tuna Central Western Pacific,
600107,463,Skipjack tuna Central Western Pacific,
600107,520,Skipjack tuna Central Western Pacific,
600107,540,Skipjack tuna Central Western Pacific,
600107,548,Skipjack tuna Central Western Pacific,
600107,580,Skipjack tuna Central Western Pacific,
600107,583,Skipjack tuna Central Western Pacific,
600107,584,Skipjack tuna Central Western Pacific,
600107,585,Skipjack tuna Central Western Pacific,
600107,598,Skipjack tuna Central Western Pacific,
600107,608,Skipjack tuna Central Western Pacific,
600107,626,Skipjack tuna Central Western Pacific,
600107,704,Skipjack tuna Central Western Pacific,
600107,772,Skipjack tuna Central Western Pacific,
600107,776,Skipjack tuna Central Western Pacific,
600107,798,Skipjack tuna Central Western Pacific,
600107,846,Skipjack tuna Central Western Pacific,
600107,872,Skipjack tuna Central Western Pacific,
600107,876,Skipjack tuna Central Western Pacific,
600107,937,Skipjack tuna Central Western Pacific,
600107,938,Skipjack tuna Indian Ocean,
600107,941,Skipjack tuna Central Western Pacific,
600107,943,Skipjack tuna Central Western Pacific,
600107,957,Skipjack tuna Central Western Pacific,
600107,16,Skipjack tuna Central Western Pacific,
600107,184,Skipjack tuna Central Western Pacific,
600107,222,Skipjack tuna Central Western Pacific,
600107,258,Skipjack tuna Central Western Pacific,
600107,396,Skipjack tuna Central Western Pacific,
600107,488,Skipjack tuna Central Western Pacific,
600107,570,Skipjack tuna Central Western Pacific,
600107,612,Skipjack tuna Central Western Pacific,
600107,772,Skipjack tuna Central Western Pacific,
600107,776,Skipjack tuna Central Western Pacific,
600107,842,Skipjack tuna Central Western Pacific,
600107,844,Skipjack tuna Central Western Pacific,
600107,845,Skipjack tuna Central Western Pacific,
600107,846,Skipjack tuna Central Western Pacific,
600107,848,Skipjack tuna Central Western Pacific,
600107,876,Skipjack tuna Central Western Pacific,
600107,882,Skipjack tuna Central Western Pacific,
600107,898,Skipjack tuna Central Western Pacific,
600107,920,Skipjack tuna Central Western Pacific,
600107,930,Skipjack tuna Central Western Pacific,
600107,936,Skipjack tuna Central Western Pacific,
600107,942,Skipjack tuna Central Western Pacific,
600107,943,Skipjack tuna Central Western Pacific,
600107,945,Skipjack tuna Central Western Pacific,
600107,950,Skipjack tuna Central Western Pacific,
600107,952,Skipjack tuna Central Western Pacific,
600117,848,Pacific chub mackerel Pacific Coast,
600120,852,King mackerel Gulf of Mexico,multiple stocks in same region
600120,852,King mackerel Southern Atlantic Coast,multiple stocks in same region
600126,852,Spanish mackerel Gulf of Mexico,
600126,851,Spanish mackerel Southern Atlantic Coast,
600142,848,Albacore tuna North Pacific,
600142,60,Albacore tuna North Atlantic,
600142,304,Albacore tuna North Atlantic,
600142,666,Albacore tuna North Atlantic,
600142,851,Albacore tuna North Atlantic,
600142,926,Albacore tuna North Atlantic,
600142,56,Albacore tuna North Atlantic,
600142,277,Albacore tuna North Atlantic,
600142,372,Albacore tuna North Atlantic,
600142,528,Albacore tuna North Atlantic,
600142,578,Albacore tuna North Atlantic,
600142,620,Albacore tuna North Atlantic,
600142,621,Albacore tuna North Atlantic,
600142,622,Albacore tuna North Atlantic,
600142,826,Albacore tuna North Atlantic,
600142,830,Albacore tuna North Atlantic,
600142,919,Albacore tuna North Atlantic,
600142,931,Albacore tuna North Atlantic,
600142,932,Albacore tuna North Atlantic,
600142,962,Albacore tuna Mediterranean,
600142,963,Albacore tuna North Atlantic,
600142,28,Albacore tuna North Atlantic,
600142,44,Albacore tuna North Atlantic,
600142,52,Albacore tuna North Atlantic,
600142,60,Albacore tuna North Atlantic,
600142,76,Albacore tuna South Atlantic,
600142,92,Albacore tuna North Atlantic,
600142,136,Albacore tuna North Atlantic,
600142,192,Albacore tuna North Atlantic,
600142,212,Albacore tuna North Atlantic,
600142,214,Albacore tuna North Atlantic,
600142,254,Albacore tuna South Atlantic,
600142,308,Albacore tuna North Atlantic,
600142,312,Albacore tuna North Atlantic,
600142,328,Albacore tuna North Atlantic,
600142,332,Albacore tuna North Atlantic,
600142,388,Albacore tuna North Atlantic,
600142,474,Albacore tuna North Atlantic,
600142,500,Albacore tuna North Atlantic,
600142,630,Albacore tuna North Atlantic,
600142,659,Albacore tuna North Atlantic,
600142,660,Albacore tuna North Atlantic,
600142,662,Albacore tuna North Atlantic,
600142,670,Albacore tuna North Atlantic,
600142,740,Albacore tuna North Atlantic,
600142,780,Albacore tuna North Atlantic,
600142,796,Albacore tuna North Atlantic,
600142,850,Albacore tuna North Atlantic,
600142,851,Albacore tuna North Atlantic,
600142,852,Albacore tuna North Atlantic,
600142,862,Albacore tuna North Atlantic,
600142,904,Albacore tuna North Atlantic,
600142,905,Albacore tuna North Atlantic,
600142,906,Albacore tuna North Atlantic,
600142,907,Albacore tuna North Atlantic,
600142,908,Albacore tuna North Atlantic,
600142,909,Albacore tuna North Atlantic,
600142,921,Albacore tuna North Atlantic,
600142,927,Albacore tuna North Atlantic,
600142,944,Albacore tuna North Atlantic,
600142,949,Albacore tuna North Atlantic,
600142,951,Albacore tuna North Atlantic,
600142,967,Albacore tuna North Atlantic,
600142,24,Albacore tuna South Atlantic,
600142,120,Albacore tuna North Atlantic,
600142,132,Albacore tuna North Atlantic,
600142,178,Albacore tuna South Atlantic,
600142,180,Albacore tuna South Atlantic,
600142,204,Albacore tuna North Atlantic,
600142,226,Albacore tuna North Atlantic,
600142,266,Albacore tuna South Atlantic,
600142,270,Albacore tuna North Atlantic,
600142,288,Albacore tuna North Atlantic,
600142,324,Albacore tuna North Atlantic,
600142,384,Albacore tuna North Atlantic,
600142,430,Albacore tuna North Atlantic,
600142,478,Albacore tuna North Atlantic,
600142,566,Albacore tuna North Atlantic,
600142,620,Albacore tuna North Atlantic,
600142,621,Albacore tuna North Atlantic,
600142,622,Albacore tuna North Atlantic,
600142,624,Albacore tuna North Atlantic,
600142,678,Albacore tuna North Atlantic,
600142,686,Albacore tuna North Atlantic,
600142,694,Albacore tuna North Atlantic,
600142,723,Albacore tuna North Atlantic,
600142,768,Albacore tuna North Atlantic,
600142,855,Albacore tuna South Atlantic,
600142,946,Albacore tuna North Atlantic,
600142,948,Albacore tuna North Atlantic,
600142,962,Albacore tuna Mediterranean,
600142,970,Albacore tuna South Atlantic,
600142,8,Albacore tuna Mediterranean,
600142,12,Albacore tuna Mediterranean,
600142,191,Albacore tuna Mediterranean,
600142,198,Albacore tuna Mediterranean,
600142,274,Albacore tuna Mediterranean,
600142,300,Albacore tuna Mediterranean,
600142,380,Albacore tuna Mediterranean,
600142,422,Albacore tuna Mediterranean,
600142,434,Albacore tuna Mediterranean,
600142,470,Albacore tuna Mediterranean,
600142,788,Albacore tuna Mediterranean,
600142,793,Albacore tuna Mediterranean,
600142,891,Albacore tuna Mediterranean,
600142,899,Albacore tuna Mediterranean,
600142,900,Albacore tuna Mediterranean,
600142,901,Albacore tuna Mediterranean,
600142,902,Albacore tuna Mediterranean,
600142,903,Albacore tuna Mediterranean,
600142,918,Albacore tuna Mediterranean,
600142,933,Albacore tuna Mediterranean,
600142,939,Albacore tuna Mediterranean,
600142,947,Albacore tuna Mediterranean,
600142,962,Albacore tuna Mediterranean,
600142,32,Albacore tuna South Atlantic,
600142,76,Albacore tuna South Atlantic,
600142,77,Albacore tuna South Atlantic,
600142,254,Albacore tuna South Atlantic,
600142,858,Albacore tuna South Atlantic,
600142,969,Albacore tuna South Atlantic,
600142,970,Albacore tuna South Atlantic,
600142,24,Albacore tuna South Atlantic,
600142,178,Albacore tuna South Atlantic,
600142,180,Albacore tuna South Atlantic,
600142,266,Albacore tuna South Atlantic,
600142,516,Albacore tuna South Atlantic,
600142,654,Albacore tuna South Atlantic,
600142,855,Albacore tuna South Atlantic,
600142,856,Albacore tuna South Atlantic,
600142,953,Albacore tuna South Atlantic,
600142,954,Albacore tuna Indian Ocean,
600142,86,Albacore tuna Indian Ocean,
600142,174,Albacore tuna Indian Ocean,
600142,175,Albacore tuna Indian Ocean,
600142,251,Albacore tuna Indian Ocean,
600142,252,Albacore tuna Indian Ocean,
600142,356,Albacore tuna Indian Ocean,
600142,404,Albacore tuna Indian Ocean,
600142,450,Albacore tuna Indian Ocean,
600142,462,Albacore tuna Indian Ocean,
600142,480,Albacore tuna Indian Ocean,
600142,508,Albacore tuna Indian Ocean,
600142,512,Albacore tuna Indian Ocean,
600142,586,Albacore tuna Indian Ocean,
600142,638,Albacore tuna Indian Ocean,
600142,690,Albacore tuna Indian Ocean,
600142,706,Albacore tuna Indian Ocean,
600142,711,Albacore tuna Indian Ocean,
600142,834,Albacore tuna Indian Ocean,
600142,895,Albacore tuna Indian Ocean,
600142,896,Albacore tuna Indian Ocean,
600142,917,Albacore tuna Indian Ocean,
600142,923,Albacore tuna Indian Ocean,
600142,954,Albacore tuna Indian Ocean,
600142,972,Albacore tuna Indian Ocean,
600142,36,Albacore tuna South Pacific Ocean,
600142,50,Albacore tuna Indian Ocean,
600142,104,Albacore tuna Indian Ocean,
600142,144,Albacore tuna Indian Ocean,
600142,162,Albacore tuna Indian Ocean,
600142,166,Albacore tuna Indian Ocean,
600142,356,Albacore tuna Indian Ocean,
600142,357,Albacore tuna Indian Ocean,
600142,361,Albacore tuna Indian Ocean,
600142,459,Albacore tuna Indian Ocean,
600142,626,Albacore tuna Indian Ocean,
600142,895,Albacore tuna Indian Ocean,
600142,938,Albacore tuna Indian Ocean,
600142,956,Albacore tuna Indian Ocean,
600142,36,Albacore tuna South Pacific Ocean,
600142,38,Albacore tuna South Pacific Ocean,
600142,184,Albacore tuna South Pacific Ocean,
600142,242,Albacore tuna South Pacific Ocean,
600142,258,Albacore tuna South Pacific Ocean,
600142,540,Albacore tuna South Pacific Ocean,
600142,548,Albacore tuna South Pacific Ocean,
600142,554,Albacore tuna South Pacific Ocean,
600142,555,Albacore tuna South Pacific Ocean,
600142,574,Albacore tuna South Pacific Ocean,
600142,612,Albacore tuna South Pacific Ocean,
600142,776,Albacore tuna South Pacific Ocean,
600142,152,Albacore tuna South Pacific Ocean,
600142,218,Albacore tuna South Pacific Ocean,
600142,219,Albacore tuna South Pacific Ocean,
600142,604,Albacore tuna South Pacific Ocean,
600142,928,Albacore tuna South Pacific Ocean,
600142,930,Albacore tuna South Pacific Ocean,
600143,60,Yellowfin tuna Atlantic,
600143,666,Yellowfin tuna Atlantic,
600143,851,Yellowfin tuna Atlantic,
600143,926,Yellowfin tuna Atlantic,
600143,56,Yellowfin tuna Atlantic,
600143,372,Yellowfin tuna Atlantic,
600143,528,Yellowfin tuna Atlantic,
600143,620,Yellowfin tuna Atlantic,
600143,621,Yellowfin tuna Atlantic,
600143,622,Yellowfin tuna Atlantic,
600143,826,Yellowfin tuna Atlantic,
600143,830,Yellowfin tuna Atlantic,
600143,919,Yellowfin tuna Atlantic,
600143,962,Yellowfin tuna Atlantic,
600143,963,Yellowfin tuna Atlantic,
600143,28,Yellowfin tuna Atlantic,
600143,44,Yellowfin tuna Atlantic,
600143,52,Yellowfin tuna Atlantic,
600143,60,Yellowfin tuna Atlantic,
600143,76,Yellowfin tuna Atlantic,
600143,84,Yellowfin tuna Atlantic,
600143,92,Yellowfin tuna Atlantic,
600143,136,Yellowfin tuna Atlantic,
600143,192,Yellowfin tuna Atlantic,
600143,212,Yellowfin tuna Atlantic,
600143,214,Yellowfin tuna Atlantic,
600143,254,Yellowfin tuna Atlantic,
600143,308,Yellowfin tuna Atlantic,
600143,312,Yellowfin tuna Atlantic,
600143,328,Yellowfin tuna Atlantic,
600143,332,Yellowfin tuna Atlantic,
600143,388,Yellowfin tuna Atlantic,
600143,474,Yellowfin tuna Atlantic,
600143,500,Yellowfin tuna Atlantic,
600143,630,Yellowfin tuna Atlantic,
600143,659,Yellowfin tuna Atlantic,
600143,660,Yellowfin tuna Atlantic,
600143,662,Yellowfin tuna Atlantic,
600143,670,Yellowfin tuna Atlantic,
600143,740,Yellowfin tuna Atlantic,
600143,780,Yellowfin tuna Atlantic,
600143,796,Yellowfin tuna Atlantic,
600143,850,Yellowfin tuna Atlantic,
600143,851,Yellowfin tuna Atlantic,
600143,852,Yellowfin tuna Atlantic,
600143,862,Yellowfin tuna Atlantic,
600143,904,Yellowfin tuna Atlantic,
600143,905,Yellowfin tuna Atlantic,
600143,906,Yellowfin tuna Atlantic,
600143,907,Yellowfin tuna Atlantic,
600143,908,Yellowfin tuna Atlantic,
600143,909,Yellowfin tuna Atlantic,
600143,921,Yellowfin tuna Atlantic,
600143,927,Yellowfin tuna Atlantic,
600143,929,Yellowfin tuna Atlantic,
600143,944,Yellowfin tuna Atlantic,
600143,949,Yellowfin tuna Atlantic,
600143,951,Yellowfin tuna Atlantic,
600143,967,Yellowfin tuna Atlantic,
600143,24,Yellowfin tuna Atlantic,
600143,120,Yellowfin tuna Atlantic,
600143,132,Yellowfin tuna Atlantic,
600143,178,Yellowfin tuna Atlantic,
600143,180,Yellowfin tuna Atlantic,
600143,204,Yellowfin tuna Atlantic,
600143,226,Yellowfin tuna Atlantic,
600143,266,Yellowfin tuna Atlantic,
600143,270,Yellowfin tuna Atlantic,
600143,288,Yellowfin tuna Atlantic,
600143,324,Yellowfin tuna Atlantic,
600143,384,Yellowfin tuna Atlantic,
600143,430,Yellowfin tuna Atlantic,
600143,478,Yellowfin tuna Atlantic,
600143,566,Yellowfin tuna Atlantic,
600143,620,Yellowfin tuna Atlantic,
600143,621,Yellowfin tuna Atlantic,
600143,622,Yellowfin tuna Atlantic,
600143,624,Yellowfin tuna Atlantic,
600143,678,Yellowfin tuna Atlantic,
600143,686,Yellowfin tuna Atlantic,
600143,694,Yellowfin tuna Atlantic,
600143,723,Yellowfin tuna Atlantic,
600143,768,Yellowfin tuna Atlantic,
600143,855,Yellowfin tuna Atlantic,
600143,946,Yellowfin tuna Atlantic,
600143,948,Yellowfin tuna Atlantic,
600143,962,Yellowfin tuna Atlantic,
600143,970,Yellowfin tuna Atlantic,
600143,32,Yellowfin tuna Atlantic,
600143,76,Yellowfin tuna Atlantic,
600143,77,Yellowfin tuna Atlantic,
600143,254,Yellowfin tuna Atlantic,
600143,858,Yellowfin tuna Atlantic,
600143,969,Yellowfin tuna Atlantic,
600143,970,Yellowfin tuna Atlantic,
600143,24,Yellowfin tuna Atlantic,
600143,178,Yellowfin tuna Atlantic,
600143,180,Yellowfin tuna Atlantic,
600143,266,Yellowfin tuna Atlantic,
600143,516,Yellowfin tuna Atlantic,
600143,654,Yellowfin tuna Atlantic,
600143,855,Yellowfin tuna Atlantic,
600143,856,Yellowfin tuna Atlantic,
600143,953,Yellowfin tuna Atlantic,
600143,954,Yellowfin tuna Indian Ocean,
600143,48,Yellowfin tuna Indian Ocean,
600143,86,Yellowfin tuna Indian Ocean,
