"country","comname","sciname","ico_trend","ico_gl","ico_category","iucn_sid","am_sid","popn_trend","iucn_category","spatial_source","parent_sid","subpop_sid","ico_rgn_id","rgn_id"
"El Salvador","Blue whale","Balaenoptera musculus","increasing",TRUE,"EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479,NA,134
"Equatorial Guinea","Blue whale","Balaenoptera musculus","increasing",TRUE,"EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479,NA,104
"Eritrea","Blue whale","Balaenoptera musculus","increasing",TRUE,"EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479,NA,45
"Falkland Islands","Blue whale","Balaenoptera musculus","increasing",TRUE,"EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479,NA,95
"Faroe Islands","Blue whale","Balaenoptera musculus","increasing",TRUE,"EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479,NA,NA
"France","Blue whale","Balaenoptera musculus","increasing",TRUE,"EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479,NA,179
"French Southern Territories (the)","Blue whale","Balaenoptera musculus","increasing",TRUE,"EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479,NA,NA
"Gabon","Blue whale","Balaenoptera musculus","increasing",TRUE,"EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479,NA,198
"Ghana","Blue whale","Balaenoptera musculus","increasing",TRUE,"EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479,NA,106
"Gibraltar","Blue whale","Balaenoptera musculus","increasing",TRUE,"EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479,NA,60
"Greece","Blue whale","Balaenoptera musculus","increasing",TRUE,"EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479,NA,80
"Greenland","Blue whale","Balaenoptera musculus","increasing",TRUE,"EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479,NA,145
"Grenada","Blue whale","Balaenoptera musculus","increasing",TRUE,"EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479,NA,125
"Guatemala","Blue whale","Balaenoptera musculus","increasing",TRUE,"EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479,NA,136
"Iceland","Blue whale","Balaenoptera musculus","increasing",TRUE,"EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479,NA,143
"India","Blue whale","Balaenoptera musculus","increasing",TRUE,"EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479,NA,203
"Indonesia","Blue whale","Balaenoptera musculus","increasing",TRUE,"EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479,NA,216
"Iran","Blue whale","Balaenoptera musculus","increasing",TRUE,"EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479,NA,191
"Iraq","Blue whale","Balaenoptera musculus","increasing",TRUE,"EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479,NA,192
"Ireland","Blue whale","Balaenoptera musculus","increasing",TRUE,"EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479,NA,181
"Japan","Blue whale","Balaenoptera musculus","increasing",TRUE,"EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479,NA,210
"Kenya","Blue whale","Balaenoptera musculus","increasing",TRUE,"EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479,NA,43
"Madagascar","Blue whale","Balaenoptera musculus","increasing",TRUE,"EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479,NA,42
"Malaysia","Blue whale","Balaenoptera musculus","increasing",TRUE,"EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479,NA,206
"Maldives","Blue whale","Balaenoptera musculus","increasing",TRUE,"EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479,NA,39
"Marshall Islands","Blue whale","Balaenoptera musculus","increasing",TRUE,"EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479,NA,11
"Mauritania","Blue whale","Balaenoptera musculus","increasing",TRUE,"EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479,NA,64
"Mauritius","Blue whale","Balaenoptera musculus","increasing",TRUE,"EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479,NA,37
"Mexico","Blue whale","Balaenoptera musculus","increasing",TRUE,"EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479,NA,135
"Morocco","Blue whale","Balaenoptera musculus","increasing",TRUE,"EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479,NA,62
"Mozambique","Blue whale","Balaenoptera musculus","increasing",TRUE,"EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479,NA,41
"Myanmar","Blue whale","Balaenoptera musculus","increasing",TRUE,"EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479,NA,205
"Namibia","Blue whale","Balaenoptera musculus","increasing",TRUE,"EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479,NA,101
"New Caledonia","Blue whale","Balaenoptera musculus","increasing",TRUE,"EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479,NA,5
"New Zealand","Blue whale","Balaenoptera musculus","increasing",TRUE,"EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479,NA,162
"Nicaragua","Blue whale","Balaenoptera musculus","increasing",TRUE,"EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479,NA,131
"Nigeria","Blue whale","Balaenoptera musculus","increasing",TRUE,"EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479,NA,196
"Northern Mariana Islands","Blue whale","Balaenoptera musculus","increasing",TRUE,"EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479,NA,NA
"Norway","Blue whale","Balaenoptera musculus","increasing",TRUE,"EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479,NA,223
"Oman","Blue whale","Balaenoptera musculus","increasing",TRUE,"EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479,NA,48
"Pakistan","Blue whale","Balaenoptera musculus","increasing",TRUE,"EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479,NA,53
"Palau","Blue whale","Balaenoptera musculus","increasing",TRUE,"EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479,NA,8
"Panama","Blue whale","Balaenoptera musculus","increasing",TRUE,"EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479,NA,129
"Peru","Blue whale","Balaenoptera musculus","increasing",TRUE,"EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479,NA,138
"Philippines","Blue whale","Balaenoptera musculus","increasing",TRUE,"EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479,NA,15
"Pitcairn","Blue whale","Balaenoptera musculus","increasing",TRUE,"EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479,NA,146
"Portugal","Blue whale","Balaenoptera musculus","increasing",TRUE,"EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479,NA,183
"R_union","Blue whale","Balaenoptera musculus","increasing",TRUE,"EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479,NA,32
"Russia","Blue whale","Balaenoptera musculus","increasing",TRUE,"EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479,NA,73
"Saint Helena","Blue whale","Balaenoptera musculus","increasing",TRUE,"EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479,NA,86
"Saint Pierre and Miquelon","Blue whale","Balaenoptera musculus","increasing",TRUE,"EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479,NA,219
"Sao Tome and Principe","Blue whale","Balaenoptera musculus","increasing",TRUE,"EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479,NA,103
"Senegal","Blue whale","Balaenoptera musculus","increasing",TRUE,"EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479,NA,66
"Seychelles","Blue whale","Balaenoptera musculus","increasing",TRUE,"EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479,NA,31
"Somalia","Blue whale","Balaenoptera musculus","increasing",TRUE,"EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479,NA,44
"South Africa","Blue whale","Balaenoptera musculus","increasing",TRUE,"EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479,NA,102
"South Georgia and the South Sandwich Islands","Blue whale","Balaenoptera musculus","increasing",TRUE,"EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479,NA,89
"Spain","Blue whale","Balaenoptera musculus","increasing",TRUE,"EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479,NA,182
"Sri Lanka","Blue whale","Balaenoptera musculus","increasing",TRUE,"EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479,NA,40
"Taiwan","Blue whale","Balaenoptera musculus","increasing",TRUE,"EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479,NA,14
"Tanzania","Blue whale","Balaenoptera musculus","increasing",TRUE,"EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479,NA,202
"Thailand","Blue whale","Balaenoptera musculus","increasing",TRUE,"EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479,NA,25
"Togo","Blue whale","Balaenoptera musculus","increasing",TRUE,"EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479,NA,98
"United Kingdom","Blue whale","Balaenoptera musculus","increasing",TRUE,"EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479,NA,180
"United States","Blue whale","Balaenoptera musculus","increasing",TRUE,"EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479,NA,163
"Uruguay","Blue whale","Balaenoptera musculus","increasing",TRUE,"EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479,NA,173
"Western Sahara","Blue whale","Balaenoptera musculus","increasing",TRUE,"EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479,NA,63
"Yemen","Blue whale","Balaenoptera musculus","increasing",TRUE,"EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479,NA,47
"Canada","Bowhead whale","Balaena mysticetus","increasing",TRUE,"LC",2472,"ITS-180533","Unknown","CR","iucn_subpop",2467,NA,NA,218
"Canada","Bowhead whale","Balaena mysticetus","increasing",TRUE,"LC",2468,"ITS-180533",NA,"NT","iucn_subpop",2467,NA,NA,218
"Canada","Bowhead whale","Balaena mysticetus","increasing",TRUE,"LC",2469,"ITS-180533","Unknown","EN","iucn_subpop",2467,NA,NA,218
"Canada","Bowhead whale","Balaena mysticetus","increasing",TRUE,"LC",2467,"ITS-180533","Increasing","LC","iucn_parent",NA,2468,NA,218
"Greenland","Bowhead whale","Balaena mysticetus","increasing",TRUE,"LC",2472,"ITS-180533","Unknown","CR","iucn_subpop",2467,NA,NA,145
"Greenland","Bowhead whale","Balaena mysticetus","increasing",TRUE,"LC",2468,"ITS-180533",NA,"NT","iucn_subpop",2467,NA,NA,145
"Greenland","Bowhead whale","Balaena mysticetus","increasing",TRUE,"LC",2469,"ITS-180533","Unknown","EN","iucn_subpop",2467,NA,NA,145
"Greenland","Bowhead whale","Balaena mysticetus","increasing",TRUE,"LC",2467,"ITS-180533","Increasing","LC","iucn_parent",NA,2468,NA,145
"Russia","Bowhead whale","Balaena mysticetus","increasing",TRUE,"LC",2472,"ITS-180533","Unknown","CR","iucn_subpop",2467,NA,NA,73
"Russia","Bowhead whale","Balaena mysticetus","increasing",TRUE,"LC",2468,"ITS-180533",NA,"NT","iucn_subpop",2467,NA,NA,73
"Russia","Bowhead whale","Balaena mysticetus","increasing",TRUE,"LC",2469,"ITS-180533","Unknown","EN","iucn_subpop",2467,NA,NA,73
"Russia","Bowhead whale","Balaena mysticetus","increasing",TRUE,"LC",2467,"ITS-180533","Increasing","LC","iucn_parent",NA,2468,NA,73
"Svalbard and Jan Mayen","Bowhead whale","Balaena mysticetus","increasing",TRUE,"LC",2472,"ITS-180533","Unknown","CR","iucn_subpop",2467,NA,NA,NA
"Svalbard and Jan Mayen","Bowhead whale","Balaena mysticetus","increasing",TRUE,"LC",2468,"ITS-180533",NA,"NT","iucn_subpop",2467,NA,NA,NA
"Svalbard and Jan Mayen","Bowhead whale","Balaena mysticetus","increasing",TRUE,"LC",2469,"ITS-180533","Unknown","EN","iucn_subpop",2467,NA,NA,NA
"Svalbard and Jan Mayen","Bowhead whale","Balaena mysticetus","increasing",TRUE,"LC",2467,"ITS-180533","Increasing","LC","iucn_parent",NA,2468,NA,NA
"United States","Bowhead whale","Balaena mysticetus","increasing",TRUE,"LC",2472,"ITS-180533","Unknown","CR","iucn_subpop",2467,NA,NA,163
"United States","Bowhead whale","Balaena mysticetus","increasing",TRUE,"LC",2468,"ITS-180533",NA,"NT","iucn_subpop",2467,NA,NA,163
"United States","Bowhead whale","Balaena mysticetus","increasing",TRUE,"LC",2469,"ITS-180533","Unknown","EN","iucn_subpop",2467,NA,NA,163
"United States","Bowhead whale","Balaena mysticetus","increasing",TRUE,"LC",2467,"ITS-180533","Increasing","LC","iucn_parent",NA,2468,NA,163
"Algeria","Fin whale","Balaenoptera physalus","unknown",TRUE,"EN",2478,"ITS-180527","Unknown","EN","iucn_parent",NA,16208224,NA,84
"Algeria","Fin whale","Balaenoptera physalus","unknown",TRUE,"EN",16208224,"ITS-180527","Decreasing","VU","iucn_subpop",2478,NA,NA,84
"Angola","Fin whale","Balaenoptera physalus","unknown",TRUE,"EN",2478,"ITS-180527","Unknown","EN","iucn_parent",NA,16208224,NA,200
"Angola","Fin whale","Balaenoptera physalus","unknown",TRUE,"EN",16208224,"ITS-180527","Decreasing","VU","iucn_subpop",2478,NA,NA,200
"Argentina","Fin whale","Balaenoptera physalus","unknown",TRUE,"EN",2478,"ITS-180527","Unknown","EN","iucn_parent",NA,16208224,NA,172
"Argentina","Fin whale","Balaenoptera physalus","unknown",TRUE,"EN",16208224,"ITS-180527","Decreasing","VU","iucn_subpop",2478,NA,NA,172
"Australia","Fin whale","Balaenoptera physalus","unknown",TRUE,"EN",2478,"ITS-180527","Unknown","EN","iucn_parent",NA,16208224,16,16
"Australia","Fin whale","Balaenoptera physalus","unknown",TRUE,"EN",16208224,"ITS-180527","Decreasing","VU","iucn_subpop",2478,NA,16,16
"Belgium","Fin whale","Balaenoptera physalus","unknown",TRUE,"EN",2478,"ITS-180527","Unknown","EN","iucn_parent",NA,16208224,NA,59
"Belgium","Fin whale","Balaenoptera physalus","unknown",TRUE,"EN",16208224,"ITS-180527","Decreasing","VU","iucn_subpop",2478,NA,NA,59
"Bermuda","Fin whale","Balaenoptera physalus","unknown",TRUE,"EN",2478,"ITS-180527","Unknown","EN","iucn_parent",NA,16208224,NA,108
"Bermuda","Fin whale","Balaenoptera physalus","unknown",TRUE,"EN",16208224,"ITS-180527","Decreasing","VU","iucn_subpop",2478,NA,NA,108
"Brazil","Fin whale","Balaenoptera physalus","unknown",TRUE,"EN",2478,"ITS-180527","Unknown","EN","iucn_parent",NA,16208224,NA,171
"Brazil","Fin whale","Balaenoptera physalus","unknown",TRUE,"EN",16208224,"ITS-180527","Decreasing","VU","iucn_subpop",2478,NA,NA,171
"Canada","Fin whale","Balaenoptera physalus","unknown",TRUE,"EN",2478,"ITS-180527","Unknown","EN","iucn_parent",NA,16208224,NA,218
"Canada","Fin whale","Balaenoptera physalus","unknown",TRUE,"EN",16208224,"ITS-180527","Decreasing","VU","iucn_subpop",2478,NA,NA,218
"Chile","Fin whale","Balaenoptera physalus","unknown",TRUE,"EN",2478,"ITS-180527","Unknown","EN","iucn_parent",NA,16208224,NA,224
"Chile","Fin whale","Balaenoptera physalus","unknown",TRUE,"EN",16208224,"ITS-180527","Decreasing","VU","iucn_subpop",2478,NA,NA,224
"China","Fin whale","Balaenoptera physalus","unknown",TRUE,"EN",2478,"ITS-180527","Unknown","EN","iucn_parent",NA,16208224,NA,209
"China","Fin whale","Balaenoptera physalus","unknown",TRUE,"EN",16208224,"ITS-180527","Decreasing","VU","iucn_subpop",2478,NA,NA,209
"Congo","Fin whale","Balaenoptera physalus","unknown",TRUE,"EN",2478,"ITS-180527","Unknown","EN","iucn_parent",NA,16208224,NA,NA
