"rgn_id","mean_cat","mean_trend","status"
163,0.393103,NaN,0.475862
164,0.48,NaN,0.36
166,0.4,NaN,0.466667
167,0.461538,NaN,0.384615
168,0.433333,NaN,0.422222
169,0.4,NaN,0.466667
171,0.41,NaN,0.453333
172,0.410526,NaN,0.452632
173,0.410526,NaN,0.452632
175,0.3,NaN,0.6
176,0.428571,NaN,0.428571
177,0.375,NaN,0.5
179,0.3875,NaN,0.483333
180,0.3875,NaN,0.483333
181,0.3875,NaN,0.483333
182,0.44,NaN,0.413333
183,0.457143,NaN,0.390476
184,0.381818,NaN,0.490909
185,0.48,NaN,0.36
186,0.45,NaN,0.4
187,0.425,NaN,0.433333
188,0.428571,NaN,0.428571
191,0.373333,NaN,0.502222
192,0.6,NaN,0.2
193,0.457143,NaN,0.390476
194,0.461538,NaN,0.384615
195,0.433333,NaN,0.422222
196,0.415385,NaN,0.446154
197,0.342857,NaN,0.542857
198,0.414286,NaN,0.447619
199,0.4,NaN,0.466667
200,0.433333,NaN,0.422222
202,0.388235,NaN,0.482353
203,0.409524,NaN,0.453968
204,0.32,NaN,0.573333
205,0.373333,NaN,0.502222
206,0.3875,NaN,0.483333
207,0.378947,NaN,0.494737
208,0.457143,NaN,0.390476
209,0.390909,NaN,0.478788
210,0.383333,NaN,0.488889
212,0.369231,NaN,0.507692
213,0.25,NaN,0.666667
214,0.45,NaN,0.4
215,0.6,NaN,0.2
216,0.364706,NaN,0.513725
218,0.361905,NaN,0.51746
219,0.36,NaN,0.52
220,0.436364,NaN,0.418182
221,0.436364,NaN,0.418182
222,0.3,NaN,0.6
223,0.384615,NaN,0.487179
224,0.4,NaN,0.466667
227,0.38,NaN,0.493333
228,0.375,NaN,0.5
231,0.386667,NaN,0.484444
232,0.45,NaN,0.4
237,0.4,NaN,0.466667
244,0.466667,NaN,0.377778
245,0.436364,NaN,0.418182
247,0.384615,NaN,0.487179
248,0.436364,NaN,0.418182
249,0.436364,NaN,0.418182
250,0.430769,NaN,0.425641
255,0.4,NaN,0.466667
