"rgn_id","rgn_nam","tonnes","year"
200,"Angola",79,1996
202,"United Republic of Tanzania",40,1993
202,"United Republic of Tanzania",1430,1994
202,"United Republic of Tanzania",1114,1995
202,"United Republic of Tanzania",14,1996
202,"United Republic of Tanzania",98,1997
202,"United Republic of Tanzania",2,1998
203,"India",150000,1990
203,"India",144266,1991
203,"India",141582,1992
203,"India",132775,1993
203,"India",122714,1994
203,"India",122514,1995
203,"India",112228,1996
203,"India",104558,1997
203,"India",98314,1998
203,"India",92390,1999
203,"India",74846,2006
203,"India",62352.91,2007
203,"India",29209.66,2008
203,"India",57751.02,2009
203,"India",80557.38,2010
204,"Bangladesh",2532,1990
204,"Bangladesh",2574,1991
204,"Bangladesh",2906,1992
204,"Bangladesh",2974,1993
204,"Bangladesh",3404,1995
204,"Bangladesh",3838,1996
204,"Bangladesh",4070,1997
204,"Bangladesh",4136,1998
204,"Bangladesh",46548.66,2006
204,"Bangladesh",57723.69,2007
204,"Bangladesh",68136.56,2008
204,"Bangladesh",27580.171,2009
204,"Bangladesh",26607.436,2010
205,"Myanmar",418.16,1990
205,"Myanmar",228,1991
205,"Myanmar",302.36,1992
205,"Myanmar",320.66,1993
205,"Myanmar",380,1994
205,"Myanmar",529.52,1995
205,"Myanmar",274.48,1996
205,"Myanmar",291.08,1997
205,"Myanmar",7744.318,2006
205,"Myanmar",6659.317,2007
205,"Myanmar",2838.314,2008
205,"Myanmar",2182.186,2009
205,"Myanmar",6680.171,2010
205,"Myanmar",9284.822,2011
206,"Malaysia",78812.96,2006
206,"Malaysia",93736.7,2007
206,"Malaysia",109643.82,2008
206,"Malaysia",104928.38,2009
206,"Malaysia",120389.66,2010
207,"Viet Nam",20912,1994
207,"Viet Nam",24896,1995
207,"Viet Nam",32745,1996
207,"Viet Nam",33686,1997
207,"Viet Nam",21165,1998
207,"Viet Nam",16884,1999
209,"China, Hong Kong SAR",230,1990
209,"China, Hong Kong SAR",190,1991
209,"China, Hong Kong SAR",168,1992
209,"China, Hong Kong SAR",115,1993
209,"China, Hong Kong SAR",107,1994
209,"China, Hong Kong SAR",75,1995
209,"China, Hong Kong SAR",238,2006
209,"China, Hong Kong SAR",252.56,2007
209,"China, Hong Kong SAR",110,2008
209,"China, Hong Kong SAR",92,2009
209,"China, Hong Kong SAR",82,2010
209,"China, Hong Kong SAR",126,2011
209,"China, Macao SAR",147,2006
209,"China, Macao SAR",299.75,2007
209,"China, Macao SAR",163.63,2008
209,"China, Macao SAR",151,2009
209,"China, Macao SAR",146,2010
209,"China, Macao SAR",139,2011
210,"Japan",130496.52,2006
210,"Japan",122328.14,2007
210,"Japan",117500,2008
210,"Japan",121918.6,2009
210,"Japan",111134.8,2010
210,"Japan",103570.1,2011
214,"Egypt",25177,1990
214,"Egypt",15764,1991
214,"Egypt",11562,1992
214,"Egypt",7140,1993
215,"Jordan",1468,1990
215,"Jordan",1852,1991
215,"Jordan",2730,1992
215,"Jordan",1572,1993
215,"Jordan",1522,1995
215,"Jordan",1820,1996
215,"Jordan",1750,1997
215,"Jordan",1690,1998
215,"Jordan",1050,1999
215,"Jordan",2249,2006
215,"Jordan",2592,2007
215,"Jordan",1462.7,2008
215,"Jordan",1285.5,2009
215,"Jordan",1416.8,2010
215,"Jordan",1342.5,2011
216,"Indonesia",2877,1990
216,"Indonesia",3757,1991
216,"Indonesia",827,1992
216,"Indonesia",1634,1993
218,"Canada",59136,1990
218,"Canada",58412,1994
218,"Canada",39423.59,2006
218,"Canada",55872.5,2008
222,"Sweden",4620,1990
222,"Sweden",3682,1991
222,"Sweden",2994,1992
222,"Sweden",2905,1993
222,"Sweden",3924,1994
222,"Sweden",2450,1995
222,"Sweden",3058,1996
222,"Sweden",1534,1997
222,"Sweden",1555,1998
222,"Sweden",1602,1999
222,"Sweden",2238,2006
222,"Sweden",2185,2007
222,"Sweden",2390,2008
222,"Sweden",1967,2009
222,"Sweden",2002,2010
222,"Sweden",1803,2011
223,"Norway",2366,1990
223,"Norway",1520,1991
223,"Norway",1534,1992
223,"Norway",807,1993
223,"Norway",906,1994
223,"Norway",1826,1995
223,"Norway",1396.02,1996
223,"Norway",1490.02,1997
223,"Norway",1868.04,1998
223,"Norway",1589.04,1999
223,"Norway",1392.77,2006
223,"Norway",1444.15,2007
223,"Norway",1601.8,2008
223,"Norway",1069.29,2009
223,"Norway",1397.96,2010
223,"Norway",1647.92,2011
224,"Chile",7385,1990
224,"Chile",8158,1991
224,"Chile",10093,1992
224,"Chile",9947,1993
224,"Chile",9838,1994
224,"Chile",11664,1995
224,"Chile",13549,1996
224,"Chile",15313,1997
224,"Chile",15900,1998
224,"Chile",27835.93,2006
224,"Chile",29774.89,2007
224,"Chile",35235.76,2008
224,"Chile",34503.21,2009
224,"Chile",31606.06,2010
224,"Chile",24856,2011
231,"Timor-Leste",4.94,2007
231,"Timor-Leste",2.78,2008
231,"Timor-Leste",3.56,2009
