am_sid,iucn_sid,sciname,popn_category,popn_trend,rgn_id,rgn_name,n_cells,presence,spatial_source
Fis-139729,190485,Melanolagus bericoides,LC,Unknown,258410,Antarctica,715,NA,am
Fis-139729,190485,Melanolagus bericoides,LC,Unknown,258431,Antarctica,54,NA,am
Fis-139729,190485,Melanolagus bericoides,LC,Unknown,248200,Antarctica,28,NA,am
Fis-164093,154785,Pleuragramma antarctica,LC,Stable,288200,Antarctica,3312,NA,am
Fis-164093,154785,Pleuragramma antarctica,LC,Stable,248100,Antarctica,234,NA,am
Fis-164093,154785,Pleuragramma antarctica,LC,Stable,248200,Antarctica,255,NA,am
Fis-164093,154785,Pleuragramma antarctica,LC,Stable,248400,Antarctica,84,NA,am
Fis-164093,154785,Pleuragramma antarctica,LC,Stable,248600,Antarctica,2116,NA,am
Fis-164093,154785,Pleuragramma antarctica,LC,Stable,258441,Antarctica,104,NA,am
Fis-164093,154785,Pleuragramma antarctica,LC,Stable,258442,Antarctica,136,NA,am
Fis-164093,154785,Pleuragramma antarctica,LC,Stable,258431,Antarctica,108,NA,am
Fis-164093,154785,Pleuragramma antarctica,LC,Stable,258432,Antarctica,200,NA,am
Fis-164093,154785,Pleuragramma antarctica,LC,Stable,258410,Antarctica,1476,NA,am
Fis-164093,154785,Pleuragramma antarctica,LC,Stable,288100,Antarctica,1914,NA,am
Fis-164093,154785,Pleuragramma antarctica,LC,Stable,258420,Antarctica,1190,NA,am
Fis-164093,154785,Pleuragramma antarctica,LC,Stable,288300,Antarctica,1075,NA,am
Fis-164093,154785,Pleuragramma antarctica,LC,Stable,248500,Antarctica,2071,NA,am
"ITS-Mam-180630, ITS-Mam-180632",2058,"Arctocephalus gazella, Arctocephalus tropicalis",LC,Increasing,258600,Antarctica,186,1,iucn
"ITS-Mam-180630, ITS-Mam-180632",2058,"Arctocephalus gazella, Arctocephalus tropicalis",LC,Increasing,258510,Antarctica,178,1,iucn
"ITS-Mam-180630, ITS-Mam-180632",2058,"Arctocephalus gazella, Arctocephalus tropicalis",LC,Increasing,258700,Antarctica,52,1,iucn
"ITS-Mam-180630, ITS-Mam-180632",2058,"Arctocephalus gazella, Arctocephalus tropicalis",LC,Increasing,258520,Antarctica,161,1,iucn
"ITS-Mam-180630, ITS-Mam-180632",2058,"Arctocephalus gazella, Arctocephalus tropicalis",LC,Increasing,248600,Antarctica,2058,1,iucn
"ITS-Mam-180630, ITS-Mam-180632",2058,"Arctocephalus gazella, Arctocephalus tropicalis",LC,Increasing,258441,Antarctica,522,1,iucn
"ITS-Mam-180630, ITS-Mam-180632",2058,"Arctocephalus gazella, Arctocephalus tropicalis",LC,Increasing,258442,Antarctica,736,1,iucn
"ITS-Mam-180630, ITS-Mam-180632",2058,"Arctocephalus gazella, Arctocephalus tropicalis",LC,Increasing,248400,Antarctica,186,1,iucn
"ITS-Mam-180630, ITS-Mam-180632",2058,"Arctocephalus gazella, Arctocephalus tropicalis",LC,Increasing,248300,Antarctica,45,1,iucn
"ITS-Mam-180630, ITS-Mam-180632",2058,"Arctocephalus gazella, Arctocephalus tropicalis",LC,Increasing,258432,Antarctica,339,1,iucn
"ITS-Mam-180630, ITS-Mam-180632",2058,"Arctocephalus gazella, Arctocephalus tropicalis",LC,Increasing,258410,Antarctica,1622,1,iucn
"ITS-Mam-180630, ITS-Mam-180632",2058,"Arctocephalus gazella, Arctocephalus tropicalis",LC,Increasing,258431,Antarctica,323,1,iucn
"ITS-Mam-180630, ITS-Mam-180632",2058,"Arctocephalus gazella, Arctocephalus tropicalis",LC,Increasing,248200,Antarctica,476,1,iucn
"ITS-Mam-180630, ITS-Mam-180632",2058,"Arctocephalus gazella, Arctocephalus tropicalis",LC,Increasing,248100,Antarctica,242,1,iucn
"ITS-Mam-180630, ITS-Mam-180632",2058,"Arctocephalus gazella, Arctocephalus tropicalis",LC,Increasing,288100,Antarctica,52,1,iucn
"ITS-Mam-180630, ITS-Mam-180632",2058,"Arctocephalus gazella, Arctocephalus tropicalis",LC,Increasing,258420,Antarctica,28,1,iucn
"ITS-Mam-180630, ITS-Mam-180632",2058,"Arctocephalus gazella, Arctocephalus tropicalis",LC,Increasing,248500,Antarctica,219,1,iucn
ITS-Mam-180632,2062,Arctocephalus tropicalis,LC,Increasing,258700,Antarctica,41,1,iucn
ITS-Mam-180632,2062,Arctocephalus tropicalis,LC,Increasing,258600,Antarctica,169,1,iucn
ITS-Mam-180632,2062,Arctocephalus tropicalis,LC,Increasing,258510,Antarctica,259,1,iucn
ITS-Mam-180632,2062,Arctocephalus tropicalis,LC,Increasing,258520,Antarctica,46,1,iucn
ITS-Mam-180632,2062,Arctocephalus tropicalis,LC,Increasing,258442,Antarctica,21,1,iucn
ITS-Mam-180632,2062,Arctocephalus tropicalis,LC,Increasing,258410,Antarctica,201,1,iucn
ITS-Mam-180632,2062,Arctocephalus tropicalis,LC,Increasing,288100,Antarctica,49,1,iucn
ITS-Mam-180524,2474,Balaenoptera acutorostrata,LC,Stable,258700,Antarctica,74,1,iucn
ITS-Mam-180524,2474,Balaenoptera acutorostrata,LC,Stable,258600,Antarctica,186,1,iucn
ITS-Mam-180524,2474,Balaenoptera acutorostrata,LC,Stable,258510,Antarctica,284,1,iucn
ITS-Mam-180524,2474,Balaenoptera acutorostrata,LC,Stable,258520,Antarctica,161,1,iucn
ITS-Mam-180524,2474,Balaenoptera acutorostrata,LC,Stable,248300,Antarctica,184,1,iucn
ITS-Mam-180524,2474,Balaenoptera acutorostrata,LC,Stable,248400,Antarctica,258,1,iucn
ITS-Mam-180524,2474,Balaenoptera acutorostrata,LC,Stable,248600,Antarctica,4046,1,iucn
ITS-Mam-180524,2474,Balaenoptera acutorostrata,LC,Stable,258441,Antarctica,624,1,iucn
ITS-Mam-180524,2474,Balaenoptera acutorostrata,LC,Stable,258442,Antarctica,816,1,iucn
ITS-Mam-180524,2474,Balaenoptera acutorostrata,LC,Stable,258432,Antarctica,437,1,iucn
ITS-Mam-180524,2474,Balaenoptera acutorostrata,LC,Stable,258410,Antarctica,3130,1,iucn
ITS-Mam-180524,2474,Balaenoptera acutorostrata,LC,Stable,258431,Antarctica,323,1,iucn
ITS-Mam-180524,2474,Balaenoptera acutorostrata,LC,Stable,248200,Antarctica,476,1,iucn
ITS-Mam-180524,2474,Balaenoptera acutorostrata,LC,Stable,288100,Antarctica,1981,1,iucn
ITS-Mam-180524,2474,Balaenoptera acutorostrata,LC,Stable,288200,Antarctica,3977,1,iucn
ITS-Mam-180524,2474,Balaenoptera acutorostrata,LC,Stable,288300,Antarctica,1929,1,iucn
ITS-Mam-180524,2474,Balaenoptera acutorostrata,LC,Stable,248100,Antarctica,556,1,iucn
ITS-Mam-180524,2474,Balaenoptera acutorostrata,LC,Stable,258420,Antarctica,1264,1,iucn
ITS-Mam-180524,2474,Balaenoptera acutorostrata,LC,Stable,248500,Antarctica,1510,1,iucn
ITS-Mam-180526,2475,Balaenoptera borealis,EN,Unknown,258700,Antarctica,74,1,iucn
ITS-Mam-180526,2475,Balaenoptera borealis,EN,Unknown,258600,Antarctica,186,1,iucn
ITS-Mam-180526,2475,Balaenoptera borealis,EN,Unknown,258510,Antarctica,284,1,iucn
ITS-Mam-180526,2475,Balaenoptera borealis,EN,Unknown,258520,Antarctica,161,1,iucn
ITS-Mam-180526,2475,Balaenoptera borealis,EN,Unknown,248300,Antarctica,184,1,iucn
ITS-Mam-180526,2475,Balaenoptera borealis,EN,Unknown,248400,Antarctica,258,1,iucn
ITS-Mam-180526,2475,Balaenoptera borealis,EN,Unknown,248600,Antarctica,2526,1,iucn
ITS-Mam-180526,2475,Balaenoptera borealis,EN,Unknown,258441,Antarctica,578,1,iucn
ITS-Mam-180526,2475,Balaenoptera borealis,EN,Unknown,258442,Antarctica,666,1,iucn
ITS-Mam-180526,2475,Balaenoptera borealis,EN,Unknown,258432,Antarctica,75,1,iucn
ITS-Mam-180526,2475,Balaenoptera borealis,EN,Unknown,258410,Antarctica,831,1,iucn
ITS-Mam-180526,2475,Balaenoptera borealis,EN,Unknown,258431,Antarctica,91,1,iucn
ITS-Mam-180526,2475,Balaenoptera borealis,EN,Unknown,248200,Antarctica,476,1,iucn
ITS-Mam-180526,2475,Balaenoptera borealis,EN,Unknown,288100,Antarctica,1374,1,iucn
ITS-Mam-180526,2475,Balaenoptera borealis,EN,Unknown,288200,Antarctica,2843,1,iucn
ITS-Mam-180526,2475,Balaenoptera borealis,EN,Unknown,288300,Antarctica,1042,1,iucn
ITS-Mam-180526,2475,Balaenoptera borealis,EN,Unknown,248100,Antarctica,440,1,iucn
ITS-Mam-180526,2475,Balaenoptera borealis,EN,Unknown,248500,Antarctica,734,1,iucn
ITS-Mam-180528,2477,Balaenoptera musculus,EN,Increasing,258700,Antarctica,74,1,iucn
ITS-Mam-180528,2477,Balaenoptera musculus,EN,Increasing,258600,Antarctica,186,1,iucn
ITS-Mam-180528,2477,Balaenoptera musculus,EN,Increasing,258510,Antarctica,284,1,iucn
ITS-Mam-180528,2477,Balaenoptera musculus,EN,Increasing,258520,Antarctica,161,1,iucn
ITS-Mam-180528,2477,Balaenoptera musculus,EN,Increasing,248300,Antarctica,184,1,iucn
ITS-Mam-180528,2477,Balaenoptera musculus,EN,Increasing,248400,Antarctica,258,1,iucn
ITS-Mam-180528,2477,Balaenoptera musculus,EN,Increasing,248600,Antarctica,4051,1,iucn
ITS-Mam-180528,2477,Balaenoptera musculus,EN,Increasing,258441,Antarctica,624,1,iucn
ITS-Mam-180528,2477,Balaenoptera musculus,EN,Increasing,258442,Antarctica,816,1,iucn
ITS-Mam-180528,2477,Balaenoptera musculus,EN,Increasing,258432,Antarctica,437,1,iucn
ITS-Mam-180528,2477,Balaenoptera musculus,EN,Increasing,258410,Antarctica,3130,1,iucn
ITS-Mam-180528,2477,Balaenoptera musculus,EN,Increasing,258431,Antarctica,323,1,iucn
ITS-Mam-180528,2477,Balaenoptera musculus,EN,Increasing,248200,Antarctica,476,1,iucn
ITS-Mam-180528,2477,Balaenoptera musculus,EN,Increasing,288100,Antarctica,3061,1,iucn
ITS-Mam-180528,2477,Balaenoptera musculus,EN,Increasing,288200,Antarctica,4754,1,iucn
ITS-Mam-180528,2477,Balaenoptera musculus,EN,Increasing,288300,Antarctica,1929,1,iucn
ITS-Mam-180528,2477,Balaenoptera musculus,EN,Increasing,248100,Antarctica,557,1,iucn
ITS-Mam-180528,2477,Balaenoptera musculus,EN,Increasing,258420,Antarctica,1264,1,iucn
ITS-Mam-180528,2477,Balaenoptera musculus,EN,Increasing,248500,Antarctica,2928,1,iucn
ITS-Mam-180527,2478,Balaenoptera physalus,EN,Unknown,258700,Antarctica,74,1,iucn
ITS-Mam-180527,2478,Balaenoptera physalus,EN,Unknown,258600,Antarctica,186,1,iucn
ITS-Mam-180527,2478,Balaenoptera physalus,EN,Unknown,258510,Antarctica,284,1,iucn
ITS-Mam-180527,2478,Balaenoptera physalus,EN,Unknown,258520,Antarctica,161,1,iucn
ITS-Mam-180527,2478,Balaenoptera physalus,EN,Unknown,248300,Antarctica,184,1,iucn
ITS-Mam-180527,2478,Balaenoptera physalus,EN,Unknown,248400,Antarctica,258,1,iucn
ITS-Mam-180527,2478,Balaenoptera physalus,EN,Unknown,248600,Antarctica,4051,1,iucn
ITS-Mam-180527,2478,Balaenoptera physalus,EN,Unknown,258441,Antarctica,624,1,iucn
ITS-Mam-180527,2478,Balaenoptera physalus,EN,Unknown,258442,Antarctica,816,1,iucn
ITS-Mam-180527,2478,Balaenoptera physalus,EN,Unknown,258432,Antarctica,437,1,iucn
ITS-Mam-180527,2478,Balaenoptera physalus,EN,Unknown,258410,Antarctica,3130,1,iucn
ITS-Mam-180527,2478,Balaenoptera physalus,EN,Unknown,258431,Antarctica,323,1,iucn
ITS-Mam-180527,2478,Balaenoptera physalus,EN,Unknown,248200,Antarctica,476,1,iucn
ITS-Mam-180527,2478,Balaenoptera physalus,EN,Unknown,288100,Antarctica,2602,1,iucn
ITS-Mam-180527,2478,Balaenoptera physalus,EN,Unknown,288200,Antarctica,4309,1,iucn
ITS-Mam-180527,2478,Balaenoptera physalus,EN,Unknown,288300,Antarctica,1929,1,iucn
ITS-Mam-180527,2478,Balaenoptera physalus,EN,Unknown,248100,Antarctica,556,1,iucn
ITS-Mam-180527,2478,Balaenoptera physalus,EN,Unknown,258420,Antarctica,1264,1,iucn
ITS-Mam-180527,2478,Balaenoptera physalus,EN,Unknown,248500,Antarctica,2060,1,iucn
"Rep-2666, NA",3897,"Caretta caretta, Testudo caretta",VU,NA,258700,Antarctica,33,1,iucn
"Rep-2666, NA",3897,"Caretta caretta, Testudo caretta",VU,NA,258600,Antarctica,66,1,iucn
"Rep-2666, NA",3897,"Caretta caretta, Testudo caretta",VU,NA,258510,Antarctica,141,1,iucn
"Rep-5181, NA",8005,"Eretmochelys imbricata, Testudo imbricata",CR,Decreasing,258700,Antarctica,21,1,iucn
"Rep-5181, NA",8005,"Eretmochelys imbricata, Testudo imbricata",CR,Decreasing,258600,Antarctica,40,1,iucn
"Rep-5181, NA",8005,"Eretmochelys imbricata, Testudo imbricata",CR,Decreasing,258510,Antarctica,97,1,iucn
ITS-Mam-552771,8153,Eubalaena australis,LC,Increasing,258700,Antarctica,74,1,iucn
ITS-Mam-552771,8153,Eubalaena australis,LC,Increasing,258600,Antarctica,186,1,iucn
ITS-Mam-552771,8153,Eubalaena australis,LC,Increasing,258510,Antarctica,284,1,iucn
ITS-Mam-552771,8153,Eubalaena australis,LC,Increasing,258520,Antarctica,161,1,iucn
ITS-Mam-552771,8153,Eubalaena australis,LC,Increasing,248300,Antarctica,184,1,iucn
ITS-Mam-552771,8153,Eubalaena australis,LC,Increasing,248400,Antarctica,258,1,iucn
ITS-Mam-552771,8153,Eubalaena australis,LC,Increasing,248600,Antarctica,2788,1,iucn
ITS-Mam-552771,8153,Eubalaena australis,LC,Increasing,258441,Antarctica,624,1,iucn
ITS-Mam-552771,8153,Eubalaena australis,LC,Increasing,258442,Antarctica,816,1,iucn
ITS-Mam-552771,8153,Eubalaena australis,LC,Increasing,258432,Antarctica,385,1,iucn
ITS-Mam-552771,8153,Eubalaena australis,LC,Increasing,258410,Antarctica,2132,1,iucn
ITS-Mam-552771,8153,Eubalaena australis,LC,Increasing,258431,Antarctica,323,1,iucn
ITS-Mam-552771,8153,Eubalaena australis,LC,Increasing,248200,Antarctica,476,1,iucn
ITS-Mam-552771,8153,Eubalaena australis,LC,Increasing,288100,Antarctica,1080,1,iucn
ITS-Mam-552771,8153,Eubalaena australis,LC,Increasing,288200,Antarctica,1301,1,iucn
ITS-Mam-552771,8153,Eubalaena australis,LC,Increasing,288300,Antarctica,747,1,iucn
ITS-Mam-552771,8153,Eubalaena australis,LC,Increasing,248100,Antarctica,399,1,iucn
ITS-Mam-552771,8153,Eubalaena australis,LC,Increasing,258420,Antarctica,372,1,iucn
ITS-Mam-552771,8153,Eubalaena australis,LC,Increasing,248500,Antarctica,120,1,iucn
ITS-Mam-180667,10340,Hydrurga leptonyx,LC,Unknown,248600,Antarctica,2999,1,iucn
ITS-Mam-180667,10340,Hydrurga leptonyx,LC,Unknown,248300,Antarctica,30,1,iucn
ITS-Mam-180667,10340,Hydrurga leptonyx,LC,Unknown,258432,Antarctica,358,1,iucn
ITS-Mam-180667,10340,Hydrurga leptonyx,LC,Unknown,248200,Antarctica,476,1,iucn
ITS-Mam-180667,10340,Hydrurga leptonyx,LC,Unknown,258410,Antarctica,1813,1,iucn
ITS-Mam-180667,10340,Hydrurga leptonyx,LC,Unknown,248400,Antarctica,87,1,iucn
ITS-Mam-180667,10340,Hydrurga leptonyx,LC,Unknown,258441,Antarctica,234,1,iucn
ITS-Mam-180667,10340,Hydrurga leptonyx,LC,Unknown,258442,Antarctica,265,1,iucn
ITS-Mam-180667,10340,Hydrurga leptonyx,LC,Unknown,258431,Antarctica,234,1,iucn
ITS-Mam-180667,10340,Hydrurga leptonyx,LC,Unknown,248100,Antarctica,520,1,iucn
ITS-Mam-180667,10340,Hydrurga leptonyx,LC,Unknown,288200,Antarctica,3769,1,iucn
ITS-Mam-180667,10340,Hydrurga leptonyx,LC,Unknown,288300,Antarctica,1250,1,iucn
ITS-Mam-180667,10340,Hydrurga leptonyx,LC,Unknown,258420,Antarctica,1264,1,iucn
ITS-Mam-180667,10340,Hydrurga leptonyx,LC,Unknown,288100,Antarctica,2510,1,iucn
ITS-Mam-180667,10340,Hydrurga leptonyx,LC,Unknown,248500,Antarctica,2927,1,iucn
ITS-Mam-180505,10708,Hyperoodon planifrons,LC,Unknown,258700,Antarctica,74,1,iucn
ITS-Mam-180505,10708,Hyperoodon planifrons,LC,Unknown,258600,Antarctica,186,1,iucn
ITS-Mam-180505,10708,Hyperoodon planifrons,LC,Unknown,258510,Antarctica,284,1,iucn
ITS-Mam-180505,10708,Hyperoodon planifrons,LC,Unknown,258520,Antarctica,161,1,iucn
ITS-Mam-180505,10708,Hyperoodon planifrons,LC,Unknown,248300,Antarctica,184,1,iucn
ITS-Mam-180505,10708,Hyperoodon planifrons,LC,Unknown,248400,Antarctica,258,1,iucn
ITS-Mam-180505,10708,Hyperoodon planifrons,LC,Unknown,248600,Antarctica,4051,1,iucn
ITS-Mam-180505,10708,Hyperoodon planifrons,LC,Unknown,258441,Antarctica,624,1,iucn
ITS-Mam-180505,10708,Hyperoodon planifrons,LC,Unknown,258442,Antarctica,816,1,iucn
ITS-Mam-180505,10708,Hyperoodon planifrons,LC,Unknown,258432,Antarctica,437,1,iucn
ITS-Mam-180505,10708,Hyperoodon planifrons,LC,Unknown,258410,Antarctica,3130,1,iucn
ITS-Mam-180505,10708,Hyperoodon planifrons,LC,Unknown,258431,Antarctica,323,1,iucn
ITS-Mam-180505,10708,Hyperoodon planifrons,LC,Unknown,248200,Antarctica,476,1,iucn
ITS-Mam-180505,10708,Hyperoodon planifrons,LC,Unknown,288100,Antarctica,2572,1,iucn
ITS-Mam-180505,10708,Hyperoodon planifrons,LC,Unknown,288200,Antarctica,4284,1,iucn
ITS-Mam-180505,10708,Hyperoodon planifrons,LC,Unknown,288300,Antarctica,1929,1,iucn
ITS-Mam-180505,10708,Hyperoodon planifrons,LC,Unknown,248100,Antarctica,556,1,iucn
ITS-Mam-180505,10708,Hyperoodon planifrons,LC,Unknown,258420,Antarctica,1264,1,iucn
ITS-Mam-180505,10708,Hyperoodon planifrons,LC,Unknown,248500,Antarctica,2202,1,iucn
ITS-Mam-180447,11144,Lagenorhynchus cruciger,LC,Unknown,258700,Antarctica,74,1,iucn
ITS-Mam-180447,11144,Lagenorhynchus cruciger,LC,Unknown,258600,Antarctica,186,1,iucn
ITS-Mam-180447,11144,Lagenorhynchus cruciger,LC,Unknown,258510,Antarctica,284,1,iucn
ITS-Mam-180447,11144,Lagenorhynchus cruciger,LC,Unknown,258520,Antarctica,161,1,iucn
ITS-Mam-180447,11144,Lagenorhynchus cruciger,LC,Unknown,248300,Antarctica,184,1,iucn
ITS-Mam-180447,11144,Lagenorhynchus cruciger,LC,Unknown,248400,Antarctica,174,1,iucn
ITS-Mam-180447,11144,Lagenorhynchus cruciger,LC,Unknown,248600,Antarctica,1879,1,iucn
ITS-Mam-180447,11144,Lagenorhynchus cruciger,LC,Unknown,258441,Antarctica,624,1,iucn
ITS-Mam-180447,11144,Lagenorhynchus cruciger,LC,Unknown,258442,Antarctica,816,1,iucn
ITS-Mam-180447,11144,Lagenorhynchus cruciger,LC,Unknown,258432,Antarctica,437,1,iucn
ITS-Mam-180447,11144,Lagenorhynchus cruciger,LC,Unknown,258410,Antarctica,2568,1,iucn
ITS-Mam-180447,11144,Lagenorhynchus cruciger,LC,Unknown,258431,Antarctica,323,1,iucn
ITS-Mam-180447,11144,Lagenorhynchus cruciger,LC,Unknown,248200,Antarctica,311,1,iucn
ITS-Mam-180447,11144,Lagenorhynchus cruciger,LC,Unknown,288100,Antarctica,1121,1,iucn
ITS-Mam-180447,11144,Lagenorhynchus cruciger,LC,Unknown,288200,Antarctica,2131,1,iucn
ITS-Mam-180447,11144,Lagenorhynchus cruciger,LC,Unknown,288300,Antarctica,1045,1,iucn
ITS-Mam-180447,11144,Lagenorhynchus cruciger,LC,Unknown,248100,Antarctica,331,1,iucn
ITS-Mam-180447,11144,Lagenorhynchus cruciger,LC,Unknown,258420,Antarctica,342,1,iucn
ITS-Mam-180669,11696,Leptonychotes weddellii,LC,Unknown,248600,Antarctica,2999,1,iucn
ITS-Mam-180669,11696,Leptonychotes weddellii,LC,Unknown,248300,Antarctica,30,1,iucn
ITS-Mam-180669,11696,Leptonychotes weddellii,LC,Unknown,258432,Antarctica,358,1,iucn
ITS-Mam-180669,11696,Leptonychotes weddellii,LC,Unknown,248200,Antarctica,476,1,iucn
ITS-Mam-180669,11696,Leptonychotes weddellii,LC,Unknown,258410,Antarctica,1813,1,iucn
ITS-Mam-180669,11696,Leptonychotes weddellii,LC,Unknown,248400,Antarctica,87,1,iucn
ITS-Mam-180669,11696,Leptonychotes weddellii,LC,Unknown,258441,Antarctica,234,1,iucn
ITS-Mam-180669,11696,Leptonychotes weddellii,LC,Unknown,258442,Antarctica,265,1,iucn
ITS-Mam-180669,11696,Leptonychotes weddellii,LC,Unknown,258431,Antarctica,234,1,iucn
ITS-Mam-180669,11696,Leptonychotes weddellii,LC,Unknown,248100,Antarctica,520,1,iucn
ITS-Mam-180669,11696,Leptonychotes weddellii,LC,Unknown,288200,Antarctica,3769,1,iucn
ITS-Mam-180669,11696,Leptonychotes weddellii,LC,Unknown,288300,Antarctica,1250,1,iucn
ITS-Mam-180669,11696,Leptonychotes weddellii,LC,Unknown,258420,Antarctica,1264,1,iucn
ITS-Mam-180669,11696,Leptonychotes weddellii,LC,Unknown,288100,Antarctica,2510,1,iucn
ITS-Mam-180669,11696,Leptonychotes weddellii,LC,Unknown,248500,Antarctica,2927,1,iucn
"ITS-Mam-622023, NA",12246,"Lobodon carcinophaga, Lobodon carcinophagus",LC,Unknown,248600,Antarctica,2999,1,iucn
"ITS-Mam-622023, NA",12246,"Lobodon carcinophaga, Lobodon carcinophagus",LC,Unknown,258432,Antarctica,358,1,iucn
"ITS-Mam-622023, NA",12246,"Lobodon carcinophaga, Lobodon carcinophagus",LC,Unknown,258410,Antarctica,1813,1,iucn
"ITS-Mam-622023, NA",12246,"Lobodon carcinophaga, Lobodon carcinophagus",LC,Unknown,248400,Antarctica,87,1,iucn
"ITS-Mam-622023, NA",12246,"Lobodon carcinophaga, Lobodon carcinophagus",LC,Unknown,258441,Antarctica,234,1,iucn
"ITS-Mam-622023, NA",12246,"Lobodon carcinophaga, Lobodon carcinophagus",LC,Unknown,258442,Antarctica,265,1,iucn
"ITS-Mam-622023, NA",12246,"Lobodon carcinophaga, Lobodon carcinophagus",LC,Unknown,258431,Antarctica,234,1,iucn
"ITS-Mam-622023, NA",12246,"Lobodon carcinophaga, Lobodon carcinophagus",LC,Unknown,248200,Antarctica,391,1,iucn
"ITS-Mam-622023, NA",12246,"Lobodon carcinophaga, Lobodon carcinophagus",LC,Unknown,248100,Antarctica,456,1,iucn
"ITS-Mam-622023, NA",12246,"Lobodon carcinophaga, Lobodon carcinophagus",LC,Unknown,288200,Antarctica,3769,1,iucn
"ITS-Mam-622023, NA",12246,"Lobodon carcinophaga, Lobodon carcinophagus",LC,Unknown,288300,Antarctica,1250,1,iucn
"ITS-Mam-622023, NA",12246,"Lobodon carcinophaga, Lobodon carcinophagus",LC,Unknown,258420,Antarctica,1264,1,iucn
"ITS-Mam-622023, NA",12246,"Lobodon carcinophaga, Lobodon carcinophagus",LC,Unknown,288100,Antarctica,2510,1,iucn
"ITS-Mam-622023, NA",12246,"Lobodon carcinophaga, Lobodon carcinophagus",LC,Unknown,248500,Antarctica,2927,1,iucn
ITS-Mam-180530,13006,Megaptera novaeangliae,LC,Increasing,258700,Antarctica,74,1,iucn
ITS-Mam-180530,13006,Megaptera novaeangliae,LC,Increasing,258600,Antarctica,186,1,iucn
ITS-Mam-180530,13006,Megaptera novaeangliae,LC,Increasing,258510,Antarctica,284,1,iucn
ITS-Mam-180530,13006,Megaptera novaeangliae,LC,Increasing,258520,Antarctica,161,1,iucn
ITS-Mam-180530,13006,Megaptera novaeangliae,LC,Increasing,248300,Antarctica,184,1,iucn
ITS-Mam-180530,13006,Megaptera novaeangliae,LC,Increasing,248400,Antarctica,258,1,iucn
ITS-Mam-180530,13006,Megaptera novaeangliae,LC,Increasing,248600,Antarctica,4051,1,iucn
ITS-Mam-180530,13006,Megaptera novaeangliae,LC,Increasing,258441,Antarctica,624,1,iucn
ITS-Mam-180530,13006,Megaptera novaeangliae,LC,Increasing,258442,Antarctica,816,1,iucn
ITS-Mam-180530,13006,Megaptera novaeangliae,LC,Increasing,258432,Antarctica,437,1,iucn
ITS-Mam-180530,13006,Megaptera novaeangliae,LC,Increasing,258410,Antarctica,3130,1,iucn
ITS-Mam-180530,13006,Megaptera novaeangliae,LC,Increasing,258431,Antarctica,323,1,iucn
ITS-Mam-180530,13006,Megaptera novaeangliae,LC,Increasing,248200,Antarctica,476,1,iucn
