"rgn_name","rgn_id","commodity","product","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011"
"Thailand",25,"Ornamental fish nei","ornamentals",127,169,151,147,166,152,179,165,266,306,436,621,92,42,52,51,83,112,172,213,497,878,839,605,730,901,1567,1625,1839,1739,1517,0,0,0,0,0
"Thailand",25,"Ornamental saltwater fish","ornamentals",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,908,2200,970,1115,1493
"Thailand",25,"Other edible seaweeds","seaweeds",,,,,,,,,,,,,,,,,,,7.57440267765578,2,0,7.70104283293261,0,7.70104283293261,0,8.71416407514727,7.6377227552942,0,0,7,6,423,434,258,145,100
"Thailand",25,"Other inedible seaweeds","seaweeds",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,37,32,124,166
"Thailand",25,"Other seaweeds and aquatic plants and products thereof","seaweeds",,,,,,,,,,,,,,,135,99,98,95,102,108,77,78,36,37,38,13,81,17,13,357,1460,0,0,0,0,135
"Thailand",25,"Shells nei","shells",,,,,,,,,,,,,,,586,560,307,288,235,220,350,640,892,990,987,1151,1420,1545,1320,901,721,1063,1042,2427,4729,5050
"Thailand",25,"Z_TOTAL","corals",,,,,,,,,,,,,,,,,,,2,0,0,0.468779391263161,1,0,0,0,0,0,0,21,58,162,1,0,8,1.43715856107045
"Thailand",25,"Z_TOTAL","fish_oil",,,,4.50849403237888,374.966902286472,330.966902286472,330.966902286472,0,1,0,0,0,0,64,12,9,10,63,181,116,51,550,383,420,1269,677,1225,1163,1007,1736,2098,3412,3565,2762,3821,4188
"Thailand",25,"Z_TOTAL","ornamentals",127,169,151,147,166,152,179,165,266,306,436,621,92,42,52,51,83,112,172,213,497,878,839,605,730,901,1567,1625,1839,1739,1517,908,2200,970,1115,1493
"Thailand",25,"Z_TOTAL","seaweeds",,,,,,,,,,,,,,,135,99,98,95,118.574402677656,132,94,120.701042832933,72,82.7010428329326,73,88.7141640751473,222.637722755294,256,182,520,1583,591,657,487,488,594
"Thailand",25,"Z_TOTAL","shells",,,,,,,,,,,,,,,586,560,307,288,236,220,350,641,892,994.870581259562,988,1162,1501,1584,1381,1002,900,1089,1045.85984049535,2435,4729,5062
"Thailand",25,"Z_TOTAL","sponges",,,,,,,,,,,,,,,,,,,15,5,2,6,5,6,5,6,5,4,4,3,3,0,0,0,0,0
"Tonga",155,"Miscellaneous corals and shells","shells",,,,,,,,,,,,,,,,,,,,,,,,4,0.2,0,10.2,0,0,0,0,0,70,23,42.6,11.2
"Tonga",155,"Ornamental fish nei","ornamentals",,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,18.5,1,0,0.9
"Tonga",155,"Other seaweeds and aquatic plants and products thereof","seaweeds",,,,,,,,,,,,,,,,,,,,,,150,0,102,91,0,29,164,1328,538,298,108,11,0,22.7564886850095,107
"Tonga",155,"Z_TOTAL","ornamentals",,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,18.5,1,0,0.9
"Tonga",155,"Z_TOTAL","seaweeds",,,,,,,,,,,,,,,,,,,,,,150,0,102,91,0,29,164,1328,538,298,108,11,0,22.7564886850095,107
"Tonga",155,"Z_TOTAL","shells",,,,,,,,,,,,,,,,,,,,,,,,4,0.2,0,10.2,0,0,0,0,0,70,23,42.6,11.2
"Trinidad and Tobago",126,"Ornamental fish nei","ornamentals",63.1628756957652,37.8137177777423,37.0377231475987,57.2135835313313,63.4215405724797,47.3843182161795,15,13.240554489863,9,8,11,21,26,27,34,7,30,52,78,101,106,122,134,118,127,127,100,88,82,82,104,86,83,65,91,3
"Trinidad and Tobago",126,"Other seaweeds and aquatic plants and products thereof","seaweeds",,,,,,,,,,,,,,,,,,,,0.172750424448217,0.172750424448217,1,0.453735144312394,1,1,6,0.313242784380305,0.172750424448217,0,0,0,0.313242784380305,1,0.172750424448217,1,0
"Trinidad and Tobago",126,"Z_TOTAL","ornamentals",63.1628756957652,37.8137177777423,37.0377231475987,57.2135835313313,63.4215405724797,47.3843182161795,15,13.240554489863,9,8,11,21,26,27,34,7,30,52,78,101,106,122,134,118,127,127,100,88,82,82,104,86,83,65,91,3
"Trinidad and Tobago",126,"Z_TOTAL","seaweeds",,,,,,,,,,,,,,,,,,,,0.172750424448217,0.172750424448217,1,0.453735144312394,1,1,6,0.313242784380305,0.172750424448217,0,0,0,0.313242784380305,1,0.172750424448217,1,0
"Tunisia",61,"Coral and the like","corals",,,,,,,,,,,,,,,16,21,12,6,17,7,3,6,4,5,0,0,0,0,0,0,0,0,0,0,0,0
"Tunisia",61,"Miscellaneous corals and shells","shells",,,,,,,,,,,,,,,,,,,,,,,,6.5654092519104,5,5,5,7,8,11,21,17,21,20,32,44
"Tunisia",61,"Natural sponges raw","sponges",,,,,,,,,,,,,,,18,17,18,17,27,24,27,27,24,15,13,15,20,19,24,21,0,17,16,6,0,0
"Tunisia",61,"Ornamental fish nei","ornamentals",,,,,,,,,,,,,,,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.532083539584408,5,1,0
"Tunisia",61,"Other seaweeds and aquatic plants and products thereof","seaweeds",,,,,,,,,,,,,,,,,,,,2,0,0,0,0,3,3,2,7,2,408,181,133,36,55,66,45
"Tunisia",61,"Z_TOTAL","corals",,,,,,,,,,,,,,,16,21,12,6,17,7,3,6,4,5,0,0,0,0,0,0,0,0,0,0,0,0
"Tunisia",61,"Z_TOTAL","ornamentals",,,,,,,,,,,,,,,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.532083539584408,5,1,0
"Tunisia",61,"Z_TOTAL","seaweeds",,,,,,,,,,,,,,,,,,,,2,0,0,0,0,3,3,2,7,2,408,181,133,36,55,66,45
"Tunisia",61,"Z_TOTAL","shells",,,,,,,,,,,,,,,,,,,,,,,,6.5654092519104,5,5,5,7,8,11,21,17,21,20,32,44
"Tunisia",61,"Z_TOTAL","sponges",,,,,,,,,,,,,,,18,17,18,17,27,24,27,27,24,15,13,15,20,19,24,21,0,17,16,6,0,0
"Turkey",76,"Agar agar nei","seaweeds",,,,,,,,,,,,,,,,,,,,2,0,1,1,0,2,1,0,3,1.12771176696052,1,2,1.12771176696052,1,1,9,8
"Turkey",76,"Cod liver oil","fish_oil",,1245,30,0,0,0,0,0,3758,6618,4517,7607,12806,47,57,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Turkey",76,"Coral and the like","corals",,,,,,,,,,,,,,,850,748,947,892,5422,6145,630,565,595,464,354,348,404,417,351,973,756,5889,1017,3723,940,966
"Turkey",76,"Fish body oils, nei","fish_oil",30,0,0,0,0,0,934,2343,1310,0,0,0,0,3900,1984,104,0,0,2000,6712,5,0,0,1048.5393524654,3604,1500,6558,11415,914,0,1048.5393524654,1049.66760038486,13208,61,9778,6002
"Turkey",76,"Fish liver oils, nei","fish_oil",,,,,,,,,,,,,,,,,,,41,0,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
"Turkey",76,"Natural sponges other than raw","sponges",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,2.1025641025641,1,3
"Turkey",76,"Natural sponges raw","sponges",24,11,17,16,13,18,0,0,12,13,15,13,13,0,6,5,3,6,2,5,9,15,7,7,0,2,3,3,4,3,1,2.94945406887779,0,0,0,0
"Turkey",76,"Ornamental saltwater fish","ornamentals",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.259257500949487,0.224648689707558,0,0,0,1,0.363083934675275
"Turkey",76,"Other seaweeds and aquatic plants and products thereof","seaweeds",,,,,,,,,,,,,,,,,,,18,35,26,32,73,78,90,47,38,38,10,7,40,12,15,0,8.47738651038046,24
"Turkey",76,"Shells nei","shells",889,887,1188,679,687,1023,0,0,408,367,1141,1342,1232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Turkey",76,"Z_TOTAL","corals",,,,,,,,,,,,,,,850,748,947,892,5422,6145,630,565,595,464,354,348,404,417,351,973,756,5889,1017,3723,940,966
"Turkey",76,"Z_TOTAL","fish_oil",30,1245,30,0,0,0,934,2343,5068,6618,4517,7607,12806,3947,2041,112,0,0,2041,6714,40,0,0,1048.5393524654,3604,1500,6558,11415,914,0,1048.5393524654,1049.66760038486,13209,61,9778,6004
"Turkey",76,"Z_TOTAL","ornamentals",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.259257500949487,0.224648689707558,0,0,0,1,0.363083934675275
"Turkey",76,"Z_TOTAL","seaweeds",,,,,,,,,,,,,,,,,,,18,37,26,33,74,78,92,48,38,41,11.1277117669605,8,42,13.1277117669605,16,1,17.4773865103805,32
"Turkey",76,"Z_TOTAL","shells",889,887,1188,679,687,1023,0,0,408,367,1141,1342,1232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Turkey",76,"Z_TOTAL","sponges",24,11,17,16,13,18,0,0,12,13,15,13,13,0,6,5,3,6,2,5,9,15,7,7,0,2,3,3,4,3,1,6.94945406887779,0,2.1025641025641,1,3
"Turks and Caicos Islands",111,"Miscellaneous corals and shells","shells",,,,,,,,,,,,,,,,,,,,,,,,8,4,4,6,16,90,5,1,2,0,1,3,5
"Turks and Caicos Islands",111,"Z_TOTAL","shells",,,,,,,,,,,,,,,,,,,,,,,,8,4,4,6,16,90,5,1,2,0,1,3,5
"Ukraine",75,"Agar agar nei","seaweeds",,,,,,,,,,,,,,,,,,,,,,,,,,,2.03484995159729,2.11965150048403,2,1,0,10,3,1,2.03484995159729,0
"Ukraine",75,"Fish body oils, nei","fish_oil",,,,,,,,,,,,,,,,,,,,,,,,,,,11,0,0,1,1,0,0,0,0,2
"Ukraine",75,"Miscellaneous corals and shells","shells",,,,,,,,,,,,,,,,,,,,,,,,,,,5,8,12,22,11,53,0,0,0,0
"Ukraine",75,"Natural sponges nei","sponges",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.181818181818182,1,0,0,1,0.181818181818182,0
"Ukraine",75,"Other seaweeds and aquatic plants and products thereof","seaweeds",,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,20,6,5,11,11,6,4,2
"Ukraine",75,"Z_TOTAL","fish_oil",,,,,,,,,,,,,,,,,,,,,,,,,,,11,0,0,1,1,0,0,0,0,2
"Ukraine",75,"Z_TOTAL","seaweeds",,,,,,,,,,,,,,,,,,,,,,,,,,,4.03484995159729,7.11965150048403,22,7,5,21,14,7,6.03484995159729,2
"Ukraine",75,"Z_TOTAL","shells",,,,,,,,,,,,,,,,,,,,,,,,,,,5,8,12,22,11,53,0,0,0,0
"Ukraine",75,"Z_TOTAL","sponges",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.181818181818182,1,0,0,1,0.181818181818182,0
"United Arab Emirates",54,"Agar agar nei","seaweeds",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,25,0,0,38,51,4
"United Arab Emirates",54,"Fish body oils, nei","fish_oil",,,,,,,,,,,,,,,,,,,,,,,,74,50,30,25,22,74,4,83,25,4,64,76,160
"United Arab Emirates",54,"Fish liver oils, nei","fish_oil",,,,,,,,,,,,,,,,,,,,,,,,,,,45,0,0,0,0,0,0,23,2,2
"United Arab Emirates",54,"Miscellaneous corals and shells","shells",,,,,,,,,,,,,,,,,,,,,,,,,,,7.60481560814472,0,5,0,5,17,37,54,61,1
"United Arab Emirates",54,"Natural sponges nei","sponges",,,,,,,,,,,,,,,,,,,,,,,,1,5,2,69,158,9,11,9,16,0,0,0,0
"United Arab Emirates",54,"Ornamental fish nei","ornamentals",,,,,,,,,,,,,,,,,,,,11.4133738601824,81.7933130699088,5.01519756838906,19.0911854103344,0,0,0,0,0,6.29483282674772,0,19.0911854103344,0,0,16,6,24.209726443769
"United Arab Emirates",54,"Other seaweeds and aquatic plants and products thereof","seaweeds",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,59,0,1,87,3,4
"United Arab Emirates",54,"Z_TOTAL","fish_oil",,,,,,,,,,,,,,,,,,,,,,,,74,50,30,70,22,74,4,83,25,4,87,78,162
"United Arab Emirates",54,"Z_TOTAL","ornamentals",,,,,,,,,,,,,,,,,,,,11.4133738601824,81.7933130699088,5.01519756838906,19.0911854103344,0,0,0,0,0,6.29483282674772,0,19.0911854103344,0,0,16,6,24.209726443769
"United Arab Emirates",54,"Z_TOTAL","seaweeds",,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,84,0,1,125,54,8
"United Arab Emirates",54,"Z_TOTAL","shells",,,,,,,,,,,,,,,,,,,,,,,,,,,7.60481560814472,0,5,0,5,17,37,54,61,1
"United Arab Emirates",54,"Z_TOTAL","sponges",,,,,,,,,,,,,,,,,,,,,,,,1,5,2,69,158,9,11,9,16,0,0,0,0
"United Kingdom",180,"Agar agar nei","seaweeds",27,33,53,28,22,41,65,27,52,53,60,50,134,113,0,0,0,0,59,63,10,40,44,49,142,59,32,32,49,43,80,110,133,608,46,35
"United Kingdom",180,"Fish body oils, nei","fish_oil",995,2531,2637,997,237,260,3613,905,181,3276,4466,3813,694,568,5770,899,5303,10625,11754,14010,5041,4159,3001,1998,1485,1402,1557,1022,2740,1768,2824,2767,2532,4582,6182,5152
"United Kingdom",180,"Fish liver oils, nei","fish_oil",2098,1953,1340,1090,962,938,635,900,949,806,831,1032,1019,684,827,1339,3516,529,546,1040,1133,1769,958,498,257,235,322,157,508,460,285,395,360,377,1312,2987
"United Kingdom",180,"Halibuts, liver oils","fish_oil",,,,,,,,,,,,,,,,,,,,40,36,75,38,13,0,15,2,11,1,2,2,3,46,1,1,1
"United Kingdom",180,"Miscellaneous corals and shells","shells",,,,,,,,,,,,,,,2471,2886,2136,1723,2895,3242,2266,4240,3813,4100,5362,3579,3725,4572,7139,6624,7301,8627,12132,8843,10795,10035
"United Kingdom",180,"Natural sponges other than raw","sponges",,,,,,,,,,,,,,,,,,,6,0,1,4,17,6,29,80,13,3,4,13,9,10,1,2,3,1
"United Kingdom",180,"Natural sponges raw","sponges",3.0339639659028,3.53923369338735,1.82131661993986,9.29930858671132,8.38982307723912,0,1.3160468924553,0,0.204453491989268,0,2.62974818391515,1.3160468924553,6.57085205829471,0.406561382983091,1,0,1,1,0,0,0,0.103399546492356,0,7,0,10.9161717146619,3,102,43,41,21,1,2,1,1,2
"United Kingdom",180,"Ornamental saltwater fish","ornamentals",,,,,,,,,,,,,31.599966255673,13,24,260,44,5,29,114,43,45,214,119,85,25,41,28,32,47,65,59,84,112,177,160
"United Kingdom",180,"Other seaweeds and aquatic plants and products thereof","seaweeds",,,,,,,,,,,,,146,198,385,245,576,549,532,553,523,545,439,125,359,228,531,1044,1238,1027,1098,1354,1255,1670,1715,1466
"United Kingdom",180,"Shells nei","shells",125,226,414,908,1811,2485,3206,2869,2474,1485,1887,2405,2382,3028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"United Kingdom",180,"Z_TOTAL","fish_oil",3093,4484,3977,2087,1199,1198,4248,1805,1130,4082,5297,4845,1713,1252,6597,2238,8819,11154,12300,15090,6210,6003,3997,2509,1742,1652,1881,1190,3249,2230,3111,3165,2938,4960,7495,8140
"United Kingdom",180,"Z_TOTAL","ornamentals",,,,,,,,,,,,,31.599966255673,13,24,260,44,5,29,114,43,45,214,119,85,25,41,28,32,47,65,59,84,112,177,160
"United Kingdom",180,"Z_TOTAL","seaweeds",27,33,53,28,22,41,65,27,52,53,60,50,280,311,385,245,576,549,591,616,533,585,483,174,501,287,563,1076,1287,1070,1178,1464,1388,2278,1761,1501
"United Kingdom",180,"Z_TOTAL","shells",125,226,414,908,1811,2485,3206,2869,2474,1485,1887,2405,2382,3028,2471,2886,2136,1723,2895,3242,2266,4240,3813,4100,5362,3579,3725,4572,7139,6624,7301,8627,12132,8843,10795,10035
"United Kingdom",180,"Z_TOTAL","sponges",3.0339639659028,3.53923369338735,1.82131661993986,9.29930858671132,8.38982307723912,0,1.3160468924553,0,0.204453491989268,0,2.62974818391515,1.3160468924553,6.57085205829471,0.406561382983091,1,0,1,1,6,0,1,4.10339954649236,17,13,29,90.9161717146619,16,105,47,54,30,11,3,3,4,3
"United States",163,"Agar agar nei","seaweeds",,,,,,,,,,,,,,,,,,,62,135,132,132,111,87,71,63,81,58,76,134,80,182,281,283,264,279
"United States",163,"Coral and the like","corals",,,,,,,,,,,,,,,25647,23325,23499,25499,23860,25530,19150,19889,20221,20476,23809,27318,26997,17008,12639,13517,12008,11091,7635,7085,7401,8918
"United States",163,"Fish body oils, nei","fish_oil",3330,1830,3953,2536,6177,1694,2367,2453,3455,396,1496,674,1678,218,396,1741,7594,13729,14669,19507,25801,24823,24859,14194,8904,9790,14542,12360,8183,11954,21063,8938,13667,18342,16070,21559
"United States",163,"Fish liver oils, nei","fish_oil",,,,,,,,,,,,,,930,2406,968,563,324,1362,643,676,1851,1410,732,1230,949,2231,3519,2064,4192,3611,1436,1142,940,1077,1902
"United States",163,"Menhaden oil","fish_oil",77969,39281,96750,87500,122647,106400,89414,180837,177720,126192,85690,112324,66034,90084,104453,111615,72299,69620,93990,97946,58240,70662,62506,90438,54349,101738,79672,49430,37855,39665,38188,45506,43180,31464,62222,44183
"United States",163,"Natural sponges raw","sponges",,,,,,,,,,,,,,,147,108,142,131,379,339,196,701,1199,2399,2105,774,671,528,581,340,190,132,559,304,102,42
"United States",163,"Ornamental fish nei","ornamentals",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"United States",163,"Other seaweeds and aquatic plants and products thereof","seaweeds",,,,,,,,,,,,,,,969,1219,1183,1568,1351,2400,2454,2121,1773,1627,1576,1725,2013,2224,2569,2252,934,1245,1718,1406,1380,1560
"United States",163,"Z_TOTAL","corals",,,,,,,,,,,,,,,25647,23325,23499,25499,23860,25530,19150,19889,20221,20476,23809,27318,26997,17008,12639,13517,12008,11091,7635,7085,7401,8918
"United States",163,"Z_TOTAL","fish_oil",81299,41111,100703,90036,128824,108094,91781,183290,181175,126588,87186,112998,67712,91232,107255,114324,80456,83673,110021,118096,84717,97336,88775,105364,64483,112477,96445,65309,48102,55811,62862,55880,57989,50746,79369,67644
"United States",163,"Z_TOTAL","ornamentals",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"United States",163,"Z_TOTAL","seaweeds",,,,,,,,,,,,,,,969,1219,1183,1568,1413,2535,2586,2253,1884,1714,1647,1788,2094,2282,2645,2386,1014,1427,1999,1689,1644,1839
"United States",163,"Z_TOTAL","sponges",,,,,,,,,,,,,,,147,108,142,131,379,339,196,701,1199,2399,2105,774,671,528,581,340,190,132,559,304,102,42
"Uruguay",173,"Fish body oils, nei","fish_oil",,,,,22,70,92,1041,79,40,107,289,146,301,229,206,209,109,38,69,54,71,113,6,0,10,21,12,0,0,181,0,0,0,5,0
"Uruguay",173,"Z_TOTAL","fish_oil",,,,,22,70,92,1041,79,40,107,289,146,301,229,206,209,109,38,69,54,71,113,6,0,10,21,12,0,0,181,0,0,0,5,0
"Vanuatu",6,"Coral and the like","corals",,,,,,,,,,,,,,,,,,,,,,,25,48,0,29,59,63,36,32,0,0,0,0,0,0
"Vanuatu",6,"Miscellaneous corals and shells","shells",,,,,,,,,,,,,,,,,,,,,,,,,,12,0,0,0,12,11,2,10,26,17,6
"Vanuatu",6,"Z_TOTAL","corals",,,,,,,,,,,,,,,,,,,,,,,25,48,0,29,59,63,36,32,0,0,0,0,0,0
"Vanuatu",6,"Z_TOTAL","shells",,,,,,,,,,,,,,,,,,,,,,,,,,12,0,0,0,12,11,2,10,26,17,6
"Venezuela",139,"Coral and the like","corals",,,,,,,,,,,,,,,,,,,1,28,0,0,0,7,3,17,14,0,0,0,0,0,0,0,0,0
"Venezuela",139,"Fish body oils, nei","fish_oil",,,,,,,,,,,,,,,,,,,,,,0.776119402985075,0,0,0,0,1,1,1,1,0,0,0,0,0,0
"Venezuela",139,"Natural sponges raw","sponges",,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,1,0,1.75,1,0,0,0,0
"Venezuela",139,"Ornamental fish nei","ornamentals",,0,0,0,0,0,0,0,0,2,7,3,6,18,40,40,39,118,83,31,108,12,2,2,10,7,5,8,22,15,3,0,0,0,0,0
"Venezuela",139,"Z_TOTAL","corals",,,,,,,,,,,,,,,,,,,1,28,0,0,0,7,3,17,14,0,0,0,0,0,0,0,0,0
"Venezuela",139,"Z_TOTAL","fish_oil",,,,,,,,,,,,,,,,,,,,,,0.776119402985075,0,0,0,0,1,1,1,1,0,0,0,0,0,0
"Venezuela",139,"Z_TOTAL","ornamentals",,0,0,0,0,0,0,0,0,2,7,3,6,18,40,40,39,118,83,31,108,12,2,2,10,7,5,8,22,15,3,0,0,0,0,0
"Venezuela",139,"Z_TOTAL","sponges",,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,1,0,1.75,1,0,0,0,0
"Vietnam",207,"Agar agar nei","seaweeds",,,,,,,,,,,,,,,,,,,,,,,1,2,26,0,4,0,1,0,0,0,2,2,1,0
"Vietnam",207,"Coral and the like","corals",,,,,,,,,,,,,,,,,,,,,,,1993,2938,2473,3103,945,1128,2320,3236,3128,2400,2600,3500,3000,3000
"Vietnam",207,"Fish body oils, nei","fish_oil",,,,,,,,,,,,,,,,,,,,,,,,,,859.616007738333,0,18,402,1966,2036,8200,29000,26000,30000,50660
"Vietnam",207,"Fish liver oils, nei","fish_oil",,,,,,,,,,,,,,,,,,,,,,,,,,,,2,341,1,113,7,5,15,3,53
"Vietnam",207,"Ornamental fish nei","ornamentals",,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,40,156,3520,1564,30,89,74,84,121,207.809139048893,197.10589896655
"Vietnam",207,"Other seaweeds and aquatic plants and products thereof","seaweeds",,,,,,,,,,,,,,,,,,,,,,,66,0,66,1438.31311108906,752.745629264077,154,319,532,316,290,600,460,800,800
"Vietnam",207,"Z_TOTAL","corals",,,,,,,,,,,,,,,,,,,,,,,1993,2938,2473,3103,945,1128,2320,3236,3128,2400,2600,3500,3000,3000
"Vietnam",207,"Z_TOTAL","fish_oil",,,,,,,,,,,,,,,,,,,,,,,,,,859.616007738333,0,20,743,1967,2149,8207,29005,26015,30003,50713
"Vietnam",207,"Z_TOTAL","ornamentals",,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,40,156,3520,1564,30,89,74,84,121,207.809139048893,197.10589896655
"Vietnam",207,"Z_TOTAL","seaweeds",,,,,,,,,,,,,,,,,,,,,,,67,2,92,1438.31311108906,756.745629264077,154,320,532,316,290,602,462,801,800
"Yemen",47,"Fish body oils, nei","fish_oil",,,,,254,482,119,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,60,15,0,122
"Yemen",47,"Fish liver oils, nei","fish_oil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,20,26,5,270,161
"Yemen",47,"Miscellaneous corals and shells","shells",,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,43,38,7,0,0,7
"Yemen",47,"Ornamental fish nei","ornamentals",,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,24,4,2,18,3,41,22
"Yemen",47,"Z_TOTAL","fish_oil",,,,,254,482,119,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,0,20,86,20,270,283
"Yemen",47,"Z_TOTAL","ornamentals",,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,24,4,2,18,3,41,22
"Yemen",47,"Z_TOTAL","shells",,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,43,38,7,0,0,7
