"rgn_id","commodity","product","value_ext","rgn_name","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011"
14,"Coral and the like","corals",FALSE,"Taiwan",82985,80000,117620,104741,66106,37044,48115,29014,9869,10720,42243,93969,5236,5800,,,,,691,793,1539,638,1324,1560,1113,627,817,1017,824,807,620,818,990,551,305,721
14,"Fish body oils, nei","fish_oil",FALSE,"Taiwan",19,0,9,26,45,0,0,0,0,0,156,305,39,426,668,1080,1072,768,1048,897,1071,1052,709,30,52,150,116,14,44,97,54,70,67,45,31,76
14,"Fish liver oils, nei","fish_oil",FALSE,"Taiwan",55,0,14,10,40,12,0,0,0,0,62,0,10,24,0,0,4,107,36,4,57,270,163,109,136,159,88,42,16,22,21,204,2013,642,449,285
14,"Laver, nei","seaweeds",FALSE,"Taiwan",,,3340,1453,,39,592,8676,2983,1205,2598,3382,1410,21638,,,,,,,,,2261,1606,1654,1116,793,361,425,410,133,125,559,489,580,478
14,"Natural sponges raw","sponges",FALSE,"Taiwan",,,17,,61,,,,18,240,153,446,219,681,,,,,35,,4,1,,3,37,23,47,49,24,24,52,28,34,84,83,279
14,"Ornamental fish nei","ornamentals",FALSE,"Taiwan",406,36,309,812,242,106,174,73,189,234,234,375,235,88,59,43,8,22,,41,14,2,,,3,440,571,486,11,653,624,886,1147,1128,1223,1273
14,"Ornamental saltwater fish","ornamentals",FALSE,"Taiwan",,,,,,,,,,,,,,689,448,577,539,759,1139,996,1054,821,904,1089,1424,1133,1162,1472,2138,1510,1851,1644,1924,1469,1614,1528
14,"Other brown algae (laminaria, eisenia/ecklonia)","seaweeds",FALSE,"Taiwan",,,,,,,,,,,,,,,,,,,,,,,88,88,220,387,365,447,547,614,1029,959,1136,896,712,617
14,"Other red algae","seaweeds",FALSE,"Taiwan",,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,7,2,0,2,0,6,0,1,5
14,"Other seaweeds and aquatic plants and products thereof","seaweeds",FALSE,"Taiwan",3405,2953,2652,2168,49,495,131,472,4863,2454,1485,1065,738,362157,,,,,21983,21982,13131,5399,8406,6618,3608,4447,3482,5035,6653,3421,3092,2371,2429,3367,4008,2808
14,"Shells nei","shells",FALSE,"Taiwan",7389,7000,10509,14223,18176,13198,7446,19990,15004,13514,15812,14942,15397,3264,,,,,107,199,224,72,39,52,79,135,89,60,25,5,7,33,4,3,0,20
14,"Z_TOTAL","corals",FALSE,"Taiwan",82985,80000,117620,104741,66106,37044,48115,29014,9869,10720,42243,93969,5236,5800,,,,,691,793,1539,638,1324,1560,1113,627,817,1017,824,807,620,818,990,551,305,721
14,"Z_TOTAL","fish_oil",FALSE,"Taiwan",74,0,23,36,85,12,0,0,0,0,218,305,49,450,668,1080,1076,875,1084,901,1128,1322,872,139,188,309,204,56,60,119,75,274,2080,687,480,361
14,"Z_TOTAL","ornamentals",FALSE,"Taiwan",406,36,309,812,242,106,174,73,189,234,234,375,235,777,507,620,547,781,1139,1037,1068,823,904,1089,1427,1573,1733,1958,2149,2163,2475,2530,3071,2597,2837,2801
14,"Z_TOTAL","seaweeds",FALSE,"Taiwan",3452,2993,9565,11762,6825,534,723,9148,7846,3659,4083,4473,2217,416611,0,0,0,0,23528,23693,16243,8913,12500,9633,6592,6915,5349,6559,8195,5194,4854,4115,4689,5215,5447,4101
14,"Z_TOTAL","shells",FALSE,"Taiwan",7389,7000,10509,14223,18176,13198,7446,19990,15004,13514,15812,14942,15397,3264,,,,,107,199,224,72,39,52,79,135,89,60,25,5,7,33,4,3,0,20
14,"Z_TOTAL","sponges",FALSE,"Taiwan",,,17,,61,,,,18,240,153,446,219,681,,,,,35,,4,1,,3,37,23,47,49,24,24,52,28,34,84,83,279
15,"Agar agar nei","seaweeds",FALSE,"Philippines",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0
15,"Coral and the like","corals",FALSE,"Philippines",,,,,,,,,,,,,,,,3426,4946,2882,4072,3452,3090,2929,2559,1821,1467,1673,2411,2815,4177,3107,2741,0,0,0,0,0
15,"Fish body oils, nei","fish_oil",FALSE,"Philippines",,169,52,199,779,660,144,96,,30,41,,,,,,,,,,,,,4,,,12,1,0,0,15,0,423,91,47,0
15,"Fish liver oils, nei","fish_oil",FALSE,"Philippines",,280,427,841,2753,2156,716,1894,1297,3185,3502,865,602,515,653,,,,,,,,4,,25,166,,1,,22,29,296,1708,1424,646,1016
15,"Miscellaneous corals and shells","shells",FALSE,"Philippines",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2919,1262,1097,2222,3795
15,"Natural sponges raw","sponges",FALSE,"Philippines",,,,,,,,,,,,,,,,176,111,133,165,61,66,225,151,126,249,277,276,232,347,253,324,235,169,98,147,147
15,"Ornamental fish nei","ornamentals",FALSE,"Philippines",,,,,,,,,,,,,,,,5530,6198,7404,8178,8808,7705,7315,6403,6475,6737,6497,6439,6729,7346,7132,7287,0,0,0,0,0
15,"Ornamental saltwater fish","ornamentals",FALSE,"Philippines",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7382,7348,6436,5991,6614
15,"Other seaweeds and aquatic plants and products thereof","seaweeds",FALSE,"Philippines",,,,,,,,,,,,,,,,21245,18550,18125,21983,39106,41994,33393,31196,44044,46516,38472,33860,33134,35818,28629,25327,21635,25361,12710,38237,56070
15,"Shark liver oil","fish_oil",FALSE,"Philippines",,,,,,,,,,,,,,,,1499,1721,846,436,109,47,5,0,0,0,0,400,231,134,0,0,0,0,0,0,0
15,"Z_TOTAL","corals",FALSE,"Philippines",,,,,,,,,,,,,,,,3426,4946,2882,4072,3452,3090,2929,2559,1821,1467,1673,2411,2815,4177,3107,2741,0,0,0,0,0
15,"Z_TOTAL","fish_oil",FALSE,"Philippines",,449,479,1040,3532,2816,860,1990,1297,3215,3543,865,602,515,653,1499,1721,846,436,109,47,5,4,4,25,166,412,233,134,22,44,296,2131,1515,693,1016
15,"Z_TOTAL","ornamentals",FALSE,"Philippines",,,,,,,,,,,,,,,,5530,6198,7404,8178,8808,7705,7315,6403,6475,6737,6497,6439,6729,7346,7132,7287,7382,7348,6436,5991,6614
15,"Z_TOTAL","seaweeds",FALSE,"Philippines",,,,,,,,,,,,,,,,21245,18550,18125,21983,39106,41994,33393,31196,44044,46516,38472,33860,33134,35818,28629,25327,21638,25361,12710,38237,56070
15,"Z_TOTAL","shells",FALSE,"Philippines",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2919,1262,1097,2222,3795
15,"Z_TOTAL","sponges",FALSE,"Philippines",,,,,,,,,,,,,,,,176,111,133,165,61,66,225,151,126,249,277,276,232,347,253,324,235,169,98,147,147
16,"Agar agar nei","seaweeds",FALSE,"Australia",,,,,,,,,,,,,,,,,,,,60,39,36,18,6,1,2,5,15,7,80,196,633,462,40,28,13
16,"Coral and the like","corals",FALSE,"Australia",328,363,522,776,1366,729,780,1127,1183,1029,,,,,7301,4307,4339,3429,3832,3205,2304,2162,2934,1534,957,802,1863,676,921,1053,1846,1902,1814,1929,2668,2865
16,"Fish body oils, nei","fish_oil",FALSE,"Australia",101,48,78,5,4,19,12,26,1216,8,76,1,118,183,6,2,217,66,212,483,96,7,110,99,768,459,261,555,537,1368,3114,7775,1628,3119,2369,3529
16,"Fish liver oils, nei","fish_oil",FALSE,"Australia",,,,,,,,,,,,,,43,74,158,538,716,733,663,1530,1768,2120,696,828,775,325,1071,1052,1045,1039,1714,1607,1123,1822,1671
16,"Mother of pearl shells","shells",FALSE,"Australia",,,,,,,,,,,,,,,,,,,,,876,0,0,0,764,649,0,750,577,1575,896,1539,2040,1010,2082,1299
16,"Natural sponges raw","sponges",FALSE,"Australia",,,,,,,,,,,,,,,,,,,,23,71,155,60,113,,,16,37,73,44,108,13,43,125,211,124
16,"Ornamental fish nei","ornamentals",FALSE,"Australia",,,,,,,,,,,,,,357,304,469,567,893,1142,1480,3477,2087,782,1077,912,1194,955,876,1278,833,753,1442,2135,2172,2149,2226
16,"Ornamental saltwater fish","ornamentals",FALSE,"Australia",,,,,,,,,,,,,,,,,,,,,,,,,,178,0,164,147,287,160,112,268,276,116,82
16,"Other seaweeds and aquatic plants and products thereof","seaweeds",FALSE,"Australia",,,,,,,,,,,,,,,679,1486,1290,1494,1631,1847,1812,1803,1462,1430,1085,1355,1920,682,2448,3023,3471,2008,1957,1671,2721,2914
16,"Shells nei","shells",FALSE,"Australia",353,377,726,583,1368,1159,911,720,535,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,"Z_TOTAL","corals",FALSE,"Australia",328,363,522,776,1366,729,780,1127,1183,1029,,,,,7301,4307,4339,3429,3832,3205,2304,2162,2934,1534,957,802,1863,676,921,1053,1846,1902,1814,1929,2668,2865
16,"Z_TOTAL","fish_oil",FALSE,"Australia",101,48,78,5,4,19,12,26,1216,8,76,1,118,226,80,160,755,782,945,1146,1626,1775,2230,795,1596,1234,586,1626,1589,2413,4153,9489,3235,4242,4191,5200
16,"Z_TOTAL","ornamentals",FALSE,"Australia",,,,,,,,,,,,,,357,304,469,567,893,1142,1480,3477,2087,782,1077,912,1372,955,1040,1425,1120,913,1554,2403,2448,2265,2308
16,"Z_TOTAL","seaweeds",FALSE,"Australia",,,,,,,,,,,,,,,679,1486,1290,1494,1631,1907,1851,1839,1480,1436,1086,1357,1925,697,2455,3103,3667,2641,2419,1711,2749,2927
16,"Z_TOTAL","shells",FALSE,"Australia",353,377,726,583,1368,1159,911,720,535,426,0,0,0,0,0,0,0,0,0,0,876,0,0,0,764,649,0,750,577,1575,896,1539,2040,1010,2082,1299
16,"Z_TOTAL","sponges",FALSE,"Australia",,,,,,,,,,,,,,,,,,,,23,71,155,60,113,,,16,37,73,44,108,13,43,125,211,124
17,"Coral and the like","corals",FALSE,"Papua New Guinea",,,,,,,,,,,,,,,,,,,,,58,,1,,1,268,2,,12,12,5,,11,,119,0
17,"Fish body oils, nei","fish_oil",FALSE,"Papua New Guinea",,,,,,,,,,,,,,,,76,,,,,,,9,32,8,0,0,0,0,0,0,0,0,0,0,0
17,"Fish liver oils, nei","fish_oil",FALSE,"Papua New Guinea",,,,,,,,,,,,,,,,102,638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,"Miscellaneous corals and shells","shells",FALSE,"Papua New Guinea",,,,,,,,,,,,,,,,,,,,,261,,474,3777,,,15,1123,2,460,1280,638,503,0,281,465
17,"Mother of pearl shells","shells",FALSE,"Papua New Guinea",,,,,,,,,,,,,,,,,,,,,,,,,,19,0,0,16,0,0,0,0,64,0,0
17,"Natural sponges raw","sponges",FALSE,"Papua New Guinea",,,,,,,,,,,,,,,,,,,,,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,"Ornamental fish nei","ornamentals",FALSE,"Papua New Guinea",,,,,,,,,,,,,,,,,,,,,,,130,1,,,1,,,,,36,29,36,150,49
17,"Sea snail shells","shells",FALSE,"Papua New Guinea",,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,15,0,0,0,0,0,0,0
17,"Shells nei","shells",FALSE,"Papua New Guinea",,,,,,,,,,,,,,,,,,,,,58,,687,254,,41,,,,364,393,559,419,0,377,0
17,"Trochus shells","shells",FALSE,"Papua New Guinea",,,,,,,,,,,,,,,,,,,,,404,0,0,0,69,453,863,,582,0,0,0,0,1105,0,0
17,"Z_TOTAL","corals",FALSE,"Papua New Guinea",,,,,,,,,,,,,,,,,,,,,58,,1,,1,268,2,,12,12,5,,11,,119,0
17,"Z_TOTAL","fish_oil",FALSE,"Papua New Guinea",,,,,,,,,,,,,,,,178,638,0,0,0,0,0,9,32,8,0,0,0,0,0,0,0,0,0,0,0
17,"Z_TOTAL","ornamentals",FALSE,"Papua New Guinea",,,,,,,,,,,,,,,,,,,,,,,130,1,,,1,,,,,36,29,36,150,49
17,"Z_TOTAL","shells",FALSE,"Papua New Guinea",,,,,,,,,,,,,,,,,,,,,723,0,1161,4031,69,513,883,1123,615,824,1673,1197,922,1169,658,465
17,"Z_TOTAL","sponges",FALSE,"Papua New Guinea",,,,,,,,,,,,,,,,,,,,,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,"Coral and the like","corals",FALSE,"Fiji",,,,,,,,,,,,,,,2562,843,749,340,833,,1142,1809,1122,781,1626,0,2299,3350,5100,5004,5374,5090,2934,1363,1817,2137
18,"Fish body oils, nei","fish_oil",FALSE,"Fiji",,,4,,5,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,"Kelp","seaweeds",FALSE,"Fiji",,,,,,,,,,,,,,,,,,,,,,,,,191,0,0,8,61,49,76,20,11,16,30,89
18,"Miscellaneous corals and shells","shells",FALSE,"Fiji",,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0,0,0,0,0,0,0,0
18,"Mother of pearl shells","shells",FALSE,"Fiji",,,,,,,,,,,,,,,,,,,,,109,49,24,0,0,0,0,0,0,0,0,0,0,0,0,0
18,"Natural sponges nei","sponges",FALSE,"Fiji",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0
18,"Natural sponges raw","sponges",FALSE,"Fiji",,,,,,,,,,,,,,,,,,,,,,,,,,,134,0,0,0,0,0,0,0,0,0
18,"Ornamental fish nei","ornamentals",FALSE,"Fiji",,,,,,,,,,,,,,63,164,218,,,,,,,176,178,736,659,556,691,741,613,497,546,549,473,588,675
18,"Other seaweeds and aquatic plants and products thereof","seaweeds",FALSE,"Fiji",,,,,,,,,,,,,,,,,,,,,,,1,24,,,34,0,0,0,0,0,0,0,0,0
18,"Trochus shells","shells",FALSE,"Fiji",,,,,,,,,,,,,,,,,,,,,343,210,235,211,0,0,0,0,0,0,0,0,0,0,0,0
18,"Z_TOTAL","corals",FALSE,"Fiji",,,,,,,,,,,,,,,2562,843,749,340,833,,1142,1809,1122,781,1626,0,2299,3350,5100,5004,5374,5090,2934,1363,1817,2137
18,"Z_TOTAL","fish_oil",FALSE,"Fiji",,,4,,5,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,"Z_TOTAL","ornamentals",FALSE,"Fiji",,,,,,,,,,,,,,63,164,218,,,,,,,176,178,736,659,556,691,741,613,497,546,549,473,588,675
18,"Z_TOTAL","seaweeds",FALSE,"Fiji",,,,,,,,,,,,,,,,,,,,,,,1,24,191,0,34,8,61,49,76,20,11,16,30,89
18,"Z_TOTAL","shells",FALSE,"Fiji",,,,,,,,,,,,,,,,,,,,,452,259,259,211,0,0,0,60,0,0,0,0,0,0,0,0
18,"Z_TOTAL","sponges",FALSE,"Fiji",,,,,,,,,,,,,,,,,,,,,,,,,,,134,0,1,0,0,0,0,0,0,0
19,"Ornamental fish nei","ornamentals",FALSE,"Tuvalu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0
19,"Z_TOTAL","ornamentals",FALSE,"Tuvalu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0
20,"Abalone shells","shells",FALSE,"South Korea",,,,,,,,,,,,,761,533,731,215,183,383,279,525,145,76,29,76,98,45,94,146,72,79,150,274,61,79,34,26
20,"Agar agar in powder","seaweeds",FALSE,"South Korea",,,,,,,,,,,,,2121,2671,2748,2664,1365,2538,4286,4731,4683,3550,2038,2307,2111,2211,2997,3547,4716,8299,9844,5769,6227,5232,5636,6659
20,"Agar agar in strips","seaweeds",FALSE,"South Korea",,,,,,,,,,,,,9416,8815,9663,10252,9143,5318,5222,8134,5757,3456,3352,4008,3603,3125,2724,2949,3026,5647,6315,3343,3282,2282,3157,4874
20,"Agar agar nei","seaweeds",FALSE,"South Korea",,,,,,8821,6906,7252,6502,6718,7507,10153,32,52,121,162,47,64,15,105,372,674,351,444,1156,1304,1406,1324,808,1583,2376,1672,752,490,935,292
20,"Fish body oils, nei","fish_oil",FALSE,"South Korea",,20,0,0,0,0,0,0,0,0,0,15,7,15,2,157,156,162,642,1214,960,946,1633,590,796,1533,611,909,2370,887,359,1277,1898,882,2668,2206
20,"Fish liver oils, nei","fish_oil",FALSE,"South Korea",24,67,27,,,,,,21,,,6,16,0,0,85,81,261,43,453,227,46,12,140,493,400,788,1300,1041,1326,1238,2208,1652,1202,293,921
20,"Green laver","seaweeds",FALSE,"South Korea",,,,,,,,,,449,,,1193,1177,974,1097,1309,1364,1633,1979,1514,1523,1349,1528,1456,1653,791,1012,1228,1343,1484,1249,1075,1369,2130,1123
20,"Hizikia fusiforme (brown algae)","seaweeds",FALSE,"South Korea",,,,,,,,,,12188,,,34241,34809,27404,29895,44995,54009,55018,50224,35372,30887,39140,38487,30354,30668,33588,36324,30615,23939,23773,24525,36379,28855,29622,31886
20,"Kelp","seaweeds",FALSE,"South Korea",,,,,,,,618,0,399,0,1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,"Kelp meal","seaweeds",FALSE,"South Korea",,,,,,134,71,57,111,46,69,63,47,92,45,32,18,7,30,48,21,14,87,42,4,0,,2,51,73,100,0,8,4,6,3
20,"Laver, dry","seaweeds",FALSE,"South Korea",,,,,,,,,,,,,6633,6242,4562,1899,2580,4760,14466,5627,5551,8151,19025,14386,16564,20011,15970,14802,13611,16021,24803,20569,26334,23605,32201,43992
20,"Laver, nei","seaweeds",FALSE,"South Korea",,,,,,,,,,,,,1429,464,580,424,1605,2051,4580,3013,1384,2403,3032,3506,2453,2596,2673,2858,2087,2322,2498,1808,1360,932,2049,1259
20,"Miscellaneous corals and shells","shells",FALSE,"South Korea",,,,,,,,,,,,9,1288,1279,2372,2376,1845,1790,2401,2923,2510,2491,1810,1517,1977,716,468,905,1036,859,720,620,1003,1221,828,1023
20,"Mother of pearl shells","shells",FALSE,"South Korea",,,,,,,,,,,,,170,19,35,38,0,5,11,23,18,11,35,105,44,53,77,217,377,72,190,252,71,27,13,14
20,"Natural sponges raw","sponges",FALSE,"South Korea",,,,,,,,,,,,,,,,,,,,,,,34,0,0,0,0,27,8,0,0,0,0,0,0,0
20,"Ornamental saltwater fish","ornamentals",FALSE,"South Korea",,1131,303,284,387,135,172,397,213,160,83,101,3,0,0,0,0,12,10,25,13,22,88,76,155,217,394,268,214,308,216,404,386,371,407,126
20,"Other brown algae (laminaria, eisenia/ecklonia)","seaweeds",FALSE,"South Korea",,,,,,,,,,,,,1743,1483,620,1529,2422,1978,2106,913,1891,2966,1118,4366,4611,3547,1744,3742,3655,4888,4306,4319,4723,3494,5987,7945
20,"Other red algae","seaweeds",FALSE,"South Korea",,,,,,189,105,607,604,325,301,345,685,1744,1270,1403,732,950,282,794,2610,2408,4577,3958,3983,3210,3450,3562,4190,6554,6698,1021,1321,1308,2486,6242
20,"Other seaweeds and aquatic plants and products thereof","seaweeds",FALSE,"South Korea",,,,,,3813,3006,2185,1638,2325,3868,4198,5248,7984,6808,6268,8777,5694,7157,9862,4206,3937,3438,3681,2945,3677,3242,3261,3018,2849,3064,3257,3702,3182,3399,3636
