"rgn_id","commodity","product","value_ext","rgn_name","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011"
132,"Z_TOTAL","fish_oil",FALSE,"Colombia",,,,,,2,,,,,,,,,,,7,46,5,11,31,92,92,17,14,25,10,10,48,72,90,385,377,1455,291,22
132,"Z_TOTAL","ornamentals",FALSE,"Colombia",1209,2627,6934,8451,12221,14083,6851,1759,1500,823,1122,1258,1373,1768,1723,5339,3583,4558,4770,4713,4819,4423,3705,4265,3162,3636,4284,4599,7272,6258,7031,8652,7551,8500,8543,8789
132,"Z_TOTAL","seaweeds",FALSE,"Colombia",,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,0,0,0,3,3,0,0,3,2,0
132,"Z_TOTAL","sponges",FALSE,"Colombia",,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,13,271,160,93,174,459
133,"Agar agar nei","seaweeds",FALSE,"Honduras",,,,,,,,,,,,,,,,,,,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,"Coral and the like","corals",FALSE,"Honduras",,,,,,,,,,,,,,,,,221,156,659,1690,5,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0
133,"Fish body oils, nei","fish_oil",FALSE,"Honduras",,,,,,,,,,,,,,,,,19,,1,,,,,,,,17,28,33,5,181,32,0,0,146,88
133,"Fish liver oils, nei","fish_oil",FALSE,"Honduras",,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,,4,0,0,0,0,0,0
133,"Natural sponges raw","sponges",FALSE,"Honduras",,,,,,,,,,,,,,,,,,,381,1733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,"Ornamental fish nei","ornamentals",FALSE,"Honduras",,,,,,,,,,,,,,,,,,,,,,12,44,0,34,72,,0,0,27,0,0,0,0,0,0
133,"Other seaweeds and aquatic plants and products thereof","seaweeds",FALSE,"Honduras",,,,,,,,,,,,,,,,,,,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,"Z_TOTAL","corals",FALSE,"Honduras",,,,,,,,,,,,,,,,,221,156,659,1690,5,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0
133,"Z_TOTAL","fish_oil",FALSE,"Honduras",,,,,,,,,,,,,,,,,19,,1,1,0,0,0,0,0,0,17,28,33,9,181,32,0,0,146,88
133,"Z_TOTAL","ornamentals",FALSE,"Honduras",,,,,,,,,,,,,,,,,,,,,,12,44,0,34,72,,0,0,27,0,0,0,0,0,0
133,"Z_TOTAL","seaweeds",FALSE,"Honduras",,,,,,,,,,,,,,,,,,,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,"Z_TOTAL","sponges",FALSE,"Honduras",,,,,,,,,,,,,,,,,,,381,1733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,"Coral and the like","corals",FALSE,"El Salvador",,,,,,,,,,,,,,,,,,,,4,,0,0,6,0,2,1,1,,1,0,368,86,1,0,0
134,"Fish body oils, nei","fish_oil",FALSE,"El Salvador",,,,,,,,,,,,,,,,,,,,,0,474,0,33,0,0,0,2,0,61,24,14,96,99,61,95
134,"Fish liver oils, nei","fish_oil",FALSE,"El Salvador",,,,,,,,,,,,,,,,,,,,,0,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0
134,"Natural sponges raw","sponges",FALSE,"El Salvador",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,31,0
134,"Ornamental fish nei","ornamentals",FALSE,"El Salvador",,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,1,1,0,0,46,0,0,0,,0,0,0,0,0,0,0
134,"Z_TOTAL","corals",FALSE,"El Salvador",,,,,,,,,,,,,,,,,,,,4,,0,0,6,0,2,1,1,,1,0,368,86,1,0,0
134,"Z_TOTAL","fish_oil",FALSE,"El Salvador",,,,,,,,,,,,,,,,,,,,,0,477,36,33,0,0,0,2,0,61,24,14,96,99,61,95
134,"Z_TOTAL","ornamentals",FALSE,"El Salvador",,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,1,1,0,0,46,0,0,0,,0,0,0,0,0,0,0
134,"Z_TOTAL","sponges",FALSE,"El Salvador",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,31,0
135,"Agar agar nei","seaweeds",FALSE,"Mexico",,,,,,,,,,,,,,,,,,,272,898,,1448,1326,1444,1324,971,1455,1146,1436,1704,1615,1329,1876,1184,1769,1866
135,"Cod liver oil","fish_oil",FALSE,"Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,,0,0,13,42,7,15
135,"Coral and the like","corals",FALSE,"Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,18,3,0,56,43,16,1,0,0,
135,"Coral and the like","corals",TRUE,"Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
135,"Fish body oils, nei","fish_oil",FALSE,"Mexico",,,,,,,211,19,2,13,94,141,,104,63,17,,16,13,28,931,548,1266,150,744,991,4341,842,997,463,9099,4339,40385,15727,8756,29182
135,"Fish liver oils, nei","fish_oil",FALSE,"Mexico",,,,,,,,,,,,,,,1,,10,,120,1,1,5,,,,4,7,5,13,2,7,2,5,3,26,
135,"Fish liver oils, nei","fish_oil",TRUE,"Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
135,"Miscellaneous corals and shells","shells",FALSE,"Mexico",,,,,,,,,,,,,,,1909,2861,1144,977,629,500,500,371,301,399,346,615,344,614,764,1572,1033,580,734,532,652,515
135,"Natural sponges nei","sponges",FALSE,"Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,
135,"Natural sponges nei","sponges",TRUE,"Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
135,"Natural sponges raw","sponges",FALSE,"Mexico",,,,,,,,,,,,,,,,,,,,,,,,0,,1,0,0,0,0,,0,0,0,0,
135,"Natural sponges raw","sponges",TRUE,"Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
135,"Ornamental fish nei","ornamentals",FALSE,"Mexico",1,1,,,1,,43,5,1,6,13,7,4,16,,13,10,22,1,1,4,69,22,20,73,24,66,30,47,79,58,44,63,115,148,109
135,"Other seaweeds and aquatic plants and products thereof","seaweeds",FALSE,"Mexico",,,,,,,,,,,,,,,1634,1549,2644,3866,1128,1210,1200,1215,300,1269,642,1063,699,637,531,125,647,301,160,247,288,562
135,"Z_TOTAL","corals",FALSE,"Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,18,3,0,56,43,16,1,0,0,
135,"Z_TOTAL","corals",TRUE,"Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
135,"Z_TOTAL","fish_oil",FALSE,"Mexico",,,,,,,211,19,2,13,94,141,,104,64,17,10,16,133,29,932,553,1266,150,744,995,4348,849,1018,465,9106,4341,40403,15772,8789,
135,"Z_TOTAL","fish_oil",TRUE,"Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29223
135,"Z_TOTAL","ornamentals",FALSE,"Mexico",1,1,,,1,,43,5,1,6,13,7,4,16,,13,10,22,1,1,4,69,22,20,73,24,66,30,47,79,58,44,63,115,148,109
135,"Z_TOTAL","seaweeds",FALSE,"Mexico",,,,,,,,,,,,,,,1634,1549,2644,3866,1400,2108,1200,2663,1626,2713,1966,2034,2154,1783,1967,1829,2262,1630,2036,1431,2057,2428
135,"Z_TOTAL","shells",FALSE,"Mexico",,,,,,,,,,,,,,,1909,2861,1144,977,629,500,500,371,301,399,346,615,344,614,764,1572,1033,580,734,532,652,515
135,"Z_TOTAL","sponges",FALSE,"Mexico",,,,,,,,,,,,,,,,,,,,,,,,0,,1,0,0,0,0,,0,0,3,0,
135,"Z_TOTAL","sponges",TRUE,"Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
136,"Agar agar nei","seaweeds",FALSE,"Guatemala",,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2,0,0,0,0,
136,"Agar agar nei","seaweeds",TRUE,"Guatemala",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
136,"Fish body oils, nei","fish_oil",FALSE,"Guatemala",,,,,,,,,,,,,,,,,,,,13,0,0,0,0,0,0,0,0,33,,2,88,0,10,15,73
136,"Fish liver oils, nei","fish_oil",FALSE,"Guatemala",,,,,,,,,,,,,,,,,,,,,,,,,,,84,5,3,0,0,0,0,0,0,0
136,"Miscellaneous corals and shells","shells",FALSE,"Guatemala",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
136,"Natural sponges raw","sponges",FALSE,"Guatemala",,,,,,,,,,,,,,,,,,,1,0,0,0,0,7,1,,3,5,11,0,,0,0,0,0,0
136,"Ornamental fish nei","ornamentals",FALSE,"Guatemala",,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,,0,0,12,1,0,0,0,0,0,0,0,4,3,1,0,0
136,"Other seaweeds and aquatic plants and products thereof","seaweeds",FALSE,"Guatemala",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
136,"Z_TOTAL","fish_oil",FALSE,"Guatemala",,,,,,,,,,,,,,,,,,,,13,0,0,0,0,0,0,84,5,36,0,2,88,0,10,15,73
136,"Z_TOTAL","ornamentals",FALSE,"Guatemala",,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,,0,0,12,1,0,0,0,0,0,0,0,4,3,1,0,0
136,"Z_TOTAL","seaweeds",FALSE,"Guatemala",,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2,0,0,0,0,
136,"Z_TOTAL","seaweeds",TRUE,"Guatemala",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
136,"Z_TOTAL","shells",FALSE,"Guatemala",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
136,"Z_TOTAL","sponges",FALSE,"Guatemala",,,,,,,,,,,,,,,,,,,1,0,0,0,0,7,1,,3,5,11,0,,0,0,0,0,0
137,"Agar agar nei","seaweeds",FALSE,"Ecuador",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,7,0,0,0,0
137,"Coral and the like","corals",FALSE,"Ecuador",,,,,,,,,,,,,,,,,,,23,30,47,38,15,23,4,13,3,1,19,,2,259,10,0,0,
137,"Coral and the like","corals",TRUE,"Ecuador",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
137,"Fish body oils, nei","fish_oil",FALSE,"Ecuador",924,1870,3211,1365,,,,,,1383,1847,,,,,,,,14,,153,1651,,89,77,210,,1802,4132,3950,2854,5288,8769,8415,8950,13754
137,"Fish liver oils, nei","fish_oil",FALSE,"Ecuador",,,,,,,,,,,,,,,,,,,,50,30,10,,75,32,1488,250,905,1684,1608,0,5,20,4,0,0
137,"Natural sponges nei","sponges",FALSE,"Ecuador",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
137,"Ornamental fish nei","ornamentals",FALSE,"Ecuador",2,5,5,2,4,2,2,,1,17,,,16,22,29,21,18,21,39,33,35,88,44,36,30,42,40,28,21,41,86,42,35,73,144,129
137,"Other seaweeds and aquatic plants and products thereof","seaweeds",FALSE,"Ecuador",,,,,,,,,,,,,,,,,,,,,,1,0,107,178,115,131,205,197,265,264,393,446,273,562,580
137,"Z_TOTAL","corals",FALSE,"Ecuador",,,,,,,,,,,,,,,,,,,23,30,47,38,15,23,4,13,3,1,19,,2,259,10,0,0,
137,"Z_TOTAL","corals",TRUE,"Ecuador",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
137,"Z_TOTAL","fish_oil",FALSE,"Ecuador",924,1870,3211,1365,,,,,,1383,1847,,,,,,,,14,50,183,1661,,164,109,1698,250,2707,5816,5558,2854,5293,8789,8419,8950,13754
137,"Z_TOTAL","ornamentals",FALSE,"Ecuador",2,5,5,2,4,2,2,,1,17,,,16,22,29,21,18,21,39,33,35,88,44,36,30,42,40,28,21,41,86,42,35,73,144,129
137,"Z_TOTAL","seaweeds",FALSE,"Ecuador",,,,,,,,,,,,,,,,,,,,,,1,0,107,178,115,131,205,200,265,267,400,446,273,562,580
137,"Z_TOTAL","sponges",FALSE,"Ecuador",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
138,"Agar agar nei","seaweeds",FALSE,"Peru",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,,12,10
138,"Coral and the like","corals",FALSE,"Peru",,,,,,,,,,,,,,,,,,,,,,9,12,10,16,20,11,5,2,5,7,8,25,10,9,127
138,"Fish body oils, nei","fish_oil",FALSE,"Peru",8,,123,20959,,,13598,,14423,8304,9837,237,165,15173,4341,5600,7836,35509,67487,61180,75223,89695,18096,68049,80640,91089,69190,79071,149225,155562,196047,249202,384863,257802,274245,332314
138,"Fish liver oils, nei","fish_oil",FALSE,"Peru",,,,,,,,,,,,,,,,,,,5,206,,,179,225,,,516,1060,1083,526,241,55,173,70,1,42
138,"Natural sponges raw","sponges",FALSE,"Peru",,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
138,"Ornamental fish nei","ornamentals",FALSE,"Peru",973,1051,1105,1142,811,992,255,133,552,359,335,0,1061,795,172,131,0,0,2494,1236,1643,2089,1628,2140,4753,9776,6439,3102,2967,3247,3731,3813,4242,3132,4454,3543
138,"Other seaweeds and aquatic plants and products thereof","seaweeds",FALSE,"Peru",,,,,,,,,,,,,,,232,242,201,340,340,,768,1206,1376,1119,411,912,1287,1335,1627,2177,2595,4003,14085,8578,14831,16814
138,"Z_TOTAL","corals",FALSE,"Peru",,,,,,,,,,,,,,,,,,,,,,9,12,10,16,20,11,5,2,5,7,8,25,10,9,127
138,"Z_TOTAL","fish_oil",FALSE,"Peru",8,,123,20959,,,13598,,14423,8304,9837,237,165,15173,4341,5600,7836,35509,67492,61386,75223,89695,18275,68274,80640,91089,69706,80131,150308,156088,196288,249257,385036,257872,274246,332356
138,"Z_TOTAL","ornamentals",FALSE,"Peru",973,1051,1105,1142,811,992,255,133,552,359,335,0,1061,795,172,131,0,0,2494,1236,1643,2089,1628,2140,4753,9776,6439,3102,2967,3247,3731,3813,4242,3132,4454,3543
138,"Z_TOTAL","seaweeds",FALSE,"Peru",,,,,,,,,,,,,,,232,242,201,340,340,,768,1206,1376,1119,411,912,1287,1335,1627,2177,2595,4003,14086,8578,14843,16824
138,"Z_TOTAL","sponges",FALSE,"Peru",,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
139,"Agar agar nei","seaweeds",FALSE,"Venezuela",,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
139,"Cod liver oil","fish_oil",FALSE,"Venezuela",2,,,,,,,,,,,,,,,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,"Coral and the like","corals",FALSE,"Venezuela",,,,,,,,,,,,,,,,,,,8,48,0,0,0,230,14,33,32,0,0,0,0,0,,0,0,0
139,"Fish body oils, nei","fish_oil",FALSE,"Venezuela",,,,,,,,,,,,,,,,,,,,,,5,,,,,9,5,5,5,0,0,0,0,0,
139,"Fish body oils, nei","fish_oil",TRUE,"Venezuela",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
139,"Fish liver oils, nei","fish_oil",FALSE,"Venezuela",,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,6,,,3,0,0,0
139,"Natural sponges raw","sponges",FALSE,"Venezuela",,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,0,0,1,,5,3,0,0,0,0
139,"Ornamental fish nei","ornamentals",FALSE,"Venezuela",,0,0,,0,0,0,0,,14,142,35,30,125,121,123,123,36,27,22,46,36,7,11,52,57,46,28,122,164,6,,0,0,0,0
139,"Other seaweeds and aquatic plants and products thereof","seaweeds",FALSE,"Venezuela",,,,,,,,,,,,,,,,,,,,,,,,10,0,11,0,0,0,0,0,0,0,0,0,0
139,"Z_TOTAL","corals",FALSE,"Venezuela",,,,,,,,,,,,,,,,,,,8,48,0,0,0,230,14,33,32,0,0,0,0,0,,0,0,0
139,"Z_TOTAL","fish_oil",FALSE,"Venezuela",2,,,,,,,,,,,,,,,4,25,0,0,0,0,5,0,20,0,0,9,5,5,11,0,0,3,0,0,
139,"Z_TOTAL","fish_oil",TRUE,"Venezuela",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
139,"Z_TOTAL","ornamentals",FALSE,"Venezuela",,0,0,,0,0,0,0,,14,142,35,30,125,121,123,123,36,27,22,46,36,7,11,52,57,46,28,122,164,6,,0,0,0,0
139,"Z_TOTAL","seaweeds",FALSE,"Venezuela",,,,,,,,,,,,,,,,,,,,,,,,10,0,11,0,0,0,0,0,0,0,0,0,0
139,"Z_TOTAL","sponges",FALSE,"Venezuela",,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,0,0,1,,5,3,0,0,0,0
140,"Natural sponges raw","sponges",FALSE,"Guadeloupe and Martinique",,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,
140,"Ornamental fish nei","ornamentals",FALSE,"Guadeloupe and Martinique",,,,,,,,,,,,,43,66,63,65,54,52,63,71,0,,,,,,,,,,,,,,,
140,"Z_TOTAL","ornamentals",FALSE,"Guadeloupe and Martinique",,,,,,,,,,,,,43,66,63,65,54,52,63,71,0,,,,,,,,,,,,,,,
140,"Z_TOTAL","sponges",FALSE,"Guadeloupe and Martinique",,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,
141,"Fish body oils, nei","fish_oil",FALSE,"Faeroe Islands",2155,2438,2469,1158,2707,2038,1097,2773,3020,4548,1724,1699,5276,1947,698,783,3307,5448,2971,2549,3967,3245,949,1374,322,451,570,386,3446,2279,484,2272,75,677,2236,565
141,"Fish liver oils, nei","fish_oil",FALSE,"Faeroe Islands",20,,,,,,,,,,,,,,,,,,,,456,255,204,124,0,0,0,0,0,0,612,,203,0,0,0
141,"Miscellaneous corals and shells","shells",FALSE,"Faeroe Islands",,,,,,,,,,,,,,,,,,,,,11,,20,,3,,81,194,,37,1,,80,93,0,0
141,"Z_TOTAL","fish_oil",FALSE,"Faeroe Islands",2175,2438,2469,1158,2707,2038,1097,2773,3020,4548,1724,1699,5276,1947,698,783,3307,5448,2971,2549,4423,3500,1153,1498,322,451,570,386,3446,2279,1096,2272,278,677,2236,565
141,"Z_TOTAL","shells",FALSE,"Faeroe Islands",,,,,,,,,,,,,,,,,,,,,11,,20,,3,,81,194,,37,1,,80,93,0,0
143,"Capelin oil","fish_oil",FALSE,"Iceland",6963,26196,28044,31723,29606,28041,8374,8,18443,33069,21568,13855,27211,13645,13486,7948,18988,32644,24017,25556,42462,49504,50957,24512,16291,31974,32963,54745,27087,19374,10623,7444,18264,6472,8662,29930
143,"Cod liver oil","fish_oil",FALSE,"Iceland",1249,1717,1712,2327,3139,2275,2256,2132,2482,1751,3174,5135,4419,3938,3976,3471,4688,4655,3909,4011,4766,4421,4319,4561,4333,3733,4092,4366,5337,4674,4709,6449,9111,12008,12095,14286
143,"Coral and the like","corals",FALSE,"Iceland",,,,,,,,,,,,,,,,,,,,,,,14,0,1,0,22,329,59,537,212,138,0,0,0,0
143,"Fish body oils, nei","fish_oil",FALSE,"Iceland",1390,598,480,402,108,128,319,140,101,,1,409,54,,,,159,399,619,117,371,695,286,1195,1907,1984,1581,12391,10560,9756,10463,15681,26088,21439,22150,35068
143,"Fish liver oils, nei","fish_oil",FALSE,"Iceland",53,,,,,,,,,,23,3,,3,42,,4,25,23,49,149,118,48,82,39,126,66,273,593,447,1456,1176,1463,805,1548,1548
143,"Herring oil","fish_oil",FALSE,"Iceland",20,0,67,200,0,110,42,327,150,29,71,0,137,385,480,432,3102,3783,2975,7857,10841,10983,9729,3470,1578,3427,2620,2551,4927,7938,13599,34693,50796,38751,28762,23358
143,"Natural sponges nei","sponges",FALSE,"Iceland",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,0,0,0,0
143,"Other seaweeds and aquatic plants and products thereof","seaweeds",FALSE,"Iceland",,,,,,,,,,,,,,,,,,,2,,,1,1,1,673,2020,1332,1926,4842,3969,4211,3489,3886,3235,2563,133
143,"Redfish oil","fish_oil",FALSE,"Iceland",320,156,277,61,433,1088,322,833,521,116,0,40,0,0,0,105,9,27,51,72,37,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,"Z_TOTAL","corals",FALSE,"Iceland",,,,,,,,,,,,,,,,,,,,,,,14,0,1,0,22,329,59,537,212,138,0,0,0,0
143,"Z_TOTAL","fish_oil",FALSE,"Iceland",9995,28667,30580,34713,33286,31642,11313,3440,21697,34965,24837,19442,31821,17971,17984,11956,26950,41533,31594,37662,58626,65732,65339,33820,24148,41244,41322,74326,48504,42189,40850,65443,105722,79475,73217,104190
143,"Z_TOTAL","seaweeds",FALSE,"Iceland",,,,,,,,,,,,,,,,,,,2,,,1,1,1,673,2020,1332,1926,4842,3969,4211,3489,3886,3235,2563,133
143,"Z_TOTAL","sponges",FALSE,"Iceland",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,0,0,0,0
145,"Coral and the like","corals",FALSE,"Greenland",,,,,,,,,,,,,,,,,,,,0,0,0,0,0,226,0,0,0,0,0,38,0,0,,0,
145,"Coral and the like","corals",TRUE,"Greenland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
145,"Fish body oils, nei","fish_oil",FALSE,"Greenland",,,,,,21,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0
145,"Fish liver oils, nei","fish_oil",FALSE,"Greenland",2,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,"Herring oil","fish_oil",FALSE,"Greenland",,,,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,"Ornamental fish nei","ornamentals",FALSE,"Greenland",,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,"Other seaweeds and aquatic plants and products thereof","seaweeds",FALSE,"Greenland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,0
145,"Z_TOTAL","corals",FALSE,"Greenland",,,,,,,,,,,,,,,,,,,,0,0,0,0,0,226,0,0,0,0,0,38,0,0,,0,
145,"Z_TOTAL","corals",TRUE,"Greenland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
145,"Z_TOTAL","fish_oil",FALSE,"Greenland",2,,,27,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
145,"Z_TOTAL","ornamentals",FALSE,"Greenland",,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,"Z_TOTAL","seaweeds",FALSE,"Greenland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,0
147,"Coral and the like","corals",FALSE,"French Polynesia",,,,,,,,,,,,,,,,,,,,,,,,,7,0,0,0,0,0,0,0,0,0,0,0
147,"Natural sponges raw","sponges",FALSE,"French Polynesia",,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0
147,"Ornamental fish nei","ornamentals",FALSE,"French Polynesia",2,6,6,2,2,2,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,29,72,111,194,248,249,198,856,180,147,177,110,104,75
147,"Other seaweeds and aquatic plants and products thereof","seaweeds",FALSE,"French Polynesia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,2,
147,"Other seaweeds and aquatic plants and products thereof","seaweeds",TRUE,"French Polynesia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
147,"Shells nei","shells",FALSE,"French Polynesia",,,,,,,,,,,,,,,,,,,,,,3134,1415,1962,1505,1217,1602,2660,2490,4145,5668,4229,5623,2502,2830,3122
147,"Z_TOTAL","corals",FALSE,"French Polynesia",,,,,,,,,,,,,,,,,,,,,,,,,7,0,0,0,0,0,0,0,0,0,0,0
147,"Z_TOTAL","ornamentals",FALSE,"French Polynesia",2,6,6,2,2,2,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,29,72,111,194,248,249,198,856,180,147,177,110,104,75
147,"Z_TOTAL","seaweeds",FALSE,"French Polynesia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,2,
147,"Z_TOTAL","seaweeds",TRUE,"French Polynesia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
147,"Z_TOTAL","shells",FALSE,"French Polynesia",,,,,,,,,,,,,,,,,,,,,,3134,1415,1962,1505,1217,1602,2660,2490,4145,5668,4229,5623,2502,2830,3122
147,"Z_TOTAL","sponges",FALSE,"French Polynesia",,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0
152,"Coral and the like","corals",FALSE,"Samoa",,,,,,,,,,,,,,,,,,,,,,,152,160,311,0,0,0,0,0,0,0,0,0,0,0
152,"Miscellaneous corals and shells","shells",FALSE,"Samoa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0,,1,0,0,0
152,"Ornamental fish nei","ornamentals",FALSE,"Samoa",,,,,,,,,,,,,,,,,,,,18,2,6,11,26,,,1,,,,0,1,,0,48,0
152,"Z_TOTAL","corals",FALSE,"Samoa",,,,,,,,,,,,,,,,,,,,,,,152,160,311,0,0,0,0,0,0,0,0,0,0,0
152,"Z_TOTAL","ornamentals",FALSE,"Samoa",,,,,,,,,,,,,,,,,,,,18,2,6,11,26,,,1,,,,0,1,,0,48,0
152,"Z_TOTAL","shells",FALSE,"Samoa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0,,1,0,0,0
153,"Miscellaneous corals and shells","shells",FALSE,"Cook Islands",,,,,,,,,,,,,,,,,,,,,,,,,,52,1,47,16,106,31,167,10,80,0,0
153,"Ornamental fish nei","ornamentals",FALSE,"Cook Islands",,,,,,,,,,,,,,,,,111,89,157,111,105,60,115,74,115,40,98,163,90,78,92,36,135,144,39,9
153,"Ornamental saltwater fish","ornamentals",FALSE,"Cook Islands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,1,0
153,"Other seaweeds and aquatic plants and products thereof","seaweeds",FALSE,"Cook Islands",,,,,,,,,,,,,,,,,,,,,,,17,0,0,0,0,0,0,0,0,0,0,0,0,0
153,"Z_TOTAL","ornamentals",FALSE,"Cook Islands",,,,,,,,,,,,,,,,,111,89,157,111,105,60,115,74,115,40,98,163,90,78,92,36,151,144,40,9
153,"Z_TOTAL","seaweeds",FALSE,"Cook Islands",,,,,,,,,,,,,,,,,,,,,,,17,0,0,0,0,0,0,0,0,0,0,0,0,0
153,"Z_TOTAL","shells",FALSE,"Cook Islands",,,,,,,,,,,,,,,,,,,,,,,,,,52,1,47,16,106,31,167,10,80,0,0
155,"Miscellaneous corals and shells","shells",FALSE,"Tonga",,,,,,,,,,,,,,,,,,,,,,,,20,1,,51,,,,,,350,115,213,56
155,"Ornamental fish nei","ornamentals",FALSE,"Tonga",,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,185,10,0,9
