"species_code","species"
303,"Atlantic bluefin tuna"
304,"Common dentex"
305,"Common pandora"
306,"European eel"
307,"European eel (br)"
308,"European flat oyster"
309,"European seabass"
310,"European seabass (br)"
311,"Flathead grey mullet"
312,"Flathead grey mullet (br)"
313,"Gilthead seabream"
314,"Gilthead seabream (br)"
315,"Kuruma prawn"
316,"Marine fishes nei"
317,"Meagre"
318,"Mediterranean mussel"
319,"Red porgy"
320,"Shi drum"
321,"Venus clams nei"
322,"White seabream"
323,"Cobia"
324,"Marine fishes nei"
325,"Red drum"
326,"Banana prawn"
327,"Milkfish"
328,"Mullets nei"
329,"Whiteleg shrimp"
330,"Anadara clams nei"
331,"Penaeus shrimps nei"
332,"Sea mussels nei"
333,"Whiteleg shrimp"
334,"Flathead grey mullet"
335,"Lebranche mullet"
336,"Penaeus shrimps nei"
337,"Whitemouth croaker"
338,"Penaeus shrimps nei"
339,"Abalones nei"
340,"Arctic char"
341,"Atlantic cod"
342,"Atlantic halibut"
343,"Atlantic salmon"
344,"Atlantic salmon (br)"
345,"Atlantic wolffish"
346,"Blue mussel"
347,"European seabass"
348,"Haddock"
349,"Rainbow trout"
350,"Spotted wolffish"
351,"Turbot"
352,"Giant tiger prawn"
353,"Green mussel"
354,"Indian backwater oyster"
355,"Indian white prawn"
356,"Marine fishes nei"
357,"Penaeus shrimps nei"
358,"Rooster venus"
359,"Whiteleg shrimp"
360,"Akiami paste shrimp"
361,"Banana prawn"
362,"Barramundi"
363,"Blue shrimp"
364,"Giant tiger prawn"
365,"Groupers nei"
366,"Indo-Pacific swamp crab"
367,"Marine fishes nei"
368,"Marine molluscs nei"
369,"Metapenaeus shrimps nei"
370,"Milkfish"
371,"Mullets nei"
372,"Pearl oyster shells nei"
373,"Penguin wing oyster"
374,"Portunus swimcrabs nei"
375,"Sea cucumbers nei"
376,"Tropical spiny lobsters nei"
377,"Whiteleg shrimp"
378,"Indian white prawn"
379,"Whiteleg shrimp"
380,"Abalones nei"
381,"Atlantic salmon"
382,"Blue mussel"
383,"European flat oyster"
384,"Great Atlantic scallop"
385,"Japanese carpet shell"
386,"Marine molluscs nei"
387,"Pacific cupped oyster"
388,"Rainbow trout"
389,"Stony sea urchin"
390,"Turbot"
391,"Barramundi"
392,"Cupped oysters nei"
393,"European seabass"
394,"Gilthead seabream"
395,"Marine fishes nei"
396,"Red drum"
397,"Striped bass, hybrid"
398,"Atlantic bluefin tuna"
399,"Common prawn"
400,"Common sole"
401,"Cupped oysters nei"
402,"Cupped oysters nei (br)"
403,"European eel"
404,"European eel (br)"
405,"European flat oyster"
406,"European seabass"
407,"European seabass (br)"
408,"Flathead grey mullet"
409,"Flathead grey mullet (br)"
410,"Giant tiger prawn"
411,"Gilthead seabream"
412,"Gilthead seabream (br)"
413,"Green tiger prawn"
414,"Grooved carpet shell"
415,"Japanese carpet shell"
416,"Kuruma prawn"
417,"Kuruma prawn (br)"
418,"Marine fishes nei"
419,"Meagre"
420,"Mediterranean mussel"
421,"Mullets nei"
422,"Pacific cupped oyster"
423,"Porgies, seabreams nei"
424,"Sharpsnout seabream"
425,"Shi drum"
426,"Turbot"
427,"White seabream"
428,"Mangrove cupped oyster"
429,"Whiteleg shrimp"
430,"Aquatic invertebrates nei"
431,"Bastard halibut"
432,"Blackhead seabream"
433,"Clams, etc. nei"
434,"Coho(=Silver)salmon"
435,"Crimson seabream"
436,"Filefishes nei"
437,"Flathead grey mullet"
438,"Gazami crab"
439,"Japanese amberjack"
440,"Japanese jack mackerel"
441,"Kuruma prawn"
442,"Marine crustaceans nei"
443,"Marine fishes nei"
444,"Octopuses, etc. nei"
445,"Pacific cupped oyster"
446,"Pearl oyster shells nei"
447,"Puffers nei"
448,"Sea squirts nei"
449,"Spiny lobsters nei"
450,"White trevally"
451,"Yesso scallop"
452,"Penaeus shrimps nei"
453,"Milkfish"
454,"Japanese sea cucumber"
455,"Marine molluscs nei"
456,"Yesso scallop"
457,"Abalones nei"
458,"Aquatic invertebrates nei"
459,"Bastard halibut"
460,"Blackhead seabream"
461,"Blood cockle"
462,"Dotted gizzard shad"
463,"Filefishes, leatherjackets nei"
464,"Flathead grey mullet"
465,"Fleshy prawn"
466,"Globose clam"
467,"Groupers nei"
468,"Horned turban"
469,"Inflated ark"
470,"Japanese amberjack"
471,"Japanese carpet shell"
472,"Japanese hard clam"
473,"Japanese jack mackerel"
474,"Japanese seabass"
475,"Korean mussel"
476,"Korean rockfish"
477,"Kuruma prawn"
478,"Mackerels nei"
479,"Marine crustaceans nei"
480,"Marine fishes nei"
481,"Marine molluscs nei"
482,"Okhotsk atka mackerel"
483,"Pacific cupped oyster"
484,"Porgies, seabreams nei"
485,"Scorpionfishes nei"
486,"Sea squirts nei"
487,"Whiteleg shrimp"
488,"Yesso scallop"
489,"Gilthead seabream"
490,"Goldsilk seabream"
491,"Marine fishes nei"
492,"Orange-spotted grouper"
493,"Sobaity seabream"
494,"Whiteleg shrimp"
495,"European seabass"
496,"Gilthead seabream"
497,"Giant tiger prawn"
498,"Indo-Pacific swamp crab"
499,"Sea cucumbers nei"
500,"Banana prawn"
501,"Barramundi"
502,"Blood cockle"
503,"Blood cockle (India)"
504,"Cupped oysters nei"
505,"Cupped oysters nei (India)"
506,"Giant tiger prawn"
507,"Greasy grouper"
508,"Green mussel"
509,"Indo-Pacific swamp crab"
510,"John's snapper"
511,"Mangrove red snapper"
512,"Marine fishes nei"
513,"Whiteleg shrimp"
514,"Atlantic bluefin tuna"
515,"European eel"
516,"European seabass"
517,"Gilthead seabream"
518,"Marine fishes nei"
519,"Turbot"
520,"European seabass"
521,"Giant tiger prawn"
522,"Hooded oyster"
523,"Indo-Pacific swamp crab"
524,"Marine fishes nei"
525,"Red drum"
526,"Cobia"
527,"Goldlined seabream"
528,"Mangrove red snapper"
529,"Marine fishes nei"
530,"Red drum"
531,"Abalones nei"
532,"American cupped oyster"
533,"Bastard halibuts nei"
534,"Callinectes swimcrabs nei"
535,"Clams, etc. nei"
536,"Common snook"
537,"Cortez oyster"
538,"Crevalle jack"
539,"Flathead grey mullet"
540,"Largemouth black bass"
541,"Marine fishes nei"
542,"Mojarras(=Silver-biddies) nei"
543,"Pacific bluefin tuna"
544,"Pacific calico scallop"
545,"Pacific cupped oyster"
546,"Pacific cupped oyster (Atl)"
547,"Red abalone"
548,"Red drum"
549,"Sea mussels nei"
550,"Snappers nei"
551,"Whiteleg shrimp"
552,"Whiteleg shrimp (br)"
553,"Yellowfin tuna"
554,"European eel"
555,"European seabass"
556,"Gilthead seabream"
557,"Mediterranean mussel"
558,"Clams, etc. nei"
559,"European eel"
560,"European flat oyster"
561,"European seabass"
562,"Gilthead seabream"
563,"Marine fishes nei"
564,"Mediterranean mussel"
565,"Pacific cupped oyster"
566,"Penaeus shrimps nei"
567,"Yesso scallop"
568,"Giant tiger prawn"
569,"Indian white prawn"
570,"Japanese meagre"
571,"Aquatic invertebrates nei"
572,"Barramundi"
573,"Giant tiger prawn"
574,"Groupers nei"
575,"Indo-Pacific swamp crab"
576,"Orange mud crab"
577,"Blue mussel"
578,"European flat oyster"
579,"Mediterranean mussel"
580,"Pacific cupped oyster"
581,"Perlemoen abalone"
582,"Milkfish"
583,"Aquatic invertebrates nei"
584,"Blue mussel"
585,"Cupped oysters nei"
586,"European flat oyster"
587,"Rainbow trout"
588,"Soles nei"
589,"Turbot"
590,"Stromboid conchs nei"
591,"Blue shrimp"
592,"Pacific cupped oyster"
593,"Abalones nei"
594,"Chinook(=Spring=King)salmon"
595,"New Zealand mussel"
596,"Pacific cupped oyster"
597,"Blue shrimp"
598,"Whiteleg shrimp"
599,"Mullets nei"
600,"Snappers nei"
601,"Whiteleg shrimp"
602,"Arctic char"
603,"Atlantic cod"
604,"Atlantic halibut"
605,"Atlantic salmon"
606,"Blue mussel"
607,"Chars nei"
608,"European flat oyster"
609,"Finfishes nei"
610,"Great Atlantic scallop"
611,"Marine crustaceans nei"
612,"Marine molluscs nei"
613,"Pacific cupped oyster"
614,"Rainbow trout"
615,"Scallops nei"
616,"European seabass"
617,"Gilthead seabream"
618,"Indian white prawn"
619,"Mullets nei"
620,"Porgies, seabreams nei"
621,"Yellowfin seabream"
622,"Yellowfin tuna"
623,"Penaeus shrimps nei"
624,"Bear paw clam"
625,"Crocus giant clam"
626,"Elongate giant clam"
627,"Fluted giant clam"
628,"Giant clam"
629,"Milkfish"
630,"Smooth giant clam"
631,"Blue shrimp"
632,"Cobia"
633,"Whiteleg shrimp"
634,"Barramundi"
635,"Giant tiger prawn"
636,"Indo-Pacific swamp crab"
637,"Mangrove cupped oyster"
638,"Milkfish"
639,"Pearl oyster shells nei"
640,"Brine shrimp"
641,"False abalone"
642,"Flatfishes nei"
643,"Marine fishes nei"
644,"Pacific cupped oyster"
645,"Peruvian calico scallop"
646,"Whiteleg shrimp"
647,"Banana prawn"
648,"Banana prawn (br)"
649,"Barramundi"
650,"Flathead lobster"
651,"Giant tiger prawn"
652,"Giant tiger prawn (br)"
653,"Green mussel"
654,"Groupers, seabasses nei"
655,"Groupers, seabasses nei (br)"
656,"Indo-Pacific swamp crab"
657,"Jacks, crevalles nei"
658,"Marine fishes nei"
659,"Metapenaeus shrimps nei"
660,"Milkfish"
661,"Milkfish (br)"
662,"Penaeus shrimps nei"
663,"Percoids nei"
664,"Scats"
665,"Slipper cupped oyster"
666,"Snappers nei"
667,"Spinefeet(=Rabbitfishes) nei"
668,"Tropical spiny lobsters nei"
669,"Whiteleg shrimp"
670,"Atlantic bluefin tuna"
671,"Atlantic ditch shrimp"
672,"Atlantic salmon"
673,"Blackspot(=red) seabream"
674,"Brill"
675,"Common cuttlefish"
676,"Common edible cockle"
677,"Common sole"
678,"European eel"
679,"European flat oyster"
680,"European seabass"
681,"European seabass (br)"
682,"Flat and cupped oysters nei"
683,"Gilthead seabream"
684,"Gilthead seabream (br)"
685,"Golden carpet shell"
686,"Grooved carpet shell"
687,"Kuruma prawn"
688,"Marine fishes nei"
689,"Marine molluscs nei"
690,"Meagre"
691,"Mullets nei"
692,"Octopuses nei"
693,"Pacific cupped oyster"
694,"Peppery furrow"
695,"Pullet carpet shell"
696,"Sargo breams nei"
697,"Sea mussels nei"
698,"Seabasses nei"
699,"Solen razor clams nei"
700,"Turbot"
701,"White seabream"
702,"Mangrove cupped oyster"
703,"Penaeus shrimps nei"
704,"White-spotted spinefoot"
705,"Ballan wrasse"
706,"Cobia"
707,"Drums nei"
708,"Mangrove red snapper"
709,"Marine fishes nei"
710,"Pargo breams nei"
711,"Red drum"
712,"Atlantic cod"
713,"Atlantic salmon"
714,"Cupped oysters nei"
715,"Flatfishes nei"
716,"Japanese sea cucumber"
717,"Marine fishes nei"
718,"Mediterranean mussel"
719,"Mullets nei"
720,"Sea mussels nei"
721,"Sea trout"
722,"Sea urchins nei"
723,"Sturgeons nei"
724,"Yesso scallop"
725,"Whiteleg shrimp"
726,"Barramundi"
727,"Bluespot mullet"
728,"Croakers, drums nei"
729,"Flathead grey mullet"
730,"Giant tiger prawn"
731,"Gilthead seabream"
732,"Groupers nei"
733,"Indian white prawn"
734,"Sea cucumbers nei"
735,"Sobaity seabream"
736,"Spinefeet(=Rabbitfishes) nei"
737,"Cupped oysters nei"
738,"Gasar cupped oyster"
739,"Pacific cupped oyster"
740,"Giant tiger prawn"
741,"Banana prawn"
742,"Barramundi"
743,"Blue swimming crab"
744,"Brown-marbled grouper"
745,"Cobia"
746,"Flathead grey mullet"
747,"Fourfinger threadfin"
748,"Giant tiger prawn"
749,"Golden trevally"
750,"Green mussel"
751,"Groupers nei"
752,"Humpback grouper"
753,"Indo-Pacific swamp crab"
754,"Indonesian snakehead"
755,"John's snapper"
756,"Kuruma prawn"
757,"Malabar grouper"
758,"Mangrove red snapper"
759,"Marble goby"
760,"Marine fishes nei"
761,"Milkfish"
762,"Mud spiny lobster"
763,"Orange-spotted grouper"
764,"Pacific cupped oyster"
765,"Papuan black snapper"
766,"Penaeus shrimps nei"
767,"Snappers nei"
768,"Snubnose pompano"
769,"Spinefeet(=Rabbitfishes) nei"
770,"Spotted coralgrouper"
771,"Streaked spinefoot"
772,"Whiteleg shrimp"
773,"European seabass"
774,"Gilthead seabream"
775,"Marine fishes nei"
776,"Mediterranean mussel"
777,"Giant tiger prawn"
778,"Carpet shells nei"
779,"European flat oyster"
780,"Giant tiger prawn"
781,"Indian white prawn"
782,"Kuruma prawn"
783,"Marine fishes nei"
784,"Mediterranean mussel"
785,"Mullets nei"
786,"Pacific cupped oyster"
787,"Perlemoen abalone"
788,"Red bait"
789,"Sea mussels nei"
790,"Smooth mactra"
791,"Turbot"
792,"Whiteleg shrimp"
793,"Atlantic bluefin tuna"
794,"Atlantic salmon"
795,"Banded carpet shell"
796,"Blackspot(=red) seabream"
797,"Brown meagre"
798,"Common dentex"
799,"Common edible cockle"
800,"Common prawn"
801,"Common sole"
802,"Cupped oysters nei"
803,"Donax clams"
804,"European eel"
805,"European flat oyster"
806,"European seabass"
807,"Flathead grey mullet"
808,"Gilthead seabream"
809,"Great Atlantic scallop"
810,"Greater amberjack"
811,"Grooved carpet shell"
812,"Groundfishes nei"
813,"Japanese carpet shell"
814,"Kuruma prawn"
815,"Mackerels nei"
816,"Marine fishes nei"
817,"Marine molluscs nei"
818,"Meagre"
819,"Mullets nei"
820,"Octopuses nei"
821,"Pacific cupped oyster"
822,"Palaemonid shrimps nei"
823,"Palinurid spiny lobsters nei"
824,"Pollack"
825,"Pullet carpet shell"
826,"Rainbow trout"
827,"Sea mussels nei"
828,"Seabasses nei"
829,"Senegalese sole"
830,"Silversides(=Sand smelts) nei"
831,"Soles nei"
832,"Spinous spider crab"
833,"Striped venus"
834,"Turbot"
835,"Warty venus"
836,"White seabream"
837,"Barramundi"
838,"Giant tiger prawn"
839,"Indian backwater oyster"
840,"Indo-Pacific swamp crab"
841,"Milkfish"
842,"Whiteleg shrimp"
843,"Atlantic salmon"
844,"Blue mussel"
845,"European flat oyster"
846,"Rainbow trout"
847,"Abalones nei"
848,"Amberjacks nei"
849,"Barramundi"
850,"Blackhead seabream"
851,"Blood cockle"
852,"Blue swimming crab"
853,"Clams, etc. nei"
854,"Cobia"
855,"Croakers, drums nei"
856,"Daggertooth pike conger"
857,"Flathead grey mullet"
858,"Fourfinger threadfin"
859,"Giant tiger prawn"
860,"Greasyback shrimp"
861,"Greater amberjack"
862,"Groupers nei"
863,"Indo-Pacific swamp crab"
864,"Japanese carpet shell"
865,"Japanese eel"
866,"Japanese hard clam"
867,"Japanese spiny lobster"
868,"Kuruma prawn"
869,"Marine crabs nei"
870,"Marine fishes nei"
871,"Marine molluscs nei"
872,"Milkfish"
873,"Natantian decapods nei"
874,"Pacific cupped oyster"
875,"Porgies, seabreams nei"
876,"Redtail prawn"
877,"Snappers, jobfishes nei"
878,"Trumpet emperor"
879,"Two-spot red snapper"
880,"Whiteleg shrimp"
881,"Yellowback seabream"
882,"Giant tiger prawn"
883,"Indo-Pacific swamp crab"
884,"Milkfish"
885,"Abalones nei"
886,"Banana prawn"
887,"Barramundi"
888,"Blood cockle"
889,"Blood cockle (Ind)"
890,"Cupped oysters nei"
891,"Cupped oysters nei (Ind)"
892,"Fourfinger threadfin"
893,"Giant tiger prawn"
894,"Green mussel"
895,"Groupers nei"
896,"Groupers nei (Ind)"
897,"Horse mussels nei"
898,"Indo-Pacific swamp crab"
899,"Marine fishes nei"
900,"Metapenaeus shrimps nei"
901,"Penaeus shrimps nei"
902,"Squaretail mullet"
903,"Whiteleg shrimp"
904,"Milkfish"
905,"Penaeus shrimps nei"
906,"Bear paw clam"
907,"Elongate giant clam"
908,"Fluted giant clam"
909,"Giant clam"
910,"Milkfish"
911,"Smooth giant clam"
912,"Atlantic bluefin tuna"
913,"Bluefish"
914,"Carpet shells nei"
915,"Common cuttlefish"
916,"Common sole"
917,"European eel"
918,"European flat oyster"
919,"European seabass"
920,"Flathead grey mullet"
921,"Gilthead seabream"
922,"Groupers nei"
923,"Marine crustaceans nei"
924,"Marine fishes nei"
925,"Mediterranean mussel"
926,"Octopuses nei"
927,"Pacific cupped oyster"
928,"Sargo breams nei"
929,"Thinlip grey mullet"
930,"Atlantic bluefin tuna"
931,"Atlantic salmon"
932,"Common two-banded seabream"
933,"European seabass"
934,"Gilthead seabream"
935,"Marine fishes nei"
936,"Mediterranean mussel"
937,"Natantian decapods nei"
938,"Rainbow trout"
939,"Stromboid conchs nei"
940,"Milkfish"
941,"Baltic prawn"
942,"European flounder"
943,"Flatfishes nei"
944,"Gobies nei"
945,"Mediterranean mussel"
946,"Mullets nei"
947,"Mullets nei (br)"
948,"So-iuy mullet"
949,"Sturgeons nei"
950,"European seabass"
951,"Giant tiger prawn"
952,"Gilthead seabream"
953,"Greasy grouper"
954,"Indian white prawn"
955,"Mullets nei"
956,"Sobaity seabream"
957,"White-spotted spinefoot"
958,"Atlantic cod"
959,"Atlantic halibut"
960,"Atlantic salmon"
961,"Blue mussel"
962,"Common edible cockle"
963,"Cupped oysters nei"
964,"European flat oyster"
965,"European seabass"
966,"Great Atlantic scallop"
967,"Grooved carpet shell"
968,"Haddock"
969,"Japanese carpet shell"
970,"Mediterranean mussel"
971,"Northern quahog(=Hard clam)"
972,"Pacific cupped oyster"
973,"Queen scallop"
974,"Rainbow trout"
975,"Sea trout"
976,"Turbot"
977,"Whiteleg shrimp"
978,"Abalones nei"
979,"Amberjacks nei"
980,"American cupped oyster"
981,"Atlantic salmon"
982,"Black seabass"
983,"Blue crab"
984,"Blue mussel"
985,"Butter clam"
986,"Chinook(=Spring=King)salmon"
987,"Clams, etc. nei"
988,"Cockles nei"
989,"Coho(=Silver)salmon"
990,"Cupped oysters nei"
991,"European flat oyster"
992,"Flat oysters nei"
993,"Japanese carpet shell"
994,"Marine molluscs nei"
995,"Northern quahog(=Hard clam)"
996,"Northern white shrimp"
997,"Olympia oyster"
998,"Pacific cupped oyster"
999,"Pacific geoduck"
1000,"Pacific horse clam"
1001,"Pacific littleneck clam"
1002,"Rainbow trout"
1003,"Red drum"
1004,"Sand gaper"
1005,"Scallops nei"
1006,"Whiteleg shrimp"
1007,"Penaeus shrimps nei"
1008,"Blue shrimp"
1009,"Whiteleg shrimp"
1010,"Blue shrimp"
1011,"South American rock mussel"
1012,"Whiteleg shrimp"
1013,"Banana prawn"
1014,"Cobia"
1015,"Giant tiger prawn"
1016,"Indian white prawn"
1017,"Indo-Pacific swamp crab"
1018,"Marine fishes nei"
1019,"Marine molluscs nei"
1020,"Metapenaeus shrimps nei"
1021,"Sea cucumbers nei"
1022,"Tropical spiny lobsters nei"
1023,"Whiteleg shrimp"
