season.year,ASD,ASD2,ScientificName,SpeciesCode,EnglishName,Class,Tax_Lev,totC_old,corr.Catch2
1981,481,48,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,1700039,1700.039
1980,482,48,Notothenia rossii,NOR,Marbled rockcod,F,6,1722000,1722
1980,585,58,Notothenia rossii,NOR,Marbled rockcod,F,6,1723000,1723
1991,483,48,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,1756400,1755.54569
1974,58,58,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,1759000,1759
2011,483,48,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,1760559.79,1759.52357
1983,483,48,Myctophidae,LXX,Lanternfish,F,4,1767000,1764.75668
1980,881,88,Euphausia superba,KRI,Antarctic Krill,C,6,1770000,1770
1986,483,48,Myctophidae,LXX,Lanternfish,F,4,1789000,1788.05422
2003,881,88,Dissostichus mawsoni,TOA,Antarctic toothfish,F,6,1805425,1805.425
2012,483,48,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,1805685.2,1805.6852
2009,483,48,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,1826533.5,1826.26064
1973,483,48,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,1830000,1829.37435
2005,5852,58,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,1851165,1849.33823
1981,482,48,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,1858000,1858
1988,5842,58,Chaenodraco wilsoni,WIC,Spiny icefish,F,6,1862400,1862.4
1988,483,48,Notothenia gibberifrons,NOG,Humped rockcod,F,6,1875146,1875.146
1986,88,88,Euphausia superba,KRI,Antarctic Krill,C,6,1884000,1884
1975,483,48,Notothenia squamifrons,NOS,Grey rockcod,F,6,1900000,1900
1997,5852,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,1927039,1925.14644
1986,5842,58,Chaenodraco wilsoni,WIC,Spiny icefish,F,6,1929924,1929.924
1986,881,88,Euphausia superba,KRI,Antarctic Krill,C,6,1931000,1931
1987,483,48,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,1953717,1952.64226
1984,483,48,Pseudochaenichthys georgianus,SGI,South Georgia icefish,F,6,1967000,1965.833
2003,483,48,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,1986160,1985.88678
1980,5844b,58,Notothenia squamifrons,NOS,Grey rockcod,F,6,2050000,2050
1988,5844a,58,Notothenia squamifrons,NOS,Grey rockcod,F,6,2085000,2085
1987,5844a,58,Notothenia squamifrons,NOS,Grey rockcod,F,6,2114000,2114
1988,5844b,58,Notothenia squamifrons,NOS,Grey rockcod,F,6,2121000,2121
1979,482,48,Chaenocephalus aceratus,SSI,Blackfin icefish,F,6,2161000,2161
2006,483,48,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,2169061,2168.73632
1982,482,48,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,2181000,2181
2004,881,88,Dissostichus mawsoni,TOA,Antarctic toothfish,F,6,2184068,2184.068
1985,5841,58,Euphausia superba,KRI,Antarctic Krill,C,6,2249000,2249
2008,881,88,Dissostichus mawsoni,TOA,Antarctic toothfish,F,6,2250529.81,2250.52981
1979,881,88,Euphausia superba,KRI,Antarctic Krill,C,6,2262000,2262
2008,5852,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,2280448.79,2278.22562
1978,483,48,Chaenocephalus aceratus,SSI,Blackfin icefish,F,6,2307000,2305.56572
1983,481,48,Euphausia superba,KRI,Antarctic Krill,C,6,2333000,2333
2003,5852,58,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,2345094,2342.77981
1985,482,48,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,2361000,2361
1973,58,58,Notothenia squamifrons,NOS,Grey rockcod,F,6,2368000,2368
2007,5852,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,2387406.34,2385.14524
1979,483,48,Nototheniidae,NOX,Antarctic Rockcods,F,4,2387000,2386.16694
1980,482,48,Pseudochaenichthys georgianus,SGI,South Georgia icefish,F,6,2388000,2388
1990,482,48,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,2401000,2401
2009,881,88,Dissostichus mawsoni,TOA,Antarctic toothfish,F,6,2431517.78,2431.51778
1986,585,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,2445000,2445
1985,585,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,2455000,2455
2010,5852,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,2458509.91,2456.21061
1986,585,58,Notothenia squamifrons,NOS,Grey rockcod,F,6,2457000,2457
2009,5852,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,2464395.503,2462.044713
1978,48,48,Notothenia squamifrons,NOS,Grey rockcod,F,6,2473000,2473
2008,483,48,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,2479471,2479.10004
1984,482,48,Notothenia gibberifrons,NOG,Humped rockcod,F,6,2499000,2499
2010,483,48,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,2518423.99,2516.93189
2006,5852,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,2528205.49,2525.67978
1982,881,88,Euphausia superba,KRI,Antarctic Krill,C,6,2544000,2544
2011,5852,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,2564251,2561.90238
1979,482,48,Notothenia gibberifrons,NOG,Humped rockcod,F,6,2598000,2598
1983,481,48,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,2604000,2604
1982,483,48,Notothenia gibberifrons,NOG,Humped rockcod,F,6,2605000,2605
1975,5842,58,Euphausia superba,KRI,Antarctic Krill,C,6,2642000,2642
2002,483,48,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,2667058,2664.91263
2004,483,48,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,2683406,2682.72276
1995,5851,58,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,2708000,2706.60601
1986,482,48,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,2711000,2711
2012,5852,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,2716616.06,2716.61606
1996,482,48,Euphausia superba,KRI,Antarctic Krill,C,6,2734000,2734
1972,483,48,Notothenia rossii,NOR,Marbled rockcod,F,6,2738000,2735.26881
2005,5852,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,2743733.183,2741.033473
2002,5852,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,2756132,2753.48599
1977,483,48,Pseudochaenichthys georgianus,SGI,South Georgia icefish,F,6,2775000,2768.522
1981,482,48,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,2770000,2770
1981,5844b,58,Notothenia squamifrons,NOS,Grey rockcod,F,6,2818000,2818
2011,881,88,Dissostichus mawsoni,TOA,Antarctic toothfish,F,6,2836465.17,2836.46517
2003,5852,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,2843916,2840.86498
1986,483,48,Notothenia gibberifrons,NOG,Humped rockcod,F,6,2848159,2848.159
2004,5852,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,2863506.384,2860.953534
2010,881,88,Dissostichus mawsoni,TOA,Antarctic toothfish,F,6,2868429.22,2868.42922
2008,481,48,Euphausia superba,KRI,Antarctic Krill,C,6,2884209,2884.209
1977,483,48,Notothenia squamifrons,NOS,Grey rockcod,F,6,2937000,2937
2006,881,88,Dissostichus mawsoni,TOA,Antarctic toothfish,F,6,2968190.287,2968.190287
2001,5852,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,2980144,2977.15942
1991,5851,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,3008000,3003.47547
1993,483,48,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,3019936,3019.03377
2005,483,48,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,3034148,3031.79788
1984,483,48,Euphausia superba,KRI,Antarctic Krill,C,6,3057000,3045.9246
2007,881,88,Dissostichus mawsoni,TOA,Antarctic toothfish,F,6,3078743.142,3078.743142
1981,88,88,Euphausia superba,KRI,Antarctic Krill,C,6,3080000,3080
2005,881,88,Dissostichus mawsoni,TOA,Antarctic toothfish,F,6,3097983.439,3097.983439
2006,482,48,Euphausia superba,KRI,Antarctic Krill,C,6,3102070,3102.07
2012,881,88,Dissostichus mawsoni,TOA,Antarctic toothfish,F,6,3173044.2,3173.0442
1998,483,48,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,3201169,3199.41919
1979,481,48,Notothenia gibberifrons,NOG,Humped rockcod,F,6,3212000,3212
1989,5844b,58,Notothenia squamifrons,NOS,Grey rockcod,F,6,3353000,3353
1977,88,88,Euphausia superba,KRI,Antarctic Krill,C,6,3355000,3355
1995,483,48,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,3370828,3369.35722
2009,483,48,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,3381552.71,3379.5786
1981,483,48,Notothenia gibberifrons,NOG,Humped rockcod,F,6,3395000,3395
1973,58,58,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,3444000,3444
1990,5842,58,Chaenodraco wilsoni,WIC,Spiny icefish,F,6,3519295,3519.295
2006,483,48,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,3535181.2,3532.65202
2007,483,48,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,3538632.37,3536.54514
1979,48,48,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,3538000,3538
1999,5852,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,3546990,3544.30072
2000,5852,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,3566407,3563.25361
1993,5851,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,3597000,3593.40667
1996,483,48,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,3601504,3599.82784
1999,483,48,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,3626802,3624.60628
1981,483,48,Channichthyidae,ICX,Crocodile icefishes nei,F,4,3637000,3633.60109
1998,5852,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,3764778,3759.94651
1992,483,48,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,3808968,3806.65483
1997,483,48,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,3812124,3809.88302
1984,483,48,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,3820900,3820.9
2008,483,48,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,3862440.63,3860.18174
1987,5841,58,Euphausia superba,KRI,Antarctic Krill,C,6,3953000,3953
1981,5842,58,Euphausia superba,KRI,Antarctic Krill,C,6,3988000,3988
2001,483,48,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,4046807,4044.14746
1978,483,48,Notothenia rossii,NOR,Marbled rockcod,F,6,4097000,4092.48023
1982,88,88,Euphausia superba,KRI,Antarctic Krill,C,6,4093000,4093
2000,483,48,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,4113584,4111.84545
1984,483,48,Notothenia rossii,NOR,Marbled rockcod,F,6,4124000,4122.48805
2002,5851,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,4153950,4149.55444
1985,584,58,Euphausia superba,KRI,Antarctic Krill,C,6,4167000,4167
1980,5844a,58,Notothenia squamifrons,NOS,Grey rockcod,F,6,4181000,4181
1981,481,48,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,4230035,4230.035
1983,5842,58,Euphausia superba,KRI,Antarctic Krill,C,6,4250000,4250
1980,481,48,Chaenodraco wilsoni,WIC,Spiny icefish,F,6,4320000,4320
1976,5842,58,Euphausia superba,KRI,Antarctic Krill,C,6,4326000,4326
2007,483,48,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,4338796.1,4338.14914
1977,483,48,Notothenia gibberifrons,NOG,Humped rockcod,F,6,4386000,4386
1982,585,58,Notothenia squamifrons,NOS,Grey rockcod,F,6,4450000,4450
1979,48,48,Notothenia rossii,NOR,Marbled rockcod,F,6,4469000,4469
2004,483,48,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,4497151,4494.16381
1984,482,48,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,4499000,4499
1988,482,48,Notothenia gibberifrons,NOG,Humped rockcod,F,6,4511000,4511
1985,881,88,Euphausia superba,KRI,Antarctic Krill,C,6,4595000,4595
1984,483,48,Notothenia gibberifrons,NOG,Humped rockcod,F,6,4652000,4652
1996,5851,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,4710425,4706.10467
1998,5851,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,4713900,4708.96189
1983,881,88,Euphausia superba,KRI,Antarctic Krill,C,6,4718000,4718
1999,5851,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,4730310,4725.16677
1984,585,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,4732000,4732
2001,5851,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,4746662,4741.1409
1982,5842,58,Euphausia superba,KRI,Antarctic Krill,C,6,4759000,4759
2008,5851,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,4849623.466,4844.710066
2012,5851,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,4898840,4898.84
2000,483,48,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,4904322,4901.31285
1986,5844a,58,Notothenia squamifrons,NOS,Grey rockcod,F,6,4966000,4966
2001,482,48,Euphausia superba,KRI,Antarctic Krill,C,6,4980800,4980.8
1976,483,48,Notothenia gibberifrons,NOG,Humped rockcod,F,6,4999000,4999
1983,483,48,Patagonotothen brevicauda,NOT,Patagonian rockcod,F,6,5029000,5029
1997,5851,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,5059222,5054.1986
1987,483,48,Notothenia gibberifrons,NOG,Humped rockcod,F,6,5058284,5058.284
1980,483,48,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,5064000,5064
2005,5851,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,5073382.215,5068.079875
2010,5851,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,5150877.973,5145.796293
2006,5851,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,5155950.57,5150.36851
1978,5852,58,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,5166000,5150.51691
2004,5851,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,5171079,5165.70613
2007,5851,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,5201153.979,5196.156739
2011,5851,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,5235292.33,5230.10167
2009,5851,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,5237741.607,5232.546157
1980,482,48,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,5234000,5234
1986,5841,58,Euphausia superba,KRI,Antarctic Krill,C,6,5283000,5283
2003,5851,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,5290980,5285.11722
1982,483,48,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,5336000,5336
1994,5851,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,5381000,5375.51773
1985,482,48,Notothenia gibberifrons,NOG,Humped rockcod,F,6,5383000,5383
1978,48,48,Notothenia rossii,NOR,Marbled rockcod,F,6,5468000,5468
1985,585,58,Notothenia squamifrons,NOS,Grey rockcod,F,6,5478000,5478
1978,481,48,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,5573000,5573
1995,5851,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,5596000,5590.76317
1984,585,58,Notothenia squamifrons,NOS,Grey rockcod,F,6,5714000,5714
1984,585,58,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,5724000,5724
2002,483,48,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,5742461,5738.51928
1993,5841,58,Euphausia superba,KRI,Antarctic Krill,C,6,5762000,5762
1972,5852,58,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,5860000,5854.59662
1978,5844a,58,Notothenia squamifrons,NOS,Grey rockcod,F,6,5883000,5883
1983,88,88,Euphausia superba,KRI,Antarctic Krill,C,6,5919000,5919
1983,482,48,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,5948000,5948
1976,58,58,Notothenia rossii,NOR,Marbled rockcod,F,6,6061000,6061
2000,5851,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,6139279,6133.16027
1979,483,48,Notothenia gibberifrons,NOG,Humped rockcod,F,6,6150000,6150
1981,585,58,Notothenia squamifrons,NOS,Grey rockcod,F,6,6242000,6242
1986,5844b,58,Notothenia squamifrons,NOS,Grey rockcod,F,6,6298001,6298.001
1988,5842,58,Euphausia superba,KRI,Antarctic Krill,C,6,6490000,6490
1989,483,48,Myctophidae,LXX,Lanternfish,F,4,6530000,6507.27217
1998,482,48,Euphausia superba,KRI,Antarctic Krill,C,6,6673000,6673
1990,483,48,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,6784550,6780.8497
1985,483,48,Patagonotothen brevicauda,NOT,Patagonian rockcod,F,6,6836000,6836
1980,483,48,Notothenia gibberifrons,NOG,Humped rockcod,F,6,6855000,6855
1977,483,48,Euphausia superba,KRI,Antarctic Krill,C,6,6966000,6951.39464
1983,482,48,Notothenia gibberifrons,NOG,Humped rockcod,F,6,7001000,7001
1989,483,48,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,7060060,7055.0948
2005,481,48,Euphausia superba,KRI,Antarctic Krill,C,6,7095409,7095.409
1981,483,48,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,7233000,7233
1980,483,48,Patagonotothen brevicauda,NOT,Patagonian rockcod,F,6,7381000,7381
1978,483,48,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,7472000,7462.00075
1974,5852,58,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,7525000,7518.23165
2003,483,48,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,7528442,7523.68102
1986,585,58,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,7697000,7697
1992,5851,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,7758000,7752.58736
1990,483,48,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,8134660,8131.4542
1982,585,58,Notothenia rossii,NOR,Marbled rockcod,F,6,8193000,8193
1972,58,58,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,8195000,8195
1984,5841,58,Euphausia superba,KRI,Antarctic Krill,C,6,8195000,8195
1978,48,48,Notothenia gibberifrons,NOG,Humped rockcod,F,6,8294000,8294
1977,483,48,Notothenia rossii,NOR,Marbled rockcod,F,6,8574000,8568.88313
2010,483,48,Euphausia superba,KRI,Antarctic Krill,C,6,8712335.354,8691.900864
1980,483,48,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,8795000,8788.46935
1987,483,48,Patagonotothen brevicauda,NOT,Patagonian rockcod,F,6,8816001,8816.001
1987,483,48,Myctophidae,LXX,Lanternfish,F,4,8997005,8987.07236
2011,481,48,Euphausia superba,KRI,Antarctic Krill,C,6,9214742,9214.742
1989,5851,58,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,9259000,9253.34101
1975,5852,58,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,9710000,9701.27033
1979,481,48,Chaenodraco wilsoni,WIC,Spiny icefish,F,6,10130000,10130
1986,584,58,Euphausia superba,KRI,Antarctic Krill,C,6,10164000,10164
1975,58,58,Notothenia squamifrons,NOS,Grey rockcod,F,6,10198000,10198
1975,58,58,Notothenia rossii,NOR,Marbled rockcod,F,6,10248000,10248
1989,483,48,Patagonotothen brevicauda,NOT,Patagonian rockcod,F,6,10420000,10420
1980,5842,58,Euphausia superba,KRI,Antarctic Krill,C,6,10525000,10525
2002,481,48,Euphausia superba,KRI,Antarctic Krill,C,6,10645900,10645.9
1971,483,48,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,10701000,10697.34147
1977,5842,58,Euphausia superba,KRI,Antarctic Krill,C,6,10698000,10698
1976,483,48,Notothenia rossii,NOR,Marbled rockcod,F,6,10753000,10742.27373
1981,585,58,Notothenia rossii,NOR,Marbled rockcod,F,6,10865000,10865
1978,5851,58,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,11039000,11027.91732
1980,585,58,Notothenia squamifrons,NOS,Grey rockcod,F,6,11272000,11272
1976,5851,58,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,11566000,11554.11801
1976,58,58,Notothenia squamifrons,NOS,Grey rockcod,F,6,12200000,12200
1976,483,48,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,12290000,12277.96049
1978,5842,58,Euphausia superba,KRI,Antarctic Krill,C,6,12301000,12301
1978,5841,58,Euphausia superba,KRI,Antarctic Krill,C,6,12598000,12598
1993,482,48,Euphausia superba,KRI,Antarctic Krill,C,6,12670000,12670
1978,483,48,Pseudochaenichthys georgianus,SGI,South Georgia icefish,F,6,12743000,12733.99451
1985,481,48,Euphausia superba,KRI,Antarctic Krill,C,6,12933000,12933
1983,482,48,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,13233000,13233
1991,5851,58,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,13308100,13294.79191
1978,483,48,Notothenia gibberifrons,NOG,Humped rockcod,F,6,13353000,13353
2004,481,48,Euphausia superba,KRI,Antarctic Krill,C,6,13881500,13881.5
1979,5842,58,Euphausia superba,KRI,Antarctic Krill,C,6,14135000,14135
1988,5851,58,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,14492000,14473.88847
1983,483,48,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,14519900,14519.9
2006,483,48,Euphausia superba,KRI,Antarctic Krill,C,6,14613239,14601.9317
1984,584,58,Euphausia superba,KRI,Antarctic Krill,C,6,14702000,14702
1993,483,48,Euphausia superba,KRI,Antarctic Krill,C,6,14742000,14729.01608
1986,483,48,Patagonotothen brevicauda,NOT,Patagonian rockcod,F,6,14868050,14868.05
1979,483,48,Patagonotothen brevicauda,NOT,Patagonian rockcod,F,6,15011000,15011
1978,48,48,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,15052000,15052
1977,5852,58,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,15201000,15146.95515
2003,482,48,Euphausia superba,KRI,Antarctic Krill,C,6,15426786,15426.786
1977,483,48,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,15522000,15522
1988,483,48,Patagonotothen brevicauda,NOT,Patagonian rockcod,F,6,15952048,15952.048
1984,483,48,Patagonotothen brevicauda,NOT,Patagonian rockcod,F,6,16869000,16869
2000,482,48,Euphausia superba,KRI,Antarctic Krill,C,6,16891000,16891
1983,483,48,Euphausia superba,KRI,Antarctic Krill,C,6,16928000,16898.24229
1971,5851,58,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,17958000,17928.13101
1972,5851,58,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,18031000,18023.6264
2007,481,48,Euphausia superba,KRI,Antarctic Krill,C,6,18418647,18418.647
1987,482,48,Euphausia superba,KRI,Antarctic Krill,C,6,18427000,18427
1981,5841,58,Euphausia superba,KRI,Antarctic Krill,C,6,18706000,18706
1980,481,48,Notothenia rossii,NOR,Marbled rockcod,F,6,18763000,18763
1974,48,48,Euphausia superba,KRI,Antarctic Krill,C,6,19139000,19139
1994,482,48,Euphausia superba,KRI,Antarctic Krill,C,6,19259000,19259
1985,585,58,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,19610000,19610
1983,585,58,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,19899000,19899
1974,58,58,Notothenia squamifrons,NOS,Grey rockcod,F,6,19977000,19977
1994,483,48,Euphausia superba,KRI,Antarctic Krill,C,6,20300670,20282.86251
1973,58,58,Notothenia rossii,NOR,Marbled rockcod,F,6,20361000,20361
