SBID,SpeciesCode,CatchWeight,season year,calendar month nr,ASD,TargetSpeciesCode,GearCode,FishingCode
69,LXX,3697000,1988,10,483,MZZ,OTM,C
70,ANI,9209000,1988,11,483,MZZ,OTM,C
70,MZZ,2000,1988,11,483,MZZ,OTM,C
70,NOG,2000,1988,11,483,MZZ,OTM,C
70,NOR,2000,1988,11,483,MZZ,OTM,C
71,LXX,1175000,1988,12,483,MZZ,OTM,C
71,NOS,487000,1988,12,483,MZZ,OTM,C
71,NOT,1299000,1988,12,483,MZZ,OTM,C
72,LXX,2114000,1989,1,483,MZZ,OTM,C
72,NOS,440000,1989,1,483,MZZ,OTM,C
72,NOT,5879000,1989,1,483,MZZ,OTM,C
73,LXX,686000,1989,2,483,MZZ,OTM,C
73,MZZ,2000,1989,2,483,MZZ,OTM,C
73,NOT,454000,1989,2,483,MZZ,OTM,C
74,LXX,118000,1989,3,483,MZZ,OTM,C
74,MZZ,2000,1989,3,483,MZZ,OTM,C
75,LXX,507000,1989,4,483,MZZ,OTM,C
75,MZZ,10000,1989,4,483,MZZ,OTM,C
76,LXX,1257000,1989,5,483,MZZ,OTM,C
76,MZZ,4000,1989,5,483,MZZ,OTM,C
77,LXX,756000,1989,6,483,MZZ,OTM,C
77,MZZ,5000,1989,6,483,MZZ,OTM,C
78,LXX,261000,1989,7,483,MZZ,OTM,C
78,MZZ,4000,1989,7,483,MZZ,OTM,C
79,ANI,6506000,1988,11,483,MZZ,OTB,C
79,LXX,76000,1988,11,483,MZZ,OTB,C
79,MZZ,1000,1988,11,483,MZZ,OTB,C
79,NOG,751000,1988,11,483,MZZ,OTB,C
79,NOR,150000,1988,11,483,MZZ,OTB,C
79,TOP,61000,1988,11,483,MZZ,OTB,C
80,ANI,1071000,1988,12,483,MZZ,OTB,C
80,LXX,18000,1988,12,483,MZZ,OTB,C
80,MZZ,2000,1988,12,483,MZZ,OTB,C
80,NOG,84000,1988,12,483,MZZ,OTB,C
80,NOT,165000,1988,12,483,MZZ,OTB,C
80,TOP,15000,1988,12,483,MZZ,OTB,C
81,MZZ,4000,1989,1,483,MZZ,OTB,C
81,NOT,170000,1989,1,483,MZZ,OTB,C
82,LXX,46000,1989,2,483,MZZ,OTB,C
82,MZZ,1000,1989,2,483,MZZ,OTB,C
82,NOT,235000,1989,2,483,MZZ,OTB,C
83,LXX,123000,1988,8,483,MZZ,OTB,C
84,LXX,56000,1988,10,483,MZZ,OTB,C
85,ANI,2618000,1988,11,483,MZZ,OTB,C
85,TOP,20000,1988,11,483,MZZ,OTB,C
86,ANI,584000,1988,12,483,MZZ,OTB,C
86,LXX,37000,1988,12,483,MZZ,OTB,C
86,NOT,1132000,1988,12,483,MZZ,OTB,C
87,MZZ,3000,1989,1,483,MZZ,OTB,C
87,NOT,1390000,1989,1,483,MZZ,OTB,C
88,LXX,85000,1989,2,483,MZZ,OTB,C
88,MZZ,1000,1989,2,483,MZZ,OTB,C
88,NOT,1591000,1989,2,483,MZZ,OTB,C
89,KRI,96000,1989,3,5842,KRI,OTM,S
90,KRI,112000,1989,4,5842,KRI,OTM,S
91,KRI,9000,1989,5,5842,KRI,OTM,S
103,ANI,798000,1988,10,5851,MZZ,OTB,C
103,TOP,8000,1988,10,5851,MZZ,OTB,C
104,ANI,4773000,1988,11,5851,MZZ,OTB,C
104,NOR,29000,1988,11,5851,MZZ,OTB,C
104,TOP,802000,1988,11,5851,MZZ,OTB,C
105,ANI,8714000,1988,12,5851,MZZ,OTB,C
105,NOR,43000,1988,12,5851,MZZ,OTB,C
105,NOS,7000,1988,12,5851,MZZ,OTB,C
105,TOP,81000,1988,12,5851,MZZ,OTB,C
106,ANI,3254000,1989,1,5851,MZZ,OTB,C
106,MZZ,24000,1989,1,5851,MZZ,OTB,C
106,NOR,29000,1989,1,5851,MZZ,OTB,C
106,NOS,603000,1989,1,5851,MZZ,OTB,C
106,TOP,468000,1989,1,5851,MZZ,OTB,C
107,ANI,3331000,1989,2,5851,MZZ,OTB,C
107,NOR,22000,1989,2,5851,MZZ,OTB,C
107,NOS,2000,1989,2,5851,MZZ,OTB,C
107,TOP,46000,1989,2,5851,MZZ,OTB,C
108,ANI,1866000,1989,3,5851,MZZ,OTB,C
108,NOR,122000,1989,3,5851,MZZ,OTB,C
108,NOS,591000,1989,3,5851,MZZ,OTB,C
108,TOP,10000,1989,3,5851,MZZ,OTB,C
109,ANI,293000,1989,4,5851,MZZ,OTB,C
109,NOS,350000,1989,4,5851,MZZ,OTB,C
109,TOP,85000,1989,4,5851,MZZ,OTB,C
110,ANI,34000,1989,5,5851,MZZ,OTB,C
110,TOP,129000,1989,5,5851,MZZ,OTB,C
111,LXX,1110000,1988,11,883,LXX,OTM,C
112,TOP,279000,1988,11,483,TOT,LLS,C
113,TOP,113000,1988,12,483,TOT,LLS,C
114,TOP,200000,1989,1,483,TOT,LLS,C
115,TOP,398000,1989,2,483,TOT,LLS,C
116,TOP,641000,1989,3,483,TOT,LLS,C
117,TOP,838000,1989,4,483,TOT,LLS,C
118,TOP,554000,1989,5,483,TOT,LLS,C
119,TOP,692000,1989,6,483,TOT,LLS,C
120,TOP,327000,1989,7,483,TOT,LLS,C
121,KRI,196000,1989,2,481,KRI,OTM,C
122,KRI,681000,1989,3,481,KRI,OTM,C
123,KRI,738000,1989,4,481,KRI,OTM,C
124,KRI,164000,1989,3,482,KRI,OTM,C
125,KRI,57000,1989,2,481,KRI,OTM,C
126,KRI,2750000,1989,3,481,KRI,OTM,C
127,KRI,2135000,1989,4,481,KRI,OTM,C
128,KRI,387000,1989,5,481,KRI,OTM,C
129,KRI,80000,1989,1,481,KRI,OTM,C
130,KRI,407000,1989,2,481,KRI,OTM,C
131,KRI,638000,1989,3,481,KRI,OTM,C
132,KRI,698000,1989,4,481,KRI,OTM,C
133,KRI,1137000,1989,2,482,KRI,OTM,C
134,KRI,1595000,1989,3,482,KRI,OTM,C
135,KRI,288000,1988,8,483,KRI,OTM,C
136,KRI,348000,1988,9,483,KRI,OTM,C
137,KRI,222000,1989,5,483,KRI,OTM,C
138,KRI,956000,1989,6,483,KRI,OTM,C
139,KRI,628000,1989,7,483,KRI,OTM,C
140,ANI,1000,1989,2,481,MZZ,OTB,C
140,NOG,2000,1989,2,481,MZZ,OTB,C
140,SSI,1000,1989,2,481,MZZ,OTB,C
141,MZZ,4000,1988,9,483,MZZ,OTB,E
141,NOS,4000,1988,9,483,MZZ,OTB,E
144,ANI,715000,1978,3,482,MZZ,OTM,C
144,MZZ,64000,1978,3,482,MZZ,OTM,C
144,NOG,6000,1978,3,482,MZZ,OTM,C
144,NOR,4000,1978,3,482,MZZ,OTM,C
144,SGI,358000,1978,3,482,MZZ,OTM,C
144,SSI,119000,1978,3,482,MZZ,OTM,C
145,ANI,232000,1978,4,482,MZZ,OTM,C
145,MZZ,10000,1978,4,482,MZZ,OTM,C
145,SGI,116000,1978,4,482,MZZ,OTM,C
145,SSI,38000,1978,4,482,MZZ,OTM,C
146,KRI,94000,1978,1,483,MZZ,OTM,C
146,MZZ,80000,1978,1,483,MZZ,OTM,C
146,NOG,2000,1978,1,483,MZZ,OTM,C
147,ANI,107000,1978,2,483,MZZ,OTM,C
147,MZZ,14000,1978,2,483,MZZ,OTM,C
147,NOG,35000,1978,2,483,MZZ,OTM,C
147,NOR,23000,1978,2,483,MZZ,OTM,C
147,SGI,53000,1978,2,483,MZZ,OTM,C
147,SSI,18000,1978,2,483,MZZ,OTM,C
148,ANI,12000,1979,4,481,MZZ,OT,C
148,MZZ,3000,1979,4,481,MZZ,OT,C
148,NOG,1000,1979,4,481,MZZ,OT,C
148,NOR,1000,1979,4,481,MZZ,OT,C
148,SGI,6000,1979,4,481,MZZ,OT,C
148,SSI,2000,1979,4,481,MZZ,OT,C
149,ANI,136000,1979,1,482,MZZ,OT,C
149,MZZ,6000,1979,1,482,MZZ,OT,C
149,NOG,20000,1979,1,482,MZZ,OT,C
149,NOR,13000,1979,1,482,MZZ,OT,C
149,SGI,68000,1979,1,482,MZZ,OT,C
149,SSI,23000,1979,1,482,MZZ,OT,C
150,ANI,36000,1979,2,482,MZZ,OT,C
150,KRI,18000,1979,2,482,MZZ,OT,C
150,MZZ,21000,1979,2,482,MZZ,OT,C
150,NOG,17000,1979,2,482,MZZ,OT,C
150,NOR,11000,1979,2,482,MZZ,OT,C
150,NOX,77000,1979,2,482,MZZ,OT,C
150,SGI,19000,1979,2,482,MZZ,OT,C
150,SSI,6000,1979,2,482,MZZ,OT,C
151,ANI,9000,1979,3,483,NOX,OT,C
151,KRI,28000,1979,3,483,NOX,OT,C
151,MZZ,209000,1979,3,483,NOX,OT,C
151,NOG,2000,1979,3,483,NOX,OT,C
151,NOR,1000,1979,3,483,NOX,OT,C
151,NOX,1838000,1979,3,483,NOX,OT,C
151,SGI,5000,1979,3,483,NOX,OT,C
151,SSI,1000,1979,3,483,NOX,OT,C
152,ANI,102000,1979,4,483,NOX,OT,C
152,MZZ,82000,1979,4,483,NOX,OT,C
152,NOG,10000,1979,4,483,NOX,OT,C
152,NOR,7000,1979,4,483,NOX,OT,C
152,NOX,549000,1979,4,483,NOX,OT,C
152,SGI,52000,1979,4,483,NOX,OT,C
152,SSI,17000,1979,4,483,NOX,OT,C
153,MZZ,44000,1980,2,481,MZZ,OT,C
153,NOG,23000,1980,2,481,MZZ,OT,C
153,SGI,43000,1980,2,481,MZZ,OT,C
154,ANI,88000,1980,2,482,MZZ,OT,C
154,SSI,15000,1980,2,482,MZZ,OT,C
155,ANI,41000,1980,3,482,MZZ,OT,C
155,MZZ,160000,1980,3,482,MZZ,OT,C
155,NOG,11000,1980,3,482,MZZ,OT,C
155,NOX,130000,1980,3,482,MZZ,OT,C
155,SGI,21000,1980,3,482,MZZ,OT,C
155,SSI,7000,1980,3,482,MZZ,OT,C
156,NOX,293000,1980,3,483,NOX,OT,C
157,MZZ,156000,1980,4,483,NOX,OT,C
157,NOX,193000,1980,4,483,NOX,OT,C
158,KRI,165000,1976,6,481,KRI,OTM,C
159,KRI,111000,1976,7,481,KRI,OTM,C
160,KRI,92000,1976,11,481,KRI,OTM,C
161,KRI,396000,1983,1,481,KRI,OTM,C
162,KRI,99000,1983,1,482,KRI,OTM,C
163,KRI,1951000,1983,2,482,KRI,OTM,C
164,KRI,1306000,1983,3,482,KRI,OTM,C
165,KRI,1350000,1984,2,481,KRI,OTM,C
166,KRI,299000,1984,3,481,KRI,OTM,C
167,KRI,1636000,1985,3,481,KRI,OTM,C
168,KRI,962000,1985,4,481,KRI,OTM,C
169,KRI,226000,1986,2,481,KRI,OTM,C
170,KRI,2677000,1986,3,481,KRI,OTM,C
171,KRI,361000,1986,4,481,KRI,OTM,C
172,KRI,301000,1987,2,481,KRI,OTM,C
173,KRI,3178000,1987,3,481,KRI,OTM,C
174,KRI,584000,1987,4,481,KRI,OTM,C
175,KRI,5504000,1988,3,481,KRI,OTM,C
176,KRI,434000,1988,4,481,KRI,OTM,C
177,NOG,168000,1977,6,483,MZZ,OTB,C
177,NOR,190000,1977,6,483,MZZ,OTB,C
178,NOG,202000,1977,7,483,MZZ,OTB,C
178,NOR,230000,1977,7,483,MZZ,OTB,C
179,ANI,1618000,1978,3,482,ANI,OTM,C
179,KRI,2000,1978,3,482,ANI,OTM,C
179,NOG,5000,1978,3,482,ANI,OTM,C
179,NOR,55000,1978,3,482,ANI,OTM,C
179,SGI,16000,1978,3,482,ANI,OTM,C
179,SRX,4000,1978,3,482,ANI,OTM,C
180,ANI,554000,1978,4,482,ANI,OTM,C
181,ANI,431000,1978,3,482,ANI,OTM,C
182,NOR,70000,1978,1,483,MZZ,OTB,C
182,SGI,58000,1978,1,483,MZZ,OTB,C
183,NOG,174000,1978,2,483,MZZ,OTB,C
183,NOR,111000,1978,2,483,MZZ,OTB,C
183,NOX,1000,1978,2,483,MZZ,OTB,C
183,SGI,463000,1978,2,483,MZZ,OTB,C
184,MZZ,8000,1978,3,483,MZZ,OTB,C
184,NOG,84000,1978,3,483,MZZ,OTB,C
184,NOR,70000,1978,3,483,MZZ,OTB,C
184,NOX,5000,1978,3,483,MZZ,OTB,C
184,SGI,156000,1978,3,483,MZZ,OTB,C
185,NOG,4000,1978,4,483,MZZ,OTB,C
185,SGI,36000,1978,4,483,MZZ,OTB,C
186,MZZ,8000,1978,5,483,MZZ,OTB,C
186,NOG,197000,1978,5,483,MZZ,OTB,C
186,NOR,19000,1978,5,483,MZZ,OTB,C
186,NOX,4000,1978,5,483,MZZ,OTB,C
186,SGI,83000,1978,5,483,MZZ,OTB,C
187,MZZ,6000,1978,6,483,MZZ,OTB,C
187,NOG,180000,1978,6,483,MZZ,OTB,C
187,NOR,36000,1978,6,483,MZZ,OTB,C
187,NOX,4000,1978,6,483,MZZ,OTB,C
187,SGI,50000,1978,6,483,MZZ,OTB,C
188,NOG,168000,1978,2,483,MZZ,OTB,C
188,NOR,57000,1978,2,483,MZZ,OTB,C
188,SGI,462000,1978,2,483,MZZ,OTB,C
189,NOG,70000,1978,3,483,MZZ,OTB,C
189,NOR,36000,1978,3,483,MZZ,OTB,C
189,NOX,3000,1978,3,483,MZZ,OTB,C
189,SGI,126000,1978,3,483,MZZ,OTB,C
190,NOG,4000,1978,4,483,MZZ,OTB,C
190,SGI,13000,1978,4,483,MZZ,OTB,C
191,ANI,15000,1978,1,483,MZZ,OTB,C
191,NOG,175000,1978,1,483,MZZ,OTB,C
191,NOR,127000,1978,1,483,MZZ,OTB,C
191,SGI,218000,1978,1,483,MZZ,OTB,C
191,SSI,15000,1978,1,483,MZZ,OTB,C
192,NOG,515000,1978,2,483,MZZ,OTB,C
192,NOR,310000,1978,2,483,MZZ,OTB,C
192,SGI,1744000,1978,2,483,MZZ,OTB,C
193,ANI,151000,1978,3,483,MZZ,OTB,C
193,KRI,6000,1978,3,483,MZZ,OTB,C
193,NOG,372000,1978,3,483,MZZ,OTB,C
193,NOR,337000,1978,3,483,MZZ,OTB,C
193,NOX,3000,1978,3,483,MZZ,OTB,C
193,SGI,834000,1978,3,483,MZZ,OTB,C
193,SRX,4000,1978,3,483,MZZ,OTB,C
194,NOG,3000,1978,4,483,MZZ,OTB,C
194,NOR,4000,1978,4,483,MZZ,OTB,C
194,SGI,29000,1978,4,483,MZZ,OTB,C
195,ANI,188000,1979,0,481,MZZ,OT,C
195,ICX,26000,1979,0,481,MZZ,OT,C
195,MZZ,61000,1979,0,481,MZZ,OT,C
195,NOG,843000,1979,0,481,MZZ,OT,C
195,NOR,135000,1979,0,481,MZZ,OT,C
195,NOX,21000,1979,0,481,MZZ,OT,C
195,SQU,2000,1979,0,481,MZZ,OT,C
195,SRX,1000,1979,0,481,MZZ,OT,C
195,WIC,2028000,1979,0,481,MZZ,OT,C
196,ANI,386000,1979,0,482,MZZ,OT,C
196,ICX,243000,1979,0,482,MZZ,OT,C
196,MZZ,20000,1979,0,482,MZZ,OT,C
196,NOG,439000,1979,0,482,MZZ,OT,C
196,NOR,13000,1979,0,482,MZZ,OT,C
197,KRI,102000,1979,0,483,MZZ,OT,C
197,MZZ,8000,1979,0,483,MZZ,OT,C
197,NOG,274000,1979,0,483,MZZ,OT,C
197,NOR,15000,1979,0,483,MZZ,OT,C
197,SGI,152000,1979,0,483,MZZ,OT,C
197,SSI,4000,1979,0,483,MZZ,OT,C
198,ANI,179000,1980,2,482,MZZ,OTB,C
198,ICX,80000,1980,2,482,MZZ,OTB,C
198,NOG,54000,1980,2,482,MZZ,OTB,C
198,NOR,35000,1980,2,482,MZZ,OTB,C
198,NOX,32000,1980,2,482,MZZ,OTB,C
198,SGI,17000,1980,2,482,MZZ,OTB,C
199,ANI,120000,1980,3,482,MZZ,OTB,C
199,ICX,60000,1980,3,482,MZZ,OTB,C
199,NOG,98000,1980,3,482,MZZ,OTB,C
199,NOR,5000,1980,3,482,MZZ,OTB,C
199,NOX,9000,1980,3,482,MZZ,OTB,C
199,SGI,221000,1980,3,482,MZZ,OTB,C
200,ANI,299000,1980,4,482,MZZ,OTB,C
200,ICX,131000,1980,4,482,MZZ,OTB,C
200,NOG,77000,1980,4,482,MZZ,OTB,C
200,NOX,93000,1980,4,482,MZZ,OTB,C
200,SGI,37000,1980,4,482,MZZ,OTB,C
201,ANI,59000,1980,5,482,MZZ,OTB,C
201,ICX,29000,1980,5,482,MZZ,OTB,C
201,NOG,68000,1980,5,482,MZZ,OTB,C
201,NOR,5000,1980,5,482,MZZ,OTB,C
201,NOX,194000,1980,5,482,MZZ,OTB,C
201,POS,36000,1980,5,482,MZZ,OTB,C
201,SGI,117000,1980,5,482,MZZ,OTB,C
201,SRX,5000,1980,5,482,MZZ,OTB,C
202,ANI,571000,1980,2,482,MZZ,OTB,C
202,ICX,255000,1980,2,482,MZZ,OTB,C
202,NOG,73000,1980,2,482,MZZ,OTB,C
202,NOR,10000,1980,2,482,MZZ,OTB,C
202,NOX,63000,1980,2,482,MZZ,OTB,C
202,SGI,53000,1980,2,482,MZZ,OTB,C
203,ANI,836000,1980,3,482,MZZ,OTB,C
203,ICX,418000,1980,3,482,MZZ,OTB,C
203,NOG,370000,1980,3,482,MZZ,OTB,C
203,NOR,54000,1980,3,482,MZZ,OTB,C
203,NOX,22000,1980,3,482,MZZ,OTB,C
203,SGI,1534000,1980,3,482,MZZ,OTB,C
204,ANI,1498000,1980,4,482,MZZ,OTB,C
204,ICX,655000,1980,4,482,MZZ,OTB,C
204,NOG,134000,1980,4,482,MZZ,OTB,C
204,NOR,13000,1980,4,482,MZZ,OTB,C
204,NOX,653000,1980,4,482,MZZ,OTB,C
204,SGI,187000,1980,4,482,MZZ,OTB,C
205,ANI,84000,1980,5,482,MZZ,OTB,C
205,ICX,40000,1980,5,482,MZZ,OTB,C
205,NOG,43000,1980,5,482,MZZ,OTB,C
205,NOR,8000,1980,5,482,MZZ,OTB,C
205,NOX,171000,1980,5,482,MZZ,OTB,C
205,SGI,164000,1980,5,482,MZZ,OTB,C
205,SRX,1000,1980,5,482,MZZ,OTB,C
206,ICX,194000,1980,11,483,MZZ,OTB,C
206,NOG,32000,1980,11,483,MZZ,OTB,C
206,NOR,38000,1980,11,483,MZZ,OTB,C
206,NOX,19000,1980,11,483,MZZ,OTB,C
206,SRX,2000,1980,11,483,MZZ,OTB,C
207,ICX,75000,1980,12,483,MZZ,OTB,C
207,NOG,99000,1980,12,483,MZZ,OTB,C
207,NOR,62000,1980,12,483,MZZ,OTB,C
207,NOX,9000,1980,12,483,MZZ,OTB,C
207,SRX,1000,1980,12,483,MZZ,OTB,C
208,ICX,108000,1981,1,483,MZZ,OTB,C
208,NOG,210000,1981,1,483,MZZ,OTB,C
208,NOR,144000,1981,1,483,MZZ,OTB,C
208,NOX,31000,1981,1,483,MZZ,OTB,C
208,SRX,11000,1981,1,483,MZZ,OTB,C
209,ICX,89000,1981,2,483,MZZ,OTB,C
209,NOG,69000,1981,2,483,MZZ,OTB,C
209,NOR,31000,1981,2,483,MZZ,OTB,C
209,NOX,4000,1981,2,483,MZZ,OTB,C
209,SRX,7000,1981,2,483,MZZ,OTB,C
210,ICX,19000,1981,3,483,MZZ,OTB,C
210,NOG,4000,1981,3,483,MZZ,OTB,C
210,NOR,1000,1981,3,483,MZZ,OTB,C
211,ICX,11000,1981,4,483,MZZ,OTB,C
211,NOG,7000,1981,4,483,MZZ,OTB,C
211,NOR,4000,1981,4,483,MZZ,OTB,C
212,ICX,454000,1980,11,483,MZZ,OTB,C
212,NOG,187000,1980,11,483,MZZ,OTB,C
212,NOR,177000,1980,11,483,MZZ,OTB,C
212,NOX,29000,1980,11,483,MZZ,OTB,C
213,ICX,194000,1980,12,483,MZZ,OTB,C
213,NOG,310000,1980,12,483,MZZ,OTB,C
213,NOR,215000,1980,12,483,MZZ,OTB,C
213,NOX,18000,1980,12,483,MZZ,OTB,C
214,ICX,83000,1981,1,483,MZZ,OTB,C
214,NOG,163000,1981,1,483,MZZ,OTB,C
214,NOR,99000,1981,1,483,MZZ,OTB,C
214,NOX,12000,1981,1,483,MZZ,OTB,C
214,SRX,3000,1981,1,483,MZZ,OTB,C
215,ICX,1368000,1981,2,483,MZZ,OTB,C
215,NOG,325000,1981,2,483,MZZ,OTB,C
215,NOR,95000,1981,2,483,MZZ,OTB,C
215,NOX,3000,1981,2,483,MZZ,OTB,C
215,SRX,9000,1981,2,483,MZZ,OTB,C
216,ICX,921000,1981,3,483,MZZ,OTB,C
216,NOG,468000,1981,3,483,MZZ,OTB,C
216,NOR,130000,1981,3,483,MZZ,OTB,C
216,NOX,38000,1981,3,483,MZZ,OTB,C
216,SRX,5000,1981,3,483,MZZ,OTB,C
217,ICX,1038000,1981,4,483,MZZ,OTB,C
217,NOG,537000,1981,4,483,MZZ,OTB,C
217,NOR,62000,1981,4,483,MZZ,OTB,C
217,NOX,47000,1981,4,483,MZZ,OTB,C
217,SRX,8000,1981,4,483,MZZ,OTB,C
218,ANI,35000,1984,8,483,MZZ,OTB,C
218,ICX,54000,1984,8,483,MZZ,OTB,C
218,NOG,202000,1984,8,483,MZZ,OTB,C
218,NOR,32000,1984,8,483,MZZ,OTB,C
218,NOX,223000,1984,8,483,MZZ,OTB,C
218,SRX,28000,1984,8,483,MZZ,OTB,C
219,KRI,50000,1985,7,483,KRI,OTM,E
220,ICX,153600,1986,3,483,ICX,OTB,C
220,NOG,65300,1986,3,483,ICX,OTB,C
220,NOX,15200,1986,3,483,ICX,OTB,C
221,ICX,260700,1986,1,483,ICX,OTB,C
221,NOG,46400,1986,1,483,ICX,OTB,C
221,NOR,100,1986,1,483,ICX,OTB,C
222,ICX,336000,1986,2,483,ICX,OTB,C
222,NOG,110200,1986,2,483,ICX,OTB,C
222,NOR,2300,1986,2,483,ICX,OTB,C
222,NOX,3600,1986,2,483,ICX,OTB,C
223,ICX,90800,1986,3,483,ICX,OTB,C
223,NOG,42100,1986,3,483,ICX,OTB,C
223,NOX,3900,1986,3,483,ICX,OTB,C
224,ICX,132500,1986,7,483,ICX,OTB,C
224,NOG,30100,1986,7,483,ICX,OTB,C
224,NOX,3900,1986,7,483,ICX,OTB,C
224,SRX,800,1986,7,483,ICX,OTB,C
225,ANI,267400,1987,2,483,ANI,OTB,C
225,MZZ,18000,1987,2,483,ANI,OTB,C
225,NOG,64600,1987,2,483,ANI,OTB,C
225,NOR,5000,1987,2,483,ANI,OTB,C
225,SGI,24500,1987,2,483,ANI,OTB,C
225,SSI,60700,1987,2,483,ANI,OTB,C
225,TOP,2700,1987,2,483,ANI,OTB,C
226,ANI,225500,1987,3,483,ANI,OTB,C
226,MZZ,16000,1987,3,483,ANI,OTB,C
226,NOG,42200,1987,3,483,ANI,OTB,C
226,NOR,3700,1987,3,483,ANI,OTB,C
226,SGI,21900,1987,3,483,ANI,OTB,C
226,SSI,51400,1987,3,483,ANI,OTB,C
226,TOP,3700,1987,3,483,ANI,OTB,C
227,ANI,276000,1987,12,483,ANI,OTB,C
227,NOG,119000,1987,12,483,ANI,OTB,C
227,SGI,10000,1987,12,483,ANI,OTB,C
