SBID,SpeciesCode,CatchWeight,season year,calendar month nr,ASD,TargetSpeciesCode,GearCode,FishingCode
5036,MRL,249.54,2011,1,881,TOT,LLS,C
5036,SRX,160,2011,1,881,TOT,LLS,C
5036,TOA,145290.98,2011,1,881,TOT,LLS,C
5037,ANT,15.48,2011,1,881,TOT,LLS,C
5037,GRV,19896.54,2011,1,881,TOT,LLS,C
5037,ICX,25.37,2011,1,881,TOT,LLS,C
5037,MRL,385.83,2011,1,881,TOT,LLS,C
5037,TOA,178018.37,2011,1,881,TOT,LLS,C
5038,ANT,479.35,2011,2,882,TOT,LLS,C
5038,GRV,6015.81,2011,2,882,TOT,LLS,C
5038,ICX,1577.74,2011,2,882,TOT,LLS,C
5038,MRL,236.48,2011,2,882,TOT,LLS,C
5038,TOA,56093.24,2011,2,882,TOT,LLS,C
5039,ANT,1554.96,2011,2,882,TOT,LLS,C
5039,GRV,15240.8,2011,2,882,TOT,LLS,C
5039,ICX,2437.09,2011,2,882,TOT,LLS,C
5039,MRL,125.59,2011,2,882,TOT,LLS,C
5039,TOA,42899.94,2011,2,882,TOT,LLS,C
5040,GRV,46.44,2011,3,882,TOT,LLS,C
5040,ICX,224,2011,3,882,TOT,LLS,C
5040,MRL,16.65,2011,3,882,TOT,LLS,C
5040,TOA,23464.01,2011,3,882,TOT,LLS,C
5041,KRI,154000,2011,4,481,KRI,OTM,C
5042,KRI,68000,2011,5,481,KRI,OTM,C
5043,KRI,5478000,2011,4,482,KRI,OTM,C
5044,KRI,6376000,2011,5,482,KRI,OTM,C
5045,KRI,3541000,2011,6,482,KRI,OTM,C
5046,KRI,3662000,2011,7,482,KRI,OTM,C
5047,KRI,410000,2011,8,482,KRI,OTM,C
5048,KRI,6007000,2011,8,483,KRI,OTM,C
5049,KRI,694000,2011,9,483,KRI,OTM,C
5050,ANT,161.9,2011,2,486,TOT,LLS,C
5050,ATX,0.08,2011,2,486,TOT,LLS,C
5050,GRV,4921.02,2011,2,486,TOT,LLS,C
5050,ICX,313.25,2011,2,486,TOT,LLS,C
5050,MRL,15.7,2011,2,486,TOT,LLS,C
5050,NTW,0.3,2011,2,486,TOT,LLS,C
5050,TOA,143878.09,2011,2,486,TOT,LLS,C
5050,TOP,90,2011,2,486,TOT,LLS,C
5050,UNK,0.03,2011,2,486,TOT,LLS,C
5051,ANT,7.2,2011,3,486,TOT,LLS,C
5051,ATX,0.03,2011,3,486,TOT,LLS,C
5051,GRV,503.75,2011,3,486,TOT,LLS,C
5051,ICX,6.55,2011,3,486,TOT,LLS,C
5051,MRL,0.35,2011,3,486,TOT,LLS,C
5051,NTW,0.03,2011,3,486,TOT,LLS,C
5051,TOA,52600.23,2011,3,486,TOT,LLS,C
5052,ATX,0.1,2011,1,486,TOT,LLS,C
5052,GRV,14.3,2011,1,486,TOT,LLS,C
5052,ICX,46.2,2011,1,486,TOT,LLS,C
5052,NTW,0.1,2011,1,486,TOT,LLS,C
5052,TOA,184.96,2011,1,486,TOT,LLS,C
5053,ANT,346.5,2011,6,5843a,TOT,LLS,C
5053,GRV,170,2011,6,5843a,TOT,LLS,C
5053,SRX,55.4,2011,6,5843a,TOT,LLS,C
5053,TOP,3593.13,2011,6,5843a,TOT,LLS,C
5054,ANT,15.85,2011,6,5843b,TOT,LLS,S
5054,ATX,1.35,2011,6,5843b,TOT,LLS,S
5054,GRV,1237.2,2011,6,5843b,TOT,LLS,S
5054,HXY,0.05,2011,6,5843b,TOT,LLS,S
5054,MRL,0.8,2011,6,5843b,TOT,LLS,S
5054,SRX,49.6,2011,6,5843b,TOT,LLS,S
5054,TOA,8465.1,2011,6,5843b,TOT,LLS,S
5054,TOP,2269.82,2011,6,5843b,TOT,LLS,S
5055,ANT,656,2011,5,5844b,TOT,LLS,S
5055,ATX,6,2011,5,5844b,TOT,LLS,S
5055,AXT,2,2011,5,5844b,TOT,LLS,S
5055,GGW,1,2011,5,5844b,TOT,LLS,S
5055,GRV,1352,2011,5,5844b,TOT,LLS,S
5055,KCZ,2,2011,5,5844b,TOT,LLS,S
5055,MRL,22,2011,5,5844b,TOT,LLS,S
5055,NOX,69,2011,5,5844b,TOT,LLS,S
5055,NTW,1,2011,5,5844b,TOT,LLS,S
5055,SRX,45,2011,5,5844b,TOT,LLS,S
5055,TOP,30690,2011,5,5844b,TOT,LLS,S
5056,ANT,78,2011,6,5844b,TOT,LLS,S
5056,GRV,277,2011,6,5844b,TOT,LLS,S
5056,TOP,4709,2011,6,5844b,TOT,LLS,S
5057,KRI,400200,2011,5,481,KRI,OTM,C
5058,KRI,732018,2011,5,481,KRI,OTM,C
5059,ANI,19,2011,6,481,KRI,OTM,C
5059,ANS,28,2011,6,481,KRI,OTM,C
5059,KRI,1346520,2011,6,481,KRI,OTM,C
5059,NOG,225,2011,6,481,KRI,OTM,C
5060,KRI,2519804,2011,6,481,KRI,OTM,C
5061,KRI,198962,2011,3,482,KRI,OTM,C
5062,KRI,3680411,2011,4,482,KRI,OTM,C
5063,KRI,713280,2011,5,482,KRI,OTM,C
5064,KRI,3859202,2011,5,482,KRI,OTM,C
5065,KRI,984240,2011,6,482,KRI,OTM,C
5066,KRI,1638686,2011,6,482,KRI,OTM,C
5067,KRI,2053080,2011,7,482,KRI,OTM,C
5067,NTO,309,2011,7,482,KRI,OTM,C
5067,PRM,152,2011,7,482,KRI,OTM,C
5067,SPX,2,2011,7,482,KRI,OTM,C
5068,KRI,3123561,2011,7,482,KRI,OTM,C
5069,KRI,453960,2011,8,482,KRI,OTM,C
5070,KRI,763392,2011,8,482,KRI,OTM,C
5071,KRI,1156969,2011,8,483,KRI,OTM,C
5072,KRI,5281794,2011,9,483,KRI,OTM,C
5073,KRI,1736145,2011,10,483,KRI,OTM,C
5074,ANT,18.1,2011,4,486,TOT,LLS,C
5074,GRV,19.71,2011,4,486,TOT,LLS,C
5074,ICX,5.09,2011,4,486,TOT,LLS,C
5074,TOA,41879,2011,4,486,TOT,LLS,C
5074,TOP,1442,2011,4,486,TOT,LLS,C
5075,GRV,54,2011,4,486,TOT,LLS,C
5075,TOA,7894,2011,4,486,TOT,LLS,C
5075,TOP,836,2011,4,486,TOT,LLS,C
5076,ANT,6,2011,5,486,TOT,LLS,C
5076,GRV,1253.6,2011,5,486,TOT,LLS,C
5076,MRL,1.3,2011,5,486,TOT,LLS,C
5076,TOA,106687,2011,5,486,TOT,LLS,C
5076,TOP,8932,2011,5,486,TOT,LLS,C
5077,ANT,6.35,2011,2,5841,TOT,LLS,C
5077,CWS,0.08,2011,2,5841,TOT,LLS,C
5077,GRV,174.54,2011,2,5841,TOT,LLS,C
5077,ICX,54.77,2011,2,5841,TOT,LLS,C
5077,OCT,28.76,2011,2,5841,TOT,LLS,C
5077,TOA,42349,2011,2,5841,TOT,LLS,C
5078,ANT,1.2,2011,2,5841,TOT,LLS,C
5078,GRV,261.1,2011,2,5841,TOT,LLS,C
5078,ICX,36.85,2011,2,5841,TOT,LLS,C
5078,MRL,0.6,2011,2,5841,TOT,LLS,C
5078,TOA,4217,2011,2,5841,TOT,LLS,C
5079,CWS,0.55,2011,3,5841,TOT,LLS,C
5079,GRV,98.04,2011,3,5841,TOT,LLS,C
5079,ICX,22.68,2011,3,5841,TOT,LLS,C
5079,MRL,1.32,2011,3,5841,TOT,LLS,C
5079,TOA,58618,2011,3,5841,TOT,LLS,C
5080,ANT,2,2011,3,5841,TOT,LLS,C
5080,GRV,717.3,2011,3,5841,TOT,LLS,C
5080,ICX,137.5,2011,3,5841,TOT,LLS,C
5080,MRL,30.3,2011,3,5841,TOT,LLS,C
5080,POG,1,2011,3,5841,TOT,LLS,C
5080,TOA,17847,2011,3,5841,TOT,LLS,C
5081,ANT,3.3,2011,4,5841,TOT,LLS,C
5081,GRV,474.1,2011,4,5841,TOT,LLS,C
5081,ICX,63.5,2011,4,5841,TOT,LLS,C
5081,MRL,1.3,2011,4,5841,TOT,LLS,C
5081,TOA,16188,2011,4,5841,TOT,LLS,C
5082,GRV,43.43,2011,3,5842,TOT,LLS,C
5082,ICX,70.36,2011,3,5842,TOT,LLS,C
5082,MRL,7.05,2011,3,5842,TOT,LLS,C
5082,POG,1.01,2011,3,5842,TOT,LLS,C
5082,TOA,135757,2011,3,5842,TOT,LLS,C
5083,TOA,204101.13,2011,2,881,TOT,LLS,C
5084,ATX,0.3,2011,2,881,TOT,LLS,C
5084,CHW,4.7,2011,2,881,TOT,LLS,C
5084,MCC,1234,2011,2,881,TOT,LLS,C
5084,MOY,3.75,2011,2,881,TOT,LLS,C
5084,NTW,0.65,2011,2,881,TOT,LLS,C
5084,TOA,120132,2011,2,881,TOT,LLS,C
5086,ANT,45.5,2011,1,881,TOT,LLS,C
5086,GRV,25.27,2011,1,881,TOT,LLS,C
5086,NOS,0.5,2011,1,881,TOT,LLS,C
5086,PGR,0.5,2011,1,881,TOT,LLS,C
5086,TOA,253405.89,2011,1,881,TOT,LLS,C
5086,TOP,74,2011,1,881,TOT,LLS,C
5086,WGR,90.9,2011,1,881,TOT,LLS,C
5087,ANT,23.1,2011,1,881,TOT,LLS,C
5087,CHW,8.25,2011,1,881,TOT,LLS,C
5087,MCC,641,2011,1,881,TOT,LLS,C
5087,TOA,103394,2011,1,881,TOT,LLS,C
5087,TOP,987,2011,1,881,TOT,LLS,C
5087,WGR,48.4,2011,1,881,TOT,LLS,C
5088,ANT,13.4,2011,2,882,TOT,LLS,C
5088,CHW,32.1,2011,2,882,TOT,LLS,C
5088,MVC,0.2,2011,2,882,TOT,LLS,C
5088,TOA,33030,2011,2,882,TOT,LLS,C
5088,WGR,252.5,2011,2,882,TOT,LLS,C
5089,ANT,3.4,2011,2,882,TOT,LLS,C
5089,CHW,337,2011,2,882,TOT,LLS,C
5089,GGW,0.9,2011,2,882,TOT,LLS,C
5089,MCC,597,2011,2,882,TOT,LLS,C
5089,TOA,43406,2011,2,882,TOT,LLS,C
5090,KRI,442000,2011,2,481,KRI,OTM,C
5091,KRI,33000,2011,6,481,KRI,OTM,C
5092,KRI,842100,2011,1,481,KRI,OTM,C
5092,NOR,100,2011,1,481,KRI,OTM,C
5093,KRI,100000,2011,2,481,KRI,TMB,C
5094,KRI,4000,2011,2,482,KRI,OTM,C
5095,KRI,172000,2011,3,482,KRI,OTM,C
5096,KRI,3928000,2011,4,482,KRI,OTM,C
5097,KRI,1116000,2011,5,482,KRI,OTM,C
5098,KRI,2662000,2011,6,482,KRI,OTM,C
5099,KRI,1168000,2011,7,482,KRI,OTM,C
5100,KRI,25500,2011,8,482,KRI,OTM,C
5101,KRI,637500,2011,2,482,KRI,TMB,C
5102,KRI,11259500,2011,3,482,KRI,TMB,C
5103,KRI,20374300,2011,4,482,KRI,TMB,C
5104,KRI,11092270,2011,5,482,KRI,TMB,C
5105,ANI,7,2011,6,482,KRI,TMB,C
5105,KRI,10116710,2011,6,482,KRI,TMB,C
5106,KRI,4000,2011,7,482,KRI,TMB,C
5107,KRI,3427400,2011,8,483,KRI,OTM,C
5108,KRI,242000,2011,9,483,KRI,OTM,C
5109,KRI,13018383,2011,7,483,KRI,TMB,C
5110,KRI,12019000,2011,8,483,KRI,TMB,C
5111,KRI,9209530,2011,9,483,KRI,TMB,C
5112,KRI,566690,2011,10,483,KRI,TMB,C
5113,ANT,332.65,2011,6,483,TOT,LLS,C
5113,GRV,4637.33,2011,6,483,TOT,LLS,C
5113,KCX,1.5,2011,6,483,TOT,LLS,C
5113,SRX,556.7,2011,6,483,TOT,LLS,C
5113,TOP,98444.2,2011,6,483,TOT,LLS,C
5114,ANT,140.1,2011,7,483,TOT,LLS,C
5114,GRV,5026.5,2011,7,483,TOT,LLS,C
5114,KCX,21.6,2011,7,483,TOT,LLS,C
5114,MRL,2.8,2011,7,483,TOT,LLS,C
5114,SRX,78.3,2011,7,483,TOT,LLS,C
5114,TOP,113113.5,2011,7,483,TOT,LLS,C
5115,ANT,671.4,2011,8,483,TOT,LLS,C
5115,GRV,5134.02,2011,8,483,TOT,LLS,C
5115,KCX,6.2,2011,8,483,TOT,LLS,C
5115,SRX,543.5,2011,8,483,TOT,LLS,C
5115,TOP,63708.58,2011,8,483,TOT,LLS,C
5116,ANT,605.25,2011,9,483,TOT,LLS,C
5116,GRV,4489.65,2011,9,483,TOT,LLS,C
5116,KCX,9,2011,9,483,TOT,LLS,C
5116,SRX,168.44,2011,9,483,TOT,LLS,C
5116,TOA,62,2011,9,483,TOT,LLS,C
5116,TOP,107656.45,2011,9,483,TOT,LLS,C
5117,ANT,9.5,2011,5,484,TOT,LLS,C
5117,GRV,215.2,2011,5,484,TOT,LLS,C
5117,INV,1.24,2011,5,484,TOT,LLS,C
5117,MRL,0.7,2011,5,484,TOT,LLS,C
5117,SRX,42.9,2011,5,484,TOT,LLS,C
5117,TOA,947.2,2011,5,484,TOT,LLS,C
5117,TOP,1246.3,2011,5,484,TOT,LLS,C
5118,ANT,22.8,2011,6,484,TOT,LLS,C
5118,GRV,1422.8,2011,6,484,TOT,LLS,C
5118,MRL,8.6,2011,6,484,TOT,LLS,C
5118,SRX,226.7,2011,6,484,TOT,LLS,C
5118,TOA,2297.6,2011,6,484,TOT,LLS,C
5118,TOP,13260.1,2011,6,484,TOT,LLS,C
5119,ANT,8.6,2011,7,484,TOT,LLS,C
5119,GRV,899.7,2011,7,484,TOT,LLS,C
5119,ICX,0.5,2011,7,484,TOT,LLS,C
5119,MRL,4.4,2011,7,484,TOT,LLS,C
5119,SRX,115.7,2011,7,484,TOT,LLS,C
5119,TOA,1598.4,2011,7,484,TOT,LLS,C
5119,TOP,4063.7,2011,7,484,TOT,LLS,C
5120,ANT,30.1,2011,2,881,TOT,LLS,C
5120,ATX,9,2011,2,881,TOT,LLS,C
5120,AXT,11,2011,2,881,TOT,LLS,C
5120,BAM,151.3,2011,2,881,TOT,LLS,C
5120,BEA,517.3,2011,2,881,TOT,LLS,C
5120,GRV,72219.23,2011,2,881,TOT,LLS,C
5120,ICX,92.94,2011,2,881,TOT,LLS,C
5120,INV,28.54,2011,2,881,TOT,LLS,C
5120,LAG,22.1,2011,2,881,TOT,LLS,C
5120,MRL,3691.71,2011,2,881,TOT,LLS,C
5120,NOX,0.98,2011,2,881,TOT,LLS,C
5120,OCT,0.35,2011,2,881,TOT,LLS,C
5120,POG,2.54,2011,2,881,TOT,LLS,C
5120,SRR,1213.4,2011,2,881,TOT,LLS,C
5120,SRX,529.01,2011,2,881,TOT,LLS,C
5120,STF,3.12,2011,2,881,TOT,LLS,C
5120,TOA,338409.3,2011,2,881,TOT,LLS,C
5120,TOP,111.83,2011,2,881,TOT,LLS,C
5120,WGR,9082.12,2011,2,881,TOT,LLS,C
5121,ANT,409.75,2011,1,881,TOT,LLS,C
5121,ATX,20,2011,1,881,TOT,LLS,C
5121,AXT,10,2011,1,881,TOT,LLS,C
5121,BEA,16,2011,1,881,TOT,LLS,C
5121,GGW,7,2011,1,881,TOT,LLS,C
5121,GRV,31595.095,2011,1,881,TOT,LLS,C
5121,ICX,696.64,2011,1,881,TOT,LLS,C
5121,INV,18.959,2011,1,881,TOT,LLS,C
5121,KCX,0.6,2011,1,881,TOT,LLS,C
5121,LEV,3,2011,1,881,TOT,LLS,C
5121,MRL,741.11,2011,1,881,TOT,LLS,C
5121,NOX,20.7,2011,1,881,TOT,LLS,C
5121,OCT,2.335,2011,1,881,TOT,LLS,C
5121,PFR,2,2011,1,881,TOT,LLS,C
5121,PGR,0.43,2011,1,881,TOT,LLS,C
5121,POG,1.85,2011,1,881,TOT,LLS,C
5121,SRR,386,2011,1,881,TOT,LLS,C
5121,SRX,560.94,2011,1,881,TOT,LLS,C
5121,STF,5.81,2011,1,881,TOT,LLS,C
5121,TOA,550496.39,2011,1,881,TOT,LLS,C
5121,TOP,263.61,2011,1,881,TOT,LLS,C
5121,WGR,7787.41,2011,1,881,TOT,LLS,C
5122,ANT,2107.78,2011,2,882,TOT,LLS,C
5122,ATX,17,2011,2,882,TOT,LLS,C
5122,AXT,5,2011,2,882,TOT,LLS,C
5122,GGW,1,2011,2,882,TOT,LLS,C
5122,GRV,10964.49,2011,2,882,TOT,LLS,C
5122,ICX,1693.13,2011,2,882,TOT,LLS,C
5122,INV,155.314,2011,2,882,TOT,LLS,C
5122,KCX,0.49,2011,2,882,TOT,LLS,C
5122,MRL,118.61,2011,2,882,TOT,LLS,C
5122,OCT,0.62,2011,2,882,TOT,LLS,C
5122,SRX,16.75,2011,2,882,TOT,LLS,C
5122,STF,1.16,2011,2,882,TOT,LLS,C
5122,TOA,181405.18,2011,2,882,TOT,LLS,C
5122,WGR,744.35,2011,2,882,TOT,LLS,C
5123,ANT,158.54,2011,3,882,TOT,LLS,C
5123,GRV,2012.98,2011,3,882,TOT,LLS,C
5123,ICX,33.47,2011,3,882,TOT,LLS,C
5123,INV,114.46,2011,3,882,TOT,LLS,C
5123,MRL,1.55,2011,3,882,TOT,LLS,C
5123,NOX,1.57,2011,3,882,TOT,LLS,C
5123,TOA,62284.36,2011,3,882,TOT,LLS,C
5123,WGR,849.2,2011,3,882,TOT,LLS,C
5124,KRI,12740,2011,5,481,KRI,OTM,C
5125,KRI,476360,2011,6,481,KRI,OTM,C
5126,KRI,837180,2011,4,482,KRI,OTM,C
5127,KRI,634520,2011,5,482,KRI,OTM,C
5128,KRI,342420,2011,6,482,KRI,OTM,C
5129,KRI,650740,2011,7,482,KRI,OTM,C
5130,KRI,89640,2011,8,482,KRI,OTM,C
5131,ANT,15.18,2011,2,881,TOT,LLS,C
5131,CHW,111.83,2011,2,881,TOT,LLS,C
5131,MOY,70.66,2011,2,881,TOT,LLS,C
5131,MRL,6.1,2011,2,881,TOT,LLS,C
5131,NOX,82.7,2011,2,881,TOT,LLS,C
5131,SRR,416.5,2011,2,881,TOT,LLS,C
5131,TOA,227707.08,2011,2,881,TOT,LLS,C
5131,WGR,445.13,2011,2,881,TOT,LLS,C
5132,ANT,79.9,2011,1,881,TOT,LLS,C
5132,CHW,53.54,2011,1,881,TOT,LLS,C
5132,LAI,36,2011,1,881,TOT,LLS,C
5132,MRL,10,2011,1,881,TOT,LLS,C
5132,NOX,36,2011,1,881,TOT,LLS,C
5132,SRR,172,2011,1,881,TOT,LLS,C
5132,TOA,89933.9,2011,1,881,TOT,LLS,C
5132,TOP,1092,2011,1,881,TOT,LLS,C
5132,WGR,596.61,2011,1,881,TOT,LLS,C
5133,ANT,313.53,2011,2,882,TOT,LLS,C
5133,CHW,522.11,2011,2,882,TOT,LLS,C
5133,KCV,1.84,2011,2,882,TOT,LLS,C
5133,MCC,27.47,2011,2,882,TOT,LLS,C
5133,MOY,77.5,2011,2,882,TOT,LLS,C
5133,MRL,0.5,2011,2,882,TOT,LLS,C
5133,SRR,16,2011,2,882,TOT,LLS,C
5133,TOA,73122,2011,2,882,TOT,LLS,C
5133,WGR,2896.57,2011,2,882,TOT,LLS,C
5134,ANT,192.15,2011,3,882,TOT,LLS,C
5134,CHW,315.6,2011,3,882,TOT,LLS,C
5134,KCX,1.34,2011,3,882,TOT,LLS,C
5134,MCC,3.72,2011,3,882,TOT,LLS,C
5134,MOY,42.55,2011,3,882,TOT,LLS,C
5134,SRR,90,2011,3,882,TOT,LLS,C
5134,TOA,49392,2011,3,882,TOT,LLS,C
5134,WGR,1895.28,2011,3,882,TOT,LLS,C
5135,ANT,10.83,2011,2,882  ,TOT,LLS,S
5135,CHW,30.41,2011,2,882  ,TOT,LLS,S
5135,GRV,17.47,2011,2,882  ,TOT,LLS,S
5135,TOA,9966,2011,2,882  ,TOT,LLS,S
5135,WGR,927.77,2011,2,882  ,TOT,LLS,S
5136,ANT,8,2011,3,883  ,TOT,LLS,S
5136,CHW,88.4,2011,3,883  ,TOT,LLS,S
5136,GRV,635,2011,3,883  ,TOT,LLS,S
5136,KCX,4.6,2011,3,883  ,TOT,LLS,S
5136,POG,0.4,2011,3,883  ,TOT,LLS,S
5136,TOA,5088,2011,3,883  ,TOT,LLS,S
5137,CHW,11,2011,4,883  ,TOT,LLS,S
5137,GRV,68,2011,4,883  ,TOT,LLS,S
5137,TOA,142,2011,4,883  ,TOT,LLS,S
5138,ANT,72.3,2011,3,486,TOT,LLS,C
5138,GRV,658,2011,3,486,TOT,LLS,C
5138,TOA,4471.3,2011,3,486,TOT,LLS,C
5138,TOP,10109.56,2011,3,486,TOT,LLS,C
5139,ANT,441,2011,4,486,TOT,LLS,C
5139,GRV,846,2011,4,486,TOT,LLS,C
5139,TOA,1615.7,2011,4,486,TOT,LLS,C
5139,TOP,11071.93,2011,4,486,TOT,LLS,C
5140,ANT,301.2,2011,6,586,TOT,LLS,C
5140,GRV,795.5,2011,6,586,TOT,LLS,C
5140,TOP,13973.3,2011,6,586,TOT,LLS,C
5141,ANT,107,2011,8,586,TOT,LLS,C
5141,GRV,250,2011,8,586,TOT,LLS,C
5141,TOP,7494.2,2011,8,586,TOT,LLS,C
5142,ANT,279,2011,9,586,TOT,LLS,C
5142,GRV,258,2011,9,586,TOT,LLS,C
5142,TOP,7096.3,2011,9,586,TOT,LLS,C
5143,ANT,32.1,2011,10,586,TOT,LLS,C
5143,GRV,122.4,2011,10,586,TOT,LLS,C
5143,SRX,123.1,2011,10,586,TOT,LLS,C
5143,TOP,3371.15,2011,10,586,TOT,LLS,C
5144,ANT,66,2011,10,586,TOT,LLS,C
5144,GRV,58.5,2011,10,586,TOT,LLS,C
5144,TOP,186.8,2011,10,586,TOT,LLS,C
5145,ANT,395,2011,5,587,TOT,LLS,C
5145,GRV,1466.8,2011,5,587,TOT,LLS,C
5145,TOP,20456.1,2011,5,587,TOT,LLS,C
5146,ANT,378.1,2011,6,587,TOT,LLS,C
5146,GRV,859.8,2011,6,587,TOT,LLS,C
5146,TOP,14524.2,2011,6,587,TOT,LLS,C
5147,ANT,20,2011,8,587,TOT,LLS,C
5147,GRV,40,2011,8,587,TOT,LLS,C
5147,TOP,1843.5,2011,8,587,TOT,LLS,C
5148,ANT,32,2011,9,587,TOT,LLS,C
5148,GRV,208,2011,9,587,TOT,LLS,C
5148,TOP,4530.9,2011,9,587,TOT,LLS,C
5149,ANT,140,2011,10,587,TOT,LLS,C
5149,GRV,472,2011,10,587,TOT,LLS,C
5149,TOP,16392.5,2011,10,587,TOT,LLS,C
5150,ANT,37.8,2011,12,587,TOT,LLS,C
5150,GRV,198.9,2011,12,587,TOT,LLS,C
5150,SRX,45,2011,12,587,TOT,LLS,C
5150,TOP,34186.04,2011,12,587,TOT,LLS,C
5151,GRV,47.9,2011,5,586,TOT,LLS,C
5151,TOP,522.7,2011,5,586,TOT,LLS,C
5152,ANI,1233.99462,2010,10,5851,TOT,OTB,C
5152,NOS,2215.56985,2010,10,5851,TOT,OTB,C
5152,TOP,54065.41879,2010,10,5851,TOT,OTB,C
5153,TOP,181336.8474,2010,11,5851,TOT,OTB,C
5154,ANT,2920.23,2011,2,5851,TOT,LLS,C
5154,MCC,52448.65007,2011,2,5851,TOT,LLS,C
5154,RAJ,5472.869306,2011,2,5851,TOT,LLS,C
5154,TOP,99773.29019,2011,2,5851,TOT,LLS,C
5155,ANT,3574.78,2011,2,5851,TOT,LLS,C
5155,MCC,100976.6995,2011,2,5851,TOT,LLS,C
5155,RAJ,52435.86997,2011,2,5851,TOT,LLS,C
5155,TOP,717754.1817,2011,2,5851,TOT,LLS,C
5156,ANT,1817,2011,4,5851,TOT,LLS,C
5156,MCC,27716.83726,2011,4,5851,TOT,LLS,C
5156,RAJ,1747.928755,2011,4,5851,TOT,LLS,C
5156,TOP,79931.75358,2011,4,5851,TOT,LLS,C
5157,ANT,3449.6,2011,5,5851,TOT,LLS,C
5157,MCC,58231.78667,2011,5,5851,TOT,LLS,C
5157,RAJ,63017.31589,2011,5,5851,TOT,LLS,C
5157,TOP,692442.2489,2011,5,5851,TOT,LLS,C
5158,ANT,1875.34,2011,6,5851,TOT,LLS,C
5158,MCC,22067.9268,2011,6,5851,TOT,LLS,C
5158,RAJ,322.6451029,2011,6,5851,TOT,LLS,C
5158,TOP,61386.49826,2011,6,5851,TOT,LLS,C
5159,ANT,1956.2,2011,6,5851,TOT,LLS,C
5159,MCC,52383.31608,2011,6,5851,TOT,LLS,C
5159,RAJ,43533.81712,2011,6,5851,TOT,LLS,C
5159,TOP,462678.759,2011,6,5851,TOT,LLS,C
5160,ANT,1362.9,2011,7,5851,TOT,LLS,C
5160,MCC,20752.67874,2011,7,5851,TOT,LLS,C
5160,RAJ,11409.68383,2011,7,5851,TOT,LLS,C
5160,TOP,159270.7891,2011,7,5851,TOT,LLS,C
5161,ANT,394,2011,7,5851,TOT,LLS,C
5161,MCC,10716.52437,2011,7,5851,TOT,LLS,C
5161,RAJ,18785.49501,2011,7,5851,TOT,LLS,C
5161,TOP,145329.8541,2011,7,5851,TOT,LLS,C
5162,ANT,966,2011,8,5851,TOT,LLS,C
5162,MCC,17225.32765,2011,8,5851,TOT,LLS,C
5162,RAJ,10426.4037,2011,8,5851,TOT,LLS,C
5162,TOP,93017.46178,2011,8,5851,TOT,LLS,C
5163,ANT,83,2011,8,5851,TOT,LLS,C
5163,MCC,8385.652342,2011,8,5851,TOT,LLS,C
5163,RAJ,15743.39047,2011,8,5851,TOT,LLS,C
5163,TOP,86144.77252,2011,8,5851,TOT,LLS,C
5164,ANT,1431,2011,9,5851,TOT,LLS,C
5164,MCC,10951.45876,2011,9,5851,TOT,LLS,C
5164,RAJ,22260.91695,2011,9,5851,TOT,LLS,C
5164,TOP,139727.4573,2011,9,5851,TOT,LLS,C
5165,ANT,1676.44,2011,10,5851,TOT,LLS,C
5165,MCC,4367.874976,2011,10,5851,TOT,LLS,C
5165,RAJ,311.0831604,2011,10,5851,TOT,LLS,C
5165,TOP,57869.70733,2011,10,5851,TOT,LLS,C
5166,ANT,9921.25,2011,10,5851,TOT,LLS,C
5166,MCC,132313.2282,2011,10,5851,TOT,LLS,C
5166,RAJ,23717.96316,2011,10,5851,TOT,LLS,C
5166,TOP,693926.8765,2011,10,5851,TOT,LLS,C
5167,ANT,2813.05,2011,11,5851,TOT,LLS,C
5167,MCC,50318.01445,2011,11,5851,TOT,LLS,C
5167,RAJ,4326.987803,2011,11,5851,TOT,LLS,C
5167,TOP,104928.0824,2011,11,5851,TOT,LLS,C
5168,ANT,6490.5,2011,11,5851,TOT,LLS,C
5168,MCC,135847.8338,2011,11,5851,TOT,LLS,C
5168,RAJ,67904.47253,2011,11,5851,TOT,LLS,C
5168,TOP,875706.5933,2011,11,5851,TOT,LLS,C
5169,ANT,4576.16,2011,12,5851,TOT,LLS,C
5169,MCC,57171.83397,2011,12,5851,TOT,LLS,C
5169,RAJ,7221.165406,2011,12,5851,TOT,LLS,C
5169,TOP,83115.70804,2011,12,5851,TOT,LLS,C
5170,ANT,1071,2011,12,5851,TOT,LLS,C
5170,MCC,25885.90294,2011,12,5851,TOT,LLS,C
5170,RAJ,38224.34024,2011,12,5851,TOT,LLS,C
5170,TOP,258337.3833,2011,12,5851,TOT,LLS,C
5171,ANT,617.86,2011,1,5851,TOT,LLS,C
5171,MCC,5178.198986,2011,1,5851,TOT,LLS,C
5171,RAJ,4199.344288,2011,1,5851,TOT,LLS,C
5171,TOP,40617.36185,2011,1,5851,TOT,LLS,C
5172,ANT,5103,2011,1,5851,TOT,LLS,C
5172,MCC,67672.43322,2011,1,5851,TOT,LLS,C
5172,RAJ,46791.27123,2011,1,5851,TOT,LLS,C
5172,TOP,383333.5504,2011,1,5851,TOT,LLS,C
5173,ANT,1620,2011,2,586,TOT,LLS,C
5173,MCC,5653.55115,2011,2,586,TOT,LLS,C
5173,RFA,1750,2011,2,586,TOT,LLS,C
5173,TOP,60581.83983,2011,2,586,TOT,LLS,C
5174,ANT,1584.82,2011,3,586,TOT,LLS,C
