"r0","r1","r2","id","w","v","r2_v","r1_v","r0_v","r2_w_avg","r1_w_avg","r0_w_avg","r2_n","r1_n","r0_n","r2_n_notna","r1_n_notna","r0_n_notna","z_level","z_ids","z_w_avg","z_n","z_n_pct","z_g_score","z"
195,195,195,195,1,0.432,0.432,0.432,0.432,1,1,1,1,1,1,1,1,1,"v","195",1,1,1,0,0.432
196,196,196,196,1,0.471,0.471,0.471,0.471,1,1,1,1,1,1,1,1,1,"v","196",1,1,1,0,0.471
197,197,197,197,1,0.495,0.495,0.495,0.495,1,1,1,1,1,1,1,1,1,"v","197",1,1,1,0,0.495
198,198,198,198,1,0.683,0.683,0.683,0.683,1,1,1,1,1,1,1,1,1,"v","198",1,1,1,0,0.683
200,200,200,200,1,0.508,0.508,0.508,0.508,1,1,1,1,1,1,1,1,1,"v","200",1,1,1,0,0.508
202,202,202,202,1,0.476,0.476,0.476,0.476,1,1,1,1,1,1,1,1,1,"v","202",1,1,1,0,0.476
203,203,203,203,1,0.554,0.554,0.554,0.554,1,1,1,2,2,2,1,1,1,"v","203",1,1,1,0,0.554
204,204,204,204,1,0.515,0.515,0.515,0.515,1,1,1,1,1,1,1,1,1,"v","204",1,1,1,0,0.515
205,205,205,205,1,0.498,0.498,0.498,0.498,1,1,1,1,1,1,1,1,1,"v","205",1,1,1,0,0.498
206,206,206,206,1,0.769,0.769,0.769,0.769,1,1,1,1,1,1,1,1,1,"v","206",1,1,1,0,0.769
207,207,207,207,1,0.617,0.617,0.617,0.617,1,1,1,1,1,1,1,1,1,"v","207",1,1,1,0,0.617
208,208,208,208,1,0.895,0.895,0.895,0.895,1,1,1,1,1,1,1,1,1,"v","208",1,1,1,0,0.895
209,209,209,209,1,0.7,0.7,0.7,0.7,1,1,1,1,1,1,1,1,1,"v","209",1,1,1,0,0.7
210,210,210,210,1,0.912,0.912,0.912,0.912,1,1,1,1,1,1,1,1,1,"v","210",1,1,1,0,0.912
212,212,212,212,1,0.629,0.629,0.629,0.629,1,1,1,3,3,3,1,1,1,"v","212",1,1,1,0,0.629
214,214,214,214,1,0.662,0.662,0.662,0.662,1,1,1,1,1,1,1,1,1,"v","214",1,1,1,0,0.662
215,215,215,215,1,0.7,0.7,0.7,0.7,1,1,1,1,1,1,1,1,1,"v","215",1,1,1,0,0.7
216,216,216,216,1,0.629,0.629,0.629,0.629,1,1,1,1,1,1,1,1,1,"v","216",1,1,1,0,0.629
218,218,218,218,1,0.911,0.911,0.911,0.911,1,1,1,1,1,1,1,1,1,"v","218",1,1,1,0,0.911
222,222,222,222,1,0.916,0.916,0.916,0.916,1,1,1,1,1,1,1,1,1,"v","222",1,1,1,0,0.916
223,223,223,223,1,0.955,0.955,0.955,0.955,1,1,1,3,3,3,1,1,1,"v","223",1,1,1,0,0.955
224,224,224,224,1,0.819,0.819,0.819,0.819,1,1,1,1,1,1,1,1,1,"v","224",1,1,1,0,0.819
231,231,231,231,1,0.576,0.576,0.576,0.576,1,1,1,2,2,2,1,1,1,"v","231",1,1,1,0,0.576
232,232,232,232,1,0.735,0.735,0.735,0.735,1,1,1,1,1,1,1,1,1,"v","232",1,1,1,0,0.735
237,237,237,247,0,0.855,,,,0,0,0,1,1,1,1,1,1,"v","247",0,1,1,0,0.855
16,16,16,1,,,0.938,0.938,0.938,1,1,1,6,6,6,1,1,1,"r2","16",1,1,0.166666666666667,0.416666666666667,0.938
16,16,16,2,,,0.938,0.938,0.938,1,1,1,6,6,6,1,1,1,"r2","16",1,1,0.166666666666667,0.416666666666667,0.938
16,16,16,3,,,0.938,0.938,0.938,1,1,1,6,6,6,1,1,1,"r2","16",1,1,0.166666666666667,0.416666666666667,0.938
16,16,16,4,,,0.938,0.938,0.938,1,1,1,6,6,6,1,1,1,"r2","16",1,1,0.166666666666667,0.416666666666667,0.938
16,16,16,94,,,0.938,0.938,0.938,1,1,1,6,6,6,1,1,1,"r2","16",1,1,0.166666666666667,0.416666666666667,0.938
62,62,62,63,,,0.591,0.591,0.591,1,1,1,2,2,2,1,1,1,"r2","62",1,1,0.5,0.25,0.591
102,102,102,90,,,0.629,0.629,0.629,1,1,1,2,2,2,1,1,1,"r2","102",1,1,0.5,0.25,0.629
162,162,162,153,,,0.919,0.919,0.919,1,1,1,4,4,4,1,1,1,"r2","162",1,1,0.25,0.375,0.919
162,162,162,154,,,0.919,0.919,0.919,1,1,1,4,4,4,1,1,1,"r2","162",1,1,0.25,0.375,0.919
162,162,162,156,,,0.919,0.919,0.919,1,1,1,4,4,4,1,1,1,"r2","162",1,1,0.25,0.375,0.919
163,163,163,12,,,0.937,0.937,0.937,1,1,1,9,9,9,1,1,1,"r2","163",1,1,0.111111111111111,0.444444444444444,0.937
163,163,163,13,,,0.937,0.937,0.937,1,1,1,9,9,9,1,1,1,"r2","163",1,1,0.111111111111111,0.444444444444444,0.937
163,163,163,116,,,0.937,0.937,0.937,1,1,1,9,9,9,1,1,1,"r2","163",1,1,0.111111111111111,0.444444444444444,0.937
163,163,163,149,,,0.937,0.937,0.937,1,1,1,9,9,9,1,1,1,"r2","163",1,1,0.111111111111111,0.444444444444444,0.937
163,163,163,150,,,0.937,0.937,0.937,1,1,1,9,9,9,1,1,1,"r2","163",1,1,0.111111111111111,0.444444444444444,0.937
163,163,163,151,,,0.937,0.937,0.937,1,1,1,9,9,9,1,1,1,"r2","163",1,1,0.111111111111111,0.444444444444444,0.937
163,163,163,158,,,0.937,0.937,0.937,1,1,1,9,9,9,1,1,1,"r2","163",1,1,0.111111111111111,0.444444444444444,0.937
163,163,163,159,,,0.937,0.937,0.937,1,1,1,9,9,9,1,1,1,"r2","163",1,1,0.111111111111111,0.444444444444444,0.937
175,175,175,141,,,0.901,0.901,0.901,1,1,1,3,3,3,1,1,1,"r2","175",1,1,0.333333333333333,0.333333333333333,0.901
175,175,175,145,,,0.901,0.901,0.901,1,1,1,3,3,3,1,1,1,"r2","175",1,1,0.333333333333333,0.333333333333333,0.901
177,177,177,220,,,0.921,0.921,0.921,1,1,1,7,7,7,1,1,1,"r2","177",1,1,0.142857142857143,0.428571428571429,0.921
177,177,177,244,,,0.921,0.921,0.921,1,1,1,7,7,7,1,1,1,"r2","177",1,1,0.142857142857143,0.428571428571429,0.921
177,177,177,245,,,0.921,0.921,0.921,1,1,1,7,7,7,1,1,1,"r2","177",1,1,0.142857142857143,0.428571428571429,0.921
177,177,177,248,,,0.921,0.921,0.921,1,1,1,7,7,7,1,1,1,"r2","177",1,1,0.142857142857143,0.428571428571429,0.921
177,177,177,249,,,0.921,0.921,0.921,1,1,1,7,7,7,1,1,1,"r2","177",1,1,0.142857142857143,0.428571428571429,0.921
177,177,177,250,,,0.921,0.921,0.921,1,1,1,7,7,7,1,1,1,"r2","177",1,1,0.142857142857143,0.428571428571429,0.921
179,179,179,5,,,0.893,0.893,0.893,1,1,1,19,19,19,1,1,1,"r2","179",1,1,0.0526315789473684,0.473684210526316,0.893
179,179,179,29,,,0.893,0.893,0.893,1,1,1,19,19,19,1,1,1,"r2","179",1,1,0.0526315789473684,0.473684210526316,0.893
179,179,179,30,,,0.893,0.893,0.893,1,1,1,19,19,19,1,1,1,"r2","179",1,1,0.0526315789473684,0.473684210526316,0.893
179,179,179,32,,,0.893,0.893,0.893,1,1,1,19,19,19,1,1,1,"r2","179",1,1,0.0526315789473684,0.473684210526316,0.893
179,179,179,33,,,0.893,0.893,0.893,1,1,1,19,19,19,1,1,1,"r2","179",1,1,0.0526315789473684,0.473684210526316,0.893
179,179,179,34,,,0.893,0.893,0.893,1,1,1,19,19,19,1,1,1,"r2","179",1,1,0.0526315789473684,0.473684210526316,0.893
179,179,179,35,,,0.893,0.893,0.893,1,1,1,19,19,19,1,1,1,"r2","179",1,1,0.0526315789473684,0.473684210526316,0.893
179,179,179,36,,,0.893,0.893,0.893,1,1,1,19,19,19,1,1,1,"r2","179",1,1,0.0526315789473684,0.473684210526316,0.893
179,179,179,91,,,0.893,0.893,0.893,1,1,1,19,19,19,1,1,1,"r2","179",1,1,0.0526315789473684,0.473684210526316,0.893
179,179,179,92,,,0.893,0.893,0.893,1,1,1,19,19,19,1,1,1,"r2","179",1,1,0.0526315789473684,0.473684210526316,0.893
179,179,179,93,,,0.893,0.893,0.893,1,1,1,19,19,19,1,1,1,"r2","179",1,1,0.0526315789473684,0.473684210526316,0.893
179,179,179,107,,,0.893,0.893,0.893,1,1,1,19,19,19,1,1,1,"r2","179",1,1,0.0526315789473684,0.473684210526316,0.893
179,179,179,140,,,0.893,0.893,0.893,1,1,1,19,19,19,1,1,1,"r2","179",1,1,0.0526315789473684,0.473684210526316,0.893
179,179,179,147,,,0.893,0.893,0.893,1,1,1,19,19,19,1,1,1,"r2","179",1,1,0.0526315789473684,0.473684210526316,0.893
179,179,179,161,,,0.893,0.893,0.893,1,1,1,19,19,19,1,1,1,"r2","179",1,1,0.0526315789473684,0.473684210526316,0.893
179,179,179,169,,,0.893,0.893,0.893,1,1,1,19,19,19,1,1,1,"r2","179",1,1,0.0526315789473684,0.473684210526316,0.893
179,179,179,219,,,0.893,0.893,0.893,1,1,1,19,19,19,1,1,1,"r2","179",1,1,0.0526315789473684,0.473684210526316,0.893
179,179,179,221,,,0.893,0.893,0.893,1,1,1,19,19,19,1,1,1,"r2","179",1,1,0.0526315789473684,0.473684210526316,0.893
180,180,180,38,,,0.875,0.875,0.875,1,1,1,17,17,17,1,1,1,"r2","180",1,1,0.0588235294117647,0.470588235294118,0.875
180,180,180,60,,,0.875,0.875,0.875,1,1,1,17,17,17,1,1,1,"r2","180",1,1,0.0588235294117647,0.470588235294118,0.875
180,180,180,85,,,0.875,0.875,0.875,1,1,1,17,17,17,1,1,1,"r2","180",1,1,0.0588235294117647,0.470588235294118,0.875
180,180,180,86,,,0.875,0.875,0.875,1,1,1,17,17,17,1,1,1,"r2","180",1,1,0.0588235294117647,0.470588235294118,0.875
180,180,180,88,,,0.875,0.875,0.875,1,1,1,17,17,17,1,1,1,"r2","180",1,1,0.0588235294117647,0.470588235294118,0.875
180,180,180,89,,,0.875,0.875,0.875,1,1,1,17,17,17,1,1,1,"r2","180",1,1,0.0588235294117647,0.470588235294118,0.875
180,180,180,95,,,0.875,0.875,0.875,1,1,1,17,17,17,1,1,1,"r2","180",1,1,0.0588235294117647,0.470588235294118,0.875
180,180,180,108,,,0.875,0.875,0.875,1,1,1,17,17,17,1,1,1,"r2","180",1,1,0.0588235294117647,0.470588235294118,0.875
180,180,180,111,,,0.875,0.875,0.875,1,1,1,17,17,17,1,1,1,"r2","180",1,1,0.0588235294117647,0.470588235294118,0.875
180,180,180,113,,,0.875,0.875,0.875,1,1,1,17,17,17,1,1,1,"r2","180",1,1,0.0588235294117647,0.470588235294118,0.875
180,180,180,117,,,0.875,0.875,0.875,1,1,1,17,17,17,1,1,1,"r2","180",1,1,0.0588235294117647,0.470588235294118,0.875
180,180,180,118,,,0.875,0.875,0.875,1,1,1,17,17,17,1,1,1,"r2","180",1,1,0.0588235294117647,0.470588235294118,0.875
180,180,180,121,,,0.875,0.875,0.875,1,1,1,17,17,17,1,1,1,"r2","180",1,1,0.0588235294117647,0.470588235294118,0.875
180,180,180,146,,,0.875,0.875,0.875,1,1,1,17,17,17,1,1,1,"r2","180",1,1,0.0588235294117647,0.470588235294118,0.875
180,180,180,227,,,0.875,0.875,0.875,1,1,1,17,17,17,1,1,1,"r2","180",1,1,0.0588235294117647,0.470588235294118,0.875
180,180,180,228,,,0.875,0.875,0.875,1,1,1,17,17,17,1,1,1,"r2","180",1,1,0.0588235294117647,0.470588235294118,0.875
182,182,182,58,,,0.885,0.885,0.885,1,1,1,2,2,2,1,1,1,"r2","182",1,1,0.5,0.25,0.885
183,183,183,55,,,0.816,0.816,0.816,1,1,1,3,3,3,1,1,1,"r2","183",1,1,0.333333333333333,0.333333333333333,0.816
183,183,183,57,,,0.816,0.816,0.816,1,1,1,3,3,3,1,1,1,"r2","183",1,1,0.333333333333333,0.333333333333333,0.816
203,203,203,26,,,0.554,0.554,0.554,1,1,1,2,2,2,1,1,1,"r2","203",1,1,0.5,0.25,0.554
212,212,212,148,,,0.629,0.629,0.629,1,1,1,3,3,3,1,1,1,"r2","212",1,1,0.333333333333333,0.333333333333333,0.629
212,212,212,157,,,0.629,0.629,0.629,1,1,1,3,3,3,1,1,1,"r2","212",1,1,0.333333333333333,0.333333333333333,0.629
223,223,223,105,,,0.955,0.955,0.955,1,1,1,3,3,3,1,1,1,"r2","223",1,1,0.333333333333333,0.333333333333333,0.955
223,223,223,144,,,0.955,0.955,0.955,1,1,1,3,3,3,1,1,1,"r2","223",1,1,0.333333333333333,0.333333333333333,0.955
231,231,231,237,,,0.576,0.576,0.576,1,1,1,2,2,2,1,1,1,"r2","231",1,1,0.5,0.25,0.576
