"Data Source","World Development Indicators",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014",
"Benin","BEN","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1955656","2032875","2118438","2211662","2301360","2383597","2459756","2528068","2595659","2664444","2745588","2832807","2928296","3042761","3161482","3282245","3404720","3529529","3656510","3785650","3917024","4044796","4174221","4307741","",
"Burkina Faso","BFA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3876044","3974946","4084381","4199466","4319772","4445001","4575233","4710637","4851130","4996603","5147046","5302506","5463232","5636440","5809404","5989186","6183453","6377794","6579686","6797549","7015643","7233395","7468034","7691776","",
"Bangladesh","BGD","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47166967","48547230","49676575","50747638","51841505","53039589","54200733","55382337","56642189","57797247","58986696","60557892","62105927","63618367","65081482","66488284","67828612","69111445","70372739","71661990","73014258","74546620","76038745","77609688","",
"Bulgaria","BGR","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4077759","4017090","3956350","3888032","3830899","3775479","3708842","3644216","3576613","3505909","3431024","3508509","3426987","3364376","3414437","3354628","3478286","3511993","3580609","3505857","3416896","3347104","3354512","3342390","",
"Bahrain","BHR","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","214616","223914","232525","241233","249347","257123","264181","271337","279387","289834","303604","319802","335376","355406","382853","424303","477508","540749","605930","664212","707016","731901","741723","738890","",
"Bahamas, The","BHS","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","124701","129172","133508","137841","141932","142857","142951","142057","140367","144087","148465","153379","158951","165011","171296","177842","183850","190063","196207","201976","207048","211650","216028","219996","",
"Bosnia and Herzegovina","BIH","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1590092","1524069","1434445","1343522","1277614","1261266","1286368","1301669","1334707","1366042","1386781","1397495","1395806","1390379","1379270","1371896","1365024","1395314","1419385","1412707","1435955","1442008","1452872","1462130","",
"Belarus","BLR","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5267274","5198128","5149406","5097670","5041576","4980711","4916903","4861371","4806476","4759220","4753813","4717228","4694308","4666198","4633741","4595025","4553218","4511965","4470625","4430006","4452564","4463651","4475233","4489746","",
"Belize","BLZ","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62883","63990","64840","65913","67548","71091","75044","77975","81193","84532","87868","91316","94780","98290","101911","105851","110307","115109","119915","125095","130266","134800","139456","144006","",
"Bermuda","BMU","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2653063","2736488","2820714","2910691","2998850","3094647","3226481","3363402","3442099","3522553","3604562","3698550","3800000","3898420","3999191","4102392","4213942","4334138","4444585","4569466","4689915","4805290","4921879","5039643","",
"Brazil","BRA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62562140","66368771","70325864","71837719","73706776","75627147","75249870","77899263","79775099","82466037","83788912","85028345","87724102","89490293","92007145","94648118","95770019","96694798","98427387","100031799","101813317","103193816","104745358","106169639","",
"Barbados","BRB","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","136229","134263","136285","137799","139068","140969","140056","140992","142391","143663","145446","147131","146807","148665","151651","153373","154889","156407","158148","159858","161078","162471","163584","164406","",
"Brunei Darussalam","BRN","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","109726","114258","118404","122567","126657","131123","136009","141086","146274","151459","156328","160830","164235","167545","170852","173965","177425","180942","184175","187584","190835","193895","196800","199681","",
"Bhutan","BTN","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","194948","193978","190182","185523","182155","181992","184835","190662","199320","210429","223670","238882","255789","273398","290424","305677","318662","329749","339532","348375","360053","371224","382768","393212","",
"Botswana","BWA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","561441","584237","608887","633546","658693","684969","710471","735963","762109","786464","810781","833880","855769","876464","896074","914688","931075","947703","962343","976526","990506","1004404","1018258","1030681","",
"Central African Republic","CAF","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1286920","1318249","1355279","1391670","1429007","1464056","1502349","1536620","1570172","1604601","1637718","1669206","1699407","1733999","1765908","1803063","1841320","1885083","1931781","1980861","2031894","2082234","2134465","2186169","",
"Canada","CAN","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14720070","14818793","14781957","14883753","14994997","15049052","15197744","15449638","15706996","15990999","16240679","16490512","16930251","17344157","17583498","17716114","17922251","18296171","18608510","18730306","18917051","19066215","19269903","19445547","",
"Central Europe and the Baltics","CEB","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51862344","51662224","51441856","51329174","51199954","51117218","51130218","51341572","51148791","51044496","50886153","50694919","49282752","49293552","49337717","49166555","49380859","49320349","49506616","49621896","49753151","49730032","50030977","50011362","",
"Switzerland","CHE","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3777609","3861533","3898280","3920700","3898958","3908547","3934943","3926626","3969586","3992775","3997815","4055432","4090609","4139227","4150065","4171576","4236726","4307720","4408493","4482630","4513247","4585298","4640316","4700998","",
"Channel Islands","CHI","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5007085","5092854","5303499","5538996","5631964","5635794","5690264","5829707","5951619","6054945","6104930","6143712","6216546","6395613","6589692","6786351","6985350","7186224","7478141","7587653","8052188","8344949","8458204","8593048","",
"China","CHN","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","633236930","642323210","651196155","659797392","668088190","677071847","685951509","695649735","705159019","714378563","724325746","731359728","738923140","746320096","752711357","758612921","763693185","768074459","770992463","773686144","774172295","782422530","787632272","793307655","",
"Cote d'Ivoire","CIV","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4518149","4690030","4868695","5051080","5233017","5410966","5585291","5755396","5915844","6078142","6211413","6331804","6433423","6524821","6627932","6732388","6840265","6970898","7116027","7265916","7442309","7613812","7813057","8021376","",
"Cameroon","CMR","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4357327","4510504","4662638","4820792","4985728","5150486","5314733","5477619","5646077","5819291","6005388","6187051","6372967","6563363","6768447","6979295","7196140","7429725","7658877","7905165","8157901","8405125","8658591","8924086","",
"Congo, Rep.","COG","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","889897","920016","949650","981777","1015230","1048551","1085113","1123236","1163727","1201964","1240618","1275508","1310820","1346402","1382622","1425086","1470578","1520422","1572974","1625784","1677114","1721620","1767178","1806924","",
"Colombia","COL","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11408207","11711189","11998489","12314265","12939442","13609890","14303780","15021636","15762856","16552452","17337688","18116152","18942215","19761085","19606308","19908905","19722095","19886741","20455634","21645900","22201272","22655935","23107344","23551036","",
"Comoros","COM","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","121622","125491","129778","134033","138511","143223","147913","153087","158103","163402","168922","174348","179700","185340","190992","196695","202455","208287","214266","220094","226610","232659","239019","245166","",
"Cabo Verde","CPV","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","118191","121363","125145","129741","134652","139423","144180","148758","153713","158732","164387","170498","176957","183514","190114","195932","201445","206441","211119","215795","221032","226236","232009","237304","",
"Costa Rica","CRI","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1161566","1185347","1208269","1258476","1303330","1367484","1370225","1468085","1553848","1590837","1605371","1725704","1769921","1813234","1834299","1946504","1994026","2073162","2102507","2143903","2198391","2248940","2298866","2347655","",
"Caribbean small states","CSS","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2471088","2478624","2520451","2556102","2597316","2618740","2644984","2659966","2673807","2700403","2727972","2756436","2782502","2820323","2862686","2915337","2950657","2985461","3023439","3014050","3030301","3062034","3103529","3139088","",
"Cuba","CUB","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4373449","4439800","4494833","4541585","4593144","4627924","4654750","4672980","4683734","4696755","4704036","4715062","4729376","4744650","4748626","4820689","4879143","5007227","5086651","5248308","5279845","5310830","5331358","5351749","",
"Curacao","CUW","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","319300","330646","334626","348838","354865","361526","376052","384775","392213","402690","445051","466913","479585","500274","515550","523972","537690","551048","560533","571331","584478","586250","593905","603568","",
"Czech Republic","CZE","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4923222","4994693","5045288","5088850","5144757","5159906","5160445","5175174","5196678","5216521","5183636","5153550","5148742","5133561","5127955","5168891","5179779","5186846","5211792","5253968","5239905","5242209","5280696","5326139","",
"Germany","DEU","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37265352","39908364","39828889","39782719","39696976","39749048","39963147","40216096","40508874","40355557","40309081","40493240","40476780","40276006","40743681","41261506","41605652","41860106","41939193","41983039","41990452","42490517","41762514","41986057","",
"Djibouti","DJI","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","152613","158663","164511","169513","174228","179080","184128","189669","195440","201140","207234","213790","220349","227675","234684","242169","250151","257643","265558","273272","281252","287796","294586","300966","",
"Dominica","DMA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2913557","2910403","2919549","2896373","2780833","2824150","2837345","2858332","2847138","2879103","2864614","2852289","2879651","2872393","2905970","2902347","2933043","2933487","2966072","2952487","2930964","2930445","2914454","2892905","",
"Dominican Republic","DOM","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2864145","2941844","3001172","3069806","3143896","3219009","3284970","3356746","3423639","3495920","3568036","3662836","3758354","3854887","3952904","4046441","4141672","4238338","4322488","4405949","4474281","4554509","4633318","4712893","",
"Algeria","DZA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6233924","6530926","6841143","7149482","7472765","7829403","8185190","8405058","8645882","8885616","9121133","9372385","9618434","9858056","10113742","10362188","10603014","10860485","11081894","11341979","11641894","11929437","12205635","12431290","",
"East Asia & Pacific (developing only)","EAP","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","844758549","858102740","871083030","884680663","897726252","913726240","929211207","942791482","957377788","975135133","990340774","1004173819","1016065539","1029076640","1040736115","1051195856","1060341877","1069628541","1077587029","1085526448","1091044967","1104891351","1115599553","1126535222","",
"East Asia & Pacific (all income levels)","EAS","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","942698597","957990121","972397320","986758878","1001081360","1018279117","1035218097","1049955781","1064469294","1082449388","1098180360","1112644021","1124763223","1137798821","1149881706","1161019276","1170919952","1181176005","1189712392","1197781369","1204109932","1217533558","1228662367","1240435582","",
"Europe & Central Asia (developing only)","ECA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","105449690","106054513","106455510","105615192","106997066","107146356","107652525","107797170","108175526","108755613","108034078","108391094","107964017","108018968","108338965","109398201","110641449","111609711","112863813","114399311","116144618","117993731","119274791","120514570","",
"Europe & Central Asia (all income levels)","ECS","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","388473533","391178645","389694688","386704978","385876036","386471758","387488927","387296183","388495993","395303303","396354547","396298853","398927665","402586644","406150288","410159420","413856355","417840378","421973170","424265580","426398041","429931715","431972524","433892258","",
"Ecuador","ECU","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3856408","3995663","4151315","4310731","4459740","4625925","4780657","4938012","5106248","5302638","5480252","6016157","6065596","6102742","6433774","6485472","6750036","6698910","6738038","6854361","7043271","7214209","7387243","7562010","",
"Egypt, Arab Rep.","EGY","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17035841","16545814","16484237","17029122","17740922","17720374","17926634","18136300","18354014","19377289","19687527","19976065","20234194","21182263","22191651","23105750","23118796","24149082","24773710","25348543","25986819","26585338","27193916","27742106","",
"Euro area","EMU","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","138212251","141388577","140912939","141173545","141605091","142046666","143215800","144067910","145420454","146580196","147775147","148430445","150232806","152087476","154233491","156059371","157749220","159398038","161009410","161437144","161540301","162046745","162223519","162513871","",
"Eritrea","ERI","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1462606","1464292","1448902","1423977","1402298","1408229","1433817","1478555","1543077","1624896","1724028","1824660","1938624","2060916","2179648","2292004","2395623","2491630","2585821","2673501","2764038","2858123","2954933","3052873","",
"Spain","ESP","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15813140","15957571","16052720","16234932","16467280","16618369","16855983","17088143","17323773","17644827","18185883","18200531","18913233","19665033","20448256","21163057","21852616","22435926","23087190","23303701","23457625","23543802","23559659","23281641","",
"Estonia","EST","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","844998","826712","796350","761737","729698","701384","694109","688310","677254","663454","669260","671144","658188","677121","679359","674866","695265","694702","700186","696636","691625","698460","689183","687844","",
"Ethiopia","ETH","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20873064","21642772","22443613","23152447","23923409","24663142","25366461","26099000","26903351","27692124","28753049","29856539","30968439","32132893","33360342","34659769","35738105","36874852","38031786","39258720","40607803","42036456","43591175","45145776","",
"European Union","EUU","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","219354165","222205626","221301334","221298069","221536602","222008166","223445383","224638179","225785713","227255017","228607000","229113713","229852984","231925256","234436501","236541600","239046412","240789691","243037028","243758073","244184217","245026663","245843676","246326326","",
"Fragile and conflict affected situations","FCS","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88096627","90769648","93606204","96611395","99792547","102953271","105931942","108844040","111674104","114524491","117800162","121191922","124636105","128150431","131667762","135213040","138886120","142807713","146740183","150635304","154932370","159080254","163463592","167893907","",
"Finland","FIN","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2615122","2573442","2532000","2509076","2489401","2514605","2523058","2510831","2531790","2581636","2613986","2629537","2636570","2626165","2621521","2644599","2682611","2709259","2736987","2710910","2700262","2714985","2719678","2717587","",
"Fiji","FJI","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","253432","259420","266606","274562","282127","289744","296279","297837","299088","300399","302546","305583","309413","313404","317397","320703","322706","324535","327874","332076","335875","339227","342174","344739","",
"France","FRA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25843662","25751216","25981868","26138584","26236587","26394904","26715005","26665873","26822301","27116182","27303844","27396002","27681679","28313015","28444366","28782307","28946653","29188501","29412154","29677817","29836224","29892102","30104699","30143373","",
"Faeroe Islands","FRO","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","347250","354953","363471","372336","379806","388337","397354","407476","417280","427978","438059","448915","459864","470179","481514","493999","508591","524506","540799","557319","573957","590686","608562","625299","",
"United Kingdom","GBR","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29296903","29171736","28885875","28682292","28677436","28644257","28813380","28954197","28980059","29316002","29529666","29572617","29878032","30153077","30406139","30683756","31212466","31342736","31767975","31922923","32029852","32287857","32619882","32806898","",
"Georgia","GEO","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2320417","2367941","2435890","2464378","2443432","2385530","2331203","2292331","2279446","2270149","2194252","2280517","2214336","2263377","2232735","2264845","2293300","2293834","2300468","2327862","2356831","2380843","2393615","2394842","",
"Ghana","GHA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5851767","6049046","6253960","6491024","6731050","6971588","7211517","7452540","7708923","7965558","8236702","8375717","8508657","8645769","8773334","8901525","9043916","9322791","9619602","9900635","10204903","10487162","10779112","11048371","",
"Guinea","GIN","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2418456","2546613","2692140","2845794","2990259","3113273","3210731","3286640","3346922","3405837","3466074","3533589","3597487","3660590","3747047","3833296","3937032","4058493","4178336","4322085","4463776","4595915","4737904","4878293","",
"Gambia, The","GMB","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","382862","395434","407007","417781","428791","440802","453439","467640","482670","497566","513382","529501","547472","564563","582214","601271","620224","639849","660231","681483","704582","726858","751038","774012","",
"Guinea-Bissau","GNB","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","390505","399257","408678","417608","426889","436511","445285","456814","482629","495418","508218","523197","540642","556959","572203","587200","603573","620526","637262","655598","673823","692857","711710","731325","",
"Equatorial Guinea","GNQ","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","200574","204846","209283","213810","218759","223722","229545","235806","242545","250369","258722","268249","278298","288904","299722","310501","321511","332452","343399","354494","365836","377439","389259","401157","",
"Greece","GRC","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4182950","4133310","4256628","4323029","4420034","4513486","4629576","4660152","4784916","4840264","4870258","4814884","4877848","4949986","5030949","5052616","5099003","5104774","5112965","5157853","5148705","5075020","5039973","5007178","",
"Grenada","GRD","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3117644","3190909","3261195","3338649","3412990","3494938","3579394","3666599","3756894","3850688","3954632","4062966","4175924","4294003","4424773","4691804","4958459","5109236","5282537","5463659","5652626","5840870","6036302","6238293","",
"Guam","GUM","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59848","61307","62641","63880","64978","65963","66945","67907","68712","69408","69967","70390","68833","69267","69648","70347","72034","69783","70411","71091","72244","73676","74884","76248","",
"Guyana","GUY","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","280928","281948","282998","283318","282714","283290","284186","285331","287567","289245","290221","290978","291121","290701","290289","290934","291665","292530","294737","297134","300412","304151","308766","313815","",
"High income","HIC","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","541815186","547161736","548911103","549795450","551908342","556565542","561105108","564995118","568404200","577439447","582469469","584634991","589869125","595622647","601750863","608830768","615786003","623050410","630282814","633001459","635717272","638657781","642642486","646127311","",
"Hong Kong SAR, China","HKG","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2848470","2895187","2888584","2930826","2999295","3075620","3210827","3232449","3264902","3302815","3346273","3399180","3462049","3470593","3524395","3558910","3604434","3655886","3677356","3694103","3671854","3693454","3730586","3737179","",
