"Data Source","World Development Indicators",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014",
"Azerbaijan","AZE","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5507.79848053139","5563.5279896038","4338.15570562642","3364.03703594854","2721.6596471594","2422.56419435459","2473.67460205002","2636.62548583817","2904.05201542063","3135.9592205208","3534.31138617121","3942.00897193678","4393.84416702012","4945.7269234037","5551.12293860728","7168.6909933618","9829.6337757268","12477.3202283734","13795.3443147315","14899.9596291008","15627.7477755523","15754.1523626148","16174.1028835644","17143.1096651869","",
"Burundi","BDI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","679.661722421841","718.830133805558","725.872024457456","682.747978485329","658.615659392251","609.398022912813","563.19479390538","557.130931436635","582.779140952954","576.42603594317","573.21474896576","583.879574035726","601.7468521943","587.318719290583","611.867340720814","615.944543642419","646.417177448719","671.55538730411","694.389878460888","699.605627792865","710.628836311793","731.329864172999","750.101695608758","771.71542954274","",
"Belgium","BEL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19045.9734426658","19966.3716335352","20650.1375761174","20856.4497938245","21919.980706418","22862.8882898373","23249.2393450664","24253.7984607545","24769.9060766074","25869.4457621048","28218.2472670836","29136.4319171026","30711.4059795178","31007.4433500576","31946.2202306923","33007.8069639739","35169.0313592112","36621.0906457356","37953.79451981","37740.972993791","39211.3365794801","40954.0642795348","41406.0668179178","41574.7563087295","",
"Benin","BEN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","881.052397349776","915.547167307851","929.042871080561","969.869507737171","974.793904379228","1020.24525268396","1050.30586430475","1096.79816055624","1120.00449045408","1162.27614078569","1209.09546892599","1272.59898979261","1305.60788202785","1338.04814673539","1371.69438508392","1410.18911017474","1461.39683353618","1522.21424727504","1581.12383612568","1588.66887480373","1603.46293022843","1643.31011828375","1715.62185335774","1790.75363672991","",
"Burkina Faso","BFA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","548.370293352249","601.613910954245","600.379410785926","618.961156674947","623.190046716687","654.352939526862","719.508705103603","756.787124029533","798.232107791523","845.396707619193","855.680033301474","906.635974151081","933.249755101446","996.720069172065","1039.17122113227","1131.84565835271","1203.6807835769","1249.27133549931","1308.21121150421","1317.20545109717","1404.53716552153","1485.03808844392","1601.21346273061","1684.47965093318","",
"Bangladesh","BGD","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","801.396912255072","835.777871686386","877.97915440827","919.838492441976","957.154390309442","1003.88058990083","1047.30431078451","1099.85784794979","1146.65878724092","1196.35453945806","1272.69964581277","1346.4720982193","1403.77241900458","1483.40464839129","1596.23374759975","1722.53279211735","1870.5200355652","2033.64976775795","2175.07543779063","2279.20369227375","2409.54851146896","2588.50045113465","2773.66358217385","2948.01488976887","",
"Bulgaria","BGR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5409.57115873851","5167.8435120209","4954.22711384317","5037.21483461614","5255.54641877981","5543.3740166973","5280.89271581925","5408.94945477468","6123.11931849816","5849.43980206686","6445.29985335285","6975.8505840403","7752.29730419792","8396.4700951379","9096.6635566204","9947.10586168254","11229.4346073519","12984.9038587141","14565.9088480033","14409.6445062569","14690.4921407297","15278.438477765","15671.8776751216","15731.6726237737","",
"Bahrain","BHR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22901.4530530455","25610.2970672141","27246.1415538438","30723.787820044","30530.8859173921","31556.6289383565","32530.9473410217","33103.3122502584","33921.7968464995","34578.0229544639","35717.7363980059","35806.3700054718","35931.9778772663","36867.038692512","38131.5477489479","39202.1189087239","39789.7988695571","40750.02201674","40821.1506001224","39514.6230344889","39732.9094847489","40083.3778671827","41465.0864023261","43850.9397176741","",
"Bahamas, The","BHS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15720.252591024","15278.3044423329","14746.8322357427","14864.9280921528","15391.0144120776","16152.6641760858","16922.4566376166","17374.6716729113","18196.0469996649","19538.1489831222","20510.9175388133","21156.1134219471","21630.9164935094","21328.5620211655","21643.3808338255","22628.7433217463","23445.7250984362","23960.2288495658","23424.116054836","22230.4014117663","22468.5422105021","22807.3017109175","23102.6293137408","23264.2722108642","",
"Bosnia and Herzegovina","BIH","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1003.09702110543","1285.67127735256","2498.78619882349","3367.18385073152","3821.4012999971","4122.32596504932","4352.64160090076","4593.7495692384","4888.46567090904","5187.73346738284","5668.58689619641","6154.41539657692","7086.91193401818","7797.85480735348","8569.02490435249","8488.88611054727","8746.08060920619","9248.09459479205","9356.48198471447","9535.5397905006","",
"Belarus","BLR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5229.79363978289","5335.72206204204","4922.87910649901","4646.66507126975","4195.07133706335","3849.68886825411","4043.08816075568","4600.97730340219","5065.59069908448","5330.80373394967","5785.84517318928","6245.30484997231","6703.58808454049","7369.5587788852","8497.1224057239","9661.43504774447","11021.4934527608","12345.0418182631","13913.276957401","14082.0193884491","15385.5992256832","16603.3895298874","17211.1368472344","17619.7696564982","",
"Belize","BLZ","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3342.12583710075","3739.30261215266","4207.38168691304","4496.6525802244","4510.13173835326","4530.64385895346","4559.86143903289","4668.4749581496","4752.12146279971","5090.11992630944","5719.0575452532","5977.04397558851","6212.95493212893","6751.51163414446","7076.09569171806","7302.47043303706","7672.40790036673","7763.40357142867","7964.22989353657","7883.58148314419","8042.98022427493","8178.01696405173","8436.07068304126","8486.89853967369","",
"Bermuda","BMU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26236.4647227903","26283.3750551072","27062.095403408","28387.895035215","28963.1218676909","30648.5037869091","31814.6427661377","33644.8509516892","35077.5683478399","36577.9925992736","40535.0045512244","43975.2456863238","43704.810955403","45795.6444257559","47832.6309998744","49874.087703949","53946.5214068492","56640.6963906211","58269.8503663912","55318.1233432764","55254.7167361817","54984.5103947777","53056.4377612925","","",
"Bolivia","BOL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2419.63822349037","2569.97228683579","2609.39195445219","2720.89940350184","2841.73752550359","2968.54722441572","3085.14245254189","3222.87887542604","3349.60329140198","3341.46158178875","3432.04805602716","3497.75933114847","3567.96537522162","3665.85396427087","3850.80804976693","4076.29279216927","4327.85538920643","4569.6856752968","4864.9804747799","4987.13961011943","5172.14797745405","5461.75263193709","5752.10186055037","6131.06168856137","",
"Brazil","BRA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6467.58519664532","6671.36110533494","6684.26931063043","7052.71472410599","7471.48345844931","7843.46123634013","8033.96776969769","8319.82715929118","8286.62236395648","8302.5902255704","8730.65623681013","8920.97740230162","9172.69748618058","9339.98141057037","10020.4817812953","10547.0969526645","11181.592237074","12060.0689838686","12808.9626009294","12752.8019753014","13759.4200659945","14300.7406589422","14580.8594358617","15037.4574693446","",
"Barbados","BRB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8426.66479450087","8425.25489398203","8163.6429810426","8416.55651067997","8912.21933820389","9208.47868955722","9522.24543826084","10277.383866094","10784.9481267778","11187.1271773871","11662.800619151","11576.2993083071","11779.0534022565","12191.1654142881","12642.1151104852","13502.7422196532","14639.4336442598","15206.0193540555","15476.5608749628","14879.2836936102","15025.026884244","15374.2134863361","15573.9931836007","","",
"Brunei Darussalam","BRN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49865.5502931046","51651.2591262944","53795.8713533439","53720.9580401604","55067.8462428555","57215.7401979122","58447.8018612491","57181.4574917394","56154.2976794802","57378.5387562715","59030.6888007135","60694.0807635143","62663.8115289735","64422.0040105044","65207.7952425311","66277.2145387425","70008.5010713861","70713.7088225958","69481.8504201376","67680.421820757","69208.2210588498","71991.0849847106","72953.8679809207","71776.6480123078","",
"Bhutan","BTN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1508.67577998005","1554.75326003192","1684.16026448366","1789.87254440848","1946.40238458583","2137.98553152122","2282.4580967222","2406.3536520458","2515.53499137735","2680.61877069823","2849.97827388781","3064.22007637161","3343.87625863353","3565.11903581176","3771.90729250618","4064.59805137741","4374.5692893203","5188.73536273154","5438.61189313545","5743.63531588145","6383.7626990272","6909.26883256977","7266.85038218828","7404.73678431865","",
"Botswana","BWA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5236.66713175052","5648.11347948514","5780.85496462908","5870.79382848043","6053.89628182176","6453.60183836937","6793.26876222349","7301.04671681705","7280.65375391313","7944.90610993817","8143.75629031091","8219.11532048304","8726.33272463808","9191.93052880676","9584.25136754691","10227.1949380953","11259.6788122344","12437.335218362","13045.6572874339","12005.775173283","13079.2888757608","14050.7045922619","14792.4701444261","15751.9022060328","",
"Central African Republic","CAF","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","504.43876434206","506.670289929619","473.617039364885","474.951681731578","496.806259222939","531.237738219722","507.71919191009","532.008464430151","551.239136737373","567.675182403369","555.455722337808","582.939365802199","602.999294665006","572.344355359842","613.084758295689","627.704578212284","683.875849334536","745.315748200725","774.513913307903","833.979820959847","882.904458358963","912.754028902023","948.251481086742","603.742959794015","",
"Canada","CAN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20019.8112659983","19974.00649599","20352.5033358077","21147.3197013381","22364.8974034699","23263.1352259042","23827.6281571889","25000.5753114498","26090.8946557504","27584.7856856468","29075.9454241459","29936.9334000574","30630.7396948016","32019.2610384339","33594.0479835876","35973.4915112799","37822.2482362751","39226.3476832151","40108.2894784759","38709.0500766164","40055.2721379216","41332.5189285225","42023.4712847831","42752.6574456961","",
"Central Europe and the Baltics","CEB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7070.29288516469","6638.26108297316","6551.25750237892","6751.81174311669","7148.40890847051","7712.7031777597","8221.38753937783","8654.20524415373","9061.60657280154","9345.15092166928","9999.8042168945","10788.8917579211","11566.3819751016","12287.8649503292","13347.8351391281","14260.0864824346","15905.3201318346","17729.0925141282","19260.5282967795","19364.5832122696","20288.6914699376","21577.2607764398","22205.68873012","22942.3832341833","",
"Switzerland","CHE","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26765.4557705998","27062.771287262","27364.182033536","27726.2785404359","28448.1920374876","28986.8471117094","29704.7132821539","30943.4867827326","32000.5731175559","32558.013189599","34509.2886428683","35372.6305452726","36376.6924506913","36415.7849665122","37771.0145740134","39152.8734196707","43377.7759016363","47409.4649185232","50438.7629476633","49919.2432317424","51321.5096954081","54550.6893664757","55915.4999953379","56950.0243389194","",
"Channel Islands","CHI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4382.94265061581","4849.84132738533","5522.72286975596","5999.58754680836","6428.57096766634","7213.44326332864","7848.0740570224","8438.4371024013","8740.24968100329","8681.24142731559","9667.90264204574","10065.755130967","10352.4450708373","10948.1573348129","11802.0648818713","12773.4183706063","15428.7597973258","16637.6263683844","16260.9369871422","16075.8987030452","18113.23161598","20154.4226265404","21184.1084774209","21942.1546463448","",
"China","CHN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","962.804924120225","1071.31274222796","1236.54096992921","1426.30218187866","1628.61824275238","1824.33525403589","2022.19256550278","2225.33720563139","2402.51967538302","2599.99209499825","2860.83441241671","3145.92012914273","3461.01747776375","3859.7817249393","4339.92956174417","4956.94828283294","5724.9167282411","6675.01247067467","7421.19505232521","8128.34975209763","9043.79838128397","10040.6298710262","10950.0041936598","11906.5073908244","",
"Cote d'Ivoire","CIV","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2092.15773920717","2090.91043404237","2064.03211656291","2042.22758477195","2037.99562332072","2163.18627279233","2305.56415743363","2411.8241595967","2488.61171799199","2504.92732268569","2416.89231506361","2427.93726649601","2392.78341610135","2369.15559028495","2444.01743639649","2517.66293267885","2594.33996354223","2667.23888561387","2740.35168625194","2799.42960200329","2833.75984563001","2706.39673613884","2980.04620300194","3210.45464438594","",
"Cameroon","CMR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1791.00277643195","1728.36113064306","1663.92055980689","1524.08560428316","1544.28293595717","1596.51935838702","1659.31957729934","1730.14013922551","1786.13481911601","1835.99270252996","1905.36138342167","1984.06914891984","2041.3854194971","2110.51262364827","2191.30520630257","2254.71750162059","2337.81737765285","2415.25814431807","2468.56970372276","2471.89143000816","2518.7851679284","2609.89751431769","2709.1944918044","2830.12953902169","",
"Congo, Rep.","COG","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3405.44198827953","3508.78421427475","3587.54673218179","3543.09479055457","3329.97336073855","3440.3724345894","3552.894937364","3490.68206201684","3557.80283799517","3419.60598384838","3664.12448314814","3793.68649873144","3932.5891047252","3947.77616899128","4093.26747030193","4431.83843088426","4714.78965390561","4621.70720374014","4822.478751758","5068.35354640994","5421.31330260051","5568.55281678706","5732.62819777544","5868.48055101527","",
"Colombia","COL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5015.06539177708","5197.83044062673","5478.91629539814","5635.94215001285","5980.45141086244","6307.31205867213","6437.72665711814","6654.25927001211","6647.82489417887","6349.85576744731","6668.8138127899","6822.16952883343","6986.99079712923","7289.50484477595","7767.59810317442","8267.23311269929","8955.70534736626","9683.8466728012","10072.5878823839","10173.2988707954","10558.9839138977","11332.3419836931","11845.9345489371","12423.9230431716","",
"Comoros","COM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","996.449266747582","950.499583423359","1029.99023435545","1060.44961907368","1001.36008901517","1033.64310685372","1013.53555211354","1046.06918918998","1044.31556886037","1052.60500898535","1064.40859213295","1186.93748165234","1202.00026323393","1220.01943342377","1245.08716968333","1287.85072745379","1327.67170508505","1338.77312036625","1335.12824904679","1337.27785203354","1349.05574439759","1378.12539696624","1410.19535929911","1446.17149475964","",
"Cabo Verde","CPV","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1041.2663311578","1067.59176531429","1181.0587431051","1279.04027135929","1515.1899420746","1722.55151582095","1908.46388649817","2111.83047358983","2354.7473254848","2606.11213362905","2989.42158044154","3067.59202394606","3218.74245570984","3362.87790468068","3754.23758129674","4098.95622173544","4531.10346846055","5338.00760943497","5791.6184204726","5750.49625865145","5883.5287698981","6205.6623958375","6345.68503289963","6416.317160988","",
"Costa Rica","CRI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4744.22254657637","4904.22689623523","5343.77568447859","5737.01678069235","5989.03279808127","6199.22597005924","6210.31433312495","6502.89061947839","6949.5948326043","7447.67406921224","7581.24259047848","7673.5277019379","7860.01318425058","8372.01548367314","8809.62544928661","9463.82401125813","10436.2941032443","11381.5185127681","11735.3034115092","11532.8293027739","12073.4928421449","12693.6014897915","13394.2410885353","13875.8563536715","",
"Caribbean small states","CSS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5663.89281380342","5954.86320971985","6064.50359243979","6342.44351108346","6611.16351698081","6888.44925384984","7125.77406741131","7344.03739116784","7564.27452814808","7862.24842403075","8238.30697976991","8553.81392566609","9059.20205379687","9920.39404749665","10715.0336842309","11479.3910913493","12936.6774104254","13649.8642145586","14045.2926703426","13573.4919142636","13691.7880963785","13972.0593528859","14347.3607819888","14725.1783779274","",
"Cuba","CUB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8755.05281297439","8014.62440882172","7198.88171225178","6236.92400178037","6381.29058025544","6642.1308123462","7260.95312411404","7561.64748934098","7628.12158951097","8188.48127855204","8841.25471651836","9299.4339972133","9545.68477016623","10074.7006565396","10922.2230826841","12515.6590480758","14445.2908063365","15906.6494617495","16888.9717582538","17280.2716075651","17921.0874819137","18796.1925231461","","","",
"Curacao","CUW","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12320.9558718435","12495.8836790318","13615.1952906156","13702.2746567638","14515.5754211338","15440.1118243236","15807.3394369355","16264.6922870645","17169.4248510211","17984.0980698261","19448.6974665969","20942.1216961009","21375.4538630359","21835.5185022211","23216.6028251266","24408.2280232324","26337.0820633757","28487.9426001365","31815.6252245413","31679.362860871","31089.8609147151","30260.2052614127","29717.9219541278","28224.4574448048","",
"Czech Republic","CZE","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12731.225349088","11655.0135961086","11848.1822977616","12124.9723920517","12738.6636813508","13821.881487228","14699.9276585884","14904.0614589627","14976.7184015466","15387.3753011263","16286.8209502626","17646.017309915","18318.354946634","19607.3356955461","20990.2819335853","22286.457189578","24415.8833003245","26683.1977097244","27111.5481990756","27017.4542645953","27050.957822152","28603.4944491847","28674.4897114726","29017.8364426335","",
"Germany","DEU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19054.6664680575","20544.4835334242","21254.3903010311","21411.0058436603","22325.8792191995","23110.8092650558","23659.9204316755","24172.3435474357","24846.9028831222","25759.9238118182","26600.1145421289","27679.7478800403","28397.1594920658","29319.4703528595","30662.0496235888","32141.5322066069","34667.6486449271","36735.8408847459","38382.9227959824","37070.1356271734","39553.2006202008","42079.8757469686","43522.4443570681","43883.9100960419","",
"Djibouti","DJI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1973.05444517246","1879.07542436508","1870.34213746701","1753.2282021762","1744.08761998034","1689.39477726475","1620.36877870897","1607.40539917417","1598.51195450005","1629.41844365944","1647.4866096627","1694.09677058949","1739.75426351121","1805.38123482345","1899.07527132625","1994.15202977184","2124.12197806139","2259.99270117078","2402.87562578816","2506.49137104298","2611.45908219548","2767.04880123682","2857.54435346111","2998.74058570901","",
"Dominica","DMA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4309.12892841041","4484.05017773649","4671.71120525076","4847.92297605713","5010.00806268062","5215.98114499216","5468.27941360433","5676.41835335348","6063.13449668299","6226.76605950409","6413.06008370939","6591.9428744333","6561.9852587331","7181.34079910465","7589.53637857721","7802.70880644537","8417.55196881496","9151.42402784362","10011.6577557359","9959.27417229673","10165.2033950373","10332.5256113498","10331.1675739566","10343.1557312332","",
