"sp_id","sp_type","rgn_id","rgn_name","chemical_pollution_2007_scaled","chemical_pollution_2008_scaled","chemical_pollution_2009_scaled","chemical_pollution_2010_scaled","chemical_pollution_2011_scaled","chemical_pollution_2012_scaled"
237,"eez",237,"Oecussi Ambeno",0.228094280735581,0.227764684984356,0.228542235782119,0.229900743140515,0.229453651906959,0.228904903989282
244,"eez",244,"Curacao",0.3382112959475,0.3382112959475,0.3382112959475,0.3382112959475,0.3382112959475,0.3382112959475
245,"eez",245,"Bonaire",0.347093032342836,0.347093032342836,0.347093032342836,0.347093032342836,0.347093032342836,0.347093032342836
247,"eez",247,"Brunei",0.265015851384843,0.265180804889567,0.265006036828522,0.264918945064667,0.264124295211223,0.264132710735609
248,"eez",248,"Saba",0.354218502637275,0.354218502637275,0.354218502637275,0.354218502637275,0.354218502637275,0.354218502637275
249,"eez",249,"Sint Eustatius",0.458591778302122,0.458644819548746,0.45860903566853,0.458605458787277,0.458627710510563,0.458540518933655
250,"eez",250,"Aruba",0.330825399264493,0.330825642412935,0.330825640498905,0.330825843765286,0.330825548150132,0.330825819459047
251,"eez",140,"Guadeloupe and Martinique",0.241100061156515,0.241100018537345,0.241099969384248,0.2410999875752,0.241099999561084,0.241099941648224
255,"eez",116,"Puerto Rico and Virgin Islands of the United States",0.311445311455567,0.311445311413756,0.311445310837693,0.311445311569581,0.311445310837693,0.311445310837693
1018,"fao",260,"Arctic Sea",0.0010531474881625,0.0010531474881625,0.0010531474881625,0.0010531474881625,0.0010531474881625,0.0010531474881625
1021,"fao",261,"Atlantic, Northwest",0.263781633139525,0.263781633139525,0.263781633139525,0.263781633139525,0.263781633139525,0.263781633139525
1027,"fao",262,"Atlantic, Northeast",0.243367301819805,0.243367301819805,0.243367301819805,0.243367301819805,0.243367301819805,0.243367301819805
1031,"fao",263,"Atlantic, Western-Central",0.19229523163766,0.19229523163766,0.19229523163766,0.19229523163766,0.19229523163766,0.19229523163766
1034,"fao",264,"Atlantic, Eastern Central",0.114726131659295,0.114726131659295,0.114726131659295,0.114726131659295,0.114726131659295,0.114726131659295
1041,"fao",266,"Atlantic, Southwest",0.0432375008991479,0.0432375008991479,0.0432375008991479,0.0432375008991479,0.0432375008991479,0.0432375008991479
1047,"fao",267,"Atlantic, Southeast",0.0524773845626407,0.0524773845626407,0.0524773845626407,0.0524773845626407,0.0524773845626407,0.0524773845626407
1051,"fao",269,"Indian Ocean, Western",0.0671976789096063,0.0671976789096063,0.0671976789096063,0.0671976789096063,0.0671976789096063,0.0671976789096063
1057,"fao",270,"Indian Ocean, Eastern",0.0430902711704274,0.0430902711704274,0.0430902711704274,0.0430902711704274,0.0430902711704274,0.0430902711704274
1061,"fao",272,"Pacific, Northwest",0.205580649860431,0.205580649860431,0.205580649860431,0.205580649860431,0.205580649860431,0.205580649860431
1067,"fao",273,"Pacific, Northeast",0.252691095386178,0.252691095386178,0.252691095386178,0.252691095386178,0.252691095386178,0.252691095386178
1071,"fao",274,"Pacific, Western Central",0.10123331828195,0.10123331828195,0.10123331828195,0.10123331828195,0.10123331828195,0.10123331828195
1077,"fao",275,"Pacific, Eastern Central",0.11507201748382,0.11507201748382,0.11507201748382,0.11507201748382,0.11507201748382,0.11507201748382
1081,"fao",276,"Pacific, Southwest",0.0338712739268051,0.0338712739268051,0.0338712739268051,0.0338712739268051,0.0338712739268051,0.0338712739268051
1087,"fao",277,"Pacific, Southeast",0.0341716895347902,0.034171851081808,0.0341717274907402,0.034171766051065,0.0341720000947623,0.0341719488428589
248100,"eez-ccamlr",213,"Antarctica",0.0348180554086417,0.0348180554086417,0.0348180554086417,0.0348180554086417,0.0348180554086417,0.0348180554086417
248200,"eez-ccamlr",213,"Antarctica",0.0185441249811853,0.0185441249811853,0.0185441249811853,0.0185441249811853,0.0185441249811853,0.0185441249811853
248300,"eez-ccamlr",213,"Antarctica",0.00816905874487531,0.00816905874487531,0.00816905874487531,0.00816905874487531,0.00816905874487531,0.00816905874487531
248400,"eez-ccamlr",213,"Antarctica",0.00671556708450296,0.00671556708450296,0.00671556708450296,0.00671556708450296,0.00671556708450296,0.00671556708450296
248500,"eez-ccamlr",213,"Antarctica",0.00570229992213421,0.00570229992213421,0.00570229992213421,0.00570229992213421,0.00570229992213421,0.00570229992213421
248600,"eez-ccamlr",213,"Antarctica",0.0144215019172475,0.0144215019172475,0.0144215019172475,0.0144215019172475,0.0144215019172475,0.0144215019172475
258410,"eez-ccamlr",213,"Antarctica",0.0170043754181645,0.0170043754181645,0.0170043754181645,0.0170043754181645,0.0170043754181645,0.0170043754181645
258420,"eez-ccamlr",213,"Antarctica",0.017092060184747,0.017092060184747,0.017092060184747,0.017092060184747,0.017092060184747,0.017092060184747
258431,"eez-ccamlr",213,"Antarctica",0.00726532413553277,0.00726532413553277,0.00726532413553277,0.00726532413553277,0.00726532413553277,0.00726532413553277
258432,"eez-ccamlr",213,"Antarctica",0.00861911533544863,0.00861911533544863,0.00861911533544863,0.00861911533544863,0.00861911533544863,0.00861911533544863
258441,"eez-ccamlr",213,"Antarctica",0.0119867104015055,0.0119867104015055,0.0119867104015055,0.0119867104015055,0.0119867104015055,0.0119867104015055
258442,"eez-ccamlr",213,"Antarctica",0.00852156635344046,0.00852156635344046,0.00852156635344046,0.00852156635344046,0.00852156635344046,0.00852156635344046
258510,"eez-ccamlr",213,"Antarctica",0.00775266401091194,0.00775266401091194,0.00775266401091194,0.00775266401091194,0.00775266401091194,0.00775266401091194
258520,"eez-ccamlr",213,"Antarctica",0.00635700377922575,0.00635700377922575,0.00635700377922575,0.00635700377922575,0.00635700377922575,0.00635700377922575
258600,"eez-ccamlr",213,"Antarctica",0.00956828623350012,0.00956828623350012,0.00956828623350012,0.00956828623350012,0.00956828623350012,0.00956828623350012
258700,"eez-ccamlr",213,"Antarctica",0.0206016152501031,0.0206016152501031,0.0206016152501031,0.0206016152501031,0.0206016152501031,0.0206016152501031
288100,"eez-ccamlr",213,"Antarctica",0.00891519869437727,0.00891519869437727,0.00891519869437727,0.00891519869437727,0.00891519869437727,0.00891519869437727
288200,"eez-ccamlr",213,"Antarctica",0.00687555060304621,0.00687555060304621,0.00687555060304621,0.00687555060304621,0.00687555060304621,0.00687555060304621
288300,"eez-ccamlr",213,"Antarctica",0.0094456688893038,0.0094456688893038,0.0094456688893038,0.0094456688893038,0.0094456688893038,0.0094456688893038
