TaxonKey,TaxonName,CommonName,TargetGrpNum,Description
602224,Maravichromis labidodon,Maravichromis labidodon,13,Small Benthopelagics (<30 cm)
602226,Maravichromis melanotaenia,Maravichromis melanotaenia,13,Small Benthopelagics (<30 cm)
602229,Maravichromis lateristriga,Basket hap,13,Small Benthopelagics (<30 cm)
602230,Maravichromis semipalatus,Maravichromis semipalatus,13,Small Benthopelagics (<30 cm)
602232,Maravichromis mollis,Softy hap,13,Small Benthopelagics (<30 cm)
602236,Maravichromis obtusus,Maravichromis obtusus,13,Small Benthopelagics (<30 cm)
602237,Maravichromis formosus,Maravichromis formosus,13,Small Benthopelagics (<30 cm)
602243,Buccochromis lepturus,Slender tail hap,14,Medium Benthopelagics (30 - 90 cm)
602248,Buccochromis spectabilis,Buccochromis spectabilis,13,Small Benthopelagics (<30 cm)
602261,Caprichromis orthognathus,Caprichromis orthognathus,13,Small Benthopelagics (<30 cm)
602262,Caprichromis liemi,Happy,13,Small Benthopelagics (<30 cm)
602264,Diplotaxodon ecclesi,Diplotaxodon ecclesi,13,Small Benthopelagics (<30 cm)
602265,Diplotaxodon greenwoodi,Diplotaxodon greenwoodi,13,Small Benthopelagics (<30 cm)
602271,Eclectochromis ornatus,Eclectochromis ornatus,13,Small Benthopelagics (<30 cm)
602272,Eclectochromis festivus,Eclectochromis festivus,13,Small Benthopelagics (<30 cm)
602273,Eclectochromis lobochilus,Eclectochromis lobochilus,13,Small Benthopelagics (<30 cm)
602292,Melanocetus johnsoni,Humpback anglerfish,7,Small Bathypelagics (<30 cm)
602305,Haplochromis phenochilus,Haplochromis phenochilus,13,Small Benthopelagics (<30 cm)
602308,Anoplogaster cornuta,Common fangtooth,7,Small Bathypelagics (<30 cm)
602325,Labeotropheus fuelleborni,Blue mbuna,14,Medium Benthopelagics (30 - 90 cm)
602326,Labeotropheus trewavasae,Scrapermouth mbuna,13,Small Benthopelagics (<30 cm)
602327,Labidochromis caeruleus,Blue streak hap,13,Small Benthopelagics (<30 cm)
602328,Labidochromis chisumulae,Labidochromis chisumulae,13,Small Benthopelagics (<30 cm)
602329,Labidochromis flavigulis,Chisumulu pearl,13,Small Benthopelagics (<30 cm)
602330,Labidochromis freibergi,Labidochromis freibergi,13,Small Benthopelagics (<30 cm)
602331,Labidochromis gigas,Labidochromis gigas,13,Small Benthopelagics (<30 cm)
602332,Labidochromis heterodon,Labidochromis heterodon,13,Small Benthopelagics (<30 cm)
602333,Labidochromis ianthinus,Labidochromis ianthinus,13,Small Benthopelagics (<30 cm)
602335,Labidochromis maculicauda,Labidochromis maculicauda,13,Small Benthopelagics (<30 cm)
602337,Labidochromis mylodon,Labidochromis mylodon,13,Small Benthopelagics (<30 cm)
602338,Labidochromis pallidus,Labidochromis pallidus,13,Small Benthopelagics (<30 cm)
602339,Labidochromis shiranus,Labidochromis shiranus,13,Small Benthopelagics (<30 cm)
602340,Labidochromis strigatus,Labidochromis strigatus,13,Small Benthopelagics (<30 cm)
602342,Labidochromis zebroides,Labidochromis zebroides,13,Small Benthopelagics (<30 cm)
602405,Alestes baremoze,Silversides,14,Medium Benthopelagics (30 - 90 cm)
602410,Barbus ablabes,Barbus ablabes,13,Small Benthopelagics (<30 cm)
602411,Barbus baudoni,Barbus baudoni,13,Small Benthopelagics (<30 cm)
602412,Barbus bigornei,Barbus bigornei,13,Small Benthopelagics (<30 cm)
602413,Barbus callipterus,Clipper barb,13,Small Benthopelagics (<30 cm)
602414,Barbus eburneensis,Barbus eburneensis,13,Small Benthopelagics (<30 cm)
602415,Barbus hypsolepis,Barbus hypsolepis,13,Small Benthopelagics (<30 cm)
602416,Barbus inaequalis,Barbus inaequalis,13,Small Benthopelagics (<30 cm)
602417,Barbus leonensis,Barbus leonensis,13,Small Benthopelagics (<30 cm)
602418,Barbus macinensis,Barbus macinensis,13,Small Benthopelagics (<30 cm)
602419,Barbus macrops,Blackstripe barb,13,Small Benthopelagics (<30 cm)
602420,Gasterosteus aculeatus,Three-spined stickleback,13,Small Benthopelagics (<30 cm)
602421,Barbus parawaldroni,Barbus parawaldroni,13,Small Benthopelagics (<30 cm)
602422,Barbus pobeguini,Barbus pobeguini,13,Small Benthopelagics (<30 cm)
602423,Barbus punctitaeniatus,Barbus punctitaeniatus,13,Small Benthopelagics (<30 cm)
602424,Barbus sacratus,Barbus sacratus,13,Small Benthopelagics (<30 cm)
602425,Barbus stigmatopygus,Barbus stigmatopygus,13,Small Benthopelagics (<30 cm)
602426,Barbus subinensis,Barbus subinensis,13,Small Benthopelagics (<30 cm)
602427,Barbus sublineatus,Barbus sublineatus,13,Small Benthopelagics (<30 cm)
602428,Barbus traorei,Barbus traorei,13,Small Benthopelagics (<30 cm)
602429,Barbus trispilos,Barbus trispilos,13,Small Benthopelagics (<30 cm)
602431,Barbus walkeri,Barbus walkeri,13,Small Benthopelagics (<30 cm)
602433,Labeo alluaudi,Labeo alluaudi,13,Small Benthopelagics (<30 cm)
602434,Labeo coubie,African carp,14,Medium Benthopelagics (30 - 90 cm)
602435,Labeo parvus,Labeo parvus,14,Medium Benthopelagics (30 - 90 cm)
602436,Labeo senegalensis,Labeo senegalensis,14,Medium Benthopelagics (30 - 90 cm)
602450,Chiloglanis lamottei,Chiloglanis lamottei,13,Small Benthopelagics (<30 cm)
602451,Chiloglanis normani,Chiloglanis normani,13,Small Benthopelagics (<30 cm)
602452,Chiloglanis occidentalis,Chiloglanis occidentalis,13,Small Benthopelagics (<30 cm)
602453,Synodontis bastiani,Synodontis bastiani,13,Small Benthopelagics (<30 cm)
602454,Synodontis comoensis,Synodontis comoensis,13,Small Benthopelagics (<30 cm)
602455,Synodontis koensis,Synodontis koensis,13,Small Benthopelagics (<30 cm)
602456,Synodontis obesus,Synodontis obesus,14,Medium Benthopelagics (30 - 90 cm)
602457,Synodontis punctifer,Synodontis punctifer,13,Small Benthopelagics (<30 cm)
602458,Synodontis schall,Wahrindi,14,Medium Benthopelagics (30 - 90 cm)
602459,Synodontis waterloti,Synodontis waterloti,13,Small Benthopelagics (<30 cm)
602460,Aplocheilichthys nimbaensis,Mt. Nimba lampeye,13,Small Benthopelagics (<30 cm)
602462,Aplocheilichthys normani,Normans lampeye,13,Small Benthopelagics (<30 cm)
602463,Aplocheilichthys pfaffi,Pfaffs lampeye,13,Small Benthopelagics (<30 cm)
602464,Aplocheilichthys rancureli,Rancurels lampeye,13,Small Benthopelagics (<30 cm)
602465,Aplocheilichthys spilauchen,Banded lampeye,13,Small Benthopelagics (<30 cm)
602466,Aplocheilichthys schioetzi,Schištz lampeye,13,Small Benthopelagics (<30 cm)
602468,Aplocheilichthys terofali,Aplocheilichthys terofali,13,Small Benthopelagics (<30 cm)
602469,Aphyosemion banforense,Aphyosemion banforense,13,Small Benthopelagics (<30 cm)
602470,Aphyosemion maeseni,Aphyosemion maeseni,13,Small Benthopelagics (<30 cm)
602471,Aphyosemion petersi,Aphyosemion petersi,13,Small Benthopelagics (<30 cm)
602472,Aphyosemion schmitti,Aphyosemion schmitti,13,Small Benthopelagics (<30 cm)
602473,Aphyosemion walkeri,Aphyosemion walkeri,13,Small Benthopelagics (<30 cm)
602474,Epiplatys bifasciatus bifasciatus,Epiplatys bifasciatus bifasciatus,13,Small Benthopelagics (<30 cm)
602475,Epiplatys chaperi,Toothed carp,13,Small Benthopelagics (<30 cm)
602476,Epiplatys dageti dageti,Redchin panchax,13,Small Benthopelagics (<30 cm)
602477,Epiplatys etzeli,Epiplatys etzeli,13,Small Benthopelagics (<30 cm)
602478,Epiplatys olbrechtsi,Epiplatys olbrechtsi,13,Small Benthopelagics (<30 cm)
602479,Epiplatys spilargyreius,Epiplatys spilargyreius,13,Small Benthopelagics (<30 cm)
602488,Tilapia guineensis,Tilapia guineensis,13,Small Benthopelagics (<30 cm)
602490,Tilapia walteri,Tilapia walteri,13,Small Benthopelagics (<30 cm)
602491,Tylochromis jentinki,Tylochromis jentinki,13,Small Benthopelagics (<30 cm)
602497,Diplodus cervinus,Zebra seabream,14,Medium Benthopelagics (30 - 90 cm)
602502,Oreochromis mweruensis,Oreochromis mweruensis,13,Small Benthopelagics (<30 cm)
602506,Epigonus constanciae,Epigonus constanciae,10,Small Bathydemersals (<30 cm)
602507,Epigonus denticulatus,Pencil cardinal,10,Small Bathydemersals (<30 cm)
602508,Epigonus telescopus,Bulls-eye,11,Medium Bathydemersals (30 - 90 cm)
602511,Eptatretus deani,Black hagfish,11,Medium Bathydemersals (30 - 90 cm)
602620,Facciolella gilberti,Dogface witch-eel,14,Medium Benthopelagics (30 - 90 cm)
602623,Hoplunnis tenuis,Spotted pike-conger,11,Medium Bathydemersals (30 - 90 cm)
602625,Gnathophis bathytopos,Blackgut conger,11,Medium Bathydemersals (30 - 90 cm)
602629,Rhynchoconger gracilior,Whiptail conger,11,Medium Bathydemersals (30 - 90 cm)
602660,Nemichthys scolopaceus,Slender snipe eel,9,Large Bathypelagics (>=90 cm)
602661,Notacanthus chemnitzii,Spiny eel,15,Large Benthopelagics (>=90 cm)
602681,Prosopium coulteri,Pygmy whitefish,13,Small Benthopelagics (<30 cm)
602684,Prosopium spilonotus,Bonneville whitefish,14,Medium Benthopelagics (30 - 90 cm)
602685,Prosopium williamsoni,Mountain whitefish,14,Medium Benthopelagics (30 - 90 cm)
602690,Salvelinus confluentus,Bull trout,15,Large Benthopelagics (>=90 cm)
602691,Salvelinus malma malma,Dolly varden,15,Large Benthopelagics (>=90 cm)
602693,Thymallus arcticus arcticus,Arctic grayling,14,Medium Benthopelagics (30 - 90 cm)
602697,Spirinchus starksi,Night smelt,13,Small Benthopelagics (<30 cm)
602698,Spirinchus thaleichthys,Longfin smelt,13,Small Benthopelagics (<30 cm)
602700,Argentina silus,Greater argentine,11,Medium Bathydemersals (30 - 90 cm)
602701,Argentina striata,Striated argentine,7,Small Bathypelagics (<30 cm)
602703,Leuroglossus stilbius,California smoothtongue,7,Small Bathypelagics (<30 cm)
602704,Macropinna microstoma,Barreleye,7,Small Bathypelagics (<30 cm)
602713,Tactostoma macropus,Longfin dragonfish,8,Medium Bathypelagics (30 - 90 cm)
602714,Chauliodus macouni,Pacific viperfish,7,Small Bathypelagics (<30 cm)
602727,Paralepis atlantica,Duckbill barracudina,8,Medium Bathypelagics (30 - 90 cm)
602729,Anotopterus pharao,Daggertooth,9,Large Bathypelagics (>=90 cm)
602730,Benthalbella dentata,Northern pearleye,7,Small Bathypelagics (<30 cm)
602731,Ceratoscopelus townsendi,Dogtooth lampfish,7,Small Bathypelagics (<30 cm)
602732,Diaphus theta,California headlightfish,7,Small Bathypelagics (<30 cm)
602734,Lampanyctus regalis,Pinpoint lampfish,7,Small Bathypelagics (<30 cm)
602735,Notoscopelus resplendens,Patchwork lampfish,7,Small Bathypelagics (<30 cm)
602737,Stenobrachius leucopsarus,Northern lampfish,7,Small Bathypelagics (<30 cm)
602738,Tarletonbeania crenularis,Blue lanternfish,7,Small Bathypelagics (<30 cm)
602740,Astyanax mexicanus,Mexican tetra,13,Small Benthopelagics (<30 cm)
602743,Campostoma anomalum,Central stoneroller,13,Small Benthopelagics (<30 cm)
602744,Campostoma oligolepis,Largescale stoneroller,13,Small Benthopelagics (<30 cm)
602745,Campostoma ornatum,Mexican stoneroller,13,Small Benthopelagics (<30 cm)
602749,Dionda diaboli,Devils River minnow,13,Small Benthopelagics (<30 cm)
602750,Dionda episcopa,Roundnose minnow,13,Small Benthopelagics (<30 cm)
602752,Notropis buccatus,Silverjaw minnow,13,Small Benthopelagics (<30 cm)
602755,Gila alvordensis,Alvord chub,13,Small Benthopelagics (<30 cm)
602756,Gila atraria,Utah chub,14,Medium Benthopelagics (30 - 90 cm)
602757,Gila bicolor,Tui chub,14,Medium Benthopelagics (30 - 90 cm)
602758,Gila boraxobius,Borax Lake chub,13,Small Benthopelagics (<30 cm)
602759,Gila coerulea,Blue chub,14,Medium Benthopelagics (30 - 90 cm)
602760,Gila copei,Leatherside chub,13,Small Benthopelagics (<30 cm)
602761,Gila crassicauda,Thicktail chub,13,Small Benthopelagics (<30 cm)
602762,Gila cypha,Humpback chub,14,Medium Benthopelagics (30 - 90 cm)
602763,Gila ditaenia,Sonora chub,13,Small Benthopelagics (<30 cm)
602764,Gila elegans,Bonytail,14,Medium Benthopelagics (30 - 90 cm)
602765,Gila nigrescens,Chihuahua chub,13,Small Benthopelagics (<30 cm)
602766,Gila orcuttii,Arroyo chub,14,Medium Benthopelagics (30 - 90 cm)
602767,Gila pandora,Rio Grande chub,13,Small Benthopelagics (<30 cm)
602768,Gila purpurea,Yaqui chub,13,Small Benthopelagics (<30 cm)
602769,Gila robusta,Roundtail chub,14,Medium Benthopelagics (30 - 90 cm)
602775,Hybognathus nuchalis,Mississippi silvery minnow,13,Small Benthopelagics (<30 cm)
602777,Hybognathus regius,Eastern silvery minnow,13,Small Benthopelagics (<30 cm)
602779,Notropis amblops,Bigeye chub,13,Small Benthopelagics (<30 cm)
602785,Notropis hypsinotus,Highback chub,13,Small Benthopelagics (<30 cm)
602787,Cyprinella labrosa,Thicklip chub,13,Small Benthopelagics (<30 cm)
602788,Notropis lineapunctatus,Lined chub,13,Small Benthopelagics (<30 cm)
602791,Notropis rubescens,Rosyface chub,13,Small Benthopelagics (<30 cm)
602794,Cyprinella zanema,Santee chub,13,Small Benthopelagics (<30 cm)
602798,Lepidomeda altivelis,Pahranagat spinedace,13,Small Benthopelagics (<30 cm)
602801,Leuciscus idus,Ide,14,Medium Benthopelagics (30 - 90 cm)
602811,Nocomis platyrhynchus,Bigmouth chub,13,Small Benthopelagics (<30 cm)
602814,Notropis alborus,Whitemouth shiner,13,Small Benthopelagics (<30 cm)
602815,Notropis altipinnis,Highfin shiner,13,Small Benthopelagics (<30 cm)
602816,Notropis amabilis,Texas shiner,13,Small Benthopelagics (<30 cm)
602817,Notropis amnis,Pallid shiner,13,Small Benthopelagics (<30 cm)
602818,Notropis amoenus,Comely shiner,13,Small Benthopelagics (<30 cm)
602819,Cyprinella analostana,Satinfin shiner,13,Small Benthopelagics (<30 cm)
602820,Notropis anogenus,Pugnose shiner,13,Small Benthopelagics (<30 cm)
602821,Lythrurus ardens,Rosefin shiner,13,Small Benthopelagics (<30 cm)
602822,Notropis ariommus,Popeye shiner,13,Small Benthopelagics (<30 cm)
602823,Notropis asperifrons,Burrhead shiner,13,Small Benthopelagics (<30 cm)
602824,Notropis atherinoides,Emerald shiner,13,Small Benthopelagics (<30 cm)
602825,Lythrurus atrapiculus,Blacktip shiner,13,Small Benthopelagics (<30 cm)
602826,Notropis atrocaudalis,Blackspot shiner,13,Small Benthopelagics (<30 cm)
602827,Notropis baileyi,Rough shiner,13,Small Benthopelagics (<30 cm)
602828,Notropis bairdi,Red River shiner,13,Small Benthopelagics (<30 cm)
602829,Lythrurus bellus,Pretty shiner,13,Small Benthopelagics (<30 cm)
602830,Notropis bifrenatus,Bridle shiner,13,Small Benthopelagics (<30 cm)
602831,Notropis blennius,River shiner,13,Small Benthopelagics (<30 cm)
602832,Notropis boops,Bigeye shiner,13,Small Benthopelagics (<30 cm)
602833,Notropis braytoni,Tamaulipas shiner,13,Small Benthopelagics (<30 cm)
602834,Notropis buccula,Smalleye shiner,13,Small Benthopelagics (<30 cm)
602835,Notropis buchanani,Ghost shiner,13,Small Benthopelagics (<30 cm)
602837,Cyprinella callisema,Ocmulgee shiner,13,Small Benthopelagics (<30 cm)
602838,Cyprinella callistia,Alabama shiner,13,Small Benthopelagics (<30 cm)
602840,Cyprinella camura,Bluntface shiner,13,Small Benthopelagics (<30 cm)
602841,Notropis candidus,Silverside shiner,13,Small Benthopelagics (<30 cm)
602843,Notropis chalybaeus,Ironcolor shiner,13,Small Benthopelagics (<30 cm)
602844,Notropis chihuahua,Chihuahua shiner,13,Small Benthopelagics (<30 cm)
602845,Notropis chiliticus,Redlip shiner,13,Small Benthopelagics (<30 cm)
602846,Cyprinella chloristia,Greenfin shiner,13,Small Benthopelagics (<30 cm)
602847,Notropis chlorocephalus,Greenhead shiner,13,Small Benthopelagics (<30 cm)
602848,Notropis chrosomus,Rainbow shiner,13,Small Benthopelagics (<30 cm)
602852,Notropis cummingsae,Dusky shiner,13,Small Benthopelagics (<30 cm)
602853,Notropis dorsalis,Bigmouth shiner,13,Small Benthopelagics (<30 cm)
602854,Notropis edwardraneyi,Fluvial shiner,13,Small Benthopelagics (<30 cm)
602856,Notropis euryzonus,Broadstripe shiner,13,Small Benthopelagics (<30 cm)
602858,Lythrurus fumeus,Ribbon shiner,13,Small Benthopelagics (<30 cm)
602859,Cyprinella galactura,Whitetail shiner,13,Small Benthopelagics (<30 cm)
602860,Cyprinella gibbsi,Tallapoosa shiner,13,Small Benthopelagics (<30 cm)
602861,Notropis girardi,Arkansas River shiner,13,Small Benthopelagics (<30 cm)
602862,Notropis greenei,Wedgespot shiner,13,Small Benthopelagics (<30 cm)
602863,Notropis harperi,Redeye chub,13,Small Benthopelagics (<30 cm)
602864,Notropis heterodon,Blackchin shiner,13,Small Benthopelagics (<30 cm)
602865,Notropis heterolepis,Blacknose shiner,13,Small Benthopelagics (<30 cm)
602866,Notropis hubbsi,Bluehead shiner,13,Small Benthopelagics (<30 cm)
602867,Notropis hudsonius,Spottail shiner,13,Small Benthopelagics (<30 cm)
602868,Notropis hypselopterus,Sailfin shiner,13,Small Benthopelagics (<30 cm)
602869,Notropis hypsilepis,Highscale shiner,13,Small Benthopelagics (<30 cm)
602870,Notropis jemezanus,Rio Grande shiner,13,Small Benthopelagics (<30 cm)
602871,Cyprinella leedsi,Bannerfin shiner,13,Small Benthopelagics (<30 cm)
602872,Notropis leuciodus,Tennessee shiner,13,Small Benthopelagics (<30 cm)
602873,Lythrurus lirus,Mountain shiner,13,Small Benthopelagics (<30 cm)
602874,Notropis longirostris,Longnose shiner,13,Small Benthopelagics (<30 cm)
602875,Notropis lutipinnis,Yellowfin shiner,13,Small Benthopelagics (<30 cm)
602876,Cyprinella lutrensis,Red shiner,13,Small Benthopelagics (<30 cm)
602877,Notropis maculatus,Taillight shiner,13,Small Benthopelagics (<30 cm)
602878,Notropis mekistocholas,Cape Fear shiner,13,Small Benthopelagics (<30 cm)
602879,Cyprinella nivea,Whitefin shiner,13,Small Benthopelagics (<30 cm)
602880,Notropis nubilus,Ozark minnow,13,Small Benthopelagics (<30 cm)
602881,Notropis ortenburgeri,Kiamichi shiner,13,Small Benthopelagics (<30 cm)
602882,Notropis oxyrhynchus,Sharpnose shiner,13,Small Benthopelagics (<30 cm)
602883,Notropis ozarcanus,Ozark shiner,13,Small Benthopelagics (<30 cm)
602884,Notropis perpallidus,Peppered shiner,13,Small Benthopelagics (<30 cm)
602885,Notropis petersoni,Coastal shiner,13,Small Benthopelagics (<30 cm)
602886,Notropis photogenis,Silver shiner,13,Small Benthopelagics (<30 cm)
602888,Notropis potteri,Chub shiner,13,Small Benthopelagics (<30 cm)
602889,Notropis procne,Swallowtail shiner,13,Small Benthopelagics (<30 cm)
602891,Cyprinella pyrrhomelas,Fieryblack shiner,13,Small Benthopelagics (<30 cm)
602892,Lythrurus roseipinnis,Cherryfin shiner,13,Small Benthopelagics (<30 cm)
602893,Notropis rubellus,Rosyface shiner,13,Small Benthopelagics (<30 cm)
602894,Notropis rubricroceus,Saffron shiner,13,Small Benthopelagics (<30 cm)
602895,Notropis sabinae,Sabine shiner,13,Small Benthopelagics (<30 cm)
602896,Notropis scabriceps,New River shiner,13,Small Benthopelagics (<30 cm)
602897,Notropis scepticus,Sandbar shiner,13,Small Benthopelagics (<30 cm)
602898,Notropis semperasper,Roughhead shiner,13,Small Benthopelagics (<30 cm)
602899,Notropis shumardi,Silverband shiner,13,Small Benthopelagics (<30 cm)
602900,Notropis signipinnis,Flagfin shiner,13,Small Benthopelagics (<30 cm)
602901,Notropis simus,Bluntnose shiner,13,Small Benthopelagics (<30 cm)
602902,Notropis spectrunculus,Mirror shiner,13,Small Benthopelagics (<30 cm)
602903,Cyprinella spiloptera,Spotfin shiner,13,Small Benthopelagics (<30 cm)
602904,Notropis stilbius,Silverstripe shiner,13,Small Benthopelagics (<30 cm)
602905,Notropis stramineus,Sand shiner,13,Small Benthopelagics (<30 cm)
602906,Notropis telescopus,Telescope shiner,13,Small Benthopelagics (<30 cm)
602907,Notropis texanus,Weed shiner,13,Small Benthopelagics (<30 cm)
602908,Notropis topeka,Topeka shiner,13,Small Benthopelagics (<30 cm)
602909,Cyprinella trichroistia,Tricolor shiner,13,Small Benthopelagics (<30 cm)
602910,Lythrurus umbratilis,Redfin shiner,13,Small Benthopelagics (<30 cm)
602911,Notropis uranoscopus,Skygazer shiner,13,Small Benthopelagics (<30 cm)
602912,Cyprinella venusta,Blacktail shiner,13,Small Benthopelagics (<30 cm)
602913,Notropis volucellus,Mimic shiner,13,Small Benthopelagics (<30 cm)
602914,Notropis welaka,Bluenose shiner,13,Small Benthopelagics (<30 cm)
602915,Cyprinella whipplii,Steelcolor shiner,13,Small Benthopelagics (<30 cm)
