"rgn_name","rgn_id","product","year","tonnes_orig","tonnes","usd_orig","usd","n_years","usd_ix0","usd_coef","tonnes_mdl","tonnes_ix0","tonnes_coef","usd_mdl","tonnes_rollmean","usd_rollmean","tonnes_peak","usd_peak","usd_peak_product_weight"
"Marshall Islands",11,"ornamentals",1997,,,109,124.75,30,,,,,,,,124.75,,636.35,0.849457700650759
"Marshall Islands",11,"ornamentals",1998,,,65,68.5,30,,,,,,,,68.5,,636.35,0.849457700650759
"Marshall Islands",11,"ornamentals",1999,,,47,67.25,30,,,,,,,,67.25,,636.35,0.849457700650759
"Marshall Islands",11,"ornamentals",2000,,,53,75.5,30,,,,,,,,75.5,,636.35,0.849457700650759
"Marshall Islands",11,"ornamentals",2001,,,104,89.25,30,,,,,,,,89.25,,636.35,0.849457700650759
"Marshall Islands",11,"ornamentals",2002,,,98,119.5,30,,,,,,,,119.5,,636.35,0.849457700650759
"Marshall Islands",11,"ornamentals",2003,,,102,154.75,30,,,,,,,,154.75,,636.35,0.849457700650759
"Marshall Islands",11,"ornamentals",2004,,,174,232,30,,,,,,,,232,,636.35,0.849457700650759
"Marshall Islands",11,"ornamentals",2005,,,245,316.25,30,,,,,,,,316.25,,636.35,0.849457700650759
"Marshall Islands",11,"ornamentals",2006,,,407,425.5,30,,,,,,,,425.5,,636.35,0.849457700650759
"Marshall Islands",11,"ornamentals",2007,,,439,586.5,30,,,,,,,,586.5,,636.35,0.849457700650759
"Marshall Islands",11,"ornamentals",2008,,,611,752,30,,,,,,,,752,,636.35,0.849457700650759
"Marshall Islands",11,"ornamentals",2009,,,889,856.333333333333,30,,,,,,,,856.333333333333,,636.35,0.849457700650759
"Marshall Islands",11,"ornamentals",2010,,,1069,979,30,,,,,,,,979,,636.35,0.849457700650759
"Marshall Islands",11,"shells",2004,,5.43346613545817,3,12.6666666666667,7,2.76175298804781,0.258964143426295,3.53864541832669,,,,5.43346613545817,12.6666666666667,6.13628486055777,17.0625,0.0227765726681128
"Marshall Islands",11,"shells",2005,,9.32509960159362,0,26.25,7,2.76175298804781,0.258964143426295,2.76175298804781,,,,9.32509960159362,26.25,6.13628486055777,17.0625,0.0227765726681128
"Marshall Islands",11,"shells",2006,10,9.44043824701195,35,25.75,7,2.76175298804781,0.258964143426295,11.8254980079681,,,,9.44043824701195,25.75,6.13628486055777,17.0625,0.0227765726681128
"Marshall Islands",11,"shells",2007,21,9,67,25.75,7,2.76175298804781,0.258964143426295,20.1123505976096,,,,9,25.75,6.13628486055777,17.0625,0.0227765726681128
"Marshall Islands",11,"shells",2008,4,7.75,1,17.5,7,2.76175298804781,0.258964143426295,3.0207171314741,,,,7.75,17.5,6.13628486055777,17.0625,0.0227765726681128
"Marshall Islands",11,"shells",2009,1,3.33333333333333,0,1,7,2.76175298804781,0.258964143426295,2.76175298804781,,,,3.33333333333333,1,6.13628486055777,17.0625,0.0227765726681128
"Marshall Islands",11,"shells",2010,5,3,2,1,7,2.76175298804781,0.258964143426295,3.2796812749004,,,,3,1,6.13628486055777,17.0625,0.0227765726681128
"Taiwan",14,"corals",1976,63,129.666666666667,82985,93535,35,,,,,,,129.666666666667,93535,97.825,62618.725,0.430879636462848
"Taiwan",14,"corals",1977,100,150.5,80000,96336.5,35,,,,,,,150.5,96336.5,97.825,62618.725,0.430879636462848
"Taiwan",14,"corals",1978,226,137.75,117620,92116.75,35,,,,,,,137.75,92116.75,97.825,62618.725,0.430879636462848
"Taiwan",14,"corals",1979,213,123.25,104741,81377.75,35,,,,,,,123.25,81377.75,97.825,62618.725,0.430879636462848
"Taiwan",14,"corals",1980,12,76,66106,64001.5,35,,,,,,,76,64001.5,97.825,62618.725,0.430879636462848
"Taiwan",14,"corals",1981,42,38.75,37044,45069.75,35,,,,,,,38.75,45069.75,97.825,62618.725,0.430879636462848
"Taiwan",14,"corals",1982,37,55.25,48115,31010.5,35,,,,,,,55.25,31010.5,97.825,62618.725,0.430879636462848
"Taiwan",14,"corals",1983,64,75,29014,24429.5,35,,,,,,,75,24429.5,97.825,62618.725,0.430879636462848
"Taiwan",14,"corals",1984,78,83.25,9869,22961.5,35,,,,,,,83.25,22961.5,97.825,62618.725,0.430879636462848
"Taiwan",14,"corals",1985,121,93.25,10720,39200.25,35,,,,,,,93.25,39200.25,97.825,62618.725,0.430879636462848
"Taiwan",14,"corals",1986,70,100.5,42243,38042,35,,,,,,,100.5,38042,97.825,62618.725,0.430879636462848
"Taiwan",14,"corals",1987,104,103.25,93969,36812,35,,,,,,,103.25,36812,97.825,62618.725,0.430879636462848
"Taiwan",14,"corals",1988,107,85.75,5236,26251.25,35,,,,,,,85.75,26251.25,97.825,62618.725,0.430879636462848
"Taiwan",14,"corals",1989,132,59.75,5800,2759,35,,,,,,,59.75,2759,97.825,62618.725,0.430879636462848
"Taiwan",14,"corals",1990,0,33,0,1450,35,,,,,,,33,1450,97.825,62618.725,0.430879636462848
"Taiwan",14,"corals",1991,0,0,0,0,35,,,,,,,0,0,97.825,62618.725,0.430879636462848
"Taiwan",14,"corals",1992,0,0.25,0,172.75,35,,,,,,,0.25,172.75,97.825,62618.725,0.430879636462848
"Taiwan",14,"corals",1993,0,1,0,371,35,,,,,,,1,371,97.825,62618.725,0.430879636462848
"Taiwan",14,"corals",1994,1,2.5,691,755.75,35,,,,,,,2.5,755.75,97.825,62618.725,0.430879636462848
"Taiwan",14,"corals",1995,3,3,793,915.25,35,,,,,,,3,915.25,97.825,62618.725,0.430879636462848
"Taiwan",14,"corals",1996,6,3.25,1539,1073.5,35,,,,,,,3.25,1073.5,97.825,62618.725,0.430879636462848
"Taiwan",14,"corals",1997,2,3.5,638,1265.25,35,,,,,,,3.5,1265.25,97.825,62618.725,0.430879636462848
"Taiwan",14,"corals",1998,2,2.5,1324,1158.75,35,,,,,,,2.5,1158.75,97.825,62618.725,0.430879636462848
"Taiwan",14,"corals",1999,4,2.75,1560,1156,35,,,,,,,2.75,1156,97.825,62618.725,0.430879636462848
"Taiwan",14,"corals",2000,2,10,1113,1029.25,35,,,,,,,10,1029.25,97.825,62618.725,0.430879636462848
"Taiwan",14,"corals",2001,3,13,627,893.5,35,,,,,,,13,893.5,97.825,62618.725,0.430879636462848
"Taiwan",14,"corals",2002,31,16.25,817,821.25,35,,,,,,,16.25,821.25,97.825,62618.725,0.430879636462848
"Taiwan",14,"corals",2003,16,20.25,1017,866.25,35,,,,,,,20.25,866.25,97.825,62618.725,0.430879636462848
"Taiwan",14,"corals",2004,15,21.75,824,817,35,,,,,,,21.75,817,97.825,62618.725,0.430879636462848
"Taiwan",14,"corals",2005,19,24.5,807,767.25,35,,,,,,,24.5,767.25,97.825,62618.725,0.430879636462848
"Taiwan",14,"corals",2006,37,26.75,620,808.75,35,,,,,,,26.75,808.75,97.825,62618.725,0.430879636462848
"Taiwan",14,"corals",2007,27,23.25,818,744.75,35,,,,,,,23.25,744.75,97.825,62618.725,0.430879636462848
"Taiwan",14,"corals",2008,24,14.5,990,666,35,,,,,,,14.5,666,97.825,62618.725,0.430879636462848
"Taiwan",14,"corals",2009,5,10.3333333333333,551,615.333333333333,35,,,,,,,10.3333333333333,615.333333333333,97.825,62618.725,0.430879636462848
"Taiwan",14,"corals",2010,2,3.5,305,428,35,,,,,,,3.5,428,97.825,62618.725,0.430879636462848
"Taiwan",14,"fish_oil",1976,26,15.6666666666667,74,32.3333333333333,35,,,,,,,15.6666666666667,32.3333333333333,367.4125,720.6875,0.00495905287121893
"Taiwan",14,"fish_oil",1977,0,19.75,0,33.25,35,,,,,,,19.75,33.25,367.4125,720.6875,0.00495905287121893
"Taiwan",14,"fish_oil",1978,21,17.5,23,36,35,,,,,,,17.5,36,367.4125,720.6875,0.00495905287121893
"Taiwan",14,"fish_oil",1979,32,17.5,36,39,35,,,,,,,17.5,39,367.4125,720.6875,0.00495905287121893
"Taiwan",14,"fish_oil",1980,17,12.25,85,33.25,35,,,,,,,12.25,33.25,367.4125,720.6875,0.00495905287121893
"Taiwan",14,"fish_oil",1981,0,4.25,12,24.25,35,,,,,,,4.25,24.25,367.4125,720.6875,0.00495905287121893
"Taiwan",14,"fish_oil",1982,0,0,0,3,35,,,,,,,0,3,367.4125,720.6875,0.00495905287121893
"Taiwan",14,"fish_oil",1983,0,0,0,0,35,,,,,,,0,0,367.4125,720.6875,0.00495905287121893
"Taiwan",14,"fish_oil",1984,0,7.5,0,54.5,35,,,,,,,7.5,54.5,367.4125,720.6875,0.00495905287121893
"Taiwan",14,"fish_oil",1985,0,16.25,0,130.75,35,,,,,,,16.25,130.75,367.4125,720.6875,0.00495905287121893
"Taiwan",14,"fish_oil",1986,30,16.75,218,143,35,,,,,,,16.75,143,367.4125,720.6875,0.00495905287121893
"Taiwan",14,"fish_oil",1987,35,52.75,305,255.5,35,,,,,,,52.75,255.5,367.4125,720.6875,0.00495905287121893
"Taiwan",14,"fish_oil",1988,2,101.75,49,368,35,,,,,,,101.75,368,367.4125,720.6875,0.00495905287121893
"Taiwan",14,"fish_oil",1989,144,202.75,450,561.75,35,,,,,,,202.75,561.75,367.4125,720.6875,0.00495905287121893
"Taiwan",14,"fish_oil",1990,226,382.5,668,818.5,35,,,,,,,382.5,818.5,367.4125,720.6875,0.00495905287121893
"Taiwan",14,"fish_oil",1991,439,513.75,1080,924.75,35,,,,,,,513.75,924.75,367.4125,720.6875,0.00495905287121893
"Taiwan",14,"fish_oil",1992,721,565.25,1076,1028.75,35,,,,,,,565.25,1028.75,367.4125,720.6875,0.00495905287121893
"Taiwan",14,"fish_oil",1993,669,545.5,875,984,35,,,,,,,545.5,984,367.4125,720.6875,0.00495905287121893
"Taiwan",14,"fish_oil",1994,432,506,1084,997,35,,,,,,,506,997,367.4125,720.6875,0.00495905287121893
"Taiwan",14,"fish_oil",1995,360,352.25,901,1108.75,35,,,,,,,352.25,1108.75,367.4125,720.6875,0.00495905287121893
"Taiwan",14,"fish_oil",1996,563,496.5,1128,1055.75,35,,,,,,,496.5,1055.75,367.4125,720.6875,0.00495905287121893
"Taiwan",14,"fish_oil",1997,54,411,1322,865.25,35,,,,,,,411,865.25,367.4125,720.6875,0.00495905287121893
"Taiwan",14,"fish_oil",1998,1009,290.25,872,630.25,35,,,,,,,290.25,630.25,367.4125,720.6875,0.00495905287121893
"Taiwan",14,"fish_oil",1999,18,345.5,139,377,35,,,,,,,345.5,377,367.4125,720.6875,0.00495905287121893
"Taiwan",14,"fish_oil",2000,80,159.25,188,210,35,,,,,,,159.25,210,367.4125,720.6875,0.00495905287121893
"Taiwan",14,"fish_oil",2001,275,171.5,309,189.25,35,,,,,,,171.5,189.25,367.4125,720.6875,0.00495905287121893
"Taiwan",14,"fish_oil",2002,264,169.25,204,157.25,35,,,,,,,169.25,157.25,367.4125,720.6875,0.00495905287121893
"Taiwan",14,"fish_oil",2003,67,109.25,56,109.75,35,,,,,,,109.25,109.75,367.4125,720.6875,0.00495905287121893
"Taiwan",14,"fish_oil",2004,71,54.25,60,77.5,35,,,,,,,54.25,77.5,367.4125,720.6875,0.00495905287121893
"Taiwan",14,"fish_oil",2005,35,46.25,119,132,35,,,,,,,46.25,132,367.4125,720.6875,0.00495905287121893
"Taiwan",14,"fish_oil",2006,44,59.25,75,637,35,,,,,,,59.25,637,367.4125,720.6875,0.00495905287121893
"Taiwan",14,"fish_oil",2007,35,62.25,274,779,35,,,,,,,62.25,779,367.4125,720.6875,0.00495905287121893
"Taiwan",14,"fish_oil",2008,123,60.25,2080,880.25,35,,,,,,,60.25,880.25,367.4125,720.6875,0.00495905287121893
"Taiwan",14,"fish_oil",2009,47,68.6666666666667,687,1082.33333333333,35,,,,,,,68.6666666666667,1082.33333333333,367.4125,720.6875,0.00495905287121893
"Taiwan",14,"fish_oil",2010,36,41.5,480,583.5,35,,,,,,,41.5,583.5,367.4125,720.6875,0.00495905287121893
"Taiwan",14,"ornamentals",1976,33,24.6666666666667,406,250.333333333333,35,,,,,,,24.6666666666667,250.333333333333,89.9166666666667,1842.75,0.0126799683336241
"Taiwan",14,"ornamentals",1977,19,69.25,36,390.75,35,,,,,,,69.25,390.75,89.9166666666667,1842.75,0.0126799683336241
"Taiwan",14,"ornamentals",1978,22,74.75,309,349.75,35,,,,,,,74.75,349.75,89.9166666666667,1842.75,0.0126799683336241
"Taiwan",14,"ornamentals",1979,203,71,812,367.25,35,,,,,,,71,367.25,89.9166666666667,1842.75,0.0126799683336241
"Taiwan",14,"ornamentals",1980,55,71.75,242,333.5,35,,,,,,,71.75,333.5,89.9166666666667,1842.75,0.0126799683336241
"Taiwan",14,"ornamentals",1981,4,22.75,106,148.75,35,,,,,,,22.75,148.75,89.9166666666667,1842.75,0.0126799683336241
"Taiwan",14,"ornamentals",1982,25,16.75,174,135.5,35,,,,,,,16.75,135.5,89.9166666666667,1842.75,0.0126799683336241
"Taiwan",14,"ornamentals",1983,7,22,73,167.5,35,,,,,,,22,167.5,89.9166666666667,1842.75,0.0126799683336241
"Taiwan",14,"ornamentals",1984,31,21.5,189,182.5,35,,,,,,,21.5,182.5,89.9166666666667,1842.75,0.0126799683336241
"Taiwan",14,"ornamentals",1985,25,23,234,258,35,,,,,,,23,258,89.9166666666667,1842.75,0.0126799683336241
"Taiwan",14,"ornamentals",1986,23,17,234,269.5,35,,,,,,,17,269.5,89.9166666666667,1842.75,0.0126799683336241
"Taiwan",14,"ornamentals",1987,13,11.75,375,405.25,35,,,,,,,11.75,405.25,89.9166666666667,1842.75,0.0126799683336241
"Taiwan",14,"ornamentals",1988,7,9.25,235,473.5,35,,,,,,,9.25,473.5,89.9166666666667,1842.75,0.0126799683336241
"Taiwan",14,"ornamentals",1989,4,9,777,534.75,35,,,,,,,9,534.75,89.9166666666667,1842.75,0.0126799683336241
"Taiwan",14,"ornamentals",1990,13,11,507,612.75,35,,,,,,,11,612.75,89.9166666666667,1842.75,0.0126799683336241
"Taiwan",14,"ornamentals",1991,12,16.25,620,613.75,35,,,,,,,16.25,613.75,89.9166666666667,1842.75,0.0126799683336241
"Taiwan",14,"ornamentals",1992,15,22.75,547,771.75,35,,,,,,,22.75,771.75,89.9166666666667,1842.75,0.0126799683336241
"Taiwan",14,"ornamentals",1993,25,33.25,781,876,35,,,,,,,33.25,876,89.9166666666667,1842.75,0.0126799683336241
"Taiwan",14,"ornamentals",1994,39,44.25,1139,1006.25,35,,,,,,,44.25,1006.25,89.9166666666667,1842.75,0.0126799683336241
"Taiwan",14,"ornamentals",1995,54,57.25,1037,1016.75,35,,,,,,,57.25,1016.75,89.9166666666667,1842.75,0.0126799683336241
"Taiwan",14,"ornamentals",1996,59,67.5,1068,958,35,,,,,,,67.5,958,89.9166666666667,1842.75,0.0126799683336241
"Taiwan",14,"ornamentals",1997,77,71.25,823,971,35,,,,,,,71.25,971,89.9166666666667,1842.75,0.0126799683336241
"Taiwan",14,"ornamentals",1998,80,71.25,904,1060.75,35,,,,,,,71.25,1060.75,89.9166666666667,1842.75,0.0126799683336241
"Taiwan",14,"ornamentals",1999,69,66.75,1089,1248.25,35,,,,,,,66.75,1248.25,89.9166666666667,1842.75,0.0126799683336241
"Taiwan",14,"ornamentals",2000,59,65.75,1427,1455.5,35,,,,,,,65.75,1455.5,89.9166666666667,1842.75,0.0126799683336241
"Taiwan",14,"ornamentals",2001,59,71.25,1573,1672.75,35,,,,,,,71.25,1672.75,89.9166666666667,1842.75,0.0126799683336241
"Taiwan",14,"ornamentals",2002,76,79.75,1733,1853.25,35,,,,,,,79.75,1853.25,89.9166666666667,1842.75,0.0126799683336241
"Taiwan",14,"ornamentals",2003,91,92.75,1958,2000.75,35,,,,,,,92.75,2000.75,89.9166666666667,1842.75,0.0126799683336241
"Taiwan",14,"ornamentals",2004,93,100.75,2149,2186.25,35,,,,,,,100.75,2186.25,89.9166666666667,1842.75,0.0126799683336241
"Taiwan",14,"ornamentals",2005,111,107.25,2163,2329.25,35,,,,,,,107.25,2329.25,89.9166666666667,1842.75,0.0126799683336241
"Taiwan",14,"ornamentals",2006,108,136.25,2475,2559.75,35,,,,,,,136.25,2559.75,89.9166666666667,1842.75,0.0126799683336241
"Taiwan",14,"ornamentals",2007,117,134.5,2530,2668.25,35,,,,,,,134.5,2668.25,89.9166666666667,1842.75,0.0126799683336241
"Taiwan",14,"ornamentals",2008,209,133,3071,2758.75,35,,,,,,,133,2758.75,89.9166666666667,1842.75,0.0126799683336241
"Taiwan",14,"ornamentals",2009,104,138.333333333333,2597,2835,35,,,,,,,138.333333333333,2835,89.9166666666667,1842.75,0.0126799683336241
"Taiwan",14,"ornamentals",2010,102,103,2837,2717,35,,,,,,,103,2717,89.9166666666667,1842.75,0.0126799683336241
"Taiwan",14,"seaweeds",1976,18,51.6666666666667,3452,5336.66666666667,35,,,,,,,51.6666666666667,5336.66666666667,647.2375,69449.9,0.477884972336648
"Taiwan",14,"seaweeds",1977,24,80.25,2993,6943,35,,,,,,,80.25,6943,647.2375,69449.9,0.477884972336648
"Taiwan",14,"seaweeds",1978,113,93.5,9565,7786.25,35,,,,,,,93.5,7786.25,647.2375,69449.9,0.477884972336648
"Taiwan",14,"seaweeds",1979,166,94.25,11762,7171.5,35,,,,,,,94.25,7171.5,647.2375,69449.9,0.477884972336648
"Taiwan",14,"seaweeds",1980,71,67.75,6825,4961,35,,,,,,,67.75,4961,647.2375,69449.9,0.477884972336648
"Taiwan",14,"seaweeds",1981,27,30.25,534,4307.5,35,,,,,,,30.25,4307.5,647.2375,69449.9,0.477884972336648
"Taiwan",14,"seaweeds",1982,7,28,723,4562.75,35,,,,,,,28,4562.75,647.2375,69449.9,0.477884972336648
"Taiwan",14,"seaweeds",1983,16,26.5,9148,5344,35,,,,,,,26.5,5344,647.2375,69449.9,0.477884972336648
"Taiwan",14,"seaweeds",1984,62,29,7846,6184,35,,,,,,,29,6184,647.2375,69449.9,0.477884972336648
"Taiwan",14,"seaweeds",1985,21,28.25,3659,5015.25,35,,,,,,,28.25,5015.25,647.2375,69449.9,0.477884972336648
"Taiwan",14,"seaweeds",1986,17,16,4083,3608,35,,,,,,,16,3608,647.2375,69449.9,0.477884972336648
"Taiwan",14,"seaweeds",1987,13,251.75,4473,106846,35,,,,,,,251.75,106846,647.2375,69449.9,0.477884972336648
"Taiwan",14,"seaweeds",1988,13,247.5,2217,105825.25,35,,,,,,,247.5,105825.25,647.2375,69449.9,0.477884972336648
"Taiwan",14,"seaweeds",1989,964,244.25,416611,104707,35,,,,,,,244.25,104707,647.2375,69449.9,0.477884972336648
"Taiwan",14,"seaweeds",1990,0,241,0,104152.75,35,,,,,,,241,104152.75,647.2375,69449.9,0.477884972336648
"Taiwan",14,"seaweeds",1991,0,0,0,0,35,,,,,,,0,0,647.2375,69449.9,0.477884972336648
"Taiwan",14,"seaweeds",1992,0,309.25,0,5882,35,,,,,,,309.25,5882,647.2375,69449.9,0.477884972336648
"Taiwan",14,"seaweeds",1993,0,612.5,0,11805.25,35,,,,,,,612.5,11805.25,647.2375,69449.9,0.477884972336648
"Taiwan",14,"seaweeds",1994,1237,851,23528,15866,35,,,,,,,851,15866,647.2375,69449.9,0.477884972336648
"Taiwan",14,"seaweeds",1995,1213,995.75,23693,18094.25,35,,,,,,,995.75,18094.25,647.2375,69449.9,0.477884972336648
"Taiwan",14,"seaweeds",1996,954,891.25,16243,15337.25,35,,,,,,,891.25,15337.25,647.2375,69449.9,0.477884972336648
"Taiwan",14,"seaweeds",1997,579,738,8913,11822.25,35,,,,,,,738,11822.25,647.2375,69449.9,0.477884972336648
"Taiwan",14,"seaweeds",1998,819,606.5,12500,9409.5,35,,,,,,,606.5,9409.5,647.2375,69449.9,0.477884972336648
"Taiwan",14,"seaweeds",1999,600,580,9633,8910,35,,,,,,,580,8910,647.2375,69449.9,0.477884972336648
"Taiwan",14,"seaweeds",2000,428,469,6592,7122.25,35,,,,,,,469,7122.25,647.2375,69449.9,0.477884972336648
"Taiwan",14,"seaweeds",2001,473,439,6915,6353.75,35,,,,,,,439,6353.75,647.2375,69449.9,0.477884972336648
"Taiwan",14,"seaweeds",2002,375,502.5,5349,6754.5,35,,,,,,,502.5,6754.5,647.2375,69449.9,0.477884972336648
"Taiwan",14,"seaweeds",2003,480,484,6559,6324.25,35,,,,,,,484,6324.25,647.2375,69449.9,0.477884972336648
"Taiwan",14,"seaweeds",2004,682,496.5,8195,6200.5,35,,,,,,,496.5,6200.5,647.2375,69449.9,0.477884972336648
"Taiwan",14,"seaweeds",2005,399,474.75,5194,5589.5,35,,,,,,,474.75,5589.5,647.2375,69449.9,0.477884972336648
"Taiwan",14,"seaweeds",2006,425,411.5,4854,4713,35,,,,,,,411.5,4713,647.2375,69449.9,0.477884972336648
"Taiwan",14,"seaweeds",2007,393,420.5,4115,4718.25,35,,,,,,,420.5,4718.25,647.2375,69449.9,0.477884972336648
"Taiwan",14,"seaweeds",2008,429,408,4689,4866.5,35,,,,,,,408,4866.5,647.2375,69449.9,0.477884972336648
"Taiwan",14,"seaweeds",2009,435,413,5215,5117,35,,,,,,,413,5117,647.2375,69449.9,0.477884972336648
"Taiwan",14,"seaweeds",2010,375,405,5447,5331,35,,,,,,,405,5331,647.2375,69449.9,0.477884972336648
"Taiwan",14,"shells",1976,327,264.333333333333,7389,8299.33333333333,35,,,,,,,264.333333333333,8299.33333333333,467.5125,10452,0.0719202436700793
"Taiwan",14,"shells",1977,300,260.5,7000,9780.25,35,,,,,,,260.5,9780.25,467.5125,10452,0.0719202436700793
"Taiwan",14,"shells",1978,166,212.75,10509,12477,35,,,,,,,212.75,12477,467.5125,10452,0.0719202436700793
"Taiwan",14,"shells",1979,249,209.25,14223,14026.5,35,,,,,,,209.25,14026.5,467.5125,10452,0.0719202436700793
"Taiwan",14,"shells",1980,136,197.25,18176,13260.75,35,,,,,,,197.25,13260.75,467.5125,10452,0.0719202436700793
"Taiwan",14,"shells",1981,286,205.25,13198,14702.5,35,,,,,,,205.25,14702.5,467.5125,10452,0.0719202436700793
"Taiwan",14,"shells",1982,118,250.25,7446,13909.5,35,,,,,,,250.25,13909.5,467.5125,10452,0.0719202436700793
"Taiwan",14,"shells",1983,281,290.25,19990,13988.5,35,,,,,,,290.25,13988.5,467.5125,10452,0.0719202436700793
"Taiwan",14,"shells",1984,316,431.5,15004,16080,35,,,,,,,431.5,16080,467.5125,10452,0.0719202436700793
"Taiwan",14,"shells",1985,446,575.5,13514,14818,35,,,,,,,575.5,14818,467.5125,10452,0.0719202436700793
"Taiwan",14,"shells",1986,683,706,15812,14916.25,35,,,,,,,706,14916.25,467.5125,10452,0.0719202436700793
"Taiwan",14,"shells",1987,857,719.25,14942,12353.75,35,,,,,,,719.25,12353.75,467.5125,10452,0.0719202436700793
"Taiwan",14,"shells",1988,838,548.5,15397,8400.75,35,,,,,,,548.5,8400.75,467.5125,10452,0.0719202436700793
"Taiwan",14,"shells",1989,499,334.25,3264,4665.25,35,,,,,,,334.25,4665.25,467.5125,10452,0.0719202436700793
"Taiwan",14,"shells",1990,0,124.75,0,816,35,,,,,,,124.75,816,467.5125,10452,0.0719202436700793
"Taiwan",14,"shells",1991,0,0,0,0,35,,,,,,,0,0,467.5125,10452,0.0719202436700793
"Taiwan",14,"shells",1992,0,23.75,0,26.75,35,,,,,,,23.75,26.75,467.5125,10452,0.0719202436700793
"Taiwan",14,"shells",1993,0,43,0,76.5,35,,,,,,,43,76.5,467.5125,10452,0.0719202436700793
"Taiwan",14,"shells",1994,95,59.5,107,132.5,35,,,,,,,59.5,132.5,467.5125,10452,0.0719202436700793
"Taiwan",14,"shells",1995,77,67.5,199,150.5,35,,,,,,,67.5,150.5,467.5125,10452,0.0719202436700793
"Taiwan",14,"shells",1996,66,47.75,224,133.5,35,,,,,,,47.75,133.5,467.5125,10452,0.0719202436700793
"Taiwan",14,"shells",1997,32,44,72,96.75,35,,,,,,,44,96.75,467.5125,10452,0.0719202436700793
"Taiwan",14,"shells",1998,16,47.75,39,60.5,35,,,,,,,47.75,60.5,467.5125,10452,0.0719202436700793
"Taiwan",14,"shells",1999,62,58.5,52,76.25,35,,,,,,,58.5,76.25,467.5125,10452,0.0719202436700793
"Taiwan",14,"shells",2000,81,73.5,79,88.75,35,,,,,,,73.5,88.75,467.5125,10452,0.0719202436700793
"Taiwan",14,"shells",2001,75,88.25,135,90.75,35,,,,,,,88.25,90.75,467.5125,10452,0.0719202436700793
"Taiwan",14,"shells",2002,76,81,89,77.25,35,,,,,,,81,77.25,467.5125,10452,0.0719202436700793
"Taiwan",14,"shells",2003,121,65,60,44.75,35,,,,,,,65,44.75,467.5125,10452,0.0719202436700793
"Taiwan",14,"shells",2004,52,47.75,25,24.25,35,,,,,,,47.75,24.25,467.5125,10452,0.0719202436700793
"Taiwan",14,"shells",2005,11,43.25,5,17.5,35,,,,,,,43.25,17.5,467.5125,10452,0.0719202436700793
"Taiwan",14,"shells",2006,7,34.5,7,12.25,35,,,,,,,34.5,12.25,467.5125,10452,0.0719202436700793
"Taiwan",14,"shells",2007,103,31.75,33,11.75,35,,,,,,,31.75,11.75,467.5125,10452,0.0719202436700793
"Taiwan",14,"shells",2008,17,30,4,10,35,,,,,,,30,10,467.5125,10452,0.0719202436700793
"Taiwan",14,"shells",2009,0,5.66666666666667,3,2.33333333333333,35,,,,,,,5.66666666666667,2.33333333333333,467.5125,10452,0.0719202436700793
"Taiwan",14,"shells",2010,0,0,0,1.5,35,,,,,,,0,1.5,467.5125,10452,0.0719202436700793
"Taiwan",14,"sponges",1978,,1.07521040471369,17,26,33,1.10260043898558,0.00120178448058269,1.12303077515549,,,,1.07521040471369,26,2.275,243.5875,0.00167612632558223
"Taiwan",14,"sponges",1979,,0.806407803535267,0,19.5,33,1.10260043898558,0.00120178448058269,1.10260043898558,,,,0.806407803535267,19.5,2.275,243.5875,0.00167612632558223
