"zone","uv_2005_2009.2005_2009_mol_1km_rescaled","uv_2006_2010.2005_2009_mol_1km_rescaled","uv_2007_2011.2005_2009_mol_1km_rescaled","uv_2008_2012.2005_2009_mol_1km_rescaled","uv_2009_2013.2005_2009_mol_1km_rescaled","uv_2010_2014.2005_2009_mol_1km_rescaled","uv_2011_2015.2005_2009_mol_1km_rescaled","uv_2012_2016.2005_2009_mol_1km_rescaled"
248200,0,0.00381057407524104,0.0191050685823513,0.0316948838056028,0.0177228138719096,0.0349210900357791,0.0775120255424623,0.0957950861567977
248300,0,0.0204628519896198,0.103200120472201,0.189902759751797,0.141253569834202,0.221464699782032,0.257110688837416,0.229358181932344
248400,0,0.0246812011270345,0.0307358221009011,0.0250086958824244,0.0216031596443655,0.0491728380351277,0.0371999017876808,0.0707554164214368
248500,0,0.028288446002585,0.0264817171560248,0.0178488300483133,0.0173962004951464,0.0176279363057628,0.0249361720731472,0.0198643442002222
248600,0,0.012664040333581,0.013462390371117,0.0179868955351764,0.0206524892526888,0.0318373820040635,0.0471840410119575,0.0321089128598314
258410,0,0.0672352934751059,0.0636934829111835,0.0615773938962217,0.0605384437790837,0.0396030434793214,0.0472410276249855,0.0436075841370104
258420,0,0.0345753261306985,0.0304640405968071,0.0243037149012155,0.0277655384160157,0.0120530479589178,0.023488000232057,0.0298674310868515
258431,0,0.0244574837156613,0.0700834769029862,0.0734411384090122,0.0667725738695365,0.03519167532018,0.0505272743006388,0.0392295226407376
258432,0,0.0842095338831762,0.108102409728173,0.0523535686232505,0.0351778956012568,0.0060255849519185,0.000878803972674474,0.00182592919880034
258441,0,0.0339510296507629,0.0298008895898722,0.0514781479484017,0.0675993619458371,0.0845790180403641,0.160356119275069,0.130138047736025
258442,0,0.0583926141279923,0.0742113691233525,0.079328467515651,0.0578317964263888,0.0460023504664903,0.155267241109015,0.130942261062952
258510,0,0.0341585198755317,0.0758831894333905,0.130773714277098,0.133708066878135,0.150440746583436,0.254261115728726,0.236989400219007
258520,0,0.0632498215903715,0.184599340084835,0.211252736282505,0.190713979296465,0.149935451797327,0.167681396486333,0.0935296440627681
258600,0,0.0471760430364194,0.190633194678421,0.179790914494573,0.235175278468705,0.201030699476773,0.339170643533652,0.150396938560559
258700,0,0.152047125492427,0.245328881304992,0.233383014879887,0.226570498641218,0.238790052455287,0.277926822417437,0.0931018138153321
288100,0,0.0875985180686287,0.127353840739644,0.129681398490129,0.138784203668613,0.141139643023662,0.197775608566168,0.208877339965634
288200,0,0.0396521369949673,0.11500768998268,0.103321771758189,0.118654056320097,0.0899029129625337,0.163113654571263,0.106318211762071
288300,0,0.0466152165292015,0.123742409272934,0.0909389682876,0.0995887674442508,0.0656792573616003,0.044306472161137,0.0151748526927995
