"sp_id","sp_type","rgn_id","rgn_name","global_plumes_fert_2007_raw_log_extend_scaled","global_plumes_fert_2008_raw_log_extend_scaled","global_plumes_fert_2009_raw_log_extend_scaled","global_plumes_fert_2010_raw_log_extend_scaled","global_plumes_fert_2011_raw_log_extend_scaled","global_plumes_fert_2012_raw_log_extend_scaled"
1077,"fao",275,"Pacific, Eastern Central",0,0,0,0,0,0
1081,"fao",276,"Pacific, Southwest",0,0,0,0,0,0
1087,"fao",277,"Pacific, Southeast",5.33646840944871e-06,6.66691176583656e-06,5.95037266787344e-06,4.6014916001094e-06,6.78878122231471e-06,4.56666396341683e-06
248100,"eez-ccamlr",213,"Antarctica",NA,NA,NA,NA,NA,NA
248200,"eez-ccamlr",213,"Antarctica",0,0,0,0,0,0
248300,"eez-ccamlr",213,"Antarctica",0,0,0,0,0,0
248400,"eez-ccamlr",213,"Antarctica",0,0,0,0,0,0
248500,"eez-ccamlr",213,"Antarctica",NA,NA,NA,NA,NA,NA
248600,"eez-ccamlr",213,"Antarctica",0,0,0,0,0,0
258410,"eez-ccamlr",213,"Antarctica",0,0,0,0,0,0
258420,"eez-ccamlr",213,"Antarctica",NA,NA,NA,NA,NA,NA
258431,"eez-ccamlr",213,"Antarctica",0,0,0,0,0,0
258432,"eez-ccamlr",213,"Antarctica",0,0,0,0,0,0
258441,"eez-ccamlr",213,"Antarctica",0,0,0,0,0,0
258442,"eez-ccamlr",213,"Antarctica",0,0,0,0,0,0
258510,"eez-ccamlr",213,"Antarctica",0,0,0,0,0,0
258520,"eez-ccamlr",213,"Antarctica",0,0,0,0,0,0
258600,"eez-ccamlr",213,"Antarctica",0,0,0,0,0,0
258700,"eez-ccamlr",213,"Antarctica",0,0,0,0,0,0
288100,"eez-ccamlr",213,"Antarctica",NA,NA,NA,NA,NA,NA
288200,"eez-ccamlr",213,"Antarctica",NA,NA,NA,NA,NA,NA
288300,"eez-ccamlr",213,"Antarctica",NA,NA,NA,NA,NA,NA
