"speciesid","probability","loiczid"
"Kew-308804",0.99,105283
"Kew-308804",0.99,105282
"Kew-308804",0.99,105281
"Kew-308804",0.56,102410
"Kew-288211",0.92,102410
"Kew-308879",0.84,102410
"SLB-173431",1,102410
"Kew-308804",0.56,102409
"Kew-288211",0.92,102409
"Kew-308879",0.84,102409
"SLB-173431",1,102409
"Kew-308804",0.55,101689
"Kew-288211",0.88,101689
"Kew-308879",0.81,101689
"SLB-173431",0.97,101689
"Kew-308804",0.54,101688
"Kew-288211",0.78,101688
"Kew-308879",0.72,101688
"SLB-173431",0.86,101688
"Kew-308804",0.5,100968
"Kew-288211",0.78,100968
"Kew-308879",0.71,100968
"SLB-173431",0.86,100968
"Kew-308804",1,105280
"Kew-308804",1,104560
"Kew-308804",1,104559
"Kew-308804",1,104558
"Kew-308804",1,103838
"Kew-308804",1,103837
"Kew-308804",1,103836
"Kew-308804",1,103116
"Kew-308804",1,103115
"Kew-308804",1,103114
"Kew-308804",1,103113
"Kew-308804",1,102393
"Kew-308804",1,102392
"Kew-308804",1,101672
"Kew-308804",1,101671
"Kew-308804",1,100950
"Kew-308879",0.33,100301
"Kew-308879",0.45,99581
"Kew-288211",0.01,100295
"Kew-308879",0.43,100295
"Kew-308879",0.3,99574
"Kew-308879",0.28,99573
"Kew-308879",0.36,100292
"Kew-308879",0.42,100291
"Kew-308879",0.3,99571
"Kew-308879",0.19,98859
"Kew-288211",0.22,98858
"Kew-308879",0.5,98858
"Kew-288211",0.16,98857
"Kew-308879",0.46,98857
"Kew-308879",0.2,98138
"Kew-308879",0.3,98137
"SLB-159390",0.44,98856
"Kew-288211",0.7,98856
"Kew-308879",0.7,98856
"SLB-173431",0.83,98856
"Kew-308879",0.23,98855
"Kew-288211",0.04,98136
"Kew-308879",0.39,98136
"Kew-308879",0.35,98135
"Kew-308879",0.2,98854
"Kew-308879",0.21,98853
"Kew-308879",0.17,98134
"Kew-308879",0.22,98133
"Kew-308879",0.16,97415
"Kew-308879",0.14,97414
"Kew-308879",0.17,97413
"Kew-308879",0.18,96694
"Kew-308879",0.2,96693
"SLB-159390",0.08,97412
"Kew-288211",0.3,97412
"Kew-308879",0.47,97412
"SLB-173431",0.19,97412
"Kew-308879",0.2,97411
"SLB-159390",0.05,96692
"Kew-288211",0.27,96692
"Kew-308879",0.45,96692
"SLB-173431",0.13,96692
"Kew-308879",0.19,96691
"Kew-308879",0.16,95973
"Kew-308879",0.18,95971
"Kew-308879",0.12,95252
"Kew-308879",0.16,95251
"Kew-308879",0.12,94532
"Kew-308879",0.49,100290
"Kew-288211",0.01,100289
"Kew-308879",0.51,100289
"Kew-288211",0.13,99570
"Kew-308879",0.41,99570
"Kew-288211",0.16,99569
"Kew-308879",0.43,99569
"Kew-288211",0.03,100288
"Kew-308879",0.51,100288
"SLB-159390",0.82,100286
"Kew-288211",0.94,100286
"Kew-308879",0.89,100286
"SLB-173431",0.94,100286
"SLB-159390",0.72,100285
"Kew-288211",0.94,100285
"Kew-308879",0.89,100285
"SLB-173431",0.83,100285
"SLB-159390",0.27,99566
"Kew-288211",0.65,99566
"Kew-308879",0.84,99566
"SLB-173431",0.31,99566
"SLB-159390",0.29,99565
"Kew-288211",0.67,99565
"Kew-308879",0.85,99565
"SLB-173431",0.33,99565
"Kew-308879",0.45,100284
"SLB-159390",0.86,99564
"Kew-308804",0.49,99564
"Kew-288211",0.94,99564
"Kew-308879",0.89,99564
"SLB-173431",1,99564
"SLB-159390",0.74,99563
"Kew-288211",0.94,99563
"Kew-308879",0.89,99563
"SLB-173431",0.86,99563
"Kew-288211",0.41,99562
"Kew-308879",0.77,99562
"Kew-288211",0.07,98849
"Kew-308879",0.37,98849
"Kew-308879",0.16,98130
"SLB-159390",0.15,98129
"Kew-288211",0.2,98129
"Kew-308879",0.58,98129
"SLB-173431",0.25,98129
"Kew-288211",0.08,98848
"Kew-308879",0.38,98848
"SLB-159390",0.26,98847
"Kew-288211",0.02,98847
"Kew-308879",0.16,98847
"SLB-173431",0.17,98847
"Kew-288211",0.01,98127
"Kew-308879",0.11,98127
"Kew-288211",0.01,98846
"Kew-308879",0.13,98846
"SLB-173431",0.01,98846
"SLB-159390",0.09,98126
"Kew-288211",0.01,98126
"Kew-308879",0.14,98126
"SLB-173431",0.06,98126
"SLB-159390",0.63,98125
"Kew-308804",0.28,98125
"Kew-288211",0.02,98125
"Kew-308879",0.16,98125
"SLB-173431",0.38,98125
"SLB-159390",0.79,98844
"Kew-308804",0.49,98844
"Kew-288211",0.94,98844
"Kew-308879",0.89,98844
"SLB-173431",1,98844
"SLB-159390",0.79,98843
"Kew-308804",0.49,98843
"Kew-288211",0.94,98843
"Kew-308879",0.89,98843
"SLB-173431",1,98843
"SLB-159390",0.71,98123
"Kew-308804",0.33,98123
"Kew-288211",0.22,98123
"Kew-308879",0.32,98123
"SLB-173431",0.58,98123
"SLB-159390",0.35,98842
"Kew-288211",0.78,98842
"Kew-308879",0.99,98842
"SLB-173431",0.41,98842
"SLB-159390",0.87,98841
"Kew-288211",1,98841
"Kew-308879",1,98841
"SLB-173431",1,98841
"SLB-159390",0.75,98122
"Kew-308804",0.33,98122
"Kew-288211",0.22,98122
"Kew-308879",0.32,98122
"SLB-173431",0.58,98122
"SLB-159390",0.87,98121
"Kew-308804",0.53,98121
"Kew-288211",1,98121
"Kew-308879",1,98121
"SLB-173431",1,98121
"Kew-288211",0.05,97410
"Kew-308879",0.27,97410
"SLB-159390",0.25,97409
"Kew-288211",0.38,97409
"Kew-308879",0.44,97409
"SLB-173431",0.53,97409
"Kew-288211",0.05,96689
"Kew-308879",0.27,96689
"SLB-159390",0.39,97408
"Kew-308804",0.28,97408
"Kew-288211",0.02,97408
"Kew-308879",0.16,97408
"SLB-173431",0.38,97408
"SLB-159390",0.39,97407
"Kew-288211",0.02,97407
"Kew-308879",0.16,97407
"SLB-173431",0.38,97407
"SLB-159390",0.39,96688
"Kew-288211",0.01,96688
"Kew-308879",0.16,96688
"SLB-173431",0.38,96688
"SLB-159390",0.39,96687
"Kew-288211",0.01,96687
"Kew-308879",0.16,96687
"SLB-173431",0.38,96687
"SLB-159390",0.45,97406
"Kew-288211",0.01,97406
"Kew-308879",0.16,97406
"SLB-173431",0.38,97406
"SLB-159390",0.45,97405
"Kew-308804",0.28,97405
"Kew-288211",0.02,97405
"Kew-308879",0.16,97405
"SLB-173431",0.38,97405
"SLB-159390",0.45,96686
"Kew-308879",0.16,96686
"SLB-173431",0.38,96686
"SLB-159390",0.53,97404
"Kew-308804",0.33,97404
"Kew-288211",0.22,97404
"Kew-308879",0.24,97404
"SLB-173431",0.58,97404
"SLB-159390",0.53,97403
"Kew-308804",0.33,97403
"Kew-288211",0.22,97403
"Kew-308879",0.3,97403
"SLB-173431",0.58,97403
"SLB-159390",0.53,96684
"Kew-308804",0.33,96684
"Kew-288211",0.22,96684
"Kew-308879",0.32,96684
"SLB-173431",0.58,96684
"SLB-159390",0.41,96683
"Kew-288211",0.22,96683
"Kew-308879",0.32,96683
"SLB-173431",0.44,96683
"SLB-159390",0.23,97402
"Kew-308804",0.33,97402
"Kew-288211",0.22,97402
"Kew-308879",0.32,97402
"SLB-173431",0.58,97402
"SLB-159390",0.63,96682
"Kew-308804",0.45,96682
"Kew-288211",0.76,96682
"Kew-308879",0.75,96682
"SLB-173431",1,96682
"SLB-159390",0.63,96681
"Kew-308804",0.45,96681
"Kew-288211",0.76,96681
"Kew-308879",0.75,96681
"SLB-173431",1,96681
"Kew-288211",0.13,95970
"Kew-308879",0.31,95970
"SLB-159390",0.19,95969
"Kew-308804",0.35,95969
"Kew-288211",0.34,95969
"Kew-308879",0.41,95969
"SLB-173431",0.7,95969
"Kew-288211",0.03,95250
"Kew-308879",0.24,95250
"Kew-288211",0.12,95249
"Kew-308879",0.3,95249
"SLB-159390",0.25,95968
"Kew-288211",0.26,95968
"Kew-308879",0.35,95968
"SLB-173431",0.62,95968
"SLB-159390",0.25,95967
"Kew-288211",0.13,95967
"Kew-308879",0.35,95967
"SLB-173431",0.62,95967
"SLB-159390",0.25,95248
"Kew-308804",0.28,95248
"Kew-288211",0.26,95248
"Kew-308879",0.35,95248
"SLB-173431",0.62,95248
"SLB-159390",0.33,95246
"Kew-308804",0.35,95246
"Kew-288211",0.3,95246
"Kew-308879",0.38,95246
"SLB-173431",0.66,95246
"SLB-159390",0.33,95245
"Kew-308804",0.35,95245
"Kew-288211",0.3,95245
"Kew-308879",0.38,95245
"SLB-173431",0.66,95245
"SLB-159390",0.39,95964
"SLB-159390",0.39,95963
"SLB-173431",0.24,95963
"SLB-159390",0.39,95244
"Kew-288211",0.24,95244
"Kew-308879",0.52,95244
"SLB-173431",0.84,95244
"SLB-159390",0.39,95243
"Kew-288211",0.48,95243
"Kew-308879",0.52,95243
"SLB-173431",0.84,95243
"Kew-288211",0.22,95961
"Kew-308879",0.52,95961
"SLB-159390",0.36,95242
"Kew-288211",0.76,95242
"Kew-308879",0.75,95242
"SLB-173431",0.81,95242
"SLB-159390",0.31,95241
"Kew-288211",0.76,95241
"Kew-308879",0.75,95241
"SLB-173431",0.71,95241
"Kew-308879",0.18,94530
"Kew-308879",0.18,93809
"Kew-288211",0.01,94528
"Kew-308879",0.24,94528
"SLB-159390",0.12,94527
"Kew-308804",0.33,94527
"Kew-288211",0.01,94527
"Kew-308879",0.01,94527
"SLB-173431",0.03,94527
"Kew-288211",0.06,93808
"Kew-308879",0.28,93808
"SLB-159390",0.14,93807
"Kew-308804",0.36,93807
"Kew-288211",0.19,93807
"Kew-308879",0.15,93807
"SLB-173431",0.47,93807
"SLB-159390",0.23,94526
"Kew-308804",0.38,94526
"Kew-288211",0.44,94526
"Kew-308879",0.49,94526
"SLB-173431",0.8,94526
"SLB-159390",0.23,94525
"Kew-308804",0.38,94525
"Kew-288211",0.44,94525
"Kew-308879",0.49,94525
"SLB-173431",0.8,94525
"SLB-159390",0.23,93806
"Kew-308804",0.38,93806
"Kew-288211",0.44,93806
"Kew-308879",0.49,93806
"SLB-173431",0.8,93806
"SLB-159390",0.18,93805
"Kew-288211",0.44,93805
"Kew-308879",0.49,93805
"SLB-173431",0.64,93805
"SLB-159390",0.24,94524
"Kew-288211",0.58,94524
"Kew-308879",0.6,94524
"SLB-173431",0.8,94524
"SLB-159390",0.28,94523
"Kew-288211",0.58,94523
"Kew-308879",0.6,94523
"SLB-173431",0.94,94523
"SLB-159390",0.28,93804
"Kew-308804",0.41,93804
"Kew-288211",0.58,93804
"Kew-308879",0.6,93804
"SLB-173431",0.94,93804
"SLB-159390",0.28,93803
"Kew-288211",0.29,93803
"Kew-308879",0.6,93803
"SLB-173431",0.94,93803
"Kew-288211",0.32,94521
"Kew-308879",0.59,94521
"Kew-308879",0.23,93088
"SLB-159390",0.01,93087
"Kew-308804",0.38,93087
"Kew-288211",0.46,93087
"Kew-308879",0.46,93087
"SLB-173431",0.84,93087
"Kew-288211",0.15,92367
"Kew-308879",0.33,92367
"SLB-159390",0.02,93086
"Kew-288211",0.31,93086
"Kew-308879",0.5,93086
"SLB-173431",0.13,93086
"SLB-159390",0.11,93085
"Kew-308804",0.4,93085
"Kew-288211",0.56,93085
"Kew-308879",0.59,93085
"SLB-173431",0.92,93085
"SLB-159390",0.05,92366
"Kew-288211",0.45,92366
"Kew-308879",0.59,92366
"SLB-173431",0.39,92366
"SLB-159390",0.11,92365
"Kew-308804",0.4,92365
"Kew-288211",0.56,92365
"Kew-308879",0.59,92365
"SLB-173431",0.92,92365
"SLB-159390",0.17,93084
"Kew-308804",0.43,93084
"Kew-288211",0.7,93084
"Kew-308879",0.7,93084
"SLB-173431",1,93084
"SLB-159390",0.17,93083
"Kew-288211",0.35,93083
"Kew-308879",0.7,93083
"SLB-173431",1,93083
"SLB-159390",0.17,92364
"Kew-288211",0.35,92364
"Kew-308879",0.7,92364
"SLB-173431",1,92364
"SLB-159390",0.17,92363
"Kew-288211",0.7,92363
"Kew-308879",0.52,92363
"SLB-173431",1,92363
"SLB-159390",0.17,93082
"Kew-308804",0.46,93082
"Kew-288211",0.84,93082
"Kew-308879",0.81,93082
"SLB-173431",1,93082
"SLB-159390",0.17,92362
"Kew-308804",0.46,92362
"Kew-288211",0.84,92362
"Kew-308879",0.67,92362
"SLB-173431",1,92362
"Kew-288211",0.13,91647
"Kew-308879",0.27,91647
"Kew-288211",0.25,90927
"Kew-308879",0.34,90927
"SLB-173431",0.18,90927
"Kew-308804",0.42,91646
"Kew-288211",0.58,91646
"Kew-308879",0.54,91646
"SLB-173431",0.97,91646
"Kew-308804",0.42,91645
"Kew-288211",0.58,91645
"Kew-308879",0.54,91645
"SLB-173431",0.97,91645
"Kew-288211",0.58,90926
"Kew-308879",0.54,90926
"SLB-173431",0.84,90926
"Kew-308804",0.42,90925
"Kew-288211",0.58,90925
"Kew-308879",0.54,90925
"SLB-173431",0.97,90925
"SLB-159390",0.02,91643
"Kew-288211",0.76,91643
"Kew-308879",0.71,91643
"SLB-173431",0.62,91643
"SLB-159390",0.04,90924
"Kew-308804",0.46,90924
"Kew-288211",0.79,90924
"Kew-308879",0.71,90924
"SLB-173431",1,90924
"SLB-159390",0.04,90923
"Kew-308804",0.46,90923
"Kew-288211",0.79,90923
"Kew-308879",0.71,90923
"SLB-173431",1,90923
"SLB-159390",0.07,91642
"Kew-308804",0.5,91642
"Kew-288211",1,91642
"Kew-308879",0.9,91642
"SLB-173431",1,91642
"SLB-159390",0.02,90921
"Kew-288211",0.73,90921
"Kew-308879",0.87,90921
"SLB-173431",0.35,90921
"Kew-308804",0.41,90205
"Kew-288211",0.45,90205
"Kew-308879",0.41,90205
"SLB-173431",0.71,90205
"Kew-308804",0.44,90204
"Kew-288211",0.62,90204
"Kew-308879",0.55,90204
"SLB-173431",0.85,90204
"Kew-288211",0.29,90203
"Kew-308879",0.35,90203
"SLB-173431",0.85,90203
"Kew-288211",0.65,90202
"Kew-308879",0.4,90202
"SLB-173431",0.85,90202
"SLB-173431",0.09,90201
"Kew-288211",0.13,98120
"Kew-308879",0.6,98120
"Kew-308879",0.69,98119
"SLB-159390",0.89,98118
"Kew-308804",0.54,98118
"Kew-288211",1,98118
"Kew-308879",1,98118
"SLB-173431",1,98118
"SLB-159390",0.89,98117
"Kew-308804",0.54,98117
"Kew-288211",1,98117
"Kew-308879",1,98117
"SLB-173431",1,98117
"SLB-159390",0.32,98835
"Kew-288211",0.73,98835
"Kew-308879",0.96,98835
"SLB-173431",0.35,98835
"SLB-159390",0.91,98116
"Kew-308804",0.57,98116
"Kew-288211",1,98116
"Kew-308879",1,98116
"SLB-173431",1,98116
"SLB-159390",0.91,98115
"Kew-308804",0.57,98115
"Kew-288211",1,98115
"Kew-308879",1,98115
"SLB-173431",1,98115
"SLB-159390",0.62,98114
"Kew-308804",0.47,98114
"SLB-159390",0.92,98113
"Kew-308804",0.58,98113
"Kew-288211",1,98113
"Kew-308879",1,98113
"SLB-173431",1,98113
"Kew-288211",0.33,98112
"Kew-308879",0.72,98112
"SLB-159390",0.93,98111
"Kew-308804",0.61,98111
"Kew-288211",1,98111
"Kew-308879",1,98111
"SLB-173431",1,98111
"SLB-159390",0.1,97400
"Kew-288211",0.56,97400
"Kew-308879",0.86,97400
"SLB-173431",0.15,97400
"SLB-159390",0.66,97399
"Kew-308804",0.48,97399
"Kew-288211",1,97399
"Kew-308879",1,97399
"SLB-173431",1,97399
"SLB-159390",0.04,96680
"Kew-288211",0.66,96680
"Kew-308879",0.92,96680
"SLB-173431",0.27,96680
"SLB-159390",0.7,97398
"Kew-308804",0.54,97398
"Kew-288211",1,97398
"Kew-308879",1,97398
"SLB-173431",1,97398
"SLB-159390",0.7,97397
"Kew-308804",0.54,97397
"Kew-288211",1,97397
"Kew-308879",1,97397
"SLB-173431",1,97397
"SLB-159390",0.71,96677
"Kew-308804",0.56,96677
"Kew-288211",1,96677
"Kew-308879",1,96677
"SLB-173431",1,96677
"SLB-159390",0.77,97396
"Kew-308804",0.57,97396
"Kew-288211",0.82,97396
"Kew-308879",0.56,97396
"SLB-173431",1,97396
"SLB-159390",0.77,97395
"Kew-308804",0.57,97395
"Kew-288211",1,97395
"Kew-308879",1,97395
"SLB-173431",1,97395
"SLB-159390",0.77,96676
"Kew-308804",0.56,96676
"Kew-288211",1,96676
"Kew-308879",0.71,96676
"SLB-173431",1,96676
"SLB-159390",0.78,96675
"Kew-308804",0.58,96675
"Kew-288211",1,96675
"Kew-308879",0.8,96675
"SLB-173431",1,96675
"SLB-159390",0.85,97394
"Kew-308804",0.58,97394
"Kew-288211",1,97394
"Kew-308879",0.77,97394
"SLB-173431",1,97394
"SLB-159390",0.85,97393
"Kew-308804",0.58,97393
"Kew-288211",1,97393
"Kew-308879",1,97393
"SLB-173431",1,97393
"SLB-159390",0.84,96674
"Kew-308804",0.58,96674
"Kew-288211",1,96674
"Kew-308879",1,96674
"SLB-173431",1,96674
"SLB-159390",0.84,96673
"Kew-308804",0.58,96673
"Kew-288211",1,96673
"Kew-308879",1,96673
"SLB-173431",1,96673
"SLB-159390",0.82,97392
"Kew-308804",0.61,97392
"Kew-288211",1,97392
"Kew-308879",1,97392
"SLB-173431",1,97392
"SLB-159390",0.41,97391
"Kew-288211",0.86,97391
"Kew-308879",1,97391
"SLB-173431",0.5,97391
"SLB-159390",0.11,96672
"Kew-288211",0.55,96672
"Kew-308879",0.86,96672
"SLB-173431",0.14,96672
"SLB-159390",0.4,95960
"Kew-308804",0.52,95960
"Kew-288211",1,95960
"Kew-308879",1,95960
"SLB-173431",1,95960
"SLB-159390",0.4,95959
"Kew-308804",0.52,95959
"Kew-288211",1,95959
"Kew-308879",1,95959
"SLB-173431",1,95959
"SLB-159390",0.19,95240
"Kew-288211",0.84,95240
"Kew-308879",1,95240
"SLB-173431",0.48,95240
"SLB-159390",0.31,95958
"Kew-288211",1,95958
"Kew-308879",1,95958
"SLB-173431",0.74,95958
"SLB-159390",0.42,95957
"Kew-308804",0.56,95957
"Kew-288211",1,95957
"Kew-308879",1,95957
"SLB-173431",1,95957
"SLB-159390",0.48,95956
"Kew-308804",0.56,95956
"Kew-288211",1,95956
"Kew-308879",1,95956
"SLB-173431",1,95956
"SLB-159390",0.23,95955
"Kew-288211",0.83,95955
"Kew-308879",1,95955
"SLB-173431",0.47,95955
"SLB-159390",0.1,95954
"Kew-288211",0.57,95954
"Kew-308879",0.87,95954
"SLB-173431",0.17,95954
"SLB-159390",0.03,94520
"Kew-288211",0.57,94520
"Kew-308879",0.83,94520
"SLB-173431",0.17,94520
"SLB-159390",0.07,93799
"Kew-308804",0.27,93799
"SLB-159390",0.02,94517
"Kew-288211",0.57,94517
"Kew-308879",0.87,94517
"SLB-173431",0.16,94517
"SLB-159390",0.11,93798
"Kew-308804",0.53,93798
"Kew-288211",0.45,93798
"Kew-308879",0.3,93798
"SLB-173431",0.56,93798
"SLB-159390",0.12,93797
"Kew-308804",0.53,93797
"Kew-288211",1,93797
"Kew-308879",1,93797
"SLB-173431",1,93797
"SLB-159390",0.04,94516
"Kew-288211",0.36,94516
"Kew-308879",0.95,94516
"SLB-173431",0.33,94516
"SLB-159390",0.02,94515
"Kew-308879",0.22,94515
"SLB-173431",0.16,94515
"Kew-288211",0.38,93796
"Kew-308879",0.75,93796
"SLB-159390",0.12,93795
"Kew-308804",0.55,93795
"Kew-288211",1,93795
"Kew-308879",1,93795
"SLB-173431",1,93795
"SLB-159390",0.04,93794
"SLB-173431",0.11,93794
"Kew-288211",0.03,100267
"Kew-308879",0.54,100267
"Kew-288211",0.37,99547
"Kew-308879",0.74,99547
"Kew-288211",0.05,100266
"Kew-308879",0.56,100266
"SLB-159390",0.06,99546
"Kew-288211",0.5,99546
"Kew-308879",0.83,99546
"SLB-173431",0.09,99546
"Kew-288211",0.31,98827
"Kew-308879",0.71,98827
"SLB-159390",0.32,98107
"Kew-288211",0.81,98107
"Kew-308879",1,98107
"SLB-173431",0.44,98107
"SLB-159390",0.1,98826
"Kew-288211",1,98826
"Kew-308879",1,98826
"SLB-173431",0.75,98826
"SLB-159390",0.2,98106
"Kew-288211",0.82,98106
"Kew-308879",1,98106
"SLB-173431",0.46,98106
"SLB-159390",0.03,98105
"Kew-288211",0.49,98105
"Kew-308879",0.82,98105
"SLB-173431",0.07,98105
"SLB-159390",0.06,98823
"Kew-308804",0.46,98823
"Kew-288211",0.84,98823
"Kew-308879",0.81,98823
"SLB-173431",1,98823
"Kew-308879",0.19,98104
"SLB-159390",0.07,98103
"Kew-288211",0.79,98103
"Kew-308879",0.81,98103
"SLB-173431",0.6,98103
"Kew-308804",0.37,98822
"Kew-288211",0.4,98822
"Kew-308879",0.41,98822
"SLB-173431",0.79,98822
"Kew-308804",0.37,98821
"Kew-288211",0.4,98821
"Kew-308879",0.41,98821
"SLB-173431",0.79,98821
"Kew-308879",0.3,98102
"SLB-173431",0.79,98102
"Kew-308879",0.1,98101
"SLB-173431",0.68,98101
"SLB-159390",0.22,97387
"SLB-159390",0.32,97385
"SLB-173431",0.4,97385
"SLB-159390",0.02,96666
"Kew-308879",0.6,96666
"SLB-173431",0.07,96666
"SLB-159390",0.18,96665
"Kew-288211",0.45,96665
"Kew-308879",0.98,96665
"SLB-173431",0.54,96665
"SLB-159390",0.04,97384
"SLB-159390",0.05,97383
"Kew-308879",0.74,97383
"SLB-173431",0.76,97383
"SLB-159390",0.03,96664
"SLB-159390",0.01,96663
"SLB-173431",0.04,96663
"Kew-288211",0.23,97382
"Kew-308879",0.44,97382
"SLB-173431",0.57,97382
"Kew-288211",0.45,97381
"Kew-308879",0.44,97381
"SLB-173431",0.61,97381
"Kew-288211",0.38,96661
"Kew-308879",0.42,96661
"SLB-173431",0.41,96661
"Kew-288211",0.12,95945
"Kew-308879",0.62,95945
"Kew-308879",0.26,95223
"SLB-159390",0.05,93080
"Kew-308804",0.46,93080
"Kew-288211",0.84,93080
"Kew-308879",0.74,93080
"SLB-173431",1,93080
"SLB-159390",0.04,93079
"Kew-308804",0.28,93079
"Kew-288211",1,93079
"Kew-308879",0.87,93079
"SLB-173431",1,93079
"SLB-159390",0.05,92360
"Kew-308804",0.46,92360
"Kew-288211",0.84,92360
"Kew-308879",0.74,92360
"SLB-173431",1,92360
"Kew-308804",0.52,93078
"Kew-288211",0.24,93078
"Kew-308879",0.15,93078
"SLB-173431",0.33,93078
"Kew-308804",0.58,93077
"Kew-288211",0.84,93077
"Kew-308879",0.77,93077
"SLB-173431",0.92,93077
"Kew-308804",0.58,92358
"Kew-288211",0.7,92358
"Kew-308879",0.43,92358
"SLB-173431",0.92,92358
"Kew-308804",0.58,92357
"Kew-288211",0.81,92357
"Kew-308879",0.51,92357
"SLB-173431",0.92,92357
"Kew-288211",0.62,93076
"Kew-308879",0.57,93076
"SLB-173431",0.58,93076
"SLB-173431",0.29,93075
"Kew-308879",0.57,92356
"SLB-173431",0.68,92356
"Kew-308804",0.31,91640
"Kew-288211",0.85,91640
"Kew-308879",0.74,91640
"SLB-173431",0.93,91640
"Kew-288211",0.85,90920
"Kew-308879",0.74,90920
"SLB-173431",0.87,90920
"Kew-308804",0.53,91637
"Kew-288211",0.42,91637
"Kew-308879",0.35,91637
"SLB-173431",0.46,91637
"Kew-308804",0.53,90917
"Kew-288211",0.42,90917
"Kew-308879",0.38,90917
"SLB-173431",0.46,90917
"Kew-308804",0.47,91636
"Kew-308804",0.51,90916
"SLB-173431",0.06,91634
"Kew-288211",0.51,90200
"Kew-308879",0.45,90200
"SLB-173431",0.61,90200
"Kew-288211",0.51,89480
"Kew-308879",0.45,89480
"SLB-173431",0.53,89480
"Kew-308804",0.43,89479
"Kew-288211",0.51,89479
"Kew-308879",0.45,89479
"SLB-173431",0.67,89479
"Kew-308804",0.48,90196
"Kew-308804",0.48,90195
"Kew-308804",0.48,89476
"Kew-308804",0.48,89475
"Kew-308804",0.46,88760
"Kew-288211",0.02,88760
"Kew-308879",0.01,88760
"SLB-173431",0.02,88760
"Kew-308804",0.51,88759
"Kew-288211",0.58,88759
"Kew-308879",0.53,88759
"SLB-173431",0.64,88759
"Kew-308804",0.51,88039
"Kew-288211",0.17,88039
"Kew-308879",0.11,88039
"SLB-173431",0.24,88039
"Kew-308804",0.45,88755
"Kew-308804",0.6,88035
"Kew-308804",0.4,87319
"Kew-308804",0.32,87318
"Kew-308804",0.38,86598
"Kew-308804",0.51,87315
"Kew-308804",0.26,87314
"Kew-308804",0.45,86594
"Kew-308804",0.44,86593
"Kew-308804",0.35,86592
"Kew-308804",0.39,86591
"Kew-308804",0.43,86590
"Kew-308804",0.13,86583
"SLB-159390",0.04,100260
"Kew-288211",0.2,100260
"Kew-308879",0.35,100260
"SLB-173431",0.18,100260
"SLB-159390",0.15,100259
"Kew-288211",0.35,100259
"Kew-308879",0.25,100259
"SLB-173431",0.71,100259
"SLB-159390",0.15,99540
"Kew-308804",0.35,99540
"Kew-288211",0.3,99540
"Kew-308879",0.38,99540
"SLB-173431",0.66,99540
"SLB-159390",0.15,99539
"Kew-288211",0.3,99539
"Kew-308879",0.38,99539
"SLB-173431",0.66,99539
"SLB-159390",0.06,100258
"Kew-288211",0.4,100258
"Kew-308879",0.57,100258
"SLB-173431",0.29,100258
"SLB-159390",0.01,100257
"Kew-288211",0.29,100257
"Kew-308879",0.49,100257
"SLB-173431",0.07,100257
"SLB-159390",0.18,99538
"Kew-288211",0.58,99538
"Kew-308879",0.6,99538
"SLB-173431",0.94,99538
"Kew-288211",0.26,99537
"Kew-308879",0.48,99537
"SLB-173431",0.02,99537
"SLB-159390",0.14,100256
"Kew-288211",0.82,100256
"Kew-308879",0.79,100256
"SLB-173431",0.74,100256
"SLB-159390",0.08,99536
"Kew-288211",0.65,99536
"Kew-308879",0.79,99536
"SLB-173431",0.43,99536
"Kew-308804",0.34,98820
"Kew-288211",0.27,98820
"Kew-308879",0.32,98820
"SLB-173431",0.66,98820
"Kew-288211",0.27,98819
"Kew-308879",0.32,98819
"SLB-173431",0.66,98819
"Kew-308879",0.32,98100
"SLB-173431",0.66,98100
"Kew-288211",0.14,98099
"Kew-308879",0.32,98099
"SLB-173431",0.64,98099
"Kew-288211",0.11,98818
"Kew-308879",0.38,98818
"SLB-173431",0.06,98818
"SLB-159390",0.01,98817
"Kew-288211",0.18,98817
"Kew-308879",0.46,98817
"SLB-173431",0.33,98817
"Kew-288211",0.05,98098
"Kew-308879",0.27,98098
"Kew-288211",0.02,98097
"Kew-308879",0.26,98097
"SLB-159390",0.01,98816
"Kew-308879",0.52,98816
"SLB-173431",0.12,98816
"SLB-159390",0.04,98096
"Kew-288211",0.26,98096
"Kew-308879",0.62,98096
"SLB-173431",0.46,98096
"Kew-308879",0.08,97380
"SLB-173431",0.35,97380
"Kew-288211",0.13,97379
"Kew-308879",0.33,97379
"SLB-173431",0.31,97379
"Kew-308879",0.25,96659
