"SBID","CountryCode","SplitYear","SeasonYear","SeasonMonthNr","CalendarMonthNr","ASD","TargetSpeciesCode","GearCode","FishingCode","ShipSize","FishingHours","FishingDays","ShipCount","HookCount","PotCount","HaulCount","FishingOnGrounds","FishingFromPort","FishingTrips","ShipTonnage","ShipHP","ShipLength","Comment","PreparedDate"
1157,"SUN",1990,1989,11,10,"482","KRI","OTM","C",10,69.00,6.00,,,,,7.00,,,,,,"",10-4-2015 00:00:00
1158,"SUN",1990,1989,12,11,"482","KRI","OTM","C",10,1989.00,173.00,,,,,208.00,,,,,,"",10-4-2015 00:00:00
1159,"SUN",1990,1990,1,12,"482","KRI","OTM","C",10,3346.00,278.00,,,,,335.00,,,,,,"",10-4-2015 00:00:00
1160,"SUN",1990,1990,2,1,"482","KRI","OTM","C",10,2381.00,206.00,,,,,250.00,,,,,,"",10-4-2015 00:00:00
1161,"SUN",1990,1990,3,2,"482","KRI","OTM","C",10,1759.00,151.00,,,,,182.00,,,,,,"",10-4-2015 00:00:00
1162,"SUN",1990,1990,4,3,"482","KRI","OTM","C",10,2320.00,196.00,,,,,238.00,,,,,,"",10-4-2015 00:00:00
1163,"SUN",1990,1990,5,4,"482","KRI","OTM","C",10,2552.00,220.00,,,,,264.00,,,,,,"",10-4-2015 00:00:00
1164,"SUN",1990,1990,6,5,"482","KRI","OTM","C",10,2632.00,246.00,,,,,295.00,,,,,,"",10-4-2015 00:00:00
1165,"SUN",1990,1990,7,6,"482","KRI","OTM","C",10,953.00,82.00,,,,,97.00,,,,,,"",10-4-2015 00:00:00
1166,"SUN",1990,1989,8,7,"483","KRI","OTM","C",11,2806.00,232.00,,,,,277.00,,,,,,"",10-4-2015 00:00:00
1167,"SUN",1990,1989,9,8,"483","KRI","OTM","C",11,1284.00,115.00,,,,,140.00,,,,,,"",10-4-2015 00:00:00
1168,"SUN",1990,1989,10,9,"483","KRI","OTM","C",11,716.00,65.00,,,,,79.00,,,,,,"",10-4-2015 00:00:00
1169,"SUN",1990,1990,6,5,"483","KRI","OTM","C",11,50.00,5.00,,,,,5.00,,,,,,"",10-4-2015 00:00:00
1170,"SUN",1990,1990,7,6,"483","KRI","OTM","C",11,1422.00,125.00,,,,,152.00,,,,,,"",10-4-2015 00:00:00
1171,"SUN",1990,1989,8,7,"483","KRI","OTM","C",10,4395.00,366.00,,,,,441.00,,,,,,"",10-4-2015 00:00:00
1172,"SUN",1990,1989,9,8,"483","KRI","OTM","C",10,2485.00,202.00,,,,,243.00,,,,,,"",10-4-2015 00:00:00
1173,"SUN",1990,1989,10,9,"483","KRI","OTM","C",10,944.00,80.00,,,,,96.00,,,,,,"",10-4-2015 00:00:00
1174,"SUN",1990,1989,11,10,"483","KRI","OTM","C",10,282.00,23.00,,,,,27.00,,,,,,"",10-4-2015 00:00:00
1175,"SUN",1990,1989,12,11,"483","KRI","OTM","C",10,47.00,4.00,,,,,5.00,,,,,,"",10-4-2015 00:00:00
1176,"SUN",1990,1990,1,12,"483","KRI","OTM","C",10,384.00,32.00,,,,,39.00,,,,,,"",10-4-2015 00:00:00
1177,"SUN",1990,1990,6,5,"483","KRI","OTM","C",10,255.00,23.00,,,,,30.00,,,,,,"",10-4-2015 00:00:00
1178,"SUN",1990,1990,7,6,"483","KRI","OTM","C",10,2144.00,181.00,,,,,218.00,,,,,,"",10-4-2015 00:00:00
1179,"SUN",1990,1990,1,12,"482","ANI","OTB","C",11,174.00,15.00,,,,,18.00,,,,,,"",10-4-2015 00:00:00
1180,"SUN",1990,1990,4,3,"482","ANI","OTB","C",11,239.00,22.00,,,,,26.00,,,,,,"",10-4-2015 00:00:00
1181,"SUN",1990,1990,5,4,"482","ANI","OTB","C",11,167.00,14.00,,,,,16.00,,,,,,"",10-4-2015 00:00:00
1182,"SUN",1990,1990,6,5,"482","ANI","OTB","C",11,261.00,24.00,,,,,28.00,,,,,,"",10-4-2015 00:00:00
1183,"SUN",1990,1989,12,11,"482","ANI","OTB","C",10,86.00,8.00,,,,,10.00,,,,,,"",10-4-2015 00:00:00
1184,"SUN",1990,1990,1,12,"482","ANI","OTB","C",10,183.00,17.00,,,,,41.00,,,,,,"",10-4-2015 00:00:00
1185,"SUN",1990,1990,2,1,"482","ANI","OTB","C",10,10.00,1.00,,,,,1.00,,,,,,"",10-4-2015 00:00:00
1186,"SUN",1990,1990,4,3,"482","ANI","OTB","C",10,32.00,3.00,,,,,4.00,,,,,,"",10-4-2015 00:00:00
1187,"SUN",1990,1990,5,4,"482","ANI","OTB","C",10,19.00,2.00,,,,,2.00,,,,,,"",10-4-2015 00:00:00
1188,"SUN",1990,1990,6,5,"482","ANI","OTB","C",10,50.00,5.00,,,,,6.00,,,,,,"",10-4-2015 00:00:00
1189,"SUN",1990,1990,2,1,"483","ANI","OTM","C",11,596.00,50.00,,,,,61.00,,,,,,"",10-4-2015 00:00:00
1190,"SUN",1990,1990,3,2,"483","ANI","OTM","C",11,194.00,18.00,,,,,22.00,,,,,,"",10-4-2015 00:00:00
1191,"SUN",1990,1990,2,1,"483","ANI","OTM","C",10,342.00,33.00,,,,,40.00,,,,,,"",10-4-2015 00:00:00
1192,"SUN",1990,1990,3,2,"483","ANI","OTM","C",10,512.00,45.00,,,,,55.00,,,,,,"",10-4-2015 00:00:00
1193,"SUN",1990,1990,4,3,"483","ANI","OTM","C",10,143.00,13.00,,,,,16.00,,,,,,"",10-4-2015 00:00:00
1194,"SUN",1990,1989,9,8,"483","TOT","LLS","C",8,,125.00,,940476,,,146.00,,,,,,"",10-4-2015 00:00:00
1195,"SUN",1990,1989,10,9,"483","TOT","LLS","C",8,,100.00,,837500,,,118.00,,,,,,"",10-4-2015 00:00:00
1196,"SUN",1990,1989,11,10,"483","TOT","LLS","C",8,,155.00,,1107777,,,185.00,,,,,,"",10-4-2015 00:00:00
1197,"SUN",1990,1989,12,11,"483","TOT","LLS","C",8,,131.00,,1044578,,,155.00,,,,,,"",10-4-2015 00:00:00
1198,"SUN",1990,1990,1,12,"483","TOT","LLS","C",8,,182.00,,1280005,,,218.00,,,,,,"",10-4-2015 00:00:00
1199,"SUN",1990,1990,2,1,"483","TOT","LLS","C",8,,153.00,,1086956,,,182.00,,,,,,"",10-4-2015 00:00:00
1200,"SUN",1990,1990,3,2,"483","TOT","LLS","C",8,,113.00,,984285,,,134.00,,,,,,"",10-4-2015 00:00:00
1201,"SUN",1990,1990,4,3,"483","TOT","LLS","C",8,,72.00,,634920,,,82.00,,,,,,"",10-4-2015 00:00:00
1202,"SUN",1990,1990,5,4,"483","TOT","LLS","C",8,,57.00,,488333,,,64.00,,,,,,"",10-4-2015 00:00:00
1203,"SUN",1990,1990,6,5,"483","TOT","LLS","C",8,,111.00,,915638,,,130.00,,,,,,"",10-4-2015 00:00:00
1204,"SUN",1990,1990,7,6,"483","TOT","LLS","C",8,,86.00,,753125,,,102.00,,,,,,"",10-4-2015 00:00:00
1205,"SUN",1990,1990,3,2,"5841","KRI","OTM","S",,,,,,,,,,,,,,"",10-4-2015 00:00:00
1206,"SUN",1990,1990,4,3,"5841","KRI","OTM","S",,,,,,,,,,,,,,"",10-4-2015 00:00:00
1207,"SUN",1990,1990,5,4,"5841","KRI","OTM","S",,,,,,,,,,,,,,"",10-4-2015 00:00:00
1218,"SUN",1990,1989,12,11,"5851","MZZ","OT","S",,,,,,,,,,,,,,"",10-4-2015 00:00:00
1219,"SUN",1990,1990,1,12,"5851","MZZ","OT","S",,,,,,,,,,,,,,"",10-4-2015 00:00:00
1220,"SUN",1990,1990,2,1,"5851","MZZ","OT","S",,,,,,,,,,,,,,"",10-4-2015 00:00:00
1221,"SUN",1990,1990,3,2,"5851","MZZ","OT","S",,,,,,,,,,,,,,"",10-4-2015 00:00:00
1222,"SUN",1990,1990,4,3,"5851","MZZ","OT","S",,,,,,,,,,,,,,"",10-4-2015 00:00:00
1223,"SUN",1990,1990,5,4,"5851","MZZ","OT","S",,,,,,,,,,,,,,"",10-4-2015 00:00:00
1224,"SUN",1990,1990,3,2,"881","KRI","OTM","C",10,81.00,8.00,,,,,10.00,,,,,,"",10-4-2015 00:00:00
1225,"SUN",1990,1990,4,3,"881","KRI","OTM","C",10,86.00,8.00,,,,,9.00,,,,,,"",10-4-2015 00:00:00
1226,"SUN",1990,1990,5,4,"881","KRI","OTM","C",10,42.00,4.00,,,,,5.00,,,,,,"",10-4-2015 00:00:00
1227,"DDR",1990,1989,8,7,"483","KRI","OTM","C",10,,15.00,,,,,15.00,,,,,,"",10-4-2015 00:00:00
1228,"POL",1990,1989,8,7,"483","KRI","OTM","C",9,37.00,5.00,,,,,5.00,7.00,,,,,"",10-4-2015 00:00:00
1229,"POL",1990,1989,9,8,"483","KRI","OTM","C",9,58.00,9.00,,,,,11.00,12.00,,,,,"",10-4-2015 00:00:00
1230,"POL",1990,1989,8,7,"483","KRI","OTM","C",10,359.00,37.00,,,,,37.00,53.00,,,,,"",10-4-2015 00:00:00
1231,"POL",1990,1989,9,8,"483","KRI","OTM","C",10,66.00,9.00,,,,,12.00,12.00,,,,,"",10-4-2015 00:00:00
1232,"POL",1990,1990,7,6,"483","KRI","OTM","C",10,90.00,8.00,,,,,8.00,13.00,,,,,"",10-4-2015 00:00:00
1233,"POL",1990,1990,3,2,"483","ANI","OTM","C",10,80.00,7.00,,,,,7.00,11.00,,,,,"",10-4-2015 00:00:00
1234,"POL",1990,1990,4,3,"483","ANI","OTM","C",10,66.00,6.00,,,,,6.00,8.00,,,,,"",10-4-2015 00:00:00
1235,"JPN",1990,1990,1,12,"5841","KRI","OTM","C",,289.00,46.00,3,,,436,48.00,,,2770.00,3260.00,,"",10-4-2015 00:00:00
1236,"JPN",1990,1990,2,1,"5841","KRI","OTM","C",,600.00,92.00,3,,,905,93.00,,,2770.00,3260.00,,"",10-4-2015 00:00:00
1237,"JPN",1990,1990,3,2,"5841","KRI","OTM","C",,728.00,81.00,3,,,765,84.00,,,2770.00,3260.00,,"",10-4-2015 00:00:00
1238,"JPN",1990,1990,4,3,"5841","KRI","OTM","C",,681.00,78.00,3,,,668,81.00,,,2770.00,3260.00,,"",10-4-2015 00:00:00
1239,"JPN",1990,1990,5,4,"5841","KRI","OTM","C",,23.00,4.00,2,,,24,4.00,,,3407.00,3710.00,,"",10-4-2015 00:00:00
1240,"JPN",1990,1990,1,12,"481","KRI","OTM","C",10,163.00,20.00,2,,,151,20.00,,,3333.00,4305.00,,"",10-4-2015 00:00:00
1241,"JPN",1990,1990,2,1,"481","KRI","OTM","C",10,1180.00,119.00,5,,,1043,119.00,,,3063.00,4062.00,,"",10-4-2015 00:00:00
1242,"JPN",1990,1990,3,2,"481","KRI","OTM","C",10,1112.00,114.00,5,,,965,115.00,,,3063.00,4062.00,,"",10-4-2015 00:00:00
1243,"JPN",1990,1990,4,3,"481","KRI","OTM","C",10,867.00,93.00,3,,,837,93.00,,,3056.00,3503.00,,"",10-4-2015 00:00:00
1244,"JPN",1990,1990,5,4,"481","KRI","OTM","C",10,588.00,77.00,4,,,645,79.00,,,3270.00,3555.00,,"",10-4-2015 00:00:00
1245,"JPN",1990,1990,6,5,"482","KRI","OTM","C",10,2.00,2.00,1,,,3,2.00,,,2538.00,2800.00,,"",10-4-2015 00:00:00
1246,"CHL",1990,1990,2,1,"481","KRI","OTM","C",10,12170.00,19.00,,,,210,,,,,,,"",10-4-2015 00:00:00
1247,"CHL",1990,1990,3,2,"481","KRI","OTM","C",10,20644.00,28.00,,,,399,,,,,,,"",10-4-2015 00:00:00
1248,"CHL",1990,1990,4,3,"481","KRI","OTM","C",10,4050.00,5.00,,,,68,,,,,,,"",10-4-2015 00:00:00
1249,"KOR",1990,1990,1,12,"481","KRI","OTM","C",10,596.00,77.00,,,,410,,,,,,,"",10-4-2015 00:00:00
1250,"KOR",1990,1990,2,1,"481","KRI","OTM","C",10,372.00,62.00,,,,297,,,,,,,"",10-4-2015 00:00:00
1251,"KOR",1990,1990,3,2,"481","KRI","OTM","C",10,246.00,52.00,,,,182,,,,,,,"",10-4-2015 00:00:00
1252,"DEU",1988,1987,11,10,"481","MZZ","OTB","S",12,8.33,4.00,1,,,17,,,,,,,"",10-4-2015 00:00:00
1253,"DEU",1988,1987,12,11,"481","MZZ","OTB","S",12,1.96,1.00,1,,,4,,,,,,,"",10-4-2015 00:00:00
1254,"DEU",1988,1988,1,12,"481","MZZ","OTB","S",12,9.31,4.00,1,,,19,,,,,,,"",10-4-2015 00:00:00
1255,"CHL",1987,1987,3,2,"482","KRI","OTM","C",10,,2.00,,,,18,,,,,,,"",10-4-2015 00:00:00
1256,"SUN",1990,1989,9,8,"483","ELC","OTM","C",10,334.00,30.00,,,,,36.00,,,,,,"",10-4-2015 00:00:00
1257,"SUN",1990,1989,10,9,"483","ELC","OTM","C",10,65.00,6.00,,,,,8.00,,,,,,"",10-4-2015 00:00:00
1258,"SUN",1990,1989,11,10,"483","ELC","OTM","C",10,150.00,12.00,,,,,15.00,,,,,,"",10-4-2015 00:00:00
1259,"SUN",1990,1989,12,11,"483","ELC","OTM","C",10,143.00,12.00,,,,,14.00,,,,,,"",10-4-2015 00:00:00
1260,"SUN",1990,1990,1,12,"483","ELC","OTM","C",10,35.00,3.00,,,,,4.00,,,,,,"",10-4-2015 00:00:00
1261,"SUN",1990,1989,8,7,"483","ELC","OTM","C",11,214.00,20.00,,,,,25.00,,,,,,"",10-4-2015 00:00:00
1262,"SUN",1990,1989,9,8,"483","ELC","OTM","C",11,1711.00,136.00,,,,,163.00,,,,,,"",10-4-2015 00:00:00
1263,"SUN",1990,1989,10,9,"483","ELC","OTM","C",11,1309.00,117.00,,,,,142.00,,,,,,"",10-4-2015 00:00:00
1264,"SUN",1990,1989,11,10,"483","ELC","OTM","C",11,1864.00,165.00,,,,,198.00,,,,,,"",10-4-2015 00:00:00
1265,"SUN",1990,1989,12,11,"483","ELC","OTM","C",11,1013.00,80.00,,,,,96.00,,,,,,"",10-4-2015 00:00:00
1266,"SUN",1988,1988,5,4,"482","ANI","OTB","C",11,62.00,5.00,,,,,5.00,,,,,,"",10-4-2015 00:00:00
1267,"SUN",1988,1988,5,4,"482","ANI","OTM","C",11,34.00,3.00,,,,,3.00,,,,,,"",10-4-2015 00:00:00
1268,"SUN",1988,1988,1,12,"483","GHP","OTB","C",11,38.00,4.00,,,,,4.00,,,,,,"",10-4-2015 00:00:00
1269,"SUN",1988,1988,2,1,"483","GHP","OTB","C",11,1152.00,83.00,,,,,100.00,,,,,,"",10-4-2015 00:00:00
1270,"SUN",1988,1988,3,2,"483","GHP","OTB","C",11,865.00,76.00,,,,,90.00,,,,,,"",10-4-2015 00:00:00
1271,"SUN",1988,1988,4,3,"483","GHP","OTB","C",11,612.00,57.00,,,,,65.00,,,,,,"",10-4-2015 00:00:00
1272,"SUN",1988,1987,12,11,"483","ELC","OTM","C",11,277.00,22.00,,,,,24.00,,,,,,"",10-4-2015 00:00:00
1273,"SUN",1988,1988,1,12,"483","GHP","OTM","C",11,117.00,10.00,,,,,12.00,,,,,,"",10-4-2015 00:00:00
1274,"SUN",1988,1988,2,1,"483","GHP","OTM","C",11,300.00,25.00,,,,,29.00,,,,,,"",10-4-2015 00:00:00
1275,"SUN",1988,1987,9,8,"483","ANI","OT","S",,,,,,,,,,,,,,"",10-4-2015 00:00:00
1276,"SUN",1988,1987,10,9,"483","ANI","OT","S",,,,,,,,,,,,,,"",10-4-2015 00:00:00
1277,"SUN",1988,1987,11,10,"483","ANI","OT","S",,,,,,,,,,,,,,"",10-4-2015 00:00:00
1278,"SUN",1988,1987,12,11,"483","ANI","OT","S",,,,,,,,,,,,,,"",10-4-2015 00:00:00
1279,"SUN",1988,1988,1,12,"483","ANI","OT","S",,,,,,,,,,,,,,"",10-4-2015 00:00:00
1280,"AUS",1991,1991,3,2,"5842","MZZ","OTB","S",11,11.00,11.00,1,,,,11.00,28.00,1,,13000.00,,"",10-4-2015 00:00:00
1281,"AUS",1991,1991,2,1,"5842","MZZ","OTM","S",11,30.50,11.00,1,,,,13.00,27.00,1,,13000.00,,"",10-4-2015 00:00:00
1282,"AUS",1991,1991,3,2,"5842","MZZ","OTM","S",11,33.50,12.00,1,,,,13.00,28.00,1,,13000.00,,"",10-4-2015 00:00:00
1283,"CHL",1991,1991,3,2,"481","KRI","OTM","C",9,78.00,9.00,1,,,,9.00,13.00,1,3612.00,3710.00,,"",10-4-2015 00:00:00
1284,"CHL",1991,1991,4,3,"481","KRI","OTM","C",9,216.00,25.00,1,,,,25.00,36.00,1,3612.00,3710.00,,"",10-4-2015 00:00:00
1285,"GBR",1991,1991,2,1,"483","MZZ","OTB","S",8,,21.00,1,,,,21.00,26.00,1,999.00,2500.00,,"",10-4-2015 00:00:00
1286,"ESP",1991,1991,2,1,"482","MZZ","OTB","S",10,,13.00,1,,,76,13.00,,1,3800.00,2000.00,,"",10-4-2015 00:00:00
1287,"ESP",1991,1991,3,2,"482","MZZ","OTB","S",10,,10.00,1,,,67,10.00,,1,3800.00,2000.00,,"",10-4-2015 00:00:00
1288,"FRA",1991,1990,10,9,"5851","TOT","OTB","C",9,20.75,2.00,1,,,,2.00,9.00,,1379.00,2330.00,,"",10-4-2015 00:00:00
1289,"FRA",1991,1990,11,10,"5851","TOT","OTB","C",9,298.75,30.00,1,,,,31.00,31.00,,1379.00,2330.00,,"",10-4-2015 00:00:00
1290,"FRA",1991,1991,6,5,"5851","TOT","OTB","C",9,232.70,23.00,1,,,,26.00,31.00,,1379.00,2330.00,,"",10-4-2015 00:00:00
1291,"POL",1991,1991,1,12,"481","KRI","OTM","C",10,78.00,7.00,,,,,10.00,15.00,,,,,"",10-4-2015 00:00:00
1292,"POL",1991,1991,2,1,"481","KRI","OTM","C",10,125.00,9.00,,,,,10.00,10.00,,,,,"",10-4-2015 00:00:00
1293,"POL",1991,1991,1,12,"482","KRI","OTM","C",10,14.00,2.00,,,,,5.00,13.00,,,,,"",10-4-2015 00:00:00
1294,"POL",1991,1991,2,1,"482","KRI","OTM","C",10,683.00,55.00,,,,,60.00,60.00,,,,,"",10-4-2015 00:00:00
1295,"POL",1991,1991,3,2,"482","KRI","OTM","C",10,323.00,27.00,,,,,40.00,40.00,,,,,"",10-4-2015 00:00:00
1296,"POL",1991,1991,4,3,"482","KRI","OTM","C",10,284.00,21.00,,,,,25.00,31.00,,,,,"",10-4-2015 00:00:00
1297,"POL",1991,1991,5,4,"482","KRI","OTM","C",10,498.00,28.00,,,,,30.00,30.00,,,,,"",10-4-2015 00:00:00
1298,"POL",1991,1990,8,7,"483","KRI","OTM","C",10,499.00,47.00,,,,,52.00,78.00,,,,,"",10-4-2015 00:00:00
1299,"POL",1991,1990,9,8,"483","KRI","OTM","C",10,859.00,72.00,,,,,83.00,87.00,,,,,"",10-4-2015 00:00:00
1300,"POL",1991,1990,10,9,"483","KRI","OTM","C",10,320.00,19.00,,,,,23.00,49.00,,,,,"",10-4-2015 00:00:00
1301,"POL",1991,1991,6,5,"483","KRI","OTM","C",10,179.00,12.00,,,,,24.00,31.00,,,,,"",10-4-2015 00:00:00
1302,"POL",1991,1991,1,12,"483","ANI","OTM","C",10,60.00,6.00,,,,,8.00,15.00,,,,,"",10-4-2015 00:00:00
1303,"POL",1991,1991,2,1,"483","ANI","OTM","C",10,123.00,13.00,,,,,13.00,13.00,,,,,"",10-4-2015 00:00:00
1304,"SUN",1991,1990,11,10,"481","KRI","OTM","C",10,276.00,23.00,,,,,27.00,,,,,,"",10-4-2015 00:00:00
1305,"SUN",1991,1990,12,11,"481","KRI","OTM","C",10,457.00,38.00,,,,,44.00,,,,,,"",10-4-2015 00:00:00
1306,"SUN",1991,1991,1,12,"481","KRI","OTM","C",10,653.00,52.00,,,,,62.00,,,,,,"",10-4-2015 00:00:00
1307,"SUN",1991,1990,11,10,"482","KRI","OTM","S",,,,,,,,,,,,,,"",10-4-2015 00:00:00
1308,"SUN",1991,1990,12,11,"482","KRI","OTM","S",,,,,,,,,,,,,,"",10-4-2015 00:00:00
1309,"SUN",1991,1991,1,12,"482","KRI","OTM","S",,,,,,,,,,,,,,"",10-4-2015 00:00:00
1310,"SUN",1991,1991,2,1,"482","KRI","OTM","S",,,,,,,,,,,,,,"",10-4-2015 00:00:00
1311,"SUN",1991,1991,3,2,"482","KRI","OTM","S",,,,,,,,,,,,,,"",10-4-2015 00:00:00
1312,"SUN",1991,1991,4,3,"482","KRI","OTM","S",,,,,,,,,,,,,,"",10-4-2015 00:00:00
1313,"SUN",1991,1991,5,4,"482","KRI","OTM","S",,,,,,,,,,,,,,"",10-4-2015 00:00:00
1314,"SUN",1991,1991,1,12,"482","KRI","OTM","C",11,346.00,29.00,,,,,35.00,,,,,,"",10-4-2015 00:00:00
1315,"SUN",1991,1991,2,1,"482","KRI","OTM","C",11,1062.00,94.00,,,,,113.00,,,,,,"",10-4-2015 00:00:00
1316,"SUN",1991,1991,3,2,"482","KRI","OTM","C",11,1803.00,171.00,,,,,206.00,,,,,,"",10-4-2015 00:00:00
1317,"SUN",1991,1991,4,3,"482","KRI","OTM","C",11,2886.00,256.00,,,,,308.00,,,,,,"",10-4-2015 00:00:00
1318,"SUN",1991,1991,5,4,"482","KRI","OTM","C",11,5134.00,465.00,,,,,559.00,,,,,,"",10-4-2015 00:00:00
1319,"SUN",1991,1991,6,5,"482","KRI","OTM","C",11,2300.00,210.00,,,,,252.00,,,,,,"",10-4-2015 00:00:00
1320,"SUN",1991,1990,11,10,"482","KRI","OTM","C",10,305.00,24.00,,,,,32.00,,,,,,"",10-4-2015 00:00:00
1321,"SUN",1991,1990,12,11,"482","KRI","OTM","C",10,1431.00,126.00,,,,,151.00,,,,,,"",10-4-2015 00:00:00
1322,"SUN",1991,1991,1,12,"482","KRI","OTM","C",10,1997.00,176.00,,,,,212.00,,,,,,"",10-4-2015 00:00:00
1323,"SUN",1991,1991,2,1,"482","KRI","OTM","C",10,863.00,80.00,,,,,98.00,,,,,,"",10-4-2015 00:00:00
1324,"SUN",1991,1991,3,2,"482","KRI","OTM","C",10,1415.00,129.00,,,,,156.00,,,,,,"",10-4-2015 00:00:00
1325,"SUN",1991,1991,4,3,"482","KRI","OTM","C",10,1113.00,96.00,,,,,115.00,,,,,,"",10-4-2015 00:00:00
1326,"SUN",1991,1991,5,4,"482","KRI","OTM","C",10,926.00,84.00,,,,,98.00,,,,,,"",10-4-2015 00:00:00
1327,"SUN",1991,1991,6,5,"482","KRI","OTM","C",10,313.00,28.00,,,,,33.00,,,,,,"",10-4-2015 00:00:00
1328,"SUN",1991,1990,8,7,"483","KRI","OTM","S",,,,,,,,,,,,,,"",10-4-2015 00:00:00
1329,"SUN",1991,1990,9,8,"483","KRI","OTM","S",,,,,,,,,,,,,,"",10-4-2015 00:00:00
1330,"SUN",1991,1990,10,9,"483","KRI","OTM","S",,,,,,,,,,,,,,"",10-4-2015 00:00:00
1331,"SUN",1991,1990,12,11,"483","KRI","OTM","S",,,,,,,,,,,,,,"",10-4-2015 00:00:00
1332,"SUN",1991,1991,1,12,"483","KRI","OTM","S",,,,,,,,,,,,,,"",10-4-2015 00:00:00
1333,"SUN",1991,1991,6,5,"483","KRI","OTM","S",,,,,,,,,,,,,,"",10-4-2015 00:00:00
1334,"SUN",1991,1991,7,6,"483","KRI","OTM","S",,,,,,,,,,,,,,"",10-4-2015 00:00:00
1335,"SUN",1991,1990,8,7,"483","KRI","OTM","C",11,2219.00,195.00,,,,,235.00,,,,,,"",10-4-2015 00:00:00
1336,"SUN",1991,1990,9,8,"483","KRI","OTM","C",11,220.00,19.00,,,,,24.00,,,,,,"",10-4-2015 00:00:00
1337,"SUN",1991,1991,6,5,"483","KRI","OTM","C",11,196.00,16.00,,,,,19.00,,,,,,"",10-4-2015 00:00:00
1338,"SUN",1991,1991,7,6,"483","KRI","OTM","C",11,1520.00,130.00,,,,,160.00,,,,,,"",10-4-2015 00:00:00
1339,"SUN",1991,1990,8,7,"483","KRI","OTM","C",10,5280.00,406.00,,,,,492.00,,,,,,"",10-4-2015 00:00:00
1340,"SUN",1991,1990,9,8,"483","KRI","OTM","C",10,5614.00,447.00,,,,,536.00,,,,,,"",10-4-2015 00:00:00
1341,"SUN",1991,1990,10,9,"483","KRI","OTM","C",10,4478.00,345.00,,,,,415.00,,,,,,"",10-4-2015 00:00:00
1342,"SUN",1991,1990,11,10,"483","KRI","OTM","C",10,175.00,17.00,,,,,19.00,,,,,,"",10-4-2015 00:00:00
1343,"SUN",1991,1991,6,5,"483","KRI","OTM","C",10,1846.00,153.00,,,,,185.00,,,,,,"",10-4-2015 00:00:00
1344,"SUN",1991,1991,7,6,"483","KRI","OTM","C",10,3055.00,257.00,,,,,310.00,,,,,,"",10-4-2015 00:00:00
1345,"SUN",1991,1991,3,2,"882","KRI","OTM","S",,,,,,,,,,,,,,"",10-4-2015 00:00:00
1346,"SUN",1991,1991,4,3,"882","KRI","OTM","S",,,,,,,,,,,,,,"",10-4-2015 00:00:00
1348,"SUN",1991,1990,8,7,"483","ELC","OT","S",,,,,,,,,,,,,,"",10-4-2015 00:00:00
1349,"SUN",1991,1990,11,10,"483","ELC","OT","S",,,,,,,,,,,,,,"",10-4-2015 00:00:00
1350,"SUN",1991,1990,12,11,"483","ELC","OT","S",,,,,,,,,,,,,,"",10-4-2015 00:00:00
1351,"SUN",1991,1991,1,12,"483","ELC","OT","S",,,,,,,,,,,,,,"",10-4-2015 00:00:00
1352,"SUN",1991,1990,8,7,"483","ELC","OTM","C",11,232.00,20.00,,,,,25.00,,,,,,"",10-4-2015 00:00:00
1353,"SUN",1991,1990,9,8,"483","ELC","OTM","C",11,1213.00,104.00,,,,,127.00,,,,,,"",10-4-2015 00:00:00
1354,"SUN",1991,1990,10,9,"483","ELC","OTM","C",11,1402.00,48.00,,,,,142.00,,,,,,"",10-4-2015 00:00:00
1355,"SUN",1991,1990,11,10,"483","ELC","OTM","C",11,2009.00,184.00,,,,,238.00,,,,,,"",10-4-2015 00:00:00
1356,"SUN",1991,1990,12,11,"483","ELC","OTM","C",11,1524.00,140.00,,,,,169.00,,,,,,"",10-4-2015 00:00:00
1357,"SUN",1991,1991,1,12,"483","ELC","OTM","C",11,531.00,97.00,,,,,56.00,,,,,,"",10-4-2015 00:00:00
1358,"SUN",1991,1990,8,7,"483","ELC","OTM","C",10,51.00,4.00,,,,,4.00,,,,,,"",10-4-2015 00:00:00
1359,"SUN",1991,1990,9,8,"483","ELC","OTM","C",10,1007.00,80.00,,,,,95.00,,,,,,"",10-4-2015 00:00:00
1360,"SUN",1991,1990,10,9,"483","ELC","OTM","C",10,992.00,88.00,,,,,105.00,,,,,,"",10-4-2015 00:00:00
1361,"SUN",1991,1990,11,10,"483","ELC","OTM","C",10,2278.00,200.00,,,,,242.00,,,,,,"",10-4-2015 00:00:00
1362,"SUN",1991,1990,12,11,"483","ELC","OTM","C",10,3970.00,270.00,,,,,326.00,,,,,,"",10-4-2015 00:00:00
1363,"SUN",1991,1991,1,12,"483","ELC","OTM","C",10,896.00,87.00,,,,,104.00,,,,,,"",10-4-2015 00:00:00
1364,"SUN",1991,1990,8,7,"483","TOT","LLS","C",8,,39.00,,360000,,,46.00,,,,,,"",10-4-2015 00:00:00
1365,"SUN",1991,1990,9,8,"483","TOT","LLS","C",8,,75.00,,560919,,,90.00,,,,,,"",10-4-2015 00:00:00
1366,"SUN",1991,1990,10,9,"483","TOT","LLS","C",8,,77.00,,563333,,,93.00,,,,,,"",10-4-2015 00:00:00
1367,"SUN",1991,1990,11,10,"483","TOT","LLS","C",8,,36.00,,363492,,,43.00,,,,,,"",10-4-2015 00:00:00
1368,"SUN",1991,1990,12,11,"483","TOT","LLS","C",8,,70.00,,504545,,,84.00,,,,,,"",10-4-2015 00:00:00
