"Source","CalendarYear","SpeciesCode","FlagState","ExportState","ExportedProductWeightTonne","UnladingState","Reexport"
"CDS",2001,"TOP","GBR","URY",37.94,"CHL","no"
"CDS",2001,"TOP","GBR","URY",64.10,"CHN","no"
"CDS",2001,"TOP","GBR","URY",71.44,"ESP","no"
"CDS",2001,"TOP","GBR","URY",36.67,"HKG","no"
"CDS",2001,"TOP","GBR","URY",333.11,"JPN","no"
"CDS",2001,"TOP","GBR","URY",64.91,"SGP","no"
"CDS",2001,"TOP","GBR","URY",530.65,"USA","no"
"CDS",2001,"TOP","KOR","KOR",106.31,"CAN","no"
"CDS",2001,"TOP","KOR","KOR",150.97,"CHN","no"
"CDS",2001,"TOP","KOR","KOR",289.64,"HKG","no"
"CDS",2001,"TOP","KOR","KOR",623.28,"JPN","no"
"CDS",2001,"TOP","KOR","KOR",35.34,"MYS","no"
"CDS",2001,"TOP","KOR","KOR",671.47,"USA","no"
"CDS",2001,"TOP","KOR","MUS",11.46,"HKG","no"
"CDS",2001,"TOP","KOR","MUS",107.53,"JPN","no"
"CDS",2001,"TOP","KOR","MUS",12.00,"THA","no"
"CDS",2001,"TOP","KOR","MUS",13.75,"T++","no"
"CDS",2001,"TOA","NZL","NZL",0.01,"AUS","no"
"CDS",2001,"TOA","NZL","NZL",7.88,"CHN","no"
"CDS",2001,"TOA","NZL","NZL",0.01,"ESP","no"
"CDS",2001,"TOA","NZL","NZL",27.25,"JPN","no"
"CDS",2001,"TOA","NZL","NZL",91.37,"T++","no"
"CDS",2001,"TOA","NZL","NZL",230.52,"USA","no"
"CDS",2001,"TOP","NZL","NZL",0.79,"JPN","no"
"CDS",2001,"TOP","NZL","NZL",3.38,"T++","no"
"CDS",2001,"TOP","NZL","NZL",16.10,"USA","no"
"CDS",2001,"TOP","PER","PER",117.84,"USA","no"
"CDS",2001,"TOP","RUS","IDN",1752.56,"CHN","no"
"CDS",2001,"TOP","RUS","IDN",103.67,"USA","no"
"CDS",2001,"TOP","RUS","MUS",484.26,"CHN","no"
"CDS",2001,"TOP","RUS","URY",13.51,"CHN","no"
"CDS",2001,"TOP","RUS","URY",18.98,"USA","no"
"CDS",2001,"TOP","RUS","ZAF",67.50,"CHN","no"
"CDS",2001,"TOP","RUS","ZAF",21.88,"USA","no"
"CDS",2001,"TOP","SYC","MUS",21.55,"CAN","no"
"CDS",2001,"TOP","SYC","MUS",238.12,"CHL","no"
"CDS",2001,"TOP","SYC","MUS",488.95,"CHN","no"
"CDS",2001,"TOP","SYC","MUS",1263.57,"HKG","no"
"CDS",2001,"TOP","SYC","MUS",1047.08,"JPN","no"
"CDS",2001,"TOP","SYC","MUS",174.21,"SGP","no"
"CDS",2001,"TOP","SYC","MUS",1012.06,"USA","no"
"CDS",2001,"TOP","SYC","MUS",13.97,"URY","no"
"CDS",2001,"TOP","UKR","NAM",37.69,"JPN","no"
"CDS",2001,"TOP","UKR","URY",23.58,"HKG","no"
"CDS",2001,"TOP","UKR","URY",84.46,"JPN","no"
"CDS",2001,"TOP","URY","MUS",74.06,"CHL","no"
"CDS",2001,"TOP","URY","MUS",245.61,"CHN","no"
"CDS",2001,"TOP","URY","MUS",371.24,"HKG","no"
"CDS",2001,"TOP","URY","MUS",1207.40,"JPN","no"
"CDS",2001,"TOP","URY","MUS",74.10,"MYS","no"
"CDS",2001,"TOP","URY","MUS",163.50,"SGP","no"
"CDS",2001,"TOP","URY","MUS",727.58,"USA","no"
"CDS",2001,"TOP","URY","NAM",52.81,"CHN","no"
"CDS",2001,"TOP","URY","NAM",36.41,"JPN","no"
"CDS",2001,"TOP","URY","NAM",113.74,"SGP","no"
"CDS",2001,"TOP","URY","NAM",126.07,"USA","no"
"CDS",2001,"TOP","URY","URY",75.98,"CHN","no"
"CDS",2001,"TOP","URY","URY",161.46,"JPN","no"
"CDS",2001,"TOP","URY","URY",51.01,"SGP","no"
"CDS",2001,"TOP","URY","URY",221.16,"USA","no"
"CDS",2001,"TOA","ZAF","ZAF",13.26,"USA","no"
"CDS",2001,"TOP","ZAF","URY",57.85,"JPN","no"
"CDS",2001,"TOP","ZAF","URY",25.10,"SGP","no"
"CDS",2001,"TOP","ZAF","URY",41.15,"USA","no"
"CDS",2001,"TOP","ZAF","ZAF",25.51,"CHN","no"
"CDS",2001,"TOP","ZAF","ZAF",182.08,"JPN","no"
"CDS",2001,"TOP","ZAF","ZAF",26.66,"NAM","no"
"CDS",2001,"TOP","ZAF","ZAF",12.30,"SGP","no"
"CDS",2001,"TOP","ZAF","ZAF",229.01,"USA","no"
"CDS",2002,"TOP","ARG","ARG",61.75,"CHN","no"
"CDS",2002,"TOP","ARG","ARG",387.79,"ESP","no"
"CDS",2002,"TOP","ARG","ARG",1684.92,"JPN","no"
"CDS",2002,"TOP","ARG","ARG",2.52,"MYS","no"
"CDS",2002,"TOP","ARG","ARG",1.94,"NZL","no"
"CDS",2002,"TOP","ARG","ARG",1033.95,"USA","no"
"CDS",2002,"TOP","AUS","AUS",919.29,"CHN","no"
"CDS",2002,"TOP","AUS","AUS",26.17,"HKG","no"
"CDS",2002,"TOP","AUS","AUS",492.49,"JPN","no"
"CDS",2002,"TOP","AUS","AUS",2.32,"MYS","no"
"CDS",2002,"TOP","AUS","AUS",154.97,"SGP","no"
"CDS",2002,"TOP","AUS","AUS",0.16,"USA","no"
"CDS",2002,"TOP","AUS","MUS",16.89,"AUS","no"
"CDS",2002,"TOP","AUS","MUS",637.47,"CHN","no"
"CDS",2002,"TOP","AUS","MUS",577.79,"JPN","no"
"CDS",2002,"TOA","CHL","CHL",8.10,"USA","no"
"CDS",2002,"TOP","CHL","CHL",79.03,"CAN","no"
"CDS",2002,"TOP","CHL","CHL",288.25,"CHN","no"
"CDS",2002,"TOP","CHL","CHL",2.01,"DEU","no"
"CDS",2002,"TOP","CHL","CHL",5.0e-03,"FRA","no"
"CDS",2002,"TOP","CHL","CHL",4.00,"GBR","no"
"CDS",2002,"TOP","CHL","CHL",132.52,"HKG","no"
"CDS",2002,"TOP","CHL","CHL",0.93,"ITA","no"
"CDS",2002,"TOP","CHL","CHL",1207.94,"JPN","no"
"CDS",2002,"TOP","CHL","CHL",207.34,"KOR","no"
"CDS",2002,"TOP","CHL","CHL",6.57,"MEX","no"
"CDS",2002,"TOP","CHL","CHL",1.00,"MYS","no"
"CDS",2002,"TOP","CHL","CHL",51.87,"SGP","no"
"CDS",2002,"TOP","CHL","CHL",3177.67,"USA","no"
"CDS",2002,"TOP","ESP","ESP",14.62,"CHN","no"
"CDS",2002,"TOP","ESP","ESP",20.07,"GBR","no"
"CDS",2002,"TOP","ESP","ESP",48.77,"HKG","no"
"CDS",2002,"TOP","ESP","ESP",38.25,"JPN","no"
"CDS",2002,"TOP","ESP","ESP",19.72,"KOR","no"
"CDS",2002,"TOP","ESP","ESP",65.09,"T++","no"
"CDS",2002,"TOP","ESP","ESP",2.30,"UKR","no"
"CDS",2002,"TOP","ESP","NAM",32.68,"ESP","no"
"CDS",2002,"TOP","ESP","URY",46.35,"HKG","no"
"CDS",2002,"TOP","ESP","URY",81.48,"JPN","no"
"CDS",2002,"TOP","ESP","URY",173.59,"SGP","no"
"CDS",2002,"TOP","ESP","URY",79.54,"USA","no"
"CDS",2002,"TOP","FRA","FRA",28.54,"CAN","no"
"CDS",2002,"TOP","FRA","FRA",223.32,"CHN","no"
"CDS",2002,"TOP","FRA","FRA",17.98,"GBR","no"
"CDS",2002,"TOP","FRA","FRA",227.82,"HKG","no"
"CDS",2002,"TOP","FRA","FRA",1825.68,"JPN","no"
"CDS",2002,"TOP","FRA","FRA",15.68,"MUS","no"
"CDS",2002,"TOP","FRA","FRA",23.90,"MYS","no"
"CDS",2002,"TOP","FRA","FRA",63.65,"SGP","no"
"CDS",2002,"TOP","FRA","FRA",43.72,"THA","no"
"CDS",2002,"TOP","FRA","FRA",1066.56,"USA","no"
"CDS",2002,"TOP","GBR","CHL",211.89,"JPN","no"
"CDS",2002,"TOP","GBR","ESP",202.30,"CHN","no"
"CDS",2002,"TOP","GBR","ESP",122.54,"JPN","no"
"CDS",2002,"TOP","GBR","ESP",206.85,"USA","no"
"CDS",2002,"TOP","GBR","URY",50.38,"CHN","no"
"CDS",2002,"TOP","GBR","URY",75.88,"HKG","no"
"CDS",2002,"TOP","GBR","URY",495.90,"JPN","no"
"CDS",2002,"TOP","GBR","URY",61.42,"SGP","no"
"CDS",2002,"TOP","GBR","URY",12.69,"T++","no"
"CDS",2002,"TOP","GBR","URY",542.93,"USA","no"
"CDS",2002,"TOP","JPN","URY",0.43,"JPN","no"
"CDS",2002,"TOP","KOR","KOR",18.05,"CAN","no"
"CDS",2002,"TOP","KOR","KOR",59.00,"CHN","no"
"CDS",2002,"TOP","KOR","KOR",320.68,"HKG","no"
"CDS",2002,"TOP","KOR","KOR",138.75,"JPN","no"
"CDS",2002,"TOP","KOR","KOR",0.35,"NLD","no"
"CDS",2002,"TOP","KOR","KOR",22.69,"SGP","no"
"CDS",2002,"TOP","KOR","KOR",40.30,"THA","no"
"CDS",2002,"TOP","KOR","KOR",426.94,"T++","no"
"CDS",2002,"TOP","KOR","KOR",327.20,"USA","no"
"CDS",2002,"TOP","KOR","MUS",139.16,"JPN","no"
"CDS",2002,"TOP","KOR","MUS",26.76,"MYS","no"
"CDS",2002,"TOP","KOR","MUS",128.51,"USA","no"
"CDS",2002,"TOA","NZL","NZL",20.61,"GBR","no"
"CDS",2002,"TOA","NZL","NZL",17.88,"HKG","no"
"CDS",2002,"TOA","NZL","NZL",3.45,"SGP","no"
"CDS",2002,"TOA","NZL","NZL",67.01,"T++","no"
"CDS",2002,"TOA","NZL","NZL",707.55,"USA","no"
"CDS",2002,"TOP","NZL","NZL",0.66,"SGP","no"
"CDS",2002,"TOP","NZL","NZL",0.60,"T++","no"
"CDS",2002,"TOP","NZL","NZL",29.18,"USA","no"
"CDS",2002,"TOP","PER","PER",6.84,"KOR","no"
"CDS",2002,"TOP","PER","PER",188.34,"USA","no"
"CDS",2002,"TOP","RUS","BRA",28.16,"JPN","no"
"CDS",2002,"TOP","RUS","BRA",44.01,"USA","no"
"CDS",2002,"TOP","RUS","CHN",180.00,"JPN","no"
"CDS",2002,"TOP","RUS","IDN",1156.81,"CHN","no"
"CDS",2002,"TOP","RUS","URY",139.69,"CHN","no"
"CDS",2002,"TOP","RUS","URY",88.35,"USA","no"
"CDS",2002,"TOP","SYC","MUS",396.16,"CHN","no"
"CDS",2002,"TOP","SYC","MUS",48.12,"HKG","no"
"CDS",2002,"TOP","SYC","MUS",787.45,"JPN","no"
"CDS",2002,"TOP","SYC","MUS",28.83,"KOR","no"
"CDS",2002,"TOP","SYC","MUS",210.41,"SGP","no"
"CDS",2002,"TOP","SYC","MUS",12.96,"THA","no"
"CDS",2002,"TOP","SYC","MUS",1255.52,"USA","no"
"CDS",2002,"TOP","UKR","URY",1.41,"JPN","no"
"CDS",2002,"TOP","UKR","URY",6.26,"KOR","no"
"CDS",2002,"TOP","URY","IDN",62.45,"JPN","no"
"CDS",2002,"TOP","URY","IDN",20.74,"MYS","no"
"CDS",2002,"TOP","URY","IDN",70.49,"USA","no"
"CDS",2002,"TOP","URY","KEN",35.67,"CHN","no"
"CDS",2002,"TOP","URY","KEN",49.90,"HKG","no"
"CDS",2002,"TOP","URY","KEN",53.80,"JPN","no"
"CDS",2002,"TOP","URY","MUS",30.10,"CHN","no"
"CDS",2002,"TOP","URY","MUS",27.19,"HKG","no"
"CDS",2002,"TOP","URY","MUS",355.38,"JPN","no"
"CDS",2002,"TOP","URY","MUS",30.12,"MYS","no"
"CDS",2002,"TOP","URY","MUS",27.20,"SGP","no"
"CDS",2002,"TOP","URY","MUS",101.22,"T++","no"
"CDS",2002,"TOP","URY","MUS",316.41,"USA","no"
"CDS",2002,"TOP","URY","MOZ",24.36,"HKG","no"
"CDS",2002,"TOP","URY","MOZ",59.94,"JPN","no"
"CDS",2002,"TOP","URY","MOZ",104.96,"SGP","no"
"CDS",2002,"TOP","URY","MOZ",23.50,"THA","no"
"CDS",2002,"TOP","URY","MOZ",86.39,"USA","no"
"CDS",2002,"TOP","URY","NAM",27.89,"CAN","no"
"CDS",2002,"TOP","URY","NAM",52.48,"HKG","no"
"CDS",2002,"TOP","URY","NAM",154.12,"JPN","no"
"CDS",2002,"TOP","URY","NAM",198.58,"SGP","no"
"CDS",2002,"TOP","URY","NAM",268.31,"USA","no"
"CDS",2002,"TOP","URY","URY",115.21,"CHN","no"
"CDS",2002,"TOP","URY","URY",161.47,"HKG","no"
"CDS",2002,"TOP","URY","URY",410.83,"JPN","no"
"CDS",2002,"TOP","URY","URY",12.58,"MYS","no"
"CDS",2002,"TOP","URY","URY",71.04,"SGP","no"
"CDS",2002,"TOP","URY","URY",270.94,"USA","no"
"CDS",2002,"TOP","ZAF","URY",58.90,"USA","no"
"CDS",2002,"TOP","ZAF","ZAF",16.63,"CHN","no"
"CDS",2002,"TOP","ZAF","ZAF",11.38,"HKG","no"
"CDS",2002,"TOP","ZAF","ZAF",118.68,"JPN","no"
"CDS",2002,"TOP","ZAF","ZAF",16.87,"NAM","no"
"CDS",2002,"TOP","ZAF","ZAF",141.70,"USA","no"
"CDS",2003,"TOP","ANT","MUS",55.33,"JPN","no"
"CDS",2003,"TOP","ANT","MUS",19.19,"SGP","no"
"CDS",2003,"TOP","ANT","MUS",79.35,"USA","no"
"CDS",2003,"TOP","ANT","SGP",71.66,"JPN","no"
"CDS",2003,"TOP","ARG","ARG",130.88,"CHN","no"
"CDS",2003,"TOP","ARG","ARG",884.48,"ESP","no"
"CDS",2003,"TOP","ARG","ARG",645.46,"JPN","no"
"CDS",2003,"TOP","ARG","ARG",3.52,"MYS","no"
"CDS",2003,"TOP","ARG","ARG",0.29,"NZL","no"
"CDS",2003,"TOP","ARG","ARG",29.06,"UKR","no"
"CDS",2003,"TOP","ARG","ARG",1033.70,"USA","no"
"CDS",2003,"TOP","ARG","ARG",36.50,"URY","no"
"CDS",2003,"TOP","AUS","AUS",537.28,"CHN","no"
"CDS",2003,"TOP","AUS","AUS",724.82,"JPN","no"
"CDS",2003,"TOP","AUS","AUS",92.45,"MUS","no"
"CDS",2003,"TOP","AUS","AUS",15.78,"T++","no"
"CDS",2003,"TOP","AUS","AUS",6.0e-03,"USA","no"
"CDS",2003,"TOP","AUS","MUS",254.75,"CHN","no"
"CDS",2003,"TOP","AUS","MUS",320.98,"JPN","no"
"CDS",2003,"TOP","AUS","MUS",16.11,"T++","no"
"CDS",2003,"TOP","AUS","MUS",62.82,"USA","no"
"CDS",2003,"TOP","AUS","NZL",15.36,"CHN","no"
"CDS",2003,"TOP","AUS","NZL",22.40,"JPN","no"
"CDS",2003,"TOP","CHL","CHL",3.82,"BRA","no"
"CDS",2003,"TOP","CHL","CHL",23.81,"CAN","no"
"CDS",2003,"TOP","CHL","CHL",589.70,"CHN","no"
"CDS",2003,"TOP","CHL","CHL",3.54,"COL","no"
"CDS",2003,"TOP","CHL","CHL",1.92,"ESP","no"
"CDS",2003,"TOP","CHL","CHL",5.12,"FRA","no"
"CDS",2003,"TOP","CHL","CHL",5.82,"GBR","no"
"CDS",2003,"TOP","CHL","CHL",65.94,"HKG","no"
"CDS",2003,"TOP","CHL","CHL",1193.11,"JPN","no"
"CDS",2003,"TOP","CHL","CHL",116.09,"KOR","no"
"CDS",2003,"TOP","CHL","CHL",11.34,"MEX","no"
"CDS",2003,"TOP","CHL","CHL",11.52,"MYS","no"
"CDS",2003,"TOP","CHL","CHL",2.25,"RUS","no"
"CDS",2003,"TOP","CHL","CHL",11.58,"SGP","no"
"CDS",2003,"TOP","CHL","CHL",3463.14,"USA","no"
"CDS",2003,"TOP","ESP","ESP",19.46,"CHN","no"
"CDS",2003,"TOP","ESP","ESP",31.32,"JPN","no"
"CDS",2003,"TOP","ESP","ESP",12.61,"USA","no"
"CDS",2003,"TOP","ESP","URY",31.65,"CHN","no"
"CDS",2003,"TOP","ESP","URY",100.77,"HKG","no"
"CDS",2003,"TOP","ESP","URY",52.01,"JPN","no"
"CDS",2003,"TOP","ESP","URY",41.65,"KOR","no"
"CDS",2003,"TOP","ESP","URY",22.35,"MYS","no"
"CDS",2003,"TOP","ESP","URY",57.63,"SGP","no"
"CDS",2003,"TOP","ESP","URY",368.55,"USA","no"
"CDS",2003,"TOP","ESP","ZAF",28.94,"CHN","no"
"CDS",2003,"TOP","ESP","ZAF",53.62,"HKG","no"
"CDS",2003,"TOP","ESP","ZAF",9.64,"JPN","no"
"CDS",2003,"TOP","ESP","ZAF",35.90,"SGP","no"
"CDS",2003,"TOP","ESP","ZAF",83.20,"USA","no"
"CDS",2003,"TOP","FRA","FRA",276.95,"CHN","no"
"CDS",2003,"TOP","FRA","FRA",59.79,"GBR","no"
"CDS",2003,"TOP","FRA","FRA",244.38,"HKG","no"
"CDS",2003,"TOP","FRA","FRA",2032.45,"JPN","no"
"CDS",2003,"TOP","FRA","FRA",46.88,"KOR","no"
"CDS",2003,"TOP","FRA","FRA",21.15,"MYS","no"
"CDS",2003,"TOP","FRA","FRA",304.56,"SGP","no"
