"SBID","SpeciesCode","CatchWeight"
72,"LXX",2114000.00
72,"NOS",440000.00
73,"GHP",454000.00
73,"LXX",686000.00
73,"MZZ",2000.00
74,"LXX",118000.00
74,"MZZ",2000.00
75,"LXX",507000.00
75,"MZZ",10000.00
76,"LXX",1257000.00
76,"MZZ",4000.00
77,"LXX",756000.00
77,"MZZ",5000.00
78,"LXX",261000.00
78,"MZZ",4000.00
79,"ANI",6506000.00
79,"LXX",76000.00
79,"MZZ",1000.00
79,"NOG",751000.00
79,"NOR",150000.00
79,"TOP",61000.00
80,"ANI",1071000.00
80,"GHP",165000.00
80,"LXX",18000.00
80,"MZZ",2000.00
80,"NOG",84000.00
80,"TOP",15000.00
81,"GHP",170000.00
81,"MZZ",4000.00
82,"GHP",235000.00
82,"LXX",46000.00
82,"MZZ",1000.00
83,"LXX",123000.00
84,"LXX",56000.00
85,"ANI",2618000.00
85,"TOP",20000.00
86,"ANI",584000.00
86,"GHP",1132000.00
86,"LXX",37000.00
87,"GHP",1390000.00
87,"MZZ",3000.00
88,"GHP",1591000.00
88,"LXX",85000.00
88,"MZZ",1000.00
89,"KRI",96000.00
90,"KRI",112000.00
91,"KRI",9000.00
103,"ANI",798000.00
103,"TOP",8000.00
104,"ANI",4773000.00
104,"NOR",29000.00
104,"TOP",802000.00
105,"ANI",8714000.00
105,"NOR",43000.00
105,"NOS",7000.00
105,"TOP",81000.00
106,"ANI",3254000.00
106,"MZZ",24000.00
106,"NOR",29000.00
106,"NOS",603000.00
106,"TOP",468000.00
107,"ANI",3331000.00
107,"NOR",22000.00
107,"NOS",2000.00
107,"TOP",46000.00
108,"ANI",1866000.00
108,"NOR",122000.00
108,"NOS",591000.00
108,"TOP",10000.00
109,"ANI",293000.00
109,"NOS",350000.00
109,"TOP",85000.00
110,"ANI",34000.00
110,"TOP",129000.00
111,"LXX",1110000.00
112,"TOP",279000.00
113,"TOP",113000.00
114,"TOP",200000.00
115,"TOP",398000.00
116,"TOP",641000.00
117,"TOP",838000.00
118,"TOP",554000.00
119,"TOP",692000.00
120,"TOP",327000.00
121,"KRI",196000.00
122,"KRI",681000.00
123,"KRI",738000.00
124,"KRI",164000.00
125,"KRI",57000.00
126,"KRI",2750000.00
127,"KRI",2135000.00
128,"KRI",387000.00
129,"KRI",80000.00
130,"KRI",407000.00
131,"KRI",638000.00
132,"KRI",698000.00
133,"KRI",1137000.00
134,"KRI",1595000.00
135,"KRI",288000.00
136,"KRI",348000.00
137,"KRI",222000.00
138,"KRI",956000.00
139,"KRI",628000.00
140,"ANI",1000.00
140,"NOG",2000.00
140,"SSI",1000.00
141,"MZZ",4000.00
141,"NOS",4000.00
144,"ANI",715000.00
144,"MZZ",64000.00
144,"NOG",6000.00
144,"NOR",4000.00
144,"SGI",358000.00
144,"SSI",119000.00
145,"ANI",232000.00
145,"MZZ",10000.00
145,"SGI",116000.00
145,"SSI",38000.00
146,"KRI",94000.00
146,"MZZ",80000.00
146,"NOG",2000.00
147,"ANI",107000.00
147,"MZZ",14000.00
147,"NOG",35000.00
147,"NOR",23000.00
147,"SGI",53000.00
147,"SSI",18000.00
148,"ANI",12000.00
148,"MZZ",3000.00
148,"NOG",1000.00
148,"NOR",1000.00
148,"SGI",6000.00
148,"SSI",2000.00
149,"ANI",136000.00
149,"MZZ",6000.00
149,"NOG",20000.00
149,"NOR",13000.00
149,"SGI",68000.00
149,"SSI",23000.00
150,"ANI",36000.00
150,"KRI",18000.00
150,"MZZ",21000.00
150,"NOG",17000.00
150,"NOR",11000.00
150,"NOX",77000.00
150,"SGI",19000.00
150,"SSI",6000.00
151,"ANI",9000.00
151,"KRI",28000.00
151,"MZZ",209000.00
151,"NOG",2000.00
151,"NOR",1000.00
151,"NOX",1838000.00
151,"SGI",5000.00
151,"SSI",1000.00
152,"ANI",102000.00
152,"MZZ",82000.00
152,"NOG",10000.00
152,"NOR",7000.00
152,"NOX",549000.00
152,"SGI",52000.00
152,"SSI",17000.00
153,"MZZ",44000.00
153,"NOG",23000.00
153,"SGI",43000.00
154,"ANI",88000.00
154,"SSI",15000.00
155,"ANI",41000.00
155,"MZZ",160000.00
155,"NOG",11000.00
155,"NOX",130000.00
155,"SGI",21000.00
155,"SSI",7000.00
156,"NOX",293000.00
157,"MZZ",156000.00
157,"NOX",193000.00
158,"KRI",165000.00
159,"KRI",111000.00
160,"KRI",92000.00
161,"KRI",396000.00
162,"KRI",99000.00
163,"KRI",1951000.00
164,"KRI",1306000.00
165,"KRI",1350000.00
166,"KRI",299000.00
167,"KRI",1636000.00
168,"KRI",962000.00
169,"KRI",226000.00
170,"KRI",2677000.00
171,"KRI",361000.00
172,"KRI",301000.00
173,"KRI",3178000.00
174,"KRI",584000.00
175,"KRI",5504000.00
176,"KRI",434000.00
177,"NOG",168000.00
177,"NOR",190000.00
178,"NOG",202000.00
178,"NOR",230000.00
179,"ANI",1618000.00
179,"KRI",2000.00
179,"NOG",5000.00
179,"NOR",55000.00
179,"SGI",16000.00
179,"SRX",4000.00
180,"ANI",554000.00
181,"ANI",431000.00
182,"NOR",70000.00
182,"SGI",58000.00
183,"NOG",174000.00
183,"NOR",111000.00
183,"NOX",1000.00
183,"SGI",463000.00
184,"MZZ",8000.00
184,"NOG",84000.00
184,"NOR",70000.00
184,"NOX",5000.00
184,"SGI",156000.00
185,"NOG",4000.00
185,"SGI",36000.00
186,"MZZ",8000.00
186,"NOG",197000.00
186,"NOR",19000.00
186,"NOX",4000.00
186,"SGI",83000.00
187,"MZZ",6000.00
187,"NOG",180000.00
187,"NOR",36000.00
187,"NOX",4000.00
187,"SGI",50000.00
188,"NOG",168000.00
188,"NOR",57000.00
188,"SGI",462000.00
189,"NOG",70000.00
189,"NOR",36000.00
189,"NOX",3000.00
189,"SGI",126000.00
190,"NOG",4000.00
190,"SGI",13000.00
191,"ANI",15000.00
191,"NOG",175000.00
191,"NOR",127000.00
191,"SGI",218000.00
191,"SSI",15000.00
192,"NOG",515000.00
192,"NOR",310000.00
192,"SGI",1744000.00
193,"ANI",151000.00
193,"KRI",6000.00
193,"NOG",372000.00
193,"NOR",337000.00
193,"NOX",3000.00
193,"SGI",834000.00
193,"SRX",4000.00
194,"NOG",3000.00
194,"NOR",4000.00
194,"SGI",29000.00
195,"ANI",188000.00
195,"ICX",26000.00
195,"MZZ",61000.00
195,"NOG",843000.00
195,"NOR",135000.00
195,"NOX",21000.00
195,"SQU",2000.00
195,"SRX",1000.00
195,"WIC",2028000.00
196,"ANI",386000.00
196,"ICX",243000.00
196,"MZZ",20000.00
196,"NOG",439000.00
196,"NOR",13000.00
197,"KRI",102000.00
197,"MZZ",8000.00
197,"NOG",274000.00
197,"NOR",15000.00
197,"SGI",152000.00
197,"SSI",4000.00
198,"ANI",179000.00
198,"ICX",80000.00
198,"NOG",54000.00
198,"NOR",35000.00
198,"NOX",32000.00
198,"SGI",17000.00
199,"ANI",120000.00
199,"ICX",60000.00
199,"NOG",98000.00
199,"NOR",5000.00
199,"NOX",9000.00
199,"SGI",221000.00
200,"ANI",299000.00
200,"ICX",131000.00
200,"NOG",77000.00
200,"NOX",93000.00
200,"SGI",37000.00
201,"ANI",59000.00
201,"ICX",29000.00
201,"NOG",68000.00
201,"NOR",5000.00
201,"NOX",194000.00
201,"POS",36000.00
201,"SGI",117000.00
201,"SRX",5000.00
202,"ANI",571000.00
202,"ICX",255000.00
202,"NOG",73000.00
202,"NOR",10000.00
202,"NOX",63000.00
202,"SGI",53000.00
203,"ANI",836000.00
203,"ICX",418000.00
203,"NOG",370000.00
203,"NOR",54000.00
203,"NOX",22000.00
203,"SGI",1534000.00
204,"ANI",1498000.00
204,"ICX",655000.00
204,"NOG",134000.00
204,"NOR",13000.00
204,"NOX",653000.00
204,"SGI",187000.00
205,"ANI",84000.00
205,"ICX",40000.00
205,"NOG",43000.00
205,"NOR",8000.00
205,"NOX",171000.00
205,"SGI",164000.00
205,"SRX",1000.00
206,"ICX",194000.00
206,"NOG",32000.00
206,"NOR",38000.00
206,"NOX",19000.00
206,"SRX",2000.00
207,"ICX",75000.00
207,"NOG",99000.00
207,"NOR",62000.00
207,"NOX",9000.00
207,"SRX",1000.00
208,"ICX",108000.00
208,"NOG",210000.00
208,"NOR",144000.00
208,"NOX",31000.00
208,"SRX",11000.00
209,"ICX",89000.00
209,"NOG",69000.00
209,"NOR",31000.00
209,"NOX",4000.00
209,"SRX",7000.00
210,"ICX",19000.00
210,"NOG",4000.00
210,"NOR",1000.00
211,"ICX",11000.00
211,"NOG",7000.00
211,"NOR",4000.00
212,"ICX",454000.00
212,"NOG",187000.00
212,"NOR",177000.00
212,"NOX",29000.00
213,"ICX",194000.00
213,"NOG",310000.00
213,"NOR",215000.00
213,"NOX",18000.00
214,"ICX",83000.00
214,"NOG",163000.00
214,"NOR",99000.00
214,"NOX",12000.00
214,"SRX",3000.00
215,"ICX",1368000.00
215,"NOG",325000.00
215,"NOR",95000.00
215,"NOX",3000.00
215,"SRX",9000.00
216,"ICX",921000.00
216,"NOG",468000.00
216,"NOR",130000.00
216,"NOX",38000.00
216,"SRX",5000.00
217,"ICX",1038000.00
217,"NOG",537000.00
217,"NOR",62000.00
217,"NOX",47000.00
217,"SRX",8000.00
218,"ANI",35000.00
218,"ICX",54000.00
218,"NOG",202000.00
218,"NOR",32000.00
218,"NOX",223000.00
218,"SRX",28000.00
219,"KRI",50000.00
220,"ICX",153600.00
220,"NOG",65300.00
220,"NOX",15200.00
221,"ICX",260700.00
221,"NOG",46400.00
221,"NOR",100.00
222,"ICX",336000.00
222,"NOG",110200.00
222,"NOR",2300.00
222,"NOX",3600.00
223,"ICX",90800.00
223,"NOG",42100.00
223,"NOX",3900.00
224,"ICX",132500.00
224,"NOG",30100.00
224,"NOX",3900.00
224,"SRX",800.00
225,"ANI",267400.00
225,"MZZ",18000.00
225,"NOG",64600.00
225,"NOR",5000.00
225,"SGI",24500.00
225,"SSI",60700.00
225,"TOP",2700.00
226,"ANI",225500.00
226,"MZZ",16000.00
226,"NOG",42200.00
226,"NOR",3700.00
226,"SGI",21900.00
226,"SSI",51400.00
226,"TOP",3700.00
227,"ANI",276000.00
227,"NOG",119000.00
227,"SGI",10000.00
227,"SSI",19000.00
228,"ANI",282000.00
228,"NOG",103000.00
228,"NOR",5000.00
228,"SGI",49000.00
228,"SSI",20000.00
228,"TOP",4000.00
229,"ANI",180000.00
229,"NOG",45000.00
229,"NOR",2000.00
229,"SGI",12000.00
229,"SSI",71000.00
229,"TOP",1000.00
230,"ANI",1000.00
230,"NOG",1000.00
230,"NON",1000.00
230,"NOX",1000.00
231,"MZZ",1000.00
232,"ANI",14000.00
232,"ANS",4000.00
233,"KRI",33000.00
234,"KRI",141000.00
235,"KRI",7000.00
236,"MZZ",1000.00
236,"NOG",1000.00
237,"ICX",1000.00
237,"NOG",1000.00
237,"NOX",1000.00
238,"NOG",1000.00
239,"KRI",139000.00
240,"KRI",59000.00
241,"ANI",9000.00
241,"GHP",10000.00
242,"ANI",21000.00
242,"ICX",1000.00
242,"LXX",2000.00
242,"NOG",1000.00
242,"NOR",2000.00
242,"NOS",2000.00
242,"SSI",441.00
243,"ANI",13000.00
243,"GHP",2000.00
243,"MZZ",1000.00
244,"ANI",4000.00
244,"ICX",1000.00
244,"MZZ",1000.00
244,"NOG",1000.00
244,"SSI",701.00
246,"KRI",6000.00
247,"ANI",13000.00
247,"LIC",3000.00
247,"NOR",11000.00
247,"NOS",36000.00
247,"TOP",2000.00
248,"ANI",199000.00
248,"LIC",1000.00
248,"NOR",8000.00
248,"TOP",4000.00
249,"ANI",347000.00
249,"NOR",29000.00
249,"NOS",19000.00
249,"TOP",4000.00
250,"ANI",256000.00
250,"LIC",2000.00
250,"NOR",91000.00
250,"NOS",4000.00
250,"TOP",14000.00
251,"NOR",1155000.00
252,"ANI",4000.00
252,"NOR",2783000.00
252,"NOS",3000.00
252,"TOP",1000.00
253,"NOR",158000.00
254,"ANI",57000.00
255,"ANI",723000.00
255,"NOR",51000.00
255,"NOS",6000.00
255,"TOP",14000.00
256,"ANI",289000.00
256,"NOR",41000.00
256,"NOS",4000.00
256,"TOP",7000.00
257,"NOR",33000.00
257,"TOP",2000.00
258,"ANI",14000.00
258,"NOR",1966000.00
258,"NOS",2000.00
259,"ANI",1000.00
259,"NOR",240000.00
259,"NOS",4000.00
259,"TOP",5000.00
260,"ANI",388000.00
260,"NOS",5000.00
260,"TOP",2000.00
261,"ANI",688000.00
261,"NOR",1000.00
261,"TOP",1000.00
262,"ANI",1000.00
262,"NOR",89000.00
262,"TOP",1000.00
263,"ANI",487000.00
263,"NOR",120000.00
263,"NOS",6000.00
263,"SRX",1000.00
263,"TOP",45000.00
264,"TOP",17000.00
265,"ANI",160000.00
265,"NOS",1000.00
265,"SRX",9000.00
265,"TOP",3000.00
266,"ANI",700000.00
266,"NOR",108000.00
266,"NOS",1000.00
266,"SRX",8000.00
266,"TOP",14000.00
267,"ANI",64000.00
267,"NOR",1000.00
267,"TOP",2000.00
268,"ANI",689000.00
268,"NOR",2000.00
268,"NOS",1000.00
268,"SRX",4000.00
268,"TOP",64000.00
269,"ANI",262000.00
269,"NOR",5000.00
269,"NOS",1000.00
269,"SRX",1000.00
269,"TOP",6000.00
270,"ANI",830000.00
270,"NOR",3000.00
270,"NOS",1000.00
270,"SRX",2000.00
270,"TOP",3000.00
271,"TOP",161000.00
272,"ANI",78000.00
272,"NOR",4000.00
272,"TOP",247000.00
273,"TOP",434000.00
274,"TOP",54000.00
275,"ANI",52835.00
275,"NOG",3583.00
275,"NOR",96.00
275,"SGI",2310.00
275,"SSI",1663.00
275,"TOP",71.00
279,"KRI",2000.00
280,"KRI",17000.00
281,"KRI",40000.00
282,"KRI",7000.00
283,"KRI",43000.00
284,"KRI",150000.00
285,"KRI",280000.00
286,"KRI",3000.00
287,"KRI",157000.00
288,"KRI",6000.00
289,"KRI",475000.00
290,"KRI",1392000.00
291,"KRI",775000.00
292,"KRI",3000.00
293,"KRI",32000.00
294,"KRI",12000.00
295,"KRI",61000.00
296,"KRI",1306000.00
297,"KRI",2083000.00
298,"KRI",937000.00
299,"KRI",64000.00
300,"KRI",287000.00
301,"KRI",1000.00
302,"KRI",373000.00
303,"KRI",775000.00
304,"KRI",468000.00
305,"KRI",2106000.00
306,"KRI",5360000.00
307,"KRI",2909000.00
309,"KRI",170000.00
310,"KRI",640000.00
311,"KRI",10000.00
312,"KRI",19000.00
313,"KRI",4000.00
314,"KRI",409000.00
315,"KRI",76000.00
316,"KRI",3000.00
317,"KRI",1756000.00
318,"KRI",5734000.00
319,"KRI",4579000.00
320,"KRI",323000.00
321,"KRI",3273000.00
322,"KRI",5154000.00
323,"KRI",3588000.00
324,"KRI",275000.00
325,"KRI",16000.00
326,"KRI",757000.00
327,"KRI",1420000.00
328,"KRI",85000.00
329,"KRI",529000.00
330,"KRI",3992000.00
331,"KRI",7650000.00
332,"KRI",8400000.00
333,"KRI",11000.00
334,"KRI",4144000.00
335,"KRI",6007000.00
336,"KRI",3166000.00
337,"KRI",800000.00
340,"KRI",527000.00
341,"KRI",639000.00
342,"KRI",604000.00
343,"KRI",45000.00
344,"KRI",2000.00
345,"KRI",407000.00
346,"KRI",957000.00
347,"KRI",451000.00
348,"KRI",2060000.00
349,"KRI",11043000.00
350,"KRI",8407000.00
351,"KRI",542000.00
352,"KRI",18000.00
353,"KRI",4654000.00
354,"KRI",5658000.00
355,"KRI",213000.00
356,"KRI",25000.00
357,"KRI",23000.00
358,"KRI",69000.00
359,"KRI",1847000.00
360,"KRI",1052000.00
361,"KRI",783000.00
362,"KRI",593000.00
364,"KRI",16000.00
365,"KRI",377000.00
366,"KRI",168000.00
367,"KRI",99000.00
368,"KRI",2472000.00
369,"KRI",8977000.00
370,"KRI",6068000.00
371,"KRI",1189000.00
372,"KRI",459000.00
373,"KRI",3082000.00
374,"KRI",447000.00
375,"KRI",927000.00
376,"KRI",2030000.00
377,"KRI",696000.00
378,"KRI",1242000.00
379,"KRI",83000.00
380,"KRI",212000.00
381,"KRI",214000.00
382,"KRI",142000.00
383,"KRI",1935000.00
384,"KRI",467000.00
385,"KRI",4937000.00
386,"KRI",8626000.00
387,"KRI",6699000.00
388,"KRI",2147000.00
389,"KRI",332000.00
390,"KRI",2038000.00
391,"KRI",1267000.00
392,"KRI",1122000.00
393,"KRI",41000.00
394,"KRI",55000.00
395,"KRI",89000.00
396,"KRI",812000.00
397,"KRI",1668000.00
398,"KRI",2112000.00
399,"KRI",711000.00
401,"KRI",10000.00
402,"KRI",2000.00
403,"KRI",918000.00
404,"KRI",3798000.00
405,"KRI",60000.00
406,"KRI",3066000.00
407,"KRI",10616000.00
408,"KRI",10359000.00
409,"KRI",3715000.00
410,"KRI",26000.00
411,"KRI",1491000.00
412,"KRI",1665000.00
413,"KRI",1068000.00
414,"KRI",1898000.00
415,"KRI",6679000.00
416,"KRI",11143000.00
417,"KRI",3591000.00
418,"KRI",7168000.00
419,"KRI",173000.00
420,"KRI",10058000.00
421,"KRI",149000.00
422,"KRI",41000.00
423,"KRI",436000.00
424,"KRI",53000.00
425,"KRI",2723000.00
426,"KRI",2572000.00
427,"KRI",2847000.00
428,"KRI",38000.00
429,"KRI",4169000.00
430,"KRI",4787000.00
431,"KRI",338000.00
432,"KRI",4160000.00
433,"KRI",6229000.00
434,"KRI",11317000.00
435,"KRI",266000.00
436,"KRI",859000.00
437,"KRI",1666000.00
438,"KRI",2070000.00
439,"KRI",3000.00
440,"KRI",123000.00
441,"KRI",470000.00
442,"KRI",982000.00
443,"KRI",752000.00
444,"KRI",45000.00
445,"KRI",1341000.00
446,"KRI",2932000.00
447,"KRI",9898000.00
448,"KRI",16834000.00
449,"KRI",5819000.00
450,"KRI",50000.00
451,"KRI",28000.00
452,"KRI",886000.00
453,"KRI",12597000.00
454,"KRI",3418000.00
455,"KRI",1000.00
456,"KRI",19000.00
457,"KRI",1659000.00
458,"KRI",204000.00
459,"KRI",49000.00
460,"KRI",77000.00
461,"KRI",1013000.00
462,"KRI",373000.00
463,"KRI",2991000.00
464,"KRI",885000.00
465,"KRI",275000.00
466,"KRI",3263000.00
467,"KRI",17801000.00
468,"KRI",17408000.00
469,"KRI",19997000.00
470,"KRI",5734000.00
471,"KRI",5090000.00
472,"KRI",3276000.00
473,"KRI",1240000.00
474,"KRI",220000.00
475,"KRI",5000.00
476,"KRI",20000.00
477,"KRI",55000.00
478,"KRI",31000.00
479,"KRI",21000.00
480,"KRI",1139000.00
481,"KRI",1152000.00
482,"KRI",1290000.00
483,"KRI",372000.00
484,"KRI",128000.00
485,"KRI",17705000.00
486,"KRI",21314000.00
487,"KRI",22597000.00
488,"KRI",10070000.00
489,"KRI",456000.00
490,"KRI",11000.00
491,"KRI",831000.00
492,"KRI",195000.00
493,"KRI",316000.00
494,"KRI",93000.00
495,"KRI",1164000.00
496,"KRI",172000.00
497,"KRI",494000.00
498,"KRI",617000.00
499,"KRI",848000.00
501,"KRI",33000.00
502,"KRI",1510000.00
503,"KRI",1114000.00
504,"KRI",46000.00
505,"KRI",1086000.00
506,"KRI",371000.00
507,"KRI",24000.00
508,"KRI",692000.00
509,"KRI",419000.00
510,"KRI",44000.00
511,"KRI",370000.00
512,"ANI",703000.00
512,"KRI",48000.00
512,"MZZ",32000.00
512,"NOG",1000.00
513,"ANI",754000.00
513,"KRI",464000.00
513,"MZZ",2000.00
513,"NOG",6000.00
513,"SGI",2000.00
514,"ANI",1311000.00
514,"KRI",2244000.00
514,"MZZ",31000.00
514,"NOG",580000.00
514,"NOR",312000.00
514,"SGI",558000.00
514,"SSI",79000.00
514,"TOP",5000.00
515,"ANI",320000.00
515,"KRI",3306000.00
515,"MZZ",3000.00
515,"NOG",661000.00
515,"NOR",440000.00
515,"SGI",399000.00
515,"SSI",113000.00
515,"TOP",55000.00
516,"ANI",25000.00
516,"KRI",877000.00
516,"MZZ",48000.00
516,"NOG",953000.00
516,"NOR",1074000.00
516,"SGI",572000.00
516,"SSI",74000.00
516,"TOP",63000.00
517,"ANI",72000.00
517,"KRI",27000.00
517,"NOG",326000.00
517,"NOR",398000.00
517,"SGI",77000.00
517,"SSI",27000.00
517,"TOP",12000.00
518,"MZZ",11000.00
518,"SGI",10000.00
518,"TOP",5000.00
519,"ANI",569000.00
519,"MZZ",14000.00
519,"NOX",50000.00
519,"SGI",131000.00
519,"TOP",20000.00
520,"ANI",21914000.00
520,"MZZ",125000.00
520,"NOG",24000.00
520,"NOR",4000.00
520,"SGI",13000.00
520,"SSI",24000.00
520,"TOP",62000.00
521,"ANI",15963000.00
521,"MZZ",4000.00
521,"NOG",40000.00
521,"NOR",22000.00
521,"NOS",9000.00
521,"SGI",15000.00
521,"SSI",30000.00
521,"TOP",8000.00
522,"ANI",6000.00
522,"NOG",30000.00
522,"NOR",4000.00
522,"NOX",1000.00
522,"SGI",15000.00
522,"SSI",21000.00
522,"TOP",1000.00
523,"ANI",11000.00
523,"NOG",141000.00
523,"NOR",83000.00
523,"SGI",236000.00
523,"SSI",70000.00
524,"ANI",178000.00
524,"NOG",488000.00
524,"NOR",122000.00
524,"SGI",916000.00
524,"SSI",110000.00
524,"TOP",55000.00
525,"NOG",1982000.00
525,"NOR",83000.00
525,"SGI",3427000.00
525,"SSI",846000.00
525,"TOP",96000.00
526,"ANI",582000.00
526,"KRI",1000.00
526,"MZZ",28000.00
526,"NOG",4584000.00
526,"NOR",59000.00
526,"NOX",53000.00
526,"SGI",2542000.00
526,"SSI",662000.00
526,"TOP",38000.00
527,"ANI",487000.00
527,"NOG",722000.00
527,"SGI",351000.00
527,"SSI",55000.00
527,"TOP",302000.00
528,"ANI",668000.00
528,"NOG",268000.00
528,"SGI",394000.00
528,"SSI",65000.00
529,"ANI",107000.00
529,"MZZ",80000.00
529,"NOG",927000.00
529,"NOR",385000.00
529,"SGI",601000.00
529,"SSI",140000.00
529,"TOP",71000.00
530,"ANI",1000.00
530,"MZZ",33000.00
530,"NOG",112000.00
530,"NOR",179000.00
530,"SGI",156000.00
530,"SSI",5000.00
530,"TOP",44000.00
531,"ANI",29000.00
531,"MZZ",13000.00
531,"NOG",521000.00
531,"NOR",77000.00
531,"NOX",55000.00
531,"SGI",52000.00
531,"SSI",59000.00
531,"TOP",28000.00
532,"ANI",42000.00
532,"LIC",18000.00
532,"NOS",9000.00
533,"ANI",12000.00
533,"LIC",3000.00
533,"NOS",30000.00
533,"TOP",2000.00
534,"ANI",13000.00
534,"LIC",43000.00
534,"NOS",32000.00
535,"ANI",183000.00
535,"LIC",18000.00
535,"NOS",27000.00
536,"ANS",8000.00
536,"KRI",36000.00
536,"MZZ",2000.00
537,"ANS",13000.00
538,"ANI",5573000.00
538,"NOG",68000.00
538,"SGI",13000.00
538,"SSI",5000.00
539,"ANI",610000.00
539,"NOG",218000.00
539,"SGI",70000.00
539,"SSI",83000.00
540,"ANI",455000.00
540,"KIF",120000.00
540,"NOG",872000.00
540,"NOR",50000.00
540,"SGI",299000.00
540,"SSI",149000.00
540,"TOP",20000.00
540,"WIC",1880000.00
541,"ANI",41000.00
541,"NOG",69000.00
541,"SGI",1000.00
541,"SSI",50000.00
541,"TOP",3000.00
541,"WIC",298000.00
542,"ANI",705000.00
542,"KIF",200000.00
542,"NOG",701000.00
542,"NOR",43000.00
542,"SGI",4000.00
542,"SSI",400000.00
542,"TOP",12000.00
542,"WIC",3674000.00
543,"ANI",10000.00
543,"MZZ",11000.00
543,"NOG",189000.00
543,"NOR",57000.00
543,"SGI",4000.00
543,"SSI",428000.00
543,"TOP",39000.00
543,"WIC",2000000.00
544,"ANI",17000.00
544,"KIF",50000.00
544,"MZZ",4000.00
544,"NOG",319000.00
544,"NOR",184000.00
544,"SSI",276000.00
544,"TOP",26000.00
544,"WIC",250000.00
545,"ANI",2222000.00
545,"MZZ",7000.00
545,"NOG",589000.00
545,"NOR",89000.00
545,"SGI",273000.00
545,"SSI",342000.00
546,"ANI",400000.00
546,"KIF",400000.00
546,"NOG",800000.00
546,"NOR",36000.00
546,"SGI",151000.00
546,"SSI",400000.00
546,"TOP",15000.00
547,"ANI",1709000.00
547,"KRI",1000000.00
547,"MZZ",79000.00
547,"NOG",632000.00
547,"NOR",75000.00
547,"SGI",84000.00
547,"SSI",851000.00
547,"TOP",22000.00
548,"KIF",179000.00
548,"NOG",38000.00
548,"SGI",4000.00
548,"SSI",200000.00
549,"NOG",63000.00
549,"SSI",339000.00
550,"ANI",54000.00
550,"MZZ",23000.00
550,"NOG",728000.00
550,"NOX",7000.00
550,"SGI",116000.00
550,"SSI",134000.00
550,"TOP",24000.00
551,"ANI",16000.00
551,"MZZ",9000.00
551,"NOG",777000.00
551,"NOR",1204000.00
551,"SGI",132000.00
551,"SSI",165000.00
551,"TOP",16000.00
552,"ANI",35000.00
552,"NOG",161000.00
552,"NOR",367000.00
552,"NOX",13000.00
552,"SGI",221000.00
552,"SSI",37000.00
552,"TOP",11000.00
553,"ANI",4000.00
553,"NOG",497000.00
553,"NOR",496000.00
553,"SGI",404000.00
553,"SSI",89000.00
553,"TOP",16000.00
554,"ANI",1000.00
554,"NOG",91000.00
554,"NOR",47000.00
554,"SGI",22000.00
554,"SSI",17000.00
554,"TOP",3000.00
