"rgn_id","habitat","km2","rank","extent_rank"
2,"seagrass",130.988,83,10872.004
5,"seagrass",1310.75,83,108792.25
6,"seagrass",1143.96,83,94948.68
7,"seagrass",1158.8,83,96180.4
8,"seagrass",716.939,83,59505.937
9,"seagrass",1523.82,83,126477.06
11,"seagrass",496.88,83,41241.04
13,"seagrass",413.921,83,34355.443
14,"seagrass",1239.14,83,102848.62
15,"seagrass",13470.8,83,1118076.4
16,"seagrass",39491,83,3277753
17,"seagrass",8593.66,83,713273.78
18,"seagrass",1036.55,83,86033.65
25,"seagrass",1582.33,83,131333.39
26,"seagrass",1350.05,83,112054.15
28,"seagrass",1245.26,83,103356.58
29,"seagrass",1452.22,83,120534.26
37,"seagrass",97.8041,83,8117.7403
39,"seagrass",2387.47,83,198160.01
40,"seagrass",2822.35,83,234255.05
41,"seagrass",655.811,83,54432.313
42,"seagrass",5525.93,83,458652.19
43,"seagrass",103.044,83,8552.652
45,"seagrass",23.5778,83,1956.9574
47,"seagrass",5411.53,83,449156.99
49,"seagrass",4287.66,83,355875.78
50,"seagrass",20619.2,83,1711393.6
51,"seagrass",1423.4,83,118142.2
52,"seagrass",477.668,83,39646.444
54,"seagrass",3950.59,83,327898.97
58,"seagrass",1993.63,83,165471.29
66,"seagrass",1473.17,83,122273.11
68,"seagrass",172.03,83,14278.49
73,"seagrass",668.91,83,55519.53
75,"seagrass",5754.72,83,477641.76
79,"seagrass",16.5918,83,1377.1194
96,"seagrass",4332.2,83,359572.6
98,"seagrass",190.369,83,15800.627
99,"seagrass",1370.13,83,113720.79
102,"seagrass",397.329,83,32978.307
106,"seagrass",2725.42,83,226209.86
110,"seagrass",2094.06,83,173806.98
111,"seagrass",881.11,83,73132.13
112,"seagrass",12994.8,83,1078568.4
113,"seagrass",40.1695,83,3334.0685
114,"seagrass",702.094,83,58273.802
115,"seagrass",330.089,83,27397.387
116,"seagrass",633.98,83,52620.34
117,"seagrass",32.3103,83,2681.7549
118,"seagrass",19.2115,83,1594.5545
119,"seagrass",52.395,83,4348.785
120,"seagrass",249.75,83,20729.25
121,"seagrass",10.479,83,869.757
122,"seagrass",1.7465,83,144.9595
123,"seagrass",470.682,83,39066.606
124,"seagrass",70.7333,83,5870.8639
125,"seagrass",2.61975,83,217.43925
129,"seagrass",1516.84,83,125897.72
131,"seagrass",5278.8,83,438140.4
132,"seagrass",372.005,83,30876.415
133,"seagrass",2314.11,83,192071.13
135,"seagrass",9020.68,83,748716.44
139,"seagrass",1225.17,83,101689.11
140,"seagrass",1131.73,83,93933.59
147,"seagrass",633.98,83,52620.34
151,"seagrass",414.794,83,34427.902
152,"seagrass",931.759,83,77335.997
155,"seagrass",3575.96,83,296804.68
163,"seagrass",17906,83,1486198
164,"seagrass",4739.13,83,393347.79
166,"seagrass",695.108,83,57693.964
171,"seagrass",422.653,83,35080.199
175,"seagrass",747.503,83,62042.749
178,"seagrass",2.61975,83,217.43925
179,"seagrass",586.825,83,48706.475
182,"seagrass",509.105,83,42255.715
184,"seagrass",2921.02,83,242444.66
190,"seagrass",985.027,83,81757.241
191,"seagrass",2580.46,83,214178.18
192,"seagrass",69.8601,83,5798.3883
193,"seagrass",14515.2,83,1204761.6
194,"seagrass",12663.9,83,1051103.7
196,"seagrass",8847.78,83,734365.74
200,"seagrass",556.261,83,46169.663
202,"seagrass",41.0428,83,3406.5524
203,"seagrass",2558.62,83,212365.46
205,"seagrass",1793.66,83,148873.78
206,"seagrass",521.331,83,43270.473
207,"seagrass",12.2255,83,1014.7165
208,"seagrass",55.888,83,4638.704
209,"seagrass",7311.73,83,606873.59
210,"seagrass",274.201,83,22758.683
212,"seagrass",454.09,83,37689.47
214,"seagrass",2224.17,83,184606.11
215,"seagrass",1.7465,83,144.9595
216,"seagrass",14797.2,83,1228167.6
218,"seagrass",3.493,83,289.919
220,"seagrass",24.451,83,2029.433
221,"seagrass",57.6346,83,4783.6718
222,"seagrass",8.73251,83,724.79833
231,"seagrass",284.68,83,23628.44
245,"seagrass",1.7465,83,144.9595
248,"seagrass",1.7465,83,144.9595
249,"seagrass",1.7465,83,144.9595
250,"seagrass",20.958,83,1739.514
255,"seagrass",758.855,83,62984.965
269,"seagrass",6413.15,83,532291.45
