comname,sciname,ico_gl,ico_rgn_id,iucn_sid,subpop,cat_2016,cat_code,cat_txt,cat_score,year,cat_2016_score
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea,VU,CD,Lower Risk/conservation dependent,0.3,1980,0.4
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea,VU,CD,Lower Risk/conservation dependent,0.3,1981,0.4
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea,VU,CD,Lower Risk/conservation dependent,0.3,1982,0.4
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea,VU,CD,Lower Risk/conservation dependent,0.3,1983,0.4
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea,VU,CD,Lower Risk/conservation dependent,0.3,1984,0.4
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea,VU,CD,Lower Risk/conservation dependent,0.3,1985,0.4
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea,VU,CD,Lower Risk/conservation dependent,0.3,1986,0.4
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea,VU,CD,Lower Risk/conservation dependent,0.3,1987,0.4
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea,VU,CD,Lower Risk/conservation dependent,0.3,1988,0.4
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea,VU,CD,Lower Risk/conservation dependent,0.3,1989,0.4
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea,VU,CD,Lower Risk/conservation dependent,0.3,1990,0.4
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea,VU,CD,Lower Risk/conservation dependent,0.3,1991,0.4
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea,VU,CD,Lower Risk/conservation dependent,0.3,1992,0.4
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea,VU,CD,Lower Risk/conservation dependent,0.3,1993,0.4
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea,VU,CD,Lower Risk/conservation dependent,0.3,1994,0.4
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea,VU,CD,Lower Risk/conservation dependent,0.3,1995,0.4
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea,VU,CD,Lower Risk/conservation dependent,0.3,1996,0.4
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea,VU,CD,Lower Risk/conservation dependent,0.3,1997,0.4
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea,VU,CD,Lower Risk/conservation dependent,0.3,1998,0.4
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea,VU,CD,Lower Risk/conservation dependent,0.3,1999,0.4
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea,VU,CD,Lower Risk/conservation dependent,0.3,2e3,0.4
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea,VU,CD,Lower Risk/conservation dependent,0.3,2001,0.4
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea,VU,CD,Lower Risk/conservation dependent,0.3,2002,0.4
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea,VU,CD,Lower Risk/conservation dependent,0.3,2003,0.4
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea,VU,CD,Lower Risk/conservation dependent,0.3,2004,0.4
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea,VU,CD,Lower Risk/conservation dependent,0.3,2005,0.4
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea,VU,CD,Lower Risk/conservation dependent,0.3,2006,0.4
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea,VU,CD,Lower Risk/conservation dependent,0.3,2007,0.4
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea,VU,CD,Lower Risk/conservation dependent,0.3,2008,0.4
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea,VU,CD,Lower Risk/conservation dependent,0.3,2009,0.4
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea,VU,CD,Lower Risk/conservation dependent,0.3,2010,0.4
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea,VU,CD,Lower Risk/conservation dependent,0.3,2011,0.4
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea,VU,CD,Lower Risk/conservation dependent,0.3,2012,0.4
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea,VU,CD,Lower Risk/conservation dependent,0.3,2013,0.4
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea,VU,CD,Lower Risk/conservation dependent,0.3,2014,0.4
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea,VU,CD,Lower Risk/conservation dependent,0.3,2015,0.4
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea,VU,CD,Lower Risk/conservation dependent,0.3,2016,0.4
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea,EN,EN,Endangered,0.6,1965,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea,EN,EN,Endangered,0.6,1966,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea,EN,EN,Endangered,0.6,1967,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea,EN,EN,Endangered,0.6,1968,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea,EN,EN,Endangered,0.6,1969,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea,EN,EN,Endangered,0.6,1970,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea,EN,EN,Endangered,0.6,1971,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea,EN,EN,Endangered,0.6,1972,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea,EN,EN,Endangered,0.6,1973,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea,EN,EN,Endangered,0.6,1974,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea,EN,EN,Endangered,0.6,1975,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea,EN,EN,Endangered,0.6,1976,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea,EN,EN,Endangered,0.6,1977,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea,EN,EN,Endangered,0.6,1978,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea,EN,EN,Endangered,0.6,1979,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea,EN,EN,Endangered,0.6,1980,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea,EN,EN,Endangered,0.6,1981,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea,EN,EN,Endangered,0.6,1982,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea,EN,EN,Endangered,0.6,1983,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea,EN,EN,Endangered,0.6,1984,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea,EN,EN,Endangered,0.6,1985,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea,EN,EN,Endangered,0.6,1986,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea,EN,EN,Endangered,0.6,1987,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea,EN,EN,Endangered,0.6,1988,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea,EN,EN,Endangered,0.6,1989,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea,EN,EN,Endangered,0.6,1990,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea,EN,EN,Endangered,0.6,1991,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea,EN,EN,Endangered,0.6,1992,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea,EN,EN,Endangered,0.6,1993,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea,EN,EN,Endangered,0.6,1994,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea,EN,EN,Endangered,0.6,1995,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea,EN,EN,Endangered,0.6,1996,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea,EN,EN,Endangered,0.6,1997,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea,EN,EN,Endangered,0.6,1998,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea,EN,EN,Endangered,0.6,1999,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea,EN,EN,Endangered,0.6,2e3,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea,EN,EN,Endangered,0.6,2001,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea,EN,EN,Endangered,0.6,2002,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea,EN,EN,Endangered,0.6,2003,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea,EN,EN,Endangered,0.6,2004,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea,EN,EN,Endangered,0.6,2005,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea,EN,EN,Endangered,0.6,2006,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea,EN,EN,Endangered,0.6,2007,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea,EN,EN,Endangered,0.6,2008,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea,EN,EN,Endangered,0.6,2009,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea,EN,EN,Endangered,0.6,2010,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea,EN,EN,Endangered,0.6,2011,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea,EN,EN,Endangered,0.6,2012,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea,EN,EN,Endangered,0.6,2013,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea,EN,EN,Endangered,0.6,2014,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea,EN,EN,Endangered,0.6,2015,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea,EN,EN,Endangered,0.6,2016,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,Svalbard-Barents Sea (Spitsbergen),CR,EN,Endangered,0.6,1965,0.8
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,Svalbard-Barents Sea (Spitsbergen),CR,EN,Endangered,0.6,1966,0.8
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,Svalbard-Barents Sea (Spitsbergen),CR,EN,Endangered,0.6,1967,0.8
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,Svalbard-Barents Sea (Spitsbergen),CR,EN,Endangered,0.6,1968,0.8
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,Svalbard-Barents Sea (Spitsbergen),CR,EN,Endangered,0.6,1969,0.8
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,Svalbard-Barents Sea (Spitsbergen),CR,EN,Endangered,0.6,1970,0.8
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,Svalbard-Barents Sea (Spitsbergen),CR,EN,Endangered,0.6,1971,0.8
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,Svalbard-Barents Sea (Spitsbergen),CR,EN,Endangered,0.6,1972,0.8
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,Svalbard-Barents Sea (Spitsbergen),CR,EN,Endangered,0.6,1973,0.8
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,Svalbard-Barents Sea (Spitsbergen),CR,EN,Endangered,0.6,1974,0.8
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,Svalbard-Barents Sea (Spitsbergen),CR,EN,Endangered,0.6,1975,0.8
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,Svalbard-Barents Sea (Spitsbergen),CR,EN,Endangered,0.6,1976,0.8
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,Svalbard-Barents Sea (Spitsbergen),CR,EN,Endangered,0.6,1977,0.8
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,Svalbard-Barents Sea (Spitsbergen),CR,EN,Endangered,0.6,1978,0.8
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,Svalbard-Barents Sea (Spitsbergen),CR,EN,Endangered,0.6,1979,0.8
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,Svalbard-Barents Sea (Spitsbergen),CR,EN,Endangered,0.6,1980,0.8
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,Svalbard-Barents Sea (Spitsbergen),CR,EN,Endangered,0.6,1981,0.8
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,Svalbard-Barents Sea (Spitsbergen),CR,EN,Endangered,0.6,1982,0.8
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,Svalbard-Barents Sea (Spitsbergen),CR,EN,Endangered,0.6,1983,0.8
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,Svalbard-Barents Sea (Spitsbergen),CR,EN,Endangered,0.6,1984,0.8
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,Svalbard-Barents Sea (Spitsbergen),CR,EN,Endangered,0.6,1985,0.8
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,Svalbard-Barents Sea (Spitsbergen),CR,EN,Endangered,0.6,1986,0.8
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,Svalbard-Barents Sea (Spitsbergen),CR,EN,Endangered,0.6,1987,0.8
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,Svalbard-Barents Sea (Spitsbergen),CR,EN,Endangered,0.6,1988,0.8
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,Svalbard-Barents Sea (Spitsbergen),CR,EN,Endangered,0.6,1989,0.8
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,Svalbard-Barents Sea (Spitsbergen),CR,EN,Endangered,0.6,1990,0.8
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,Svalbard-Barents Sea (Spitsbergen),CR,EN,Endangered,0.6,1991,0.8
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,Svalbard-Barents Sea (Spitsbergen),CR,EN,Endangered,0.6,1992,0.8
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,Svalbard-Barents Sea (Spitsbergen),CR,EN,Endangered,0.6,1993,0.8
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,Svalbard-Barents Sea (Spitsbergen),CR,EN,Endangered,0.6,1994,0.8
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,Svalbard-Barents Sea (Spitsbergen),CR,EN,Endangered,0.6,1995,0.8
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,Svalbard-Barents Sea (Spitsbergen),CR,EN,Endangered,0.6,1996,0.8
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,Svalbard-Barents Sea (Spitsbergen),CR,EN,Endangered,0.6,1997,0.8
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,Svalbard-Barents Sea (Spitsbergen),CR,EN,Endangered,0.6,1998,0.8
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,Svalbard-Barents Sea (Spitsbergen),CR,EN,Endangered,0.6,1999,0.8
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,Svalbard-Barents Sea (Spitsbergen),CR,CR,Critically Endangered,0.8,2e3,0.8
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,Svalbard-Barents Sea (Spitsbergen),CR,CR,Critically Endangered,0.8,2001,0.8
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,Svalbard-Barents Sea (Spitsbergen),CR,CR,Critically Endangered,0.8,2002,0.8
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,Svalbard-Barents Sea (Spitsbergen),CR,CR,Critically Endangered,0.8,2003,0.8
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,Svalbard-Barents Sea (Spitsbergen),CR,CR,Critically Endangered,0.8,2004,0.8
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,Svalbard-Barents Sea (Spitsbergen),CR,CR,Critically Endangered,0.8,2005,0.8
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,Svalbard-Barents Sea (Spitsbergen),CR,CR,Critically Endangered,0.8,2006,0.8
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,Svalbard-Barents Sea (Spitsbergen),CR,CR,Critically Endangered,0.8,2007,0.8
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,Svalbard-Barents Sea (Spitsbergen),CR,CR,Critically Endangered,0.8,2008,0.8
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,Svalbard-Barents Sea (Spitsbergen),CR,CR,Critically Endangered,0.8,2009,0.8
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,Svalbard-Barents Sea (Spitsbergen),CR,CR,Critically Endangered,0.8,2010,0.8
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,Svalbard-Barents Sea (Spitsbergen),CR,CR,Critically Endangered,0.8,2011,0.8
