iucn_sid,risk_trend,year,cat_ts,cat_ts_score,assess_year
166900,0.0,2012.0,LC,0.0,2013
166919,0.0,2012.0,LC,0.0,2013
166947,0.0,2012.0,LC,0.0,2013
166980,0.0,2012.0,LC,0.0,2013
166985,0.0,2012.0,LC,0.0,2013
166990,0.0,2012.0,LC,0.0,2013
166997,0.0,2012.0,LC,0.0,2013
167006,0.0,2012.0,NT,0.2,2013
167710,0.0,2012.0,LC,0.0,2013
167996,0.0,2012.0,LC,0.0,2013
168374,0.0,2012.0,LC,0.0,2013
169015,0.0,2012.0,LC,0.0,2013
169353,0.0,2012.0,LC,0.0,2013
169359,0.0,2012.0,LC,0.0,2013
169505,-0.0218,2012.0,LC,0.0,2013
169529,-0.0218,2012.0,LC,0.0,2013
169557,0.0,2012.0,LC,0.0,2013
169587,0.0,2012.0,LC,0.0,2013
169599,0.0,2012.0,LC,0.0,2013
169632,0.0,2012.0,LC,0.0,2013
169676,0.0,2012.0,EN,0.6,2013
169679,0.0,2012.0,LC,0.0,2013
169695,0.0,2012.0,LC,0.0,2013
169714,0.0,2012.0,NT,0.2,2013
169767,0.0,2012.0,NT,0.2,2013
169897,0.0,2012.0,LC,0.0,2013
169949,0.0,2012.0,LC,0.0,2013
169951,0.0,2012.0,LC,0.0,2013
169954,0.0,2012.0,LC,0.0,2013
169955,0.0,2012.0,LC,0.0,2013
169956,0.0,2012.0,LC,0.0,2013
169957,0.0,2012.0,LC,0.0,2013
169958,0.0,2012.0,LC,0.0,2013
169960,0.0,2012.0,LC,0.0,2013
169962,0.0,2012.0,LC,0.0,2013
169963,0.0,2012.0,LC,0.0,2013
169964,0.0,2012.0,LC,0.0,2013
169965,0.0,2012.0,LC,0.0,2013
169966,0.0,2012.0,LC,0.0,2013
169967,0.0,2012.0,LC,0.0,2013
169968,0.0,2012.0,LC,0.0,2013
169969,0.0,2012.0,LC,0.0,2013
169970,0.0,2012.0,LC,0.0,2013
169972,0.0,2012.0,LC,0.0,2013
169973,0.0,2012.0,LC,0.0,2013
169974,0.0,2012.0,LC,0.0,2013
169975,0.0,2012.0,VU,0.4,2013
169978,0.0,2012.0,LC,0.0,2013
169979,0.0,2012.0,LC,0.0,2013
169984,0.0,2012.0,LC,0.0,2013
169985,0.0,2012.0,LC,0.0,2013
169986,0.0,2012.0,LC,0.0,2013
169987,0.0,2012.0,LC,0.0,2013
169988,0.0,2012.0,LC,0.0,2013
169989,0.0,2012.0,LC,0.0,2013
169990,0.0,2012.0,LC,0.0,2013
169991,0.0,2012.0,LC,0.0,2013
169993,0.0,2012.0,LC,0.0,2013
169996,0.0,2012.0,LC,0.0,2013
169997,0.0,2012.0,LC,0.0,2013
169999,0.0,2012.0,LC,0.0,2013
170000,0.0,2012.0,LC,0.0,2013
170002,0.0,2012.0,LC,0.0,2013
170004,0.0,2012.0,LC,0.0,2013
170005,0.0,2012.0,LC,0.0,2013
170008,0.0,2012.0,LC,0.0,2013
170009,0.0,2012.0,LC,0.0,2013
170010,0.0,2012.0,LC,0.0,2013
170011,0.0,2012.0,LC,0.0,2013
170015,0.0,2012.0,LC,0.0,2013
170016,0.0,2012.0,LC,0.0,2013
170017,0.0,2012.0,LC,0.0,2013
170018,0.0,2012.0,LC,0.0,2013
170019,0.0,2012.0,LC,0.0,2013
170021,0.0,2012.0,LC,0.0,2013
170023,0.0,2012.0,LC,0.0,2013
170024,0.0,2012.0,LC,0.0,2013
170025,0.0,2012.0,LC,0.0,2013
170026,0.0,2012.0,LC,0.0,2013
170029,0.0,2012.0,LC,0.0,2013
170031,0.0,2012.0,LC,0.0,2013
170032,0.0,2012.0,LC,0.0,2013
170034,0.0,2012.0,LC,0.0,2013
170035,0.0,2012.0,LC,0.0,2013
170037,0.0,2012.0,LC,0.0,2013
170038,0.0,2012.0,LC,0.0,2013
170042,0.0,2012.0,LC,0.0,2013
170043,0.0,2012.0,LC,0.0,2013
170044,0.0,2012.0,LC,0.0,2013
170046,0.0,2012.0,NT,0.2,2013
170048,0.0,2012.0,LC,0.0,2013
170049,0.0,2012.0,LC,0.0,2013
170050,0.0,2012.0,LC,0.0,2013
170051,0.0,2012.0,LC,0.0,2013
170052,0.0,2012.0,LC,0.0,2013
170053,0.0,2012.0,LC,0.0,2013
170054,0.0,2012.0,LC,0.0,2013
170055,0.0,2012.0,LC,0.0,2013
170056,0.0,2012.0,LC,0.0,2013
170062,0.0,2012.0,LC,0.0,2013
170063,0.0,2012.0,LC,0.0,2013
170064,0.0,2012.0,LC,0.0,2013
170065,0.0,2012.0,LC,0.0,2013
170066,0.0,2012.0,LC,0.0,2013
170069,0.0,2012.0,LC,0.0,2013
170070,0.0,2012.0,LC,0.0,2013
170071,0.0,2012.0,LC,0.0,2013
170072,0.0,2012.0,LC,0.0,2013
170073,0.0,2012.0,LC,0.0,2013
170075,0.0,2012.0,LC,0.0,2013
170080,0.0,2012.0,LC,0.0,2013
170082,0.0,2012.0,LC,0.0,2013
170083,0.0,2012.0,LC,0.0,2013
170086,0.0,2012.0,LC,0.0,2013
170087,0.0,2012.0,LC,0.0,2013
170088,0.0,2012.0,LC,0.0,2013
170089,0.0,2012.0,LC,0.0,2013
170092,0.0,2012.0,LC,0.0,2013
170093,0.0,2012.0,LC,0.0,2013
170095,0.0,2012.0,LC,0.0,2013
170096,0.0,2012.0,LC,0.0,2013
170153,0.0,2012.0,LC,0.0,2013
170154,0.0,2012.0,LC,0.0,2013
170155,0.0,2012.0,LC,0.0,2013
170156,0.0,2012.0,LC,0.0,2013
170157,0.0,2012.0,LC,0.0,2013
170158,0.0,2012.0,NT,0.2,2013
170159,0.0,2012.0,LC,0.0,2013
170160,0.0,2012.0,LC,0.0,2013
170161,0.0,2012.0,VU,0.4,2013
170162,0.0,2012.0,LC,0.0,2013
170164,0.0,2012.0,LC,0.0,2013
170165,0.0,2012.0,LC,0.0,2013
170166,0.0,2012.0,LC,0.0,2013
170167,0.0,2012.0,LC,0.0,2013
170168,0.0,2012.0,NT,0.2,2013
170169,0.0,2012.0,LC,0.0,2013
170170,0.0,2012.0,NT,0.2,2013
170172,0.0,2012.0,LC,0.0,2013
170173,0.0,2012.0,VU,0.4,2013
170174,0.0,2012.0,LC,0.0,2013
170175,0.0,2012.0,LC,0.0,2013
170176,0.0,2012.0,LC,0.0,2013
170177,0.0,2012.0,LC,0.0,2013
170178,0.0,2012.0,LC,0.0,2013
170179,0.0,2012.0,NT,0.2,2013
170180,0.0,2012.0,LC,0.0,2013
170181,0.0,2012.0,LC,0.0,2013
170182,0.0,2012.0,LC,0.0,2013
170183,0.0,2012.0,CR,0.8,2013
170184,0.0,2012.0,VU,0.4,2013
170185,0.0,2012.0,LC,0.0,2013
170186,0.0,2012.0,LC,0.0,2013
170189,0.0,2012.0,LC,0.0,2013
170190,0.0,2012.0,LC,0.0,2013
170191,0.0,2012.0,LC,0.0,2013
170192,0.0,2012.0,LC,0.0,2013
170193,0.0,2012.0,LC,0.0,2013
170194,0.0,2012.0,NT,0.2,2013
170195,0.0,2012.0,LC,0.0,2013
170196,0.0,2012.0,LC,0.0,2013
170197,0.0,2012.0,LC,0.0,2013
170198,0.0,2012.0,LC,0.0,2013
170199,0.0,2012.0,VU,0.4,2013
170200,0.0,2012.0,NT,0.2,2013
170201,0.0,2012.0,LC,0.0,2013
170203,0.0,2012.0,LC,0.0,2013
170204,0.0,2012.0,VU,0.4,2013
170205,0.0,2012.0,LC,0.0,2013
170206,0.0,2012.0,CR,0.8,2013
170207,0.0,2012.0,LC,0.0,2013
170208,0.0,2012.0,NT,0.2,2013
170209,0.0,2012.0,LC,0.0,2013
170210,0.0,2012.0,LC,0.0,2013
170211,0.0,2012.0,LC,0.0,2013
170212,0.0,2012.0,LC,0.0,2013
170213,0.0,2012.0,LC,0.0,2013
170214,0.0,2012.0,LC,0.0,2013
170216,0.0,2012.0,LC,0.0,2013
170218,0.0,2012.0,LC,0.0,2013
170220,0.0,2012.0,LC,0.0,2013
170222,0.0,2012.0,LC,0.0,2013
170223,0.0,2012.0,LC,0.0,2013
170224,0.0,2012.0,LC,0.0,2013
170225,0.0,2012.0,VU,0.4,2013
170226,0.0,2012.0,NT,0.2,2013
170229,0.0,2012.0,LC,0.0,2013
170231,0.0,2012.0,NT,0.2,2013
170232,0.0,2012.0,LC,0.0,2013
170233,0.0,2012.0,LC,0.0,2013
170234,0.0,2012.0,LC,0.0,2013
170238,0.0,2012.0,LC,0.0,2013
170239,0.0,2012.0,LC,0.0,2013
170240,0.0,2012.0,LC,0.0,2013
170241,0.0,2012.0,LC,0.0,2013
170242,0.0,2012.0,LC,0.0,2013
170243,0.0,2012.0,LC,0.0,2013
170244,0.0,2012.0,NT,0.2,2013
170245,0.0,2012.0,VU,0.4,2013
170246,0.0,2012.0,LC,0.0,2013
170247,0.0,2012.0,EN,0.6,2013
170248,0.0,2012.0,LC,0.0,2013
170249,0.0,2012.0,LC,0.0,2013
170250,0.0,2012.0,LC,0.0,2013
170251,0.0,2012.0,LC,0.0,2013
170252,0.0,2012.0,LC,0.0,2013
170253,0.0,2012.0,LC,0.0,2013
170254,0.0,2012.0,LC,0.0,2013
170256,0.0,2012.0,EN,0.6,2013
170257,0.0,2012.0,LC,0.0,2013
170258,0.0,2012.0,LC,0.0,2013
170259,0.0,2012.0,LC,0.0,2013
170260,0.0,2012.0,LC,0.0,2013
170261,0.0,2012.0,LC,0.0,2013
170262,0.0,2012.0,LC,0.0,2013
170264,0.0,2012.0,LC,0.0,2013
170265,0.0,2012.0,LC,0.0,2013
170266,0.0,2012.0,LC,0.0,2013
170272,0.0,2012.0,LC,0.0,2013
170273,0.0,2012.0,LC,0.0,2013
170280,0.0,2012.0,LC,0.0,2013
170282,0.0,2012.0,LC,0.0,2013
170283,0.0,2012.0,LC,0.0,2013
170284,0.0,2012.0,LC,0.0,2013
170285,0.0,2012.0,LC,0.0,2013
170306,0.0,2012.0,LC,0.0,2013
170307,0.0,2012.0,LC,0.0,2013
170308,0.0,2012.0,LC,0.0,2013
170309,0.0,2012.0,NT,0.2,2013
170310,0.0,2012.0,LC,0.0,2013
170313,0.0,2012.0,LC,0.0,2013
170314,0.0,2012.0,VU,0.4,2013
170316,0.0,2012.0,NT,0.2,2013
170319,0.0,2012.0,LC,0.0,2013
170320,0.0,2012.0,LC,0.0,2013
170321,0.0,2012.0,LC,0.0,2013
170322,0.0,2012.0,VU,0.4,2013
170323,0.0,2012.0,LC,0.0,2013
170325,0.0,2012.0,LC,0.0,2013
170326,0.0,2012.0,LC,0.0,2013
170327,0.0,2012.0,LC,0.0,2013
170329,0.0,2012.0,LC,0.0,2013
170330,0.0,2012.0,NT,0.2,2013
170331,0.0,2012.0,LC,0.0,2013
170332,0.0,2012.0,LC,0.0,2013
170334,0.0,2012.0,LC,0.0,2013
170335,0.0,2012.0,LC,0.0,2013
170336,0.0,2012.0,LC,0.0,2013
170337,0.0,2012.0,LC,0.0,2013
170338,0.0,2012.0,LC,0.0,2013
170339,0.0,2012.0,LC,0.0,2013
170340,0.0,2012.0,LC,0.0,2013
170341,0.0,2012.0,LC,0.0,2013
170342,0.0,2012.0,LC,0.0,2013
170343,0.0,2012.0,LC,0.0,2013
170344,0.0,2012.0,LC,0.0,2013
170345,0.0,2012.0,LC,0.0,2013
170347,0.0,2012.0,LC,0.0,2013
170349,0.0,2012.0,LC,0.0,2013
170350,0.0,2012.0,LC,0.0,2013
170352,0.0,2012.0,LC,0.0,2013
170353,0.0,2012.0,LC,0.0,2013
170354,0.0,2012.0,LC,0.0,2013
170355,0.0,2012.0,LC,0.0,2013
170357,0.0,2012.0,LC,0.0,2013
170358,0.0,2012.0,LC,0.0,2013
170370,0.0,2012.0,LC,0.0,2013
172321,0.0,2012.0,LC,0.0,2013
172359,0.0,2012.0,LC,0.0,2013
172363,0.0,2012.0,LC,0.0,2013
172376,0.0,2012.0,LC,0.0,2013
172393,0.0,2012.0,LC,0.0,2013
172404,0.0,2012.0,LC,0.0,2013
172415,0.0,2012.0,LC,0.0,2013
172416,0.0,2012.0,LC,0.0,2013
172443,0.0,2012.0,LC,0.0,2013
172447,0.0,2012.0,LC,0.0,2013
172450,0.0,2012.0,LC,0.0,2013
172468,0.0,2012.0,LC,0.0,2013
172469,0.0,2012.0,LC,0.0,2013
172487,0.0,2012.0,LC,0.0,2013
172495,0.0,2012.0,LC,0.0,2013
172497,0.0,2012.0,LC,0.0,2013
172745,0.0,2012.0,VU,0.4,2013
172784,0.0,2012.0,EN,0.6,2013
172824,0.0,2012.0,VU,0.4,2013
172904,0.0,2012.0,LC,0.0,2013
172914,0.0,2012.0,LC,0.0,2013
172958,0.0,2012.0,CR,0.8,2013
172970,0.0,2012.0,VU,0.4,2013
172973,0.0,2012.0,LC,0.0,2013
173001,0.0,2012.0,EX,1.0,2013
173319,0.0,2012.0,LC,0.0,2013
173320,0.0,2012.0,LC,0.0,2013
173321,0.0,2012.0,LC,0.0,2013
173322,0.0,2012.0,EN,0.6,2013
173323,0.0,2012.0,LC,0.0,2013
173324,0.0,2012.0,LC,0.0,2013
173327,0.0,2012.0,LC,0.0,2013
173328,0.0,2012.0,LC,0.0,2013
173330,0.0,2012.0,LC,0.0,2013
173331,0.0,2012.0,LC,0.0,2013
173332,0.0,2012.0,LC,0.0,2013
173333,0.0,2012.0,NT,0.2,2013
173335,0.0,2012.0,NT,0.2,2013
173336,0.0,2012.0,LC,0.0,2013
173337,0.0,2012.0,NT,0.2,2013
173338,0.0,2012.0,VU,0.4,2013
173339,0.0,2012.0,NT,0.2,2013
173340,0.0,2012.0,LC,0.0,2013
173341,0.0,2012.0,EN,0.6,2013
173342,0.0,2012.0,VU,0.4,2013
173343,0.0,2012.0,LC,0.0,2013
173344,0.0,2012.0,VU,0.4,2013
173345,0.0,2012.0,EN,0.6,2013
173346,0.0,2012.0,LC,0.0,2013
173348,0.0,2012.0,LC,0.0,2013
173349,0.0,2012.0,VU,0.4,2013
173350,0.0,2012.0,LC,0.0,2013
173351,0.0,2012.0,LC,0.0,2013
173352,0.0,2012.0,LC,0.0,2013
173354,0.0,2012.0,LC,0.0,2013
173355,0.0,2012.0,LC,0.0,2013
173356,0.0,2012.0,LC,0.0,2013
173357,0.0,2012.0,VU,0.4,2013
173358,0.0,2012.0,LC,0.0,2013
173360,0.0,2012.0,LC,0.0,2013
173361,0.0,2012.0,LC,0.0,2013
173363,0.0,2012.0,LC,0.0,2013
173364,0.0,2012.0,LC,0.0,2013
173365,0.0,2012.0,LC,0.0,2013
173366,0.0,2012.0,LC,0.0,2013
173367,0.0,2012.0,LC,0.0,2013
173368,0.0,2012.0,LC,0.0,2013
173369,0.0,2012.0,LC,0.0,2013
173370,0.0,2012.0,VU,0.4,2013
173371,0.0,2012.0,LC,0.0,2013
173372,0.0,2012.0,LC,0.0,2013
173373,0.0,2012.0,LC,0.0,2013
173375,0.0,2012.0,LC,0.0,2013
173376,0.0,2012.0,LC,0.0,2013
173377,0.0,2012.0,LC,0.0,2013
173378,0.0,2012.0,LC,0.0,2013
173379,0.0,2012.0,LC,0.0,2013
173380,0.0,2012.0,LC,0.0,2013
173381,0.0,2012.0,NT,0.2,2013
173382,0.0,2012.0,VU,0.4,2013
173383,0.0,2012.0,LC,0.0,2013
173384,0.0,2012.0,LC,0.0,2013
174100,0.0,2012.0,LC,0.0,2013
174477,0.0,2012.0,VU,0.4,2013
174480,0.0,2012.0,LC,0.0,2013
176066,0.0,2012.0,LC,0.0,2013
176070,0.0,2012.0,LC,0.0,2013
176079,0.0,2012.0,LC,0.0,2013
176085,0.0,2012.0,LC,0.0,2013
176088,0.0,2012.0,LC,0.0,2013
176209,0.0,2012.0,LC,0.0,2013
176220,0.0,2012.0,LC,0.0,2013
176311,0.0,2012.0,LC,0.0,2013
176332,0.0,2012.0,LC,0.0,2013
176670,0.0,2012.0,LC,0.0,2013
176672,0.0,2012.0,LC,0.0,2013
176676,0.0,2012.0,LC,0.0,2013
176677,0.0,2012.0,LC,0.0,2013
176678,0.0,2012.0,LC,0.0,2013
176680,0.0,2012.0,LC,0.0,2013
176694,0.0,2012.0,LC,0.0,2013
176703,0.0,2012.0,LC,0.0,2013
176704,0.0,2012.0,LC,0.0,2013
176706,0.0,2012.0,LC,0.0,2013
176708,0.0,2012.0,LC,0.0,2013
176709,0.0,2012.0,LC,0.0,2013
176711,0.0,2012.0,LC,0.0,2013
176712,0.0,2012.0,NT,0.2,2013
176714,0.0,2012.0,CR,0.8,2013
176715,0.0,2012.0,LC,0.0,2013
176717,0.0,2012.0,LC,0.0,2013
176718,0.0,2012.0,LC,0.0,2013
176719,0.0,2012.0,LC,0.0,2013
176720,0.0,2012.0,LC,0.0,2013
176721,0.0,2012.0,NT,0.2,2013
176725,0.0,2012.0,LC,0.0,2013
176726,0.0,2012.0,LC,0.0,2013
176727,0.0,2012.0,LC,0.0,2013
176729,0.0,2012.0,LC,0.0,2013
176734,0.0,2012.0,LC,0.0,2013
176735,0.0,2012.0,LC,0.0,2013
176736,0.0,2012.0,NT,0.2,2013
176737,0.0,2012.0,LC,0.0,2013
176738,0.0,2012.0,LC,0.0,2013
176739,0.0,2012.0,NT,0.2,2013
176740,0.0,2012.0,VU,0.4,2013
176741,0.0,2012.0,LC,0.0,2013
176743,0.0,2012.0,LC,0.0,2013
176744,0.0,2012.0,LC,0.0,2013
176745,0.0,2012.0,LC,0.0,2013
176746,0.0,2012.0,LC,0.0,2013
176748,0.0,2012.0,LC,0.0,2013
176750,0.0,2012.0,LC,0.0,2013
176752,0.0,2012.0,LC,0.0,2013
176754,0.0,2012.0,LC,0.0,2013
176755,0.0,2012.0,LC,0.0,2013
176756,0.0,2012.0,LC,0.0,2013
176757,0.0,2012.0,LC,0.0,2013
176761,0.0,2012.0,LC,0.0,2013
176763,0.0,2012.0,EN,0.6,2013
176765,0.0,2012.0,LC,0.0,2013
176766,0.0,2012.0,LC,0.0,2013
176767,0.0,2012.0,LC,0.0,2013
176769,0.0,2012.0,LC,0.0,2013
176770,0.0,2012.0,CR,0.8,2013
176771,0.0,2012.0,LC,0.0,2013
176777,0.0,2012.0,VU,0.4,2013
176787,0.0,2012.0,LC,0.0,2013
177110,0.0,2012.0,LC,0.0,2013
177445,0.0,2012.0,LC,0.0,2013
177527,0.0,2012.0,LC,0.0,2013
177934,0.0,2012.0,LC,0.0,2013
177949,0.0,2012.0,LC,0.0,2013
177950,0.0,2012.0,LC,0.0,2013
177951,0.0,2012.0,LC,0.0,2013
177953,0.0,2012.0,LC,0.0,2013
177955,0.0,2012.0,LC,0.0,2013
177957,0.0,2012.0,LC,0.0,2013
177958,0.0,2012.0,LC,0.0,2013
177959,0.0,2012.0,LC,0.0,2013
177960,0.0,2012.0,LC,0.0,2013
177961,0.0,2012.0,LC,0.0,2013
177962,0.0,2012.0,LC,0.0,2013
177963,0.0,2012.0,LC,0.0,2013
177964,0.0,2012.0,LC,0.0,2013
177965,0.0,2012.0,LC,0.0,2013
177966,0.0,2012.0,VU,0.4,2013
177967,0.0,2012.0,LC,0.0,2013
177968,0.0,2012.0,LC,0.0,2013
177969,0.0,2012.0,LC,0.0,2013
177970,0.0,2012.0,LC,0.0,2013
177971,0.0,2012.0,LC,0.0,2013
177972,0.0,2012.0,LC,0.0,2013
177974,0.0,2012.0,LC,0.0,2013
177975,0.0,2012.0,LC,0.0,2013
177976,0.0,2012.0,LC,0.0,2013
177977,0.0,2012.0,LC,0.0,2013
177978,0.0,2012.0,LC,0.0,2013
177979,0.0,2012.0,LC,0.0,2013
177980,0.0,2012.0,LC,0.0,2013
177981,0.0,2012.0,LC,0.0,2013
177982,0.0,2012.0,LC,0.0,2013
177983,0.0,2012.0,LC,0.0,2013
177985,0.0,2012.0,LC,0.0,2013
177986,0.0,2012.0,LC,0.0,2013
177987,0.0,2012.0,LC,0.0,2013
177988,0.0,2012.0,LC,0.0,2013
177989,0.0,2012.0,LC,0.0,2013
177990,0.0,2012.0,LC,0.0,2013
177991,0.0,2012.0,LC,0.0,2013
177992,0.0,2012.0,LC,0.0,2013
177993,0.0,2012.0,LC,0.0,2013
177994,0.0,2012.0,LC,0.0,2013
177995,0.0,2012.0,LC,0.0,2013
177997,0.0,2012.0,LC,0.0,2013
177998,0.0,2012.0,LC,0.0,2013
177999,0.0,2012.0,LC,0.0,2013
178000,0.0,2012.0,LC,0.0,2013
178002,0.0,2012.0,LC,0.0,2013
178004,0.0,2012.0,LC,0.0,2013
178005,0.0,2012.0,LC,0.0,2013
178006,0.0,2012.0,LC,0.0,2013
178007,0.0,2012.0,LC,0.0,2013
178008,0.0,2012.0,LC,0.0,2013
178009,0.0,2012.0,LC,0.0,2013
178010,0.0,2012.0,LC,0.0,2013
178011,0.0,2012.0,LC,0.0,2013
178012,0.0,2012.0,LC,0.0,2013
178013,0.0,2012.0,LC,0.0,2013
178014,0.0,2012.0,LC,0.0,2013
178015,0.0,2012.0,LC,0.0,2013
178016,0.0,2012.0,LC,0.0,2013
178017,0.0,2012.0,LC,0.0,2013
178018,0.0,2012.0,LC,0.0,2013
178019,0.0,2012.0,LC,0.0,2013
178020,0.0,2012.0,LC,0.0,2013
178021,0.0,2012.0,LC,0.0,2013
178022,0.0,2012.0,LC,0.0,2013
178023,0.0,2012.0,LC,0.0,2013
178024,0.0,2012.0,LC,0.0,2013
178025,0.0,2012.0,LC,0.0,2013
178027,0.0,2012.0,LC,0.0,2013
178043,0.0,2012.0,LC,0.0,2013
178054,0.0,2012.0,LC,0.0,2013
178060,0.0,2012.0,LC,0.0,2013
178062,0.0,2012.0,LC,0.0,2013
178063,0.0,2012.0,LC,0.0,2013
178064,0.0,2012.0,LC,0.0,2013
178065,0.0,2012.0,LC,0.0,2013
178066,0.0,2012.0,LC,0.0,2013
178067,0.0,2012.0,LC,0.0,2013
178070,0.0,2012.0,LC,0.0,2013
178072,0.0,2012.0,LC,0.0,2013
178074,0.0,2012.0,LC,0.0,2013
178100,0.0,2012.0,LC,0.0,2013
178102,0.0,2012.0,LC,0.0,2013
178105,0.0,2012.0,LC,0.0,2013
178106,0.0,2012.0,LC,0.0,2013
178107,0.0,2012.0,LC,0.0,2013
178111,0.0,2012.0,LC,0.0,2013
178201,0.0,2012.0,LC,0.0,2013
178223,0.0,2012.0,NT,0.2,2013
178256,0.0,2012.0,LC,0.0,2013
178264,0.0,2012.0,NT,0.2,2013
178301,0.0,2012.0,LC,0.0,2013
178311,0.0,2012.0,LC,0.0,2013
178323,0.0,2012.0,NT,0.2,2013
178326,0.0,2012.0,VU,0.4,2013
178327,0.0,2012.0,LC,0.0,2013
178336,0.0,2012.0,LC,0.0,2013
178396,0.0,2012.0,EN,0.6,2013
178398,0.0,2012.0,LC,0.0,2013
178423,0.0388,2012.0,CR,0.8,2013
178451,0.0,2012.0,NT,0.2,2013
178452,0.0,2012.0,LC,0.0,2013
178465,0.0,2012.0,LC,0.0,2013
178503,0.0,2012.0,LC,0.0,2013
178510,0.0,2012.0,LC,0.0,2013
178520,0.0,2012.0,LC,0.0,2013
178537,0.0,2012.0,LC,0.0,2013
178550,0.0,2012.0,LC,0.0,2013
178564,0.0,2012.0,VU,0.4,2013
178580,0.0,2012.0,LC,0.0,2013
178586,0.0,2012.0,LC,0.0,2013
178616,0.0,2012.0,LC,0.0,2013
178624,0.0,2012.0,LC,0.0,2013
178628,0.0,2012.0,LC,0.0,2013
178744,0.0,2012.0,EN,0.6,2013
178796,0.0,2012.0,LC,0.0,2013
178797,0.0,2012.0,LC,0.0,2013
178798,0.0,2012.0,LC,0.0,2013
178799,0.0,2012.0,CR,0.8,2013
178800,0.0,2012.0,LC,0.0,2013
178801,0.0,2012.0,VU,0.4,2013
178802,0.0,2012.0,LC,0.0,2013
178803,0.0,2012.0,LC,0.0,2013
178804,0.0,2012.0,LC,0.0,2013
178805,0.0,2012.0,LC,0.0,2013
178806,0.0,2012.0,LC,0.0,2013
178807,0.0,2012.0,EN,0.6,2013
178808,0.0,2012.0,EN,0.6,2013
178809,0.0,2012.0,VU,0.4,2013
178810,0.0,2012.0,LC,0.0,2013
178811,0.0,2012.0,LC,0.0,2013
178812,0.0,2012.0,LC,0.0,2013
178813,0.0,2012.0,LC,0.0,2013
178814,0.0,2012.0,NT,0.2,2013
178815,0.0,2012.0,EN,0.6,2013
178816,0.0,2012.0,NT,0.2,2013
178817,0.0,2012.0,LC,0.0,2013
178818,0.0,2012.0,LC,0.0,2013
178819,0.0,2012.0,LC,0.0,2013
178820,0.0,2012.0,LC,0.0,2013
178821,0.0,2012.0,LC,0.0,2013
178822,0.0,2012.0,LC,0.0,2013
178823,0.0,2012.0,LC,0.0,2013
178824,0.0,2012.0,LC,0.0,2013
178825,0.0,2012.0,LC,0.0,2013
178826,0.0,2012.0,LC,0.0,2013
178827,0.0,2012.0,LC,0.0,2013
178828,0.0,2012.0,LC,0.0,2013
178829,0.0,2012.0,LC,0.0,2013
178830,0.0,2012.0,LC,0.0,2013
178831,0.0,2012.0,NT,0.2,2013
178832,0.0,2012.0,LC,0.0,2013
178833,0.0,2012.0,VU,0.4,2013
178834,0.0,2012.0,CR,0.8,2013
178835,0.0,2012.0,NT,0.2,2013
178837,0.0,2012.0,LC,0.0,2013
178838,0.0,2012.0,LC,0.0,2013
178839,0.0,2012.0,NT,0.2,2013
178840,0.0,2012.0,LC,0.0,2013
178841,0.0,2012.0,LC,0.0,2013
178842,0.0,2012.0,LC,0.0,2013
178843,0.0,2012.0,LC,0.0,2013
178844,0.0,2012.0,VU,0.4,2013
178845,0.0,2012.0,LC,0.0,2013
178846,0.0,2012.0,LC,0.0,2013
178847,0.0,2012.0,VU,0.4,2013
178849,0.0,2012.0,LC,0.0,2013
178850,0.0,2012.0,LC,0.0,2013
178851,0.0,2012.0,LC,0.0,2013
178852,0.0,2012.0,LC,0.0,2013
178853,0.0,2012.0,NT,0.2,2013
178854,0.0,2012.0,LC,0.0,2013
178855,0.0,2012.0,LC,0.0,2013
178856,0.0,2012.0,NT,0.2,2013
178857,0.0,2012.0,LC,0.0,2013
178858,0.0,2012.0,VU,0.4,2013
178889,0.0,2012.0,LC,0.0,2013
178890,0.0,2012.0,LC,0.0,2013
178891,0.0,2012.0,LC,0.0,2013
178892,0.0,2012.0,LC,0.0,2013
178894,0.0,2012.0,LC,0.0,2013
178895,0.0,2012.0,LC,0.0,2013
178896,0.0,2012.0,LC,0.0,2013
178897,0.0,2012.0,LC,0.0,2013
178898,0.0,2012.0,LC,0.0,2013
178899,0.0,2012.0,LC,0.0,2013
178901,0.0,2012.0,LC,0.0,2013
178902,0.0,2012.0,LC,0.0,2013
178903,0.0,2012.0,LC,0.0,2013
178904,0.0,2012.0,LC,0.0,2013
178905,0.0,2012.0,LC,0.0,2013
178906,0.0,2012.0,LC,0.0,2013
178909,0.0,2012.0,LC,0.0,2013
178910,0.0,2012.0,LC,0.0,2013
178911,0.0,2012.0,LC,0.0,2013
178912,0.0,2012.0,LC,0.0,2013
178913,0.0,2012.0,LC,0.0,2013
178914,0.0,2012.0,LC,0.0,2013
178915,0.0,2012.0,LC,0.0,2013
178916,0.0,2012.0,LC,0.0,2013
178917,0.0,2012.0,LC,0.0,2013
178918,0.0,2012.0,LC,0.0,2013
178919,0.0,2012.0,LC,0.0,2013
178920,0.0,2012.0,LC,0.0,2013
178928,0.0,2012.0,LC,0.0,2013
178929,0.0,2012.0,LC,0.0,2013
178932,0.0,2012.0,LC,0.0,2013
178934,0.0,2012.0,LC,0.0,2013
178936,0.0,2012.0,LC,0.0,2013
178937,0.0,2012.0,LC,0.0,2013
178939,0.0,2012.0,LC,0.0,2013
178941,0.0,2012.0,LC,0.0,2013
178942,0.0,2012.0,LC,0.0,2013
178943,0.0,2012.0,LC,0.0,2013
