"Taxonid","FAO_rgn","ohi_rgn","year","bbmsy"
600078,47,199,2008,0.36
600078,47,199,2009,0.33
600078,47,199,2010,0.26
600078,47,200,2005,0.45
600078,47,200,2006,0.44
600078,47,200,2007,0.39
600078,47,200,2008,0.36
600078,47,200,2009,0.33
600078,47,200,2010,0.26
600107,21,163,2005,1.25
600107,21,163,2006,1.3
600107,21,163,2007,1.35
600107,21,163,2008,1.4
600107,21,163,2009,1.4
600107,21,163,2010,1.4
600107,21,218,2005,1.25
600107,21,218,2006,1.3
600107,21,218,2007,1.35
600107,21,218,2008,1.4
600107,21,218,2009,1.4
600107,21,218,2010,1.4
600107,27,55,2005,1.87
600107,27,55,2006,1.88
600107,27,55,2007,1.89
600107,27,55,2008,1.9
600107,27,55,2009,1.88
600107,27,55,2010,1.84
600107,27,57,2005,1.87
600107,27,57,2006,1.88
600107,27,57,2007,1.89
600107,27,57,2008,1.9
600107,27,57,2009,1.88
600107,27,57,2010,1.84
600107,27,60,2005,1.87
600107,27,60,2006,1.88
600107,27,60,2007,1.89
600107,27,60,2008,1.9
600107,27,60,2009,1.88
600107,27,60,2010,1.84
600107,27,179,2005,1.25
600107,27,179,2006,1.3
600107,27,179,2007,1.35
600107,27,179,2008,1.4
600107,27,179,2009,1.4
600107,27,179,2010,1.4
600107,27,180,2005,1.25
600107,27,180,2006,1.3
600107,27,180,2007,1.35
600107,27,180,2008,1.4
600107,27,180,2009,1.4
600107,27,180,2010,1.4
600107,27,181,2005,1.25
600107,27,181,2006,1.3
600107,27,181,2007,1.35
600107,27,181,2008,1.4
600107,27,181,2009,1.4
600107,27,181,2010,1.4
600107,27,182,2005,1.86550557423845
600107,27,182,2006,1.87579553719081
600107,27,182,2007,1.88608550014317
600107,27,182,2008,1.89637546309553
600107,27,182,2009,1.87652044457171
600107,27,182,2010,1.83681040752406
600107,27,183,2005,1.87
600107,27,183,2006,1.88
600107,27,183,2007,1.89
600107,27,183,2008,1.9
600107,27,183,2009,1.88
600107,27,183,2010,1.84
600107,31,108,2005,1.25
600107,31,108,2006,1.3
600107,31,108,2007,1.35
600107,31,108,2008,1.4
600107,31,108,2009,1.4
600107,31,108,2010,1.4
600107,31,110,2005,1.25
600107,31,110,2006,1.3
600107,31,110,2007,1.35
600107,31,110,2008,1.4
600107,31,110,2009,1.4
600107,31,110,2010,1.4
600107,31,114,2005,1.25
600107,31,114,2006,1.3
600107,31,114,2007,1.35
600107,31,114,2008,1.4
600107,31,114,2009,1.4
600107,31,114,2010,1.4
600107,31,115,2005,1.25
600107,31,115,2006,1.3
600107,31,115,2007,1.35
600107,31,115,2008,1.4
600107,31,115,2009,1.4
600107,31,115,2010,1.4
600107,31,116,2005,1.25
600107,31,116,2006,1.3
600107,31,116,2007,1.35
600107,31,116,2008,1.4
600107,31,116,2009,1.4
600107,31,116,2010,1.4
600107,31,117,2005,1.25
600107,31,117,2006,1.3
600107,31,117,2007,1.35
600107,31,117,2008,1.4
600107,31,117,2009,1.4
600107,31,117,2010,1.4
600107,31,118,2005,1.25
600107,31,118,2006,1.3
600107,31,118,2007,1.35
600107,31,118,2008,1.4
600107,31,118,2009,1.4
600107,31,118,2010,1.4
600107,31,119,2005,1.25
600107,31,119,2006,1.3
600107,31,119,2007,1.35
600107,31,119,2008,1.4
600107,31,119,2009,1.4
600107,31,119,2010,1.4
600107,31,120,2005,1.25
600107,31,120,2006,1.3
600107,31,120,2007,1.35
600107,31,120,2008,1.4
600107,31,120,2009,1.4
600107,31,120,2010,1.4
600107,31,121,2005,1.25
600107,31,121,2006,1.3
600107,31,121,2007,1.35
600107,31,121,2008,1.4
600107,31,121,2009,1.4
600107,31,121,2010,1.4
600107,31,122,2005,1.25
600107,31,122,2006,1.3
600107,31,122,2007,1.35
600107,31,122,2008,1.4
600107,31,122,2009,1.4
600107,31,122,2010,1.4
600107,31,123,2005,1.25
600107,31,123,2006,1.3
600107,31,123,2007,1.35
600107,31,123,2008,1.4
600107,31,123,2009,1.4
600107,31,123,2010,1.4
600107,31,124,2005,1.25
600107,31,124,2006,1.3
600107,31,124,2007,1.35
600107,31,124,2008,1.4
600107,31,124,2009,1.4
600107,31,124,2010,1.4
600107,31,125,2005,1.25
600107,31,125,2006,1.3
600107,31,125,2007,1.35
600107,31,125,2008,1.4
600107,31,125,2009,1.4
600107,31,125,2010,1.4
600107,31,126,2005,1.25
600107,31,126,2006,1.3
600107,31,126,2007,1.35
600107,31,126,2008,1.4
600107,31,126,2009,1.4
600107,31,126,2010,1.4
600107,31,127,2005,1.25
600107,31,127,2006,1.3
600107,31,127,2007,1.35
600107,31,127,2008,1.4
600107,31,127,2009,1.4
600107,31,127,2010,1.4
600107,31,129,2005,1.25
600107,31,129,2006,1.3
600107,31,129,2007,1.35
600107,31,129,2008,1.4
600107,31,129,2009,1.4
600107,31,129,2010,1.4
600107,31,130,2005,1.25
600107,31,130,2006,1.3
600107,31,130,2007,1.35
600107,31,130,2008,1.4
600107,31,130,2009,1.4
600107,31,130,2010,1.4
600107,31,131,2005,1.25
600107,31,131,2006,1.3
600107,31,131,2007,1.35
600107,31,131,2008,1.4
600107,31,131,2009,1.4
600107,31,131,2010,1.4
600107,31,132,2005,1.25
600107,31,132,2006,1.3
600107,31,132,2007,1.35
600107,31,132,2008,1.4
600107,31,132,2009,1.4
600107,31,132,2010,1.4
600107,31,133,2005,1.25
600107,31,133,2006,1.3
600107,31,133,2007,1.35
600107,31,133,2008,1.4
600107,31,133,2009,1.4
600107,31,133,2010,1.4
600107,31,135,2005,1.25
600107,31,135,2006,1.3
600107,31,135,2007,1.35
600107,31,135,2008,1.4
600107,31,135,2009,1.4
600107,31,135,2010,1.4
600107,31,139,2005,1.25
600107,31,139,2006,1.3
600107,31,139,2007,1.35
600107,31,139,2008,1.4
600107,31,139,2009,1.4
600107,31,139,2010,1.4
600107,31,140,2005,1.25
600107,31,140,2006,1.3
600107,31,140,2007,1.35
600107,31,140,2008,1.4
600107,31,140,2009,1.4
600107,31,140,2010,1.4
600107,31,163,2005,1.25
600107,31,163,2006,1.3
600107,31,163,2007,1.35
600107,31,163,2008,1.4
600107,31,163,2009,1.4
600107,31,163,2010,1.4
600107,31,164,2005,1.25
600107,31,164,2006,1.3
600107,31,164,2007,1.35
600107,31,164,2008,1.4
600107,31,164,2009,1.4
600107,31,164,2010,1.4
600107,31,166,2005,1.25
600107,31,166,2006,1.3
600107,31,166,2007,1.35
600107,31,166,2008,1.4
600107,31,166,2009,1.4
600107,31,166,2010,1.4
600107,31,167,2005,1.25
600107,31,167,2006,1.3
600107,31,167,2007,1.35
600107,31,167,2008,1.4
600107,31,167,2009,1.4
600107,31,167,2010,1.4
600107,31,168,2005,1.25
600107,31,168,2006,1.3
600107,31,168,2007,1.35
600107,31,168,2008,1.4
600107,31,168,2009,1.4
600107,31,168,2010,1.4
600107,31,169,2005,1.25
600107,31,169,2006,1.3
600107,31,169,2007,1.35
600107,31,169,2008,1.4
600107,31,169,2009,1.4
600107,31,169,2010,1.4
600107,31,171,2005,1.25
600107,31,171,2006,1.3
600107,31,171,2007,1.35
600107,31,171,2008,1.4
600107,31,171,2009,1.4
600107,31,171,2010,1.4
600107,31,179,2005,1.25
600107,31,179,2006,1.3
600107,31,179,2007,1.35
600107,31,179,2008,1.4
600107,31,179,2009,1.4
600107,31,179,2010,1.4
600107,31,220,2005,1.25
600107,31,220,2006,1.3
600107,31,220,2007,1.35
600107,31,220,2008,1.4
600107,31,220,2009,1.4
600107,31,220,2010,1.4
600107,31,221,2005,1.25
600107,31,221,2006,1.3
600107,31,221,2007,1.35
600107,31,221,2008,1.4
600107,31,221,2009,1.4
600107,31,221,2010,1.4
600107,31,244,2005,1.25
600107,31,244,2006,1.3
600107,31,244,2007,1.35
600107,31,244,2008,1.4
600107,31,244,2009,1.4
600107,31,244,2010,1.4
600107,31,245,2005,1.25
600107,31,245,2006,1.3
600107,31,245,2007,1.35
600107,31,245,2008,1.4
600107,31,245,2009,1.4
600107,31,245,2010,1.4
600107,31,248,2005,1.25
600107,31,248,2006,1.3
600107,31,248,2007,1.35
600107,31,248,2008,1.4
600107,31,248,2009,1.4
600107,31,248,2010,1.4
600107,31,249,2005,1.25
600107,31,249,2006,1.3
600107,31,249,2007,1.35
600107,31,249,2008,1.4
600107,31,249,2009,1.4
600107,31,249,2010,1.4
600107,31,250,2005,1.25
600107,31,250,2006,1.3
600107,31,250,2007,1.35
600107,31,250,2008,1.4
600107,31,250,2009,1.4
600107,31,250,2010,1.4
600107,34,55,2005,1.87
600107,34,55,2006,1.88
600107,34,55,2007,1.89
600107,34,55,2008,1.9
600107,34,55,2009,1.88
600107,34,55,2010,1.84
600107,34,56,2005,1.87
600107,34,56,2006,1.88
600107,34,56,2007,1.89
600107,34,56,2008,1.9
600107,34,56,2009,1.88
600107,34,56,2010,1.84
600107,34,57,2005,1.87
600107,34,57,2006,1.88
600107,34,57,2007,1.89
600107,34,57,2008,1.9
600107,34,57,2009,1.88
600107,34,57,2010,1.84
600107,34,58,2005,1.87
600107,34,58,2006,1.88
600107,34,58,2007,1.89
600107,34,58,2008,1.9
600107,34,58,2009,1.88
600107,34,58,2010,1.84
600107,34,60,2005,1.87
600107,34,60,2006,1.88
600107,34,60,2007,1.89
600107,34,60,2008,1.9
600107,34,60,2009,1.88
600107,34,60,2010,1.84
600107,34,62,2005,1.87
600107,34,62,2006,1.88
600107,34,62,2007,1.89
600107,34,62,2008,1.9
600107,34,62,2009,1.88
600107,34,62,2010,1.84
600107,34,64,2005,1.87
600107,34,64,2006,1.88
600107,34,64,2007,1.89
600107,34,64,2008,1.9
600107,34,64,2009,1.88
600107,34,64,2010,1.84
600107,34,65,2005,1.87
600107,34,65,2006,1.88
600107,34,65,2007,1.89
600107,34,65,2008,1.9
600107,34,65,2009,1.88
600107,34,65,2010,1.84
600107,34,66,2005,1.87
600107,34,66,2006,1.88
600107,34,66,2007,1.89
600107,34,66,2008,1.9
600107,34,66,2009,1.88
600107,34,66,2010,1.84
600107,34,85,2005,1.87
600107,34,85,2006,1.88
600107,34,85,2007,1.89
600107,34,85,2008,1.9
600107,34,85,2009,1.88
600107,34,85,2010,1.84
600107,34,96,2005,1.87
600107,34,96,2006,1.88
600107,34,96,2007,1.89
600107,34,96,2008,1.9
600107,34,96,2009,1.88
600107,34,96,2010,1.84
600107,34,97,2005,1.87
600107,34,97,2006,1.88
600107,34,97,2007,1.89
600107,34,97,2008,1.9
600107,34,97,2009,1.88
600107,34,97,2010,1.84
600107,34,98,2005,1.87
600107,34,98,2006,1.88
600107,34,98,2007,1.89
600107,34,98,2008,1.9
600107,34,98,2009,1.88
