ISSCAAP,TAXOCODE,speciesIDpresent,3A_CODE,Scientific_name,English_name
38,1080100106,6,GAM,Galeus murinus,Mouse catshark
38,1080100107,7,GAN,Galeus nipponensis,Broadfin sawtail catshark
38,1080100108,8,GAP,Galeus piperatus,Peppered catshark
38,1080100109,9,GAQ,Galeus polli,African sawtail catshark
38,1080100110,10,GAI,Galeus sauteri,Blacktip sawtail catshark
38,1080100111,11,GAH,Galeus schultzi,Dwarf sawtail catshark
38,1080100112,12,GHA,Galeus atlanticus,Atlantic sawtail catshark
38,10801001XX,XX,GAU,Galeus spp,Crest-tail catsharks nei
38,1080100301,1,SYC,Scyliorhinus canicula,Small-spotted catshark
38,1080100302,2,SYT,Scyliorhinus stellaris,Nursehound
38,1080100303,3,SYB,Scyliorhinus besnardi,Polkadot catshark
38,1080100304,4,SYA,Scyliorhinus boa,Boa catshark
38,1080100305,5,SYP,Scyliorhinus capensis,Yellowspotted catshark
38,1080100306,6,SYE,Scyliorhinus cervigoni,West African catshark
38,1080100307,7,SYG,Scyliorhinus garmani,Brownspotted catshark
38,1080100308,8,SYH,Scyliorhinus haeckelii,Freckled catshark
38,1080100309,9,SYU,Scyliorhinus hesperius,Whitesaddled catshark
38,1080100310,10,SYM,Scyliorhinus meadi,Blotched catshark
38,1080100311,11,SYF,Scyliorhinus retifer,Chain catshark
38,1080100312,12,SYK,Scyliorhinus tokubee,
38,1080100313,13,SYZ,Scyliorhinus torazame,Cloudy catshark
38,1080100314,14,SYI,Scyliorhinus torrei,Dwarf catshark
38,10801003XX,XX,SCL,Scyliorhinus spp,"Catsharks, nursehounds nei"
38,1080100401,1,SHV,Schroederichthys bivius,Narrowmouthed catshark
38,1080100402,2,SHY,Schroederichthys chilensis,Redspotted catshark
38,1080100403,3,SHU,Schroederichthys maculatus,Narrowtail catshark
38,1080100404,4,SHN,Schroederichthys tenuis,Slender catshark
38,1080100501,1,ASY,Asymbolus analis,Australian spotted catshark
38,1080100502,2,ASV,Asymbolus vincenti,Gulf catshark
38,10801005XX,XX,AXM,Asymbolus spp,
38,1080100701,1,ATM,Atelomycterus macleayi,Australian marbled catshark
38,1080100702,2,ATY,Atelomycterus marmoratus,Coral catshark
38,1080100901,1,HPE,Haploblepharus edwardsii,Puffadder shyshark
38,1080100902,2,HPF,Haploblepharus fuscus,Brown shyshark
38,1080100903,3,HPP,Haploblepharus pictus,Dark shyshark
38,1080101101,1,HOP,Holohalaelurus punctatus,African spotted catshark
38,1080101102,2,HOR,Holohalaelurus regani,Izak catshark
38,1080101301,1,PAH,Parmaturus campechiensis,Campeche catshark
38,1080101302,2,PAE,Parmaturus macmillani,McMillan's cat shark
38,1080101303,3,PAV,Parmaturus melanobranchius,Blackgill catshark
38,1080101304,4,PAW,Parmaturus pilosus,Salamander shark
38,1080101305,5,PAY,Parmaturus xaniurus,Filetail catshark
38,1080101401,1,CSA,Apristurus acanutus,
38,1080101402,2,CSU,Apristurus atlanticus,Atlantic ghost catshark
38,1080101403,3,CSN,Apristurus brunneus,Brown catshark
38,1080101404,4,CSQ,Apristurus canutus,Hoary catshark
38,1080101405,5,CSG,Apristurus gibbosus,
38,1080101406,6,CSW,Apristurus herklotsi,Longfin catshark
38,1080101407,7,APD,Apristurus indicus,Smallbelly catshark
38,1080101408,8,APV,Apristurus investigatoris,Broadnose catshark
38,1080101409,9,CSJ,Apristurus japonicus,Japanese catshark
38,1080101410,10,CSZ,Apristurus kampae,Longnose catshark
38,1080101411,11,APQ,Apristurus laurussonii,Iceland catshark
38,1080101412,12,CSF,Apristurus longicephalus,Longhead catshark
38,1080101413,13,CSX,Apristurus macrorhynchus,Flathead catshark
38,1080101414,14,APM,Apristurus macrostomus,
38,1080101415,15,APF,Apristurus maderensis,Madeira catshark
38,1080101416,16,APA,Apristurus manis,Ghost catshark
38,1080101417,17,APX,Apristurus microps,Smalleye catshark
38,1080101418,18,APY,Apristurus micropterygeus,
38,1080101419,19,APW,Apristurus nasutus,Largenose catshark
38,1080101420,20,APK,Apristurus parvipinnis,Smallfin catshark
38,1080101421,21,APZ,Apristurus platyrhynchus,Spatulasnout catshark
38,1080101422,22,APP,Apristurus profundorum,Deep-water catshark
38,1080101423,23,CSV,Apristurus riveri,Broadgill catshark
38,1080101424,24,APC,Apristurus saldanha,Saldanha catshark
38,1080101425,25,APJ,Apristurus sibogae,Pale catshark
38,1080101426,26,ASI,Apristurus sinensis,South China catshark
38,1080101427,27,ASO,Apristurus spongiceps,Spongehead catshark
38,1080101428,28,ASE,Apristurus stenseni,Panama ghost catshark
38,1080101429,29,ASW,Apristurus verweyi,Borneo catshark
38,10801014XX,XX,API,Apristurus spp,Deep-water catsharks
38,1080102801,1,AUK,Aulohalaelurus kanakorum,Kanakorum catshark
38,1080102802,2,AUL,Aulohalaelurus labiosus,Australian blackspot catshark
38,1080103001,1,HAA,Halaelurus alcocki,Arabian catshark
38,1080103002,2,HAB,Halaelurus boesemani,Speckled catshark
38,1080103003,3,HAE,Halaelurus buergeri,Blackspotted catshark
38,1080103004,4,HAN,Halaelurus canescens,Dusky catshark
38,1080103005,5,HAO,Halaelurus dawsoni,New Zealand catshark
38,1080103006,6,HAH,Halaelurus hispidus,Bristly catshark
38,1080103007,7,HAV,Halaelurus immaculatus,Spotless catshark
38,1080103008,8,HAY,Halaelurus lineatus,Lined catshark
38,1080103009,9,HAG,Halaelurus lutarius,Mud catshark
38,1080103010,10,HAK,Halaelurus natalensis,Tiger catshark
38,1080103011,11,HAQ,Halaelurus quagga,Quagga catshark
38,1080103101,1,PEU,Pentanchus profundicolus,Onefin catshark
38,1080103401,1,CPF,Cephaloscyllium fasciatum,Reticulated swellshark
38,1080103402,2,CPS,Cephaloscyllium isabellum,Draughtsboard shark
38,1080103403,3,CPT,Cephaloscyllium laticeps,Australian swellshark
38,1080103404,4,CPN,Cephaloscyllium nascione,Whitefinned swellshark
38,1080103405,5,CPA,Cephaloscyllium silasi,Indian swellshark
38,1080103406,6,CPH,Cephaloscyllium sufflans,Balloon shark
38,1080103407,7,CPB,Cephaloscyllium umbratile,Blotchy swell shark
38,1080103408,8,CPV,Cephaloscyllium ventriosum,Swellshark
38,1080103501,1,CPC,Cephalurus cephalus,Lollipop catshark
38,1080103601,1,POU,Poroderma africanum,Striped catshark
38,1080103602,2,POE,Poroderma marleyi,Barbeled catshark
38,1080103603,3,POH,Poroderma pantherinum,Leopard catshark
38,10801XXXXX,XX,SYX,Scyliorhinidae,"Catsharks, etc. nei"
38,1080200401,1,BSH,Prionace glauca,Blue shark
38,1080200501,1,CIO,Isogomphodon oxyrhynchus,Daggernose shark
38,1080200701,1,LMT,Lamiopsis temmincki,Broadfin shark
38,1080200801,1,CNX,Nasolamia velox,Whitenose shark
38,1080201001,1,CCP,Carcharhinus plumbeus,Sandbar shark
38,1080201002,2,CCY,Carcharhinus amblyrhynchoides,Graceful shark
38,1080201003,3,CCL,Carcharhinus limbatus,Blacktip shark
38,1080201005,5,BLR,Carcharhinus melanopterus,Blacktip reef shark
38,1080201006,6,AML,Carcharhinus amblyrhynchos,Grey reef shark
38,1080201007,7,CCF,Carcharhinus amboinensis,Pigeye shark
38,1080201008,8,CCX,Carcharhinus borneensis,Borneo shark
38,1080201009,9,CCN,Carcharhinus acronotus,Blacknose shark
38,1080201010,10,CCC,Carcharhinus cautus,Nervous shark
38,1080201011,11,OCS,Carcharhinus longimanus,Oceanic whitetip shark
38,1080201012,12,CCR,Carcharhinus porosus,Smalltail shark
38,1080201014,14,CCD,Carcharhinus dussumieri,Whitecheek shark
38,1080201015,15,CCZ,Carcharhinus fitzroyensis,Creek whaler
38,1080201016,16,DUS,Carcharhinus obscurus,Dusky shark
38,1080201017,17,FAL,Carcharhinus falciformis,Silky shark
38,1080201018,18,CCE,Carcharhinus leucas,Bull shark
38,1080201019,19,ALS,Carcharhinus albimarginatus,Silvertip shark
38,1080201020,20,BRO,Carcharhinus brachyurus,Copper shark
38,1080201021,21,CCB,Carcharhinus brevipinna,Spinner shark
38,1080201022,22,CCI,Carcharhinus sealei,Blackspot shark
38,1080201023,23,CCS,Carcharhinus signatus,Night shark
38,1080201024,24,CCM,Carcharhinus macloti,Hardnose shark
38,1080201025,25,CCO,Carcharhinus isodon,Finetooth shark
38,1080201026,26,CCA,Carcharhinus altimus,Bignose shark
38,1080201027,27,CCG,Carcharhinus galapagensis,Galapagos shark
38,1080201028,28,CCK,Carcharhinus hemiodon,Pondicherry shark
38,1080201029,29,CCJ,Carcharhinus leiodon,
38,1080201030,30,CCV,Carcharhinus perezi,Caribbean reef shark
38,1080201031,31,CCQ,Carcharhinus sorrah,Spot-tail shark
38,1080201032,32,CCU,Carcharhinus tilstoni,Australian blacktip shark
38,1080201033,33,CCW,Carcharhinus wheeleri,Blacktail reef shark
38,10802010XX,XX,CWZ,Carcharhinus spp,Carcharhinus sharks nei
38,1080201703,3,TIG,Galeocerdo cuvier,Tiger shark
38,1080202101,1,SLA,Scoliodon laticaudus,Spadenose shark
38,1080202201,1,TRB,Triaenodon obesus,Whitetip reef shark
38,1080202701,1,NGB,Negaprion brevirostris,Lemon shark
38,1080202702,2,NGA,Negaprion acutidens,Sicklefin lemon shark
38,1080203201,1,CLD,Loxodon macrorhinus,Sliteye shark
38,1080203301,1,CGA,Glyphis gangeticus,Ganges shark
38,1080203302,2,CGG,Glyphis glyphis,Speartooth shark
38,1080204001,1,RHT,Rhizoprionodon terraenovae,Atlantic sharpnose shark
38,1080204002,2,RHA,Rhizoprionodon acutus,Milk shark
38,1080204003,3,RHL,Rhizoprionodon lalandii,Brazilian sharpnose shark
38,1080204004,4,RHU,Rhizoprionodon longurio,Pacific sharpnose shark
38,1080204005,5,RHX,Rhizoprionodon oligolinx,Grey sharpnose shark
38,1080204006,6,RHR,Rhizoprionodon porosus,Caribbean sharpnose shark
38,1080204007,7,RHY,Rhizoprionodon taylori,Australian sharpnose shark
38,10802040XX,XX,RHZ,Rhizoprionodon spp,Sharpnose sharks nei
38,10802XXXXX,XX,RSK,Carcharhinidae,Requiem sharks nei
38,1080300401,1,EUB,Eusphyra blochii,Winghead shark
38,1080300501,1,SPZ,Sphyrna zygaena,Smooth hammerhead
38,1080300503,3,SSN,Sphyrna corona,Scalloped bonnethead
38,1080300504,4,SPV,Sphyrna couardi,Whitefin hammerhead
38,1080300506,6,SPL,Sphyrna lewini,Scalloped hammerhead
38,1080300507,7,SPE,Sphyrna media,Scoophead
38,1080300508,8,SPQ,Sphyrna tudes,Smalleye hammerhead
38,1080300509,9,SPJ,Sphyrna tiburo,Bonnethead
38,1080300510,10,SPK,Sphyrna mokarran,Great hammerhead
38,10803005XX,XX,SPN,Sphyrna spp,Hammerhead sharks nei
38,10803XXXXX,XX,SPY,Sphyrnidae,"Hammerhead sharks, etc. nei"
38,1080400701,1,CTU,Mustelus antarcticus,Gummy shark
38,1080400702,2,CTN,Mustelus californicus,Grey smooth-hound
38,1080400703,3,CTI,Mustelus canis,Dusky smooth-hound
38,1080400704,4,CTD,Mustelus dorsalis,Sharptooth smooth-hound
38,1080400705,5,CTF,Mustelus fasciatus,Striped smooth-hound
38,1080400706,6,CTE,Mustelus griseus,Spotless smooth-hound
38,1080400707,7,CTK,Mustelus henlei,Brown smooth-hound
38,1080400708,8,CTJ,Mustelus higmani,Smalleye smooth-hound
38,1080400709,9,MTL,Mustelus lenticulatus,Spotted estuary smooth-hound
38,1080400710,10,MUU,Mustelus lunulatus,Sicklefin smooth-hound
38,1080400711,11,MTZ,Mustelus manazo,Starspotted smooth-hound
38,1080400712,12,SDP,Mustelus schmitti,Narrownose smooth-hound
38,1080400713,13,SMD,Mustelus mustelus,Smooth-hound
38,1080400714,14,MTR,Mustelus norrisi,Narrowfin smooth-hound
38,1080400715,15,SDS,Mustelus asterias,Starry smooth-hound
38,1080400716,16,MTE,Mustelus mento,Speckled smooth-hound
38,1080400717,17,MTM,Mustelus mosis,Arabian smooth-hound
38,1080400718,18,MUP,Mustelus palumbes,Whitespotted smooth-hound
38,1080400720,20,MPT,Mustelus punctulatus,Blackspotted smooth-hound
38,1080400721,21,MUW,Mustelus whitneyi,Humpback smooth-hound
38,10804007XX,XX,SDV,Mustelus spp,Smooth-hounds nei
38,1080401103,3,GAG,Galeorhinus galeus,Tope shark
38,1080402301,1,TTA,Triakis acutipinna,Sharpfin houndshark
38,1080402302,2,LES,Triakis semifasciata,Leopard shark
38,1080402303,3,TTM,Triakis maculata,Spotted houndshark
38,1080402304,4,TTE,Triakis megalopterus,Sharptooth houndshark
38,1080402305,5,TTY,Triakis scyllium,Banded houndshark
38,1080402401,1,TIK,Iago garricki,Longnose houndshark
38,1080402402,2,TIO,Iago omanensis,Bigeye houndshark
38,1080402501,1,TGF,Gogolia filewoodi,Sailback houndshark
38,1080402701,1,THH,Hypogaleus hyugaensis,Blacktipe tope
38,1080402801,1,TFM,Furgaleus macki,Whiskery shark
38,1080402901,1,THJ,Hemitriakis japanica,Japanese topeshark
38,1080402902,2,THL,Hemitriakis leucoperiptera,Whitefin topeshark
38,1080403001,1,TSK,Scylliogaleus quecketti,Flapnose houndshark
38,10804XXXXX,XX,TRK,Triakidae,"Houndsharks, smoothhounds nei"
38,1080502801,1,PTM,Pseudotriakis microdon,False catshark
38,1080600101,1,HCM,Chaenogaleus macrostoma,Hooktooth shark
38,1080600201,1,HEE,Hemipristis elongata,Snaggletooth shark
38,1080600301,1,HEC,Paragaleus leucolomatus,Whitetip weasel shark
38,1080600302,2,HEI,Paragaleus pectoralis,Atlantic weasel shark
38,1080600303,3,HEN,Paragaleus tengi,Straight-tooth weasel shark
38,1080600304,4,IEI,Paragaleus randalli,Slender weasel shark
38,1080601801,1,HEH,Hemigaleus microstoma,Sicklefin weasel shark
38,1080702001,1,CLL,Leptocharias smithii,Barbeled houndshark
38,1080800101,1,CPE,Ctenacis fehlmanni,Harlequin catshark
38,1080800201,1,PEB,Eridacnis barbouri,Cuban ribbontail catshark
38,1080800202,2,PEA,Eridacnis radcliffei,Pygmy ribbontail catshark
38,1080800203,3,PED,Eridacnis sinuans,African ribbontail catshark
38,1080800301,1,CPG,Gollum attenuatus,Slender smooth-hound
38,1080800401,1,CPY,Proscyllium habereri,Graceful catshark
38,108XXXXXXX,XX,CVX,Carcharhiniformes,Ground sharks
38,1090100201,1,GSK,Somniosus microcephalus,Greenland shark
38,1090100202,2,SOR,Somniosus rostratus,Little sleeper shark
38,1090100203,3,SON,Somniosus pacificus,Pacific sleeper shark
38,1090100301,1,CHZ,Cirrhigaleus asper,Roughskin spurdog
38,1090100302,2,CHF,Cirrhigaleus barbifer,Mandarin dogfish
38,1090100401,1,EUZ,Euprotomicroides zantedeschia,Taillight shark
38,1090100501,1,HYY,Heteroscymnoides marleyi,Longnose pygmy shark
38,1090100701,1,QUB,Squalus blainville,Longnose spurdog
38,1090100702,2,QUC,Squalus cubensis,Cuban dogfish
38,1090100703,3,QUJ,Squalus japonicus,Japanese spurdog
38,1090100704,4,DGS,Squalus acanthias,Picked dogfish
38,1090100705,5,QUK,Squalus mitsukurii,Shortspine spurdog
38,1090100706,6,QUR,Squalus rancureli,Cyrano spurdog
38,1090100707,7,QUN,Squalus melanurus,Blacktailed spurdog
38,1090100708,8,DOP,Squalus megalops,Shortnose spurdog
38,10901007XX,XX,DGZ,Squalus spp,Dogfishes nei
38,1090100801,1,GUP,Centrophorus granulosus,Gulper shark
38,1090100802,2,CPU,Centrophorus uyato,Little gulper shark
38,1090100803,3,GUQ,Centrophorus squamosus,Leafscale gulper shark
38,1090100804,4,CPL,Centrophorus lusitanicus,Lowfin gulper shark
38,1090100805,5,CEA,Centrophorus acus,Needle dogfish
38,1090100806,6,CEU,Centrophorus harrissoni,Dumb gulper shark
38,1090100807,7,CEM,Centrophorus moluccensis,Smallfin gulper shark
38,1090100808,8,CEK,Centrophorus niaukang,Taiwan gulper shark
38,1090100809,9,CEE,Centrophorus tessellatus,Mosaic gulper shark
38,1090100810,10,GVA,Centrophorus atromarginatus,Blackfin gulper shark
38,1090100811,11,GVI,Centrophorus isodon,Black gulper shark
38,10901008XX,XX,CWO,Centrophorus spp,Gulper sharks nei
38,1090101001,1,ETX,Etmopterus spinax,Velvet belly
38,1090101002,2,ETB,Etmopterus bigelowi,Blurred smooth lantern shark
38,1090101003,3,ETH,Etmopterus brachyurus,Shorttail lanternshark
38,1090101004,4,ETU,Etmopterus bullisi,Lined lanternshark
38,1090101005,5,ETR,Etmopterus princeps,Great lanternshark
38,1090101006,6,ETP,Etmopterus pusillus,Smooth lanternshark
38,1090101007,7,ETI,Etmopterus gracilispinis,Broadbanded lanternshark
38,1090101008,8,ETM,Etmopterus granulosus,Southern lanternshark(Lucifer)
38,1090101009,9,ETN,Etmopterus hillianus,Carribean lanternshark
38,1090101010,10,ETF,Etmopterus lucifer,Blackbelly lanternshark
38,1090101011,11,ETL,Etmopterus molleri,Mollers lantern shark
38,1090101012,12,ETT,Etmopterus polli,African lanternshark
38,1090101013,13,ETZ,Etmopterus schultzi,Fringfin lanternshark
38,1090101014,14,ETQ,Etmopterus sentosus,Thorny lanternshark
38,1090101015,15,ETK,Etmopterus splendidus,Splendid lanternshark
38,1090101016,16,ETJ,Etmopterus unicolor,Brown lanternshark
38,1090101017,17,ETV,Etmopterus villosus,Hawaiian lanternshark
38,1090101018,18,ETW,Etmopterus virens,Green lanternshark
38,1090101021,21,ETE,Etmopterus compagnoi,
38,1090101022,22,ETO,Etmopterus decacuspidatus,Combtoothed lanternshark
38,10901010XX,XX,SHL,Etmopterus spp,Lanternsharks nei
38,1090101101,1,ISB,Isistius brasiliensis,Cookie cutter shark
38,1090101102,2,ISP,Isistius plutodus,Largetooth cookiecutter shark
38,1090101201,1,EUP,Euprotomicrus bispinatus,Pygmy shark
38,1090101401,1,DCA,Deania calcea,Birdbeak dogfish
38,1090101402,2,SDH,Deania hystricosa,Rough longnose dogfish
38,1090101403,3,SDU,Deania profundorum,Arrowhead dogfish
38,1090101404,4,SDQ,Deania quadrispinosa,Longsnout dogfish
38,10901014XX,XX,DNA,Deania spp,Deania dogfishes nei
38,1090101501,1,YSA,Scymnodalatias albicauda,Whitetail dogfish
38,1090101502,2,YSS,Scymnodalatias sherwoodi,Sherwood dogfish
38,1090101601,1,CYO,Centroscymnus coelolepis,Portuguese dogfish
38,1090101602,2,CYP,Centroscymnus crepidater,Longnose velvet dogfish
38,1090101603,3,CYY,Centroscymnus cryptacanthus,Shortnose velvet dogfish
38,1090101604,4,CYW,Centroscymnus owstoni,Roughskin dogfish
38,1090101605,5,CYU,Centroscymnus plunketi,Plunket shark
38,10901016XX,XX,CZI,Centroscymnus spp,
38,1090101701,1,SYO,Scymnodon obscurus,Smallmouth knifetooth dogfish
38,1090101702,2,SYR,Scymnodon ringens,Knifetooth dogfish
38,1090101703,3,YSM,Scymnodon macracanthus,Largespine velvet dogfish
38,1090101704,4,SSQ,Scymnodon squamulosus,Velvet dogfish
38,1090101801,1,SCK,Dalatias licha,Kitefin shark
38,1090101901,1,CFB,Centroscyllium fabricii,Black dogfish
38,1090101902,2,CYG,Centroscyllium granulatum,Granular dogfish
38,1090101903,3,CYK,Centroscyllium kamoharai,Bareskin dogfish
38,1090101904,4,CYN,Centroscyllium nigrum,Combtooth dogfish
38,1090101905,5,CYT,Centroscyllium ornatum,Ornate dogfish
38,1090101906,6,CYR,Centroscyllium ritteri,Whitefin dogfish
38,10901019XX,XX,YCX,Centroscyllium spp,Centroscyllium dogfishes nei
