"","cntry_key","sector","cur_base_value"
"206","IRN","tour",54375.5712933
"207","IRQ","cf",8345.05
"208","ISL","cf",3401.3
"209","ISL","mmw",252.78
"210","ISL","tour",18733.2341116
"211","ISR","tour",84697.0647815
"212","ITA","mmw",32.555
"213","ITA","tour",1086664.5733
"214","JAM","cf",23434.0078
"215","JAM","mmw",0
"216","JAM","tour",260800
"217","JOR","cf",639.7608
"218","JOR","mar",40.27366324673
"219","JOR","tour",8266.60282167
"220","JPN","cf",161625.03
"221","JPN","mmw",340.87
"222","JPN","tour",3207503.84771
"223","KEN","cf",86933.1939
"224","KEN","mar",0
"225","KEN","mmw",0
"226","KEN","tour",23205.1903319
"227","KHM","mar",3005.314324693
"228","KHM","tour",118208.254206
"229","KIR","cf",3112.2686
"230","KIR","tour",3500
"231","KNA","cf",271.313
"232","KNA","mmw",0
"233","KNA","tour",5700
"234","KOR","cf",68748.974
"235","KOR","mar",51753.938823
"236","KOR","tour",839411.064657
"237","KWT","tour",86680.5752265
"238","LBN","cf",8946.21
"239","LBN","mar",0
"240","LBN","tour",295836.871065
"241","LBR","cf",17190.9612
"242","LBR","mar",460.3139851333
"243","LBY","tour",2119.89376774
"244","LCA","cf",2478.203
"245","LCA","mar",23.676
"246","LCA","mmw",15.32
"247","LCA","tour",31900
"248","LKA","cf",247891.49
"249","LKA","mar",5776.223257181
"250","LKA","mmw",1.915
"251","LKA","tour",332467.876355
"252","LTU","cf",1586.2714
"253","LTU","mar",0
"254","LTU","tour",4585.40451765
"255","LVA","cf",619.7485
"256","LVA","mar",0
"257","LVA","tour",20256.3349575
"258","MAR","cf",175410.578
"259","MAR","mmw",0
"260","MAR","tour",311853.078116
"261","MDG","cf",181613.6
"262","MDG","mar",17205.097354442
"263","MDG","mmw",28.725
"264","MDG","tour",135762.615374
"265","MDV","cf",22252.412
"266","MDV","mmw",24.895
"267","MDV","tour",82200
"268","MEX","cf",192571.323
"269","MEX","mar",26524.86434068
"270","MEX","mmw",434.705
"271","MEX","tour",1203065.04612
"272","MLT","cf",788.7061
"273","MLT","mar",533.925
"274","MLT","tour",38200
"275","MMR","cf",2790774.56
"276","MMR","mar",78734.61976112
"277","MMR","mmw",0
"278","MMR","tour",107389.164465
"279","MNE","tour",8198.88243362
"280","MOZ","mmw",15.32
"281","MOZ","tour",78577.9246276
"282","MRT","mmw",0
"283","MTQ","cf",1353.2428
"284","MTQ","tour",14000
"285","MUS","cf",26383.4095
"286","MUS","mar",173.70916272984
"287","MUS","mmw",38.3
"288","MUS","tour",155200
"289","MYS","cf",173657.722
"290","MYS","mar",46485.90952645
"291","MYS","mmw",5.745
"292","MYS","tour",633182.324974
"293","MYT","cf",3810.247
"294","MYT","mar",49.325
"295","MYT","mmw",17.235
"296","NAM","mmw",78.515
"297","NAM","tour",7719.42647033
"298","NCL","cf",1227.632
"299","NCL","mmw",21.065
"300","NGA","cf",944392.8557
"301","NGA","tour",39160.2545573
"302","NIC","cf",23880.29
"303","NIC","mar",10487.068535316
"304","NIC","mmw",7.66
"305","NIC","tour",52528.4684244
"306","NIU","mmw",1
"307","NLD","cf",5383.546
"308","NLD","tour",402462.600205
"309","NOR","cf",16870.1316
"310","NOR","mar",10868.069808
"311","NOR","mmw",78.515
"312","NOR","tour",89165.6774439
"313","NZL","cf",2192.652
"314","NZL","mmw",1499.445
"315","NZL","tour",301600.527867
"316","OMN","cf",33432.406
"317","OMN","mmw",13.405
"318","OMN","tour",15299.3489842
"319","PAK","cf",360943.6621
"320","PAK","tour",129082.626489
"321","PAN","cf",54669.174
"322","PAN","mmw",17.235
"323","PAN","tour",169543.888116
"324","PER","cf",128834.2832
"325","PER","mar",12224.91895316
"326","PER","mmw",0
"327","PER","tour",89477.5274022
"328","PHL","cf",1413475.868
"329","PHL","mmw",30.64
"330","PHL","tour",3899192.95609
"331","PLW","cf",348.5146
"332","PLW","mmw",0
"333","PNG","mmw",1.915
"334","PNG","tour",29704.6424277
"335","POL","cf",5497.45
"336","POL","mar",0
"337","POL","tour",52224.8587772
"338","PRI","cf",844.788
"339","PRI","mmw",47.875
"340","PRI","tour",70774.7225588
"341","PRT","mmw",128.305
"342","PRT","tour",322159.23517
"343","PYF","cf",9797.326
"344","PYF","mar",0
"345","PYF","mmw",22.98
"346","QAT","cf",4586.218
"347","QAT","tour",39500
"348","REU","cf",579.1702
"349","REU","mmw",5.745
"350","REU","tour",16600
"351","ROU","cf",8118.4285
"352","ROU","mar",0
"353","ROU","tour",16442.8275922
"354","RUS","cf",126979.23
"355","RUS","mar",1.557751463931
"356","RUS","mmw",3.83
"357","RUS","tour",389139.044081
"358","SAU","cf",22000.083
"359","SAU","mar",4642.844379034
"360","SAU","tour",33698.7727856
"361","SDN","cf",18409.734
"362","SDN","mar",0
"363","SDN","tour",2026.14118315
"364","SEN","cf",87875.354
"365","SEN","mmw",0
"366","SEN","tour",29466.3362282
"367","SGP","cf",131.306
"368","SGP","mar",611.74373229
"369","SGP","tour",184700
"370","SHN","cf",34.3294
"371","SLB","mmw",1.915
"372","SLB","tour",9100
"373","SLE","tour",16202.4941248
"374","SLV","cf",28004.4849
"375","SLV","mar",120.82408249661
"376","SLV","tour",73362.8914526
"377","SPM","mmw",1
"378","STP","cf",3146.598
"379","STP","mmw",0
"380","STP","tour",4800
"381","SUR","cf",3548.426
"382","SUR","mar",67.4766
"383","SUR","mmw",1.915
"384","SUR","tour",679.593946918
"385","SVN","cf",290.1388
"386","SVN","mar",0
"387","SVN","mmw",0
"388","SVN","tour",19283.8863612
"389","SWE","cf",1513.183
"390","SWE","tour",60082.3761609
"391","SYC","cf",2918.79
"392","SYC","mar",398.546
"393","SYC","mmw",0
"394","SYC","tour",20700
"395","SYR","cf",8993.1954
"396","SYR","mar",0
"397","SYR","tour",28980.8403541
"398","TCA","cf",289.506
"399","TCA","mmw",0
"400","TGO","cf",20051.85
"401","TGO","mar",0
"402","TGO","tour",1978.07608808
"403","THA","cf",194631.3243
"404","THA","mar",86782.87921055
"405","THA","mmw",1.915
"406","THA","tour",753661.794524
"407","TLS","cf",3926.524
"408","TON","cf",8020.1072
"409","TON","mar",106.7393
"410","TON","mmw",34.47
"411","TON","tour",3800
"412","TTO","cf",12267.6981
"413","TUN","cf",71625.4455
"414","TUN","mar",785.5384702968
"415","TUN","tour",116129.906892
"416","TUR","mmw",0
"417","TUR","tour",347481.517457
"418","TUV","cf",531.9475
"419","TWN","cf",334006.2362
"420","TWN","mar",85777.61211347
"421","TWN","mmw",356.19
"422","TWN","tour",464200
"423","TZA","cf",272203.666
"424","TZA","mar",10380.785753975
"425","TZA","mmw",36.385
"426","TZA","tour",45226.1463391
"427","UKR","mmw",1.915
"428","UKR","tour",150358.426661
"429","URY","cf",5315.9946
"430","URY","mar",0
"431","URY","mmw",7.66
"432","URY","tour",22270.5843443
"433","USA","tour",1520051.37366
"434","VCT","cf",2895.06
"435","VCT","mmw",1.915
"436","VCT","tour",9800
"437","VEN","cf",33093.6998
"438","VEN","mar",948.0124171206
"439","VEN","mmw",13.405
"440","VEN","tour",104330.434609
"441","VGB","mmw",0
"442","VGB","tour",9200
"443","VIR","mar",0
"444","VIR","mmw",0
"445","VIR","tour",17300
"446","VNM","tour",1134318.1931
"447","VUT","cf",411.32
"448","VUT","tour",31000
"449","WSM","cf",148.708
"450","WSM","mmw",1.915
"451","YEM","cf",116188.408
"452","YEM","tour",56300.300229
"453","ZAF","cf",35962.024
"454","ZAF","mmw",1024.525
"455","ZAF","tour",115235.791512
