"","cntry_key","sector","cur_base_value"
"187","DMA","og",0
"188","DMA","tour",1.5e+08
"189","DNK","aqf",939232
"190","DNK","cf",6340344717.056
"191","DNK","mar",78530981.07353
"192","DNK","mmw",3800.81
"193","DNK","og",9616392144.24
"194","DNK","tour",2.0401e+10
"195","DOM","aqf",282240
"196","DOM","cf",112903914.19776
"197","DOM","mar",9947949.52611
"198","DOM","mmw",9072154.47
"199","DOM","og",0
"200","DOM","tour",8.855e+09
"201","DZA","aqf",6595.16298632576
"202","DZA","cf",1050990934.5376
"203","DZA","mar",412965.299724
"204","DZA","og",0
"205","DZA","tour",1.4077e+10
"206","Easter Island","aqf",2.06583712841109
"207","Easter Island","tour",22494900.4912683
"208","ECU","aqf",55602.8368794304
"209","ECU","cf",2435090446.208
"210","ECU","mar",1203785488.962
"211","ECU","mmw",55136615.85
"212","ECU","og",0
"213","ECU","tour",3913383984.69804
"214","EGY","aqf",10976
"215","EGY","cf",450557479.3216
"216","EGY","mar",1775627901.72
"217","EGY","mmw",3525211.38
"218","EGY","og",5026044109.464
"219","EGY","tour",3.7571e+10
"220","ERI","aqf",39200
"221","ERI","cf",7039874.825984
"222","ERI","mmw",0
"223","ERI","og",0
"224","ESP","aqf",73438848
"225","ESP","cf",6350726893.504
"226","ESP","mar",809057815.4035
"227","ESP","mmw",8288054.88
"228","ESP","og",0
"229","ESP","tour",2.05426e+11
"230","EST","aqf",23520
"231","EST","cf",526575454.944
"232","EST","og",22980272.791
"233","EST","tour",2.91e+09
"234","FIN","aqf",70560
"235","FIN","cf",950458006.1536
"236","FIN","mar",116037747.53
"237","FIN","og",26361396.62576
"238","FIN","tour",1.6258e+10
"239","FJI","aqf",741664
"240","FJI","cf",117382722.34976
"241","FJI","mar",356955.836022
"242","FJI","mmw",0
"243","FJI","og",0
"244","FJI","tour",1.393e+09
"245","FLK","mar",45240.48371079
"246","FLK","mmw",24898.37
"247","FLK","og",0
"248","FRA","aqf",402976
"249","FRA","cf",5020328832.736
"250","FRA","mar",1525661828.356
"251","FRA","mmw",1659322.15
"252","FRA","og",994172713.0412
"253","FRA","tour",2.53639e+11
"254","FRA","wte",51518297.86516
"255","FSM","aqf",313600
"256","FSM","cf",131778677.09888
"257","FSM","mmw",0
"258","GAB","aqf",23520
"259","GAB","cf",147748138.80512
"260","GAB","mmw",23882.11
"261","GAB","og",4154268093.108
"262","GAB","tour",3.88e+08
"263","GBR","aqf",24840256
"264","GBR","cf",4416737553.312
"265","GBR","mar",2176050519.6041
"266","GBR","mmw",21787604.67
"267","GBR","og",91796361293.364
"268","GBR","tour",1.68493e+11
"269","GEO","cf",90659435.2048
"270","GEO","mmw",0
"271","GEO","og",2974826.550528
"272","GEO","tour",2.479e+09
"273","GHA","aqf",12709.21985816
"274","GHA","cf",891346170.3104
"275","GHA","og",96900024.3106
"276","GHA","tour",2.284e+09
"277","GIB","mmw",2539256.1
"278","GIB","og",0
"279","GIN","aqf",62720
"280","GIN","cf",301840758.4416
"281","GIN","og",0
"282","GIN","tour",2.52e+08
"283","GLP","aqf",0
"284","GLP","cf",137052433.23072
"285","GLP","mar",19682.794125739
"286","GLP","og",0
"287","GLP","tour",1426034323.5857
"288","GMB","aqf",13132000
"289","GMB","cf",125731390.78528
"290","GMB","mmw",2184959.35
"291","GMB","og",0
"292","GMB","tour",2.06e+08
"293","GNB","aqf",12823104
"294","GNB","cf",6910082.018784
"295","GNB","og",0
"296","GNQ","aqf",12709.21985816
"297","GNQ","cf",11980113.564832
"298","GNQ","og",4359398948.548
"299","GRC","aqf",1149344
"300","GRC","cf",833418631.2256
"301","GRC","mar",862318.6119004
"302","GRC","mmw",716913.62
"303","GRC","og",256230419.6592
"304","GRC","tour",3.8866e+10
"305","GRD","cf",16827030.74528
"306","GRD","mmw",290548.78
"307","GRD","og",0
"308","GRD","tour",1.84e+08
"309","GRL","aqf",200704
"310","GRL","cf",1023958410.0704
"311","GRL","mmw",975813.01
"312","GRL","og",0
"313","GTM","aqf",1122688
"314","GTM","cf",40420880.08
"315","GTM","mar",1322495791.764
"316","GTM","mmw",154471.54
"317","GTM","og",0
"318","GTM","tour",4.214e+09
"319","GUF","aqf",142688
"320","GUF","cf",68790237.47456
"321","GUF","og",0
"322","GUM","cf",7175537.329856
"323","GUM","mar",630330.047613538
"324","GUM","mmw",33206962.4
"325","GUM","og",0
"326","GUY","aqf",6584032
"327","GUY","cf",186128953.6064
"328","GUY","mar",2301163.63593
"329","GUY","og",0
"330","GUY","tour",2.65e+08
"331","Hawaii","aqf",30646.3736481794
"332","Hawaii","tour",18616808810.3979
"333","HKG","cf",1036957080.6784
"334","HKG","mar",42079148.68137
"335","HKG","mmw",1530487.81
"336","HKG","og",0
"337","HKG","tour",28243349753.7
"338","HND","aqf",619360
"339","HND","cf",71985379.59648
"340","HND","mar",149393871.9
"341","HND","mmw",0
"342","HND","og",0
"343","HND","tour",2.796e+09
"344","HRV","aqf",4704
"345","HRV","cf",278164387.1328
"346","HRV","mar",58537413.2562
"347","HRV","mmw",37782.52
"348","HRV","og",915546541.2212
"349","HRV","tour",1.3781e+10
"350","HTI","aqf",8010912
"351","HTI","cf",21395038.4816
"352","HTI","og",0
"353","HTI","tour",4.42e+08
"354","IDN","aqf",8857632
"355","IDN","cf",13582156477.12
"356","IDN","mar",2267663280.39
"357","IDN","mmw",1738515.98
"358","IDN","og",8263818275.86
"359","IDN","tour",7.8423e+10
"360","IND","aqf",3166184.39715872
"361","IND","cf",13114508110.144
"362","IND","mar",1381758567.345
"363","IND","mmw",2310663.11
"364","IND","og",10522939008.904
"365","IND","tour",1.19457e+11
"366","IRL","aqf",1964704
"367","IRL","cf",1658820999.808
"368","IRL","mar",396129924.5061
"369","IRL","mmw",11685858.74
"370","IRL","og",0
"371","IRL","tour",1.932e+10
"372","IRN","aqf",465696
"373","IRN","cf",1847538292.096
"374","IRN","mar",76568040
"375","IRN","og",0
"376","IRN","tour",2.8115e+10
"377","IRQ","cf",36154386.70144
"378","IRQ","og",0
"379","IRQ","tour",6.236e+09
"380","ISL","cf",10003733800.928
"381","ISL","mar",78009099.1
"382","ISL","mmw",16980677.85
"383","ISL","og",0
"384","ISL","tour",2.74e+09
"385","ISR","aqf",73696
"386","ISR","cf",19895545.7344
"387","ISR","mar",28128086.88
"388","ISR","og",0
"389","ISR","tour",1.836e+10
"390","ITA","aqf",1223040
"391","ITA","cf",2393730505.824
"392","ITA","mar",1537570323.3371
"393","ITA","mmw",2719372.97
"394","ITA","og",898058232.82
"395","ITA","tour",2.06938e+11
"396","JAM","aqf",1588.65248227392
"397","JAM","cf",136850819.1008
"398","JAM","mar",833032.8
"399","JAM","mmw",25406.5
"400","JAM","og",0
"401","JAM","tour",4.112e+09
"402","JOR","cf",1268051.9873728
"403","JOR","mar",1517448.3
"404","JOR","og",0
"405","JOR","tour",6.69e+09
"406","JPN","aqf",37461088
"407","JPN","cf",37077038680.416
"408","JPN","mar",9650466531.372
"409","JPN","mmw",23090424.8
"410","JPN","og",0
"411","JPN","tour",3.99906e+11
"412","KEN","aqf",112896
"413","KEN","cf",31642701.66624
"414","KEN","mmw",0
"415","KEN","og",0
"416","KEN","tour",5.318e+09
"417","KHM","aqf",53312
"418","KHM","cf",173799032.6464
"419","KHM","mar",3388990.53651
"420","KHM","og",0
"421","KHM","tour",3.638e+09
"422","KIR","aqf",9408
"423","KIR","cf",93893686.64928
"424","KIR","mar",702303
"425","KIR","og",0
"426","KIR","tour",5e+07
"427","KNA","mmw",0
"428","KNA","og",0
"429","KNA","tour",1.86e+08
"430","KOR","aqf",500192
"431","KOR","cf",23594010918.688
"432","KOR","mar",3848721332.75
"433","KOR","og",0
"434","KOR","tour",6.6769e+10
"435","KWT","aqf",4704
"436","KWT","cf",24009839.24864
"437","KWT","mar",2266293.37614
"438","KWT","og",0
"439","KWT","tour",8.371e+09
"440","LBN","aqf",14112
"441","LBN","cf",17281569.37472
"442","LBN","og",0
"443","LBN","tour",1.1137e+10
"444","LBR","aqf",1023904
"445","LBR","cf",97294070.2496
"446","LBR","og",0
"447","LBY","aqf",163072
"448","LBY","cf",129974702.16192
"449","LBY","mar",1733100
"450","LBY","og",5472446921.704
"451","LBY","tour",2.043e+09
"452","LCA","cf",11537413.249152
"453","LCA","mar",12831.3
"454","LCA","mmw",1602652.44
"455","LCA","og",0
"456","LCA","tour",4.96e+08
"457","LKA","aqf",13596128
"458","LKA","cf",1456671653.7856
"459","LKA","mar",39306803.4
"460","LKA","mmw",52032.52
"461","LKA","og",0
"462","LKA","tour",5.284e+09
"463","LTU","cf",1172285884.5152
"464","LTU","og",17332598.62908
"465","LTU","tour",1.788e+09
"466","LVA","aqf",81536
"467","LVA","cf",1246871753.3664
"468","LVA","og",0
"469","LVA","tour",2.079e+09
"470","MAR","aqf",31360
"471","MAR","cf",6217788204.768
"472","MAR","mar",2613217.66557
"473","MAR","mmw",0
"474","MAR","og",49613451.46772
"475","MAR","tour",1.8334e+10
"476","MDG","aqf",0
"477","MDG","cf",548444520.7584
"478","MDG","mar",63999423.9
"479","MDG","mmw",1855313.01
"480","MDG","og",0
"481","MDG","tour",1.558e+09
"482","MDV","aqf",878524.822694624
"483","MDV","cf",892789274.4064
"484","MDV","mmw",590991.87
"485","MDV","og",0
"486","MDV","tour",1.099e+09
"487","MEX","aqf",100085.106382912
"488","MEX","cf",9292030669.824
"489","MEX","mar",706016343.876
"490","MEX","mmw",86868966.46
"491","MEX","og",25718440452.656
"492","MEX","tour",1.47613e+11
"493","MHL","aqf",7049728
"494","MHL","cf",271570180.3808
"495","MLT","cf",7819225.237152
"496","MLT","mar",91231161.6
"497","MLT","og",0
"498","MLT","tour",2.453e+09
"499","MMR","aqf",40768
"500","MMR","cf",4079507644.352
"501","MMR","mar",428388357.6
"502","MMR","mmw",3434.96
"503","MMR","og",190271316.8188
"504","MMR","tour",1.794e+09
"505","MNE","og",0
"506","MNE","tour",262873969.653
"507","MOZ","aqf",3177.30496453216
"508","MOZ","cf",433977453.9072
"509","MOZ","mar",6974933.75451
"510","MOZ","mmw",1200831.3
"511","MOZ","og",0
"512","MOZ","tour",1.045e+09
"513","MRT","cf",2262279617.024
"514","MRT","mmw",0
"515","MRT","og",207967059.2608
"516","MTQ","aqf",0
"517","MTQ","cf",67366292.33152
"518","MTQ","mar",13386.9744804691
"519","MTQ","og",0
"520","MTQ","tour",1449965676.4143
"521","MUS","aqf",9408
"522","MUS","cf",67552308.8912
"523","MUS","mar",4687542.6
"524","MUS","mmw",2705920.73
"525","MUS","og",0
"526","MUS","tour",3.089e+09
"527","MYS","aqf",32565266.0357248
"528","MYS","cf",5139910182.624
"529","MYS","mar",479946432.18
"530","MYS","mmw",233866.87
"531","MYS","og",26193079351.32
"532","MYS","tour",15496581337.4
"533","MYT","aqf",1568
"534","MYT","cf",121704054.5056
"535","MYT","mar",1652864.35311
"536","MYT","mmw",1578169.72
"537","NAM","aqf",0
"538","NAM","cf",1629795720.448
"539","NAM","mar",2847992.1
"540","NAM","mmw",3138903.46
"541","NAM","og",0
"542","NAM","tour",1.632e+09
"543","NCL","aqf",131712
"544","NCL","cf",34276672.91104
"545","NCL","mar",40703581.61
"546","NCL","mmw",1328206.3
"547","NCL","og",0
"548","NGA","aqf",2224113.47517408
"549","NGA","cf",1130225248.992
"550","NGA","og",56446372999.016
"551","NGA","tour",7.802e+09
"552","NIC","aqf",98784
"553","NIC","cf",132821306.42144
"554","NIC","mar",68823150
"555","NIC","mmw",0
"556","NIC","og",0
"557","NIC","tour",8.03e+08
"558","NIU","mmw",44887.2
"559","NIU","og",0
"560","NLD","aqf",8479744
"561","NLD","cf",2939906051.712
"562","NLD","mar",256148369.3099
"563","NLD","og",33009985965.096
"564","NLD","tour",4.1569e+10
"565","NOR","aqf",7840
"566","NOR","cf",23349772248.544
"567","NOR","mar",7494012889.479
"568","NOR","mmw",10179166.67
"569","NOR","og",88828424982.08
"570","NOR","tour",3.1155e+10
"571","NZL","aqf",85787.2340425408
"572","NZL","cf",3878052785.6
"573","NZL","mar",652003137.05
"574","NZL","mmw",82234289.63
"575","NZL","og",359544417.8088
"576","NZL","tour",2.4914e+10
"577","OMN","aqf",3136
"578","OMN","cf",880683242.6784
"579","OMN","mmw",1259527.44
"580","OMN","og",105462273.80108
"581","OMN","tour",5.313e+09
"582","PAK","aqf",49248.2269504288
"583","PAK","cf",1132575996.0032
"584","PAK","mar",34057800
"585","PAK","og",0
"586","PAK","tour",1.5488e+10
"587","PAN","aqf",3136
"588","PAN","cf",1234936651.8272
"589","PAN","mar",53078747.6385
"590","PAN","mmw",3191438.01
"591","PAN","og",0
"592","PAN","tour",4.682e+09
"593","PER","aqf",6739063.82979424
"594","PER","cf",38585927672.32
"595","PER","mar",380987373
"596","PER","mmw",119630.08
"597","PER","og",1238144135.97
"598","PER","tour",1.8041e+10
"599","PHL","aqf",794976
"600","PHL","cf",9591530690.112
"601","PHL","mar",2446453404.6
"602","PHL","mmw",1588353.66
"603","PHL","og",38687018.384
"604","PHL","tour",1.7556e+10
"605","PLW","aqf",25088
"606","PLW","mar",216907.8
"607","PLW","mmw",0
"608","PNG","aqf",10976
"609","PNG","cf",1761266950.912
"610","PNG","mar",16719.2429049
"611","PNG","mmw",24551.83
"612","PNG","og",0
"613","PNG","tour",5.04e+08
"614","POL","aqf",181888
"615","POL","cf",689519591.1296
"616","POL","og",0
"617","POL","tour",2.4689e+10
"618","PRI","cf",13587684.542656
"619","PRI","mar",3633830.8451001
"620","PRI","mmw",992886.18
"621","PRI","og",0
"622","PRI","tour",7293609559.21824
"623","PRK","cf",623242902.2176
"624","PRK","mar",475436750.796
"625","PRK","og",0
"626","PRT","aqf",30129120
"627","PRT","cf",1869352386.496
"628","PRT","mar",129125838.48303
"629","PRT","mmw",6237905.49
"630","PRT","og",14275164.03992
"631","PRT","tour",3.3869e+10
"632","PYF","aqf",281191.489361888
"633","PYF","cf",122214355.2448
"634","PYF","mar",238198111.947
"635","PYF","mmw",1433837.4
"636","PYF","og",0
"637","QAT","aqf",4131680
"638","QAT","cf",26798290.63744
"639","QAT","mar",9508
"640","QAT","og",39730526616.508
"641","QAT","tour",1.308e+10
"642","REU","cf",45041335.864
"643","REU","mar",572968.454256
"644","REU","mmw",467686.99
"645","REU","og",0
"646","REU","tour",1.476e+09
"647","ROU","aqf",4310432
"648","ROU","cf",2177887.697888
"649","ROU","og",218973114.598
"650","ROU","tour",8.779e+09
"651","RUS","cf",12684520153.76
"652","RUS","mar",49240710
"653","RUS","mmw",1165400.41
"654","RUS","og",145318028904.776
"655","RUS","tour",1.14619e+11
"656","SAU","aqf",247744
"657","SAU","cf",302941820.8992
"658","SAU","mar",293609968.425
"659","SAU","og",60197935941.472
"660","SAU","tour",3.3356e+10
"661","SCG","aqf",0
"662","SCG","mar",1686040
"663","SCG","tour",9.02e+08
"664","SDN","aqf",1857.81990520896
"665","SDN","cf",19382178.25376
"666","SDN","og",0
"667","SDN","tour",1.502e+09
"668","SEN","cf",2419828035.968
"669","SEN","mar",127066.2460518
"670","SEN","mmw",0
"671","SEN","og",0
"672","SEN","tour",1.522e+09
"673","SGP","aqf",93985920
"674","SGP","cf",25899402.90112
"675","SGP","mar",20038534.910143
"676","SGP","og",0
"677","SGP","tour",3.0708e+10
"678","SHN","aqf",14839.1167192486
"679","SHN","cf",3215488.201408
"680","SHN","og",0
"681","SLB","aqf",197568
"682","SLB","cf",109484058.37376
"683","SLB","mar",113891.7
"684","SLB","mmw",39555.89
"685","SLB","og",0
"686","SLB","tour",1.24e+08
"687","SLE","aqf",9408
"688","SLE","cf",882422090.3904
"689","SLE","og",319884.3894316
"690","SLE","tour",2.17e+08
"691","SLV","aqf",387296
"692","SLV","cf",171454864.336
"693","SLV","mar",915211.356453
"694","SLV","og",0
"695","SLV","tour",1.901e+09
"696","SOM","aqf",4704
"697","SOM","og",1386501.656484
"698","SPM","mmw",94085.37
"699","SPM","og",0
"700","STP","aqf",1648.79074658144
"701","STP","cf",19830830.70528
"702","STP","mmw",0
"703","STP","og",0
"704","STP","tour",3e+07
"705","SUR","aqf",15680
"706","SUR","cf",188259422.0192
"707","SUR","mar",1030002
"708","SUR","mmw",99412.6
"709","SUR","og",0
"710","SUR","tour",1.26e+08
"711","SVN","aqf",6272
"712","SVN","mar",858745.2727921
"713","SVN","mmw",13513.21
"714","SVN","og",15118.600526568
"715","SVN","tour",5.967e+09
"716","SWE","aqf",4636576
"717","SWE","cf",1908494909.888
"718","SWE","mar",37548209.19
"719","SWE","og",14614395.197444
"720","SWE","tour",5.6588e+10
"721","SYC","cf",784288868.0928
"722","SYC","mar",3555923.7
"723","SYC","mmw",0
"724","SYC","og",0
"725","SYC","tour",6.27e+08
"726","SYR","aqf",492352
"727","SYR","cf",11427851.104096
"728","SYR","og",0
"729","SYR","tour",4.958e+09
"730","TCA","aqf",3051328
"731","TCA","cf",46476113.5664
"732","TCA","mar",4278.6
"733","TCA","mmw",33130.08
"734","TCA","og",0
"735","TGO","aqf",8849792
"736","TGO","cf",60209303.896
"737","TGO","og",0
"738","TGO","tour",2.39e+08
"739","THA","aqf",24495296
"740","THA","cf",7816785487.168
"741","THA","mar",2551902851.73
"742","THA","mmw",17835.37
"743","THA","og",10335918056.436
"744","THA","tour",6.0967e+10
"745","TLS","mar",205110
"746","TLS","og",0
"747","TON","aqf",9408
"748","TON","cf",16883452.37152
"749","TON","mar",7950
"750","TON","mmw",2145140.24
"751","TON","og",0
"752","TON","tour",6e+07
"753","TTO","aqf",478240
"754","TTO","cf",80047240.88704
"755","TTO","og",5660744206.068
"756","TUN","aqf",10976
"757","TUN","cf",611535402.9344
"758","TUN","mar",27389965.2993
"759","TUN","og",1610808193.7752
"760","TUN","tour",6.769e+09
"761","TUR","aqf",12544
"762","TUR","cf",3632850659.424
"763","TUR","mar",784286309.7
"764","TUR","mmw",0
"765","TUR","og",298877752.2024
"766","TUR","tour",8.6874e+10
"767","TUV","aqf",465696
"768","TUV","mar",7950
"769","TWN","aqf",4230464
"770","TWN","mmw",16450482.72
"771","TWN","og",0
"772","TWN","tour",2.4174e+10
"773","TZA","aqf",153664
"774","TZA","cf",183219233.7248
"775","TZA","mar",4341606.3
"776","TZA","mmw",1919077.24
"777","TZA","og",0
"778","TZA","tour",4.099e+09
"779","UKR","aqf",1568
"780","UKR","cf",1106764094.3072
"781","UKR","mar",1679358
"782","UKR","mmw",1.02
"783","UKR","og",278302865.834
"784","UKR","tour",1.3161e+10
"785","URY","aqf",666400
"786","URY","cf",480790616.6784
"787","URY","mmw",127794.72
"788","URY","og",0
"789","URY","tour",4.898e+09
"790","USA","aqf",3406087.98707204
"791","USA","cf",39448813484.192
"792","USA","mar",629732036.4065
"793","USA","mmw",972170024.4
"794","USA","og",14315877553.488
"795","USA","tour",1319580686744.52
"796","VCT","cf",36799838.81728
"797","VCT","mmw",209756.1
"798","VCT","og",0
"799","VCT","tour",1.57e+08
"800","VEN","aqf",1568
"801","VEN","cf",801014762.0384
"802","VEN","mar",100564574.1297
"803","VEN","mmw",913407.62
"804","VEN","og",17725365326.256
"805","VEN","tour",3.4117e+10
"806","VGB","mmw",8130.08
"807","VGB","og",0
"808","VGB","tour",7.8e+08
"809","VIR","mar",104322.754899895
"810","VIR","mmw",18800.81
"811","VIR","og",0
"812","VIR","tour",209390440.781756
"813","VNM","aqf",2000113.4751696
"814","VNM","cf",9931068971.04
"815","VNM","mar",3146561514.54
"816","VNM","og",13243790497.42
"817","VNM","tour",1.2973e+10
"818","VUT","aqf",82425056
"819","VUT","cf",838932022.6336
"820","VUT","og",0
"821","VUT","tour",4.15e+08
"822","WSM","aqf",0
"823","WSM","mmw",20173.78
"824","WSM","og",0
"825","YEM","aqf",32946816
"826","YEM","cf",964092466.8928
"827","YEM","og",0
"828","YEM","tour",2.936e+09
"829","ZAF","aqf",1568
"830","ZAF","cf",3813665363.424
"831","ZAF","mar",48310252.3668
"832","ZAF","mmw",62543834.35
"833","ZAF","og",7262149082.692
"834","ZAF","tour",3.8399e+10
