"","cntry_key","sector","cur_base_value"
"97","LTU","cf",3589.74332890958
"98","LTU","ph",5628.12200910346
"99","LTU","sb",5881.8108974359
"100","LTU","tour",9863.03954382564
"101","LTU","tran",12956.1082454149
"102","LVA","cf",6243.63721537794
"103","LVA","ph",1031.63081764156
"104","LVA","sb",5788.79575376158
"105","LVA","tour",18205.711082176
"106","LVA","tran",45139.2158008369
"107","MDG","ph",326.891602953614
"108","MDG","sb",419.378209997106
"109","MDG","tour",797.938963626524
"110","MEX","cf",7679.36893474004
"111","MEX","ph",3824.52688189993
"112","MEX","tour",10978.7135110621
"113","MEX","tran",4175.44738247863
"114","MMR","cf",17056.5112513355
"115","MMR","ph",62965.1887464387
"116","MMR","sb",8528.25562566774
"117","MMR","tour",35303.0119023771
"118","MMR","tran",436558.72173255
"119","MUS","cf",2952.7031444756
"120","MUS","ph",9717.49591012289
"121","MUS","tour",12586.5631538239
"122","MYS","tour",6479.20944344285
"123","NIC","ph",865.845074341168
"124","NIC","tour",5232.75756835938
"125","NOR","tour",33177.2280092593
"126","NOR","tran",103962.534499644
"127","PAK","cf",3063.12878383191
"128","PAK","ph",657.10636149784
"129","PAK","sb",598.500613133791
"130","PAK","tour",2707.07589608652
"131","PAK","tran",4633.74711169817
"132","PER","cf",10334.5025652155
"133","PER","ph",1131.45355485443
"134","PER","sb",4611.69016259349
"135","PER","tour",9614.33919270836
"136","PER","tran",12359.7347770321
"137","PHL","ph",1804.86538878873
"138","PHL","sb",2535.07434812367
"139","PHL","tour",7270.76482093573
"140","PHL","tran",8697.86954265714
"141","POL","cf",8161.11403245192
"142","POL","ph",10885.6545472757
"143","POL","sb",7146.88710269765
"144","POL","tour",20417.8150318287
"145","POL","tran",37464.8840923255
"146","PRI","tour",56888.8916711181
"147","PRT","cf",29539.822048611
"148","PRT","ph",20019.8303396546
"149","PRT","tour",37521.9253583511
"150","PRT","tran",70857.0546207265
"151","ROU","cf",3753.59046696936
"152","ROU","ph",8556.79990762998
"153","ROU","sb",8910.65496461004
"154","ROU","tour",16420.3555549991
"155","ROU","tran",19501.9141737892
"156","RUS","tour",16542.3834385016
"157","RUS","tran",11998.9580551104
"158","SGP","ph",5479.49601306535
"159","SGP","sb",8730.63429264602
"160","SGP","tour",39395.6281439191
"161","SGP","tran",8937.74066283831
"162","SHN","cf",35406.678463319
"163","SHN","tour",13978.8187141092
"164","SHN","tran",30023.8864822605
"165","SLV","ph",2341.81861116676
"166","SLV","tour",11658.7649614383
"167","THA","ph",2030.43115512598
"168","THA","sb",3016.32507845887
"169","THA","tour",13906.0023815883
"170","THA","tran",42799.8669398815
"171","Trindade","cf",0
"172","Trindade","ph",0
"173","Trindade","tour",0
"174","Trindade","tran",0
"175","TTO","cf",5852.90909900285
"176","TTO","ph",8233.87628538996
"177","TTO","sb",3003.6447204416
"178","TTO","tour",13570.5528150596
"179","TTO","tran",9880.9059773415
"180","TWN","tour",23157.0151130698
"181","USA","ph",39874.3406116454
"182","USA","sb",36352.9814369658
"183","USA","tour",76664.9778534545
"184","USA","tran",107840.988637375
"185","VCT","ph",9726.55415331197
"186","VCT","tour",13473.8477397169
"187","VEN","ph",2671.46392561431
"188","VEN","tour",12677.0224720664
"189","VEN","tran",13270.2090706241
"190","VIR","tour",56888.8916711181
"191","WSM","tour",27259.2780393073
