"","cntry_key","sector","ref_base_value"
"320","PAN","cf",51223.877789
"321","PAN","mmw",0
"322","PAN","tour",98931.2492478
"323","PER","cf",192802.348788
"324","PER","mar",17156.5281578242
"325","PER","mmw",0
"326","PER","tour",80109.984351
"327","PHL","cf",916487.517904
"328","PHL","mmw",40.339475
"329","PHL","tour",4419840.55834
"330","PLW","cf",646.954154
"331","PLW","mmw",0
"332","PNG","mmw",3.667225
"333","PNG","tour",30880.6326705
"334","POL","cf",12432.28147
"335","POL","mar",0
"336","POL","tour",47664.6565975
"337","PRI","cf",3344.6403536
"338","PRI","mmw",165.025125
"339","PRI","tour",75013.3201494
"340","PRT","mmw",7.33445
"341","PRT","tour",317180.549891
"342","PYF","cf",7914.86465
"343","PYF","mar",136.223449143518
"344","PYF","mmw",40.339475
"345","QAT","cf",10508.938076
"346","QAT","tour",49800
"347","REU","cf",1050.6435352
"348","REU","mmw",0
"349","REU","tour",20400
"350","ROU","cf",9147.45622
"351","ROU","mar",0
"352","ROU","tour",19008.5831237
"353","RUS","cf",209090.07658
"354","RUS","mar",2.64480637272374
"355","RUS","mmw",0
"356","RUS","tour",360979.470794
"357","SAU","cf",30256.681798
"358","SAU","mar",5706.62658307845
"359","SAU","tour",30695.7369442
"360","SDN","cf",46175.2578
"361","SDN","mar",0
"362","SDN","tour",1793.37556977
"363","SEN","cf",142822.950508
"364","SEN","mmw",0
"365","SEN","tour",24197.5885008
"366","SGP","cf",430.468528
"367","SGP","mar",888.923987172
"368","SGP","tour",158800
"369","SHN","cf",69.7008634
"370","SLB","mmw",3.667225
"371","SLB","tour",3700
"372","SLE","tour",19087.8697909
"373","SLV","cf",39818.4639762
"374","SLV","mar",784.050369108475
"375","SLV","tour",93729.6243995
"376","SPM","mmw",1
"377","STP","cf",4975.415312
"378","STP","mmw",0
"379","STP","tour",3600
"380","SUR","cf",4915.349936
"381","SUR","mar",40.8736545
"382","SUR","mmw",0
"383","SUR","tour",1400.37540577
"384","SVN","cf",382.6664996
"385","SVN","mar",58.37762560563
"386","SVN","mmw",0
"387","SVN","tour",18282.8618978
"388","SWE","cf",3603.92256
"389","SWE","tour",57132.1113922
"390","SYC","cf",3115.89138
"391","SYC","mar",731.833052
"392","SYC","mmw",0
"393","SYC","tour",18100
"394","SYR","cf",20044.316516
"395","SYR","mar",0
"396","SYR","tour",21305.6665136
"397","TCA","cf",483.025732
"398","TCA","mmw",3.667225
"399","TGO","cf",25590.3529
"400","TGO","mar",0
"401","TGO","tour",1730.15721837
"402","THA","cf",228669.1367044
"403","THA","mar",460651.211382001
"404","THA","mmw",0
"405","THA","tour",733149.576953
"406","TLS","cf",7568.863057
"407","TON","cf",12030.8445404
"408","TON","mar",416.9112759
"409","TON","mmw",66.01005
"410","TON","tour",3500
"411","TTO","cf",14492.1484582
"412","TUN","cf",120474.7514138
"413","TUN","mar",291.232914968197
"414","TUN","tour",114377.17223
"415","TUR","mmw",0
"416","TUR","tour",339959.288195
"417","TUV","cf",101.1100496
"418","TWN","cf",458024.770602
"419","TWN","mar",190850.864044796
"420","TWN","mmw",102.6823
"421","TWN","tour",383200
"422","TZA","cf",301147.773472
"423","TZA","mar",11330.2361929881
"424","TZA","mmw",51.34115
"425","TZA","tour",41547.4253778
"426","UKR","mmw",0
"427","UKR","tour",160799.251687
"428","URY","cf",8357.9719342
"429","URY","mar",0
"430","URY","mmw",0
"431","URY","tour",20634.3078457
"432","USA","tour",1591706.48193
"433","VCT","cf",4579.98492
"434","VCT","mmw",0
"435","VCT","tour",12300
"436","VEN","cf",101615.599848
"437","VEN","mar",6900.32001917771
"438","VEN","mmw",0
"439","VEN","tour",94788.6668826
"440","VGB","mmw",0
"441","VGB","tour",9400
"442","VIR","mar",0
"443","VIR","mmw",0
"444","VIR","tour",16600
"445","VNM","tour",1179169.12959
"446","VUT","cf",2131.5700308
"447","VUT","tour",24300
"448","WSM","cf",13902.63182
"449","WSM","mmw",3.667225
"450","YEM","cf",122918.786536
"451","YEM","tour",31274.6144738
"452","ZAF","cf",25778.0572
"453","ZAF","mmw",1763.935225
"454","ZAF","tour",109749.195755
