"","cntry_key","sector","ref_base_value"
"57","GBR","cf",42291.8558582621
"58","GBR","ph",28471.1204594017
"59","GBR","sb",30289.6690259972
"60","GBR","tour",79305.2703770478
"61","GBR","tran",90884.9269943019
"62","GHA","cf",509.262171905605
"63","GHA","ph",200.002056241375
"64","GHA","sb",509.262171905605
"65","GHA","tour",632.428834920595
"66","GHA","tran",2107.71392213653
"67","GUY","cf",2474.53616759036
"68","GUY","sb",2251.82862023682
"69","GUY","tour",4515.08272611178
"70","GUY","tran",3989.23998884327
"71","IDN","cf",1876.31703781606
"72","IDN","ph",777.128996672454
"73","IDN","sb",1755.25250122418
"74","IDN","tour",2845.20475816862
"75","IDN","tran",3309.51049456909
"76","IND","cf",307.699285001836
"77","IND","tour",2162.83897117332
"78","ISL","sb",20764.7917223112
"79","ITA","ph",13284.2436787749
"80","ITA","sb",11871.4707420763
"81","ITA","tour",46358.9096721421
"82","ITA","tran",55500.7762419872
"83","JOR","ph",3758.53448851497
"84","JOR","sb",2445.20990529292
"85","JOR","tour",5774.87678201789
"86","JOR","tran",24055.893596421
"87","JPN","ph",51440.9833511396
"88","JPN","tour",47312.4499198718
"89","KHM","tour",2193.27738617899
"90","KNA","tour",16247.2991508636
"91","KOR","cf",16207.1216724537
"92","KOR","ph",8012.90606637287
"93","KOR","sb",9002.78222934473
"94","KOR","tour",34045.0074285523
"95","KOR","tran",32077.3911870104
"96","LKA","tour",1007.32995709802
"97","LTU","cf",808.222322382479
"98","LTU","ph",2500.31039246127
"99","LTU","sb",2334.29042022792
"100","LTU","tour",8495.7264957265
"101","LTU","tran",8313.38979172232
"102","LVA","cf",1584.61228938524
"103","LVA","ph",2831.93804531694
"104","LVA","sb",2717.64388994614
"105","LVA","tour",7580.70499604923
"106","LVA","tran",6751.04924824163
"107","MDG","ph",354.532899340334
"108","MDG","sb",454.840853003694
"109","MDG","tour",1573.86558076255
"110","MEX","cf",6311.20974114138
"111","MEX","ph",1630.16590433583
"112","MEX","tour",8742.6027477297
"113","MEX","tran",23848.6355947293
"114","MMR","cf",3716.60907451922
"115","MMR","ph",7460.14386907942
"116","MMR","sb",1858.30453725961
"117","MMR","tour",7545.62230123753
"118","MMR","tran",34177.8609664351
"119","MUS","cf",2300.89393028845
"120","MUS","ph",7643.58598758012
"121","MUS","tour",12351.9574026776
"122","MYS","tour",6054.32285406651
"123","NIC","ph",952.125657997237
"124","NIC","tour",3868.19431924412
"125","NOR","tour",26743.4506321225
"126","NOR","tran",79823.2060185185
"127","PAK","cf",2456.28682976095
"128","PAK","ph",657.827828344797
"129","PAK","sb",456.121330587273
"130","PAK","tour",1844.481117705
"131","PAK","tran",4726.09412907875
"132","PER","cf",4384.69224370104
"133","PER","ph",3367.20697560541
"134","PER","sb",2733.01675041178
"135","PER","tour",5244.31712267406
"136","PER","tran",5595.92865946626
"137","PHL","ph",1852.9941308872
"138","PHL","sb",1708.02554921207
"139","PHL","tour",9280.65947182159
"140","PHL","tran",9054.14426972045
"141","POL","cf",2296.50461571848
"142","POL","ph",5806.52203247418
"143","POL","sb",4427.27356826478
"144","POL","tour",15927.7131605012
"145","POL","tran",22274.89191039
"146","PRI","tour",53478.9802573005
"147","PRT","cf",14525.4149695067
"148","PRT","ph",11694.5418224716
"149","PRT","tour",22210.9023743545
"150","PRT","tran",27199.8085826211
"151","ROU","cf",1157.58833925949
"152","ROU","ph",3189.92784288195
"153","ROU","sb",2547.97728448851
"154","ROU","tour",5290.28572452034
"155","ROU","tran",5293.93505302929
"156","RUS","tour",8381.73960280894
"157","RUS","tran",4672.32867727253
"158","SGP","ph",6719.37391493055
"159","SGP","sb",8536.66839164887
"160","SGP","tour",29126.5594395478
"161","SGP","tran",7043.88827679842
"162","SHN","cf",38607.9602363782
"163","SHN","tour",4697.91640583266
"164","SHN","tran",67541.0726607016
"165","SLV","ph",1310.74545661948
"166","SLV","tour",12207.9026094529
"167","THA","ph",1934.76246021412
"168","THA","sb",2559.57674640536
"169","THA","tour",12139.2761404358
"170","THA","tran",15819.3601081174
"171","Trindade","cf",0
"172","Trindade","ph",0
"173","Trindade","tour",0
"174","Trindade","tran",0
"175","TTO","cf",5846.3200843572
"176","TTO","ph",6917.60845129985
"177","TTO","sb",3151.24650830217
"178","TTO","tour",7643.30341741231
"179","TTO","tran",10366.4627292557
"180","TWN","tour",22931.6813151042
"181","USA","ph",53255.8871972935
"182","USA","sb",33565.349002849
"183","USA","tour",68875.4298544337
"184","USA","tran",105286.327568555
"185","VCT","ph",10509.6084290421
"186","VCT","tour",16563.5548127003
"187","VEN","ph",1562.14022296786
"188","VEN","tour",8130.09756582753
"189","VEN","tran",4010.23269175124
"190","VIR","tour",53478.9802573005
"191","WSM","tour",20016.7841463008
