"X","id","stock_id","res","ct","yr"
22868,1704,"Psenopsis anomala_61","High",8687.3890111,1972
24160,1704,"Psenopsis anomala_61","High",7280.966644,1973
25464,1704,"Psenopsis anomala_61","High",9022.4421598,1974
26783,1704,"Psenopsis anomala_61","High",8543.2498264,1975
28110,1704,"Psenopsis anomala_61","High",7656.6713771,1976
29453,1704,"Psenopsis anomala_61","High",6041.61441588,1977
30821,1704,"Psenopsis anomala_61","High",5386.43327634,1978
32215,1704,"Psenopsis anomala_61","High",4355.17857315,1979
33619,1704,"Psenopsis anomala_61","High",5456.81217047,1980
35035,1704,"Psenopsis anomala_61","High",4172.97969251,1981
36467,1704,"Psenopsis anomala_61","High",4869.3411661,1982
37917,1704,"Psenopsis anomala_61","High",11935.6662101,1983
39378,1704,"Psenopsis anomala_61","High",8827.41019487,1984
40862,1704,"Psenopsis anomala_61","High",8830.98995734,1985
42361,1704,"Psenopsis anomala_61","High",20374.7090187,1986
43873,1704,"Psenopsis anomala_61","High",22002.3380768,1987
45389,1704,"Psenopsis anomala_61","High",14642.3465989,1988
46928,1704,"Psenopsis anomala_61","High",11781.69007649,1989
48491,1704,"Psenopsis anomala_61","High",13232.9696131,1990
50061,1704,"Psenopsis anomala_61","High",20397.0157825,1991
51650,1704,"Psenopsis anomala_61","High",15041.809461,1992
53248,1704,"Psenopsis anomala_61","High",12959.7706347,1993
54863,1704,"Psenopsis anomala_61","High",13430.0497462,1994
56515,1704,"Psenopsis anomala_61","High",14571.5479458,1995
58186,1704,"Psenopsis anomala_61","High",13789.476938866,1996
59904,1704,"Psenopsis anomala_61","High",12320.633351425,1997
61672,1704,"Psenopsis anomala_61","High",15690.959933081,1998
63482,1704,"Psenopsis anomala_61","High",13035.470151673,1999
65361,1704,"Psenopsis anomala_61","High",11197.165973,2000
67267,1704,"Psenopsis anomala_61","High",11433.88658426,2001
69178,1704,"Psenopsis anomala_61","High",10213.7542571,2002
71091,1704,"Psenopsis anomala_61","High",9332.41576949,2003
73004,1704,"Psenopsis anomala_61","High",9890.48945089,2004
74917,1704,"Psenopsis anomala_61","High",9311.39177242,2005
76830,1704,"Psenopsis anomala_61","High",9412.9999059,2006
78743,1704,"Psenopsis anomala_61","High",4830.9800002,2007
80656,1704,"Psenopsis anomala_61","High",5483.9699997,2008
82569,1704,"Psenopsis anomala_61","High",4956.9600003,2009
84482,1704,"Psenopsis anomala_61","High",4234.9699996,2010
86395,1704,"Psenopsis anomala_61","High",4643.97,2011
53479,2039,"Sphyrna lewini_31","",1.124930781,1993
55098,2039,"Sphyrna lewini_31","",0,1994
56757,2039,"Sphyrna lewini_31","",0,1995
58431,2039,"Sphyrna lewini_31","",0.281232695,1996
60166,2039,"Sphyrna lewini_31","",1.912382328,1997
61943,2039,"Sphyrna lewini_31","",0,1998
63755,2039,"Sphyrna lewini_31","",22.86541582,1999
65646,2039,"Sphyrna lewini_31","",24.76348787,2000
67552,2039,"Sphyrna lewini_31","",27.43190233,2001
69465,2039,"Sphyrna lewini_31","",23.44043457,2002
71378,2039,"Sphyrna lewini_31","",20.36386948,2003
73291,2039,"Sphyrna lewini_31","",15.49751999,2004
75204,2039,"Sphyrna lewini_31","",17.85308868,2005
77117,2039,"Sphyrna lewini_31","",13.17126495,2006
79030,2039,"Sphyrna lewini_31","",5.72,2007
80943,2039,"Sphyrna lewini_31","",5.28,2008
82856,2039,"Sphyrna lewini_31","",8.96,2009
84769,2039,"Sphyrna lewini_31","",5.3,2010
86682,2039,"Sphyrna lewini_31","",5.78,2011
