"rgn_nm","rgn_id","country","species","fao","environment","year","yield"
"Chile",224,"Chile","Bastard halibut","Pacific, Southeast","Brackishwater",2011,0
"Chile",224,"Chile","Bastard halibut","Pacific, Southeast","Brackishwater",2012,0
"Chile",224,"Chile","Chilean flat oyster","Pacific, Southeast","Marine",2003,168
"Chile",224,"Chile","Chilean flat oyster","Pacific, Southeast","Marine",2004,222
"Chile",224,"Chile","Chilean flat oyster","Pacific, Southeast","Marine",2005,144
"Chile",224,"Chile","Chilean flat oyster","Pacific, Southeast","Marine",2006,152
"Chile",224,"Chile","Chilean flat oyster","Pacific, Southeast","Marine",2007,187
"Chile",224,"Chile","Chilean flat oyster","Pacific, Southeast","Marine",2008,205
"Chile",224,"Chile","Chilean flat oyster","Pacific, Southeast","Marine",2009,137
"Chile",224,"Chile","Chilean flat oyster","Pacific, Southeast","Marine",2010,163
"Chile",224,"Chile","Chilean flat oyster","Pacific, Southeast","Marine",2011,219
"Chile",224,"Chile","Chilean flat oyster","Pacific, Southeast","Marine",2012,194
"Chile",224,"Chile","Chilean mussel","Pacific, Southeast","Marine",2003,57809
"Chile",224,"Chile","Chilean mussel","Pacific, Southeast","Marine",2004,77461
"Chile",224,"Chile","Chilean mussel","Pacific, Southeast","Marine",2005,87736
"Chile",224,"Chile","Chilean mussel","Pacific, Southeast","Marine",2006,126952
"Chile",224,"Chile","Chilean mussel","Pacific, Southeast","Marine",2007,153433
"Chile",224,"Chile","Chilean mussel","Pacific, Southeast","Marine",2008,187064
"Chile",224,"Chile","Chilean mussel","Pacific, Southeast","Marine",2009,166952
"Chile",224,"Chile","Chilean mussel","Pacific, Southeast","Marine",2010,221522
"Chile",224,"Chile","Chilean mussel","Pacific, Southeast","Marine",2011,288583
"Chile",224,"Chile","Chilean mussel","Pacific, Southeast","Marine",2012,244137
"Chile",224,"Chile","Chinook(=Spring=King) salmon","Pacific, Southeast","Marine",2003,1526
"Chile",224,"Chile","Chinook(=Spring=King) salmon","Pacific, Southeast","Marine",2004,3128
"Chile",224,"Chile","Chinook(=Spring=King) salmon","Pacific, Southeast","Marine",2005,2904
"Chile",224,"Chile","Chinook(=Spring=King) salmon","Pacific, Southeast","Marine",2006,1958
"Chile",224,"Chile","Chinook(=Spring=King) salmon","Pacific, Southeast","Marine",2007,1910
"Chile",224,"Chile","Chinook(=Spring=King) salmon","Pacific, Southeast","Marine",2008,72
"Chile",224,"Chile","Chinook(=Spring=King) salmon","Pacific, Southeast","Marine",2009,603
"Chile",224,"Chile","Chinook(=Spring=King) salmon","Pacific, Southeast","Marine",2010,636
"Chile",224,"Chile","Chinook(=Spring=King) salmon","Pacific, Southeast","Marine",2011,1094
"Chile",224,"Chile","Chinook(=Spring=King) salmon","Pacific, Southeast","Marine",2012,1688
"Chile",224,"Chile","Cholga mussel","Pacific, Southeast","Marine",2003,1567
"Chile",224,"Chile","Cholga mussel","Pacific, Southeast","Marine",2004,1295
"Chile",224,"Chile","Cholga mussel","Pacific, Southeast","Marine",2005,843
"Chile",224,"Chile","Cholga mussel","Pacific, Southeast","Marine",2006,617
"Chile",224,"Chile","Cholga mussel","Pacific, Southeast","Marine",2007,1091
"Chile",224,"Chile","Cholga mussel","Pacific, Southeast","Marine",2008,1575
"Chile",224,"Chile","Cholga mussel","Pacific, Southeast","Marine",2009,1602
"Chile",224,"Chile","Cholga mussel","Pacific, Southeast","Marine",2010,1736
"Chile",224,"Chile","Cholga mussel","Pacific, Southeast","Marine",2011,3638
"Chile",224,"Chile","Cholga mussel","Pacific, Southeast","Marine",2012,1995
"Chile",224,"Chile","Choro mussel","Pacific, Southeast","Marine",2003,185
"Chile",224,"Chile","Choro mussel","Pacific, Southeast","Marine",2004,397
"Chile",224,"Chile","Choro mussel","Pacific, Southeast","Marine",2005,560
"Chile",224,"Chile","Choro mussel","Pacific, Southeast","Marine",2006,896
"Chile",224,"Chile","Choro mussel","Pacific, Southeast","Marine",2007,649
"Chile",224,"Chile","Choro mussel","Pacific, Southeast","Marine",2008,692
"Chile",224,"Chile","Choro mussel","Pacific, Southeast","Marine",2009,512
"Chile",224,"Chile","Choro mussel","Pacific, Southeast","Marine",2010,757
"Chile",224,"Chile","Choro mussel","Pacific, Southeast","Marine",2011,825
"Chile",224,"Chile","Choro mussel","Pacific, Southeast","Marine",2012,330
"Chile",224,"Chile","Coho(=Silver) salmon","Pacific, Southeast","Marine",2003,91714
"Chile",224,"Chile","Coho(=Silver) salmon","Pacific, Southeast","Marine",2004,90244
"Chile",224,"Chile","Coho(=Silver) salmon","Pacific, Southeast","Marine",2005,102376
"Chile",224,"Chile","Coho(=Silver) salmon","Pacific, Southeast","Marine",2006,118042
"Chile",224,"Chile","Coho(=Silver) salmon","Pacific, Southeast","Marine",2007,105377
"Chile",224,"Chile","Coho(=Silver) salmon","Pacific, Southeast","Marine",2008,92267
"Chile",224,"Chile","Coho(=Silver) salmon","Pacific, Southeast","Marine",2009,147348
"Chile",224,"Chile","Coho(=Silver) salmon","Pacific, Southeast","Marine",2010,110000
"Chile",224,"Chile","Coho(=Silver) salmon","Pacific, Southeast","Marine",2011,144120
"Chile",224,"Chile","Coho(=Silver) salmon","Pacific, Southeast","Marine",2012,146334
"Chile",224,"Chile","Japanese abalone","Pacific, Southeast","Marine",2003,8
"Chile",224,"Chile","Japanese abalone","Pacific, Southeast","Marine",2004,16
"Chile",224,"Chile","Japanese abalone","Pacific, Southeast","Marine",2005,1
"Chile",224,"Chile","Japanese abalone","Pacific, Southeast","Marine",2006,4
"Chile",224,"Chile","Japanese abalone","Pacific, Southeast","Marine",2007,15
"Chile",224,"Chile","Japanese abalone","Pacific, Southeast","Marine",2008,1
"Chile",224,"Chile","Japanese abalone","Pacific, Southeast","Marine",2009,2
"Chile",224,"Chile","Japanese abalone","Pacific, Southeast","Marine",2010,0
"Chile",224,"Chile","Japanese abalone","Pacific, Southeast","Marine",2011,6
"Chile",224,"Chile","Japanese abalone","Pacific, Southeast","Marine",2012,25
"Chile",224,"Chile","Masu(=Cherry) salmon","Pacific, Southeast","Marine",2003,0
"Chile",224,"Chile","Masu(=Cherry) salmon","Pacific, Southeast","Marine",2004,0
"Chile",224,"Chile","Masu(=Cherry) salmon","Pacific, Southeast","Marine",2005,0
"Chile",224,"Chile","Masu(=Cherry) salmon","Pacific, Southeast","Marine",2006,0
"Chile",224,"Chile","Masu(=Cherry) salmon","Pacific, Southeast","Marine",2007,0
"Chile",224,"Chile","Masu(=Cherry) salmon","Pacific, Southeast","Marine",2008,0
"Chile",224,"Chile","Masu(=Cherry) salmon","Pacific, Southeast","Marine",2009,0
"Chile",224,"Chile","Masu(=Cherry) salmon","Pacific, Southeast","Marine",2010,0
"Chile",224,"Chile","Masu(=Cherry) salmon","Pacific, Southeast","Marine",2011,0
"Chile",224,"Chile","Masu(=Cherry) salmon","Pacific, Southeast","Marine",2012,0
"Chile",224,"Chile","Pacific cupped oyster","Pacific, Southeast","Marine",2003,3640
"Chile",224,"Chile","Pacific cupped oyster","Pacific, Southeast","Marine",2004,2356
"Chile",224,"Chile","Pacific cupped oyster","Pacific, Southeast","Marine",2005,2495
"Chile",224,"Chile","Pacific cupped oyster","Pacific, Southeast","Marine",2006,1443
"Chile",224,"Chile","Pacific cupped oyster","Pacific, Southeast","Marine",2007,778
"Chile",224,"Chile","Pacific cupped oyster","Pacific, Southeast","Marine",2008,882
"Chile",224,"Chile","Pacific cupped oyster","Pacific, Southeast","Marine",2009,96
"Chile",224,"Chile","Pacific cupped oyster","Pacific, Southeast","Marine",2010,94
"Chile",224,"Chile","Pacific cupped oyster","Pacific, Southeast","Marine",2011,0
"Chile",224,"Chile","Pacific cupped oyster","Pacific, Southeast","Marine",2012,0
"Chile",224,"Chile","Peruvian calico scallop","Pacific, Southeast","Marine",2003,15109
"Chile",224,"Chile","Peruvian calico scallop","Pacific, Southeast","Marine",2004,24577
"Chile",224,"Chile","Peruvian calico scallop","Pacific, Southeast","Marine",2005,17319
"Chile",224,"Chile","Peruvian calico scallop","Pacific, Southeast","Marine",2006,16076
"Chile",224,"Chile","Peruvian calico scallop","Pacific, Southeast","Marine",2007,20072
"Chile",224,"Chile","Peruvian calico scallop","Pacific, Southeast","Marine",2008,21277
"Chile",224,"Chile","Peruvian calico scallop","Pacific, Southeast","Marine",2009,16864
"Chile",224,"Chile","Peruvian calico scallop","Pacific, Southeast","Marine",2010,8840
"Chile",224,"Chile","Peruvian calico scallop","Pacific, Southeast","Marine",2011,11018
"Chile",224,"Chile","Peruvian calico scallop","Pacific, Southeast","Marine",2012,5798
"Chile",224,"Chile","Rainbow trout","Pacific, Southeast","Marine",2003,111493
"Chile",224,"Chile","Rainbow trout","Pacific, Southeast","Marine",2004,122760
"Chile",224,"Chile","Rainbow trout","Pacific, Southeast","Marine",2005,113582
"Chile",224,"Chile","Rainbow trout","Pacific, Southeast","Marine",2006,140262
"Chile",224,"Chile","Rainbow trout","Pacific, Southeast","Marine",2007,162406
"Chile",224,"Chile","Rainbow trout","Pacific, Southeast","Marine",2008,147563
"Chile",224,"Chile","Rainbow trout","Pacific, Southeast","Marine",2009,199497
"Chile",224,"Chile","Rainbow trout","Pacific, Southeast","Marine",2010,2e+05
"Chile",224,"Chile","Rainbow trout","Pacific, Southeast","Marine",2011,208482
"Chile",224,"Chile","Rainbow trout","Pacific, Southeast","Marine",2012,223516
"Chile",224,"Chile","Red abalone","Pacific, Southeast","Marine",2003,120
"Chile",224,"Chile","Red abalone","Pacific, Southeast","Marine",2004,241
"Chile",224,"Chile","Red abalone","Pacific, Southeast","Marine",2005,342
"Chile",224,"Chile","Red abalone","Pacific, Southeast","Marine",2006,391
"Chile",224,"Chile","Red abalone","Pacific, Southeast","Marine",2007,357
"Chile",224,"Chile","Red abalone","Pacific, Southeast","Marine",2008,514
"Chile",224,"Chile","Red abalone","Pacific, Southeast","Marine",2009,841
"Chile",224,"Chile","Red abalone","Pacific, Southeast","Marine",2010,794
"Chile",224,"Chile","Red abalone","Pacific, Southeast","Marine",2011,835
"Chile",224,"Chile","Red abalone","Pacific, Southeast","Marine",2012,828
"Chile",224,"Chile","Turbot","Pacific, Southeast","Brackishwater",2003,422
"Chile",224,"Chile","Turbot","Pacific, Southeast","Brackishwater",2004,273
"Chile",224,"Chile","Turbot","Pacific, Southeast","Brackishwater",2005,296
"Chile",224,"Chile","Turbot","Pacific, Southeast","Brackishwater",2006,277
"Chile",224,"Chile","Turbot","Pacific, Southeast","Brackishwater",2007,335
"Chile",224,"Chile","Turbot","Pacific, Southeast","Brackishwater",2008,282
"Chile",224,"Chile","Turbot","Pacific, Southeast","Brackishwater",2009,319
"Chile",224,"Chile","Turbot","Pacific, Southeast","Brackishwater",2010,292
"Chile",224,"Chile","Turbot","Pacific, Southeast","Brackishwater",2011,252
"Chile",224,"Chile","Turbot","Pacific, Southeast","Brackishwater",2012,442
"China",209,"China","Abalones nei","Pacific, Northwest","Marine",2003,9810
"China",209,"China","Abalones nei","Pacific, Northwest","Marine",2004,13515
"China",209,"China","Abalones nei","Pacific, Northwest","Marine",2005,15460
"China",209,"China","Abalones nei","Pacific, Northwest","Marine",2006,18921
"China",209,"China","Abalones nei","Pacific, Northwest","Marine",2007,25324
"China",209,"China","Abalones nei","Pacific, Northwest","Marine",2008,33010
"China",209,"China","Abalones nei","Pacific, Northwest","Marine",2009,42373
"China",209,"China","Abalones nei","Pacific, Northwest","Marine",2010,56511
"China",209,"China","Abalones nei","Pacific, Northwest","Marine",2011,76786
"China",209,"China","Abalones nei","Pacific, Northwest","Marine",2012,90694
"China",209,"China","Amberjacks nei","Pacific, Northwest","Marine",2003,10131
"China",209,"China","Amberjacks nei","Pacific, Northwest","Marine",2004,11000
"China",209,"China","Amberjacks nei","Pacific, Northwest","Marine",2005,10473
"China",209,"China","Amberjacks nei","Pacific, Northwest","Marine",2006,10308
"China",209,"China","Amberjacks nei","Pacific, Northwest","Marine",2007,11528
"China",209,"China","Amberjacks nei","Pacific, Northwest","Marine",2008,19511
"China",209,"China","Amberjacks nei","Pacific, Northwest","Marine",2009,19404
"China",209,"China","Amberjacks nei","Pacific, Northwest","Marine",2010,16787
"China",209,"China","Amberjacks nei","Pacific, Northwest","Marine",2011,13325
"China",209,"China","Amberjacks nei","Pacific, Northwest","Marine",2012,13094
"China",209,"China","Aquatic invertebrates nei","Pacific, Northwest","Marine",2003,40380
"China",209,"China","Aquatic invertebrates nei","Pacific, Northwest","Marine",2004,41443
"China",209,"China","Aquatic invertebrates nei","Pacific, Northwest","Marine",2005,40974
"China",209,"China","Aquatic invertebrates nei","Pacific, Northwest","Marine",2006,36383
"China",209,"China","Aquatic invertebrates nei","Pacific, Northwest","Marine",2007,44825
"China",209,"China","Aquatic invertebrates nei","Pacific, Northwest","Marine",2008,104008
"China",209,"China","Aquatic invertebrates nei","Pacific, Northwest","Marine",2009,109172
"China",209,"China","Aquatic invertebrates nei","Pacific, Northwest","Marine",2010,133994
"China",209,"China","Aquatic invertebrates nei","Pacific, Northwest","Marine",2011,62255
"China",209,"China","Aquatic invertebrates nei","Pacific, Northwest","Marine",2012,0
"China",209,"China","Blood cockle","Pacific, Northwest","Marine",2003,278278
"China",209,"China","Blood cockle","Pacific, Northwest","Marine",2004,282808
"China",209,"China","Blood cockle","Pacific, Northwest","Marine",2005,265673
"China",209,"China","Blood cockle","Pacific, Northwest","Marine",2006,276288
"China",209,"China","Blood cockle","Pacific, Northwest","Marine",2007,279510
"China",209,"China","Blood cockle","Pacific, Northwest","Marine",2008,290177
"China",209,"China","Blood cockle","Pacific, Northwest","Marine",2009,276742
"China",209,"China","Blood cockle","Pacific, Northwest","Marine",2010,310380
"China",209,"China","Blood cockle","Pacific, Northwest","Marine",2011,293200
"China",209,"China","Blood cockle","Pacific, Northwest","Marine",2012,278058
"China",209,"China","Cobia","Pacific, Northwest","Marine",2003,14428
"China",209,"China","Cobia","Pacific, Northwest","Marine",2004,14431
"China",209,"China","Cobia","Pacific, Northwest","Marine",2005,16516
"China",209,"China","Cobia","Pacific, Northwest","Marine",2006,19634
"China",209,"China","Cobia","Pacific, Northwest","Marine",2007,25855
"China",209,"China","Cobia","Pacific, Northwest","Marine",2008,23475
"China",209,"China","Cobia","Pacific, Northwest","Marine",2009,29104
"China",209,"China","Cobia","Pacific, Northwest","Marine",2010,36356
"China",209,"China","Cobia","Pacific, Northwest","Marine",2011,37210
"China",209,"China","Cobia","Pacific, Northwest","Marine",2012,38014
"China",209,"China","Cupped oysters nei","Pacific, Northwest","Marine",2003,3211346
"China",209,"China","Cupped oysters nei","Pacific, Northwest","Marine",2004,3281883
"China",209,"China","Cupped oysters nei","Pacific, Northwest","Marine",2005,3346963
"China",209,"China","Cupped oysters nei","Pacific, Northwest","Marine",2006,3403446
"China",209,"China","Cupped oysters nei","Pacific, Northwest","Marine",2007,3508934
"China",209,"China","Cupped oysters nei","Pacific, Northwest","Marine",2008,3354382
"China",209,"China","Cupped oysters nei","Pacific, Northwest","Marine",2009,3503782
"China",209,"China","Cupped oysters nei","Pacific, Northwest","Marine",2010,3642829
"China",209,"China","Cupped oysters nei","Pacific, Northwest","Marine",2011,3756310
"China",209,"China","Cupped oysters nei","Pacific, Northwest","Marine",2012,3948817
"China",209,"China","Fleshy prawn","Pacific, Northwest","Brackishwater",2003,54002
"China",209,"China","Fleshy prawn","Pacific, Northwest","Brackishwater",2004,47580
"China",209,"China","Fleshy prawn","Pacific, Northwest","Brackishwater",2005,43649
"China",209,"China","Fleshy prawn","Pacific, Northwest","Brackishwater",2006,44716
"China",209,"China","Fleshy prawn","Pacific, Northwest","Brackishwater",2007,42257
"China",209,"China","Fleshy prawn","Pacific, Northwest","Brackishwater",2008,42552
"China",209,"China","Fleshy prawn","Pacific, Northwest","Brackishwater",2009,44388
"China",209,"China","Fleshy prawn","Pacific, Northwest","Brackishwater",2010,45313
"China",209,"China","Fleshy prawn","Pacific, Northwest","Brackishwater",2011,41646
"China",209,"China","Fleshy prawn","Pacific, Northwest","Brackishwater",2012,41213
"China",209,"China","Giant tiger prawn","Pacific, Northwest","Marine",2003,44723
"China",209,"China","Giant tiger prawn","Pacific, Northwest","Marine",2004,53004
"China",209,"China","Giant tiger prawn","Pacific, Northwest","Marine",2005,66243
"China",209,"China","Giant tiger prawn","Pacific, Northwest","Marine",2006,69296
"China",209,"China","Giant tiger prawn","Pacific, Northwest","Marine",2007,61617
"China",209,"China","Giant tiger prawn","Pacific, Northwest","Marine",2008,60899
"China",209,"China","Giant tiger prawn","Pacific, Northwest","Marine",2009,60210
"China",209,"China","Giant tiger prawn","Pacific, Northwest","Marine",2010,56634
"China",209,"China","Giant tiger prawn","Pacific, Northwest","Marine",2011,60691
"China",209,"China","Giant tiger prawn","Pacific, Northwest","Marine",2012,64554
"China",209,"China","Groupers nei","Pacific, Northwest","Marine",2003,23453
"China",209,"China","Groupers nei","Pacific, Northwest","Marine",2004,28876
"China",209,"China","Groupers nei","Pacific, Northwest","Marine",2005,34039
"China",209,"China","Groupers nei","Pacific, Northwest","Marine",2006,41994
"China",209,"China","Groupers nei","Pacific, Northwest","Marine",2007,42854
"China",209,"China","Groupers nei","Pacific, Northwest","Marine",2008,45213
