iucn_sid,am_sid,sciname,am_sciname,fbname,am_cat
154964.0,Fis-149520,Hoplunnis schmidti,Hoplunnis schmidti,null,NA
154965.0,Fis-55105,Acreichthys hajam,Acreichthys hajam,null,NA
154966.0,Fis-133592,Thamnaconus fijiensis,Thamnaconus fijiensis,null,NA
154967.0,Fis-138801,Amblygobius buanensis,Amblygobius buanensis,Buan goby,NA
154968.0,Fis-30013,Etrumeus whiteheadi,Etrumeus whiteheadi,Whitehead's round herring,NA
154969.0,Fis-120470,Kuronezumia bubonis,Kuronezumia bubonis,Bulbous rattail,NA
154970.0,Fis-22213,Trachinotus goodei,Trachinotus goodei,Great pompano,NA
154971.0,Fis-26763,Scarus viridifucatus,Scarus viridifucatus,Roundhead parrotfish,NA
154972.0,Fis-59731,Parablennius zvonimiri,Parablennius zvonimiri,null,NA
154973.0,Fis-32457,Bassozetus robustus,Bassozetus robustus,Robust assfish,NA
154974.0,Fis-25039,Xanthichthys mento,Xanthichthys mento,Redtail triggerfish,NA
154975.0,Fis-22843,Anchoa delicatissima,Anchoa delicatissima,Slough anchovy,NA
154976.0,Fis-149610,Drombus halei,Drombus halei,Hale's drombus,NA
154977.0,Fis-24555,Eopsetta jordani,Eopsetta jordani,Petrale sole,NA
154978.0,Fis-146598,Apogon indicus,Apogon indicus,Indian cardinalfish,NA
154980.0,Fis-32470,Chirodactylus jessicalenorum,Chirodactylus jessicalenorum,Natal fingerfin,NA
154981.0,Fis-146809,Paraliparis copei,Paraliparis copei copei,Blacksnout seasnail,NA
154982.0,Fis-28914,Daector dowi,Daector dowi,Dow's toadfish,NA
154983.0,Fis-23710,Paralichthys dentatus,Paralichthys dentatus,Summer flounder,NA
154984.0,Fis-34769,Physiculus roseus,Physiculus roseus,Rosy cod,NA
154987.0,Fis-22840,Acanthistius brasilianus,Acanthistius brasilianus,Argentine seabass,NA
154988.0,Fis-58526,Scopelosaurus herwigi,Scopelosaurus herwigi,null,NA
154989.0,Fis-30595,Sardinella longiceps,Sardinella longiceps,Indian oil sardine,NA
154992.0,Fis-28978,Lophiodes caulinaris,Lophiodes caulinaris,Spottedtail angler,NA
154993.0,Fis-24922,Pteraclis aesticola,Pteraclis aesticola,Pacific fanfish,NA
154995.0,Fis-29910,Diaphus holti,Diaphus holti,Small lantern fish,NA
154996.0,Fis-28974,Calumia godeffroyi,Calumia godeffroyi,Tailface sleeper,NA
154997.0,Fis-29738,Bregmaceros atlanticus,Bregmaceros atlanticus,Antenna codlet,NA
154998.0,Fis-32104,Argyropelecus hemigymnus,Argyropelecus hemigymnus,Half-naked hatchetfish,NA
154999.0,Fis-29375,Etelis carbunculus,Etelis carbunculus,Deep-water red snapper,NA
155e3,Fis-112891,Minous dempsterae,Minous dempsterae,Obliquebanded stingfish,NA
155001.0,Fis-51744,Chalixodytes tauensis,Chalixodytes tauensis,Saddled sandburrower,NA
155002.0,Fis-137929,Bovichtus chilensis,Bovichtus chilensis,null,NA
155003.0,Fis-143830,Astronesthes nigroides,Astronesthes nigroides,null,NA
155004.0,Fis-25108,Congrogadus amplimaculatus,Congrogadus amplimaculatus,Largespot eel blenny,NA
155005.0,Fis-53418,Coloconger japonicus,Coloconger japonicus,null,NA
155006.0,Fis-26809,Coris caudimacula,Coris caudimacula,Spottail coris,NA
155007.0,Fis-35884,Allomycterus pilatus,Allomycterus pilatus,Deep-water burrfish,NA
155008.0,Fis-32552,Myripristis seychellensis,Myripristis seychellensis,Seychelles soldier,NA
155009.0,Fis-143777,Pseudobathylagus milleri,Pseudobathylagus milleri,Stout blacksmelt,NA
155010.0,Fis-145235,Scorpaenopsis ramaraoi,Scorpaenopsis ramaraoi,Rama Rao's scorpionfish,NA
155012.0,Fis-50053,Sternoptyx obscura,Sternoptyx obscura,null,NA
155013.0,Fis-49130,Parablennius parvicornis,Parablennius parvicornis,Rock-pool blenny,NA
155014.0,Fis-22977,Alectis ciliaris,Alectis ciliaris,African pompano,NA
155015.0,Fis-150532,Artediellichthys nigripinnis,Artediellichthys nigripinnis,Blackfin hookear sculpin,NA
155016.0,Fis-35618,Orthopristis reddingi,Orthopristis reddingi,Bronze-striped grunt,NA
155017.0,Fis-32519,Labroides phthirophagus,Labroides phthirophagus,Hawaiian cleaner wrasse,NA
155018.0,Fis-165019,Sciades parkeri,Sciades parkeri,Gillbacker sea catfish,NA
155020.0,Fis-29272,Anchoa walkeri,Anchoa walkeri,Persistent anchovy,NA
155021.0,Fis-29868,Coryphopterus hyalinus,Coryphopterus hyalinus,Glass goby,NA
155022.0,Fis-31209,Uranoscopus polli,Uranoscopus polli,Whitespotted stargazer,NA
155023.0,Fis-60844,Callionymus sagitta,Callionymus sagitta,Arrow dragonet,NA
155024.0,Fis-22978,Amphichthys cryptocentrus,Amphichthys cryptocentrus,Bocon toadfish,NA
155025.0,Fis-31011,Siganus rivulatus,Siganus rivulatus,Marbled spinefoot,NA
19488.0,Fis-30583,Rhincodon typus,Rhincodon typus,Whale shark,NA
155026.0,Fis-158171,Pelates sexlineatus,Helotes sexlineatus,Six-lined trumpeter,NA
155029.0,Fis-32512,Salarias ceramensis,Salarias ceramensis,Seram blenny,NA
155030.0,Fis-22897,Macroramphosus scolopax,Macroramphosus scolopax,Longspine snipefish,NA
155031.0,Fis-34055,Callionymus whiteheadi,Callionymus whiteheadi,Whitehead’s deepwater dragonet,NA
155032.0,Fis-35462,Cirrhilabrus rubripinnis,Cirrhilabrus rubripinnis,Redfin wrasse,NA
155034.0,Fis-32415,Crossosalarias macrospilus,Crossosalarias macrospilus,Tripplespot blenny,NA
155036.0,Fis-34843,Caulolatilus hubbsi,Caulolatilus hubbsi,Hubbs' tilefish,NA
155037.0,Fis-133526,Physiculus parini,Physiculus parini,null,NA
155039.0,Fis-26949,Saurenchelys fierasfer,Saurenchelys fierasfer,null,NA
155040.0,Fis-30811,Etropus rimosus,Etropus rimosus,Gray flounder,NA
155042.0,Fis-55425,Plesiops nigricans,Plesiops nigricans,Whitespotted longfin,NA
155043.0,Fis-22872,Decapterus russelli,Decapterus russelli,Indian scad,NA
155044.0,Fis-22742,Buglossidium luteum,Buglossidium luteum,Solenette,NA
155046.0,Fis-167291,Apogon margaritophorus,Ostorhinchus margaritophorus,Red-striped cardinalfish,NA
155047.0,Fis-58567,Cocotropus roseus,Cocotropus roseus,null,NA
155049.0,Fis-128241,Lepidotrigla kishinouyi,Lepidotrigla kishinouyi,null,NA
155050.0,Fis-62751,Callogobius clitellus,Callogobius clitellus,Saddled goby,NA
155051.0,Fis-113787,Microgobius tabogensis,Microgobius tabogensis,Taboga goby,NA
155052.0,Fis-54769,Dactyloptena gilberti,Dactyloptena gilberti,null,NA
155054.0,Fis-35824,Plagiogeneion macrolepis,Plagiogeneion macrolepis,Bigscale rubyfish,NA
155055.0,Fis-143867,Himantolophus cornifer,Himantolophus cornifer,null,NA
155056.0,Fis-29191,Cyttus novaezealandiae,Cyttus novaezealandiae,New Zealand dory,NA
155057.0,Fis-31822,Uranoscopus japonicus,Uranoscopus japonicus,null,NA
155058.0,Fis-30818,Hippoglossina stomata,Hippoglossina stomata,Bigmouth flounder,NA
155059.0,Fis-35175,Gillellus healae,Gillellus healae,Masked stargazer,NA
155064.0,Fis-170331,Apogon notatus,Ostorhinchus notatus,Spotnape cardinalfish,NA
155066.0,Fis-34041,Samariscus huysmani,Samariscus huysmani,Huysman's righteye flounder,NA
155068.0,Fis-24930,Remora brachyptera,Remora brachyptera,Spearfish remora,NA
155071.0,Fis-52910,Gorgasia maculata,Gorgasia maculata,Whitespotted garden eel,NA
155072.0,Fis-35495,Conger verreauxi,Conger verreauxi,Conger,NA
155073.0,Fis-25918,Doryrhamphus janssi,Doryrhamphus janssi,Janss' pipefish,NA
155074.0,Fis-144830,Patagonotothen cornucola,Patagonotothen cornucola,null,NA
155075.0,Fis-7669,Remora albescens,Remora albescens,White suckerfish,NA
155076.0,Fis-26972,Halichoeres notospilus,Halichoeres notospilus,Banded wrasse,NA
155077.0,Fis-116901,Lycenchelys monstrosa,Lycenchelys monstrosa,null,NA
155078.0,Fis-26945,Pterygotrigla hemisticta,Pterygotrigla hemisticta,Blackspotted gurnard,NA
155079.0,Fis-28707,Torquigener tuberculiferus,Torquigener tuberculiferus,null,NA
155081.0,Fis-24685,Hyperoglyphe perciformis,Hyperoglyphe perciformis,Barrelfish,NA
155082.0,Fis-54783,Eumicrotremus barbatus,Eumicrotremus barbatus,null,NA
155083.0,Fis-27342,Centropyge acanthops,Centropyge acanthops,Orangeback angelfish,NA
155084.0,Fis-33858,Champsodon capensis,Champsodon capensis,Gaper,NA
155085.0,Fis-32220,Pseudocyttus maculatus,Pseudocyttus maculatus,Smooth oreo dory,NA
155087.0,Fis-35734,Pseudopercis numida,Pseudopercis numida,Namorado sandperch,NA
155088.0,Fis-30809,Enophrys taurina,Enophrys taurina,Bull sculpin,NA
155089.0,Fis-23626,Lutjanus decussatus,Lutjanus decussatus,Checkered snapper,NA
155090.0,Fis-130902,Cociella punctata,Cociella punctata,Spotted flathead,NA
155091.0,Fis-26152,Enchelycore schismatorhynchus,Enchelycore schismatorhynchus,White-margined moray,NA
155092.0,Fis-55078,Laeops kitaharae,Laeops kitaharae,null,NA
155093.0,Fis-32362,Derichthys serpentinus,Derichthys serpentinus,Narrownecked oceanic eel,NA
155094.0,Fis-24514,Clinocottus globiceps,Clinocottus globiceps,Mosshead sculpin,NA
155096.0,Fis-22818,Sarda sarda,Sarda sarda,Atlantic bonito,NA
155097.0,Fis-29305,Caesio caerulaurea,Caesio caerulaurea,Blue and gold fusilier,NA
155098.0,Fis-28234,Chromis flavicauda,Chromis flavicauda,Cobalt chromis,NA
155099.0,Fis-28969,Omobranchus anolius,Omobranchus anolius,null,NA
155102.0,Fis-31535,Cheilodipterus singapurensis,Cheilodipterus singapurensis,Truncate cardinalfish,NA
155104.0,Fis-125812,Cheilopogon pinnatibarbatus,Cheilopogon pinnatibarbatus pinnatibarbatus,Bennett's flyingfish,NA
155105.0,Fis-21594,Platycephalus indicus,Platycephalus indicus,Bartail flathead,NA
155106.0,Fis-50459,Kali macrodon,Kali macrodon,null,NA
155107.0,Fis-27266,Monopenchelys acuta,Monopenchelys acuta,Redface moray,NA
155108.0,Fis-138844,Omobranchus rotundiceps,Omobranchus rotundiceps,Rotund blenny,NA
155111.0,Fis-27890,Congiopodus torvus,Congiopodus torvus,Smooth horsefish,NA
155112.0,Fis-49883,Stemonosudis gracilis,Stemonosudis gracilis,null,NA
155114.0,Fis-158805,Diancistrus novaeguineae,Diancistrus novaeguineae,New guinea viviparous brotula,NA
155115.0,Fis-30237,Lethrinus reticulatus,Lethrinus reticulatus,Red snout emperor,NA
155116.0,Fis-23766,Sardinella albella,Sardinella albella,White sardinella,NA
155117.0,Fis-134169,Melamphaes spinifer,Melamphaes spinifer,null,NA
155118.0,Fis-23588,Lethrinus conchyliatus,Lethrinus conchyliatus,Redaxil emperor,NA
155119.0,Fis-28690,Odontesthes incisa,Odontesthes incisa,null,NA
155120.0,Fis-25960,Naso vlamingii,Naso vlamingii,Bignose unicornfish,NA
155123.0,Fis-29344,Clupea harengus,Clupea harengus,Atlantic herring,NA
155124.0,Fis-60569,Amblyeleotris triguttata,Amblyeleotris triguttata,Triplespot shrimpgoby,NA
155126.0,Fis-22219,Apsilus dentatus,Apsilus dentatus,Black snapper,NA
155127.0,Fis-60831,Pseudochromis omanensis,Pseudochromis omanensis,null,NA
155128.0,Fis-22177,Caulolatilus cyanops,Caulolatilus cyanops,Blackline tilefish,NA
155130.0,Fis-29766,Caranx sexfasciatus,Caranx sexfasciatus,Bigeye trevally,NA
155131.0,Fis-24128,Moringua edwardsi,Moringua edwardsi,Spaghetti eel,NA
155132.0,Fis-152044,Eustomias monodactylus,Eustomias monodactylus,null,NA
155133.0,Fis-143347,Bathycongrus vicinalis,Bathycongrus vicinalis,Neighbor conger,NA
155134.0,Fis-23326,Alepes vari,Alepes vari,Herring scad,NA
155135.0,Fis-31884,Sillago japonica,Sillago japonica,Japanese sillago,NA
155137.0,Fis-55830,Chascanopsetta crumenalis,Chascanopsetta crumenalis,null,NA
155138.0,Fis-35967,Antipodocottus galatheae,Antipodocottus galatheae,Galathea sculpin,NA
155141.0,Fis-51533,Kaupichthys brachychirus,Kaupichthys brachychirus,Shortfin false moray,NA
155142.0,Fis-132758,Laemonema rhodochir,Laemonema rhodochir,null,NA
155143.0,Fis-144996,Paraulopus maculatus,Paraulopus maculatus,null,NA
155144.0,Fis-32474,Myripristis trachyacron,Myripristis trachyacron,East indian soldierfish,NA
155145.0,Fis-144557,Brachirus sorsogonensis,Brachirus sorsogonensis,One-eyed sole,NA
155146.0,Fis-31471,Anampses melanurus,Anampses melanurus,White-spotted wrasse,NA
155147.0,Fis-47779,Hoplostethus metallicus,Hoplostethus metallicus,Metallic roughy,NA
155148.0,Fis-30681,Stygnobrotula latebricola,Stygnobrotula latebricola,Black brotula,NA
155149.0,Fis-47536,Arnoglossus brunneus,Arnoglossus brunneus,Brown lefteye flounder,NA
154848.0,Fis-27571,Gnatholepis cauerensis,Gnatholepis cauerensis,Eyebar goby,NA
155153.0,Fis-32296,Atherion elymus,Atherion elymus,Bearded silverside,NA
155154.0,Fis-32228,Paraliparis operculosus,Paraliparis operculosus,Longeared snailfish,NA
155155.0,Fis-54341,Chirolophis snyderi,Chirolophis snyderi,Bearded warbonnet,NA
155156.0,Fis-58278,Lepidonectes corallicola,Lepidonectes corallicola,Galapagos triplefin blenny,NA
155157.0,Fis-46921,Atrobucca kyushini,Atrobucca kyushini,Black-spot croaker,NA
155159.0,Fis-23866,Trachinotus rhodopus,Trachinotus rhodopus,Gafftopsail pompano,NA
155160.0,Fis-31001,Hygophum proximum,Hygophum proximum,Firefly lanternfish,NA
155161.0,Fis-116962,Lycodes concolor,Lycodes concolor,Ebony eelpout,NA
155162.0,Fis-137302,Zebrias crossolepis,Zebrias crossolepis,null,NA
155163.0,Fis-23531,Haemulon striatum,Haemulon striatum,Striped grunt,NA
155164.0,Fis-60987,Polydactylus microstomus,Polydactylus microstomus,Smallmouth threadfin,NA
155165.0,Fis-31914,Corythoichthys amplexus,Corythoichthys amplexus,Brown-banded pipefish,NA
155166.0,Fis-148881,Chilomycterus schoepfii,Chilomycterus schoepfii,Striped burrfish,NA
155167.0,Fis-24764,Malacoctenus macropus,Malacoctenus macropus,Rosy blenny,NA
155151.0,Fis-156713,Apogon rubrimacula,Ostorhinchus rubrimacula,Rubyspot cardinalfish,NA
155171.0,Fis-29166,Eleutheronema tridactylum,Eleutheronema tridactylum,Threefinger threadfin,NA
155172.0,Fis-26943,Pontinus macrocephalus,Pontinus macrocephalus,Large-headed scorpionfish,NA
155174.0,Fis-30352,Neoclinus uninotatus,Neoclinus uninotatus,Onespot fringehead,NA
155176.0,Fis-149496,Parupeneus crassilabris,Parupeneus crassilabris,null,NA
155177.0,Fis-23224,Psenopsis anomala,Psenopsis anomala,Pacific rudderfish,NA
155179.0,Fis-24933,Rhacochilus vacca,Rhacochilus vacca,Pile perch,NA
155180.0,Fis-29746,Calamus cervigoni,Calamus cervigoni,Spotfin porgy,NA
155181.0,Fis-23435,Chirocentrodon bleekerianus,Chirocentrodon bleekerianus,Dogtooth herring,NA
155183.0,Fis-32574,Paralichthodes algoensis,Paralichthodes algoensis,Peppered flounder,NA
155182.0,Fis-25418,Pomadasys incisus,Pomadasys incisus,Bastard grunt,NA
155186.0,Fis-25099,Cirripectes filamentosus,Cirripectes filamentosus,Filamentous blenny,NA
155189.0,Fis-50311,Scopeloberyx opisthopterus,Scopeloberyx opisthopterus,null,NA
155184.0,Fis-132198,Neobythites bimaculatus,Neobythites bimaculatus,Twospot cusk,NA
155192.0,Fis-47408,Johnius novaeguineae,Johnius novaeguineae,Paperhead croaker,NA
155193.0,Fis-27747,Coradion melanopus,Coradion melanopus,Twospot coralfish,NA
155194.0,Fis-144753,Cirripectes alleni,Cirripectes alleni,Kimberley blenny,NA
155195.0,Fis-139478,Ichthyococcus irregularis,Ichthyococcus irregularis,Bulldog lightfish,NA
155199.0,Fis-130805,Ethadophis akkistikos,Ethadophis akkistikos,Indifferent eel,NA
155200.0,Fis-28581,Parapercis xanthozona,Parapercis xanthozona,Yellowbar sandperch,NA
155201.0,Fis-33259,Ambassis urotaenia,Ambassis urotaenia,Banded-tail glassy perchlet,NA
155203.0,Fis-55811,Talismania bifurcata,Talismania bifurcata,Threadfin slickhead,NA
155204.0,Fis-143668,Lycodes paamiuti,Lycodes paamiuti,Paamiut eelpout,NA
155205.0,Fis-32745,Caulolatilus affinis,Caulolatilus affinis,Bighead tilefish,NA
155211.0,Fis-132269,Synaphobranchus oregoni,Synaphobranchus oregoni,null,NA
155190.0,Fis-133336,Simenchelys parasitica,Simenchelys parasitica,Snubnosed eel,NA
155214.0,Fis-49011,Gobius fallax,Gobius fallax,Sarato's goby,NA
155215.0,Fis-8265,Dicologlossa cuneata,Dicologlossa cuneata,Wedge sole,NA
155216.0,Fis-30824,Icelinus filamentosus,Icelinus filamentosus,Threadfin sculpin,NA
155218.0,Fis-123727,Lipogramma robinsi,Lipogramma robinsi,Yellowbar basslet,NA
155219.0,Fis-126978,Paracentropogon vespa,Paracentropogon vespa,Wasp roguefish,NA
155220.0,Fis-22163,Chaetodon sedentarius,Chaetodon sedentarius,Reef butterflyfish,NA
155221.0,Fis-138816,Halichoeres papilionaceus,Halichoeres papilionaceus,Weed wrasse,NA
155222.0,Fis-35124,Pentaceros japonicus,Pentaceros japonicus,Japanese armorhead,NA
155223.0,Fis-152348,Gobiopterus mindanensis,Gobiopterus mindanensis,Mindanao glassgoby,NA
155224.0,Fis-25831,Scorpaenodes hirsutus,Scorpaenodes hirsutus,Hairy scorpionfish,NA
155225.0,Fis-136960,Arnoglossus rueppelii,Arnoglossus rueppelii,Rüppell's scaldback,NA
155226.0,Fis-48954,Chromogobius quadrivittatus,Chromogobius quadrivittatus,Chestnut goby,NA
155227.0,Fis-132814,Serrivomer lanceolatoides,Serrivomer lanceolatoides,Short-tooth sawpalate,NA
155228.0,Fis-52134,Parapercis atlantica,Parapercis atlantica,null,NA
19855.0,Fis-29501,Salmo salar,Salmo salar,Atlantic salmon,NA
155229.0,Fis-31903,Nemateleotris magnifica,Nemateleotris magnifica,Fire goby,NA
155231.0,Fis-29180,Meuschenia hippocrepis,Meuschenia hippocrepis,Horse-shoe leatherjacket,NA
155232.0,Fis-35982,Rhamphocetichthys savagei,Rhamphocetichthys savagei,Savage's birdsnouted whalefish,NA
19861.0,Fis-21630,Salmo trutta,Salmo trutta,Sea trout,NA
155234.0,Fis-143375,Acromycter perturbator,Acromycter perturbator,null,NA
155235.0,Fis-23594,Lile piquitinga,Lile piquitinga,Atlantic piquitinga,NA
155236.0,Fis-23034,Austroglossus microlepis,Austroglossus microlepis,West coast sole,NA
155238.0,Fis-28627,Halichoeres binotopsis,Halichoeres binotopsis,Saowisata wrasse,NA
155239.0,Fis-25388,Branchiostegus semifasciatus,Branchiostegus semifasciatus,Zebra tilefish,NA
155240.0,Fis-23303,Thryssa mystax,Thryssa mystax,Moustached thryssa,NA
155241.0,Fis-116558,Hadropogonichthys lindbergi,Hadropogonichthys lindbergi,null,NA
155243.0,Fis-31031,Branchiostegus japonicus,Branchiostegus japonicus,Horsehead tilefish,NA
19877.0,Fis-153593,Salvelinus alpinus,Salvelinus alpinus alpinus,Arctic char,NA
155244.0,Fis-25190,Nemipterus nemurus,Nemipterus nemurus,Redspine threadfin bream,NA
155245.0,Fis-24802,Mulloidichthys dentatus,Mulloidichthys dentatus,Mexican goatfish,NA
155246.0,Fis-33179,Synaphobranchus kaupii,Synaphobranchus kaupii,Kaup's arrowtooth eel,NA
155250.0,Fis-31047,Dentex congoensis,Dentex congoensis,Congo dentex,NA
155252.0,Fis-140522,Pseudojuloides kaleidos,Pseudojuloides kaleidos,Kaleidos wrasse,NA
155253.0,Fis-30152,Jenkinsia majua,Jenkinsia majua,Little-eye round herring,NA
155254.0,Fis-29091,Sebastes cortezi,Sebastes cortezi,Cortez rockfish,NA
155255.0,Fis-28517,Neopomacentrus bankieri,Neopomacentrus bankieri,Chinese demoiselle,NA
155256.0,Fis-159538,Coelorinchus shcherbachevi,Coelorinchus shcherbachevi,False duckbill whiptail,NA
155257.0,Fis-47311,Cheilopogon rapanouiensis,Cheilopogon rapanouiensis,Easter island flyingfish,NA
19899.0,Fis-34961,Sanopus splendidus,Sanopus splendidus,Coral toadfish,NA
155259.0,Fis-23290,Strongylura marina,Strongylura marina,Atlantic needlefish,NA
155260.0,Fis-27728,Benthosema pterotum,Benthosema pterotum,Skinnycheek lanternfish,NA
155261.0,Fis-32731,Brachypleura novaezeelandiae,Brachypleura novaezeelandiae,Yellow-dabbled flounder,NA
155263.0,Fis-145821,Paraclinus rubicundus,Paraclinus rubicundus,null,NA
155264.0,Fis-150366,Lepidoperca filamenta,Lepidoperca filamenta,Western orange perch,NA
155265.0,Fis-31177,Malacocephalus occidentalis,Malacocephalus occidentalis,Western softhead grenadier,NA
155266.0,Fis-114615,Ariosoma selenops,Ariosoma selenops,null,NA
155268.0,Fis-25265,Scatophagus argus,Scatophagus argus,Spotted scat,NA
155272.0,Fis-127143,Nesogobius hinsbyi,Nesogobius hinsbyi,Tasmanian orange-spotted sand-goby,NA
155273.0,Fis-170294,Ostorhinchus lateralis,Fibramia lateralis,Humpback cardinal,NA
155274.0,Fis-167313,Apogon wassinki,Ostorhinchus wassinki,Kupang cardinalfish,NA
155276.0,Fis-22834,Thunnus atlanticus,Thunnus atlanticus,Blackfin tuna,NA
19950.0,Fis-30607,Scarus guacamaia,Scarus guacamaia,Rainbow parrotfish,NA
155277.0,Fis-166689,Antennarius analis,Antennatus analis,Tailjet frogfish,NA
155278.0,Fis-113900,Microgobius erectus,Microgobius erectus,Erect goby,NA
155280.0,Fis-29566,Thryssa gautamiensis,Thryssa gautamiensis,Gautama thryssa,NA
155281.0,Fis-35417,Seriolella caerulea,Seriolella caerulea,White warehou,NA
155282.0,Fis-137993,Gobius xanthocephalus,Gobius xanthocephalus,null,NA
155285.0,Fis-112549,Vanacampus vercoi,Vanacampus vercoi,Verco's pipefish,NA
155286.0,Fis-144562,Peristedion amblygenys,Peristedion amblygenys,null,NA
155287.0,Fis-29650,Antimora microlepis,Antimora microlepis,Finescale mora,NA
155289.0,Fis-27708,Schedophilus pemarco,Schedophilus pemarco,Pemarco blackfish,NA
155290.0,Fis-25406,Scarus schlegeli,Scarus schlegeli,Yellowband parrotfish,NA
155291.0,Fis-22190,Mugil incilis,Mugil incilis,Parassi mullet,NA
155293.0,Fis-28965,Pomadasys panamensis,Pomadasys panamensis,Panama grunt,NA
155294.0,Fis-23355,Anchoviella brevirostris,Anchoviella brevirostris,Snubnose anchovy,NA
155295.0,Fis-54333,Pseudanthias ignitus,Pseudanthias ignitus,Flame anthias,NA
155296.0,Fis-30053,Glossanodon pygmaeus,Glossanodon pygmaeus,Pygmy argentine,NA
155298.0,Fis-134175,Careproctus pallidus,Careproctus pallidus,null,NA
155299.0,Fis-34263,Eubalichthys caeruleoguttatus,Eubalichthys caeruleoguttatus,Blue-spotted leatherjacket,NA
155212.0,Fis-25020,Cosmocampus elucens,Cosmocampus elucens,Shortfin pipefish,NA
155301.0,Fis-32916,Rhinomuraena quaesita,Rhinomuraena quaesita,Ribbon moray,NA
155302.0,Fis-160978,Nectamia annularis,Nectamia annularis,Ringtail cardinalfish,NA
155304.0,Fis-35210,Pomacentrus milleri,Pomacentrus milleri,Miller's damselfish,NA
155305.0,Fis-145428,Oneirodes luetkeni,Oneirodes luetkeni,null,NA
155308.0,Fis-26704,Centropyge loricula,Centropyge loriculus,Flame angel,NA
155309.0,Fis-22885,Isacia conceptionis,Isacia conceptionis,Cabinza grunt,NA
155310.0,Fis-24449,Atherinomorus stipes,Atherinomorus stipes,Hardhead silverside,NA
155311.0,Fis-30559,Raconda russeliana,Raconda russeliana,Raconda,NA
155313.0,Fis-31872,Canthigaster leoparda,Canthigaster leoparda,Leopard sharpnose puffer,NA
155314.0,Fis-134684,Pseudocheilinus ocellatus,Pseudocheilinus ocellatus,Whitebarred wrasse,NA
155316.0,Fis-35688,Paralichthys aestuarius,Paralichthys aestuarius,Cortez flounder,NA
155318.0,Fis-35840,Serranus atricauda,Serranus atricauda,Blacktail comber,NA
155320.0,Fis-149461,Nannobrachium gibbsi,Nannobrachium gibbsi,null,NA
155321.0,Fis-32869,Helcogramma decurrens,Helcogramma decurrens,Black-throated triplefin,NA
155322.0,Fis-54508,Plectrogenium nanum,Plectrogenium nanum,null,NA
20047.0,Fis-22821,Scomberomorus concolor,Scomberomorus concolor,Monterey Spanish mackerel,NA
155325.0,Fis-64696,Ogcocephalus pumilus,Ogcocephalus pumilus,Dwarf batfish,NA
155326.0,Fis-29237,Acanthistius ocellatus,Acanthistius ocellatus,Eastern wirrah,NA
155327.0,Fis-113438,Crocodilichthys gracilis,Crocodilichthys gracilis,Lizard triplefin,NA
155328.0,Fis-114767,Paratriacanthodes herrei,Paratriacanthodes herrei,null,NA
155300.0,Fis-25868,Pentapodus emeryii,Pentapodus emeryii,Double whiptail,NA
155330.0,Fis-25119,Pomadasys maculatus,Pomadasys maculatus,Saddle grunt,NA
20084.0,Fis-30636,Sebastes fasciatus,Sebastes fasciatus,Acadian redfish,NA
20085.0,Fis-30643,Sebastes paucispinus,Sebastes paucispinis,Bocaccio rockfish,NA
20314.0,Fis-59365,Solegnathus dunckeri,Solegnathus dunckeri,Dunker's pipehorse,NA
20315.0,Fis-54098,Solegnathus hardwickii,Solegnathus hardwickii,Hardwicke's pipefish,NA
20316.0,Fis-32766,Solegnathus lettiensis,Solegnathus lettiensis,Günther's pipehorse,NA
20317.0,Fis-112471,Solegnathus robustus,Solegnathus robustus,Robust pipehorse,NA
20318.0,Fis-29098,Solegnathus spinosissimus,Solegnathus spinosissimus,Spiny pipehorse,NA
20424.0,ITS-180419,Sousa chinensis,Sousa chinensis,Pacific humpback dolphin,NA
20425.0,ITS-Mam-180420,Sousa teuszii,Sousa teuszii,Atlantic hump-backed dolphin,NA
20729.0,ITS-Mam-180430,Stenella attenuata,Stenella attenuata,Pantropical spotted dolphin,NA
20730.0,ITS-Mam-180435,Stenella clymene,Stenella clymene,Clymene dolphin,NA
20731.0,ITS-Mam-180434,Stenella coeruleoalba,Stenella coeruleoalba,striped dolphin,NA
20732.0,ITS-Mam-552460,Stenella frontalis,Stenella frontalis,Atlantic spotted dolphin,NA
20733.0,ITS-Mam-180429,Stenella longirostris,Stenella longirostris,spinner dolphin,NA
20738.0,ITS-Mam-180417,Steno bredanensis,Steno bredanensis,rough-toothed dolphin,NA
20795.0,Fis-30676,Stereolepis gigas,Stereolepis gigas,Giant seabass,NA
21257.0,Fis-30687,Syngnathus abaster,Syngnathus abaster,Black-striped pipefish,NA
155329.0,Fis-130876,Ophichthus altipennis,Ophichthus altipennis,Highfin snake eel,NA
21341.0,Fis-28765,Takifugu niphobles,Takifugu niphobles,null,NA
21342.0,Fis-55125,Takifugu poecilonotus,Takifugu poecilonotus,null,NA
21343.0,Fis-28762,Takifugu xanthopterus,Takifugu xanthopterus,Yellowfin pufferfish,NA
21500.0,ITS-Mam-180500,Tasmacetus shepherdi,Tasmacetus shepherdi,Shepherd's beaked whale,NA
21689.0,Fis-52020,Thalassoma ascensionis,Thalassoma ascensionis,Greenfish,NA
21856.0,Fis-22832,Thunnus alalunga,Thunnus alalunga,Albacore,NA
21857.0,Fis-22833,Thunnus albacares,Thunnus albacares,Yellowfin tuna,NA
21858.0,Fis-22835,Thunnus maccoyii,Thunnus maccoyii,Southern bluefin tuna,NA
