iucn_sid,year,old_cat,cat_txt,cat_ts,cat_ts_score
22697748,2016,LC,Least Concern,LC,0.0
22697752,1988,LR/lc,Lower Risk/least concern,LC,0.0
22697752,1994,LR/lc,Lower Risk/least concern,LC,0.0
22697752,2000,LR/lc,Lower Risk/least concern,LC,0.0
22697752,2004,LC,Least Concern,LC,0.0
22697752,2008,LC,Least Concern,LC,0.0
22697752,2009,LC,Least Concern,LC,0.0
22697752,2012,NT,Near Threatened,NT,0.2
22697752,2016,NT,Near Threatened,NT,0.2
22697755,1988,LR/lc,Lower Risk/least concern,LC,0.0
22697755,1994,LR/lc,Lower Risk/least concern,LC,0.0
22697755,2000,LR/nt,Lower Risk/near threatened,NT,0.2
22697755,2004,NT,Near Threatened,NT,0.2
22697755,2008,NT,Near Threatened,NT,0.2
22697755,2010,NT,Near Threatened,NT,0.2
22697755,2012,NT,Near Threatened,NT,0.2
22697755,2016,LC,Least Concern,LC,0.0
22697758,1988,LR/lc,Lower Risk/least concern,LC,0.0
22697758,1994,LR/lc,Lower Risk/least concern,LC,0.0
22697758,2000,LR/lc,Lower Risk/least concern,LC,0.0
22697758,2004,LC,Least Concern,LC,0.0
22697758,2008,LC,Least Concern,LC,0.0
22697758,2009,LC,Least Concern,LC,0.0
22697758,2012,NT,Near Threatened,NT,0.2
22697758,2016,LC,Least Concern,LC,0.0
22697761,1988,LR/lc,Lower Risk/least concern,LC,0.0
22697761,1994,LR/lc,Lower Risk/least concern,LC,0.0
22697761,2000,LR/lc,Lower Risk/least concern,LC,0.0
22697761,2004,LC,Least Concern,LC,0.0
22697761,2008,LC,Least Concern,LC,0.0
22697761,2009,LC,Least Concern,LC,0.0
22697761,2010,LC,Least Concern,LC,0.0
22697761,2012,LC,Least Concern,LC,0.0
22697761,2016,LC,Least Concern,LC,0.0
22697776,1988,NT,Near Threatened,NT,0.2
22697776,1994,VU,Vulnerable,VU,0.4
22697776,1996,VU,Vulnerable,VU,0.4
22697776,2000,VU,Vulnerable,VU,0.4
22697776,2004,VU,Vulnerable,VU,0.4
22697776,2005,VU,Vulnerable,VU,0.4
22697776,2008,VU,Vulnerable,VU,0.4
22697776,2010,VU,Vulnerable,VU,0.4
22697776,2012,VU,Vulnerable,VU,0.4
22697776,2016,VU,Vulnerable,VU,0.4
22697782,1988,LR/lc,Lower Risk/least concern,LC,0.0
22697782,1994,VU,Vulnerable,VU,0.4
22697782,1996,VU,Vulnerable,VU,0.4
22697782,2000,VU,Vulnerable,VU,0.4
22697782,2004,VU,Vulnerable,VU,0.4
22697782,2005,VU,Vulnerable,VU,0.4
22697782,2008,VU,Vulnerable,VU,0.4
22697782,2010,VU,Vulnerable,VU,0.4
22697782,2012,VU,Vulnerable,VU,0.4
22697782,2016,VU,Vulnerable,VU,0.4
22697789,1988,LR/lc,Lower Risk/least concern,LC,0.0
22697789,1994,VU,Vulnerable,VU,0.4
22697789,1996,VU,Vulnerable,VU,0.4
22697789,2000,EN,Endangered,EN,0.6
22697789,2004,EN,Endangered,EN,0.6
22697789,2005,EN,Endangered,EN,0.6
22697789,2007,EN,Endangered,EN,0.6
22697789,2008,EN,Endangered,EN,0.6
22697789,2010,EN,Endangered,EN,0.6
22697789,2012,EN,Endangered,EN,0.6
22697789,2016,EN,Endangered,EN,0.6
22697793,1988,LR/lc,Lower Risk/least concern,LC,0.0
22697793,1994,LR/lc,Lower Risk/least concern,LC,0.0
22697793,2000,VU,Vulnerable,VU,0.4
22697793,2004,VU,Vulnerable,VU,0.4
22697793,2005,VU,Vulnerable,VU,0.4
22697793,2008,VU,Vulnerable,VU,0.4
22697793,2010,VU,Vulnerable,VU,0.4
22697793,2012,VU,Vulnerable,VU,0.4
22697793,2013,VU,Vulnerable,VU,0.4
22697793,2016,VU,Vulnerable,VU,0.4
22697797,1988,LR/lc,Lower Risk/least concern,LC,0.0
22697797,1994,LR/lc,Lower Risk/least concern,LC,0.0
22697797,2000,VU,Vulnerable,VU,0.4
22697797,2004,VU,Vulnerable,VU,0.4
22697797,2005,VU,Vulnerable,VU,0.4
22697797,2007,VU,Vulnerable,VU,0.4
22697797,2008,VU,Vulnerable,VU,0.4
22697797,2010,VU,Vulnerable,VU,0.4
22697797,2012,VU,Vulnerable,VU,0.4
22697797,2015,NT,Near Threatened,NT,0.2
22697797,2016,NT,Near Threatened,NT,0.2
22697800,1988,T,Threatened,EN,0.6
22697800,1994,VU,Vulnerable,VU,0.4
22697800,1996,VU,Vulnerable,VU,0.4
22697800,2000,EN,Endangered,EN,0.6
22697800,2004,EN,Endangered,EN,0.6
22697800,2005,EN,Endangered,EN,0.6
22697800,2007,EN,Endangered,EN,0.6
22697800,2008,EN,Endangered,EN,0.6
22697800,2010,EN,Endangered,EN,0.6
22697800,2012,EN,Endangered,EN,0.6
22697800,2016,EN,Endangered,EN,0.6
22697805,1988,LR/lc,Lower Risk/least concern,LC,0.0
22697805,1994,LR/lc,Lower Risk/least concern,LC,0.0
22697805,2000,LR/lc,Lower Risk/least concern,LC,0.0
22697805,2004,LC,Least Concern,LC,0.0
22697805,2008,LC,Least Concern,LC,0.0
22697805,2009,LC,Least Concern,LC,0.0
22697805,2012,LC,Least Concern,LC,0.0
22697805,2016,LC,Least Concern,LC,0.0
22697810,1988,T,Threatened,EN,0.6
22697810,1994,LR/nt,Lower Risk/near threatened,NT,0.2
22697810,2000,VU,Vulnerable,VU,0.4
22697810,2004,VU,Vulnerable,VU,0.4
22697810,2005,VU,Vulnerable,VU,0.4
22697810,2008,VU,Vulnerable,VU,0.4
22697810,2010,EN,Endangered,EN,0.6
22697810,2012,EN,Endangered,EN,0.6
22697810,2013,EN,Endangered,EN,0.6
22697810,2015,EN,Endangered,EN,0.6
22697810,2016,EN,Endangered,EN,0.6
22697817,1988,T,Threatened,EN,0.6
22697817,1994,LR/nt,Lower Risk/near threatened,NT,0.2
22697817,2000,VU,Vulnerable,VU,0.4
22697817,2004,VU,Vulnerable,VU,0.4
22697817,2005,VU,Vulnerable,VU,0.4
22697817,2008,VU,Vulnerable,VU,0.4
22697817,2010,VU,Vulnerable,VU,0.4
22697817,2012,VU,Vulnerable,VU,0.4
22697817,2013,VU,Vulnerable,VU,0.4
22697817,2016,VU,Vulnerable,VU,0.4
22697822,1988,LR/lc,Lower Risk/least concern,LC,0.0
22697822,1994,LR/lc,Lower Risk/least concern,LC,0.0
22697822,2000,LR/nt,Lower Risk/near threatened,NT,0.2
22697822,2004,NT,Near Threatened,NT,0.2
22697822,2008,NT,Near Threatened,NT,0.2
22697822,2010,NT,Near Threatened,NT,0.2
22697822,2012,NT,Near Threatened,NT,0.2
22697822,2016,NT,Near Threatened,NT,0.2
22697825,1988,NT,Near Threatened,NT,0.2
22697825,1994,VU,Vulnerable,VU,0.4
22697825,1996,VU,Vulnerable,VU,0.4
22697825,2000,EN,Endangered,EN,0.6
22697825,2004,EN,Endangered,EN,0.6
22697825,2005,EN,Endangered,EN,0.6
22697825,2007,EN,Endangered,EN,0.6
22697825,2008,EN,Endangered,EN,0.6
22697825,2010,EN,Endangered,EN,0.6
22697825,2012,EN,Endangered,EN,0.6
22697825,2016,EN,Endangered,EN,0.6
22697829,1988,LR/lc,Lower Risk/least concern,LC,0.0
22697829,1994,LR/lc,Lower Risk/least concern,LC,0.0
22697829,2000,LR/lc,Lower Risk/least concern,LC,0.0
22697829,2004,LC,Least Concern,LC,0.0
22697829,2008,LC,Least Concern,LC,0.0
22697829,2009,LC,Least Concern,LC,0.0
22697829,2012,LC,Least Concern,LC,0.0
22697829,2016,LC,Least Concern,LC,0.0
22697834,1988,LR/lc,Lower Risk/least concern,LC,0.0
22697834,1994,LR/lc,Lower Risk/least concern,LC,0.0
22697834,2000,LR/lc,Lower Risk/least concern,LC,0.0
22697834,2004,LC,Least Concern,LC,0.0
22697834,2008,LC,Least Concern,LC,0.0
22697834,2009,LC,Least Concern,LC,0.0
22697834,2012,LC,Least Concern,LC,0.0
22697834,2014,LC,Least Concern,LC,0.0
22697834,2016,LC,Least Concern,LC,0.0
22697839,1988,LR/lc,Lower Risk/least concern,LC,0.0
22697839,1994,LR/lc,Lower Risk/least concern,LC,0.0
22697839,2000,LR/lc,Lower Risk/least concern,LC,0.0
22697839,2004,LC,Least Concern,LC,0.0
22697839,2008,LC,Least Concern,LC,0.0
22697839,2009,LC,Least Concern,LC,0.0
22697839,2012,LC,Least Concern,LC,0.0
22697839,2016,LC,Least Concern,LC,0.0
22697842,1988,LR/lc,Lower Risk/least concern,LC,0.0
22697842,1994,LR/lc,Lower Risk/least concern,LC,0.0
22697842,2000,LR/lc,Lower Risk/least concern,LC,0.0
22697842,2004,LC,Least Concern,LC,0.0
22697842,2008,LC,Least Concern,LC,0.0
22697842,2009,LC,Least Concern,LC,0.0
22697842,2012,LC,Least Concern,LC,0.0
22697842,2016,LC,Least Concern,LC,0.0
22697847,1988,LR/lc,Lower Risk/least concern,LC,0.0
22697847,1994,LR/lc,Lower Risk/least concern,LC,0.0
22697847,2000,LR/lc,Lower Risk/least concern,LC,0.0
22697847,2004,LC,Least Concern,LC,0.0
22697847,2008,LC,Least Concern,LC,0.0
22697847,2009,LC,Least Concern,LC,0.0
22697847,2010,NT,Near Threatened,NT,0.2
22697847,2012,NT,Near Threatened,NT,0.2
22697847,2015,NT,Near Threatened,NT,0.2
22697847,2016,NT,Near Threatened,NT,0.2
22697852,1988,LR/lc,Lower Risk/least concern,LC,0.0
22697852,1994,LR/lc,Lower Risk/least concern,LC,0.0
22697852,2000,VU,Vulnerable,VU,0.4
22697852,2004,VU,Vulnerable,VU,0.4
22697852,2005,VU,Vulnerable,VU,0.4
22697852,2007,NT,Near Threatened,NT,0.2
22697852,2008,NT,Near Threatened,NT,0.2
22697852,2009,LC,Least Concern,LC,0.0
22697852,2012,LC,Least Concern,LC,0.0
22697852,2016,LC,Least Concern,LC,0.0
22697866,1988,LR/lc,Lower Risk/least concern,LC,0.0
22697866,1994,LR/lc,Lower Risk/least concern,LC,0.0
22697866,2000,LR/lc,Lower Risk/least concern,LC,0.0
22697866,2004,LC,Least Concern,LC,0.0
22697866,2008,LC,Least Concern,LC,0.0
22697866,2009,LC,Least Concern,LC,0.0
22697866,2012,LC,Least Concern,LC,0.0
22697866,2016,LC,Least Concern,LC,0.0
22697870,1988,LR/lc,Lower Risk/least concern,LC,0.0
22697870,1994,LR/lc,Lower Risk/least concern,LC,0.0
22697870,2000,LR/lc,Lower Risk/least concern,LC,0.0
22697870,2004,LC,Least Concern,LC,0.0
22697870,2008,LC,Least Concern,LC,0.0
22697870,2009,LC,Least Concern,LC,0.0
22697870,2012,LC,Least Concern,LC,0.0
22697870,2016,LC,Least Concern,LC,0.0
22697875,1988,LR/lc,Lower Risk/least concern,LC,0.0
22697875,1994,LR/lc,Lower Risk/least concern,LC,0.0
22697875,2000,LR/lc,Lower Risk/least concern,LC,0.0
22697875,2004,LC,Least Concern,LC,0.0
22697875,2008,LC,Least Concern,LC,0.0
22697875,2009,LC,Least Concern,LC,0.0
22697875,2012,LC,Least Concern,LC,0.0
22697875,2016,LC,Least Concern,LC,0.0
22697879,1988,LR/lc,Lower Risk/least concern,LC,0.0
22697879,1994,LR/lc,Lower Risk/least concern,LC,0.0
22697879,2000,LR/lc,Lower Risk/least concern,LC,0.0
22697879,2004,LC,Least Concern,LC,0.0
22697879,2008,LC,Least Concern,LC,0.0
22697879,2009,LC,Least Concern,LC,0.0
22697879,2012,LC,Least Concern,LC,0.0
22697879,2016,LC,Least Concern,LC,0.0
22697885,1988,LR/lc,Lower Risk/least concern,LC,0.0
22697885,1994,LR/lc,Lower Risk/least concern,LC,0.0
22697885,2000,LR/lc,Lower Risk/least concern,LC,0.0
22697885,2004,LC,Least Concern,LC,0.0
22697885,2008,LC,Least Concern,LC,0.0
22697885,2009,LC,Least Concern,LC,0.0
22697885,2012,LC,Least Concern,LC,0.0
22697885,2016,LC,Least Concern,LC,0.0
22697888,1988,LR/lc,Lower Risk/least concern,LC,0.0
22697888,1994,LR/lc,Lower Risk/least concern,LC,0.0
22697888,2000,LR/lc,Lower Risk/least concern,LC,0.0
22697888,2004,LC,Least Concern,LC,0.0
22697888,2008,LC,Least Concern,LC,0.0
22697888,2009,LC,Least Concern,LC,0.0
22697888,2012,LC,Least Concern,LC,0.0
22697888,2016,LC,Least Concern,LC,0.0
22697896,1988,T,Threatened,EN,0.6
22697896,1994,CR,Critically Endangered,CR,0.8
22697896,1996,CR,Critically Endangered,CR,0.8
22697896,2000,CR,Critically Endangered,CR,0.8
22697896,2004,CR,Critically Endangered,CR,0.8
22697896,2006,CR,Critically Endangered,CR,0.8
22697896,2007,CR,Critically Endangered,CR,0.8
22697896,2008,CR,Critically Endangered,CR,0.8
22697896,2009,CR,Critically Endangered,CR,0.8
22697896,2010,CR,Critically Endangered,CR,0.8
22697896,2012,CR,Critically Endangered,CR,0.8
22697896,2013,CR,Critically Endangered,CR,0.8
22697896,2015,CR,Critically Endangered,CR,0.8
22697896,2016,CR,Critically Endangered,CR,0.8
22697913,1988,T,Threatened,EN,0.6
22697913,1994,CR,Critically Endangered,CR,0.8
22697913,1996,CR,Critically Endangered,CR,0.8
22697913,2000,CR,Critically Endangered,CR,0.8
22697913,2004,CR,Critically Endangered,CR,0.8
22697913,2008,CR,Critically Endangered,CR,0.8
22697913,2009,CR,Critically Endangered,CR,0.8
22697913,2010,CR,Critically Endangered,CR,0.8
22697913,2012,CR,Critically Endangered,CR,0.8
22697913,2013,CR,Critically Endangered,CR,0.8
22697913,2015,CR,Critically Endangered,CR,0.8
22697913,2016,CR,Critically Endangered,CR,0.8
22697925,1988,LR/lc,Lower Risk/least concern,LC,0.0
22697925,1994,LR/lc,Lower Risk/least concern,LC,0.0
22697925,2000,LR/nt,Lower Risk/near threatened,NT,0.2
22697925,2004,NT,Near Threatened,NT,0.2
22697925,2005,NT,Near Threatened,NT,0.2
22697925,2008,NT,Near Threatened,NT,0.2
22697925,2010,NT,Near Threatened,NT,0.2
22697925,2012,NT,Near Threatened,NT,0.2
22697925,2016,NT,Near Threatened,NT,0.2
22697935,1988,T,Threatened,EN,0.6
22697935,1994,CR,Critically Endangered,CR,0.8
22697935,1996,CR,Critically Endangered,CR,0.8
22697935,2000,CR,Critically Endangered,CR,0.8
22697935,2004,CR,Critically Endangered,CR,0.8
22697935,2006,CR,Critically Endangered,CR,0.8
22697935,2007,CR,Critically Endangered,CR,0.8
22697935,2008,CR,Critically Endangered,CR,0.8
22697935,2009,CR,Critically Endangered,CR,0.8
22697935,2010,CR,Critically Endangered,CR,0.8
22697935,2012,CR,Critically Endangered,CR,0.8
22697935,2013,CR,Critically Endangered,CR,0.8
22697935,2015,CR,Critically Endangered,CR,0.8
22697935,2016,CR,Critically Endangered,CR,0.8
22697949,1988,T,Threatened,EN,0.6
22697949,1994,CR,Critically Endangered,CR,0.8
22697949,1996,CR,Critically Endangered,CR,0.8
22697949,2000,CR,Critically Endangered,CR,0.8
22697949,2004,CR,Critically Endangered,CR,0.8
22697949,2006,CR,Critically Endangered,CR,0.8
22697949,2007,CR,Critically Endangered,CR,0.8
22697949,2008,CR,Critically Endangered,CR,0.8
22697949,2009,EN,Endangered,EN,0.6
22697949,2010,EN,Endangered,EN,0.6
22697949,2012,EN,Endangered,EN,0.6
22697949,2013,EN,Endangered,EN,0.6
22697949,2015,VU,Vulnerable,VU,0.4
22697949,2016,VU,Vulnerable,VU,0.4
22697954,1988,LR/lc,Lower Risk/least concern,LC,0.0
22697954,1994,LR/lc,Lower Risk/least concern,LC,0.0
22697954,2000,LR/lc,Lower Risk/least concern,LC,0.0
22697954,2004,LC,Least Concern,LC,0.0
22697954,2008,LC,Least Concern,LC,0.0
22697954,2009,LC,Least Concern,LC,0.0
22697954,2012,LC,Least Concern,LC,0.0
22697954,2016,LC,Least Concern,LC,0.0
22697957,1988,LR/lc,Lower Risk/least concern,LC,0.0
22697957,1994,VU,Vulnerable,VU,0.4
22697957,1996,VU,Vulnerable,VU,0.4
22697957,2000,VU,Vulnerable,VU,0.4
22697957,2004,VU,Vulnerable,VU,0.4
22697957,2006,VU,Vulnerable,VU,0.4
22697957,2008,VU,Vulnerable,VU,0.4
22697957,2010,VU,Vulnerable,VU,0.4
22697957,2012,VU,Vulnerable,VU,0.4
22697957,2016,VU,Vulnerable,VU,0.4
22697963,1988,LR/lc,Lower Risk/least concern,LC,0.0
22697963,1994,LR/lc,Lower Risk/least concern,LC,0.0
22697963,2000,LR/nt,Lower Risk/near threatened,NT,0.2
22697963,2004,NT,Near Threatened,NT,0.2
22697963,2008,NT,Near Threatened,NT,0.2
22697963,2010,NT,Near Threatened,NT,0.2
22697963,2012,NT,Near Threatened,NT,0.2
22697963,2014,NT,Near Threatened,NT,0.2
22697963,2016,NT,Near Threatened,NT,0.2
22697967,1988,LR/lc,Lower Risk/least concern,LC,0.0
22697967,1994,LR/lc,Lower Risk/least concern,LC,0.0
22697967,2000,LR/lc,Lower Risk/least concern,LC,0.0
22697967,2004,LC,Least Concern,LC,0.0
22697967,2008,LC,Least Concern,LC,0.0
22697967,2009,LC,Least Concern,LC,0.0
22697967,2012,LC,Least Concern,LC,0.0
22697967,2016,LC,Least Concern,LC,0.0
22697970,1988,LR/lc,Lower Risk/least concern,LC,0.0
22697970,1994,LR/lc,Lower Risk/least concern,LC,0.0
22697970,2000,VU,Vulnerable,VU,0.4
22697970,2004,VU,Vulnerable,VU,0.4
22697970,2005,VU,Vulnerable,VU,0.4
22697970,2007,VU,Vulnerable,VU,0.4
22697970,2008,VU,Vulnerable,VU,0.4
22697970,2012,VU,Vulnerable,VU,0.4
22697970,2016,VU,Vulnerable,VU,0.4
22697975,1988,T,Threatened,EN,0.6
22697975,1994,VU,Vulnerable,VU,0.4
22697975,1996,VU,Vulnerable,VU,0.4
22697975,2000,EN,Endangered,EN,0.6
22697975,2004,EN,Endangered,EN,0.6
22697975,2006,EN,Endangered,EN,0.6
22697975,2007,EN,Endangered,EN,0.6
22697975,2008,EN,Endangered,EN,0.6
22697975,2009,VU,Vulnerable,VU,0.4
22697975,2010,VU,Vulnerable,VU,0.4
22697975,2012,VU,Vulnerable,VU,0.4
22697975,2016,VU,Vulnerable,VU,0.4
22697984,1988,T,Threatened,EN,0.6
22697984,1994,VU,Vulnerable,VU,0.4
22697984,1996,VU,Vulnerable,VU,0.4
22697984,2000,VU,Vulnerable,VU,0.4
22697984,2004,VU,Vulnerable,VU,0.4
22697984,2008,VU,Vulnerable,VU,0.4
22697984,2010,VU,Vulnerable,VU,0.4
22697984,2012,VU,Vulnerable,VU,0.4
22697984,2016,VU,Vulnerable,VU,0.4
22697987,1988,LR/lc,Lower Risk/least concern,LC,0.0
22697987,1994,LR/lc,Lower Risk/least concern,LC,0.0
22697987,2000,LR/lc,Lower Risk/least concern,LC,0.0
22697987,2004,LC,Least Concern,LC,0.0
22697987,2006,NT,Near Threatened,NT,0.2
22697987,2008,NT,Near Threatened,NT,0.2
22697987,2010,NT,Near Threatened,NT,0.2
22697987,2011,VU,Vulnerable,VU,0.4
22697987,2012,VU,Vulnerable,VU,0.4
22697987,2016,VU,Vulnerable,VU,0.4
22697990,1988,T,Threatened,EN,0.6
22697990,1994,VU,Vulnerable,VU,0.4
22697990,1996,VU,Vulnerable,VU,0.4
22697990,2000,VU,Vulnerable,VU,0.4
22697990,2004,VU,Vulnerable,VU,0.4
22697990,2006,VU,Vulnerable,VU,0.4
22697990,2008,VU,Vulnerable,VU,0.4
22697990,2010,VU,Vulnerable,VU,0.4
22697990,2012,VU,Vulnerable,VU,0.4
22697990,2016,VU,Vulnerable,VU,0.4
22697997,1988,LR/lc,Lower Risk/least concern,LC,0.0
22697997,1994,LR/lc,Lower Risk/least concern,LC,0.0
22697997,2000,VU,Vulnerable,VU,0.4
22697997,2004,VU,Vulnerable,VU,0.4
22697997,2006,VU,Vulnerable,VU,0.4
22697997,2008,VU,Vulnerable,VU,0.4
22697997,2010,VU,Vulnerable,VU,0.4
22697997,2012,VU,Vulnerable,VU,0.4
22697997,2016,VU,Vulnerable,VU,0.4
22698001,1988,LR/lc,Lower Risk/least concern,LC,0.0
22698001,1994,LR/lc,Lower Risk/least concern,LC,0.0
22698001,2000,VU,Vulnerable,VU,0.4
22698001,2004,EN,Endangered,EN,0.6
22698001,2006,EN,Endangered,EN,0.6
22698001,2007,EN,Endangered,EN,0.6
22698001,2008,EN,Endangered,EN,0.6
22698001,2010,EN,Endangered,EN,0.6
22698001,2012,EN,Endangered,EN,0.6
22698001,2016,EN,Endangered,EN,0.6
22698005,2000,VU,Vulnerable,VU,0.4
22698005,2004,VU,Vulnerable,VU,0.4
22698005,2006,VU,Vulnerable,VU,0.4
22698005,2008,VU,Vulnerable,VU,0.4
22698005,2010,VU,Vulnerable,VU,0.4
22698005,2012,VU,Vulnerable,VU,0.4
22698005,2016,VU,Vulnerable,VU,0.4
22698012,2000,LR/lc,Lower Risk/least concern,LC,0.0
22698012,2004,LC,Least Concern,LC,0.0
22698012,2008,LC,Least Concern,LC,0.0
22698012,2009,LC,Least Concern,LC,0.0
22698012,2012,LC,Least Concern,LC,0.0
22698012,2016,LC,Least Concern,LC,0.0
22698017,1988,LR/lc,Lower Risk/least concern,LC,0.0
22698017,1994,VU,Vulnerable,VU,0.4
22698017,1996,VU,Vulnerable,VU,0.4
22698017,2000,VU,Vulnerable,VU,0.4
22698017,2004,VU,Vulnerable,VU,0.4
22698017,2006,VU,Vulnerable,VU,0.4
22698017,2007,VU,Vulnerable,VU,0.4
22698017,2008,VU,Vulnerable,VU,0.4
22698017,2010,VU,Vulnerable,VU,0.4
22698017,2012,VU,Vulnerable,VU,0.4
22698017,2016,VU,Vulnerable,VU,0.4
22698020,1988,T,Threatened,EN,0.6
22698020,1994,CR,Critically Endangered,CR,0.8
22698020,1996,CR,Critically Endangered,CR,0.8
22698020,2000,CR,Critically Endangered,CR,0.8
22698020,2004,CR,Critically Endangered,CR,0.8
22698020,2006,CR,Critically Endangered,CR,0.8
22698020,2007,CR,Critically Endangered,CR,0.8
22698020,2008,CR,Critically Endangered,CR,0.8
22698020,2009,CR,Critically Endangered,CR,0.8
22698020,2010,CR,Critically Endangered,CR,0.8
22698020,2012,CR,Critically Endangered,CR,0.8
22698020,2013,CR,Critically Endangered,CR,0.8
22698020,2015,CR,Critically Endangered,CR,0.8
22698020,2016,CR,Critically Endangered,CR,0.8
22698027,1988,LR/lc,Lower Risk/least concern,LC,0.0
22698027,1994,LR/lc,Lower Risk/least concern,LC,0.0
22698027,2000,LR/lc,Lower Risk/least concern,LC,0.0
22698027,2004,LC,Least Concern,LC,0.0
22698027,2008,LC,Least Concern,LC,0.0
22698027,2009,LC,Least Concern,LC,0.0
22698027,2012,LC,Least Concern,LC,0.0
22698027,2016,LC,Least Concern,LC,0.0
22698030,1988,LR/lc,Lower Risk/least concern,LC,0.0
22698030,1994,LR/lc,Lower Risk/least concern,LC,0.0
22698030,2000,VU,Vulnerable,VU,0.4
22698030,2004,VU,Vulnerable,VU,0.4
22698030,2006,VU,Vulnerable,VU,0.4
22698030,2008,VU,Vulnerable,VU,0.4
22698030,2010,VU,Vulnerable,VU,0.4
22698030,2012,VU,Vulnerable,VU,0.4
22698030,2016,VU,Vulnerable,VU,0.4
22698035,1988,NT,Near Threatened,NT,0.2
22698035,1994,CR,Critically Endangered,CR,0.8
22698035,1996,CR,Critically Endangered,CR,0.8
22698035,2000,EN,Endangered,EN,0.6
22698035,2004,EN,Endangered,EN,0.6
22698035,2006,EN,Endangered,EN,0.6
22698035,2007,EN,Endangered,EN,0.6
22698035,2008,EN,Endangered,EN,0.6
22698035,2010,EN,Endangered,EN,0.6
22698035,2012,EN,Endangered,EN,0.6
22698035,2016,EN,Endangered,EN,0.6
22698039,1988,NT,Near Threatened,NT,0.2
22698039,1994,LR/lc,Lower Risk/least concern,LC,0.0
22698039,2000,LR/nt,Lower Risk/near threatened,NT,0.2
22698039,2004,NT,Near Threatened,NT,0.2
22698039,2008,NT,Near Threatened,NT,0.2
22698039,2010,NT,Near Threatened,NT,0.2
22698039,2012,NT,Near Threatened,NT,0.2
22698039,2016,NT,Near Threatened,NT,0.2
22698042,1988,NT,Near Threatened,NT,0.2
22698042,1994,VU,Vulnerable,VU,0.4
22698042,1996,VU,Vulnerable,VU,0.4
22698042,2000,VU,Vulnerable,VU,0.4
22698042,2004,VU,Vulnerable,VU,0.4
22698042,2005,VU,Vulnerable,VU,0.4
22698042,2008,VU,Vulnerable,VU,0.4
22698042,2010,VU,Vulnerable,VU,0.4
22698042,2012,VU,Vulnerable,VU,0.4
22698042,2016,VU,Vulnerable,VU,0.4
22698049,1988,T,Threatened,EN,0.6
22698049,1994,CR,Critically Endangered,CR,0.8
22698049,1996,CR,Critically Endangered,CR,0.8
22698049,2000,CR,Critically Endangered,CR,0.8
22698049,2004,CR,Critically Endangered,CR,0.8
22698049,2006,CR,Critically Endangered,CR,0.8
22698049,2007,CR,Critically Endangered,CR,0.8
22698049,2008,CR,Critically Endangered,CR,0.8
22698049,2009,CR,Critically Endangered,CR,0.8
22698049,2010,CR,Critically Endangered,CR,0.8
22698049,2012,CR,Critically Endangered,CR,0.8
22698049,2015,CR,Critically Endangered,CR,0.8
22698049,2016,CR,Critically Endangered,CR,0.8
22698055,1988,LR/lc,Lower Risk/least concern,LC,0.0
22698055,1994,LR/lc,Lower Risk/least concern,LC,0.0
22698055,2000,LR/lc,Lower Risk/least concern,LC,0.0
22698055,2004,LC,Least Concern,LC,0.0
22698055,2008,LC,Least Concern,LC,0.0
22698055,2009,LC,Least Concern,LC,0.0
22698055,2012,LC,Least Concern,LC,0.0
22698055,2016,LC,Least Concern,LC,0.0
22698062,1988,T,Threatened,EN,0.6
22698062,1994,CR,Critically Endangered,CR,0.8
22698062,1996,CR,Critically Endangered,CR,0.8
22698062,2000,CR,Critically Endangered,CR,0.8
22698062,2004,CR,Critically Endangered,CR,0.8
22698062,2005,EN,Endangered,EN,0.6
22698062,2008,EN,Endangered,EN,0.6
22698062,2010,EN,Endangered,EN,0.6
22698062,2012,EN,Endangered,EN,0.6
22698062,2016,EN,Endangered,EN,0.6
22698080,1988,LR/lc,Lower Risk/least concern,LC,0.0
22698080,1994,LR/lc,Lower Risk/least concern,LC,0.0
22698080,2000,LR/lc,Lower Risk/least concern,LC,0.0
22698080,2004,LC,Least Concern,LC,0.0
22698080,2008,LC,Least Concern,LC,0.0
22698080,2009,LC,Least Concern,LC,0.0
22698080,2012,LC,Least Concern,LC,0.0
22698080,2016,LC,Least Concern,LC,0.0
22698084,1988,LR/lc,Lower Risk/least concern,LC,0.0
22698084,1994,VU,Vulnerable,VU,0.4
22698084,1996,VU,Vulnerable,VU,0.4
22698084,2000,VU,Vulnerable,VU,0.4
22698084,2004,VU,Vulnerable,VU,0.4
22698084,2006,VU,Vulnerable,VU,0.4
22698084,2007,VU,Vulnerable,VU,0.4
22698084,2008,EN,Endangered,EN,0.6
22698084,2010,EN,Endangered,EN,0.6
22698084,2012,EN,Endangered,EN,0.6
22698084,2016,EN,Endangered,EN,0.6
22698088,1988,T,Threatened,EN,0.6
22698088,1994,EN,Endangered,EN,0.6
22698088,1996,EN,Endangered,EN,0.6
22698088,2000,EN,Endangered,EN,0.6
22698088,2004,EN,Endangered,EN,0.6
22698088,2006,EN,Endangered,EN,0.6
22698088,2008,EN,Endangered,EN,0.6
22698088,2010,EN,Endangered,EN,0.6
22698088,2012,EN,Endangered,EN,0.6
22698088,2016,EN,Endangered,EN,0.6
22698092,1994,EN,Endangered,EN,0.6
22698092,1996,EN,Endangered,EN,0.6
22698092,2000,EN,Endangered,EN,0.6
22698092,2004,EN,Endangered,EN,0.6
22698092,2007,EN,Endangered,EN,0.6
