"sp_id","sp_type","sp_name","sp_key","rgn_type","rgn_id","rgn_name","rgn_key","cntry_id12","rgn_id12","rgn_name12","Shape_Leng","Shape_Area","area_km2","catch_pel_lb_gcs","catch_pel_hb_gcs","catch_dem_d_gcs","catch_dem_nd_lb_gcs","catch_dem_nd_hb_gcs"
47,"eez","Seychelles","SYC","eez",31,"Seychelles","SYC","SYC",22,"Seychelles",55.6425317625,109.025643455,1331983.46472,3.14264000183903,0.0374399999564048,0.726650000899099,6.46870000381023,0.352809999425517
48,"eez","Reunion","REU","eez",32,"Reunion","REU","REU",21,"French Indian Ocean Territories",22.3451414026,27.517589509,315070.507233,0.319910003741825,0,0.0573300002288306,0.610899998340756,0.0563799995725276
49,"eez","Juan de Nova Island","ATF","eez",33,"Juan de Nova Island","ATF","Juan de Nova Island",21,"French Indian Ocean Territories",9.7455176883,5.2871617486,62205.2757548,0.0600399998947978,0,0.0313700011975016,0.116640001535416,0.0091800001100637
50,"eez","Bassas da India","ATF","eez",34,"Bassas da India","ATF","Bassas da India",21,"French Indian Ocean Territories",13.0232326557,10.5503973311,121556.786155,0.0730499998899177,0,9.99999974737875e-06,0.134850000496954,0.00218999998105573
51,"eez","Ile Europa","ATF","eez",35,"Ile Europa","ATF","Ile Europa",21,"French Indian Ocean Territories",13.6719122243,11.0561464144,125047.54677,0.0893700004089624,0.000809999997727573,0.00449999996635597,0.166930001229048,0.00847999993857229
52,"eez","Ile Tromelin","ATF","eez",36,"Ile Tromelin","ATF","Ile Tromelin",21,"French Indian Ocean Territories",18.1591302199,22.8090652711,270477.946035,0.333170001162216,0,0.00914000006378046,0.616169999353588,0.0233000004300266
53,"eez","Mauritius","MUS","eez",37,"Mauritius","MUS","MUS",23,"Mauritius",57.105381649,108.141062818,1272769.51486,2.46825999970315,0.00115000002551824,1.62648999166777,5.8703100127168,1.10295999216396
54,"eez","British Indian Ocean Territory","IOT","eez",38,"British Indian Ocean Territory","IOT","IOT",24,"British Indian Ocean Territory",28.922514161,52.2468125334,638566.13552,0.726770002627745,0,0.116429998903186,1.39442999684252,0.121359999229753
55,"eez","Maldives","MDV","eez",39,"Maldives","MDV","MDV",25,"Maldives",51.8021147305,74.5840771515,916018.788311,5.4627099991776,0.000509999987116316,3.88466001281631,10.9923800043762,0.588469996713684
56,"eez","Sri Lanka","LKA","eez",40,"Sri Lanka","LKA","LKA",26,"Sri Lanka",52.826269217,43.4155525118,530603.252535,2.92854999797419,1.02657000289764,19.0468895207014,19.8607398476452,12.208270011819
57,"eez","Mozambique","MOZ","eez",41,"Mozambique","MOZ","MOZ",27,"Mozambique",93.6732698155,49.6236860089,571516.882948,0.22108999795455,0.00357000004441943,9.36859999154331,1.73794998880476,0.664979992303415
58,"eez","Madagascar","MDG","eez",42,"Madagascar","MDG","MDG",28,"Madagascar",147.026211797,104.550560023,1199949.6962,1.71824999828823,0.00256000002264045,25.5434400907143,9.61831999057904,4.07196999908774
59,"eez","Kenya","KEN","eez",43,"Kenya","KEN","KEN",29,"Kenya",23.7723475457,9.08920224167,111663.169316,0.0546899999317247,0.00392000000647386,0.790109997571562,0.340229999274015,0.18514000117284
60,"eez","Somalia","SOM","eez",44,"Somalia","SOM","SOM",30,"Somalia",68.508908116,63.7744228445,779413.206676,0.915349996648729,0.03935999982059,8.38315001834053,4.10977000731509,2.55446001637029
61,"eez","Eritrea","ERI","eez",45,"Eritrea","ERI","ERI",31,"Eritrea",40.7074305343,6.61316736527,78379.256819,0.0871899993508123,1.99999994947575e-05,3.59188995941076,1.68892000964843,1.33386998507194
62,"eez","Djibouti","DJI","eez",46,"Djibouti","DJI","DJI",32,"Djibouti",6.62750256434,0.580091318081,6988.12531806,0.0122999996528961,0.0127900000661612,0.64334000647068,0.293509997427464,0.197780000045896
63,"eez","Yemen","YEM","eez",47,"Yemen","YEM","YEM",33,"Yemen",67.3730065016,45.394018278,544727.247875,2.24859000007928,0.160950001329184,21.2131598656852,14.7184599631,4.88566001516301
64,"eez","Oman","OMN","eez",48,"Oman","OMN","OMN",34,"Oman",54.717825378,46.0842551154,536167.470979,1.92859000165481,0.136529996991158,19.821049901846,19.3553400591481,7.59725997783244
65,"eez","Sudan","SDN","eez",49,"Sudan","SDN","SDN",35,"Sudan",22.6523307764,5.72855811415,66441.6562929,0.00829000007797731,0.000329999991663499,2.10607999852073,0.51605999034291,0.506440006618504
66,"eez","Saudi Arabia","SAU","eez",50,"Saudi Arabia","SAU","SAU",36,"Saudi Arabia",110.599441981,19.2872494656,219297.237144,0.307140002085362,0.0771400005251053,8.47935006992338,6.85504998367105,4.84432002385438
67,"eez","Kuwait","KWT","eez",51,"Kuwait","KWT","KWT",37,"Kuwait",10.6724743882,1.09989294301,11854.5568314,0.0704300003126264,0.0176699999719858,1.76994996517897,1.03324000164866,0.80834998562932
68,"eez","Bahrain","BHR","eez",52,"Bahrain","BHR","BHR",38,"Bahrain",7.72658824877,0.687255184851,7601.46103774,0.0619500009343028,0,1.19385001063347,0.788180008530617,0.657450005412102
69,"eez","Pakistan","PAK","eez",53,"Pakistan","PAK","PAK",39,"Pakistan",36.3480556269,19.609654331,221710.407373,0.576339995721355,0,61.5354998663533,32.1790197785012,17.3386000434402
70,"eez","United Arab Emirates","ARE","eez",54,"United Arab Emirates","ARE","ARE",40,"United Arab Emirates",34.775306496,4.87090300955,54473.2559894,0.492039995267987,0.120629998869845,13.4495199918747,14.1908300817013,9.35103997588158
71,"eez","Azores","PRT","eez",55,"Azores","PRT","Azores",134,"Portugal",47.0502557956,98.7491103659,955823.805087,0.494469997822307,0,3.01558002262027,1.9258800103562,0.326070001370681
72,"eez","Cape Verde","CPV","eez",56,"Cape Verde","CPV","CPV",41,"Cape Verde",40.3434074885,67.3350908163,796535.772377,1.62256999971578,0,0.880529997346457,3.93764999229461,0.318139999988489
73,"eez","Madeira","PRT","eez",57,"Madeira","PRT","Madeira",134,"Portugal",28.1692453048,43.889881321,453920.705872,0.288889999559615,0,0.120160000918986,5.24284011730924,0.223559998750716
74,"eez","Canary Islands","ESP","eez",58,"Canary Islands","ESP","Canary Islands",133,"Spain",44.6044697904,41.2958100689,448342.89411,0.846969998441637,0.000930000009248033,4.06913998632808,24.9546901164576,6.34454001811901
75,"eez","Belgium","BEL","eez",59,"Belgium","BEL","BEL",42,"Belgium",2.94517379176,0.448769693247,3469.73899686,0.0087500000372529,0,0.132339999079704,0.0322399996221066,0.146099999547005
77,"eez","Tunisia","TUN","eez",61,"Tunisia","TUN","TUN",44,"Tunisia",33.975586563,10.0522628252,100471.129173,0.48870000243187,0,10.7190099520776,11.0933899730444,8.6960099991411
78,"eez","Morocco","MAR","eez",62,"Morocco","MAR","MAR",45,"Morocco",41.9444576461,26.5267284157,275376.655503,1.13582000834867,2.99999992421363e-05,27.3865099282848,215.709619402885,32.4121001716703
79,"eez","Western Sahara","ESH","eez",63,"Western Sahara","ESH","ESH",46,"Western Sahara",25.9640277419,22.2222733899,250881.563996,0.743489995598793,0.00240999999732594,19.5027101698215,91.4532297393307,61.6409301296808
80,"eez","Mauritania","MRT","eez",64,"Mauritania","MRT","MRT",47,"Mauritania",21.8596494701,13.2612600324,155353.356648,0.722070000963868,0.0273100005870219,23.6753996610641,82.8101292848587,55.641719795065
81,"eez","Gambia","GMB","eez",65,"Gambia","GMB","GMB",48,"Gambia",12.247313466,1.88632422381,22609.4249524,0.0739500001072884,0.0204200004955055,1.07001999020576,4.11269993707538,0.670910000335425
82,"eez","Senegal","SEN","eez",66,"Senegal","SEN","SEN",49,"Senegal",30.9102657972,13.1642487738,157502.802798,0.736289995955303,0.0960700005889521,12.1593699874356,49.2935701692477,11.8934798543341
83,"eez","Libya","LBY","eez",67,"Libya","LBY","LBY",50,"Libya",39.450854759,34.4796911165,356904.347731,0.266969999822322,0.00193000002764165,3.22298002737807,4.30555996682961,7.08350003292435
84,"eez","Malta","MLT","eez",68,"Malta","MLT","MLT",51,"Malta",13.3117082445,5.50681155347,55570.044708,0.138549998402596,0,0.846489993473369,1.21091000223532,0.798419992846902
85,"eez","Latvia","LVA","eez",69,"Latvia","LVA","LVA",52,"Latvia",15.9331872842,4.28802264272,28956.5603995,6.17742995917797,0,0.610550007782876,32.6456099748611,9.30812002718449
86,"eez","Estonia","EST","eez",70,"Estonia","EST","EST",53,"Estonia",53.3874325755,5.65739393568,36458.0532637,5.52201999723911,0,0.520609999774024,28.1210401654243,6.87250004708767
87,"eez","Russia","RUS","eez",73,"Russia","RUS","RUS",56,"Russia",2418.17464847,1958.36146049,7557186.14022,4.04900998706944,0,1090.77152945218,588.659349489746,210.892960095061
88,"eez","Turkey","TUR","eez",76,"Turkey","TUR","TUR",59,"Turkey",86.8812501709,8.43077797275,83056.0795597,1.51094999490306,0.000109999997221166,13.258639822714,23.5108900591731,4.36901994794607
89,"eez","Syria","SYR","eez",77,"Syria","SYR","SYR",60,"Syria",5.20744710707,1.00933065721,10180.578115,0.0506200005766004,0.00036000000545755,0.284959998913109,0.412039996124804,0.292890002951026
90,"eez","Lebanon","LBN","eez",78,"Lebanon","LBN","LBN",61,"Lebanon",7.22451620282,1.87904470284,19266.8826238,0.0586100001819432,0.000670000008540228,0.140360002522357,0.530340007506311,0.289779997547157
91,"eez","Israel","ISR","eez",79,"Israel","ISR","ISR",62,"Israel",7.05174349614,2.66646325181,27773.6086706,0.0218500001064967,0.00386000005528331,0.598260000144364,0.646399997873232,1.29366997082252
92,"eez","Greece","GRC","eez",80,"Greece","GRC","GRC",63,"Greece",191.599059803,49.6307228044,493192.342665,1.28448000317439,0,10.1668400023627,20.4460400603712,6.05515000554442
93,"eez","Cyprus","CYP","eez",81,"Cyprus","CYP","CYP",64,"Cyprus",21.306654491,9.6226717274,98039.1380671,0.0618000004906207,0.000259999993431848,0.474470002503949,0.611109993187711,0.38084999446437
94,"eez","Albania","ALB","eez",82,"Albania","ALB","ALB",65,"Albania",10.8079706569,1.19507881347,11187.461526,0.0168300004152115,0,0.555389992892742,0.521359981968999,0.382020011544228
95,"eez","Algeria","DZA","eez",84,"Algeria","DZA","DZA",66,"Algeria",29.6038807347,13.0683054594,128756.323897,0.497089998796582,0,3.49931002316589,25.3626302182674,12.1401500590146
96,"eez","Ascension","ASC","eez",85,"Ascension","ASC","Ascension",68,"British Southern Ocean Territories",21.8613879052,36.2346693805,441655.052951,0.115449998731492,0,0.00489999991623336,0.233680001430912,0.0036099999997532
97,"eez","Saint Helena","SHN","eez",86,"Saint Helena","SHN","SHN",68,"British Southern Ocean Territories",22.3479447544,37.5750699987,444911.631882,0.0415800003574986,9.99999974737875e-05,0.0279200007789768,0.219150001656089,0.00629999990997021
98,"eez","Trindade","BRA","eez",171,"Brazil","BRA","Trindade",122,"Brazil",22.9067105974,40.5953564457,468609.481014,0.485259999986738,0.0100199999360484,1.30519000522327,0.8863499998115,0.505399998743087
99,"eez","Tristan da Cunha","TAA","eez",88,"Tristan da Cunha","TAA","Tristan da Cunha",68,"British Southern Ocean Territories",34.5660824325,78.3001762461,754671.275026,0.0475700000533834,0,0.00340999999025371,0.107320000137406,0.166130000405246
100,"eez","South Georgia and the South Sandwich Islands","SGS","eez",89,"South Georgia and the South Sandwich Islands","SGS","SGS",68,"British Southern Ocean Territories",87.6081287587,209.437883772,1449461.50942,0.0790000002016313,0,1.51837000935848,8.99049008963993,0.000389999990147771
101,"eez","Prince Edward Islands","ZAF","eez",90,"Prince Edward Islands","ZAF","Prince Edward Islands",75,"South Africa",28.5510552223,55.8414279718,473375.683197,0.0123999999559601,0,0.395960002930224,0.0176000000428758,0.0215200000711775
102,"eez","Crozet Islands","ATF","eez",91,"Crozet Islands","ATF","Crozet Islands",67,"French Southern Ocean Territories",32.6942647341,67.1522063734,574557.640343,0.0245899999863468,0,0.378710001885338,0.0454799994186033,0.0413899999111891
103,"eez","Amsterdam Island and Saint Paul Island","ATF","eez",92,"Amsterdam Island and Saint Paul Island","ATF","Amsterdam Island and Saint Paul Island",67,"French Southern Ocean Territories",26.3376325369,52.4534572095,509021.349709,0.0788399994453357,0,0.0729499991066405,0.169739998131263,0.129949998809025
104,"eez","Kerguelen Islands","ATF","eez",93,"Kerguelen Islands","ATF","Kerguelen Islands",67,"French Southern Ocean Territories",67.8997689359,69.7372689783,567651.72955,0.0115199997817399,0,2.39992999652168,0.0104099998497986,0.018099999811966
105,"eez","Heard and McDonald Islands","HMD","eez",94,"Heard and McDonald Islands","HMD","HMD",2,"Australian Southern Ocean Territories",31.8476325928,56.4731172196,416941.135389,0.204600000979553,0,1.80655999520241,0.00103999997372739,0
106,"eez","Falkland Islands","FLK","eez",95,"Falkland Islands","FLK","FLK",68,"British Southern Ocean Territories",116.791081216,71.4913838629,549953.068554,0.00817000008100877,9.99999974737875e-06,67.3098893746937,4.07511002636602,11.120310129998
107,"eez","Sierra Leone","SLE","eez",96,"Sierra Leone","SLE","SLE",69,"Sierra Leone",27.4359830525,13.0379907267,159409.062871,0.130230000911979,0.00685000001976732,5.01952998631168,6.0062499998603,8.58670004704618
108,"eez","Liberia","LBR","eez",97,"Liberia","LBR","LBR",70,"Liberia",21.5102571943,20.0441061557,246122.367341,0.204139998852042,0.039199999824632,1.84649001818616,2.26698000193574,2.07767998312193
109,"eez","Togo","TGO","eez",98,"Togo","TGO","TGO",71,"Togo",7.45962481819,1.25679215647,15418.5744562,0.108079998288304,0.0141299997922033,0.410190014052205,2.81715009175241,0.230269994121045
110,"eez","Benin","BEN","eez",99,"Benin","BEN","BEN",72,"Benin",8.36747263003,2.46510649583,30227.2073986,0.253769998904318,0.0134800000669202,1.02199999103323,3.04474996868521,0.996169984340668
111,"eez","Republique du Congo","COG","eez",100,"Republique du Congo","COG","COG",73,"Republic of the Congo",9.21081817112,3.2313874748,39600.5495771,0.0342699997709133,0.0425500004785135,1.14909997773066,0.976199991535395,2.67864999125595
112,"eez","Namibia","NAM","eez",101,"Namibia","NAM","NAM",74,"Namibia",38.6782742947,49.6703814408,560163.991899,0.0965399999986403,0,18.1028899477569,164.528079901531,7.36478008076665
113,"eez","South Africa","ZAF","eez",102,"South Africa","ZAF","ZAF",75,"South Africa",77.1717106098,103.617307835,1066579.43215,0.507449998229276,0.00390000002516899,11.8161600141611,263.167289985344,3.83460999780073
114,"eez","Sao Tome and Principe","STP","eez",103,"Sao Tome and Principe","STP","STP",76,"Sao Tome and Principe",17.9659430008,10.6306332462,130827.274755,0.22033999976702,0.0684500014067453,0.461909992183791,1.06820999737829,0.247930004523369
115,"eez","Equatorial Guinea","GNQ","eez",104,"Equatorial Guinea","GNQ","GNQ",77,"Equatorial Guinea",32.2397135341,25.0709060441,308296.855376,0.534120001379051,0.0437199996595155,0.973709984857123,2.57773999427445,2.70937004820007
116,"eez","Bouvet Island","BVT","eez",105,"Bouvet Island","BVT","BVT",169,"Norway",29.7453067517,61.153315547,441176.149277,0,0,0,0,0
117,"eez","Ghana","GHA","eez",106,"Ghana","GHA","GHA",78,"Ghana",19.9829043597,18.3364775205,225254.148677,0.650970000540838,0.165670000133105,15.2856099667551,60.0328595992178,5.05230997229228
118,"eez","Clipperton Island","CPT","eez",107,"Clipperton Island","CPT","Clipperton Island",79,"Clipperton Island",21.2848500715,35.6107446084,431274.875367,0.134200000225974,0.00815000006696209,0.0180900000268593,0.246480000350857,0.161059998557903
119,"eez","Bermuda","BMU","eez",108,"Bermuda","BMU","BMU",85,"British Caribbean Territories",25.2920437484,43.1533919288,450344.196047,0.0739699997247953,0.000779999991209479,0.0442599999332742,0.587510001016199,0.0584199995319068
120,"eez","Galapagos Islands","ECU","eez",137,"Ecuador","ECU","Galapagos Islands",103,"Ecuador",43.3376056358,67.9373047839,835520.20286,1.39411000767723,0.00326000004497473,3.56156002596617,11.5245700217783,1.51295000337996
121,"eez","Bahamas","BHS","eez",110,"Bahamas","BHS","BHS",80,"Bahamas",144.342545226,53.3425961047,595125.110898,0.0480100003842381,0.00276999998095562,1.44736997931977,1.09558998660941,3.34366998125915
122,"eez","Turks and Caicos Islands","TCA","eez",111,"Turks and Caicos Islands","TCA","TCA",85,"British Caribbean Territories",22.5559204436,13.4811153397,153512.884083,0.0242900000557711,0.000889999995706603,0.654869991201849,0.65660999782267,0.332129997666925
123,"eez","Cuba","CUB","eez",112,"Cuba","CUB","CUB",81,"Cuba",175.229699956,31.7741035475,364055.834347,0.0212200002497411,0.0101799999174546,4.96651996545552,3.315960017615,3.83099997392856
124,"eez","Cayman Islands","CYM","eez",113,"Cayman Islands","CYM","CYM",85,"British Caribbean Territories",14.4766374079,10.2284564009,119096.220998,0.00349999994796235,0.00047999998787418,0.0206900000739552,0.0461400001804577,0.0073600000650913
125,"eez","Haiti","HTI","eez",114,"Haiti","HTI","HTI",82,"Haiti",33.4047114334,10.5182817109,123370.945693,0.00442999997903826,0.000569999989238568,0.51405999767303,0.265320001984946,0.222469998814631
126,"eez","Dominican Republic","DOM","eez",115,"Dominican Republic","DOM","DOM",83,"Dominican Republic",38.1808957193,23.0084325244,269325.988127,0.143679999833694,0.00645999992048019,1.5611999995308,1.58151000924408,0.946020007540938
127,"eez","British Virgin Islands","VGB","eez",117,"British Virgin Islands","VGB","VGB",85,"British Caribbean Territories",14.7895662476,6.93197059908,80104.9046434,0.00920999970549019,0.0007599999953527,0.0629099996767764,0.0860100018035155,0.0562399985792581
128,"eez","Anguilla","AIA","eez",118,"Anguilla","AIA","AIA",85,"British Caribbean Territories",12.7171536507,7.95853151313,92174.7641966,0.0356199991510948,0.000169999999343418,0.458789988479111,0.21653999685077,0.23331000295002
129,"eez","Saint Kitts and Nevis","KNA","eez",119,"Saint Kitts and Nevis","KNA","KNA",86,"Saint Kitts and Nevis",5.23281896123,0.866202407959,10206.4632982,0.00432999993790872,9.99999974737875e-06,0.0485499988135416,0.0687100002542138,0.0564899994060397
130,"eez","Antigua and Barbuda","ATG","eez",120,"Antigua and Barbuda","ATG","ATG",87,"Antigua and Barbuda",16.2706869776,9.24611127261,107925.303978,0.026140000205487,3.9999998989515e-05,0.155469998309854,0.26033000217285,0.189500003383728
