"rgn_id","rgn_nam","r2_label","r2","r1_label","r1","r0_label","r0"
127,"Saint Vincent and the Grenadines","Caribbean",29,"Latin America and the Caribbean",419,"World",1
129,"Panama","Central America",13,"Latin America and the Caribbean",419,"World",1
130,"Costa Rica","Central America",13,"Latin America and the Caribbean",419,"World",1
131,"Nicaragua","Central America",13,"Latin America and the Caribbean",419,"World",1
132,"Colombia","South America",5,"Latin America and the Caribbean",419,"World",1
133,"Honduras","Central America",13,"Latin America and the Caribbean",419,"World",1
134,"El Salvador","Central America",13,"Latin America and the Caribbean",419,"World",1
135,"Mexico","Central America",13,"Latin America and the Caribbean",419,"World",1
136,"Guatemala","Central America",13,"Latin America and the Caribbean",419,"World",1
137,"Ecuador","South America",5,"Latin America and the Caribbean",419,"World",1
138,"Peru","South America",5,"Latin America and the Caribbean",419,"World",1
139,"Venezuela (Bolivarian Republic of)","South America",5,"Latin America and the Caribbean",419,"World",1
140,"Guadeloupe and Martinique","Caribbean",29,"Latin America and the Caribbean",419,"World",1
141,"Faeroe Islands","Northern Europe",154,"Europe",150,"World",1
143,"Iceland","Northern Europe",154,"Europe",150,"World",1
144,"Svalbard and Jan Mayen Islands","Northern Europe",154,"Europe",150,"World",1
145,"Greenland","Northern Europe",154,"Europe",150,"World",1
146,"Pitcairn","Polynesia",61,"Oceania",9,"World",1
147,"French Polynesia","Polynesia",61,"Oceania",9,"World",1
148,"Line Group","Micronesia",57,"Oceania",9,"World",1
149,"Jarvis Island","Micronesia",57,"Oceania",9,"World",1
150,"Palmyra Atoll","Micronesia",57,"Oceania",9,"World",1
151,"American Samoa","Polynesia",61,"Oceania",9,"World",1
152,"Samoa","Polynesia",61,"Oceania",9,"World",1
153,"Cook Islands","Polynesia",61,"Oceania",9,"World",1
154,"Niue","Polynesia",61,"Oceania",9,"World",1
155,"Tonga","Polynesia",61,"Oceania",9,"World",1
156,"Tokelau","Polynesia",61,"Oceania",9,"World",1
157,"Phoenix Group","Micronesia",57,"Oceania",9,"World",1
158,"Howland Island and Baker Island","Micronesia",57,"Oceania",9,"World",1
159,"Johnston Atoll","Micronesia",57,"Oceania",9,"World",1
161,"Wallis and Futuna Islands","Polynesia",61,"Oceania",9,"World",1
162,"New Zealand","Australia and New Zealand",53,"Oceania",9,"World",1
163,"United States of America","Northern America",21,"Americas",19,"World",1
164,"Belize","Central America",13,"Latin America and the Caribbean",419,"World",1
166,"Jamaica","Caribbean",29,"Latin America and the Caribbean",419,"World",1
167,"Guyana","South America",5,"Latin America and the Caribbean",419,"World",1
168,"Suriname","South America",5,"Latin America and the Caribbean",419,"World",1
169,"French Guiana","South America",5,"Latin America and the Caribbean",419,"World",1
171,"Brazil","South America",5,"Latin America and the Caribbean",419,"World",1
172,"Argentina","South America",5,"Latin America and the Caribbean",419,"World",1
173,"Uruguay","South America",5,"Latin America and the Caribbean",419,"World",1
174,"Finland","Northern Europe",154,"Europe",150,"World",1
175,"Denmark","Northern Europe",154,"Europe",150,"World",1
176,"Germany","Western Europe",155,"Europe",150,"World",1
177,"Netherlands","Western Europe",155,"Europe",150,"World",1
178,"Poland","Eastern Europe",151,"Europe",150,"World",1
179,"France","Western Europe",155,"Europe",150,"World",1
180,"United Kingdom of Great Britain and Northern Ireland","Northern Europe",154,"Europe",150,"World",1
181,"Ireland","Northern Europe",154,"Europe",150,"World",1
182,"Spain","Southern Europe",39,"Europe",150,"World",1
183,"Portugal","Southern Europe",39,"Europe",150,"World",1
184,"Italy","Southern Europe",39,"Europe",150,"World",1
185,"Monaco","Western Europe",155,"Europe",150,"World",1
186,"Montenegro","Southern Europe",39,"Europe",150,"World",1
187,"Croatia","Southern Europe",39,"Europe",150,"World",1
188,"Slovenia","Southern Europe",39,"Europe",150,"World",1
189,"Lithuania","Northern Europe",154,"Europe",150,"World",1
190,"Qatar","Western Asia",145,"Asia",142,"World",1
191,"Iran (Islamic Republic of)","Southern Asia",34,"Asia",142,"World",1
192,"Iraq","Western Asia",145,"Asia",142,"World",1
193,"Guinea-Bissau","Western Africa",11,"Africa",2,"World",1
194,"Guinea","Western Africa",11,"Africa",2,"World",1
195,"Ivory Coast","Western Africa",11,"Africa",2,"World",1
196,"Nigeria","Western Africa",11,"Africa",2,"World",1
197,"Cameroon","Middle Africa",17,"Africa",2,"World",1
198,"Gabon","Middle Africa",17,"Africa",2,"World",1
199,"Democratic Republic of the Congo","Middle Africa",17,"Africa",2,"World",1
200,"Angola","Middle Africa",17,"Africa",2,"World",1
202,"United Republic of Tanzania","Eastern Africa",14,"Africa",2,"World",1
203,"India","Southern Asia",34,"Asia",142,"World",1
204,"Bangladesh","Southern Asia",34,"Asia",142,"World",1
205,"Myanmar","South-Eastern Asia",35,"Asia",142,"World",1
206,"Malaysia","South-Eastern Asia",35,"Asia",142,"World",1
207,"Viet Nam","South-Eastern Asia",35,"Asia",142,"World",1
208,"Singapore","South-Eastern Asia",35,"Asia",142,"World",1
209,"China","Eastern Asia",30,"Asia",142,"World",1
210,"Japan","Eastern Asia",30,"Asia",142,"World",1
212,"Kiribati","Micronesia",57,"Oceania",9,"World",1
214,"Egypt","Northern Africa",15,"Africa",2,"World",1
215,"Jordan","Western Asia",145,"Asia",142,"World",1
216,"Indonesia","South-Eastern Asia",35,"Asia",142,"World",1
218,"Canada","Northern America",21,"Americas",19,"World",1
219,"Saint Pierre and Miquelon","Northern America",21,"Americas",19,"World",1
220,"Sint Maarten (Dutch part)","Caribbean",29,"Latin America and the Caribbean",419,"World",1
221,"Saint Martin (French part)","Caribbean",29,"Latin America and the Caribbean",419,"World",1
222,"Sweden","Northern Europe",154,"Europe",150,"World",1
223,"Norway","Northern Europe",154,"Europe",150,"World",1
224,"Chile","South America",5,"Latin America and the Caribbean",419,"World",1
227,"Jersey","Northern Europe",154,"Europe",150,"World",1
228,"Guernsey","Northern Europe",154,"Europe",150,"World",1
231,"Timor-Leste","South-Eastern Asia",35,"Asia",142,"World",1
232,"Bosnia and Herzegovina","Southern Europe",39,"Europe",150,"World",1
237,"Oecussi Ambeno","South-Eastern Asia",35,"Asia",142,"World",1
244,"Curacao","Caribbean",29,"Latin America and the Caribbean",419,"World",1
245,"Bonaire","Caribbean",29,"Latin America and the Caribbean",419,"World",1
247,"Brunei Darussalam","South-Eastern Asia",35,"Asia",142,"World",1
248,"Saba","Caribbean",29,"Latin America and the Caribbean",419,"World",1
249,"Sint Eustatius","Caribbean",29,"Latin America and the Caribbean",419,"World",1
250,"Aruba","Caribbean",29,"Latin America and the Caribbean",419,"World",1
