"loiczid","mean_cat_score","mean_popn_trend_score","n_cat_species","n_trend_species","source"
10347,0,NaN,1,0,"aquamaps"
10348,0,NaN,1,0,"aquamaps"
10349,0,NaN,1,0,"aquamaps"
10350,0,NaN,1,0,"aquamaps"
10351,0,NaN,1,0,"aquamaps"
10352,0,NaN,1,0,"aquamaps"
10353,0,NaN,1,0,"aquamaps"
10354,0,NaN,1,0,"aquamaps"
10355,0,NaN,1,0,"aquamaps"
10356,0,NaN,1,0,"aquamaps"
10357,0,NaN,1,0,"aquamaps"
10358,0,NaN,1,0,"aquamaps"
10360,0,NaN,1,0,"aquamaps"
10361,0,NaN,1,0,"aquamaps"
10391,0,NaN,1,0,"aquamaps"
10392,0,NaN,1,0,"aquamaps"
10393,0,NaN,1,0,"aquamaps"
10394,0,NaN,1,0,"aquamaps"
10395,0,NaN,1,0,"aquamaps"
10396,0,NaN,1,0,"aquamaps"
10397,0,NaN,1,0,"aquamaps"
10398,0,NaN,1,0,"aquamaps"
10399,0,NaN,1,0,"aquamaps"
10400,0,NaN,1,0,"aquamaps"
10401,0,NaN,1,0,"aquamaps"
10402,0,NaN,1,0,"aquamaps"
10403,0,NaN,1,0,"aquamaps"
10404,0,NaN,1,0,"aquamaps"
10405,0,NaN,1,0,"aquamaps"
10406,0,NaN,1,0,"aquamaps"
10407,0,NaN,1,0,"aquamaps"
10408,0,NaN,1,0,"aquamaps"
10409,0,NaN,1,0,"aquamaps"
10543,0,NaN,1,0,"aquamaps"
10544,0,NaN,1,0,"aquamaps"
10545,0,NaN,1,0,"aquamaps"
10546,0,NaN,1,0,"aquamaps"
10557,0,NaN,1,0,"aquamaps"
10558,0,NaN,1,0,"aquamaps"
10559,0,NaN,1,0,"aquamaps"
10977,0,NaN,1,0,"aquamaps"
10978,0,NaN,1,0,"aquamaps"
10979,0,NaN,1,0,"aquamaps"
10980,0,NaN,1,0,"aquamaps"
10981,0,NaN,1,0,"aquamaps"
10982,0,NaN,1,0,"aquamaps"
10983,0,NaN,1,0,"aquamaps"
10984,0,NaN,1,0,"aquamaps"
10985,0,NaN,1,0,"aquamaps"
10986,0,NaN,1,0,"aquamaps"
10987,0,NaN,1,0,"aquamaps"
10988,0,NaN,1,0,"aquamaps"
10989,0,NaN,1,0,"aquamaps"
10990,0,NaN,1,0,"aquamaps"
10991,0,NaN,1,0,"aquamaps"
10992,0,NaN,1,0,"aquamaps"
10994,0,NaN,1,0,"aquamaps"
10997,0,NaN,1,0,"aquamaps"
10998,0,NaN,1,0,"aquamaps"
10999,0,NaN,1,0,"aquamaps"
11036,0,NaN,1,0,"aquamaps"
11037,0,NaN,1,0,"aquamaps"
11038,0,NaN,2,0,"aquamaps"
11039,0,NaN,2,0,"aquamaps"
11040,0,NaN,2,0,"aquamaps"
11041,0,NaN,2,0,"aquamaps"
11042,0,NaN,2,0,"aquamaps"
11043,0,NaN,2,0,"aquamaps"
11044,0,NaN,1,0,"aquamaps"
11045,0,NaN,1,0,"aquamaps"
11046,0,NaN,1,0,"aquamaps"
11047,0,NaN,1,0,"aquamaps"
11048,0,NaN,1,0,"aquamaps"
11049,0,NaN,1,0,"aquamaps"
11050,0,NaN,1,0,"aquamaps"
11051,0,NaN,1,0,"aquamaps"
11052,0,NaN,1,0,"aquamaps"
11053,0,NaN,1,0,"aquamaps"
11054,0,NaN,1,0,"aquamaps"
11055,0,NaN,1,0,"aquamaps"
11056,0,NaN,1,0,"aquamaps"
11057,0,NaN,1,0,"aquamaps"
11058,0,NaN,1,0,"aquamaps"
11061,0,NaN,1,0,"aquamaps"
11062,0,NaN,1,0,"aquamaps"
11063,0,NaN,1,0,"aquamaps"
11064,0,NaN,1,0,"aquamaps"
11065,0,NaN,1,0,"aquamaps"
11066,0,NaN,1,0,"aquamaps"
11067,0,NaN,1,0,"aquamaps"
11068,0,NaN,1,0,"aquamaps"
11069,0,NaN,1,0,"aquamaps"
11070,0,NaN,1,0,"aquamaps"
11071,0,NaN,1,0,"aquamaps"
11099,0,NaN,1,0,"aquamaps"
11100,0,NaN,1,0,"aquamaps"
11101,0,NaN,1,0,"aquamaps"
11102,0,NaN,1,0,"aquamaps"
11103,0,NaN,1,0,"aquamaps"
11104,0,NaN,1,0,"aquamaps"
11105,0,NaN,1,0,"aquamaps"
11106,0,NaN,1,0,"aquamaps"
11107,0,NaN,1,0,"aquamaps"
11108,0,NaN,1,0,"aquamaps"
11109,0,NaN,1,0,"aquamaps"
11110,0,NaN,1,0,"aquamaps"
11111,0,NaN,1,0,"aquamaps"
11112,0,NaN,1,0,"aquamaps"
11113,0,NaN,1,0,"aquamaps"
11114,0,NaN,1,0,"aquamaps"
11115,0,NaN,1,0,"aquamaps"
11116,0,NaN,1,0,"aquamaps"
11117,0,NaN,1,0,"aquamaps"
11118,0,NaN,1,0,"aquamaps"
11119,0,NaN,1,0,"aquamaps"
11120,0,NaN,1,0,"aquamaps"
11121,0,NaN,1,0,"aquamaps"
11122,0,NaN,1,0,"aquamaps"
11123,0,NaN,1,0,"aquamaps"
11124,0,NaN,1,0,"aquamaps"
11125,0,NaN,1,0,"aquamaps"
11126,0,NaN,1,0,"aquamaps"
11127,0,NaN,1,0,"aquamaps"
11128,0,NaN,1,0,"aquamaps"
11129,0,NaN,1,0,"aquamaps"
11130,0,NaN,1,0,"aquamaps"
11131,0,NaN,1,0,"aquamaps"
11132,0,NaN,1,0,"aquamaps"
11133,0,NaN,1,0,"aquamaps"
11134,0,NaN,1,0,"aquamaps"
11135,0,NaN,1,0,"aquamaps"
11136,0,NaN,1,0,"aquamaps"
11137,0,NaN,1,0,"aquamaps"
11138,0,NaN,1,0,"aquamaps"
11246,0,NaN,1,0,"aquamaps"
11247,0,NaN,1,0,"aquamaps"
11248,0,NaN,1,0,"aquamaps"
11249,0,NaN,1,0,"aquamaps"
11250,0,NaN,1,0,"aquamaps"
11251,0,NaN,1,0,"aquamaps"
11252,0,NaN,1,0,"aquamaps"
11253,0,NaN,1,0,"aquamaps"
11254,0,NaN,1,0,"aquamaps"
11255,0,NaN,1,0,"aquamaps"
11256,0,NaN,1,0,"aquamaps"
11257,0,NaN,1,0,"aquamaps"
11258,0,NaN,1,0,"aquamaps"
11259,0,NaN,1,0,"aquamaps"
11260,0,NaN,1,0,"aquamaps"
11263,0,NaN,1,0,"aquamaps"
11264,0,NaN,1,0,"aquamaps"
11265,0,NaN,1,0,"aquamaps"
11266,0,NaN,1,0,"aquamaps"
11267,0,NaN,1,0,"aquamaps"
11268,0,NaN,1,0,"aquamaps"
11269,0,NaN,1,0,"aquamaps"
11270,0,NaN,1,0,"aquamaps"
11271,0,NaN,1,0,"aquamaps"
11272,0,NaN,1,0,"aquamaps"
11273,0,NaN,1,0,"aquamaps"
11274,0,NaN,1,0,"aquamaps"
11275,0,0,2,1,"aquamaps"
11276,0,NaN,1,0,"aquamaps"
11277,0,NaN,1,0,"aquamaps"
11278,0,NaN,1,0,"aquamaps"
11279,0,NaN,1,0,"aquamaps"
11280,0,NaN,1,0,"aquamaps"
11281,0,NaN,1,0,"aquamaps"
11282,0,NaN,1,0,"aquamaps"
11283,0,NaN,1,0,"aquamaps"
11695,0,NaN,1,0,"aquamaps"
11696,0,NaN,1,0,"aquamaps"
11697,0,NaN,1,0,"aquamaps"
11698,0,NaN,1,0,"aquamaps"
11699,0,NaN,1,0,"aquamaps"
11700,0,NaN,1,0,"aquamaps"
11702,0,NaN,1,0,"aquamaps"
11745,0,NaN,1,0,"aquamaps"
11746,0,NaN,1,0,"aquamaps"
11747,0,0,2,1,"aquamaps"
11748,0,0,2,1,"aquamaps"
11749,0,0,2,1,"aquamaps"
11750,0,0,2,1,"aquamaps"
11751,0,NaN,1,0,"aquamaps"
11752,0,0,2,1,"aquamaps"
11753,0,0,2,1,"aquamaps"
11754,0,0,4,2,"aquamaps"
11755,0,NaN,2,0,"aquamaps"
11756,0,NaN,2,0,"aquamaps"
11757,0,NaN,2,0,"aquamaps"
11758,0,NaN,1,0,"aquamaps"
11759,0,NaN,1,0,"aquamaps"
11760,0,NaN,1,0,"aquamaps"
11761,0,NaN,1,0,"aquamaps"
11762,0,NaN,1,0,"aquamaps"
11771,0,NaN,1,0,"aquamaps"
11772,0,NaN,1,0,"aquamaps"
11773,0,NaN,1,0,"aquamaps"
11775,0,NaN,1,0,"aquamaps"
11776,0,NaN,1,0,"aquamaps"
11777,0,NaN,1,0,"aquamaps"
11778,0,NaN,1,0,"aquamaps"
11787,0,NaN,1,0,"aquamaps"
11788,0,NaN,1,0,"aquamaps"
11789,0,NaN,1,0,"aquamaps"
11790,0,NaN,1,0,"aquamaps"
11815,0,NaN,1,0,"aquamaps"
11816,0,NaN,1,0,"aquamaps"
11817,0,NaN,1,0,"aquamaps"
11818,0,NaN,1,0,"aquamaps"
11819,0,NaN,1,0,"aquamaps"
11820,0,NaN,1,0,"aquamaps"
11828,0,NaN,1,0,"aquamaps"
11829,0,NaN,1,0,"aquamaps"
11830,0,NaN,1,0,"aquamaps"
11831,0,NaN,1,0,"aquamaps"
11838,0,NaN,1,0,"aquamaps"
11839,0,NaN,1,0,"aquamaps"
11840,0,NaN,1,0,"aquamaps"
11841,0,NaN,1,0,"aquamaps"
11842,0,NaN,1,0,"aquamaps"
11843,0,NaN,1,0,"aquamaps"
11844,0,NaN,1,0,"aquamaps"
11845,0,NaN,1,0,"aquamaps"
11846,0,NaN,1,0,"aquamaps"
11847,0,NaN,1,0,"aquamaps"
11848,0,NaN,1,0,"aquamaps"
11849,0,NaN,1,0,"aquamaps"
11850,0,NaN,1,0,"aquamaps"
11851,0,0,2,1,"aquamaps"
11852,0,NaN,1,0,"aquamaps"
11853,0,0,2,1,"aquamaps"
11854,0,0,2,1,"aquamaps"
11855,0,0,2,1,"aquamaps"
11856,0,0,4,2,"aquamaps"
11857,0,0,3,2,"aquamaps"
11858,0,0,2,1,"aquamaps"
11859,0,NaN,1,0,"aquamaps"
11860,0,NaN,1,0,"aquamaps"
11861,0,NaN,1,0,"aquamaps"
11966,0,NaN,1,0,"aquamaps"
11967,0,NaN,1,0,"aquamaps"
11968,0,NaN,1,0,"aquamaps"
11969,0,NaN,1,0,"aquamaps"
11970,0,NaN,1,0,"aquamaps"
11971,0,NaN,1,0,"aquamaps"
11972,0,NaN,1,0,"aquamaps"
11973,0,NaN,1,0,"aquamaps"
11974,0,NaN,1,0,"aquamaps"
11975,0,NaN,1,0,"aquamaps"
11976,0,NaN,1,0,"aquamaps"
11977,0,0,2,1,"aquamaps"
11978,0,0,2,1,"aquamaps"
11979,0,NaN,1,0,"aquamaps"
11980,0,NaN,1,0,"aquamaps"
11984,0,NaN,1,0,"aquamaps"
11985,0,NaN,1,0,"aquamaps"
11986,0,NaN,1,0,"aquamaps"
11987,0,0,2,1,"aquamaps"
11988,0,0,2,1,"aquamaps"
11989,0,NaN,1,0,"aquamaps"
11990,0,-0.25,4,2,"aquamaps"
11991,0,0,3,2,"aquamaps"
11992,0,0,2,1,"aquamaps"
11993,0,NaN,1,0,"aquamaps"
11994,0,0.1,6,5,"aquamaps"
11995,0,0,5,4,"aquamaps"
11996,0,0,2,1,"aquamaps"
11997,0,0,2,1,"aquamaps"
11998,0,0,2,1,"aquamaps"
11999,0,0,2,1,"aquamaps"
12000,0,0,2,1,"aquamaps"
12001,0,0,3,2,"aquamaps"
12002,0,NaN,1,0,"aquamaps"
12003,0,NaN,1,0,"aquamaps"
12004,0,0,2,1,"aquamaps"
12005,0,0,2,1,"aquamaps"
12006,0,0,2,1,"aquamaps"
12007,0,0,2,1,"aquamaps"
12008,0,0,2,1,"aquamaps"
12009,0,0,2,1,"aquamaps"
12010,0,NaN,1,0,"aquamaps"
12031,0,NaN,1,0,"aquamaps"
12032,0,NaN,1,0,"aquamaps"
12033,0,NaN,1,0,"aquamaps"
12034,0,NaN,1,0,"aquamaps"
12035,0,NaN,1,0,"aquamaps"
12036,0,NaN,1,0,"aquamaps"
12037,0,NaN,1,0,"aquamaps"
12038,0,NaN,1,0,"aquamaps"
12039,0,NaN,1,0,"aquamaps"
12040,0,NaN,1,0,"aquamaps"
12041,0,NaN,1,0,"aquamaps"
12042,0,NaN,1,0,"aquamaps"
12057,0,NaN,1,0,"aquamaps"
12058,0,NaN,1,0,"aquamaps"
12059,0,NaN,1,0,"aquamaps"
12060,0,NaN,1,0,"aquamaps"
12061,0,NaN,1,0,"aquamaps"
12062,0,NaN,1,0,"aquamaps"
12063,0,NaN,1,0,"aquamaps"
12064,0,NaN,1,0,"aquamaps"
12065,0,NaN,1,0,"aquamaps"
12066,0,NaN,1,0,"aquamaps"
12067,0,NaN,1,0,"aquamaps"
12068,0,NaN,1,0,"aquamaps"
12069,0,NaN,1,0,"aquamaps"
12070,0,NaN,1,0,"aquamaps"
12071,0,NaN,1,0,"aquamaps"
12072,0,NaN,1,0,"aquamaps"
12073,0,NaN,1,0,"aquamaps"
12406,0,NaN,1,0,"aquamaps"
12407,0,NaN,1,0,"aquamaps"
12408,0,NaN,1,0,"aquamaps"
12409,0,NaN,1,0,"aquamaps"
12410,0,NaN,1,0,"aquamaps"
12411,0,NaN,1,0,"aquamaps"
12412,0,NaN,1,0,"aquamaps"
12413,0,NaN,1,0,"aquamaps"
12414,0,NaN,1,0,"aquamaps"
12415,0,NaN,1,0,"aquamaps"
12416,0,NaN,1,0,"aquamaps"
12417,0,NaN,1,0,"aquamaps"
12418,0,NaN,1,0,"aquamaps"
12419,0,NaN,1,0,"aquamaps"
12420,0,NaN,1,0,"aquamaps"
12421,0,NaN,1,0,"aquamaps"
12422,0,NaN,1,0,"aquamaps"
12423,0,NaN,1,0,"aquamaps"
12424,0,NaN,1,0,"aquamaps"
12425,0,NaN,1,0,"aquamaps"
12426,0,NaN,1,0,"aquamaps"
12427,0,NaN,1,0,"aquamaps"
12428,0,NaN,1,0,"aquamaps"
12429,0,NaN,1,0,"aquamaps"
12430,0,NaN,1,0,"aquamaps"
12431,0,NaN,1,0,"aquamaps"
12432,0,NaN,1,0,"aquamaps"
12442,0,NaN,1,0,"aquamaps"
12443,0,NaN,1,0,"aquamaps"
12444,0,NaN,1,0,"aquamaps"
12445,0,NaN,1,0,"aquamaps"
12462,0,0,3,2,"aquamaps"
12463,0,0,3,2,"aquamaps"
12464,0,0,3,2,"aquamaps"
12465,0,0,3,2,"aquamaps"
12466,0,0,2,1,"aquamaps"
12467,0,0,2,1,"aquamaps"
12468,0,0,2,1,"aquamaps"
12469,0,0,2,1,"aquamaps"
12470,0,0,4,2,"aquamaps"
12471,0,NaN,2,0,"aquamaps"
12472,0,0,4,2,"aquamaps"
12473,0,0,4,2,"aquamaps"
12474,0,0,2,1,"aquamaps"
12475,0,0,2,1,"aquamaps"
12476,0,0,2,1,"aquamaps"
12477,0,0,2,1,"aquamaps"
12478,0,NaN,1,0,"aquamaps"
12555,0,NaN,1,0,"aquamaps"
12556,0,NaN,1,0,"aquamaps"
12557,0,NaN,1,0,"aquamaps"
12558,0,NaN,1,0,"aquamaps"
12574,0.0444444,-0.0714286,9,7,"aquamaps"
12575,0.0333333,0,12,8,"aquamaps"
12576,0,0,7,4,"aquamaps"
12577,0,0,5,2,"aquamaps"
12578,0,0,3,2,"aquamaps"
12579,0,0,5,2,"aquamaps"
12580,0,0,5,2,"aquamaps"
12581,0,0,4,2,"aquamaps"
12582,0,0,5,2,"aquamaps"
12583,0,0,3,1,"aquamaps"
12584,0,NaN,2,0,"aquamaps"
12636,0,NaN,1,0,"aquamaps"
12637,0,NaN,2,0,"aquamaps"
12638,0,NaN,1,0,"aquamaps"
12639,0,NaN,3,0,"aquamaps"
12640,0,NaN,1,0,"aquamaps"
12641,0,NaN,1,0,"aquamaps"
12642,0,NaN,1,0,"aquamaps"
12643,0,NaN,1,0,"aquamaps"
12644,0,NaN,1,0,"aquamaps"
12645,0,NaN,1,0,"aquamaps"
12646,0,0,2,1,"aquamaps"
12647,0,0,2,1,"aquamaps"
12648,0,0,2,1,"aquamaps"
12649,0,0,3,2,"aquamaps"
12650,0,0,3,2,"aquamaps"
12651,0,NaN,1,0,"aquamaps"
12652,0,NaN,1,0,"aquamaps"
12653,0,NaN,1,0,"aquamaps"
12654,0,NaN,1,0,"aquamaps"
12660,0,NaN,1,0,"aquamaps"
12661,0,NaN,1,0,"aquamaps"
12662,0,NaN,1,0,"aquamaps"
12663,0,0,2,1,"aquamaps"
12664,0,NaN,1,0,"aquamaps"
12665,0,NaN,1,0,"aquamaps"
12666,0,0,2,1,"aquamaps"
12667,0,0,2,1,"aquamaps"
12668,0,NaN,1,0,"aquamaps"
12669,0,NaN,1,0,"aquamaps"
12670,0,NaN,1,0,"aquamaps"
12671,0,NaN,1,0,"aquamaps"
12672,0,NaN,1,0,"aquamaps"
12673,0,NaN,1,0,"aquamaps"
12674,0,NaN,1,0,"aquamaps"
12675,0,NaN,1,0,"aquamaps"
12676,0,NaN,1,0,"aquamaps"
12677,0,NaN,1,0,"aquamaps"
12678,0,NaN,1,0,"aquamaps"
12679,0,NaN,1,0,"aquamaps"
12690,0,0,2,1,"aquamaps"
12691,0,-0.166667,5,3,"aquamaps"
12692,0,0,3,2,"aquamaps"
12693,0,0,3,2,"aquamaps"
12694,0,-0.166667,5,3,"aquamaps"
12695,0,0,3,2,"aquamaps"
12696,0,0,3,2,"aquamaps"
12697,0,-0.166667,5,3,"aquamaps"
12698,0,0,3,2,"aquamaps"
12699,0,0,2,1,"aquamaps"
12700,0,-0.25,3,2,"aquamaps"
12701,0.0444444,0,9,8,"aquamaps"
12702,0,0,2,1,"aquamaps"
12703,0,0,3,2,"aquamaps"
12705,0,NaN,1,0,"aquamaps"
12706,0,-0.25,4,2,"aquamaps"
12707,0,-0.25,4,2,"aquamaps"
12708,0,0,3,2,"aquamaps"
12709,0,0.166667,7,6,"aquamaps"
12710,0.04,0,10,8,"aquamaps"
12711,0,0.166667,7,6,"aquamaps"
12712,0,0,5,4,"aquamaps"
12713,0,0,3,2,"aquamaps"
12714,0,-0.166667,4,3,"aquamaps"
12715,0,0,5,4,"aquamaps"
12716,0,0,5,4,"aquamaps"
12717,0,0,5,4,"aquamaps"
12718,0,0.1,6,5,"aquamaps"
12719,0,0,3,2,"aquamaps"
12720,0,0,3,2,"aquamaps"
12721,0,0,3,2,"aquamaps"
12722,0,0,2,1,"aquamaps"
12723,0,0,2,1,"aquamaps"
12724,0,0,2,1,"aquamaps"
12725,0,NaN,1,0,"aquamaps"
12726,0,0,2,1,"aquamaps"
12727,0,0,2,1,"aquamaps"
12728,0,0,2,1,"aquamaps"
12729,0,0,2,1,"aquamaps"
12730,0,0,2,1,"aquamaps"
12731,0,0,2,1,"aquamaps"
12732,0,0,2,1,"aquamaps"
12749,0,0,2,1,"aquamaps"
12750,0,0,2,1,"aquamaps"
12751,0,0,2,1,"aquamaps"
12752,0,0,2,1,"aquamaps"
12753,0,0,2,1,"aquamaps"
12754,0,NaN,1,0,"aquamaps"
12755,0,0,2,1,"aquamaps"
12756,0,0,2,1,"aquamaps"
12757,0,NaN,1,0,"aquamaps"
12758,0,NaN,1,0,"aquamaps"
12759,0,NaN,1,0,"aquamaps"
12760,0,NaN,1,0,"aquamaps"
12761,0,NaN,1,0,"aquamaps"
12762,0,NaN,1,0,"aquamaps"
12763,0,NaN,1,0,"aquamaps"
12764,0,NaN,1,0,"aquamaps"
12776,0,NaN,1,0,"aquamaps"
12777,0,NaN,1,0,"aquamaps"
12778,0,NaN,1,0,"aquamaps"
12779,0,NaN,1,0,"aquamaps"
12780,0,NaN,1,0,"aquamaps"
12781,0,NaN,1,0,"aquamaps"
12782,0,NaN,1,0,"aquamaps"
12783,0,NaN,1,0,"aquamaps"
12784,0,NaN,1,0,"aquamaps"
12785,0,NaN,1,0,"aquamaps"
12786,0,NaN,1,0,"aquamaps"
12787,0,NaN,1,0,"aquamaps"
12788,0,NaN,1,0,"aquamaps"
12789,0,0,2,1,"aquamaps"
12790,0,0,3,2,"aquamaps"
12791,0,0,3,2,"aquamaps"
12792,0,0,2,1,"aquamaps"
12793,0,0,3,2,"aquamaps"
12794,0,0,2,1,"aquamaps"
12795,0,0,3,2,"aquamaps"
12796,0,NaN,1,0,"aquamaps"
12797,0,NaN,1,0,"aquamaps"
12798,0,NaN,1,0,"aquamaps"
12799,0,NaN,1,0,"aquamaps"
12800,0,NaN,1,0,"aquamaps"
12801,0,NaN,1,0,"aquamaps"
13120,0,NaN,1,0,"aquamaps"
13127,0,NaN,1,0,"aquamaps"
13128,0,NaN,1,0,"aquamaps"
13129,0,NaN,1,0,"aquamaps"
13130,0,NaN,1,0,"aquamaps"
13131,0,NaN,1,0,"aquamaps"
13138,0,NaN,1,0,"aquamaps"
13139,0,NaN,1,0,"aquamaps"
13140,0,NaN,1,0,"aquamaps"
13141,0,NaN,1,0,"aquamaps"
13142,0,NaN,1,0,"aquamaps"
13143,0,NaN,1,0,"aquamaps"
13144,0,NaN,1,0,"aquamaps"
13145,0,NaN,1,0,"aquamaps"
13146,0,NaN,1,0,"aquamaps"
13147,0,NaN,1,0,"aquamaps"
13148,0,NaN,1,0,"aquamaps"
13149,0,NaN,1,0,"aquamaps"
13151,0,NaN,1,0,"aquamaps"
13152,0,NaN,1,0,"aquamaps"
13153,0,NaN,1,0,"aquamaps"
13154,0,NaN,1,0,"aquamaps"
13155,0,NaN,1,0,"aquamaps"
13156,0,NaN,1,0,"aquamaps"
13157,0,NaN,1,0,"aquamaps"
13158,0,NaN,1,0,"aquamaps"
13159,0,NaN,1,0,"aquamaps"
13160,0,NaN,1,0,"aquamaps"
13161,0,NaN,1,0,"aquamaps"
