iucn_sid,presence,origin,distribution_code,value,species,sciname,rgn_id,rgn_name
39339,Extant,Native,Native,NA,NA,Alopias vulpinus,167,Guyana
39339,Extant,Native,Native,NA,NA,Alopias vulpinus,187,Croatia
39339,Extant,Native,Native,NA,NA,Alopias vulpinus,216,Indonesia
39339,Extant,Native,Native,NA,NA,Alopias vulpinus,181,Ireland
39339,Extant,Native,Native,NA,NA,Alopias vulpinus,203,India
39339,Extant,Native,Native,NA,NA,Alopias vulpinus,38,British Indian Ocean Territory
39339,Extant,Native,Native,NA,NA,Alopias vulpinus,184,Italy
39339,Extant,Native,Native,NA,NA,Alopias vulpinus,166,Jamaica
39339,Extant,Native,Native,NA,NA,Alopias vulpinus,215,Jordan
39339,Extant,Native,Native,NA,NA,Alopias vulpinus,210,Japan
39339,Extant,Native,Native,NA,NA,Alopias vulpinus,43,Kenya
39339,Extant,Native,Native,NA,NA,Alopias vulpinus,212,Kiribati
39339,Extant,Native,Native,NA,NA,Alopias vulpinus,21,North Korea
39339,Extant,Native,Native,NA,NA,Alopias vulpinus,20,South Korea
39339,Extant,Native,Native,NA,NA,Alopias vulpinus,40,Sri Lanka
39339,Extant,Native,Native,NA,NA,Alopias vulpinus,97,Liberia
39339,Extant,Native,Native,NA,NA,Alopias vulpinus,62,Morocco
39339,Extant,Native,Native,NA,NA,Alopias vulpinus,186,Montenegro
39339,Extant,Native,Native,NA,NA,Alopias vulpinus,42,Madagascar
39339,Extant,Native,Native,NA,NA,Alopias vulpinus,64,Mauritania
39339,Extant,Native,Native,NA,NA,Alopias vulpinus,39,Maldives
39339,Extant,Native,Native,NA,NA,Alopias vulpinus,135,Mexico
39339,Extant,Native,Native,NA,NA,Alopias vulpinus,41,Mozambique
39339,Extant,Native,Native,NA,NA,Alopias vulpinus,101,Namibia
39339,Extant,Native,Native,NA,NA,Alopias vulpinus,5,New Caledonia
39339,Extant,Native,Native,NA,NA,Alopias vulpinus,196,Nigeria
39339,Extant,Native,Native,NA,NA,Alopias vulpinus,131,Nicaragua
39339,Extant,Native,Native,NA,NA,Alopias vulpinus,223,Norway
39339,Extant,Native,Native,NA,NA,Alopias vulpinus,162,New Zealand
39339,Extant,Native,Native,NA,NA,Alopias vulpinus,129,Panama
39339,Extant,Native,Native,NA,NA,Alopias vulpinus,138,Peru
39339,Extant,Native,Native,NA,NA,Alopias vulpinus,147,French Polynesia
39339,Extant,Native,Native,NA,NA,Alopias vulpinus,53,Pakistan
39339,Extant,Native,Native,NA,NA,Alopias vulpinus,116,Puerto Rico and Virgin Islands of the United States
39339,Extant,Native,Native,NA,NA,Alopias vulpinus,183,Portugal
39339,Extant,Native,Native,NA,NA,Alopias vulpinus,72,Romania
39339,Extant,Native,Native,NA,NA,Alopias vulpinus,49,Sudan
39339,Extant,Native,Native,NA,NA,Alopias vulpinus,96,Sierra Leone
39339,Extant,Native,Native,NA,NA,Alopias vulpinus,66,Senegal
39339,Extant,Native,Native,NA,NA,Alopias vulpinus,44,Somalia
39339,Extant,Native,Native,NA,NA,Alopias vulpinus,168,Suriname
39339,Extant,Native,Native,NA,NA,Alopias vulpinus,134,El Salvador
39339,Extant,Native,Native,NA,NA,Alopias vulpinus,77,Syria
39339,Extant,Native,Native,NA,NA,Alopias vulpinus,61,Tunisia
39339,Extant,Native,Native,NA,NA,Alopias vulpinus,76,Turkey
39339,Extant,Native,Native,NA,NA,Alopias vulpinus,19,Tuvalu
39339,Extant,Native,Native,NA,NA,Alopias vulpinus,14,Taiwan
39339,Extant,Native,Native,NA,NA,Alopias vulpinus,202,Tanzania
39339,Extant,Native,Native,NA,NA,Alopias vulpinus,75,Ukraine
39339,Extant,Native,Native,NA,NA,Alopias vulpinus,163,United States
39339,Extant,Native,Native,NA,NA,Alopias vulpinus,173,Uruguay
39339,Extant,Native,Native,NA,NA,Alopias vulpinus,139,Venezuela
39339,Extant,Native,Native,NA,NA,Alopias vulpinus,117,British Virgin Islands
39339,Extant,Native,Native,NA,NA,Alopias vulpinus,116,Puerto Rico and Virgin Islands of the United States
39339,Extant,Native,Native,NA,NA,Alopias vulpinus,6,Vanuatu
39339,Extant,Native,Native,NA,NA,Alopias vulpinus,47,Yemen
39339,Extant,Native,Native,NA,NA,Alopias vulpinus,102,South Africa
2469,Extant,Native,Native,NA,NA,Balaena mysticetus,73,Russia
2468,Extant,Native,Native,NA,NA,Balaena mysticetus,218,Canada
2468,Extant,Native,Native,NA,NA,Balaena mysticetus,73,Russia
2468,Extant,Native,Native,NA,NA,Balaena mysticetus,163,United States
2472,Extant,Native,Native,NA,NA,Balaena mysticetus,145,Greenland
2472,Extant,Native,Native,NA,NA,Balaena mysticetus,144,Jan Mayen
2467,Extant,Native,Native,NA,NA,Balaena mysticetus,218,Canada
2467,Extant,Native,Native,NA,NA,Balaena mysticetus,145,Greenland
2467,Extant,Native,Native,NA,NA,Balaena mysticetus,163,United States
2474,Extant,Native,Native,NA,NA,Balaenoptera acutorostrata,120,Antigua and Barbuda
2474,Extant,Native,Native,NA,NA,Balaenoptera acutorostrata,118,Anguilla
2474,Extant,Native,Native,NA,NA,Balaenoptera acutorostrata,213,Antarctica
2474,Extant,Native,Native,NA,NA,Balaenoptera acutorostrata,172,Argentina
2474,Extant,Native,Native,NA,NA,Balaenoptera acutorostrata,16,Australia
2474,Extant,Native,Native,NA,NA,Balaenoptera acutorostrata,204,Bangladesh
2474,Extant,Native,Native,NA,NA,Balaenoptera acutorostrata,59,Belgium
2474,Extant,Native,Native,NA,NA,Balaenoptera acutorostrata,108,Bermuda
2474,Extant,Native,Native,NA,NA,Balaenoptera acutorostrata,245,Bonaire
2474,Extant,Native,Native,NA,NA,Balaenoptera acutorostrata,248,Saba
2474,Extant,Native,Native,NA,NA,Balaenoptera acutorostrata,249,Sint Eustatius
2474,Extant,Native,Native,NA,NA,Balaenoptera acutorostrata,171,Brazil
2474,Extant,Native,Native,NA,NA,Balaenoptera acutorostrata,110,Bahamas
2474,Extant,Native,Native,NA,NA,Balaenoptera acutorostrata,218,Canada
2474,Extant,Native,Native,NA,NA,Balaenoptera acutorostrata,224,Chile
2474,Extant,Native,Native,NA,NA,Balaenoptera acutorostrata,209,China
2474,Extant,Native,Native,NA,NA,Balaenoptera acutorostrata,112,Cuba
2474,Extant,Native,Native,NA,NA,Balaenoptera acutorostrata,56,Cape Verde
2474,Extant,Native,Native,NA,NA,Balaenoptera acutorostrata,244,Curacao
2474,Extant,Native,Native,NA,NA,Balaenoptera acutorostrata,175,Denmark
2474,Extant,Native,Native,NA,NA,Balaenoptera acutorostrata,123,Dominica
2474,Extant,Native,Native,NA,NA,Balaenoptera acutorostrata,115,Dominican Republic
2474,Extant,Native,Native,NA,NA,Balaenoptera acutorostrata,137,Ecuador
2474,Extant,Native,Native,NA,NA,Balaenoptera acutorostrata,63,Western Sahara
2474,Extant,Native,Native,NA,NA,Balaenoptera acutorostrata,182,Spain
2474,Extant,Native,Native,NA,NA,Balaenoptera acutorostrata,141,Faeroe Islands
2474,Extant,Native,Native,NA,NA,Balaenoptera acutorostrata,179,France
2474,Extant,Native,Native,NA,NA,Balaenoptera acutorostrata,180,United Kingdom
2474,Extant,Native,Native,NA,NA,Balaenoptera acutorostrata,169,French Guiana
2474,Extant,Native,Native,NA,NA,Balaenoptera acutorostrata,145,Greenland
2474,Extant,Native,Native,NA,NA,Balaenoptera acutorostrata,65,Gambia
2474,Extant,Native,Native,NA,NA,Balaenoptera acutorostrata,140,Guadeloupe and Martinique
2474,Extant,Native,Native,NA,NA,Balaenoptera acutorostrata,80,Greece
2474,Extant,Native,Native,NA,NA,Balaenoptera acutorostrata,216,Indonesia
2474,Extant,Native,Native,NA,NA,Balaenoptera acutorostrata,181,Ireland
2474,Extant,Native,Native,NA,NA,Balaenoptera acutorostrata,79,Israel
2474,Extant,Native,Native,NA,NA,Balaenoptera acutorostrata,143,Iceland
2474,Extant,Native,Native,NA,NA,Balaenoptera acutorostrata,184,Italy
2474,Extant,Native,Native,NA,NA,Balaenoptera acutorostrata,210,Japan
2474,Extant,Native,Native,NA,NA,Balaenoptera acutorostrata,21,North Korea
2474,Extant,Native,Native,NA,NA,Balaenoptera acutorostrata,20,South Korea
2474,Extant,Native,Native,NA,NA,Balaenoptera acutorostrata,62,Morocco
2474,Extant,Native,Native,NA,NA,Balaenoptera acutorostrata,221,Northern Saint-Martin
2474,Extant,Native,Native,NA,NA,Balaenoptera acutorostrata,64,Mauritania
2474,Extant,Native,Native,NA,NA,Balaenoptera acutorostrata,135,Mexico
2474,Extant,Native,Native,NA,NA,Balaenoptera acutorostrata,41,Mozambique
2474,Extant,Native,Native,NA,NA,Balaenoptera acutorostrata,5,New Caledonia
2474,Extant,Native,Native,NA,NA,Balaenoptera acutorostrata,177,Netherlands
2474,Extant,Native,Native,NA,NA,Balaenoptera acutorostrata,223,Norway
2474,Extant,Native,Native,NA,NA,Balaenoptera acutorostrata,162,New Zealand
2474,Extant,Native,Native,NA,NA,Balaenoptera acutorostrata,17,Papua New Guinea
2474,Extant,Native,Native,NA,NA,Balaenoptera acutorostrata,219,Saint Pierre and Miquelon
2474,Extant,Native,Native,NA,NA,Balaenoptera acutorostrata,116,Puerto Rico and Virgin Islands of the United States
2474,Extant,Native,Native,NA,NA,Balaenoptera acutorostrata,183,Portugal
2474,Extant,Native,Native,NA,NA,Balaenoptera acutorostrata,73,Russia
2474,Extant,Native,Native,NA,NA,Balaenoptera acutorostrata,222,Sweden
2474,Extant,Native,Native,NA,NA,Balaenoptera acutorostrata,144,Jan Mayen
2474,Extant,Native,Native,NA,NA,Balaenoptera acutorostrata,66,Senegal
2474,Extant,Native,Native,NA,NA,Balaenoptera acutorostrata,220,Sint Maarten
2474,Extant,Native,Native,NA,NA,Balaenoptera acutorostrata,111,Turks and Caicos Islands
2474,Extant,Native,Native,NA,NA,Balaenoptera acutorostrata,25,Thailand
2474,Extant,Native,Native,NA,NA,Balaenoptera acutorostrata,61,Tunisia
2474,Extant,Native,Native,NA,NA,Balaenoptera acutorostrata,14,Taiwan
2474,Extant,Native,Native,NA,NA,Balaenoptera acutorostrata,163,United States
2474,Extant,Native,Native,NA,NA,Balaenoptera acutorostrata,173,Uruguay
2474,Extant,Native,Native,NA,NA,Balaenoptera acutorostrata,117,British Virgin Islands
2474,Extant,Native,Native,NA,NA,Balaenoptera acutorostrata,116,Puerto Rico and Virgin Islands of the United States
2474,Extant,Native,Native,NA,NA,Balaenoptera acutorostrata,102,South Africa
2480,Extant,Native,Native,NA,NA,Balaenoptera bonaerensis,213,Antarctica
2480,Extant,Native,Native,NA,NA,Balaenoptera bonaerensis,172,Argentina
2480,Extant,Native,Native,NA,NA,Balaenoptera bonaerensis,16,Australia
2480,Extant,Native,Native,NA,NA,Balaenoptera bonaerensis,171,Brazil
2480,Extant,Native,Native,NA,NA,Balaenoptera bonaerensis,224,Chile
2480,Extant,Native,Native,NA,NA,Balaenoptera bonaerensis,89,South Georgia and the South Sandwich Islands
2480,Extant,Native,Native,NA,NA,Balaenoptera bonaerensis,101,Namibia
2480,Extant,Native,Native,NA,NA,Balaenoptera bonaerensis,162,New Zealand
2480,Extant,Native,Native,NA,NA,Balaenoptera bonaerensis,138,Peru
2480,Extant,Vagrant,Vagrant,NA,NA,Balaenoptera bonaerensis,168,Suriname
2480,Extant,Native,Native,NA,NA,Balaenoptera bonaerensis,92,Amsterdam Island and Saint Paul Island
2480,Extant,Native,Native,NA,NA,Balaenoptera bonaerensis,91,Crozet Islands
2480,Extant,Native,Native,NA,NA,Balaenoptera bonaerensis,93,Kerguelen Islands
2480,Extant,Native,Native,NA,NA,Balaenoptera bonaerensis,173,Uruguay
2480,Extant,Native,Native,NA,NA,Balaenoptera bonaerensis,102,South Africa
2475,Extant,Native,Native,NA,NA,Balaenoptera borealis,200,Angola
2475,Extant,Native,Native,NA,NA,Balaenoptera borealis,172,Argentina
2475,Extant,Native,Native,NA,NA,Balaenoptera borealis,16,Australia
2475,Extant,Native,Native,NA,NA,Balaenoptera borealis,108,Bermuda
2475,Extant,Native,Native,NA,NA,Balaenoptera borealis,171,Brazil
2475,Extant,Native,Native,NA,NA,Balaenoptera borealis,110,Bahamas
2475,Extant,Native,Native,NA,NA,Balaenoptera borealis,218,Canada
2475,Extant,Native,Native,NA,NA,Balaenoptera borealis,199,Democratic Republic of the Congo
2475,Extant,Native,Native,NA,NA,Balaenoptera borealis,100,Republique du Congo
2475,Extant,Native,Native,NA,NA,Balaenoptera borealis,224,Chile
2475,Extant,Native,Native,NA,NA,Balaenoptera borealis,112,Cuba
2475,Extant,Native,Native,NA,NA,Balaenoptera borealis,56,Cape Verde
2475,Extant,Native,Native,NA,NA,Balaenoptera borealis,115,Dominican Republic
2475,Extant,Native,Native,NA,NA,Balaenoptera borealis,63,Western Sahara
2475,Extant,Native,Native,NA,NA,Balaenoptera borealis,182,Spain
2475,Extant,Native,Native,NA,NA,Balaenoptera borealis,95,Falkland Islands
2475,Extant,Native,Native,NA,NA,Balaenoptera borealis,141,Faeroe Islands
2475,Extant,Native,Native,NA,NA,Balaenoptera borealis,180,United Kingdom
2475,Extant,Native,Native,NA,NA,Balaenoptera borealis,60,Gibraltar
2475,Extant,Native,Native,NA,NA,Balaenoptera borealis,145,Greenland
2475,Extant,Native,Native,NA,NA,Balaenoptera borealis,89,South Georgia and the South Sandwich Islands
2475,Extant,Native,Native,NA,NA,Balaenoptera borealis,114,Haiti
2475,Extant,Native,Native,NA,NA,Balaenoptera borealis,181,Ireland
2475,Extant,Native,Native,NA,NA,Balaenoptera borealis,143,Iceland
2475,Extant,Native,Native,NA,NA,Balaenoptera borealis,210,Japan
2475,Extant,Native,Native,NA,NA,Balaenoptera borealis,43,Kenya
2475,Extant,Native,Native,NA,NA,Balaenoptera borealis,21,North Korea
2475,Extant,Native,Native,NA,NA,Balaenoptera borealis,20,South Korea
2475,Extant,Native,Native,NA,NA,Balaenoptera borealis,62,Morocco
2475,Extant,Native,Native,NA,NA,Balaenoptera borealis,42,Madagascar
2475,Extant,Native,Native,NA,NA,Balaenoptera borealis,13,Northern Mariana Islands and Guam
2475,Extant,Native,Native,NA,NA,Balaenoptera borealis,64,Mauritania
2475,Extant,Native,Native,NA,NA,Balaenoptera borealis,135,Mexico
2475,Extant,Native,Native,NA,NA,Balaenoptera borealis,101,Namibia
2475,Extant,Native,Native,NA,NA,Balaenoptera borealis,223,Norway
2475,Extant,Native,Native,NA,NA,Balaenoptera borealis,162,New Zealand
2475,Extant,Native,Native,NA,NA,Balaenoptera borealis,138,Peru
2475,Extant,Native,Native,NA,NA,Balaenoptera borealis,219,Saint Pierre and Miquelon
2475,Extant,Native,Native,NA,NA,Balaenoptera borealis,183,Portugal
2475,Extant,Native,Native,NA,NA,Balaenoptera borealis,32,Reunion
2475,Extant,Native,Native,NA,NA,Balaenoptera borealis,73,Russia
2475,Extant,Native,Native,NA,NA,Balaenoptera borealis,85,Ascension
2475,Extant,Native,Native,NA,NA,Balaenoptera borealis,86,Saint Helena
2475,Extant,Native,Native,NA,NA,Balaenoptera borealis,88,Tristan da Cunha
2475,Extant,Native,Native,NA,NA,Balaenoptera borealis,111,Turks and Caicos Islands
2475,Extant,Native,Native,NA,NA,Balaenoptera borealis,92,Amsterdam Island and Saint Paul Island
2475,Extant,Native,Native,NA,NA,Balaenoptera borealis,91,Crozet Islands
2475,Extant,Native,Native,NA,NA,Balaenoptera borealis,93,Kerguelen Islands
2475,Extant,Native,Native,NA,NA,Balaenoptera borealis,163,United States
2475,Extant,Native,Native,NA,NA,Balaenoptera borealis,173,Uruguay
2475,Extant,Native,Native,NA,NA,Balaenoptera borealis,102,South Africa
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,54,United Arab Emirates
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,120,Antigua and Barbuda
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,118,Anguilla
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,200,Angola
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,172,Argentina
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,151,American Samoa
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,16,Australia
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,250,Aruba
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,124,Barbados
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,204,Bangladesh
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,52,Bahrain
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,99,Benin
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,108,Bermuda
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,245,Bonaire
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,248,Saba
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,249,Sint Eustatius
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,171,Brazil
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,110,Bahamas
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,164,Belize
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,1,Cocos Islands
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,199,Democratic Republic of the Congo
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,100,Republique du Congo
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,195,Ivory Coast
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,153,Cook Islands
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,224,Chile
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,197,Cameroon
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,209,China
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,132,Colombia
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,130,Costa Rica
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,112,Cuba
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,56,Cape Verde
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,244,Curacao
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,46,Djibouti
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,123,Dominica
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,115,Dominican Republic
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,137,Ecuador
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,63,Western Sahara
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,45,Eritrea
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,18,Fiji
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,9,Micronesia
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,198,Gabon
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,125,Grenada
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,169,French Guiana
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,106,Ghana
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,60,Gibraltar
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,65,Gambia
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,194,Guinea
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,140,Guadeloupe and Martinique
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,104,Equatorial Guinea
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,136,Guatemala
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,13,Northern Mariana Islands and Guam
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,193,Guinea Bissau
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,167,Guyana
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,133,Honduras
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,114,Haiti
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,216,Indonesia
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,203,India
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,192,Iraq
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,191,Iran
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,166,Jamaica
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,210,Japan
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,43,Kenya
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,24,Cambodia
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,212,Kiribati
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,28,Comoro Islands
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,119,Saint Kitts and Nevis
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,21,North Korea
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,20,South Korea
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,51,Kuwait
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,113,Cayman Islands
2476,Extant,Native,Native,NA,NA,Balaenoptera edeni,122,Saint Lucia
