yr,stock_id,ct,res,min.year
2009,Notothenia rossii,2.485209976,,1970
2009,Notothenia squamifrons,26.075202,NA,1971
2009,Notothenia gibberifrons,0.696538003,NA,1976
2009,Chaenocephalus aceratus,0.643160999,,1977
2009,Pseudochaenichthys georgianus,1.676557003,,1977
2009,Channichthys rhinoceratus,50.764969,,1977
2009,Pleuragramma antarcticum,0,NA,1978
2009,Chionodraco rastrospinosus,0,NA,1979
2009,Patagonotothen brevicauda,0.730808997,NA,1979
2009,Chaenodraco wilsoni,0,NA,1979
2009,Lithodes murrayi,0,NA,1982
2009,Nototheniops nudifrons,0.004309,NA,1982
2009,Pagothenia hansoni,0.044031,NA,1985
2009,Notothenia kempi,0,NA,1987
2009,Macrourus whitsoni,73.48559,NA,1990
2009,Paralomis spinosissima,0.0365328,,1992
2009,Raja georgiana,6.167170999,NA,1994
2009,Mancopsetta maculata,0.002529,NA,1994
2009,Nototheniops larseni,0.019907,NA,1994
2009,Muraenolepis microps,0.154152,,1994
2009,Antimora rostrata,173.71139,,1995
2009,Paralomis formosa,0.001019,NA,1999
2009,Bathyraja eatonii,7.915714,,1999
2009,Somniosus pacificus,1.01427,NA,1999
2009,Macrourus carinatus,1166.766013,NA,1999
2009,Bathyraja murrayi,1.589977,,2000
2009,Pogonophryne permitini,0.00295,,2000
2009,Bathyraja irrasa,1.413668,,2003
2010,Notothenia rossii,16.15018015,,1970
2010,Notothenia squamifrons,50.53223486,NA,1971
2010,Notothenia gibberifrons,1.731784996,NA,1976
2010,Chaenocephalus aceratus,1.228436,,1977
2010,Pseudochaenichthys georgianus,1.891186,,1977
2010,Channichthys rhinoceratus,80.0982,,1977
2010,Pleuragramma antarcticum,0,NA,1978
2010,Chionodraco rastrospinosus,0.00331,,1979
2010,Patagonotothen brevicauda,1.164779983,NA,1979
2010,Chaenodraco wilsoni,0,NA,1979
2010,Lithodes murrayi,0.1095,NA,1982
2010,Nototheniops nudifrons,0.011538,NA,1982
2010,Pagothenia hansoni,0.099982998,NA,1985
2010,Notothenia kempi,0.1117,NA,1987
2010,Macrourus whitsoni,81.00005,NA,1990
2010,Paralomis spinosissima,52.843613,,1992
2010,Raja georgiana,5.720566997,NA,1994
2010,Mancopsetta maculata,0.011415,NA,1994
2010,Nototheniops larseni,0.037968,NA,1994
2010,Muraenolepis microps,1.65032,,1994
2010,Antimora rostrata,163.918944,,1995
2010,Paralomis formosa,9.151895,NA,1999
2010,Bathyraja eatonii,14.26096,,1999
2010,Somniosus pacificus,1.336,NA,1999
2010,Macrourus carinatus,999.1720003,NA,1999
2010,Bathyraja murrayi,0.90635,,2000
2010,Pogonophryne permitini,0.001,,2000
2010,Bathyraja irrasa,0.30823,,2003
2011,Notothenia rossii,3.754985026,,1970
2011,Notothenia squamifrons,32.65591401,NA,1971
2011,Notothenia gibberifrons,2.516535016,NA,1976
2011,Chaenocephalus aceratus,0.892858803,,1977
2011,Pseudochaenichthys georgianus,0.682426998,,1977
2011,Channichthys rhinoceratus,26.05457,,1977
2011,Pleuragramma antarcticum,0.028,,1978
2011,Chionodraco rastrospinosus,0,NA,1979
2011,Patagonotothen brevicauda,8.197254843,NA,1979
2011,Chaenodraco wilsoni,0,NA,1979
2011,Lithodes murrayi,0.0015,NA,1982
2011,Nototheniops nudifrons,0.020818,NA,1982
2011,Pagothenia hansoni,0.048740001,NA,1985
2011,Notothenia kempi,0.0013,NA,1987
2011,Macrourus whitsoni,34.60342,NA,1990
2011,Paralomis spinosissima,0.042875,,1992
2011,Raja georgiana,2.677299997,NA,1994
2011,Mancopsetta maculata,0.01333,NA,1994
2011,Nototheniops larseni,0.090901999,NA,1994
2011,Muraenolepis microps,0.264813,,1994
2011,Antimora rostrata,97.72554,,1995
2011,Paralomis formosa,0.000625,NA,1999
2011,Bathyraja eatonii,4.2573,,1999
2011,Somniosus pacificus,2.224,NA,1999
2011,Macrourus carinatus,956.20601,NA,1999
2011,Bathyraja murrayi,0.745,,2000
2011,Pogonophryne permitini,0.00093,,2000
2011,Bathyraja irrasa,16.49545,,2003
2012,Notothenia rossii,27.6815,,1970
2012,Notothenia squamifrons,60.3127,NA,1971
2012,Notothenia gibberifrons,1.8641,NA,1976
2012,Chaenocephalus aceratus,0.65533,,1977
2012,Pseudochaenichthys georgianus,0.1951,,1977
2012,Channichthys rhinoceratus,41.723,,1977
2012,Pleuragramma antarcticum,0.0325,,1978
2012,Chionodraco rastrospinosus,0.377,,1979
2012,Patagonotothen brevicauda,76.539,NA,1979
2012,Chaenodraco wilsoni,0.026,,1979
2012,Lithodes murrayi,0,NA,1982
2012,Nototheniops nudifrons,0.0309,NA,1982
2012,Pagothenia hansoni,0.0068,NA,1985
2012,Notothenia kempi,0.019,NA,1987
2012,Macrourus whitsoni,18.0644,NA,1990
2012,Paralomis spinosissima,0.0089,,1992
2012,Raja georgiana,0.1705,NA,1994
2012,Mancopsetta maculata,0.0032,NA,1994
2012,Nototheniops larseni,0.2219,NA,1994
2012,Muraenolepis microps,0.0879,,1994
2012,Antimora rostrata,70.4733897,,1995
2012,Paralomis formosa,0.0003,NA,1999
2012,Bathyraja eatonii,2.1583,,1999
2012,Somniosus pacificus,0,NA,1999
2012,Macrourus carinatus,784.2236,NA,1999
2012,Bathyraja murrayi,0.448,,2000
2012,Pogonophryne permitini,0.0343,,2000
2012,Bathyraja irrasa,0.1984,,2003
