"yr","stock_id","ct","res","min.year"
1980,"Chionodraco rastrospinosus",581000,"",1979
1980,"Patagonotothen brevicauda",7381000,NA,1979
1980,"Chaenodraco wilsoni",4334000,"",1979
1981,"Notothenia rossii",11951001,"",1970
1981,"Notothenia squamifrons",9820006,NA,1971
1981,"Notothenia gibberifrons",3623363,NA,1976
1981,"Chaenocephalus aceratus",330038,"",1977
1981,"Pseudochaenichthys georgianus",518056,"",1977
1981,"Channichthys rhinoceratus",2000,"",1977
1981,"Pleuragramma antarcticum",1517005,"",1978
1981,"Chionodraco rastrospinosus",133,"",1979
1981,"Patagonotothen brevicauda",36758000,NA,1979
1981,"Chaenodraco wilsoni",1,"",1979
1982,"Notothenia rossii",9293019,"",1970
1982,"Notothenia squamifrons",5377000,NA,1971
1982,"Notothenia gibberifrons",3197671,NA,1976
1982,"Chaenocephalus aceratus",676221,"",1977
1982,"Pseudochaenichthys georgianus",956002,"",1977
1982,"Channichthys rhinoceratus",0,NA,1977
1982,"Pleuragramma antarcticum",136004,"",1978
1982,"Chionodraco rastrospinosus",175,"",1979
1982,"Patagonotothen brevicauda",31351000,NA,1979
1982,"Chaenodraco wilsoni",54,"",1979
1982,"Lithodes murrayi",53,NA,1982
1982,"Nototheniops nudifrons",23,NA,1982
1983,"Notothenia rossii",2219000,"",1970
1983,"Notothenia squamifrons",2548000,NA,1971
1983,"Notothenia gibberifrons",7420000,NA,1976
1983,"Chaenocephalus aceratus",3000,"",1977
1983,"Pseudochaenichthys georgianus",16000,"",1977
1983,"Channichthys rhinoceratus",0,NA,1977
1983,"Pleuragramma antarcticum",511991,"",1978
1983,"Chionodraco rastrospinosus",0,NA,1979
1983,"Patagonotothen brevicauda",5029000,NA,1979
1983,"Chaenodraco wilsoni",73916,"",1979
1983,"Lithodes murrayi",0,NA,1982
1983,"Nototheniops nudifrons",0,NA,1982
1984,"Notothenia rossii",6344000,"",1970
1984,"Notothenia squamifrons",7717000,NA,1971
1984,"Notothenia gibberifrons",7151000,NA,1976
1984,"Chaenocephalus aceratus",1196000,"",1977
1984,"Pseudochaenichthys georgianus",1967000,"",1977
1984,"Channichthys rhinoceratus",0,NA,1977
1984,"Pleuragramma antarcticum",1148585,"",1978
1984,"Chionodraco rastrospinosus",0,NA,1979
1984,"Patagonotothen brevicauda",16869000,NA,1979
1984,"Chaenodraco wilsoni",0,NA,1979
1984,"Lithodes murrayi",0,NA,1982
1984,"Nototheniops nudifrons",0,NA,1982
1985,"Notothenia rossii",1161800,"",1970
1985,"Notothenia squamifrons",6848000,NA,1971
1985,"Notothenia gibberifrons",6583500,NA,1976
1985,"Chaenocephalus aceratus",105000,"",1977
1985,"Pseudochaenichthys georgianus",23600,"",1977
1985,"Channichthys rhinoceratus",19500,"",1977
1985,"Pleuragramma antarcticum",984280,"",1978
1985,"Chionodraco rastrospinosus",0,NA,1979
1985,"Patagonotothen brevicauda",6836000,NA,1979
1985,"Chaenodraco wilsoni",1049990,"",1979
1985,"Lithodes murrayi",0,NA,1982
1985,"Nototheniops nudifrons",0,NA,1982
1985,"Pagothenia hansoni",155,NA,1985
1986,"Notothenia rossii",989400,"",1970
1986,"Notothenia squamifrons",13884013,NA,1971
1986,"Notothenia gibberifrons",3243159,NA,1976
1986,"Chaenocephalus aceratus",412000,"",1977
1986,"Pseudochaenichthys georgianus",135000,"",1977
1986,"Channichthys rhinoceratus",0,NA,1977
1986,"Pleuragramma antarcticum",595800,"",1978
1986,"Chionodraco rastrospinosus",0,NA,1979
1986,"Patagonotothen brevicauda",15059050,NA,1979
1986,"Chaenodraco wilsoni",1929924,"",1979
1986,"Lithodes murrayi",0,NA,1982
1986,"Nototheniops nudifrons",1,NA,1982
1986,"Pagothenia hansoni",2400,NA,1985
1987,"Notothenia rossii",498457,"",1970
1987,"Notothenia squamifrons",5401808,NA,1971
1987,"Notothenia gibberifrons",5069262,NA,1976
1987,"Chaenocephalus aceratus",491018,"",1977
1987,"Pseudochaenichthys georgianus",305313,"",1977
1987,"Channichthys rhinoceratus",0,NA,1977
1987,"Pleuragramma antarcticum",33500,"",1978
1987,"Chionodraco rastrospinosus",125,"",1979
1987,"Patagonotothen brevicauda",8816001,NA,1979
1987,"Chaenodraco wilsoni",1099000,"",1979
1987,"Lithodes murrayi",0,NA,1982
1987,"Nototheniops nudifrons",115,NA,1982
1987,"Pagothenia hansoni",0,NA,1985
1987,"Notothenia kempi",11,NA,1987
1988,"Notothenia rossii",370256,"",1970
1988,"Notothenia squamifrons",4931050,NA,1971
1988,"Notothenia gibberifrons",6390589,NA,1976
1988,"Chaenocephalus aceratus",157303,"",1977
1988,"Pseudochaenichthys georgianus",214623,"",1977
1988,"Channichthys rhinoceratus",0,NA,1977
1988,"Pleuragramma antarcticum",67278,"",1978
1988,"Chionodraco rastrospinosus",98,"",1979
1988,"Patagonotothen brevicauda",15952048,NA,1979
1988,"Chaenodraco wilsoni",1862400,"",1979
1988,"Lithodes murrayi",0,NA,1982
1988,"Nototheniops nudifrons",139,NA,1982
1988,"Pagothenia hansoni",0,NA,1985
1988,"Notothenia kempi",52,NA,1987
1989,"Notothenia rossii",315240,"",1970
1989,"Notothenia squamifrons",6188030,NA,1971
1989,"Notothenia gibberifrons",1254210,NA,1976
1989,"Chaenocephalus aceratus",1730,"",1977
1989,"Pseudochaenichthys georgianus",1250,"",1977
1989,"Channichthys rhinoceratus",0,NA,1977
1989,"Pleuragramma antarcticum",29222,"",1978
1989,"Chionodraco rastrospinosus",0,NA,1979
1989,"Patagonotothen brevicauda",10420000,NA,1979
1989,"Chaenodraco wilsoni",195399,"",1979
1989,"Lithodes murrayi",0,NA,1982
1989,"Nototheniops nudifrons",0,NA,1982
1989,"Pagothenia hansoni",2163,NA,1985
1989,"Notothenia kempi",18641,NA,1987
1990,"Notothenia rossii",21149,"",1970
1990,"Notothenia squamifrons",2436603,NA,1971
1990,"Notothenia gibberifrons",324490,NA,1976
1990,"Chaenocephalus aceratus",1510,"",1977
1990,"Pseudochaenichthys georgianus",680,"",1977
1990,"Channichthys rhinoceratus",110,"",1977
1990,"Pleuragramma antarcticum",0,NA,1978
1990,"Chionodraco rastrospinosus",0,NA,1979
1990,"Patagonotothen brevicauda",145060,NA,1979
1990,"Chaenodraco wilsoni",3519295,"",1979
1990,"Lithodes murrayi",0,NA,1982
1990,"Nototheniops nudifrons",10,NA,1982
1990,"Pagothenia hansoni",1874,NA,1985
1990,"Notothenia kempi",598,NA,1987
1990,"Macrourus whitsoni",34,NA,1990
1991,"Notothenia rossii",287626,"",1970
1991,"Notothenia squamifrons",1101200,NA,1971
1991,"Notothenia gibberifrons",12363,NA,1976
1991,"Chaenocephalus aceratus",6025,"",1977
1991,"Pseudochaenichthys georgianus",6992,"",1977
1991,"Channichthys rhinoceratus",0,NA,1977
1991,"Pleuragramma antarcticum",402,"",1978
1991,"Chionodraco rastrospinosus",2896,"",1979
1991,"Patagonotothen brevicauda",110,NA,1979
1991,"Chaenodraco wilsoni",22,"",1979
1991,"Lithodes murrayi",0,NA,1982
1991,"Nototheniops nudifrons",44,NA,1982
1991,"Pagothenia hansoni",0,NA,1985
1991,"Notothenia kempi",0,NA,1987
1991,"Macrourus whitsoni",0,NA,1990
1992,"Notothenia rossii",659,"",1970
1992,"Notothenia squamifrons",3179,NA,1971
1992,"Notothenia gibberifrons",3570,NA,1976
1992,"Chaenocephalus aceratus",1530,"",1977
1992,"Pseudochaenichthys georgianus",1700,"",1977
1992,"Channichthys rhinoceratus",332,"",1977
1992,"Pleuragramma antarcticum",0,NA,1978
1992,"Chionodraco rastrospinosus",0,NA,1979
1992,"Patagonotothen brevicauda",0,NA,1979
1992,"Chaenodraco wilsoni",0,NA,1979
1992,"Lithodes murrayi",0,NA,1982
1992,"Nototheniops nudifrons",64,NA,1982
1992,"Pagothenia hansoni",0,NA,1985
1992,"Notothenia kempi",0,NA,1987
1992,"Macrourus whitsoni",0,NA,1990
1992,"Paralomis spinosissima",299343,"",1992
1993,"Notothenia rossii",2000,"",1970
1993,"Notothenia squamifrons",22,NA,1971
1993,"Notothenia gibberifrons",0,NA,1976
1993,"Chaenocephalus aceratus",0,NA,1977
1993,"Pseudochaenichthys georgianus",0,NA,1977
1993,"Channichthys rhinoceratus",509,"",1977
1993,"Pleuragramma antarcticum",0,NA,1978
1993,"Chionodraco rastrospinosus",0,NA,1979
1993,"Patagonotothen brevicauda",0,NA,1979
1993,"Chaenodraco wilsoni",0,NA,1979
1993,"Lithodes murrayi",0,NA,1982
1993,"Nototheniops nudifrons",0,NA,1982
1993,"Pagothenia hansoni",0,NA,1985
1993,"Notothenia kempi",0,NA,1987
1993,"Macrourus whitsoni",0,NA,1990
1993,"Paralomis spinosissima",0,NA,1992
1994,"Notothenia rossii",2188,"",1970
1994,"Notothenia squamifrons",196,NA,1971
1994,"Notothenia gibberifrons",4027,NA,1976
1994,"Chaenocephalus aceratus",1980,"",1977
1994,"Pseudochaenichthys georgianus",950,"",1977
1994,"Channichthys rhinoceratus",0,NA,1977
1994,"Pleuragramma antarcticum",0,NA,1978
1994,"Chionodraco rastrospinosus",0,NA,1979
1994,"Patagonotothen brevicauda",1018,NA,1979
1994,"Chaenodraco wilsoni",0,NA,1979
1994,"Lithodes murrayi",16,NA,1982
1994,"Nototheniops nudifrons",4,NA,1982
1994,"Pagothenia hansoni",3,NA,1985
1994,"Notothenia kempi",0,NA,1987
1994,"Macrourus whitsoni",0,NA,1990
1994,"Paralomis spinosissima",0,NA,1992
1994,"Raja georgiana",53,NA,1994
1994,"Mancopsetta maculata",2,NA,1994
1994,"Nototheniops larseni",16,NA,1994
1994,"Muraenolepis microps",14,"",1994
1995,"Notothenia rossii",1686,"",1970
1995,"Notothenia squamifrons",6,NA,1971
1995,"Notothenia gibberifrons",501,NA,1976
1995,"Chaenocephalus aceratus",302,"",1977
1995,"Pseudochaenichthys georgianus",0,NA,1977
1995,"Channichthys rhinoceratus",1000,"",1977
1995,"Pleuragramma antarcticum",0,NA,1978
1995,"Chionodraco rastrospinosus",0,NA,1979
1995,"Patagonotothen brevicauda",590,NA,1979
1995,"Chaenodraco wilsoni",0,NA,1979
1995,"Lithodes murrayi",0,NA,1982
1995,"Nototheniops nudifrons",0,NA,1982
1995,"Pagothenia hansoni",0,NA,1985
1995,"Notothenia kempi",0,NA,1987
1995,"Macrourus whitsoni",0,NA,1990
1995,"Paralomis spinosissima",283000,"",1992
1995,"Raja georgiana",0,NA,1994
1995,"Mancopsetta maculata",0,NA,1994
1995,"Nototheniops larseni",0,NA,1994
1995,"Muraenolepis microps",0,NA,1994
1995,"Antimora rostrata",826,"",1995
1996,"Notothenia rossii",0,NA,1970
1996,"Notothenia squamifrons",15000,NA,1971
1996,"Notothenia gibberifrons",0,NA,1976
1996,"Chaenocephalus aceratus",0,NA,1977
1996,"Pseudochaenichthys georgianus",0,NA,1977
1996,"Channichthys rhinoceratus",0,NA,1977
1996,"Pleuragramma antarcticum",0,NA,1978
1996,"Chionodraco rastrospinosus",0,NA,1979
1996,"Patagonotothen brevicauda",0,NA,1979
1996,"Chaenodraco wilsoni",0,NA,1979
1996,"Lithodes murrayi",0,NA,1982
1996,"Nototheniops nudifrons",0,NA,1982
1996,"Pagothenia hansoni",0,NA,1985
1996,"Notothenia kempi",0,NA,1987
1996,"Macrourus whitsoni",0,NA,1990
1996,"Paralomis spinosissima",213629,"",1992
1996,"Raja georgiana",0,NA,1994
1996,"Mancopsetta maculata",0,NA,1994
1996,"Nototheniops larseni",0,NA,1994
1996,"Muraenolepis microps",0,NA,1994
1996,"Antimora rostrata",200,"",1995
1997,"Notothenia rossii",701,"",1970
1997,"Notothenia squamifrons",3994,NA,1971
1997,"Notothenia gibberifrons",0,NA,1976
1997,"Chaenocephalus aceratus",0,NA,1977
1997,"Pseudochaenichthys georgianus",0,NA,1977
1997,"Channichthys rhinoceratus",8391,"",1977
1997,"Pleuragramma antarcticum",0,NA,1978
1997,"Chionodraco rastrospinosus",570,"",1979
1997,"Patagonotothen brevicauda",0,NA,1979
1997,"Chaenodraco wilsoni",0,NA,1979
1997,"Lithodes murrayi",0,NA,1982
1997,"Nototheniops nudifrons",0,NA,1982
1997,"Pagothenia hansoni",0,NA,1985
1997,"Notothenia kempi",0,NA,1987
1997,"Macrourus whitsoni",0,NA,1990
1997,"Paralomis spinosissima",433,"",1992
1997,"Raja georgiana",0,NA,1994
1997,"Mancopsetta maculata",0,NA,1994
1997,"Nototheniops larseni",0,NA,1994
1997,"Muraenolepis microps",0,NA,1994
1997,"Antimora rostrata",1816,"",1995
1998,"Notothenia rossii",0,NA,1970
1998,"Notothenia squamifrons",2945,NA,1971
1998,"Notothenia gibberifrons",0,NA,1976
1998,"Chaenocephalus aceratus",0,NA,1977
1998,"Pseudochaenichthys georgianus",0,NA,1977
1998,"Channichthys rhinoceratus",5572,"",1977
1998,"Pleuragramma antarcticum",0,NA,1978
1998,"Chionodraco rastrospinosus",0,NA,1979
1998,"Patagonotothen brevicauda",0,NA,1979
1998,"Chaenodraco wilsoni",0,NA,1979
1998,"Lithodes murrayi",585,NA,1982
1998,"Nototheniops nudifrons",0,NA,1982
1998,"Pagothenia hansoni",0,NA,1985
1998,"Notothenia kempi",0,NA,1987
1998,"Macrourus whitsoni",0,NA,1990
1998,"Paralomis spinosissima",0,NA,1992
1998,"Raja georgiana",0,NA,1994
1998,"Mancopsetta maculata",0,NA,1994
1998,"Nototheniops larseni",0,NA,1994
1998,"Muraenolepis microps",0,NA,1994
1998,"Antimora rostrata",8178,"",1995
1999,"Notothenia rossii",1689,"",1970
1999,"Notothenia squamifrons",14546,NA,1971
1999,"Notothenia gibberifrons",5095,NA,1976
1999,"Chaenocephalus aceratus",1495,"",1977
1999,"Pseudochaenichthys georgianus",2717,"",1977
1999,"Channichthys rhinoceratus",1575,"",1977
1999,"Pleuragramma antarcticum",0,NA,1978
1999,"Chionodraco rastrospinosus",924,"",1979
1999,"Patagonotothen brevicauda",3137,NA,1979
1999,"Chaenodraco wilsoni",1,"",1979
1999,"Lithodes murrayi",42,NA,1982
1999,"Nototheniops nudifrons",0,NA,1982
1999,"Pagothenia hansoni",0,NA,1985
1999,"Notothenia kempi",0,NA,1987
1999,"Macrourus whitsoni",1350,NA,1990
1999,"Paralomis spinosissima",196,"",1992
1999,"Raja georgiana",11300,NA,1994
1999,"Mancopsetta maculata",0,NA,1994
1999,"Nototheniops larseni",0,NA,1994
1999,"Muraenolepis microps",3650,"",1994
1999,"Antimora rostrata",7152,"",1995
1999,"Paralomis formosa",1963,NA,1999
1999,"Bathyraja eatonii",1040,"",1999
1999,"Somniosus pacificus",1000,NA,1999
1999,"Macrourus carinatus",19550,NA,1999
2000,"Notothenia rossii",457,"",1970
2000,"Notothenia squamifrons",5260.9,NA,1971
2000,"Notothenia gibberifrons",668,NA,1976
2000,"Chaenocephalus aceratus",417,"",1977
2000,"Pseudochaenichthys georgianus",376,"",1977
2000,"Channichthys rhinoceratus",2493,"",1977
2000,"Pleuragramma antarcticum",0,NA,1978
2000,"Chionodraco rastrospinosus",0,NA,1979
2000,"Patagonotothen brevicauda",604,NA,1979
2000,"Chaenodraco wilsoni",0,NA,1979
2000,"Lithodes murrayi",257,NA,1982
2000,"Nototheniops nudifrons",5,NA,1982
2000,"Pagothenia hansoni",4,NA,1985
2000,"Notothenia kempi",0,NA,1987
2000,"Macrourus whitsoni",9088,NA,1990
2000,"Paralomis spinosissima",294,"",1992
2000,"Raja georgiana",36296,NA,1994
2000,"Mancopsetta maculata",2,NA,1994
2000,"Nototheniops larseni",18,NA,1994
2000,"Muraenolepis microps",4795,"",1994
2000,"Antimora rostrata",24360.8,"",1995
2000,"Paralomis formosa",1524,NA,1999
2000,"Bathyraja eatonii",4880,"",1999
2000,"Somniosus pacificus",0,NA,1999
2000,"Macrourus carinatus",65260,NA,1999
2000,"Bathyraja murrayi",427,"",2000
2000,"Pogonophryne permitini",10,"",2000
2001,"Notothenia rossii",124,"",1970
2001,"Notothenia squamifrons",181,NA,1971
2001,"Notothenia gibberifrons",2229,NA,1976
2001,"Chaenocephalus aceratus",738,"",1977
2001,"Pseudochaenichthys georgianus",6183,"",1977
2001,"Channichthys rhinoceratus",1031,"",1977
2001,"Pleuragramma antarcticum",1,"",1978
2001,"Chionodraco rastrospinosus",503,"",1979
2001,"Patagonotothen brevicauda",0,NA,1979
2001,"Chaenodraco wilsoni",11461,"",1979
2001,"Lithodes murrayi",27,NA,1982
2001,"Nototheniops nudifrons",138,NA,1982
2001,"Pagothenia hansoni",0,NA,1985
2001,"Notothenia kempi",0,NA,1987
2001,"Macrourus whitsoni",48153,NA,1990
2001,"Paralomis spinosissima",3541,"",1992
2001,"Raja georgiana",6970,NA,1994
2001,"Mancopsetta maculata",0,NA,1994
2001,"Nototheniops larseni",0,NA,1994
2001,"Muraenolepis microps",43,"",1994
2001,"Antimora rostrata",7141,"",1995
2001,"Paralomis formosa",10626,NA,1999
2001,"Bathyraja eatonii",743,"",1999
2001,"Somniosus pacificus",0,NA,1999
2001,"Macrourus carinatus",0,NA,1999
2001,"Bathyraja murrayi",0,NA,2000
2001,"Pogonophryne permitini",40,"",2000
2002,"Notothenia rossii",5757,"",1970
2002,"Notothenia squamifrons",609,NA,1971
2002,"Notothenia gibberifrons",1283,NA,1976
2002,"Chaenocephalus aceratus",5063,"",1977
2002,"Pseudochaenichthys georgianus",6083,"",1977
2002,"Channichthys rhinoceratus",2930,"",1977
2002,"Pleuragramma antarcticum",0,NA,1978
2002,"Chionodraco rastrospinosus",0,NA,1979
2002,"Patagonotothen brevicauda",390,NA,1979
2002,"Chaenodraco wilsoni",0,NA,1979
2002,"Lithodes murrayi",30,NA,1982
2002,"Nototheniops nudifrons",0,NA,1982
2002,"Pagothenia hansoni",0,NA,1985
2002,"Notothenia kempi",5.5,NA,1987
2002,"Macrourus whitsoni",157917,NA,1990
2002,"Paralomis spinosissima",55524,"",1992
2002,"Raja georgiana",24235,NA,1994
2002,"Mancopsetta maculata",0,NA,1994
2002,"Nototheniops larseni",16,NA,1994
2002,"Muraenolepis microps",529,"",1994
2002,"Antimora rostrata",4747,"",1995
2002,"Paralomis formosa",56452,NA,1999
2002,"Bathyraja eatonii",870,"",1999
2002,"Somniosus pacificus",2800,NA,1999
2002,"Macrourus carinatus",90,NA,1999
2002,"Bathyraja murrayi",0,NA,2000
2002,"Pogonophryne permitini",20,"",2000
2003,"Notothenia rossii",95,"",1970
2003,"Notothenia squamifrons",415.5,NA,1971
2003,"Notothenia gibberifrons",0,NA,1976
2003,"Chaenocephalus aceratus",1000,"",1977
2003,"Pseudochaenichthys georgianus",5000,"",1977
2003,"Channichthys rhinoceratus",20897.29,"",1977
2003,"Pleuragramma antarcticum",0,NA,1978
2003,"Chionodraco rastrospinosus",0,NA,1979
2003,"Patagonotothen brevicauda",0,NA,1979
2003,"Chaenodraco wilsoni",0,NA,1979
2003,"Lithodes murrayi",0,NA,1982
2003,"Nototheniops nudifrons",0,NA,1982
2003,"Pagothenia hansoni",0,NA,1985
2003,"Notothenia kempi",2,NA,1987
2003,"Macrourus whitsoni",71863,NA,1990
2003,"Paralomis spinosissima",59,"",1992
2003,"Raja georgiana",17859,NA,1994
2003,"Mancopsetta maculata",0.57,NA,1994
2003,"Nototheniops larseni",0,NA,1994
2003,"Muraenolepis microps",932,"",1994
2003,"Antimora rostrata",11651,"",1995
2003,"Paralomis formosa",185,NA,1999
2003,"Bathyraja eatonii",24095,"",1999
2003,"Somniosus pacificus",2610,NA,1999
2003,"Macrourus carinatus",525,NA,1999
2003,"Bathyraja murrayi",817,"",2000
2003,"Pogonophryne permitini",6,"",2000
2003,"Bathyraja irrasa",2243,"",2003
2004,"Notothenia rossii",33,"",1970
2004,"Notothenia squamifrons",2916.1,NA,1971
2004,"Notothenia gibberifrons",0,NA,1976
2004,"Chaenocephalus aceratus",257,"",1977
2004,"Pseudochaenichthys georgianus",1558,"",1977
2004,"Channichthys rhinoceratus",13540.371567189,"",1977
2004,"Pleuragramma antarcticum",0,NA,1978
2004,"Chionodraco rastrospinosus",0,NA,1979
2004,"Patagonotothen brevicauda",0,NA,1979
2004,"Chaenodraco wilsoni",0,NA,1979
2004,"Lithodes murrayi",566.005,NA,1982
2004,"Nototheniops nudifrons",0,NA,1982
2004,"Pagothenia hansoni",0,NA,1985
2004,"Notothenia kempi",98.8,NA,1987
2004,"Macrourus whitsoni",180459,NA,1990
2004,"Paralomis spinosissima",661,"",1992
2004,"Raja georgiana",12707,NA,1994
2004,"Mancopsetta maculata",0,NA,1994
2004,"Nototheniops larseni",0,NA,1994
2004,"Muraenolepis microps",3619,"",1994
2004,"Antimora rostrata",26784.4,"",1995
2004,"Paralomis formosa",274,NA,1999
2004,"Bathyraja eatonii",9177.23,"",1999
2004,"Somniosus pacificus",8352,NA,1999
2004,"Macrourus carinatus",14720,NA,1999
2004,"Bathyraja murrayi",426.12,"",2000
2004,"Pogonophryne permitini",15,"",2000
2004,"Bathyraja irrasa",3893.78,"",2003
2005,"Notothenia rossii",176,"",1970
2005,"Notothenia squamifrons",2271.2,NA,1971
2005,"Notothenia gibberifrons",0,NA,1976
2005,"Chaenocephalus aceratus",2702.98,"",1977
2005,"Pseudochaenichthys georgianus",25108.445,"",1977
2005,"Channichthys rhinoceratus",34463.1,"",1977
2005,"Pleuragramma antarcticum",184,"",1978
2005,"Chionodraco rastrospinosus",0,NA,1979
2005,"Patagonotothen brevicauda",0,NA,1979
2005,"Chaenodraco wilsoni",0,NA,1979
2005,"Lithodes murrayi",3299.92,NA,1982
2005,"Nototheniops nudifrons",0,NA,1982
2005,"Pagothenia hansoni",0,NA,1985
2005,"Notothenia kempi",466.8,NA,1987
2005,"Macrourus whitsoni",240751.76,NA,1990
2005,"Paralomis spinosissima",22,"",1992
2005,"Raja georgiana",54594.83,NA,1994
2005,"Mancopsetta maculata",3.07,NA,1994
2005,"Nototheniops larseni",235,NA,1994
2005,"Muraenolepis microps",1178.74,"",1994
2005,"Antimora rostrata",135356.6,"",1995
2005,"Paralomis formosa",0,NA,1999
2005,"Bathyraja eatonii",7626.15,"",1999
2005,"Somniosus pacificus",2082,NA,1999
2005,"Macrourus carinatus",12.07,NA,1999
2005,"Bathyraja murrayi",2474.71,"",2000
2005,"Pogonophryne permitini",14.12,"",2000
2005,"Bathyraja irrasa",531,"",2003
2006,"Notothenia rossii",2331.166,"",1970
2006,"Notothenia squamifrons",5001.185,NA,1971
2006,"Notothenia gibberifrons",718.803,NA,1976
2006,"Chaenocephalus aceratus",3233.544,"",1977
2006,"Pseudochaenichthys georgianus",8913.9,"",1977
2006,"Channichthys rhinoceratus",32544.919994137,"",1977
2006,"Pleuragramma antarcticum",14200.298,"",1978
2006,"Chionodraco rastrospinosus",290.116,"",1979
2006,"Patagonotothen brevicauda",0,NA,1979
2006,"Chaenodraco wilsoni",78.421,"",1979
2006,"Lithodes murrayi",0,NA,1982
2006,"Nototheniops nudifrons",8.663,NA,1982
2006,"Pagothenia hansoni",5.587,NA,1985
2006,"Notothenia kempi",2.64,NA,1987
2006,"Macrourus whitsoni",82316.67,NA,1990
2006,"Paralomis spinosissima",0,NA,1992
2006,"Raja georgiana",928.434,NA,1994
2006,"Mancopsetta maculata",0,NA,1994
2006,"Nototheniops larseni",9.391,NA,1994
2006,"Muraenolepis microps",214.47,"",1994
2006,"Antimora rostrata",148744.03,"",1995
2006,"Paralomis formosa",0,NA,1999
2006,"Bathyraja eatonii",710.925,"",1999
2006,"Somniosus pacificus",1.11,NA,1999
2006,"Macrourus carinatus",17380.38,NA,1999
2006,"Bathyraja murrayi",109.5,"",2000
2006,"Pogonophryne permitini",3.15,"",2000
2006,"Bathyraja irrasa",7803.93,"",2003
2007,"Notothenia rossii",6756.784983,"",1970
2007,"Notothenia squamifrons",11460.234943757,NA,1971
2007,"Notothenia gibberifrons",3944.874010707,NA,1976
2007,"Chaenocephalus aceratus",1280.3790023,"",1977
2007,"Pseudochaenichthys georgianus",890.3630011,"",1977
2007,"Channichthys rhinoceratus",15340.420000004,"",1977
2007,"Pleuragramma antarcticum",4.049,"",1978
2007,"Chionodraco rastrospinosus",281.653,"",1979
2007,"Patagonotothen brevicauda",89.8919995,NA,1979
2007,"Chaenodraco wilsoni",57.312,"",1979
2007,"Lithodes murrayi",8.6,NA,1982
2007,"Nototheniops nudifrons",22.930299905,NA,1982
2007,"Pagothenia hansoni",226.8620002,NA,1985
2007,"Notothenia kempi",45.1,NA,1987
2007,"Macrourus whitsoni",81443.759999,NA,1990
2007,"Paralomis spinosissima",131.87099955,"",1992
2007,"Raja georgiana",15933.62000057,NA,1994
2007,"Mancopsetta maculata",23.440999684,NA,1994
2007,"Nototheniops larseni",83.633999892,NA,1994
2007,"Muraenolepis microps",308.34200014,"",1994
2007,"Antimora rostrata",44118.73,"",1995
2007,"Paralomis formosa",270.382999937,NA,1999
2007,"Bathyraja eatonii",8181.040000814,"",1999
2007,"Somniosus pacificus",1842,NA,1999
2007,"Macrourus carinatus",0,NA,1999
2007,"Bathyraja murrayi",935.93999979,"",2000
2007,"Pogonophryne permitini",39.68,"",2000
2007,"Bathyraja irrasa",2027.55999985,"",2003
2008,"Notothenia rossii",2714.045961,"",1970
2008,"Notothenia squamifrons",20537.9750033,NA,1971
2008,"Notothenia gibberifrons",899.155006,NA,1976
2008,"Chaenocephalus aceratus",1628.3619997,"",1977
2008,"Pseudochaenichthys georgianus",890.1880038,"",1977
2008,"Channichthys rhinoceratus",37390.498,"",1977
