"rgn_id","region_id_2012","extent","condition","trend_gaps","gap_fill_1","habitat","km2","health","trend","variable","gap_fill"
50,36,"actuals","adjacent",NA,NA,"coral",2712.32,0.984538344672957,NA,"trend","mean of other habitats"
51,37,"actuals","georegion",NA,NA,"coral",41.0428,0.984538344672957,NA,"trend","mean of other habitats"
52,38,"actuals","georegion",0,NA,"coral",199.101,0.984538344672957,-0.320940000000064,"trend","0"
53,39,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
54,40,"actuals","georegion",NA,NA,"coral",121.382,0.984538344672957,NA,"trend","mean of other habitats"
55,134,NA,NA,NA,"disagg2012_gap_fill","coral",NA,NA,NA,"trend",NA
56,41,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
57,134,NA,NA,NA,"disagg2012_gap_fill","coral",NA,NA,NA,"trend",NA
58,133,NA,NA,NA,"disagg2012_gap_fill","coral",NA,NA,NA,"trend",NA
59,42,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
60,43,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
61,44,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
62,45,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
63,46,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
64,47,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
65,48,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
66,49,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
67,50,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
68,51,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
69,52,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
70,53,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
71,54,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
72,55,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
73,56,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
74,57,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
75,58,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
76,59,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
77,60,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
78,61,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
79,62,NA,NA,NA,NA,"coral",0.873251,NA,NA,"trend","mean of other habitats"
80,63,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
81,64,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
82,65,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
84,66,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
85,68,NA,NA,NA,"disagg2012_gap_fill","coral",NA,NA,NA,"trend",NA
86,68,NA,NA,NA,"disagg2012_gap_fill","coral",NA,NA,NA,"trend",NA
88,68,NA,NA,NA,"disagg2012_gap_fill","coral",NA,NA,NA,"trend",NA
89,68,NA,NA,NA,"disagg2012_gap_fill","coral",NA,NA,NA,"trend",NA
90,75,"actuals","georegion",0,"disagg2012_gap_fill","coral",NA,NA,NA,"trend",NA
91,67,NA,NA,NA,"disagg2012_gap_fill","coral",NA,NA,NA,"trend",NA
92,67,NA,NA,NA,"disagg2012_gap_fill","coral",NA,NA,NA,"trend",NA
93,67,NA,NA,NA,"disagg2012_gap_fill","coral",NA,NA,NA,"trend",NA
94,2,NA,NA,NA,"disagg2012_gap_fill","coral",NA,NA,NA,"trend",NA
95,68,NA,NA,NA,"disagg2012_gap_fill","coral",NA,NA,NA,"trend",NA
96,69,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
97,70,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
98,71,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
99,72,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
100,73,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
101,74,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
102,75,"actuals","georegion",0,NA,"coral",0.873251,0.755307777337641,0.222089285714203,"trend","0"
103,76,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
104,77,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
105,169,NA,NA,NA,"disagg2012_gap_fill","coral",NA,NA,NA,"trend",NA
106,78,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
107,79,"actuals","georegion",NA,NA,"coral",NA,NA,NA,"trend",NA
108,85,"actuals","prediction",0,"disagg2012_gap_fill","coral",525.697,0.517296486375576,-0.0315922209767727,"trend","disagg2012_gap_fill"
110,80,"actuals","prediction",0,NA,"coral",1944.73,0.397647968195135,-0.0293598722376578,"trend","0"
111,85,"actuals","prediction",0,"disagg2012_gap_fill","coral",159.805,0.517296486375576,-0.0315922209767727,"trend","disagg2012_gap_fill"
112,81,"actuals","prediction",0,NA,"coral",2484.4,0,0.0826310208803699,"trend","0"
113,85,"actuals","prediction",0,"disagg2012_gap_fill","coral",100.424,0.517296486375576,-0.0315922209767727,"trend","disagg2012_gap_fill"
114,82,"actuals","adjacent",NA,NA,"coral",246.257,0.422740366276086,NA,"trend","mean of other habitats"
115,83,"actuals","prediction",0,NA,"coral",259.355,1,0.0266580554041881,"trend","0"
116,84,"actuals","prediction",0,NA,"coral",177.27,0.595384173926359,-0.0205423856133308,"trend","0"
117,85,"actuals","prediction",0,"disagg2012_gap_fill","coral",124.875,0.517296486375576,-0.0315922209767727,"trend","disagg2012_gap_fill"
118,85,"actuals","prediction",0,"disagg2012_gap_fill","coral",20.0848,0.517296486375576,-0.0315922209767727,"trend","disagg2012_gap_fill"
119,86,"actuals","adjacent",NA,NA,"coral",34.0568,0.725611882724082,NA,"trend","mean of other habitats"
120,87,"actuals","adjacent",0,NA,"coral",38.423,0.517296486375576,-0.218499999999722,"trend","0"
121,85,"actuals","prediction",0,"disagg2012_gap_fill","coral",NA,NA,NA,"trend",NA
122,88,"actuals","adjacent",0,NA,"coral",15.7185,0.715200330885569,-0.0441202256944334,"trend","0"
123,89,"actuals","adjacent",0,NA,"coral",8.73251,0.567313208117372,-0.265625000000114,"trend","0"
124,90,"actuals","prediction",0,NA,"coral",19.2115,1,0.0417666882711084,"trend","0"
125,91,"actuals","adjacent",NA,NA,"coral",41.0428,0.567313208117372,NA,"trend","mean of other habitats"
126,92,"actuals","adjacent",0,NA,"coral",13.0988,0.715200330885569,0.0953357142856735,"trend","0"
127,93,"actuals","adjacent",0,NA,"coral",21.8313,0.715200330885569,-0.0468161962365435,"trend","0"
129,95,"actuals","prediction",0,NA,"coral",510.852,1,0.0466194567949854,"trend","0"
130,96,"actuals","prediction",0,NA,"coral",55.888,1,0.0290404985306396,"trend","0"
131,97,"actuals","adjacent",0,NA,"coral",456.71,1,0.00186016096581048,"trend","0"
132,98,"actuals","prediction",0,NA,"coral",882.857,0.850910287291316,-0.0093518584187365,"trend","0"
133,99,"actuals","adjacent",0,NA,"coral",626.994,0.975251135882013,0.0564644076135952,"trend","0"
134,100,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
135,101,"actuals","prediction",0,NA,"coral",907.308,1,0.0307504109245894,"trend","0"
136,102,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
137,103,"actuals","adjacent",NA,NA,"coral",71.6066,1,NA,"trend","mean of other habitats"
138,104,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
139,105,"actuals","prediction",0,NA,"coral",308.258,0.567313208117372,-0.0352240933408147,"trend","0"
140,106,"actuals","adjacent",0,"disagg2012_gap_fill","coral",128.368,0.76285514465227,0.0368142857142718,"trend","disagg2012_gap_fill"
141,126,NA,NA,NA,"disagg2012_gap_fill","coral",NA,NA,NA,"trend",NA
143,107,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
144,169,NA,NA,NA,"disagg2012_gap_fill","coral",NA,NA,NA,"trend",NA
145,126,NA,NA,NA,"disagg2012_gap_fill","coral",NA,NA,NA,"trend",NA
146,108,"actuals","adjacent",NA,NA,"coral",30.5638,1,NA,"trend","mean of other habitats"
147,109,"actuals","prediction",0,"disagg2012_gap_fill","coral",2537.67,1,0.0073649118829262,"trend","disagg2012_gap_fill"
148,161,"actuals","adjacent",NA,"disagg2012_gap_fill","coral",135.354,1,NA,"trend","mean of other habitats"
149,110,"actuals","georegion",NA,NA,"coral",NA,NA,NA,"trend",NA
150,114,"actuals","georegion",NA,"disagg2012_gap_fill","coral",63.7473,0.743013670160413,NA,"trend","mean of other habitats"
151,111,"actuals","adjacent",0,"disagg2012_gap_fill","coral",34.0568,1,-0.0245904234417265,"trend","disagg2012_gap_fill"
152,112,"actuals","adjacent",0,NA,"coral",138.847,1,0.0793965517241931,"trend","0"
153,115,"actuals","adjacent",0,"disagg2012_gap_fill","coral",220.932,1,-0.42666666666643,"trend","disagg2012_gap_fill"
154,115,"actuals","adjacent",0,"disagg2012_gap_fill","coral",5.2395,1,-0.42666666666643,"trend","disagg2012_gap_fill"
155,113,"actuals","adjacent",NA,NA,"coral",898.575,1,NA,"trend","mean of other habitats"
156,115,"actuals","adjacent",0,"disagg2012_gap_fill","coral",76.8461,1,-0.42666666666643,"trend","disagg2012_gap_fill"
157,161,"actuals","adjacent",NA,"disagg2012_gap_fill","coral",48.902,1,NA,"trend","mean of other habitats"
158,111,"actuals","adjacent",0,"disagg2012_gap_fill","coral",7.85926,1,-0.0245904234417265,"trend","disagg2012_gap_fill"
159,114,"actuals","georegion",NA,"disagg2012_gap_fill","coral",72.4798,0.743013670160413,NA,"trend","mean of other habitats"
161,109,"actuals","prediction",0,"disagg2012_gap_fill","coral",378.118,1,0.0073649118829262,"trend","disagg2012_gap_fill"
162,115,"actuals","adjacent",0,NA,"coral",NA,NA,NA,"trend",NA
163,116,"actuals","prediction",0,NA,"coral",3968.92,0.422873323253544,-0.0265959528457377,"trend","0"
164,117,"actuals","prediction",0,NA,"coral",863.645,0.0199508481299071,-0.12937610998057,"trend","0"
166,118,"actuals","prediction",0,NA,"coral",351.92,0.226458805310968,-0.0392247938682406,"trend","0"
167,119,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
168,120,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
169,121,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
171,122,"actuals","georegion",0,NA,"coral",664.544,0.923285557938854,0.0706861848858446,"trend","0"
172,123,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
173,124,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
174,125,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
175,126,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
176,127,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
177,128,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
178,129,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
179,130,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
180,131,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
181,132,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
182,133,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
183,134,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
184,135,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
186,137,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
187,138,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
188,139,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
189,140,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
190,141,"actuals","georegion",NA,NA,"coral",155.439,0.984538344672957,NA,"trend","mean of other habitats"
191,142,"actuals","georegion",NA,NA,"coral",103.917,0.984538344672957,NA,"trend","mean of other habitats"
192,143,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
193,144,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
194,145,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
195,146,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
196,147,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
197,148,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
198,149,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
199,150,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
200,151,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
202,152,"actuals","adjacent",0,NA,"coral",1559.63,0.580673354488477,0.22124531624698,"trend","0"
203,153,"actuals","adjacent",0,NA,"coral",1212.95,1,0.178472979597135,"trend","0"
204,154,"actuals","adjacent",NA,NA,"coral",3.493,1,NA,"trend","mean of other habitats"
205,155,"actuals","prediction",0,NA,"coral",538.796,1,0.0327347217528618,"trend","0"
206,156,"actuals","prediction",0,NA,"coral",1408.55,1,0.0277553993947816,"trend","0"
207,157,"actuals","adjacent",0,NA,"coral",364.146,1,-0.011148287522031,"trend","0"
208,158,"actuals","adjacent",0,NA,"coral",3.493,1,-0.00190384615385623,"trend","0"
209,159,"actuals","prediction",0,NA,"coral",261.102,0.811450896179176,-0.0211565702096627,"trend","0"
210,160,"actuals","prediction",0,NA,"coral",845.307,1,0.0182854236195413,"trend","0"
212,161,"actuals","adjacent",NA,NA,"coral",1501.99,1,NA,"trend","mean of other habitats"
213,162,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
214,163,"actuals","prediction",0,NA,"coral",1576.22,0.984538344672957,-0.000941042544469324,"trend","0"
215,164,"actuals","adjacent",0,NA,"coral",1.7465,0.984538344672957,-0.240237499999694,"trend","0"
216,165,"actuals","prediction",0,NA,"coral",15690.6,1,0.0148389229099957,"trend","0"
218,166,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
219,167,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
220,94,"actuals","prediction",0,"disagg2012_gap_fill","coral",1.7465,1,0.0328218143293433,"trend","disagg2012_gap_fill"
221,106,"actuals","adjacent",0,"disagg2012_gap_fill","coral",9.60576,0.76285514465227,0.0368142857142718,"trend","disagg2012_gap_fill"
222,168,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
223,169,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
224,170,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
227,131,NA,NA,NA,"disagg2012_gap_fill","coral",NA,NA,NA,"trend",NA
228,131,NA,NA,NA,"disagg2012_gap_fill","coral",NA,NA,NA,"trend",NA
231,171,"actuals","adjacent",NA,NA,"coral",16.5918,1,NA,"trend","mean of other habitats"
232,172,NA,NA,NA,NA,"coral",NA,NA,NA,"trend",NA
237,171,"actuals","adjacent",NA,"disagg2012_gap_fill","coral",1.7465,1,NA,"trend","mean of other habitats"
244,94,"actuals","prediction",0,"disagg2012_gap_fill","coral",17.465,1,0.0328218143293433,"trend","disagg2012_gap_fill"
245,94,"actuals","prediction",0,"disagg2012_gap_fill","coral",12.2255,1,0.0328218143293433,"trend","disagg2012_gap_fill"
247,156,"actuals","prediction",0,NA,"coral",67.2403,1,0.0277553993947816,"trend","0"
248,94,"actuals","prediction",0,"disagg2012_gap_fill","coral",161.551,1,0.0328218143293433,"trend","disagg2012_gap_fill"
249,94,"actuals","prediction",0,"disagg2012_gap_fill","coral",10.479,1,0.0328218143293433,"trend","disagg2012_gap_fill"
250,94,"actuals","prediction",0,"disagg2012_gap_fill","coral",46.2823,1,0.0328218143293433,"trend","disagg2012_gap_fill"
