"country","year","VA.EST","PV.EST","GE.EST","RQ.EST","RL.EST","CC.EST","score_wgi_scale","score","NAcount"
"Kiribati",1996,1.14553400036151,NA,NA,NA,0.774536468668756,NA,0.320011744838378,0.564002348967676,4
"Kosovo",2007,-0.320170399271035,NA,-0.214787609105637,0.0458390929993644,-0.78453220990812,-0.759091053247569,-0.338790363088833,0.432241927382233,1
"Kosovo",2006,-0.567309892698722,NA,-0.367745310833206,NA,-0.912018208897316,-0.420870100478062,-0.377990585484551,0.42440188290309,2
"Kosovo",2005,-0.469802821908984,NA,NA,NA,-0.988627500486898,-0.575863008117525,-0.339048888418901,0.43219022231622,3
"Kosovo",2004,-0.451574055902483,NA,NA,NA,-0.955800322327148,-0.572649889713328,-0.33000404465716,0.433999191068568,3
"Kosovo",2003,-0.467925071546415,NA,NA,NA,-1.06473320762326,-0.813346915751574,-0.391000865820208,0.421799826835958,3
"Kosovo",2002,-0.520282579775564,NA,NA,NA,NA,NA,-0.0867137632959273,0.482657247340814,5
"Kosovo",2000,-0.774691003523714,NA,NA,NA,NA,NA,-0.129115167253952,0.474176966549209,5
"Kosovo",1998,-1.32939675972747,NA,NA,NA,NA,NA,-0.221566126621245,0.455686774675751,5
"Kosovo",1996,-1.76819578192164,NA,NA,NA,NA,NA,-0.29469929698694,0.441060140602612,5
"Marshall Islands",2002,1.21760541561959,NA,-1.16039674837423,-0.534037497212717,0.129198094590618,-0.839478341192076,-0.197851512761469,0.460429697447706,1
"Marshall Islands",2000,1.24142787707204,NA,-0.840663272649862,-0.702704386330829,0.0129261005041212,-0.534224862855907,-0.137206424043406,0.472558715191319,1
"Marshall Islands",1998,1.23353762174611,NA,-0.440983188920029,-0.830825591314192,-0.248402606364844,-0.581803113727289,-0.144746146430041,0.471050770713992,1
"Marshall Islands",1996,1.22175985822661,NA,NA,NA,-0.229391246555461,NA,0.165394768611858,0.533078953722372,4
"Micronesia, Fed. Sts.",2002,1.00819255077336,NA,-0.805721120371255,-0.613906319378654,-0.00379570066418,-0.386953161934206,-0.133697291929156,0.473260541614169,1
"Micronesia, Fed. Sts.",2000,0.989825058403426,NA,-0.666536377597436,-0.876406950528839,0.0617921851471804,-0.379853747813201,-0.145196638731478,0.470960672253704,1
"Micronesia, Fed. Sts.",1998,0.965577842126629,NA,-0.440983188920029,-0.830825591314192,0.392321662358444,-0.228051489072759,-0.0236601274703178,0.495267974505936,1
"Micronesia, Fed. Sts.",1996,1.10742107028557,NA,NA,NA,0.774536468668756,NA,0.313659589825721,0.562731917965144,4
"Monaco",2013,0.834012627601624,1.06054842472076,NA,NA,0.941375136375427,NA,0.472656031449635,0.594531206289927,3
"Monaco",2012,0.971441003031312,1.05278451375803,NA,NA,0.93795996556058,NA,0.493697580391654,0.598739516078331,3
"Monaco",2011,0.976581341756296,1.05056409833841,NA,NA,0.954224038175319,NA,0.496894913045004,0.599378982609001,3
"Monaco",2010,1.03704767425361,0.996795711432737,NA,NA,0.896289491197301,NA,0.488355479480608,0.597671095896122,3
"Monaco",2009,0.96624379985635,1.01504146612524,NA,NA,0.968899327110159,NA,0.491697432181958,0.598339486436392,3
"Monaco",2008,0.989264883673992,1.04367244455168,NA,NA,0.916614429201025,NA,0.491591959571116,0.598318391914223,3
"Monaco",2007,0.950467084371294,1.04543937917137,NA,NA,0.909409930380974,NA,0.484219398987273,0.596843879797455,3
"Monaco",2006,0.941431951610428,1.03477444050033,NA,NA,0.984069123588998,NA,0.493379252616626,0.598675850523325,3
"Monaco",2005,0.910002966781356,1.03659551040798,NA,NA,0.765801955445858,NA,0.452066738772532,0.590413347754506,3
"Monaco",2004,0.907435009359562,1.08663051644987,NA,NA,0.814888949785773,NA,0.468159079265867,0.593631815853173,3
"Monaco",2003,0.949388378102725,1.20476048839746,NA,NA,0.808236337108863,NA,0.493730867268175,0.598746173453635,3
"Monaco",2002,1.07897999617594,NA,NA,NA,0.83439319079768,NA,0.31889553116227,0.563779106232454,4
"Monaco",2000,1.10195240284342,NA,NA,NA,0.856149926171571,NA,0.326350388169165,0.565270077633833,4
"Monaco",1998,1.10213426919304,NA,NA,NA,0.895983432217758,NA,0.3330196169018,0.56660392338036,4
"Monaco",1996,1.09217590008462,NA,NA,NA,0.774536468668756,NA,0.311118728125563,0.562223745625112,4
"Montenegro",2005,0.161183682579981,NA,0.359198856114814,-0.128505757396614,-0.279299874021401,-0.420457483278319,-0.0513134293335898,0.489737314133282,1
"Montenegro",2004,0.124554343809348,NA,NA,NA,-0.349750344450778,-0.576562204725221,-0.133626367561108,0.473274726487778,3
"Montenegro",2003,0.0977517962154471,NA,NA,NA,-0.357404278808774,-0.505088552822073,-0.1274568392359,0.47450863215282,3
"Montenegro",2002,0.0470147730720948,NA,NA,NA,NA,NA,0.0078357955120158,0.501567159102403,5
"Montenegro",2000,-0.645642693246349,NA,NA,NA,NA,NA,-0.107607115541058,0.478478576891788,5
"Montenegro",1998,NA,NA,NA,NA,NA,NA,0,0.5,6
"Montenegro",1996,NA,NA,NA,NA,NA,NA,0,0.5,6
"New Caledonia",2013,NA,NA,NA,NA,NA,NA,0,0.5,6
"New Caledonia",2012,NA,NA,NA,NA,NA,NA,0,0.5,6
"New Caledonia",2011,NA,-0.177772826569098,NA,NA,NA,NA,-0.029628804428183,0.494074239114363,5
"New Caledonia",2010,NA,-0.193969375525369,NA,NA,NA,NA,-0.0323282292542282,0.493534354149154,5
"New Caledonia",2009,NA,NA,NA,NA,NA,NA,0,0.5,6
"New Caledonia",2008,NA,-0.166525122864182,NA,NA,NA,NA,-0.0277541871440303,0.494449162571194,5
"New Caledonia",2007,NA,-0.201497492772882,NA,NA,NA,NA,-0.033582915462147,0.493283416907571,5
"New Caledonia",2006,NA,-0.186827266252831,NA,NA,NA,NA,-0.0311378777088052,0.493772424458239,5
"New Caledonia",2005,NA,-0.172223840834804,NA,NA,NA,NA,-0.0287039734724673,0.494259205305507,5
"New Caledonia",2004,NA,NA,NA,NA,NA,NA,0,0.5,6
"New Caledonia",2003,NA,NA,NA,NA,NA,NA,0,0.5,6
"New Caledonia",2002,NA,NA,NA,NA,NA,NA,0,0.5,6
"New Caledonia",2000,NA,NA,NA,NA,NA,NA,0,0.5,6
"New Caledonia",1998,NA,NA,NA,NA,NA,NA,0,0.5,6
"New Caledonia",1996,NA,NA,NA,NA,NA,NA,0,0.5,6
"Palau",2007,1.20321500785771,1.12130419399384,NA,NA,0.909409930380974,NA,0.538988188705421,0.607797637741084,3
"Palau",2006,1.20481062900902,1.07602664766915,NA,NA,0.984069123588998,NA,0.544151066711195,0.608830213342239,3
"Palau",2005,1.1789933534112,1.08345827050275,NA,NA,0.765801955445858,NA,0.504708929893301,0.60094178597866,3
"Palau",2004,1.17333176865111,1.1450489505743,NA,NA,0.814888949785773,NA,0.522211611501864,0.604442322300373,3
"Palau",2003,1.21821902973724,1.20476048839746,NA,NA,0.808236337108863,NA,0.538535975873927,0.607707195174785,3
"Palau",2002,1.07897999617594,NA,NA,NA,0.83439319079768,NA,0.31889553116227,0.563779106232454,4
"Palau",2000,1.10195240284342,NA,NA,NA,0.856149926171571,NA,0.326350388169165,0.565270077633833,4
"Palau",1998,1.10213426919304,NA,NA,NA,0.895983432217758,NA,0.3330196169018,0.56660392338036,4
"Palau",1996,1.09217590008462,NA,NA,NA,0.774536468668756,NA,0.311118728125563,0.562223745625112,4
"San Marino",2013,1.20621943473816,1.09697461128235,NA,NA,0.941375136375427,NA,0.540761530399323,0.608152306079865,3
"San Marino",2012,1.20085063588982,1.06100762529699,NA,NA,0.93795996556058,NA,0.533303037791232,0.606660607558246,3
"San Marino",2011,1.19596412916252,1.0897043764956,NA,NA,0.954224038175319,NA,0.539982090638906,0.607996418127781,3
"San Marino",2010,1.17792468253668,1.53999692988265,NA,NA,0.896289491197301,NA,0.602368517269439,0.620473703453888,3
"San Marino",2009,1.19219976402204,1.46879809022934,NA,NA,0.968899327110159,NA,0.604982863560256,0.620996572712051,3
"San Marino",2008,1.20744502015461,1.03784359918506,NA,NA,0.916614429201025,NA,0.526983841423449,0.60539676828469,3
"San Marino",2007,1.17565062196958,1.12130419399384,NA,NA,0.909409930380974,NA,0.534394124390732,0.606878824878146,3
"San Marino",2006,1.17812627984149,1.07602664766915,NA,NA,0.984069123588998,NA,0.539703675183273,0.607940735036655,3
"San Marino",2005,1.15459581359816,1.08345827050275,NA,NA,0.765801955445858,NA,0.500642673257795,0.600128534651559,3
"San Marino",2004,1.15030502523048,1.1450489505743,NA,NA,0.814888949785773,NA,0.518373820931759,0.603674764186352,3
"San Marino",2003,1.19332046983529,1.20476048839746,NA,NA,0.808236337108863,NA,0.534386215890269,0.606877243178054,3
"San Marino",2002,1.22645384563128,NA,NA,NA,0.83439319079768,NA,0.343474506071493,0.568694901214299,4
"San Marino",2000,1.30706339594872,NA,NA,NA,0.856149926171571,NA,0.360535553686715,0.572107110737343,4
"San Marino",1998,1.29537449503624,NA,NA,NA,0.895983432217758,NA,0.365226321209,0.5730452642418,4
"San Marino",1996,1.28274054589076,NA,NA,NA,0.774536468668756,NA,0.342879502426586,0.568575900485317,4
"Solomon Islands",1996,1.04898124660836,0.944107830936114,NA,NA,0.774536468668756,NA,0.461270924368872,0.592254184873774,3
"South Sudan",2010,NA,NA,NA,NA,NA,-0.773424608527272,-0.128904101421212,0.474219179715758,5
"South Sudan",2009,NA,NA,NA,NA,NA,NA,0,0.5,6
"South Sudan",2008,NA,NA,NA,NA,NA,NA,0,0.5,6
"South Sudan",2007,NA,NA,NA,NA,NA,NA,0,0.5,6
"South Sudan",2006,NA,NA,NA,NA,NA,NA,0,0.5,6
"South Sudan",2005,NA,NA,NA,NA,NA,NA,0,0.5,6
"South Sudan",2004,NA,NA,NA,NA,NA,NA,0,0.5,6
"South Sudan",2003,NA,NA,NA,NA,NA,NA,0,0.5,6
"South Sudan",2002,NA,NA,NA,NA,NA,NA,0,0.5,6
"South Sudan",2000,NA,NA,NA,NA,NA,NA,0,0.5,6
"South Sudan",1998,NA,NA,NA,NA,NA,NA,0,0.5,6
"South Sudan",1996,NA,NA,NA,NA,NA,NA,0,0.5,6
"St. Kitts and Nevis",2002,0.999344118107138,NA,-0.31827453127876,0.16704832543299,0.650395288951509,0.292679542752983,0.29853212399431,0.559706424798862,1
"St. Kitts and Nevis",2000,1.0226428166111,NA,-0.0877716303510909,0.214407983534376,0.848883890157229,0.04186018910129,0.340003874842151,0.56800077496843,1
"St. Kitts and Nevis",1998,1.02741471309788,NA,-0.440983188920029,0.280050080746046,0.392321662358444,0.12570013558177,0.230750567144018,0.546150113428804,1
"St. Kitts and Nevis",1996,1.0184909016329,NA,NA,NA,0.774536468668756,NA,0.298837895050276,0.559767579010055,4
"St. Lucia",1996,1.05660383170884,0.944107830936114,NA,NA,0.774536468668756,NA,0.462541355218952,0.59250827104379,3
"St. Vincent and the Grenadines",1996,1.03373607412063,0.944107830936114,NA,NA,0.774536468668756,NA,0.458730062287583,0.591746012457517,3
"Timor-Leste",2000,0.177585522457482,0.344915025219704,NA,NA,-0.185188485404484,NA,0.0562186770454503,0.51124373540909,3
"Timor-Leste",1998,NA,NA,NA,NA,NA,NA,0,0.5,6
"Timor-Leste",1996,NA,NA,NA,NA,NA,NA,0,0.5,6
"Tonga",2002,-0.0483061015752575,NA,-0.835188815074138,-1.14932903150414,0.198292883459157,-0.677304152987524,-0.418639202946984,0.416272159410603,1
"Tonga",2000,0.191259589813124,NA,-0.495836956904984,-0.655093586722032,0.257256523719417,-0.529859012656318,-0.205378907125132,0.458924218574974,1
"Tonga",1998,0.220958835823327,NA,-0.30441078591965,-1.20111748200094,0.151835678152649,-0.228051489072759,-0.226797540502895,0.454640491899421,1
"Tonga",1996,0.20795593924497,NA,NA,NA,0.774536468668756,NA,0.163748734652288,0.532749746930458,4
"Tuvalu",2002,1.16451483024039,NA,-0.0411173146841545,0.254195034748888,1.37529189086398,0.0739975603905427,0.471147000259941,0.594229400051988,1
"Tuvalu",2000,1.30706339594872,NA,0.424640824429479,0.359632788326196,1.37932777898663,-0.158095175429474,0.552094935376925,0.610418987075385,1
"Tuvalu",1998,1.29537449503624,NA,NA,NA,0.895983432217758,NA,0.365226321209,0.5730452642418,4
"Tuvalu",1996,1.28274054589076,NA,NA,NA,0.774536468668756,NA,0.342879502426586,0.568575900485317,4
"Vanuatu",1996,0.708505744485393,0.944107830936114,NA,NA,-0.229391246555461,NA,0.237203721477674,0.547440744295535,3
"Virgin Islands (U.S.)",2003,NA,NA,NA,NA,NA,NA,0,0.5,6
"Virgin Islands (U.S.)",2002,NA,NA,NA,NA,NA,NA,0,0.5,6
"Virgin Islands (U.S.)",2000,NA,NA,NA,NA,NA,NA,0,0.5,6
"Virgin Islands (U.S.)",1998,NA,NA,NA,NA,NA,NA,0,0.5,6
"Virgin Islands (U.S.)",1996,NA,NA,NA,NA,NA,NA,0,0.5,6
