Country (Country),Species (ASFIS species),Aquaculture area (FAO major fishing area),Environment (Environment),1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Spain,Soles nei,Europe - Inland waters,Brackishwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,40,56,48,72,56,40,...,0,0,0,0
Spain,Soles nei,Mediterranean and Black Sea,Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,272,296,224,152,32,8,...,0,0,0,0
Spain,Spinous spider crab,"Atlantic, Northeast",Marine,...,...,...,104,52,32,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Spain,Spotted seabass,"Atlantic, Northeast",Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0.07,0,0.71,1.77
Spain,Sterlet sturgeon,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,465.36,0,0,0,0
Spain,"Striped bass, hybrid",Mediterranean and Black Sea,Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,15.31,13.27,13.71,0
Spain,Striped venus,"Atlantic, Northeast",Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,256,393.6,380.8,...,...,...,0,0,0,0,0,0,0,0,0
Spain,Sturgeons nei,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,700,700,980,980,1050,1400,350,0,0,0,3326.99,0,0,441.13,0
Spain,Tench,Europe - Inland waters,Freshwater,300,625,750,875,1125,1157.5,875,1556.6,1571.7,1560,1520,652,1010.94,1290,1008,966,972,84.5,474,295,500,375,295,190,421.03,250.75,513.96,749.94,52.79
Spain,Tilapias nei,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,144,228,12,4,0,0,0,0,0,0,0
Spain,Trouts nei,Europe - Inland waters,Freshwater,...,...,...,...,108,108,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Turbot,"Atlantic, Northeast",Marine,...,380,400,500,970,4720.82,9977.6,11226.7,16518.9,12910.27,15536.31,18794.4,21403.44,16372.57,17917.9,25641,28713,30178.8,30776,26964,30429,39004,44933,47866,80564.79,67368.9,63277.12,66966.69,47905.09
Spain,Turbot,Mediterranean and Black Sea,Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,715.25,0,0,0,0
Spain,Variegated scallop,"Atlantic, Northeast",Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,5.82,1.57,0.5,0.56
Spain,Variegated scallop,Mediterranean and Black Sea,Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,10.45,8.03,12.52,9.01
Spain,Wakame,"Atlantic, Northeast",Marine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15,1.85,0,0,0,...
Spain,Warty venus,Mediterranean and Black Sea,Marine,...,36,13,12,12,14,80,28.97,29.41,47.5,45,45,39.49,76,0,54,...,...,30,15,15,15,15,15,29.43,13.93,23.88,30.85,19.28
Spain,White seabream,"Atlantic, Northeast",Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0,4,0,0,0.66,2.07,1.5,0.67
Spain,Whiteleg shrimp,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,12.86
Sri Lanka,[Labeo dussumieri],Asia - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3.31,245.59,24.72,4.28
Sri Lanka,Barramundi(=Giant seaperch),"Indian Ocean, Eastern",Brackishwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,7.23,29.79,29.5,25.84,1819.62
Sri Lanka,Bighead carp,Asia - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,137.2,378.34,389.74,78.51
Sri Lanka,Catla,Asia - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1234.79,1699.19,1832.72,1153.45
Sri Lanka,Common carp,Asia - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,952.13,1071.29,2119.79,1957.15
Sri Lanka,Cyprinids nei,Asia - Inland waters,Freshwater,0,0,0,0,0,0,0,0,0,0,0,0,33.84,0,0,0,0,0,...,...,650.76,1480.06,2115.23,3675.4,5209.43,631.45,225.67,1448.52,586.94
Sri Lanka,Elkhorn sea moss,"Indian Ocean, Eastern",Brackishwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0.56,8.82
Sri Lanka,Giant river prawn,Asia - Inland waters,Freshwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.8,129.8,193.5,153,313.38,226.42
Sri Lanka,Giant tiger prawn,"Indian Ocean, Eastern",Brackishwater,50,1250,2000,2500,4348.5,5250,7800,10800,14000,17500,21700,23303,41593.5,29120,57376,41867.2,49006.4,36239.06,26083.2,34113.41,22361.29,15355.94,25076.52,36576.77,22233.56,35208.9,19995.63,24390.53,19499.52
Sri Lanka,Grass carp(=White amur),Asia - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,66.54,1.43
Sri Lanka,Indian backwater oyster,"Indian Ocean, Eastern",Brackishwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,10,10,10.5,3.6,11.4,7.35,6.87,17.54,35.8
Sri Lanka,Indo-Pacific swamp crab,"Indian Ocean, Eastern",Brackishwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.93,5.78,3.35,6.76,3.21,3.9,21.6,31.85,232.42,268.59,20.1
Sri Lanka,Milkfish,Asia - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,40.3
Sri Lanka,Milkfish,"Indian Ocean, Eastern",Brackishwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,144,...,5.9,18.2,4.7
Sri Lanka,Mrigal carp,Asia - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3.31,...,1.9,27.12
Sri Lanka,Roho labeo,Asia - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,745.5,955.8,2598.88,753.74
Sri Lanka,Silver carp,Asia - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,4.96,272.14,391.64,68.52
Sri Lanka,Striped snakehead,Asia - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,121.67,...
Sri Lanka,Tilapias nei,Asia - Inland waters,Freshwater,18,18,18,18,21,30,30,33,36,36,39,37.5,39,42.4,56.5,92.8,84.29,90.06,112.86,124.32,874.28,1365.14,1941.41,3075.94,4025.01,3234.66,1204.16,6229.87,2347.11
Sudan,Nile tilapia,Africa - Inland waters,Freshwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6930
Sudan (former),Bayad,Africa - Inland waters,Freshwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608,608,608,608,608,608,608,...,...,...,0
Sudan (former),Nile perch,Africa - Inland waters,Freshwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,532,532,532,532,532,...,...,...,...,0
Sudan (former),Nile tilapia,Africa - Inland waters,Freshwater,13.46,26.22,24.6,34.4,23,50,117,186.95,200,300,400,1000,1200,1500,1500,1500,1500,1750,1140,1140,1140,1140,1140,2700,4200,7000,7000,7000,0
Suriname,Atipa,"America, South - Inland waters",Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0,4.8,0,0,0
Suriname,Freshwater fishes nei,"America, South - Inland waters",Freshwater,...,...,...,...,...,...,...,...,6.9,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suriname,Giant river prawn,"America, South - Inland waters",Freshwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,0,0,0
Suriname,Tilapias nei,"Atlantic, Western Central",Brackishwater,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,100,247,86.4,86.4,...,...,...,0,2,22.8,20.74,...,32.55,35
Suriname,Whiteleg shrimp,"Atlantic, Western Central",Brackishwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,861,1200,1677,2723.2,2723.2,1047.8,1160.64,1016.4,984.6,269.79,165.76,220.8,421.6,615.25,601.8
Swaziland,Common carp,Africa - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,23.4,62.5,35.84,44.2,41,42,...,...,...,...,...,...,...,...,...,...,...
Swaziland,Cyprinids nei,Africa - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,1.17,0,0,0,0,0,...,...,...,...,...,...,...,...,...,...,...
Swaziland,Freshwater fishes nei,Africa - Inland waters,Freshwater,4,12,29.36,37.35,40,80,90,94.5,84,88.2,132,202.4,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Swaziland,Mozambique tilapia,Africa - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,44.23,31.25,65.16,45.84,50,51.25,...,...,...,...,...,...,...,131.07,428.85,456.76,402.75
Swaziland,North African catfish,Africa - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,16.15,15.62,3.62,6.55,7.8,7.8,...,...,...,...,...,...,...,...,...,...,...
Swaziland,Red claw crayfish,Africa - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,52.65,29.3,39.82,54.02,45,54,...,...,...,...,...,...,...,...,...,...,...
Swaziland,Redbreast tilapia,Africa - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,32.76,13.67,26.06,23.57,26,30,...,...,...,...,...,...,...,...,...,...,...
Swaziland,Rhinofishes nei,Africa - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,8.19,3.04,2.9,0,0,0,...,...,...,...,...,...,...,...,...,...,...
Swaziland,Yellow-belly bream,Africa - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,0,0,2.9,0,0,0,...,...,...,...,...,...,...,...,...,...,...
Sweden,Atlantic salmon,"Atlantic, Northeast",Marine,424.4,280.88,661,1325.99,1553.9,3307.59,3181.06,1320.43,1708.22,14.42,36.5,58.22,41.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sweden,Atlantic salmon,Europe - Inland waters,Freshwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.44,...,...,...,...
Sweden,Blue mussel,"Atlantic, Northeast",Marine,830.7,269.75,211.25,1661.4,140.19,36.15,310.91,381.32,373.76,130.98,587.15,476.31,738.8,709.95,455.01,835.33,207.64,834.59,814.38,971.64,794.04,596.97,1354.12,775.1,1662.62,1429.85,922.26,1246.24,1159.01
Sweden,Chars nei,Europe - Inland waters,Freshwater,3,15,66,118.49,462.97,481.18,541.51,577.74,473.9,678.85,560.76,575.09,673.9,983.7,1813.16,1946.64,1674.18,2000.74,2546.65,1789.47,1867.53,2592.24,2773.63,2524.38,6100.94,...,8213.3,8971.8,13407.5
Sweden,Common carp,Europe - Inland waters,Freshwater,5,2.5,...,...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sweden,Euro-American crayfishes nei,Europe - Inland waters,Freshwater,36,20,25,25,105,152,351.92,293.89,280.39,269.15,245.63,312.88,282.49,198.86,215.48,214.81,171.61,119.2,107.83,148.98,158.38,152.94,141.73,88.82,...,70.22,33.49,36.55,72.72
Sweden,European eel,Europe - Inland waters,Freshwater,60,205,255,450,1220.56,1640.08,1692.16,1726.23,1777.31,1441.85,1500.13,1519.2,1766.99,1742.74,1714.65,1678.01,1592.94,1246.76,1069.08,1369.65,1546.77,2328.97,2191.04,2148.96,2025.88,...,...,1150.05,1172.92
Sweden,European flat oyster,"Atlantic, Northeast",Marine,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sweden,Freshwater fishes nei,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1122.66,...,...
Sweden,Rainbow trout,"Atlantic, Northeast",Marine,2523.54,4706.87,8529.08,12436.72,16679.29,11051.5,12719.57,12794.49,7660.98,7678.65,9447.74,11090.93,11223.02,6983.07,6330.39,6698.77,4703.54,4960.37,4604.48,3723.51,4871.35,5338.19,6200.08,6344.48,8205.58,9236.23,8982.48,14550.23,12255.77
Sweden,Rainbow trout,Europe - Inland waters,Freshwater,2570.37,2018.75,3570.83,6819.57,11248.54,9513.9,12892.72,14769.42,10563.2,8880.14,10532.36,10810.15,10048.4,8733.67,7595.84,8514.23,6535.51,6472.62,5559.2,10819.25,10346.07,9898.27,15180.51,9516.72,15929.05,12607.69,21938.8,33134.82,30578.34
Sweden,Sea trout,Europe - Inland waters,Freshwater,3,15,6,6,0,0,42.24,22.01,12.64,20.6,23.7,42.91,11.15,11.17,15.62,13.07,18.14,21.72,27.4,13.53,15.34,15.83,35.98,17.23,206.54,...,...,70.67,50.95
Switzerland,Chars nei,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,36,36,36,54,72,90,90,90
Switzerland,Common carp,Europe - Inland waters,Freshwater,...,...,...,...,...,183.6,183.6,210.1,214.12,260.7,307.92,355.82,340.18,289.57,289.57,279.97,249.01,248.87,270.38,0,0,0,0,0,0,0,0,0,0
Switzerland,European perch,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,18,18,...,...,...,500,500,500
Switzerland,Nile tilapia,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,220,228,228,228,228,228,240,240,240
Switzerland,Rainbow trout,Europe - Inland waters,Freshwater,1510.26,1443.24,1970.12,2202,2611.44,8997.08,8055.8,10785.1,10991.52,9480.13,12096.94,13978.46,13364.36,11531.19,11531.19,10998.97,9471.29,9777.11,10621.88,12263.3,13406.08,11070,11070,11100,11877,12996,13200,13200,13200
Switzerland,Sea trout,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,240,246,246,246,369,492,600,600,600
Switzerland,Sturgeons nei,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,20,20,50,50,100,225
Switzerland,Whitefishes nei,Europe - Inland waters,Freshwater,...,...,...,...,...,612,612,700.33,713.74,677.15,733.15,220.27,210.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic,Blue tilapia,Asia - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,4114,5502,5860,5380,8304,6309.9,8987.1,9079.9,9310.4,8880,7770
Syrian Arab Republic,Common carp,Asia - Inland waters,Freshwater,2432,3285,3015,2325,3555,3120,3199.5,3705,5985,5430,5295,7120.5,7053,7433.17,8794.72,6409,5306,3147.2,4083,4405.5,5094,5096,9651.4,11901,9609.6,10020.52,12551.5,11840,10368
Syrian Arab Republic,Grass carp(=White amur),Asia - Inland waters,Freshwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6,9.1,9.8,39,39,36,55.2,112.5,94.6,16.92,16.8,16.8
Syrian Arab Republic,North African catfish,Asia - Inland waters,Freshwater,0,0,0,0,0,0,0,0,0,0,0,0,195,175.05,266.25,277.2,1143,1254,2043.5,2445,2166.3,3382.4,2060,4228,2940,3220,4268.25,3645,3105
Syrian Arab Republic,Silver carp,Asia - Inland waters,Freshwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,24.7,12,14.4,20,6,0,0,7.8,8,8
Syrian Arab Republic,Tilapias nei,Asia - Inland waters,Freshwater,1137.5,1550,1407.5,1080,1675,1455,1490,1747.5,2815,2537.5,2477.5,2775,3970,2453,3471.16,2225.85,5252,6390,1028,1376,1460,1346,2076,1576.8,2247.5,2270.7,2329.44,1998,1850
Taiwan Province of China,Abalones nei,"Pacific, Northwest",Brackishwater,3295.02,5658.65,10522.58,28611.92,37251.79,17388.83,15844.25,21934.38,30491.75,14395.76,21077.65,29172.05,34596.47,42637.97,42026.1,26656.04,40178.86,33593.03,23721.33,16082.1,23937.05,9209.53,9947.54,5577.3,6838.14,3196.91,2800.34,1308.6,1703.08
Taiwan Province of China,Abalones nei,"Pacific, Northwest",Marine,...,...,...,...,...,1711.75,4301.61,2345.42,3938.52,4032.92,5600.34,3886.82,4190.92,3398.53,2159.6,1837.26,2555.73,1563.45,1694.38,1945.82,1759.21,116.82,186.81,268.14,442.88,70.05,0,856.79,432.25
Taiwan Province of China,Amberjacks nei,"Pacific, Northwest",Brackishwater,0,0,0,0,0,0,0,0,0,108.15,110.65,21,542.31,1767.68,2970.4,4504.7,1977.63,1661.68,1156.19,2373.65,2176.85,1608.57,2982.67,6476.06,7548.14,2299.76,1431.11,4926.29,3625.49
Taiwan Province of China,Amberjacks nei,"Pacific, Northwest",Marine,0,0,0,0,0,0,0,0,0,0,0,14,73.29,188.23,1219.4,772.52,357.89,466.37,544.53,774.32,571.34,151.87,177.8,5.12,150.15,1585.32,177.01,1754.35,4517.88
Taiwan Province of China,American bull frog,Asia - Inland waters,Freshwater,...,...,...,...,...,1634.51,823.05,1005.57,2020.05,4536.9,2065.76,5084.97,2945.8,1430.3,3129.56,2343.38,2682.66,2244.9,2173.97,2312.3,1826.3,1267.2,938.05,1181.33,1199.33,2475.27,1307.72,2377.24,1792.93
Taiwan Province of China,Amur catfish,Asia - Inland waters,Freshwater,459.14,140.55,95.06,270.18,105.25,194.59,89.79,105.57,117.91,3144.39,3592.8,1728.92,1183.65,380.04,266.78,280.18,4397.61,2483.92,866.89,1190.61,1158.22,534,467.08,4525.45,1467.37,987.78,1671.28,849.21,1017.85
Taiwan Province of China,Aquatic invertebrates nei,Asia - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,108.57,0
Taiwan Province of China,Aquatic plants nei,"Pacific, Northwest",Brackishwater,3.8,0,1.48,16.4,6.29,0,0.67,2.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0
Taiwan Province of China,Asian clam,Asia - Inland waters,Freshwater,8203.8,9242.05,8972.08,12638.05,15830.92,17356.04,26865.56,22460.71,21062.04,20444.69,20232.4,18488.03,21393.77,22680.38,18964.13,14990.64,13896.92,14618.27,15352.5,18902.52,17650.23,16610.39,17670.86,18015.61,15442.28,18660.38,15261.75,22935.44,21319.06
Taiwan Province of China,Ayu sweetfish,Asia - Inland waters,Freshwater,...,...,...,...,...,525.8,602.23,484.08,641.37,1243.32,563.1,5202.43,3039.77,4490.08,2475.45,5120.24,3828.62,2974.5,3624.16,4248.1,3355.98,4071.46,3015.29,2608.3,3428.32,3255.55,3882.73,6316.22,6023.49
Taiwan Province of China,Barramundi(=Giant seaperch),Asia - Inland waters,Freshwater,...,...,...,...,...,13526.44,18263.85,23317.44,25404.65,30804.24,25938.48,35526.95,16148.58,10675.63,12119.6,10744.27,8092.88,6723.11,5236.59,8580.52,9257.91,10159.37,8541.68,18806.37,19452.95,18130.86,47676.93,47201.44,54560.2
Taiwan Province of China,Barramundi(=Giant seaperch),"Pacific, Northwest",Brackishwater,...,...,...,...,...,3526.45,8118.52,4742.73,7444.23,3592.17,6704.83,6832.91,7465.71,6202.12,4857.93,3735.62,3054.72,3936.78,4175.34,4604.05,4002.27,8433.03,6444.05,6818.43,7986.77,6666.88,27664.89,41795.93,33437.18
Taiwan Province of China,Barramundi(=Giant seaperch),"Pacific, Northwest",Marine,...,...,...,...,...,0,0,0,0,0,0,0,54.25,29.8,35.61,5.82,8.52,50.57,0,0,0,0,0,0,0,0,0,0,0
Taiwan Province of China,Bighead carp,Asia - Inland waters,Freshwater,10717.1,10897.3,9552.85,9174.07,12743.18,12840.54,12361.81,11961.31,11794.4,11184.32,11328.04,9888.03,8775.72,5400.86,3962.74,4179.36,4366.78,3974.04,3380.1,3808.53,3704.38,3591.03,2820.86,3280.13,2797.13,2182.81,2666.8,2179.84,1856.78
Taiwan Province of China,Black carp,Asia - Inland waters,Freshwater,...,...,...,...,...,1169.66,897.55,823.51,1083.36,2006.32,4023.74,2751.07,2639.74,2256.23,1725.58,1436.12,2122.14,1487.09,1038.23,1161.57,1832.69,1651.66,1371.1,1039.6,864.26,612.46,1243.51,1155.52,329.34
Taiwan Province of China,Blackhead seabream,Asia - Inland waters,Freshwater,...,...,...,...,...,...,269.77,175.86,1121.29,9813.87,4033.5,1665.51,0,245.06,0,142.78,439.2,26.67,0,0,0,0,0,0,0,0,0,0,0
Taiwan Province of China,Blackhead seabream,"Pacific, Northwest",Brackishwater,...,...,...,...,...,1403.96,1364.4,2322.77,5073.62,10088.66,17190.84,34319.02,10291.18,16989.09,15973.03,8035.54,4187.93,4811.65,3106.99,2761.88,2936.14,1924.93,2378.96,2191.12,1903.62,1415.74,1645.51,2015.41,5117.23
Taiwan Province of China,Blackhead seabream,"Pacific, Northwest",Marine,...,...,...,...,...,36.37,15.56,0,0,0,0,0,60.99,67.6,57.19,27.76,51.87,91.43,0,0,0,0,0,0,0,0,0,0,0
Taiwan Province of China,Blood cockle,"Pacific, Northwest",Marine,50.6,49.25,35.31,39.43,6.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan Province of China,Blue swimming crab,"Pacific, Northwest",Brackishwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,21.4,0,0,0,0,0,0,11.82
Taiwan Province of China,Chinese mitten crab,Asia - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,62.97,165.07,811.39,324.15,0
Taiwan Province of China,Chinese softshell turtle,Asia - Inland waters,Freshwater,1753.9,1198.05,873.85,461.82,252.76,238.73,177.2,79.54,652.08,1492.29,7458.85,35882.68,34764.16,22777.8,34811.72,24682.46,25953,14621.13,14679.26,17607.15,18694.28,16572.06,12608.66,19149.99,13135.89,12467.73,11066.77,21960.38,7679.02
Taiwan Province of China,"Clams, etc. nei","Pacific, Northwest",Brackishwater,273.6,924.34,1514.95,1657.78,2644.03,3290.41,667.7,600.24,767.72,542.14,801.92,2846.11,914.52,665.69,645.37,486.42,793.56,509.42,713.43,810.9,1234.55,748.23,725.04,555.47,398.31,...,...,...,486.65
Taiwan Province of China,"Clams, etc. nei","Pacific, Northwest",Marine,263.46,381.23,67.95,59.74,329.82,191.73,131.04,164.77,1008.57,347.68,976.99,3943.53,642.78,512.76,372.47,190.68,181.66,260.7,176.19,189.84,218.62,142.35,167.7,176.26,66.67,...,...,...,88.65
Taiwan Province of China,Cobia,"Pacific, Northwest",Brackishwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,127.43,0,0,0,690.4,3105.29
Taiwan Province of China,Cobia,"Pacific, Northwest",Marine,0,0,0,0,0,0,0,0,0,0,0,39.68,170.43,116.76,3739.28,4134.58,17502.19,15992.14,11037.48,20445.42,19706.76,20440.5,18425.86,29318.91,9514.22,15458.02,22149.73,12196.54,9994.28
