"rgn_id","rgn_name","pop_total"
173,"Uruguay",2370955
174,"Finland",2570373
175,"Denmark",5198724
176,"Germany",8354228
177,"Netherlands",11841528
178,"Poland",3095853
179,"France",15858677
180,"United Kingdom",41055834
181,"Ireland",3850749
182,"Spain",19574283
183,"Portugal",7807873
184,"Italy",31499423
185,"Monaco",61375
186,"Montenegro",262566
187,"Croatia",1586249
188,"Slovenia",329503
189,"Lithuania",434696
190,"Qatar",692961
191,"Iran",3351980
192,"Iraq",589487
193,"Guinea Bissau",1346451
194,"Guinea",1937323
195,"Ivory Coast",6255341
196,"Nigeria",27528332
197,"Cameroon",2114272
198,"Gabon",911764
199,"Democratic Republic of the Congo",242483
200,"Angola",4317094
202,"Tanzania",7401268
203,"India",164846630
204,"Bangladesh",34718889
205,"Myanmar",18747296
206,"Malaysia",22358628
207,"Vietnam",55125979
208,"Singapore",4949892
209,"China",254433578
210,"Japan",110325644
212,"Kiribati",86578
214,"Egypt",20997702
215,"Jordan",1678384
216,"Indonesia",178927774
218,"Canada",6638146
219,"Saint Pierre and Miquelon",6853
220,"Sint Maarten",60011
221,"Northern Saint-Martin",66575
222,"Sweden",5955133
223,"Norway",4133843
224,"Chile",5528013
227,"Jersey",91718
228,"Guernsey",56180
231,"East Timor",587588
232,"Bosnia and Herzegovina",516824
237,"Oecussi Ambeno",61582
244,"Curacao",171176
245,"Bonaire",17354
247,"Brunei",418271
248,"Saba",2609
249,"Sint Eustatius",4522
250,"Aruba",157274
