record_id,year,Site_name,Total
1723,2005,Snow Hill Island,2342
1724,2005,South Bay,72
1725,2005,Spigot Peak,1801
1726,2005,Stancomb Wills Rookery,109
1727,2005,Stonington Island,107
1728,2005,Taylor Valley/Canada Glacier,673
1729,2005,Telefon Bay,2884
1730,2005,Terra Nova Station,769
1731,2005,Tetra Rocks,67
1732,2005,The Gullet,254
1733,2005,Torgersen Island,888
1734,2005,Trinity Island-Mikkelsen Hrbr,656
1735,2005,Turret Point,358
1736,2005,Two Hummock Island,102
1737,2005,Useful Island,379
1738,2005,Vega Island/Herbert Sound,150
1739,2005,Vernadsky Station,1096
1740,2005,View Point,257
1741,2005,Vortex Island,286
1742,2005,Waterboat Point/Gonzalez Videla Station,6466
1743,2005,Weddell Sea,173
1744,2005,Whalers Bay,14322
1745,2005,Wilhelmina Bay,3246
1746,2005,Yalour Islands,929
1747,2005,Yankee Harbor,3103
