record_id,year,Site_name,Total
206,2012,Argentine Islands/Wordie Hut,519
207,2012,Artigas station,12
208,2012,Arturo Prat Station,130
209,2012,"Astrolabe Glacier Area, or Vicinity",37
210,2012,Astrolabe Island,693
211,2012,Baily Head,3003
212,2012,Beascochea Bay,8
213,2012,Bellingshausen Sea,138
214,2012,Bellingshausen Station,1602
215,2012,Bennett Islands,7
216,2012,Bismarck Strait,11152
217,2012,Blaiklock Island,167
218,2012,Bongrain Point,307
219,2012,Booth Island,1231
220,2012,Boyd Strait,2233
221,2012,Brabant Island,27
222,2012,Bransfield Strait,6812
223,2012,Brown Bluff,6987
224,2012,Bruce Island,8
225,2012,Butler Passage,1883
226,2012,Campbell Glacier/Gondwana Area,54
227,2012,Cape Bird,160
228,2012,Cape Darnley,324
229,2012,Cape Denison,174
230,2012,Cape Evans,338
231,2012,Cape Jules,164
232,2012,Cape Lookout,825
233,2012,Cape Renard,2001
234,2012,Cape Royds,327
235,2012,Charlotte Bay,315
236,2012,Chiriguano Bay,252
237,2012,Christiania Islands,59
238,2012,Cierva Cove,3192
239,2012,Cockburn Island,273
240,2012,Commonwealth Bay,226
241,2012,Coronation Island,369
242,2012,Crystal Hill,362
243,2012,Crystal Sound,157
244,2012,Curtiss Bay,216
245,2012,Cuverville Island,20418
246,2012,Dallmann Bay,2131
247,2012,Damoy Point/Dorian Bay,6243
248,2012,Danco Island,9876
249,2012,Davis Station,75
250,2012,Deception Island,5416
251,2012,Deloncle Bay,28
252,2012,Devil Island,1881
253,2012,Discovery Bay,48
254,2012,Doumer Island,224
255,2012,Dumont D'Urville Station,269
256,2012,Duthiers Point,20
257,2012,Eckener Point,321
258,2012,Edgell Bay,12
259,2012,Edinburgh Hill,57
260,2012,Elephant Island,3912
261,2012,English Strait,624
262,2012,Enterprise Island,3209
263,2012,Erebus and Terror Gulf,453
264,2012,Errera Channel,5336
265,2012,Esperanza Station,1481
266,2012,Extension Reef,142
267,2012,Fast Ice,344
268,2012,Ferguson Channel,344
269,2012,Fish Islands,375
270,2012,Flanders Bay,2137
271,2012,Fort Point,114
272,2012,Fournier Bay,195
273,2012,Foyn Harbour,1745
274,2012,Franklin Island,621
275,2012,Frei Station,2880
276,2012,Fridtjof Sound,3042
277,2012,Gabriel de Castilla Station,66
278,2012,Galindez Is -Penola Strait,67
279,2012,Georges Point,270
280,2012,Gerlache Strait,17168
281,2012,Gibbs Island,81
282,2012,Girard Bay,275
283,2012,Goudier Island,18599
284,2012,Gourdin Island,804
285,2012,Graham Passage,227
286,2012,Great Wall Station,972
287,2012,Gunnel Channel,8
288,2012,Half Moon Island,15996
289,2012,Hannah Point,3425
290,2012,Harry Island,9
291,2012,Herbert Sound,60
292,2012,Heroina Island,754
293,2012,Heywood Island,85
294,2012,Hidden Bay,677
295,2012,Hope Bay,4033
296,2012,Horseshoe Island,308
297,2012,Hovgaard Island,549
298,2012,Hydrurga Rocks,1079
299,2012,Inexpressible Island,52
300,2012,Jabet Peak,46
301,2012,James Ross Island,66
302,2012,Jonassen Island,72
303,2012,Jougla Point,10323
304,2012,Kinnes Cove/Madder Cliffs,713
305,2012,Larrouy Island,143
306,2012,Lautaro Island,2
307,2012,Leith Cove,693
308,2012,Lemaire Channel,15262
309,2012,Lemaire Island,44
310,2012,Lion Sound,109
311,2012,Livingston Island,616
312,2012,"Marguerite Bay, The Gullet",36
313,2012,Martel Inlet,116
314,2012,"Maxwell Bay, King George",2439
315,2012,McMurdo Ice Channel,58
316,2012,McMurdo Station,58
317,2012,Melchior Islands,1930
318,2012,Mendel/Czech Station,326
319,2012,Mount Banck,45
320,2012,Mount Demaria,3
321,2012,Mount Mill,24
322,2012,Mount Scott,39
323,2012,Nansen Island,41
324,2012,Neko Harbor,22542
325,2012,Neptunes Bellows,2917
326,2012,Neumayer Channel,19616
327,2012,North Point,11
328,2012,Novo Airbase,279
329,2012,Ohridski (Bulgarian Station),18
330,2012,Orcadas,2831
331,2012,Orne Harbor,4185
332,2012,Orne Islands,194
333,2012,Palaver Point,11
334,2012,Palmer Station,14517
335,2012,Paradise Bay,13466
336,2012,Paulet Island,7441
337,2012,Peltier Channel,159
338,2012,Pendulum Cove,786
339,2012,Penguin Island,762
340,2012,Penguin Point,411
341,2012,Penola Strait,842
342,2012,Petermann Island,4041
343,2012,Petrel Cove,92
344,2012,Pitt Islands,6
345,2012,Plata Passage,32
346,2012,Pl始eau Island,5165
347,2012,Point Wild,2191
348,2012,Port Charcot,2124
349,2012,Port Foster,1507
350,2012,Portal Point,2044
351,2012,Possession Island,4
352,2012,Primero de Mayo Bay,1295
353,2012,Prince Gustav Channel,17
354,2012,Prospect Point,306
355,2012,Pursuit Point,14
356,2012,Red Rock Ridge,8
357,2012,Renaud Island,8
358,2012,Robert Point,223
359,2012,Ronge Island Other,1136
360,2012,Ronge Island/Georges Point,306
361,2012,Ross Ice Shelf,186
362,2012,Rothera Station,514
363,2012,Sandefjord Bay,16
364,2012,Scott Base,116
365,2012,Selvick Cove,30
366,2012,Seymour Island,244
367,2012,Shackleton Ice Shelf,279
368,2012,Shingle Cove,148
369,2012,Signy Island Station,128
370,2012,Skontorp Cove,7921
371,2012,Snow Hill - Nordenskjolds Hut,280
372,2012,Snow Hill Island,834
373,2012,Snow Island,162
374,2012,South Orkney Islands,120
375,2012,Spert Island,552
376,2012,Spigot Peak,250
377,2012,Taylor Valley/Canada Glacier,228
378,2012,Telefon Bay,4962
379,2012,Terra Firma Islands,8
380,2012,Torgersen Island,842
381,2012,Trinity Island Other,67
382,2012,Trinity Island-Mikkelsen Hrbr,10
383,2012,Turret Point,236
384,2012,Union Glacier,1650
385,2012,Useful Island,128
386,2012,Vernadsky Station,2212
387,2012,Waddington Bay,216
388,2012,Walker Bay (by Hannah Point),1128
389,2012,Waterboat Point/Gonzalez Videla Station,3996
390,2012,Wauwermans Islands,2019
391,2012,Weddell Sea,2902
392,2012,Whalers Bay,16130
393,2012,Wilhelmina Bay,4181
394,2012,Winter Island,336
395,2012,Wyatt Earp,321
396,2012,Yalour Islands,803
397,2012,Yankee Harbor,1532
398,2012,Yelcho Point,70
399,2011,Admiralty Bay,8693
400,2011,Admiralty Sound,3555
401,2011,Aitcho - Barrientos Island,9591
402,2011,Aitcho - Other,337
403,2011,Almirante Brown,10200
404,2011,Andvord Bay,842
405,2011,Antarctic Sound,14895
406,2011,Arctowski Station,960
407,2011,Ardley Island,524
408,2011,Argentine Islands Other,636
409,2011,Argentine Islands/Wordie Hut,2529
410,2011,"Astrolabe Glacier Area, or Vicinity",42
411,2011,Astrolabe Island,2338
412,2011,Atka Bay Rookery,232
413,2011,Baily Head,2721
414,2011,Bellingshausen Station,262
415,2011,Bismarck Strait,10715
416,2011,Blaiklock Island,76
417,2011,Bongrain Point,648
418,2011,Booth Island,3916
419,2011,Boyd Strait,1883
420,2011,Brabant Island,308
421,2011,Bransfield Strait,4240
422,2011,Brown Bluff,8703
423,2011,Bruce Island,30
424,2011,Butler Passage,1839
425,2011,Cape Adare,399
426,2011,Cape Bird,49
427,2011,Cape Evans,410
428,2011,Cape Hallett,116
429,2011,Cape Herschel,3
430,2011,Cape Lookout,805
431,2011,Cape Renard,1558
432,2011,Cape Royds,384
433,2011,Cape Tuxen,47
434,2011,Cape Washington,234
435,2011,Casabianca Island,28
436,2011,Charlotte Bay,351
437,2011,Christiania Islands,126
438,2011,Cierva Cove,2464
439,2011,Cockburn Island,284
440,2011,Commonwealth Bay,423
441,2011,Coronation Island,214
442,2011,Crystal Sound,349
443,2011,Curtiss Bay,300
444,2011,Cuverville Island,29690
445,2011,D'Urville Monument,252
446,2011,Dallmann Bay,2428
447,2011,Damoy Point/Dorian Bay,4982
448,2011,Danco Island,7663
449,2011,Dannebrog Islands,30
450,2011,Deception Island,12264
451,2011,Deloncle Bay,14
452,2011,Detaille Island,4024
453,2011,Devil Island,3224
454,2011,Discovery Bay,97
455,2011,Doumer Island,56
456,2011,Edinburgh Hill,67
457,2011,Elephant Island,19326
458,2011,Enterprise Island,1928
459,2011,Erebus and Terror Gulf,626
460,2011,Errera Channel,8825
461,2011,Esperanza Station,3320
462,2011,False Bay,172
463,2011,False Island Point,38
464,2011,Ferguson Channel,414
465,2011,Fildes Station,556
466,2011,Fish Islands,1896
467,2011,Flanders Bay,286
468,2011,Fort Point,47
469,2011,Fournier Bay,216
470,2011,Foyn Harbour,1452
471,2011,Franklin Island,108
472,2011,Frei Station,1698
473,2011,French Passage,1905
474,2011,Fridtjof Sound,843
475,2011,Fumarole Bay,258
476,2011,Gabriel de Castilla Station,36
477,2011,Galindez Is -Penola Strait,82
478,2011,Georges Point,30
479,2011,Gerlache Strait,18007
480,2011,Gibbs Island,5422
481,2011,Girard Bay,315
482,2011,Goudier Island,19000
483,2011,Gourdin Island,255
484,2011,Graham Passage,248
485,2011,Great Wall Station,1192
486,2011,Gunnel Channel,548
487,2011,"Haddon Bay, Joinville Isl",63
488,2011,Half Moon Island,15509
489,2011,Hannah Point,2719
490,2011,Heroina Island,180
491,2011,Hope Bay,2165
492,2011,Horseshoe Island,740
493,2011,Hovgaard Island,2401
494,2011,Hydrurga Rocks,100
495,2011,Inexpressible Island,114
496,2011,Jabet Peak,28
497,2011,James Ross Island,14
498,2011,Jenny Island,14
499,2011,Jonassen Island,116
500,2011,Jougla Point,11303
501,2011,Jubany,169
502,2011,Kinnes Cove/Madder Cliffs,928
503,2011,Larrouy Island,61
504,2011,Laurie Island,425
505,2011,Lautaro Island,5
506,2011,Leith Cove,1651
507,2011,Lemaire Channel,22504
508,2011,Lemaire Island,1899
509,2011,Liard Island,32
510,2011,Lindblad Cove,160
511,2011,Lion Sound,58
512,2011,Livingston Island,258
513,2011,"Maxwell Bay, King George",814
514,2011,McFarlane Strait,295
515,2011,McMurdo Ice Channel,134
516,2011,McMurdo Station,374
517,2011,Melchior Islands,5066
518,2011,Mikkelsen Harbor,2612
519,2011,Monroe Island,210
520,2011,Mount Banck,8
521,2011,Mount Mill,8
522,2011,Mutton Cove,72
523,2011,Nansen Island,14
524,2011,Neko Harbor,25264
525,2011,Neptunes Bellows,2006
526,2011,Neumayer Channel,17312
527,2011,Novo Airbase,107
528,2011,Orcadas,3888
529,2011,Orne Harbor,3185
530,2011,Orne Islands,1931
531,2011,Palmer Station,15789
532,2011,Paradise Bay,16273
533,2011,Paulet Island,5301
534,2011,Peltier Channel,1202
535,2011,Pendulum Cove,1634
536,2011,Penguin Island,214
537,2011,Penguin Point,56
538,2011,Penola Strait,452
539,2011,Peter I Island,131
540,2011,Peter Oy Island,97
541,2011,Petermann Island,12982
542,2011,Petrel Cove,40
543,2011,Phantom Coast,113
544,2011,Pl始eau Island,11317
545,2011,Point Wild,2607
546,2011,Port Charcot,5326
547,2011,Port Foster,699
548,2011,Portal Point,1276
549,2011,Pourquoi-Pas Island,927
550,2011,Prospect Point,2738
551,2011,Pursuit Point,7
552,2011,Riiser Larsen,224
553,2011,Robert Point,148
554,2011,Ronge Island Other,891
555,2011,Ronge Island/Georges Point,246
556,2011,Rosamel Island,1895
557,2011,Rosenthal Islands,14
558,2011,Ross Ice Shelf,294
559,2011,Rothera Station,158
560,2011,Sally Rocks,55
561,2011,Scott Base,338
562,2011,Seymour Island,88
563,2011,Shingle Cove,125
564,2011,Signy Island Station,117
565,2011,Siple Island,111
566,2011,Skontorp Cove,6262
567,2011,Snow Hill - Nordenskjolds Hut,1006
568,2011,Snow Hill Emperor Rookery,1162
569,2011,Snow Hill Island,19
570,2011,"Sorge Island, Gullet",128
571,2011,South Orkney Islands,60
572,2011,Spert Island,180
573,2011,Spigot Peak,101
574,2011,Steinheil point,10
575,2011,Stonington Island,1003
576,2011,Straggle Islands,174
577,2011,Tay Head,664
578,2011,Telefon Bay,5101
579,2011,Terra Nova Bay,116
580,2011,The Gullet,3018
581,2011,Torgersen Island,1283
582,2011,Trinity Island Other,84
583,2011,Trinity Island-Mikkelsen Hrbr,82
584,2011,Turret Point,534
585,2011,Two Hummock Island,3766
586,2011,Union Glacier,1710
587,2011,Unknown Name,14
588,2011,Useful Island,2724
589,2011,Vega Island/Herbert Sound,340
590,2011,Vernadsky Station,9517
591,2011,View Point,352
592,2011,Waddington Bay,28
593,2011,Walker Bay (by Hannah Point),879
594,2011,Waterboat Point/Gonzalez Videla Station,4007
595,2011,Wauwermans Islands,1929
596,2011,Weddell Sea,529
597,2011,Whalers Bay,19477
598,2011,Wilhelmina Bay,4612
599,2011,Winter Island,630
600,2011,Yalour Islands,1889
601,2011,Yankee Harbor,1921
602,2010,Admiralty Bay,10385
603,2010,Admiralty Sound,59
604,2010,Aitcho - Barrientos Island,7903
605,2010,Almirante Brown,21700
606,2010,Andvord Bay,5375
607,2010,Antarctic Sound,7490
608,2010,Arctowski Station,7310
609,2010,Ardley Island,305
610,2010,Argentine Islands Other,1027
611,2010,Argentine Islands/Wordie Hut,1720
612,2010,Arturo Prat Station,2980
613,2010,Astrolabe Island,453
614,2010,Baily Head,2798
615,2010,Bellingshausen Station,1372
616,2010,Bismarck Strait,7113
617,2010,Blaiklock Island,99
618,2010,Booth Island,139
619,2010,Boyd Strait,530
620,2010,Bransfield Strait,10577
621,2010,Brown Bluff,7001
622,2010,Butler Passage,11
623,2010,Cape Adare,372
624,2010,Cape Bird,170
625,2010,Cape Denison,242
626,2010,Cape Evans,404
627,2010,Cape Hallett,153
628,2010,Cape Jules,93
629,2010,Cape Lookout,1664
630,2010,Cape Perez,3
631,2010,Cape Royds,349
632,2010,Cape Tuxen,17
633,2010,Cape Valentine,641
634,2010,Cape Washington,345
635,2010,Carvajal Station,76
636,2010,Christiania Islands,112
637,2010,Cierva Cove,4412
638,2010,Cobalescou Island,78
639,2010,Coronation Island,287
640,2010,Crystal Sound,411
641,2010,Curtiss Bay,454
642,2010,Cuverville Island,27089
643,2010,Dallmann Bay,18202
644,2010,Damoy Point/Dorian Bay,4222
645,2010,Danco Island,8649
646,2010,Dannebrog Islands,11
647,2010,Debenham Island,97
648,2010,Deception Island,16602
649,2010,Desolation Island,146
650,2010,Detaille Island,2785
651,2010,Devil Island,3902
652,2010,Discovery Bay,92
653,2010,Doumer Island,50
654,2010,Duseberg Buttress,5
655,2010,Edinburgh Hill,86
656,2010,Edwards Point,106
657,2010,Elephant Island,17542
658,2010,Enterprise Island,972
659,2010,Erebus and Terror Gulf,369
660,2010,Errera Channel,10060
661,2010,Esperanza Station,752
662,2010,False Bay,626
663,2010,Ferguson Channel,318
664,2010,Fildes Station,60
665,2010,Fish Islands,2405
666,2010,Flanders Bay,99
667,2010,Foyn Harbour,1877
668,2010,Franklin Island,270
669,2010,Frei Station,3287
670,2010,French Passage,139
671,2010,Fridtjof Sound,129
672,2010,Gabriel de Castilla Station,18
673,2010,Galindez Is -Penola Strait,7
674,2010,Georges Point,111
675,2010,Gerlache Strait,36308
676,2010,Gibbs Island,8642
677,2010,Girard Bay,79
678,2010,Goudier Island,20317
679,2010,Gourdin Island,1684
680,2010,Graham Passage,372
681,2010,Great Wall Station,225
682,2010,Greenwich Island,152
683,2010,Half Moon Island,15166
684,2010,Hannah Point,2288
685,2010,Hanusse Bay,131
686,2010,Herbert Sound,198
687,2010,Heroina Island,184
688,2010,Hope Bay,294
689,2010,Horseshoe Island,1861
690,2010,Hovgaard Island,466
691,2010,Hydrurga Rocks,733
692,2010,Inexpressible Island,54
693,2010,Jabet Peak,22
694,2010,James Ross Island,264
695,2010,Jenny Island,14
696,2010,Jonassen Island,66
697,2010,Jougla Point,11045
698,2010,Jubany,1332
699,2010,King Sejong Station,46
700,2010,Kinnes Cove/Madder Cliffs,825
701,2010,Laurie Island,323
702,2010,Leith Cove,693
703,2010,Lemaire Channel,36232
704,2010,Lemaire Island,25
705,2010,Lindblad Cove,251
706,2010,Livingston Island,252
707,2010,"Maxwell Bay, King George",364
708,2010,McMurdo Ice Channel,196
709,2010,McMurdo Station,315
710,2010,Melchior Islands,5050
711,2010,Mendel/Czech Station,302
712,2010,Mertz Glacier Tongue,106
713,2010,Mikkelsen Harbor,3452
714,2010,Monroe Island,310
715,2010,Mount Demaria,25
716,2010,Mount Mill,28
717,2010,Mount Scott,40
718,2010,Mount Shackleton,52
719,2010,Mutton Cove,157
720,2010,Neko Harbor,22259
721,2010,Neptunes Bellows,683
722,2010,Neumayer Channel,21702
723,2010,Neumayer Station,129
724,2010,Novolazarevskaya,183
725,2010,O'Higgins Station,86
726,2010,Orcadas,2733
727,2010,Orne Harbor,2378
728,2010,Orne Islands,158
729,2010,Palmer Station,23979
730,2010,Paradise Bay,23470
731,2010,Patriot Hills,1161
732,2010,Paulet Island,4723
733,2010,Peltier Channel,1045
734,2010,Pendulum Cove,2310
735,2010,Penguin Island,2481
736,2010,Peon Peak,30
737,2010,Peter Oy Island,154
738,2010,Petermann Island,18801
739,2010,Petrel Cove,112
740,2010,Pitt Islands,150
741,2010,Pl始eau Island,11162
742,2010,Point Wild,3989
743,2010,Porquois Pas Island,2340
744,2010,Port Charcot,4703
745,2010,Port Foster,1071
746,2010,Portal Point,842
747,2010,Possession Island,194
748,2010,Potter Cove,94
749,2010,Prospect Point,508
750,2010,Red Rock Ridge,320
751,2010,Robert Point,359
752,2010,Ronge Island Other,91
753,2010,Rosamel Island,118
754,2010,Ross Ice Shelf,203
755,2010,Sandefjord Bay,163
756,2010,Scott Base,305
757,2010,Seymour Island,26
758,2010,Shingle Cove,635
759,2010,Signy Island Station,132
760,2010,Skontorp Cove,5374
761,2010,Snow Hill Emperor Rookery,731
762,2010,South Bay,530
763,2010,South Orkney Islands,149
764,2010,Spigot Peak,281
765,2010,Stonington Island,1885
766,2010,Telefon Bay,3862
767,2010,Terra Nova Bay,54
768,2010,The Gullet,3255
769,2010,Torgersen Island,1209
770,2010,Trinity Island Other,374
771,2010,Trinity Island-Mikkelsen Hrbr,270
772,2010,Turret Point,187
773,2010,Union Glacier,60
774,2010,Unknown Name,12
775,2010,Useful Island,1899
776,2010,Vega Island/Herbert Sound,52
777,2010,Vernadsky Station,18606
778,2010,Waddington Bay,192
779,2010,Walker Bay (by Hannah Point),356
780,2010,Waterboat Point/Gonzalez Videla Station,3666
781,2010,Watkins Island,11
782,2010,Wauwermans Islands,90
783,2010,Webb Island,588
784,2010,Weddell Sea,1664
785,2010,Whalers Bay,18225
786,2010,Wilhelmina Bay,4303
787,2010,Winter Island,1211
788,2010,Yalour Islands,2289
789,2010,Yankee Harbor,2789
790,2009,Admiralty Bay,9144
791,2009,Aitcho - Barrientos Island,9227
792,2009,Aitcho - Other,795
793,2009,Almirante Brown,16550
794,2009,Andvord Bay,4511
795,2009,Antarctic Sound,12634
796,2009,Arctowski Station,3816
797,2009,Ardley Island,251
798,2009,Argentine Islands Other,1172
799,2009,Argentine Islands/Wordie Hut,2533
800,2009,Arturo Prat Station,267
801,2009,Astrolabe Island,1397
802,2009,Audrey Island,244
803,2009,Baily Head,3080
804,2009,Beascochea Bay,76
805,2009,Bellingshausen Station,2116
806,2009,Bennett Islands,44
807,2009,Bismarck Strait,3578
808,2009,Bongrain Point,400
809,2009,Booth Island,1820
810,2009,Borgeois Fjord,242
811,2009,Brabant Island,104
812,2009,Bransfield Strait,3851
813,2009,Brown Bluff,9443
814,2009,Butler Passage,3578
815,2009,Campbell Island,615
816,2009,Cape Adare,796
817,2009,Cape Bird,131
818,2009,Cape Colbeck,360
819,2009,Cape Decouverte,50
820,2009,Cape Denison,1445
821,2009,Cape Evans,327
822,2009,Cape Gray,95
823,2009,Cape Hallett,772
824,2009,Cape Jules,420
825,2009,Cape Lachman,219
826,2009,Cape Lookout,910
827,2009,Cape Mergerie,48
828,2009,Cape Renard,576
829,2009,Cape Royds,329
830,2009,Cape Tuxen,393
831,2009,Cape Washington,551
832,2009,Charlotte Bay,420
833,2009,Christiania Islands,126
834,2009,Cierva Cove,2796
835,2009,Commonwealth Bay,116
836,2009,Coulman Island,736
837,2009,Covey Rocks,222
838,2009,Crystal Sound,555
839,2009,Curtiss Bay,322
840,2009,Cuverville Island,25650
841,2009,Dallmann Bay,6545
842,2009,Damoy Point/Dorian Bay,3896
843,2009,Danco Island,6495
844,2009,Darbel Bay,36
845,2009,Decepcion Base Research Station,30
846,2009,Deception Island,12174
847,2009,Desolation Island,164
848,2009,Detaille Island,2569
849,2009,Devil Island,7224
850,2009,Dion Islands (ASPA),241
851,2009,Dogs Leg Fjord,320
852,2009,Doumer Island,88
853,2009,Drygalski Ice Tongue,302
854,2009,Duchaylard Islands,188
855,2009,Dumont D'Urville Station,1124
856,2009,Dundee Island,112
857,2009,Elephant Island,15770
858,2009,Enterprise Island,2907
859,2009,Erebus and Terror Gulf,85
860,2009,Errera Channel,9844
861,2009,Esperanza Station,3093
862,2009,Ferguson Channel,26
863,2009,Ferraz Station,199
864,2009,Fish Islands,2093
865,2009,Foyn Harbour,1811
866,2009,Franklin Island,308
867,2009,Frei Station,1846
868,2009,Fridtjof Sound,122
869,2009,Fumarole Bay,183
870,2009,Galindez Is -Penola Strait,30
871,2009,Gand Island,101
872,2009,Georges Point,412
873,2009,Gerlache Strait,8061
874,2009,Gibbs Island,3674
875,2009,Girard Bay,50
876,2009,Goudier Island,19744
877,2009,Gourdin Island,1901
878,2009,Graham Passage,220
879,2009,Great Wall Station,58
880,2009,Greenwich Island,1496
