"am_sid","sciname","am_category","iucn_sid","iucn_category","popn_trend","parent_sid","subpop_sid","popn_category","info_source","spp_group","id_no","spatial_source","category_score","trend_score"
"URM-Cn-4805","Acropora pharaonis","VU",133247,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",133247,"iucn",0.4,-0.5
"Hol-208947","Actinopyga echinites",NA,180518,"VU","Decreasing",NA,NA,"VU","iucn","SEACUCUMBERS",180518,"iucn",0.4,-0.5
"SLB-65995","Actinopyga agassizi",NA,180353,"LC","Unknown",NA,NA,"LC","iucn","SEACUCUMBERS",180353,"iucn",0,NA
"Hol-149898","Parastichopus regalis",NA,180298,"LC","Unknown",NA,NA,"LC","iucn","SEACUCUMBERS",180298,"iucn",0,NA
"Hol-125180","Holothuria mexicana",NA,180492,"LC","Unknown",NA,NA,"LC","iucn","SEACUCUMBERS",180492,"iucn",0,NA
"Hol-148748","Holothuria atra",NA,180421,"LC","Stable",NA,NA,"LC","iucn","SEACUCUMBERS",180421,"iucn",0,0
"Hol-124525","Holothuria poli",NA,180295,"LC","Unknown",NA,NA,"LC","iucn","SEACUCUMBERS",180295,"iucn",0,NA
"Hol-210813","Holothuria scabra",NA,180257,"EN","Decreasing",NA,NA,"EN","iucn","SEACUCUMBERS",180257,"iucn",0.6,-0.5
"Hol-210835","Holothuria nobilis",NA,180326,"EN",NA,NA,NA,"EN","iucn","SEACUCUMBERS",180326,"iucn",0.6,NA
"Hol-124501","Holothuria forskali",NA,180297,"LC","Unknown",NA,NA,"LC","iucn","SEACUCUMBERS",180297,"iucn",0,NA
"Rep-3759","Laticauda colubrina","LC",176750,"LC","Stable",NA,NA,"LC","iucn","non-homalopsids",NA,"iucn",0,0
"Rep-110","Acrochordus granulatus","LC",176769,"LC","Stable",NA,NA,"LC","iucn","non-homalopsids",NA,"iucn",0,0
"ITS-180498","Ziphius cavirostris","LC",23211,"LC","Unknown",NA,16381144,"LC","iucn","MAMMMARINE",NA,"iucn_parent",0,NA
"ITS-180505","Hyperoodon planifrons","LC",10708,"LC","Unknown",NA,NA,"LC","iucn","MAMMMARINE",NA,"iucn",0,NA
"ITS-180630","Arctocephalus gazella","LC",2058,"LC","Increasing",NA,NA,"LC","iucn","MAMMMARINE",NA,"iucn",0,0.5
"ITS-180631","Arctocephalus forsteri","LC",41664,"LC","Increasing",NA,NA,"LC","iucn","MAMMMARINE",NA,"iucn",0,0.5
"ITS-180632","Arctocephalus tropicalis","LC",2062,"LC","Increasing",NA,NA,"LC","iucn","MAMMMARINE",NA,"iucn",0,0.5
"ITS-180633","Arctocephalus australis","LC",2055,"LC","Increasing",NA,NA,"LC","iucn","MAMMMARINE",NA,"iucn",0,0.5
"ITS-180636","Arctocephalus townsendi","NT",2061,"NT","Increasing",NA,NA,"NT","iucn","MAMMMARINE",NA,"iucn",0.2,0.5
"ITS-180649","Phoca vitulina","LC",17013,"LC","Stable",NA,NA,"LC","iucn","MAMMMARINE",NA,"iucn",0,0
"ITS-180653","Halichoerus grypus","LC",9660,"LC","Increasing",NA,NA,"LC","iucn","MAMMMARINE",NA,"iucn",0,0.5
"ITS-180657","Cystophora cristata","VU",6204,"VU","Decreasing",NA,NA,"VU","iucn","MAMMMARINE",NA,"iucn",0.4,-0.5
"ITS-180521","Eschrichtius robustus","LC",8097,"LC","Stable",NA,8099,"LC","iucn","MAMMMARINE",NA,"iucn_parent",0,0
"ITS-180524","Balaenoptera acutorostrata","LC",2474,"LC","Stable",NA,NA,"LC","iucn","MAMMMARINE",NA,"iucn",0,0
"ITS-180526","Balaenoptera borealis","EN",2475,"EN","Unknown",NA,NA,"EN","iucn","MAMMMARINE",NA,"iucn",0.6,NA
"ITS-180527","Balaenoptera physalus","EN",2478,"EN","Unknown",NA,16208224,"EN","iucn","MAMMMARINE",NA,"iucn_parent",0.6,NA
"ITS-180528","Balaenoptera musculus","EN",2477,"EN","Increasing",NA,2479,"EN","iucn","MAMMMARINE",NA,"iucn_parent",0.6,0.5
"ITS-180530","Megaptera novaeangliae","LC",13006,"LC","Increasing",NA,132835,"LC","iucn","MAMMMARINE",NA,"iucn_parent",0,0.5
"ITS-180533","Balaena mysticetus","LC",2467,"LC","Increasing",NA,2468,"LC","iucn","MAMMMARINE",NA,"iucn_parent",0,0.5
"ITS-180537","Eubalaena glacialis","EN",41712,"EN","Unknown",NA,NA,"EN","iucn","MAMMMARINE",NA,"iucn",0.6,NA
"ITS-180547","Enhydra lutris","EN",7750,"EN","Decreasing",NA,NA,"EN","iucn","MAMMTERR",NA,"iucn",0.6,-0.5
"ITS-180411","Pontoporia blainvillei","VU",17978,"VU","Decreasing",NA,41761,"VU","iucn","MAMMMARINE",NA,"iucn_parent",0.4,-0.5
"ITS-180417","Steno bredanensis","LC",20738,"LC","Unknown",NA,NA,"LC","iucn","MAMMMARINE",NA,"iucn",0,NA
"ITS-180419","Sousa chinensis","NT",20424,"NT","Decreasing",NA,133710,"NT","iucn","MAMMMARINE",NA,"iucn_parent",0.2,-0.5
"ITS-180426","Tursiops truncatus","LC",22563,"LC","Unknown",NA,194300,"LC","iucn","MAMMMARINE",NA,"iucn_parent",0,NA
"ITS-180430","Stenella attenuata","LC",20729,"LC","Unknown",NA,NA,"LC","iucn","MAMMMARINE",NA,"iucn",0,NA
"ITS-180434","Stenella coeruleoalba","LC",20731,"LC","Unknown",NA,16674437,"LC","iucn","MAMMMARINE",NA,"iucn_parent",0,NA
"ITS-180438","Delphinus delphis","LC",6336,"LC","Unknown",NA,41762,"LC","iucn","MAMMMARINE",NA,"iucn_parent",0,NA
"ITS-180440","Lagenodelphis hosei","LC",11140,"LC","Unknown",NA,NA,"LC","iucn","MAMMMARINE",NA,"iucn",0,NA
"ITS-180442","Lagenorhynchus albirostris","LC",11142,"LC","Unknown",NA,NA,"LC","iucn","MAMMMARINE",NA,"iucn",0,NA
"ITS-180443","Lagenorhynchus acutus","LC",11141,"LC","Unknown",NA,NA,"LC","iucn","MAMMMARINE",NA,"iucn",0,NA
"ITS-180444","Lagenorhynchus obliquidens","LC",11145,"LC","Unknown",NA,NA,"LC","iucn","MAMMMARINE",NA,"iucn",0,NA
"ITS-180447","Lagenorhynchus cruciger","LC",11144,"LC","Unknown",NA,NA,"LC","iucn","MAMMMARINE",NA,"iucn",0,NA
"ITS-180454","Lissodelphis borealis","LC",12125,"LC","Unknown",NA,NA,"LC","iucn","MAMMMARINE",NA,"iucn",0,NA
"ITS-180457","Grampus griseus","LC",9461,"LC","Unknown",NA,16378423,"LC","iucn","MAMMMARINE",NA,"iucn_parent",0,NA
"ITS-180459","Peponocephala electra","LC",16564,"LC","Unknown",NA,NA,"LC","iucn","MAMMMARINE",NA,"iucn",0,NA
"ITS-180471","Orcaella brevirostris","VU",15419,"VU","Decreasing",NA,44556,"VU","iucn","MAMMMARINE",NA,"iucn_parent",0.4,-0.5
"ITS-180473","Phocoena phocoena","LC",17027,"LC","Unknown",NA,17031,"LC","iucn","MAMMMARINE",NA,"iucn_parent",0,NA
"ITS-180480","Phocoenoides dalli","LC",17032,"LC","Unknown",NA,NA,"LC","iucn","MAMMMARINE",NA,"iucn",0,NA
"ITS-180483","Delphinapterus leucas","NT",6335,"NT","Unknown",NA,61442,"NT","iucn","MAMMMARINE",NA,"iucn_parent",0.2,NA
"ITS-180485","Monodon monoceros","NT",13704,"NT","Unknown",NA,NA,"NT","iucn","MAMMMARINE",NA,"iucn",0.2,NA
"ITS-180619","Otaria flavescens","LC",41665,"LC","Stable",NA,NA,"LC","iucn","MAMMMARINE",NA,"iucn",0,0
"ITS-180621","Zalophus californianus","LC",41666,"LC","Increasing",NA,NA,"LC","iucn","MAMMMARINE",NA,"iucn",0,0.5
"ITS-180623","Neophoca cinerea","EN",14549,"EN","Decreasing",NA,NA,"EN","iucn","MAMMMARINE",NA,"iucn",0.6,-0.5
"ITS-180625","Eumetopias jubatus","EN",8239,"NT","Increasing",NA,17367725,"NT","iucn","MAMMMARINE",NA,"iucn_parent",0.2,0.5
"ITS-180627","Callorhinus ursinus","VU",3590,"VU","Decreasing",NA,NA,"VU","iucn","MAMMMARINE",NA,"iucn",0.4,-0.5
"ITS-180665","Ommatophoca rossii","LC",15269,"LC","Unknown",NA,NA,"LC","iucn","MAMMMARINE",NA,"iucn",0,NA
"ITS-180667","Hydrurga leptonyx","LC",10340,"LC","Unknown",NA,NA,"LC","iucn","MAMMMARINE",NA,"iucn",0,NA
"ITS-180669","Leptonychotes weddellii","LC",11696,"LC","Unknown",NA,NA,"LC","iucn","MAMMMARINE",NA,"iucn",0,NA
"ITS-180672","Mirounga angustirostris","LC",13581,"LC","Increasing",NA,NA,"LC","iucn","MAMMMARINE",NA,"iucn",0,0.5
"ITS-180679","Dugong dugon","VU",6909,"VU","Unknown",NA,NA,"VU","iucn","MAMMMARINE",NA,"iucn",0.4,NA
"ITS-180684","Trichechus manatus","VU",22103,"VU","Decreasing",NA,22106,"VU","iucn","MAMMMARINE",NA,"iucn_parent",0.4,-0.5
"ITS-552771","Eubalaena australis","LC",8153,"LC","Increasing",NA,133704,"LC","iucn","MAMMMARINE",NA,"iucn_parent",0,0.5
"ITS-622014","Zalophus wollebaeki","EN",41668,"EN","Decreasing",NA,NA,"EN","iucn","MAMMMARINE",NA,"iucn",0.6,-0.5
"ITS-622018","Pusa hispida","LC",41672,"LC","Unknown",NA,NA,"LC","iucn","MAMMMARINE",NA,"iucn",0,NA
"ITS-622022","Pagophilus groenlandicus","LC",41671,"LC","Increasing",NA,NA,"LC","iucn","MAMMMARINE",NA,"iucn",0,0.5
"ITS-622023","Lobodon carcinophaga","LC",12246,"LC","Unknown",NA,NA,"LC","iucn","MAMMMARINE",NA,"iucn",0,NA
"SLB-120063","Conus milneedwardsi",NA,192323,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192323,"iucn",0,NA
"SLB-120088","Conus floridulus",NA,192380,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192380,"iucn",0,NA
"SLB-120147","Conus monile",NA,192408,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192408,"iucn",0,NA
"SLB-120153","Conus praecellens",NA,192276,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192276,"iucn",0,NA
"SLB-129356","Conus orbignyi",NA,192641,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192641,"iucn",0,NA
"Hol-208956","Actinopyga mauritiana",NA,180337,"VU","Decreasing",NA,NA,"VU","iucn","SEACUCUMBERS",180337,"iucn",0.4,-0.5
"Hol-208949","Actinopyga miliaris",NA,180265,"VU","Decreasing",NA,NA,"VU","iucn","SEACUCUMBERS",180265,"iucn",0.4,-0.5
"Hol-210768","Bohadschia argus",NA,180541,"LC","Stable",NA,NA,"LC","iucn","SEACUCUMBERS",180541,"iucn",0,0
"Hol-241820","Holothuria coluber",NA,180395,"LC","Unknown",NA,NA,"LC","iucn","SEACUCUMBERS",180395,"iucn",0,NA
"Hol-210882","Holothuria edulis",NA,180400,"LC","Unknown",NA,NA,"LC","iucn","SEACUCUMBERS",180400,"iucn",0,NA
"Hol-210874","Holothuria fuscogilva",NA,200715,"VU","Decreasing",NA,NA,"VU","iucn","SEACUCUMBERS",200715,"iucn",0.4,-0.5
"SLB-88397","Holothuria fuscopunctata",NA,180414,"LC","Unknown",NA,NA,"LC","iucn","SEACUCUMBERS",180414,"iucn",0,NA
"Hol-210772","Pearsonothuria graeffei",NA,180248,"LC","Unknown",NA,NA,"LC","iucn","SEACUCUMBERS",180248,"iucn",0,NA
"Hol-149789","Stichopus chloronotus",NA,180477,"LC","Stable",NA,NA,"LC","iucn","SEACUCUMBERS",180477,"iucn",0,0
"Hol-210916","Thelenota ananas",NA,180481,"EN","Decreasing",NA,NA,"EN","iucn","SEACUCUMBERS",180481,"iucn",0.6,-0.5
"Rep-34","Acalyptophis peronii",NA,176756,"LC","Stable",NA,NA,"LC","iucn","non-homalopsids",NA,"iucn",0,0
"Rep-205","Aipysurus eydouxii",NA,176757,"LC","Unknown",NA,NA,"LC","iucn","non-homalopsids",NA,"iucn",0,NA
"Rep-208","Aipysurus laevis",NA,176704,"LC","Decreasing",NA,NA,"LC","iucn","non-homalopsids",NA,"iucn",0,-0.5
"Rep-865","Astrotia stokesii",NA,176708,"LC","Unknown",NA,NA,"LC","iucn","non-homalopsids",NA,"iucn",0,NA
"Rep-2758","Emydocephalus annulatus",NA,176720,"LC","Decreasing",NA,NA,"LC","iucn","non-homalopsids",NA,"iucn",0,-0.5
"Rep-2769","Enhydrina schistosa",NA,176719,"LC","Stable",NA,NA,"LC","iucn","non-homalopsids",NA,"iucn",0,0
"Rep-3490","Hydrophis elegans",NA,176734,"LC","Stable",NA,NA,"LC","iucn","non-homalopsids",NA,"iucn",0,0
"Rep-3744","Lapemis curtus",NA,176746,"LC","Unknown",NA,NA,"LC","iucn","non-homalopsids",NA,"iucn",0,NA
"Hol-367868","Isostichopus badionotus",NA,180519,"LC","Unknown",NA,NA,"LC","iucn","SEACUCUMBERS",180519,"iucn",0,NA
"Hol-529402","Holothuria hilla",NA,180235,"LC","Unknown",NA,NA,"LC","iucn","SEACUCUMBERS",180235,"iucn",0,NA
"Hol-210880","Holothuria rigida",NA,180443,"LC","Unknown",NA,NA,"LC","iucn","SEACUCUMBERS",180443,"iucn",0,NA
"SLB-93391","Acropora abrotanoides",NA,133649,"LC","Decreasing",NA,NA,"LC","iucn","CORALS1",133649,"iucn",0,-0.5
"SLB-93466","Acropora globiceps",NA,133387,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",133387,"iucn",0.4,-0.5
"SLB-93474","Acropora retusa",NA,133115,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",133115,"iucn",0.4,-0.5
"SLB-93562","Conus litteratus",NA,192719,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192719,"iucn",0,NA
"SLB-93568","Conus quercinus",NA,192812,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192812,"iucn",0,NA
"SLB-93570","Conus suratensis",NA,192614,"LC",NA,NA,NA,"LC","iucn","CONUS",192614,"iucn",0,NA
"SLB-93574","Conus betulinus",NA,192298,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192298,"iucn",0,NA
"SLB-93578","Conus coronatus",NA,192636,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192636,"iucn",0,NA
"SLB-93583","Conus flavidus",NA,192562,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192562,"iucn",0,NA
"SLB-93586","Conus generalis",NA,192460,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192460,"iucn",0,NA
"SLB-93588","Conus leopardus",NA,192386,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192386,"iucn",0,NA
"SLB-93593","Acropora subulata",NA,133682,"LC","Decreasing",NA,NA,"LC","iucn","CORALS1",133682,"iucn",0,-0.5
"SLB-93594","Conus lividus",NA,192844,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192844,"iucn",0,NA
"SLB-93600","Conus marmoreus",NA,192701,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192701,"iucn",0,NA
"SLB-93607","Conus tessulatus",NA,192743,"LC","Stable",NA,NA,"LC","iucn","CONUS",192743,"iucn",0,0
"SLB-93610","Conus textile",NA,192316,"LC",NA,NA,NA,"LC","iucn","CONUS",192316,"iucn",0,NA
"SLB-93690","Acropora appressa",NA,133195,"NT","Decreasing",NA,NA,"NT","iucn","CORALS1",133195,"iucn",0.2,-0.5
"SLB-93747","Acropora speciosa",NA,133338,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",133338,"iucn",0.4,-0.5
"SLB-93757","Astreopora expansa",NA,133227,"NT","Decreasing",NA,NA,"NT","iucn","CORALS1",133227,"iucn",0.2,-0.5
"SLB-100581","Conus arenatus",NA,192870,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192870,"iucn",0,NA
"SLB-100585","Conus auricomus",NA,192815,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192815,"iucn",0,NA
"SLB-100589","Conus bullatus",NA,192297,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192297,"iucn",0,NA
"SLB-100590","Conus catus",NA,192367,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192367,"iucn",0,NA
"SLB-100596","Conus cylindraceus",NA,192793,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192793,"iucn",0,NA
"SLB-100599","Conus distans",NA,192305,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192305,"iucn",0,NA
"SLB-100602","Conus ebraeus",NA,192611,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192611,"iucn",0,NA
"SLB-100604","Conus eburneus",NA,192700,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192700,"iucn",0,NA
"SLB-100609","Conus frigidus",NA,192419,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192419,"iucn",0,NA
"SLB-100612","Conus tulipa",NA,192789,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192789,"iucn",0,NA
"SLB-100613","Conus terebra",NA,192586,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192586,"iucn",0,NA
"SLB-100614","Conus tenuistriatus",NA,192648,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192648,"iucn",0,NA
"SLB-100615","Conus striatus",NA,192321,"LC","Stable",NA,NA,"LC","iucn","CONUS",192321,"iucn",0,0
"SLB-100617","Conus sanguinolentus",NA,192296,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192296,"iucn",0,NA
"SLB-100618","Conus rattus",NA,192428,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192428,"iucn",0,NA
"SLB-100619","Conus pulicarius",NA,192506,"LC",NA,NA,NA,"LC","iucn","CONUS",192506,"iucn",0,NA
"SLB-100620","Conus pertusus",NA,192879,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192879,"iucn",0,NA
"SLB-100621","Conus omaria",NA,192819,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192819,"iucn",0,NA
"SLB-100622","Conus nussatella",NA,192318,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192318,"iucn",0,NA
"SLB-100624","Conus mustelinus",NA,192356,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192356,"iucn",0,NA
"SLB-100625","Conus musicus",NA,192796,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192796,"iucn",0,NA
"SLB-100626","Conus muriculatus",NA,192327,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192327,"iucn",0,NA
"SLB-100627","Conus moreleti",NA,192564,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192564,"iucn",0,NA
"SLB-100628","Conus miliaris",NA,192590,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192590,"iucn",0,NA
"SLB-100629","Conus miles",NA,192634,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192634,"iucn",0,NA
"SLB-100630","Conus magnificus",NA,192573,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192573,"iucn",0,NA
"SLB-100632","Conus litoglyphus",NA,192378,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192378,"iucn",0,NA
"SLB-100633","Conus legatus",NA,192843,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192843,"iucn",0,NA
"SLB-100635","Conus imperialis",NA,192593,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192593,"iucn",0,NA
"SLB-100637","Conus glans",NA,192722,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192722,"iucn",0,NA
"SLB-100638","Conus geographus",NA,192772,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192772,"iucn",0,NA
"SLB-100640","Conus emaciatus",NA,192342,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192342,"iucn",0,NA
"SLB-100643","Conus consors",NA,192847,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192847,"iucn",0,NA
"SLB-100646","Conus coffeae",NA,192754,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192754,"iucn",0,NA
"SLB-100647","Conus coelinae",NA,192328,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192328,"iucn",0,NA
"SLB-100649","Conus canonicus",NA,192737,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192737,"iucn",0,NA
"SLB-100652","Conus capitaneus",NA,192507,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192507,"iucn",0,NA
"SLB-100653","Conus boeticus",NA,192374,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192374,"iucn",0,NA
"SLB-100654","Conus ammiralis",NA,192383,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192383,"iucn",0,NA
"SLB-100657","Conus aulicus",NA,192563,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192563,"iucn",0,NA
"SLB-100658","Conus aureus",NA,192413,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192413,"iucn",0,NA
"SLB-100659","Conus balteatus",NA,192849,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192849,"iucn",0,NA
"SLB-100671","Conus virgo",NA,192853,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192853,"iucn",0,NA
"SLB-100934","Conus centurio",NA,192831,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192831,"iucn",0,NA
"SLB-103760","Conus achatinus",NA,192727,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192727,"iucn",0,NA
"SLB-103788","Conus biliosus",NA,192420,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192420,"iucn",0,NA
"SLB-103799","Conus capitanellus",NA,192304,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192304,"iucn",0,NA
"SLB-103800","Conus caracteristicus",NA,192820,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192820,"iucn",0,NA
"SLB-103806","Conus cinereus",NA,192708,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192708,"iucn",0,NA
"SLB-103811","Conus circumcisus",NA,192829,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192829,"iucn",0,NA
"SLB-103816","Conus coccineus",NA,192393,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192393,"iucn",0,NA
"URM-Cn-5757","Fungia distorta",NA,133371,"LC","Stable",NA,NA,"LC","iucn","CORALS2",133371,"iucn",0,0
"SLB-117483","Galaxea horrescens",NA,133495,"LC","Unknown",NA,NA,"LC","iucn","CORALS2",133495,"iucn",0,NA
"SLB-117490","Pocillopora danae",NA,133097,"VU","Unknown",NA,NA,"VU","iucn","CORALS2",133097,"iucn",0.4,NA
"SLB-117497","Seriatopora stellata",NA,133002,"NT","Stable",NA,NA,"NT","iucn","CORALS2",133002,"iucn",0.2,0
"SLB-117551","Stylophora subseriata",NA,133530,"LC","Unknown",NA,NA,"LC","iucn","CORALS2",133530,"iucn",0,NA
"SLB-118089","Conus lischkeanus",NA,192269,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192269,"iucn",0,NA
"Hol-210901","Holothuria pervicax",NA,180525,"LC","Unknown",NA,NA,"LC","iucn","SEACUCUMBERS",180525,"iucn",0,NA
"SLB-118698","Conus magus",NA,192549,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192549,"iucn",0,NA
"SLB-118879","Conus monachus",NA,192399,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192399,"iucn",0,NA
"SLB-118880","Conus parius",NA,192686,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192686,"iucn",0,NA
"SLB-118881","Conus planorbis",NA,192811,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192811,"iucn",0,NA
"SLB-118910","Conus spectrum",NA,192647,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192647,"iucn",0,NA
"SLB-158372","Conus stercusmuscarum",NA,192786,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192786,"iucn",0,NA
"SLB-118937","Conus viola",NA,192692,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192692,"iucn",0,NA
"SLB-155564","Polycheles coccifer",NA,185066,"LC","Unknown",NA,NA,"LC","iucn","LOBSTERS",185066,"iucn",0,NA
"SLB-158789","Meandrina danae",NA,133217,"LC","Stable",NA,NA,"LC","iucn","CORALS2",133217,"iucn",0,0
"SLB-158796","Porites brighami",NA,133543,"LC","Unknown",NA,NA,"LC","iucn","CORALS2",133543,"iucn",0,NA
"SLB-158799","Porites divaricata",NA,133584,"LC","Stable",NA,NA,"LC","iucn","CORALS2",133584,"iucn",0,0
"SLB-158820","Pocillopora ligulata",NA,133045,"LC","Unknown",NA,NA,"LC","iucn","CORALS2",133045,"iucn",0,NA
"Hol-148752","Holothuria difficilis",NA,180246,"LC","Unknown",NA,NA,"LC","iucn","SEACUCUMBERS",180246,"iucn",0,NA
"Hol-210846","Holothuria cinerascens",NA,180504,"LC","Stable",NA,NA,"LC","iucn","SEACUCUMBERS",180504,"iucn",0,0
"Kew-308879","Thalassia testudinum",NA,173346,"LC","Stable",NA,NA,"LC","iucn","SEAGRASSES",NA,"iucn",0,0
"Kew-288211","Syringodium filiforme",NA,173378,"LC","Stable",NA,NA,"LC","iucn","SEAGRASSES",NA,"iucn",0,0
"Kew-308065","Halodule wrightii",NA,173372,"LC","Increasing",NA,NA,"LC","iucn","SEAGRASSES",NA,"iucn",0,0.5
"ITS-32137","Avicennia germinans",NA,178811,"LC","Decreasing",NA,NA,"LC","iucn","MANGROVES",NA,"iucn",0,-0.5
"SLB-173556","Stereomastis auriculata",NA,185064,"LC","Unknown",NA,NA,"LC","iucn","LOBSTERS",185064,"iucn",0,NA
"SLB-173558","Polycheles baccatus",NA,185083,"LC","Unknown",NA,NA,"LC","iucn","LOBSTERS",185083,"iucn",0,NA
"SLB-173560","Stereomastis galil",NA,185069,"LC","Unknown",NA,NA,"LC","iucn","LOBSTERS",185069,"iucn",0,NA
"Hol-210893","Holothuria pardalis",NA,180286,"LC","Unknown",NA,NA,"LC","iucn","SEACUCUMBERS",180286,"iucn",0,NA
"SLB-184797","Pentacheles obscurus","LC",185091,"LC","Unknown",NA,NA,"LC","iucn","LOBSTERS",185091,"iucn",0,NA
"SLB-184959","Scammarctus batei",NA,169978,"LC","Unknown",NA,NA,"LC","iucn","LOBSTERS",169978,"iucn",0,NA
"Hol-210873","Holothuria fuscocinerea",NA,180494,"LC","Unknown",NA,NA,"LC","iucn","SEACUCUMBERS",180494,"iucn",0,NA
"Kew-308072","Halophila decipiens",NA,173352,"LC","Stable",NA,NA,"LC","iucn","SEAGRASSES",NA,"iucn",0,0
"Kew-308804","Ruppia maritima",NA,164508,"LC","Stable",NA,NA,"LC","iucn","SEAGRASSES",NA,"iucn",0,0
"Fis-10516","Aspidontus tractus",NA,48342166,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342166,"iucn",0,0
"Fis-10657","Thalassoma hardwicke","LC",187559,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA
"Fis-112193","Chlorurus troschelii","LC",190741,"LC","Unknown",NA,NA,"LC","iucn","PARROTFISH",NA,"iucn",0,NA
"Fis-112810","Parablennius rouxi","LC",194855,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",194855,"iucn",0,0
"Fis-113010","Alticus kirkii",NA,46079096,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",46079096,"iucn",0,0
"Fis-113018","Antennablennius variopunctatus",NA,46079321,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",46079321,"iucn",0,0
"Fis-113029","Parablennius thysanius",NA,46079924,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",46079924,"iucn",0,0
"Fis-113043","Petroscirtes ancylodon",NA,18263684,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",18263684,"iucn",0,0
