"TaxonKey","species"
600400,"Brachydeuterus auritus"
654793,"Brama australis"
600391,"Brama brama"
608421,"Bregmaceros mcclellandi"
601587,"Brevoortia aurea"
601589,"Brevoortia patronus"
601590,"Brevoortia pectinata"
601592,"Brevoortia tyrannus"
600051,"Brosme brosme"
600486,"Brotula barbata"
608275,"Brotula clarkae"
690434,"Buccinum undatum"
600918,"Caesio caerulaurea"
600923,"Caesio teres"
601221,"Calamus bajonado"
601222,"Calamus calamus"
690105,"Callinectes danae"
690052,"Callinectes sapidus"
690690,"Callista chione"
600167,"Callorhinchus capensis"
604722,"Callorhinchus milii"
604355,"Calotomus carolinus"
601894,"Campogramma glaycos"
690203,"Cancer borealis"
690031,"Cancer irroratus"
690115,"Cancer magister"
690119,"Cancer pagurus"
690287,"Cancer productus"
604279,"Canthidermis sufflamen"
649232,"Capromimus abbreviatus"
600054,"Capros aper"
601923,"Carangoides bajad"
601924,"Carangoides coeruleopinnatus"
601926,"Carangoides fulvoguttatus"
604443,"Carangoides malabaricus"
601909,"Carangoides orthogrammus"
601912,"Carangoides talamparoides"
601933,"Caranx crysos"
600071,"Caranx hippos"
601895,"Caranx ignobilis"
601935,"Caranx latus"
601936,"Caranx lugubris"
601906,"Caranx melampygus"
606360,"Caranx papuensis"
601899,"Caranx rhonchus"
601918,"Caranx ruber"
601917,"Caranx sexfasciatus"
600270,"Carassius carassius"
600858,"Carcharhinus albimarginatus"
600861,"Carcharhinus amblyrhynchos"
600864,"Carcharhinus brachyurus"
600868,"Carcharhinus falciformis"
600870,"Carcharhinus galapagensis"
600873,"Carcharhinus leucas"
600874,"Carcharhinus limbatus"
600875,"Carcharhinus longimanus"
600877,"Carcharhinus melanopterus"
600878,"Carcharhinus obscurus"
600880,"Carcharhinus plumbeus"
600884,"Carcharhinus sorrah"
600747,"Carcharias taurus"
600751,"Carcharodon carcharias"
690242,"Carcinus aestuarii"
690158,"Carcinus maenas"
690666,"Cardisoma guanhumi"
690087,"Cardium edule"
600983,"Caulolatilus chrysops"
603539,"Caulolatilus princeps"
614242,"Centriscops humerosus"
614129,"Centroberyx affinis"
600249,"Centrolophus niger"
600648,"Centrophorus granulosus"
600650,"Centrophorus lusitanicus"
600653,"Centrophorus squamosus"
600345,"Centropomus undecimalis"
600361,"Centropristis striata"
600656,"Centroscyllium fabricii"
600662,"Centroscymnus coelolepis"
600663,"Centroscymnus crepidater"
606396,"Cephalopholis argus"
606444,"Cephalopholis boenak"
600012,"Cephalopholis cruentata"
608816,"Cephalopholis fulva"
606447,"Cephalopholis hemistiktos"
606450,"Cephalopholis miniata"
606454,"Cephalopholis sonnerati"
606456,"Cephalopholis urodeta"
600797,"Cephaloscyllium isabellum"
600056,"Cepola macrophthalma"
690605,"Cerastoderma edule"
690606,"Cervimunida johni"
600547,"Cetengraulis edentulus"
600548,"Cetengraulis mysticetus"
600090,"Cetorhinus maximus"
690753,"Chaceon affinis"
690431,"Chaceon maritae"
690901,"Chaceon notialis"
600473,"Chaenocephalus aceratus"
601024,"Chaetodipterus faber"
603599,"Chaetodipterus zonatus"
605565,"Chaetodon lunula"
605581,"Chaetodon unimaculatus"
690404,"Chamelea gallina"
600474,"Champsocephalus gunnari"
600477,"Channichthys rhinoceratus"
600080,"Chanos chanos"
605603,"Cheilinus trilobatus"
605604,"Cheilinus undulatus"
605623,"Cheilio inermis"
600461,"Cheilodactylus variegatus"
623049,"Cheilopogon unicolor"
600444,"Cheimerius nufar"
605504,"Chelidonichthys capensis"
600044,"Chelidonichthys cuculus"
600507,"Chelidonichthys kumu"
601366,"Chelidonichthys lucerna"
602499,"Chelon labrosus"
602503,"Chimaera monstrosa"
690692,"Chione stutchburyi"
690313,"Chionoecetes opilio"
606358,"Chirocentrus dorab"
601452,"Chirocentrus nudus"
690679,"Chlamys delicatula"
690185,"Chlamys islandica"
600385,"Chloroscombrus chrysurus"
601937,"Chloroscombrus orqueta"
608097,"Chlorurus microrhinos"
605556,"Chlorurus sordidus"
690082,"Choromytilus chorus"
601706,"Chromis chromis"
626675,"Cilus gilberti"
605831,"Cirrhitus pinnulatus"
604215,"Citharichthys sordidus"
604943,"Citharus linguatula"
690909,"Cittarium pica"
603656,"Clepticus parrae"
690651,"Clinocardium nuttallii"
601608,"Clupanodon thrissa"
601530,"Clupea bentincki"
600024,"Clupea harengus"
601520,"Clupea pallasii pallasii"
601470,"Clupeonella cultriventris"
608445,"Coelorinchus chilensis"
600303,"Cololabis saira"
690127,"Concholepas concholepas"
600301,"Conger conger"
600302,"Conger myriaster"
600300,"Conger oceanicus"
600299,"Conger orbignianus"
611713,"Congresox talabonoides"
600401,"Conodon nobilis"
603517,"Cookeolus japonicus"
602669,"Coregonus autumnalis"
646941,"Coregonus laurettae"
600232,"Coregonus lavaretus"
612547,"Coregonus muksun"
602674,"Coregonus nasus"
600233,"Coregonus oxyrinchus"
602676,"Coregonus pidschian"
602678,"Coregonus sardinella"
600058,"Coris julis"
600006,"Coryphaena hippurus"
600332,"Coryphaenoides rupestris"
651212,"Cottoperca gobio"
690091,"Crangon crangon"
690283,"Crassostrea gigas"
690232,"Crassostrea rhizophorae"
690009,"Crassostrea virginica"
607931,"Crenidens crenidens"
606457,"Cromileptes altivelis"
601262,"Ctenochaetus striatus"
601168,"Ctenosciaena gracilicirrhus"
613954,"Cyclopsetta querna"
600062,"Cyclopterus lumpus"
605531,"Cymatoceps nasutus"
601169,"Cynoscion acoupa"
600403,"Cynoscion analis"
601170,"Cynoscion arenarius"
652918,"Cynoscion guatucupa"
601171,"Cynoscion jamaicensis"
601173,"Cynoscion leiarchus"
600405,"Cynoscion nebulosus"
600406,"Cynoscion regalis"
614030,"Cynoscion reticulatus"
611002,"Cynoscion stolzmanni"
600407,"Cynoscion striatus"
601178,"Cynoscion virescens"
601450,"Cyprinus carpio"
614575,"Cyttus novaezealandiae"
610676,"Cyttus traversi"
600669,"Dalatias licha"
600940,"Dasyatis akajei"
602572,"Dasyatis centroura"
601248,"Dasyatis guttata"
613178,"Dasyatis longa"
602060,"Dasyatis pastinaca"
600670,"Deania calcea"
600993,"Decapterus macarellus"
601938,"Decapterus macrosoma"
601939,"Decapterus maruadsi"
600994,"Decapterus punctatus"
600374,"Decapterus russelli"
600440,"Dentex angolensis"
604641,"Dentex congoensis"
600439,"Dentex dentex"
604536,"Dentex gibbosus"
600438,"Dentex macrophthalmus"
604538,"Dentex maroccanus"
604465,"Diagramma pictum"
610430,"Diapterus peruvianus"
601048,"Diapterus rhombeus"
606957,"Diastobranchus capensis"
600063,"Dicentrarchus labrax"
600394,"Dicentrarchus punctatus"
600526,"Dicologlossa cuneata"
601022,"Diodon hystrix"
601203,"Diplectrum formosum"
614248,"Diplectrum pacificum"
601752,"Diplodus annularis"
603574,"Diplodus argenteus argenteus"
602497,"Diplodus cervinus cervinus"
601749,"Diplodus puntazzo"
608069,"Diplodus sargus helenae "
601753,"Diplodus sargus sargus"
601754,"Diplodus vulgaris"
602058,"Dipturus batis"
613145,"Dipturus innominatus"
602561,"Dipturus laevis"
607616,"Dipturus oxyrinchus"
600467,"Dissostichus eleginoides"
601604,"Dorosoma cepedianum"
690227,"Doryteuthis pealeii"
690206,"Dosidicus gigas"
600454,"Drepane punctata"
601453,"Dussumieria acuta"
601454,"Dussumieria elopsoides"
605388,"Echidna nebulosa"
600641,"Echinorhinus brucus"
690122,"Echinus esculentus"
600412,"Elagatis bipinnulata"
690684,"Eledone cirrhosa"
600466,"Eleginops maclovinus"
600315,"Eleginus gracilis"
600314,"Eleginus nawaga"
600340,"Eleutheronema tetradactylum"
605656,"Ellochelon vaigiensis"
604959,"Elops lacerta"
600175,"Elops saurus"
600395,"Emmelichthys nitidus nitidus"
601874,"Enchelyopus cimbrius"
600556,"Encrasicholina heteroloba"
601659,"Engraulis anchoita"
601661,"Engraulis capensis"
600066,"Engraulis encrasicolus"
601663,"Engraulis japonicus"
601664,"Engraulis mordax"
600004,"Engraulis ringens"
613558,"Engyophrys sanctilaurentii"
690029,"Ensis directus"
690754,"Ensis ensis"
690755,"Ensis siliqua"
604237,"Eopsetta jordani"
602508,"Epigonus telescopus"
600014,"Epinephelus adscensionis"
600426,"Epinephelus aeneus"
600348,"Epinephelus analogus"
605367,"Epinephelus areolatus"
609217,"Epinephelus caninus"
605524,"Epinephelus chlorostigma"
606440,"Epinephelus coeruleopunctatus"
606465,"Epinephelus coioides"
605348,"Epinephelus fasciatus"
604460,"Epinephelus fuscoguttatus"
604961,"Epinephelus goreensis"
600015,"Epinephelus guttatus"
606660,"Epinephelus hexagonatus"
607348,"Epinephelus howlandi"
600016,"Epinephelus itajara"
606468,"Epinephelus lanceolatus"
605350,"Epinephelus maculatus"
606439,"Epinephelus malabaricus"
606470,"Epinephelus marginatus"
604923,"Epinephelus merra"
600017,"Epinephelus morio"
605353,"Epinephelus morrhua"
607354,"Epinephelus multinotatus"
607358,"Epinephelus polylepis"
606473,"Epinephelus polyphekadion"
600018,"Epinephelus striatus"
607366,"Epinephelus summana"
604461,"Epinephelus tauvina"
623878,"Eptatretus cirrhatus"
690608,"Erimacrus isenbeckii"
600258,"Esox lucius"
600087,"Etelis carbunculus"
601385,"Etelis coruscans"
601391,"Etelis oculatus"
601594,"Ethmalosa fimbriata"
601593,"Ethmidium maculatum"
600679,"Etmopterus granulosus"
600687,"Etmopterus spinax"
601455,"Etrumeus sadina"
601456,"Etrumeus whiteheadi"
601049,"Eucinostomus argenteus"
603565,"Eucinostomus gracilis"
690016,"Euphausia superba"
600096,"Euthynnus affinis"
600097,"Euthynnus alletteratus"
600098,"Euthynnus lineatus"
600068,"Eutrigla gurnardus"
690265,"Farfantepenaeus aztecus"
690327,"Farfantepenaeus brasiliensis"
690100,"Farfantepenaeus brevirostris"
690444,"Farfantepenaeus californiensis"
690268,"Farfantepenaeus duorarum"
690378,"Farfantepenaeus notialis"
690338,"Farfantepenaeus paulensis"
690376,"Farfantepenaeus subtilis"
690133,"Fenneropenaeus chinensis"
690189,"Fenneropenaeus indicus"
690042,"Fenneropenaeus merguiensis"
608289,"Fistularia corneta"
603275,"Fistularia tabacaria"
600308,"Gadus macrocephalus"
600069,"Gadus morhua"
600309,"Gadus ogac"
608425,"Gaidropsarus ensis"
600288,"Galeichthys feliceps"
600886,"Galeocerdo cuvier"
600341,"Galeoides decadactylus"
604642,"Galeorhinus galeus"
600807,"Galeus melastomus"
602420,"Gasterosteus aculeatus"
604462,"Gazza minuta"
607535,"Genyatremus luteus"
600422,"Genyonemus lineatus"
600482,"Genypterus blacodes"
600485,"Genypterus capensis"
600484,"Genypterus maculatus"
601054,"Gerres cinereus"
607699,"Gerres longirostris"
609907,"Gerres nigri"
605801,"Gerres oblongus"
605996,"Gerres oyena"
602532,"Ginglymostoma cirratum"
608173,"Girella tricuspidata"
690678,"Glycymeris glycymeris"
600026,"Glyptocephalus cynoglossus"
604238,"Glyptocephalus zachirus"
604464,"Gnathanodon speciosus"
601832,"Gnathodentex aureolineatus"
607041,"Gobionotothen gibberifrons"
600072,"Gobius niger"
605626,"Gomphosus varius"
690896,"Goneplax rhomboides"
628128,"Grammoplites suppositus"
604474,"Gymnocephalus cernua"
601834,"Gymnocranius grandoculis"
600106,"Gymnosarda unicolor"
609033,"Gymnothorax maderensis"
607547,"Gymnothorax moringa"
605396,"Gymnothorax rueppellii"
601730,"Gymnothorax unicolor"
602577,"Gymnura altavela"
602579,"Gymnura micrura"
601128,"Haemulon aurolineatum"
601129,"Haemulon bonariense"
601135,"Haemulon flavolineatum"
601141,"Haemulon sciurus"
601142,"Haemulon steindachneri"
602012,"Halargyreus johnsonii"
690302,"Haliotis midae"
690049,"Haliotis rubra"
690420,"Haliotis tuberculata"
690609,"Haliporoides diomedeae"
690194,"Haliporoides sibogae"
690215,"Haliporoides triarthrus"
605429,"Halobatrachus didactylus"
601478,"Harengula clupeola"
601479,"Harengula humeralis"
601480,"Harengula jaguana"
600260,"Harpadon nehereus"
600076,"Helicolenus dactylopterus"
614303,"Hemiramphus archipelagicus"
601059,"Hemiramphus brasiliensis"
605404,"Hemiramphus far"
601494,"Herklotsichthys quadrimaculatus"
690077,"Heterocarpus reedi"
690610,"Heterocarpus vicarius"
601150,"Heteropriacanthus cruentatus"
600637,"Hexanchus griseus"
601595,"Hilsa kelee"
615483,"Himantura gerrardi"
600519,"Hippoglossoides elassodon"
604239,"Hippoglossoides platessoides"
601371,"Hippoglossus hippoglossus"
600514,"Hippoglossus stenolepis"
601061,"Holocentrus adscensionis"
601062,"Holocentrus rufus"
690790,"Holothuria atra"
690791,"Holothuria edulis"
690010,"Homarus americanus"
690125,"Homarus gammarus"
600334,"Hoplostethus atlanticus"
604964,"Hoplostethus mediterraneus mediterraneus"
602067,"Huso huso"
602589,"Hydrolagus colliei"
609000,"Hydrolagus mirabilis"
613146,"Hydrolagus novaezealandiae"
600496,"Hyperoglyphe antarctica"
603920,"Hyperoglyphe bythites"
600255,"Hypomesus pretiosus"
600274,"Hypophthalmichthys molitrix"
600275,"Hypophthalmichthys nobilis"
600488,"Hypoptychus dybowskii"
600305,"Hyporhamphus sajori"
601205,"Hyporthodus flavolimbatus"
601206,"Hyporthodus mystacinus"
601207,"Hyporthodus nigritus"
601208,"Hyporthodus niveatus"
690611,"Ibacus ciliatus"
601625,"Ilisha africana"
601627,"Ilisha elongata"
690023,"Illex argentinus"
690059,"Illex coindetii"
690271,"Illex illecebrosus"
605613,"Iniistius pavo"
600397,"Isacia conceptionis"
601179,"Isopisthus parvipinnis"
614018,"Isopisthus remifer"
600217,"Istiompax indica"
600078,"Istiophorus albicans"
600077,"Istiophorus platypterus"
600752,"Isurus oxyrinchus"
600753,"Isurus paucus"
690321,"Jasus edwardsii"
690205,"Jasus frontalis"
690069,"Jasus lalandii"
600338,"Joturus pichardi"
600219,"Kajikia albida"
600223,"Kajikia audax"
612920,"Kathetostoma giganteum"
600107,"Katsuwonus pelamis"
601609,"Konosirus punctatus"
605790,"Kuhlia mugil"
605804,"Kyphosus bigibbus"
602498,"Kyphosus sectatrix"
605806,"Kyphosus vaigiensis"
600572,"Labrus bergylta"
604582,"Labrus merula"
601071,"Lachnolaimus maximus"
600363,"Lactarius lactarius"
602014,"Laemonema longipes"
601239,"Lagocephalus laevigatus"
690793,"Lambis lambis"
600088,"Lamna nasus"
600259,"Lampanyctodes hectoris"
601072,"Lampris guttatus"
600428,"Larimichthys crocea"
600416,"Larimichthys polyactis"
614015,"Larimus acclivis"
601180,"Larimus breviceps"
614009,"Larimus pacificus"
604589,"Lateolabrax japonicus"
600346,"Lates calcarifer"
604451,"Leiognathus equulus"
600429,"Leiostomus xanthurus"
601042,"Lepidocybium flavobrunneum"
607047,"Lepidonotothen nudifrons"
607045,"Lepidonotothen squamifrons"
614354,"Lepidoperca pulchella"
624237,"Lepidopsetta bilineata"
600645,"Lepidopus caudatus"
600027,"Lepidorhombus boscii"
600028,"Lepidorhombus whiffiagonis"
608483,"Lepidorhynchus denticulatus"
601722,"Lepidotrigla cavillone"
607553,"Lepophidium brevibarbe"
601853,"Lethrinus amboinensis"
601854,"Lethrinus atkinsoni"
601867,"Lethrinus atlanticus"
601844,"Lethrinus borbonicus"
601851,"Lethrinus harak"
601863,"Lethrinus lentjan"
601843,"Lethrinus mahsena"
601845,"Lethrinus microdon"
601858,"Lethrinus miniatus"
601846,"Lethrinus nebulosus"
601847,"Lethrinus obsoletus"
601864,"Lethrinus olivaceus"
601848,"Lethrinus rubrioperculatus"
601852,"Lethrinus xanthochilus"
604783,"Leuciscus aspius"
602801,"Leuciscus idus"
607614,"Leucoraja circularis"
602557,"Leucoraja erinacea"
607619,"Leucoraja fullonica"
604326,"Leucoraja naevus"
600692,"Lichia amia"
600520,"Limanda aspera"
600521,"Limanda ferruginea"
600695,"Limanda limanda"
690182,"Limulus polyphemus"
690676,"Liocarcinus depurator"
624115,"Liparis tanakae"
690612,"Lithodes aequispinus"
690377,"Lithodes antarcticus"
690406,"Lithodes murrayi"
600450,"Lithognathus lithognathus"
600706,"Lithognathus mormyrus"
690433,"Litopenaeus occidentalis"
690382,"Litopenaeus schmitti"
690272,"Litopenaeus setiferus"
690054,"Litopenaeus stylirostris"
690440,"Litopenaeus vannamei"
690089,"Littorina littorea"
601735,"Liza aurata"
657506,"Liza haematocheila"
646376,"Liza klunzingeri"
604583,"Liza ramada"
690304,"Lobatus gigas"
660984,"Lobotes pacificus"
601077,"Lobotes surinamensis"
690595,"Loligo forbesii"
690296,"Loligo gahi"
690658,"Loligo opalescens"
690067,"Loligo vulgaris"
600532,"Lophius americanus"
605094,"Lophius budegassa"
601078,"Lophius gastrophysus"
600716,"Lophius piscatorius"
604988,"Lophius vaillanti"
610256,"Lophius vomerinus"
600362,"Lopholatilus chamaeleonticeps"
600310,"Lota lota"
690078,"Loxechinus albus"
601403,"Lutjanus analis"
601404,"Lutjanus apodus"
601407,"Lutjanus argentimaculatus"
601408,"Lutjanus argentiventris"
601417,"Lutjanus bohar"
601423,"Lutjanus campechanus"
601406,"Lutjanus erythropterus"
600261,"Lutjanus fulviflamma"
600262,"Lutjanus fulvus"
600265,"Lutjanus gibbus"
600266,"Lutjanus griseus"
600152,"Lutjanus guttatus"
600154,"Lutjanus jocu"
600264,"Lutjanus johnii"
600156,"Lutjanus kasmira"
600162,"Lutjanus malabaricus"
600166,"Lutjanus monostigma"
600170,"Lutjanus peru"
600171,"Lutjanus purpureus"
600172,"Lutjanus quinquelineatus"
600176,"Lutjanus russellii"
600181,"Lutjanus synagris"
600185,"Lutjanus vivanus"
600187,"Macolor niger"
600417,"Macrodon ancylodon"
600333,"Macroramphosus scolopax"
600331,"Macrourus berglax"
607137,"Macrourus carinatus"
607138,"Macrourus holotrachys"
607139,"Macrourus whitsoni"
600329,"Macruronus magellanicus"
601825,"Macruronus novaezelandiae"
690387,"Maja squinado"
600218,"Makaira mazara"
600216,"Makaira nigricans"
600252,"Mallotus villosus"
607120,"Mancopsetta maculata"
602061,"Manta birostris"
690219,"Marsupenaeus japonicus"
690354,"Martialia hyadesi"
600754,"Maurolicus muelleri"
600384,"Megalaspis cordyla"
601079,"Megalops atlanticus"
600227,"Megalops cyprinoides"
690274,"Meganyctiphanes norvegica"
601381,"Melanogrammus aeglefinus"
690070,"Melicertus kerathurus"
690432,"Melicertus latisulcatus"
605838,"Melichthys vidua"
600390,"Mene maculata"
600339,"Menidia menidia"
690047,"Menippe mercenaria"
600409,"Menticirrhus americanus"
600411,"Menticirrhus littoralis"
600410,"Menticirrhus saxatilis"
690270,"Mercenaria mercenaria"
690199,"Meretrix lusoria"
600029,"Merlangius merlangus"
601827,"Merluccius angustimanus"
600322,"Merluccius australis"
600323,"Merluccius bilinearis"
601828,"Merluccius capensis"
600324,"Merluccius gayi gayi"
600325,"Merluccius hubbsi"
600030,"Merluccius merluccius"
600327,"Merluccius polli"
600326,"Merluccius productus"
600321,"Merluccius senegalensis"
690230,"Mesodesma donacium"
690257,"Metanephrops challengeri"
690249,"Metanephrops mozambicus"
690120,"Metapenaeus endeavouri"
690155,"Metapenaeus ensis"
690356,"Metapenaeus joyneri"
690383,"Metapenaeus monoceros"
613139,"Meuschenia scaber"
600032,"Microchirus variegatus"
601879,"Microgadus proximus"
600316,"Microgadus tomcod"
600320,"Micromesistius australis"
600031,"Micromesistius poutassou"
613998,"Micropogonias altipinnis"
607620,"Micropogonias furnieri"
600408,"Micropogonias undulatus"
601382,"Microstomus kitt"
604247,"Microstomus pacificus"
604569,"Miichthys miiuy"
690423,"Mimachlamys varia"
607618,"Mobula mobular"
601732,"Mola mola"
601383,"Molva dypterygia"
601733,"Molva macrophthalma"
600033,"Molva molva"
605807,"Monodactylus argenteus"
601869,"Monotaxis grandoculis"
605659,"Moolgarda seheli"
601734,"Mora moro"
600355,"Morone americana"
600353,"Morone saxatilis"
600785,"Mugil cephalus"
601086,"Mugil curema"
601090,"Mugil liza"
604791,"Mugil soiuy"
605983,"Mulloidichthys flavolineatus"
601092,"Mulloidichthys martinicus"
605985,"Mulloidichthys pfluegeri"
605984,"Mulloidichthys vanicolensis"
614063,"Mullus argentinae"
600790,"Mullus barbatus barbatus"
601327,"Mullus surmuletus"
601729,"Muraena helena"
600298,"Muraenesox cinereus"
607126,"Muraenolepis microps"
605938,"Mustelus asterias"
602540,"Mustelus henlei"
605933,"Mustelus lenticulatus"
604996,"Mustelus mustelus"
605937,"Mustelus schmitti"
690337,"Mya arenaria"
601209,"Mycteroperca bonaci"
601211,"Mycteroperca interstitialis"
601212,"Mycteroperca microlepis"
601213,"Mycteroperca phenax"
601214,"Mycteroperca rubra"
601215,"Mycteroperca tigris"
601216,"Mycteroperca venenosa"
603334,"Mycteroperca xenarcha"
604330,"Myliobatis aquila"
604122,"Myoxocephalus quadricornis"
607773,"Myripristis amaena"
612596,"Myripristis chryseres"
601063,"Myripristis jacobus"
607306,"Myripristis kuntee"
607309,"Myripristis violacea"
606505,"Myripristis vittata"
690076,"Mytilus chilensis"
690218,"Mytilus coruscus"
690053,"Mytilus edulis"
690241,"Mytilus galloprovincialis"
690332,"Mytilus platensis"
606019,"Naso annulatus"
601263,"Naso hexacanthus"
601264,"Naso lituratus"
601265,"Naso unicornis"
600998,"Naucrates ductor"
601184,"Nebris microps"
605895,"Nebrius ferrugineus"
690425,"Necora puber"
600897,"Negaprion brevirostris"
600460,"Nemadactylus bergi"
610106,"Nemadactylus macropterus"
601616,"Nematalosa nasus"
690694,"Nematopalaemon schmitti"
604559,"Nemipterus japonicus"
605852,"Nemipterus randalli"
600396,"Nemipterus virgatus"
609146,"Neocyttus rhomboidalis"
605652,"Neomyxus leuciscus"
603249,"Neoniphon marianus"
690273,"Nephrops norvegicus"
610220,"Netuma thalassina"
604997,"Nezumia aequalis"
600427,"Nibea mitsukurii"
612128,"Niphon spinosus"
604313,"Normanichthys crockeri"
600949,"Notarius grandicassis"
614266,"Notopogon lilliei"
602531,"Notorynchus cepedianus"
600468,"Notothenia rossii"
607048,"Nototheniops larseni"
690430,"Nototodarus sloanii"
605610,"Novaculichthys taeniourus"
600850,"Oblada melanura"
690906,"Octopus cyanea"
690088,"Octopus vulgaris"
600188,"Ocyurus chrysurus"
608172,"Odontesthes regia"
601655,"Odontognathus mucronatus"
601311,"Odonus niger"
690470,"Ommastrephes bartramii"
600240,"Oncorhynchus gorbuscha"
600241,"Oncorhynchus keta"
600245,"Oncorhynchus kisutch"
600242,"Oncorhynchus masou masou"
600239,"Oncorhynchus mykiss"
600243,"Oncorhynchus nerka"
600244,"Oncorhynchus tshawytscha"
600509,"Ophiodon elongatus"
601484,"Opisthonema libertate"
601486,"Opisthonema oglinum"
606532,"Oplegnathus fasciatus"
600108,"Orcynopsis unicolor"
600005,"Orthopristis chrysoptera"
601334,"Osmerus eperlanus"
600253,"Osmerus mordax mordax"
690075,"Ostrea chilensis"
690123,"Ostrea edulis"
690256,"Ostrea lutaria"
604824,"Otolithes ruber"
605605,"Oxycheilinus unifasciatus"
600718,"Oxynotus centrina"
600719,"Oxynotus paradoxus"
600889,"Pagellus acarne"
600436,"Pagellus bellottii"
600890,"Pagellus bogaraveo"
600893,"Pagellus erythrinus"
606426,"Pagrus auratus"
605066,"Pagrus auriga"
604540,"Pagrus caeruleostictus"
600445,"Pagrus major"
601756,"Pagrus pagrus"
690680,"Palaemon longirostris"
690090,"Palaemon serratus"
690253,"Palinurus delagoae"
690092,"Palinurus elephas"
690381,"Palinurus gilchristi"
