"year","ram_bmsy","gapfilled","stock_id"
2005,1.39,NA,"Squalus_suckleyi-77"
2006,1.38,NA,"Squalus_suckleyi-77"
2007,1.37,NA,"Squalus_suckleyi-77"
2008,1.36,NA,"Squalus_suckleyi-77"
2009,1.35,NA,"Squalus_suckleyi-77"
2010,1.35,NA,"Squalus_suckleyi-77"
2001,2.15,NA,"Clupea_harengus-27"
2002,2.55,NA,"Clupea_harengus-27"
2003,3.03,NA,"Clupea_harengus-27"
2004,2.98,NA,"Clupea_harengus-27"
2005,2.91,NA,"Clupea_harengus-27"
2006,2.76,NA,"Clupea_harengus-27"
2007,2.78,NA,"Clupea_harengus-27"
2008,2.83,NA,"Clupea_harengus-27"
2009,3.63,NA,"Clupea_harengus-27"
2010,3.78,NA,"Clupea_harengus-27"
2001,2.92,NA,"Clupea_harengus-27"
2002,3.21,NA,"Clupea_harengus-27"
2003,2.43,NA,"Clupea_harengus-27"
2004,2.53,NA,"Clupea_harengus-27"
2005,2.53,NA,"Clupea_harengus-27"
2006,2.67,NA,"Clupea_harengus-27"
2007,1.99,NA,"Clupea_harengus-27"
2008,1.78,NA,"Clupea_harengus-27"
2009,1.62,NA,"Clupea_harengus-27"
2010,1.49,NA,"Clupea_harengus-27"
2001,0.969,NA,"Engraulis_encrasicolus-37"
2002,0.887,NA,"Engraulis_encrasicolus-37"
2003,0.887,NA,"Engraulis_encrasicolus-37"
2004,0.883,NA,"Engraulis_encrasicolus-37"
2005,0.884,NA,"Engraulis_encrasicolus-37"
2006,0.769,NA,"Engraulis_encrasicolus-37"
2007,0.694,NA,"Engraulis_encrasicolus-37"
2008,0.627,NA,"Engraulis_encrasicolus-37"
2009,0.678,NA,"Engraulis_encrasicolus-37"
2010,0.859,NA,"Engraulis_encrasicolus-37"
2001,0.518,NA,"Sardina_pilchardus-37"
2002,0.293,NA,"Sardina_pilchardus-37"
2003,0.3,NA,"Sardina_pilchardus-37"
2004,0.315,NA,"Sardina_pilchardus-37"
2005,0.353,NA,"Sardina_pilchardus-37"
2006,0.363,NA,"Sardina_pilchardus-37"
2007,0.373,NA,"Sardina_pilchardus-37"
2008,0.365,NA,"Sardina_pilchardus-37"
2009,0.35,NA,"Sardina_pilchardus-37"
2010,0.418,NA,"Sardina_pilchardus-37"
2001,0.391,NA,"Gadus_morhua-27"
2002,0.369,NA,"Gadus_morhua-27"
2003,0.265,NA,"Gadus_morhua-27"
2004,0.162,NA,"Gadus_morhua-27"
2005,0.105,NA,"Gadus_morhua-27"
2006,0.0773,NA,"Gadus_morhua-27"
2007,0.137,NA,"Gadus_morhua-27"
2008,0.141,NA,"Gadus_morhua-27"
2009,0.124,NA,"Gadus_morhua-27"
2010,0.159,NA,"Gadus_morhua-27"
2001,4.66,3,"Dissostichus_mawsoni-88"
2002,4.6,3,"Dissostichus_mawsoni-88"
2003,4.51,3,"Dissostichus_mawsoni-88"
2004,4.42,3,"Dissostichus_mawsoni-88"
2005,4.27,3,"Dissostichus_mawsoni-88"
2006,4.15,3,"Dissostichus_mawsoni-88"
2007,4.03,3,"Dissostichus_mawsoni-88"
2008,NA,3,"Dissostichus_mawsoni-88"
2009,NA,3,"Dissostichus_mawsoni-88"
2010,NA,3,"Dissostichus_mawsoni-88"
2001,0.747,3,"Brosme_brosme-21"
2002,0.649,3,"Brosme_brosme-21"
2003,0.458,3,"Brosme_brosme-21"
2004,0.583,3,"Brosme_brosme-21"
2005,0.542,3,"Brosme_brosme-21"
2006,0.537,3,"Brosme_brosme-21"
2007,0.655,3,"Brosme_brosme-21"
2008,NA,3,"Brosme_brosme-21"
2009,NA,3,"Brosme_brosme-21"
2010,NA,3,"Brosme_brosme-21"
2001,0.00738,NA,"Gadus_morhua-21"
2002,0.00339,NA,"Gadus_morhua-21"
2003,0.00307,NA,"Gadus_morhua-21"
2004,0.00347,NA,"Gadus_morhua-21"
2005,0.00263,NA,"Gadus_morhua-21"
2006,0.0172,NA,"Gadus_morhua-21"
2007,0.0494,NA,"Gadus_morhua-21"
2008,0.0896,NA,"Gadus_morhua-21"
2009,0.053,NA,"Gadus_morhua-21"
2010,0.0626,NA,"Gadus_morhua-21"
2001,1.28,1,"Limanda_ferruginea-21"
2002,1.32,1,"Limanda_ferruginea-21"
2003,1.4,1,"Limanda_ferruginea-21"
2004,1.42,1,"Limanda_ferruginea-21"
2005,1.45,1,"Limanda_ferruginea-21"
2006,1.46,1,"Limanda_ferruginea-21"
2007,1.63,1,"Limanda_ferruginea-21"
2008,1.71,1,"Limanda_ferruginea-21"
2009,1.64,1,"Limanda_ferruginea-21"
2010,NA,1,"Limanda_ferruginea-21"
2001,0.395,NA,"Melanogrammus_aeglefinus-21"
2002,0.458,NA,"Melanogrammus_aeglefinus-21"
2003,0.507,NA,"Melanogrammus_aeglefinus-21"
2004,0.523,NA,"Melanogrammus_aeglefinus-21"
2005,0.493,NA,"Melanogrammus_aeglefinus-21"
2006,0.452,NA,"Melanogrammus_aeglefinus-21"
2007,0.732,NA,"Melanogrammus_aeglefinus-21"
2008,0.729,NA,"Melanogrammus_aeglefinus-21"
2009,0.733,NA,"Melanogrammus_aeglefinus-21"
2010,0.822,NA,"Melanogrammus_aeglefinus-21"
2001,1.28,2,"Sebastes_spp-21"
2002,1.42,2,"Sebastes_spp-21"
2003,1.54,2,"Sebastes_spp-21"
2004,1.64,2,"Sebastes_spp-21"
2005,1.73,2,"Sebastes_spp-21"
2006,1.8,2,"Sebastes_spp-21"
2007,1.85,2,"Sebastes_spp-21"
2008,1.88,2,"Sebastes_spp-21"
2009,NA,2,"Sebastes_spp-21"
2010,NA,2,"Sebastes_spp-21"
2001,0.775,NA,"Anoplopoma_fimbria-67"
2002,0.759,NA,"Anoplopoma_fimbria-67"
2003,0.787,NA,"Anoplopoma_fimbria-67"
2004,0.864,NA,"Anoplopoma_fimbria-67"
2005,0.935,NA,"Anoplopoma_fimbria-67"
2006,0.937,NA,"Anoplopoma_fimbria-67"
2007,0.904,NA,"Anoplopoma_fimbria-67"
2008,0.866,NA,"Anoplopoma_fimbria-67"
2009,0.82,NA,"Anoplopoma_fimbria-67"
2010,0.785,NA,"Anoplopoma_fimbria-67"
2001,2.06,NA,"Atheresthes_stomias-67"
2002,2.12,NA,"Atheresthes_stomias-67"
2003,2.24,NA,"Atheresthes_stomias-67"
2004,2.37,NA,"Atheresthes_stomias-67"
2005,2.46,NA,"Atheresthes_stomias-67"
2006,2.58,NA,"Atheresthes_stomias-67"
2007,2.75,NA,"Atheresthes_stomias-67"
2008,2.94,NA,"Atheresthes_stomias-67"
2009,3.07,NA,"Atheresthes_stomias-67"
2010,3.16,NA,"Atheresthes_stomias-67"
2001,1.07,1,"Sebastes_pinniger-67"
2002,1.04,1,"Sebastes_pinniger-67"
2003,1.01,1,"Sebastes_pinniger-67"
2004,1.01,1,"Sebastes_pinniger-67"
2005,1.04,1,"Sebastes_pinniger-67"
2006,1.07,1,"Sebastes_pinniger-67"
2007,1.16,1,"Sebastes_pinniger-67"
2008,1.28,1,"Sebastes_pinniger-67"
2009,1.37,1,"Sebastes_pinniger-67"
2010,NA,1,"Sebastes_pinniger-67"
2001,2.11666666666667,NA,"Clupea_harengus-27"
2002,2.47333333333333,NA,"Clupea_harengus-27"
2003,2.29,NA,"Clupea_harengus-27"
2004,2.33666666666667,NA,"Clupea_harengus-27"
2005,2.20666666666667,NA,"Clupea_harengus-27"
2006,2.18333333333333,NA,"Clupea_harengus-27"
2007,2.05666666666667,NA,"Clupea_harengus-27"
2008,1.97333333333333,NA,"Clupea_harengus-27"
2009,2.22333333333333,NA,"Clupea_harengus-27"
2010,2.18333333333333,NA,"Clupea_harengus-27"
