"year","ram_bmsy","gapfilled","stock_id"
2010,NA,2,"Thunnus_orientalis-71"
2001,0.33,NA,"Kajikia_audax-61"
2002,0.4,NA,"Kajikia_audax-61"
2003,0.49,NA,"Kajikia_audax-61"
2004,0.64,NA,"Kajikia_audax-61"
2005,0.74,NA,"Kajikia_audax-61"
2006,0.73,NA,"Kajikia_audax-61"
2007,0.67,NA,"Kajikia_audax-61"
2008,0.6,NA,"Kajikia_audax-61"
2009,0.41,NA,"Kajikia_audax-61"
2010,0.35,NA,"Kajikia_audax-61"
2001,1.35,1,"Thunnus_alalunga-61"
2002,1.3,1,"Thunnus_alalunga-61"
2003,1.22,1,"Thunnus_alalunga-61"
2004,1.25,1,"Thunnus_alalunga-61"
2005,1.26,1,"Thunnus_alalunga-61"
2006,1.21,1,"Thunnus_alalunga-61"
2007,1.19,1,"Thunnus_alalunga-61"
2008,1.16,1,"Thunnus_alalunga-61"
2009,1.18,1,"Thunnus_alalunga-61"
2010,NA,1,"Thunnus_alalunga-61"
2001,0.55,2,"Thunnus_orientalis-61"
2002,0.52,2,"Thunnus_orientalis-61"
2003,0.51,2,"Thunnus_orientalis-61"
2004,0.5,2,"Thunnus_orientalis-61"
2005,0.5,2,"Thunnus_orientalis-61"
2006,0.5,2,"Thunnus_orientalis-61"
2007,0.44,2,"Thunnus_orientalis-61"
2008,0.42,2,"Thunnus_orientalis-61"
2009,NA,2,"Thunnus_orientalis-61"
2010,NA,2,"Thunnus_orientalis-61"
2001,1.16,3,"Centroberyx_gerrardi-57"
2002,1.14,3,"Centroberyx_gerrardi-57"
2003,1.1,3,"Centroberyx_gerrardi-57"
2004,1.06,3,"Centroberyx_gerrardi-57"
2005,1.02,3,"Centroberyx_gerrardi-57"
2006,0.983,3,"Centroberyx_gerrardi-57"
2007,0.946,3,"Centroberyx_gerrardi-57"
2008,NA,3,"Centroberyx_gerrardi-57"
2009,NA,3,"Centroberyx_gerrardi-57"
2010,NA,3,"Centroberyx_gerrardi-57"
2001,1.1,3,"Genypterus_blacodes-57"
2002,0.998,3,"Genypterus_blacodes-57"
2003,0.942,3,"Genypterus_blacodes-57"
2004,0.854,3,"Genypterus_blacodes-57"
2005,0.734,3,"Genypterus_blacodes-57"
2006,0.663,3,"Genypterus_blacodes-57"
2007,0.59,3,"Genypterus_blacodes-57"
2008,NA,3,"Genypterus_blacodes-57"
2009,NA,3,"Genypterus_blacodes-57"
2010,NA,3,"Genypterus_blacodes-57"
2001,0.418,3,"Hoplostethus_atlanticus-57"
2002,0.396,3,"Hoplostethus_atlanticus-57"
2003,0.391,3,"Hoplostethus_atlanticus-57"
2004,0.413,3,"Hoplostethus_atlanticus-57"
2005,0.442,3,"Hoplostethus_atlanticus-57"
2006,0.478,3,"Hoplostethus_atlanticus-57"
2007,0.519,3,"Hoplostethus_atlanticus-57"
2008,NA,3,"Hoplostethus_atlanticus-57"
2009,NA,3,"Hoplostethus_atlanticus-57"
2010,NA,3,"Hoplostethus_atlanticus-57"
2001,0.325,3,"Nemadactylus_macropterus-57"
2002,0.318,3,"Nemadactylus_macropterus-57"
2003,0.302,3,"Nemadactylus_macropterus-57"
2004,0.28,3,"Nemadactylus_macropterus-57"
2005,0.262,3,"Nemadactylus_macropterus-57"
2006,0.268,3,"Nemadactylus_macropterus-57"
2007,0.313,3,"Nemadactylus_macropterus-57"
2008,NA,3,"Nemadactylus_macropterus-57"
2009,NA,3,"Nemadactylus_macropterus-57"
2010,NA,3,"Nemadactylus_macropterus-57"
2001,1.56,3,"Platycephalus_conatus-57"
2002,1.55,3,"Platycephalus_conatus-57"
2003,1.34,3,"Platycephalus_conatus-57"
2004,1.17,3,"Platycephalus_conatus-57"
2005,1.24,3,"Platycephalus_conatus-57"
2006,1.43,3,"Platycephalus_conatus-57"
2007,1.51,3,"Platycephalus_conatus-57"
2008,NA,3,"Platycephalus_conatus-57"
2009,NA,3,"Platycephalus_conatus-57"
2010,NA,3,"Platycephalus_conatus-57"
2001,0.131,3,"Rexea_solandri-57"
2002,0.133,3,"Rexea_solandri-57"
2003,0.14,3,"Rexea_solandri-57"
2004,0.144,3,"Rexea_solandri-57"
2005,0.154,3,"Rexea_solandri-57"
2006,0.189,3,"Rexea_solandri-57"
2007,0.249,3,"Rexea_solandri-57"
2008,NA,3,"Rexea_solandri-57"
2009,NA,3,"Rexea_solandri-57"
2010,NA,3,"Rexea_solandri-57"
2001,0.614,3,"Sillago_flindersi-57"
2002,0.926,3,"Sillago_flindersi-57"
2003,0.97,3,"Sillago_flindersi-57"
2004,0.867,3,"Sillago_flindersi-57"
2005,0.71,3,"Sillago_flindersi-57"
2006,0.697,3,"Sillago_flindersi-57"
2007,0.663,3,"Sillago_flindersi-57"
2008,NA,3,"Sillago_flindersi-57"
2009,NA,3,"Sillago_flindersi-57"
2010,NA,3,"Sillago_flindersi-57"
2001,1.16,3,"Centroberyx_gerrardi-81"
2002,1.14,3,"Centroberyx_gerrardi-81"
2003,1.1,3,"Centroberyx_gerrardi-81"
2004,1.06,3,"Centroberyx_gerrardi-81"
2005,1.02,3,"Centroberyx_gerrardi-81"
2006,0.983,3,"Centroberyx_gerrardi-81"
2007,0.946,3,"Centroberyx_gerrardi-81"
2008,NA,3,"Centroberyx_gerrardi-81"
2009,NA,3,"Centroberyx_gerrardi-81"
2010,NA,3,"Centroberyx_gerrardi-81"
2001,2.61,NA,"Dissostichus_eleginoides-81"
2002,2.51,NA,"Dissostichus_eleginoides-81"
2003,2.43,NA,"Dissostichus_eleginoides-81"
2004,2.33,NA,"Dissostichus_eleginoides-81"
2005,2.29,NA,"Dissostichus_eleginoides-81"
2006,2.26,NA,"Dissostichus_eleginoides-81"
2007,2.26,NA,"Dissostichus_eleginoides-81"
2008,2.27,NA,"Dissostichus_eleginoides-81"
2009,2.26,NA,"Dissostichus_eleginoides-81"
2010,2.3,NA,"Dissostichus_eleginoides-81"
2001,1.605,3,"Genypterus_blacodes-81"
2002,1.449,3,"Genypterus_blacodes-81"
2003,1.361,3,"Genypterus_blacodes-81"
2004,1.212,3,"Genypterus_blacodes-81"
2005,1.052,3,"Genypterus_blacodes-81"
2006,0.9415,3,"Genypterus_blacodes-81"
2007,0.835,3,"Genypterus_blacodes-81"
2008,NA,3,"Genypterus_blacodes-81"
2009,NA,3,"Genypterus_blacodes-81"
2010,NA,3,"Genypterus_blacodes-81"
2001,0.418,3,"Hoplostethus_atlanticus-81"
2002,0.396,3,"Hoplostethus_atlanticus-81"
2003,0.391,3,"Hoplostethus_atlanticus-81"
2004,0.413,3,"Hoplostethus_atlanticus-81"
2005,0.442,3,"Hoplostethus_atlanticus-81"
2006,0.478,3,"Hoplostethus_atlanticus-81"
2007,0.519,3,"Hoplostethus_atlanticus-81"
2008,NA,3,"Hoplostethus_atlanticus-81"
2009,NA,3,"Hoplostethus_atlanticus-81"
2010,NA,3,"Hoplostethus_atlanticus-81"
2001,0.325,3,"Nemadactylus_macropterus-81"
2002,0.318,3,"Nemadactylus_macropterus-81"
2003,0.302,3,"Nemadactylus_macropterus-81"
2004,0.28,3,"Nemadactylus_macropterus-81"
2005,0.262,3,"Nemadactylus_macropterus-81"
2006,0.268,3,"Nemadactylus_macropterus-81"
2007,0.313,3,"Nemadactylus_macropterus-81"
2008,NA,3,"Nemadactylus_macropterus-81"
2009,NA,3,"Nemadactylus_macropterus-81"
2010,NA,3,"Nemadactylus_macropterus-81"
2001,1.56,3,"Platycephalus_conatus-81"
2002,1.55,3,"Platycephalus_conatus-81"
2003,1.34,3,"Platycephalus_conatus-81"
2004,1.17,3,"Platycephalus_conatus-81"
2005,1.24,3,"Platycephalus_conatus-81"
2006,1.43,3,"Platycephalus_conatus-81"
2007,1.51,3,"Platycephalus_conatus-81"
2008,NA,3,"Platycephalus_conatus-81"
2009,NA,3,"Platycephalus_conatus-81"
2010,NA,3,"Platycephalus_conatus-81"
2001,0.131,3,"Rexea_solandri-81"
2002,0.133,3,"Rexea_solandri-81"
2003,0.14,3,"Rexea_solandri-81"
2004,0.144,3,"Rexea_solandri-81"
2005,0.154,3,"Rexea_solandri-81"
2006,0.189,3,"Rexea_solandri-81"
2007,0.249,3,"Rexea_solandri-81"
2008,NA,3,"Rexea_solandri-81"
2009,NA,3,"Rexea_solandri-81"
2010,NA,3,"Rexea_solandri-81"
2001,0.614,3,"Sillago_flindersi-81"
2002,0.926,3,"Sillago_flindersi-81"
2003,0.97,3,"Sillago_flindersi-81"
2004,0.867,3,"Sillago_flindersi-81"
2005,0.71,3,"Sillago_flindersi-81"
2006,0.697,3,"Sillago_flindersi-81"
2007,0.663,3,"Sillago_flindersi-81"
2008,NA,3,"Sillago_flindersi-81"
2009,NA,3,"Sillago_flindersi-81"
2010,NA,3,"Sillago_flindersi-81"
2001,3.62,1,"Katsuwonus_pelamis-51"
2002,3.63,1,"Katsuwonus_pelamis-51"
2003,3.4,1,"Katsuwonus_pelamis-51"
2004,3.31,1,"Katsuwonus_pelamis-51"
2005,3.88,1,"Katsuwonus_pelamis-51"
2006,3.67,1,"Katsuwonus_pelamis-51"
2007,2.34,1,"Katsuwonus_pelamis-51"
2008,2,1,"Katsuwonus_pelamis-51"
2009,2.56,1,"Katsuwonus_pelamis-51"
2010,NA,1,"Katsuwonus_pelamis-51"
2001,1.12,3,"Thunnus_alalunga-51"
2002,1.06,3,"Thunnus_alalunga-51"
2003,1.03,3,"Thunnus_alalunga-51"
2004,1.01,3,"Thunnus_alalunga-51"
2005,1.03,3,"Thunnus_alalunga-51"
2006,1.06,3,"Thunnus_alalunga-51"
2007,1.08,3,"Thunnus_alalunga-51"
2008,NA,3,"Thunnus_alalunga-51"
2009,NA,3,"Thunnus_alalunga-51"
2010,NA,3,"Thunnus_alalunga-51"
2001,1.91,1,"Thunnus_albacares-51"
2002,1.87,1,"Thunnus_albacares-51"
2003,1.8,1,"Thunnus_albacares-51"
2004,1.76,1,"Thunnus_albacares-51"
2005,1.63,1,"Thunnus_albacares-51"
2006,1.45,1,"Thunnus_albacares-51"
2007,1.31,1,"Thunnus_albacares-51"
2008,1.13,1,"Thunnus_albacares-51"
2009,0.993,1,"Thunnus_albacares-51"
2010,NA,1,"Thunnus_albacares-51"
2001,1.48,1,"Thunnus_obesus-51"
2002,1.42,1,"Thunnus_obesus-51"
2003,1.33,1,"Thunnus_obesus-51"
2004,1.29,1,"Thunnus_obesus-51"
2005,1.27,1,"Thunnus_obesus-51"
2006,1.25,1,"Thunnus_obesus-51"
2007,1.27,1,"Thunnus_obesus-51"
2008,1.23,1,"Thunnus_obesus-51"
2009,1.2,1,"Thunnus_obesus-51"
2010,NA,1,"Thunnus_obesus-51"
2001,2.77,1,"Xiphias_gladius-51"
2002,2.58,1,"Xiphias_gladius-51"
2003,2.36,1,"Xiphias_gladius-51"
2004,2.14,1,"Xiphias_gladius-51"
2005,1.97,1,"Xiphias_gladius-51"
2006,1.86,1,"Xiphias_gladius-51"
2007,1.76,1,"Xiphias_gladius-51"
2008,1.65,1,"Xiphias_gladius-51"
2009,1.59,1,"Xiphias_gladius-51"
2010,NA,1,"Xiphias_gladius-51"
2001,0.43,2,"Istiophorus_albicans-27"
2002,0.44,2,"Istiophorus_albicans-27"
2003,0.45,2,"Istiophorus_albicans-27"
2004,0.44,2,"Istiophorus_albicans-27"
2005,0.39,2,"Istiophorus_albicans-27"
2006,0.36,2,"Istiophorus_albicans-27"
2007,0.33,2,"Istiophorus_albicans-27"
2008,0.26,2,"Istiophorus_albicans-27"
2009,NA,2,"Istiophorus_albicans-27"
2010,NA,2,"Istiophorus_albicans-27"
2001,0.39,NA,"Kajikia_albida-27"
2002,0.37,NA,"Kajikia_albida-27"
2003,0.38,NA,"Kajikia_albida-27"
2004,0.4,NA,"Kajikia_albida-27"
2005,0.41,NA,"Kajikia_albida-27"
2006,0.41,NA,"Kajikia_albida-27"
2007,0.43,NA,"Kajikia_albida-27"
2008,0.42,NA,"Kajikia_albida-27"
2009,0.4,NA,"Kajikia_albida-27"
2010,0.4,NA,"Kajikia_albida-27"
2001,0.71,NA,"Makaira_nigricans-27"
2002,0.66,NA,"Makaira_nigricans-27"
2003,0.65,NA,"Makaira_nigricans-27"
2004,0.6,NA,"Makaira_nigricans-27"
2005,0.62,NA,"Makaira_nigricans-27"
2006,0.62,NA,"Makaira_nigricans-27"
2007,0.64,NA,"Makaira_nigricans-27"
2008,0.6,NA,"Makaira_nigricans-27"
2009,0.55,NA,"Makaira_nigricans-27"
2010,0.55,NA,"Makaira_nigricans-27"
2001,0.42,3,"Thunnus_alalunga-27"
2002,0.55,3,"Thunnus_alalunga-27"
2003,0.68,3,"Thunnus_alalunga-27"
2004,0.73,3,"Thunnus_alalunga-27"
2005,0.73,3,"Thunnus_alalunga-27"
2006,0.65,3,"Thunnus_alalunga-27"
2007,0.63,3,"Thunnus_alalunga-27"
2008,NA,3,"Thunnus_alalunga-27"
2009,NA,3,"Thunnus_alalunga-27"
2010,NA,3,"Thunnus_alalunga-27"
2001,0.71,NA,"Thunnus_albacares-27"
2002,0.63,NA,"Thunnus_albacares-27"
2003,0.59,NA,"Thunnus_albacares-27"
2004,0.58,NA,"Thunnus_albacares-27"
2005,0.57,NA,"Thunnus_albacares-27"
2006,0.58,NA,"Thunnus_albacares-27"
2007,0.6,NA,"Thunnus_albacares-27"
2008,0.63,NA,"Thunnus_albacares-27"
2009,0.65,NA,"Thunnus_albacares-27"
2010,0.67,NA,"Thunnus_albacares-27"
2001,0.82,NA,"Thunnus_obesus-27"
2002,0.81,NA,"Thunnus_obesus-27"
2003,0.85,NA,"Thunnus_obesus-27"
2004,0.85,NA,"Thunnus_obesus-27"
2005,0.85,NA,"Thunnus_obesus-27"
2006,0.9,NA,"Thunnus_obesus-27"
2007,0.94,NA,"Thunnus_obesus-27"
2008,0.97,NA,"Thunnus_obesus-27"
2009,1.01,NA,"Thunnus_obesus-27"
2010,1.02,NA,"Thunnus_obesus-27"
2001,0.72,1,"Thunnus_thynnus-27"
2002,0.72,1,"Thunnus_thynnus-27"
2003,0.7,1,"Thunnus_thynnus-27"
2004,0.69,1,"Thunnus_thynnus-27"
2005,0.64,1,"Thunnus_thynnus-27"
2006,0.6,1,"Thunnus_thynnus-27"
2007,0.56,1,"Thunnus_thynnus-27"
2008,0.48,1,"Thunnus_thynnus-27"
2009,0.45,1,"Thunnus_thynnus-27"
2010,NA,1,"Thunnus_thynnus-27"
2001,0.76,1,"Xiphias_gladius-27"
2002,0.81,1,"Xiphias_gladius-27"
2003,0.86,1,"Xiphias_gladius-27"
2004,0.89,1,"Xiphias_gladius-27"
2005,0.91,1,"Xiphias_gladius-27"
2006,0.92,1,"Xiphias_gladius-27"
2007,0.95,1,"Xiphias_gladius-27"
2008,0.97,1,"Xiphias_gladius-27"
2009,1.02,1,"Xiphias_gladius-27"
2010,NA,1,"Xiphias_gladius-27"
2001,0.43,2,"Istiophorus_albicans-34"
2002,0.44,2,"Istiophorus_albicans-34"
2003,0.45,2,"Istiophorus_albicans-34"
2004,0.44,2,"Istiophorus_albicans-34"
2005,0.39,2,"Istiophorus_albicans-34"
2006,0.36,2,"Istiophorus_albicans-34"
2007,0.33,2,"Istiophorus_albicans-34"
2008,0.26,2,"Istiophorus_albicans-34"
2009,NA,2,"Istiophorus_albicans-34"
2010,NA,2,"Istiophorus_albicans-34"
2001,0.39,NA,"Kajikia_albida-34"
2002,0.37,NA,"Kajikia_albida-34"
2003,0.38,NA,"Kajikia_albida-34"
2004,0.4,NA,"Kajikia_albida-34"
2005,0.41,NA,"Kajikia_albida-34"
2006,0.41,NA,"Kajikia_albida-34"
2007,0.43,NA,"Kajikia_albida-34"
2008,0.42,NA,"Kajikia_albida-34"
2009,0.4,NA,"Kajikia_albida-34"
2010,0.4,NA,"Kajikia_albida-34"
2001,0.71,NA,"Makaira_nigricans-34"
2002,0.66,NA,"Makaira_nigricans-34"
2003,0.65,NA,"Makaira_nigricans-34"
2004,0.6,NA,"Makaira_nigricans-34"
2005,0.62,NA,"Makaira_nigricans-34"
2006,0.62,NA,"Makaira_nigricans-34"
2007,0.64,NA,"Makaira_nigricans-34"
2008,0.6,NA,"Makaira_nigricans-34"
2009,0.55,NA,"Makaira_nigricans-34"
2010,0.55,NA,"Makaira_nigricans-34"
2001,0.42,3,"Thunnus_alalunga-34"
2002,0.55,3,"Thunnus_alalunga-34"
2003,0.68,3,"Thunnus_alalunga-34"
2004,0.73,3,"Thunnus_alalunga-34"
2005,0.73,3,"Thunnus_alalunga-34"
2006,0.65,3,"Thunnus_alalunga-34"
2007,0.63,3,"Thunnus_alalunga-34"
2008,NA,3,"Thunnus_alalunga-34"
2009,NA,3,"Thunnus_alalunga-34"
2010,NA,3,"Thunnus_alalunga-34"
2001,0.71,NA,"Thunnus_albacares-34"
2002,0.63,NA,"Thunnus_albacares-34"
2003,0.59,NA,"Thunnus_albacares-34"
2004,0.58,NA,"Thunnus_albacares-34"
2005,0.57,NA,"Thunnus_albacares-34"
2006,0.58,NA,"Thunnus_albacares-34"
2007,0.6,NA,"Thunnus_albacares-34"
2008,0.63,NA,"Thunnus_albacares-34"
2009,0.65,NA,"Thunnus_albacares-34"
2010,0.67,NA,"Thunnus_albacares-34"
2001,0.82,NA,"Thunnus_obesus-34"
2002,0.81,NA,"Thunnus_obesus-34"
2003,0.85,NA,"Thunnus_obesus-34"
2004,0.85,NA,"Thunnus_obesus-34"
2005,0.85,NA,"Thunnus_obesus-34"
2006,0.9,NA,"Thunnus_obesus-34"
2007,0.94,NA,"Thunnus_obesus-34"
2008,0.97,NA,"Thunnus_obesus-34"
2009,1.01,NA,"Thunnus_obesus-34"
2010,1.02,NA,"Thunnus_obesus-34"
2001,0.72,1,"Thunnus_thynnus-34"
2002,0.72,1,"Thunnus_thynnus-34"
2003,0.7,1,"Thunnus_thynnus-34"
2004,0.69,1,"Thunnus_thynnus-34"
2005,0.64,1,"Thunnus_thynnus-34"
2006,0.6,1,"Thunnus_thynnus-34"
2007,0.56,1,"Thunnus_thynnus-34"
2008,0.48,1,"Thunnus_thynnus-34"
2009,0.45,1,"Thunnus_thynnus-34"
2010,NA,1,"Thunnus_thynnus-34"
2001,0.76,1,"Xiphias_gladius-34"
2002,0.81,1,"Xiphias_gladius-34"
2003,0.86,1,"Xiphias_gladius-34"
2004,0.89,1,"Xiphias_gladius-34"
2005,0.91,1,"Xiphias_gladius-34"
2006,0.92,1,"Xiphias_gladius-34"
2007,0.95,1,"Xiphias_gladius-34"
2008,0.97,1,"Xiphias_gladius-34"
2009,1.02,1,"Xiphias_gladius-34"
2010,NA,1,"Xiphias_gladius-34"
2001,5.49,NA,"Sardinella_aurita-34"
2002,4.87,NA,"Sardinella_aurita-34"
2003,4,NA,"Sardinella_aurita-34"
2004,3,NA,"Sardinella_aurita-34"
2005,4.15,NA,"Sardinella_aurita-34"
2006,6.71,NA,"Sardinella_aurita-34"
2007,8.95,NA,"Sardinella_aurita-34"
2008,10.7,NA,"Sardinella_aurita-34"
2009,8.22,NA,"Sardinella_aurita-34"
2010,5.79,NA,"Sardinella_aurita-34"
2001,1.87,NA,"Thunnus_alalunga-37"
2002,1.85,NA,"Thunnus_alalunga-37"
2003,1.85,NA,"Thunnus_alalunga-37"
2004,1.85,NA,"Thunnus_alalunga-37"
2005,1.86,NA,"Thunnus_alalunga-37"
2006,1.85,NA,"Thunnus_alalunga-37"
2007,1.82,NA,"Thunnus_alalunga-37"
2008,1.86,NA,"Thunnus_alalunga-37"
2009,1.86,NA,"Thunnus_alalunga-37"
2010,1.89,NA,"Thunnus_alalunga-37"
2001,0.99,2,"Xiphias_gladius-37"
2002,0.98,2,"Xiphias_gladius-37"
2003,1,2,"Xiphias_gladius-37"
2004,0.98,2,"Xiphias_gladius-37"
2005,0.98,2,"Xiphias_gladius-37"
2006,0.97,2,"Xiphias_gladius-37"
2007,0.96,2,"Xiphias_gladius-37"
2008,0.96,2,"Xiphias_gladius-37"
2009,NA,2,"Xiphias_gladius-37"
2010,NA,2,"Xiphias_gladius-37"
2001,1.28,NA,"Clupea_harengus-27"
2002,1.66,NA,"Clupea_harengus-27"
2003,1.41,NA,"Clupea_harengus-27"
2004,1.5,NA,"Clupea_harengus-27"
2005,1.18,NA,"Clupea_harengus-27"
2006,1.12,NA,"Clupea_harengus-27"
2007,1.4,NA,"Clupea_harengus-27"
2008,1.31,NA,"Clupea_harengus-27"
2009,1.42,NA,"Clupea_harengus-27"
2010,1.28,NA,"Clupea_harengus-27"
2001,2.06,NA,"Atheresthes_stomias-61"
2002,2.12,NA,"Atheresthes_stomias-61"
2003,2.24,NA,"Atheresthes_stomias-61"
2004,2.37,NA,"Atheresthes_stomias-61"
2005,2.46,NA,"Atheresthes_stomias-61"
2006,2.58,NA,"Atheresthes_stomias-61"
2007,2.75,NA,"Atheresthes_stomias-61"
2008,2.94,NA,"Atheresthes_stomias-61"
2009,3.07,NA,"Atheresthes_stomias-61"
2010,3.16,NA,"Atheresthes_stomias-61"
2001,0.794,2,"Theragra_chalcogramma-61"
2002,0.854,2,"Theragra_chalcogramma-61"
2003,0.9775,2,"Theragra_chalcogramma-61"
