76,Latvia,$,"23,900"
77,Chile,$,"23,200"
78,Antigua and Barbuda,$,"22,600"
79,Argentina,$,"22,100"
80,Gabon,$,"21,600"
81,Uruguay,$,"20,500"
82,Croatia,$,"20,400"
83,Panama,$,"20,300"
84,Saint Kitts and Nevis,$,"20,300"
85,Turkey,$,"19,600"
86,Romania,$,"19,400"
87,Saint Martin,$,"19,300"
88,Belarus,$,"18,200"
89,Venezuela,$,"17,900"
90,Lebanon,$,"17,900"
91,Azerbaijan,$,"17,900"
92,Mauritius,$,"17,900"
93,Mexico,$,"17,900"
94,Bulgaria,$,"17,100"
95,Suriname,$,"16,700"
96,Libya,$,"16,600"
97,Iran,$,"16,500"
98,Puerto Rico,$,"16,300"
99,Barbados,$,"16,200"
100,Botswana,$,"16,000"
101,Turkmenistan,$,"15,500"
102,Montenegro,$,"15,200"
103,Brazil,$,"15,200"
104,Curacao,$,"15,000"
105,Costa Rica,$,"14,900"
106,Thailand,$,"14,400"
107,Algeria,$,"14,300"
108,Palau,$,"14,200"
109,Iraq,$,"14,100"
110,Colombia,$,"13,500"
111,Northern Mariana Islands,$,"13,300"
112,Macedonia,$,"13,200"
113,American Samoa,$,"13,000"
114,China,$,"12,900"
115,Dominican Republic,$,"12,800"
116,South Africa,$,"12,700"
117,Serbia,$,"12,500"
118,Maldives,$,"12,400"
119,Anguilla,$,"12,200"
120,Peru,$,"12,000"
121,Jordan,$,"11,900"
122,Grenada,$,"11,800"
123,Tunisia,$,"11,400"
124,Ecuador,$,"11,400"
125,Saint Lucia,$,"11,100"
126,Albania,$,"11,100"
127,Egypt,$,"11,100"
128,Saint Vincent and the Grenadines,$,"10,900"
129,Namibia,$,"10,800"
130,Dominica,$,"10,700"
131,Sri Lanka,$,"10,400"
132,Cuba,$,"10,200"
133,Mongolia,$,"10,200"
134,Indonesia,$,"10,200"
135,Bosnia and Herzegovina,$,"9,800"
136,Cook Islands,$,"9,100"
137,Jamaica,$,"8,700"
138,Montserrat,$,"8,500"
139,Paraguay,$,"8,400"
140,Angola,$,"8,200"
141,Ukraine,$,"8,200"
142,Fiji,$,"8,200"
143,Belize,$,"8,100"
144,Kosovo,$,"8,000"
145,El Salvador,$,"8,000"
146,"Saint Helena, Ascension, and Tristan da Cunha",$,"7,800"
147,Swaziland,$,"7,800"
148,Morocco,$,"7,700"
149,Georgia,$,"7,700"
150,Bhutan,$,"7,700"
151,Guatemala,$,"7,500"
152,Armenia,$,"7,400"
153,Philippines,$,"7,000"
154,Guyana,$,"6,900"
155,Timor-Leste,$,"6,800"
156,"Congo, Republic of the",$,"6,600"
157,Cabo Verde,$,"6,300"
158,Bolivia,$,"6,200"
159,Nigeria,$,"6,100"
160,India,$,"5,800"
161,Niue,$,"5,800"
162,Uzbekistan,$,"5,600"
163,Vietnam,$,"5,600"
164,Samoa,$,"5,200"
165,Syria,$,"5,100"
166,Laos,$,"5,000"
167,Nauru,$,"5,000"
168,Tonga,$,"5,000"
169,West Bank,$,"4,900"
170,Burma,$,"4,800"
171,Moldova,$,"4,800"
172,Nicaragua,$,"4,800"
173,Pakistan,$,"4,700"
174,Honduras,$,"4,700"
175,Sudan,$,"4,500"
176,Ghana,$,"4,200"
177,Zambia,$,"4,100"
178,Yemen,$,"3,900"
179,Wallis and Futuna,$,"3,800"
180,Marshall Islands,$,"3,700"
181,Bangladesh,$,"3,400"
182,Kyrgyzstan,$,"3,400"
183,Mauritania,$,"3,400"
184,Cambodia,$,"3,400"
185,"Micronesia, Federated States of",$,"3,200"
186,Tuvalu,$,"3,200"
187,Sao Tome and Principe,$,"3,100"
188,Kenya,$,"3,100"
189,Djibouti,$,"3,000"
190,Cameroon,$,"3,000"
191,Lesotho,$,"2,900"
192,Cote d'Ivoire,$,"2,900"
193,Tajikistan,$,"2,700"
194,Chad,$,"2,600"
195,Western Sahara,$,"2,500"
196,Vanuatu,$,"2,500"
197,Nepal,$,"2,400"
198,Papua New Guinea,$,"2,400"
199,Senegal,$,"2,300"
200,Sierra Leone,$,"2,100"
201,South Sudan,$,"2,000"
202,Zimbabwe,$,"2,000"
203,Afghanistan,$,"2,000"
204,Tanzania,$,"1,900"
205,Benin,$,"1,900"
206,Uganda,$,"1,800"
207,Solomon Islands,$,"1,800"
208,"Korea, North",$,"1,800"
209,Haiti,$,"1,800"
210,Burkina Faso,$,"1,700"
211,Comoros,$,"1,700"
212,"Gambia, The",$,"1,700"
213,Rwanda,$,"1,700"
214,Kiribati,$,"1,600"
215,Mali,$,"1,600"
216,Ethiopia,$,"1,500"
217,Togo,$,"1,500"
218,Guinea-Bissau,$,"1,400"
219,Madagascar,$,"1,400"
220,Guinea,$,"1,300"
221,Eritrea,$,"1,200"
222,Mozambique,$,"1,100"
223,Niger,$,"1,000"
224,Tokelau,$,"1,000"
225,Burundi,$,900
226,Liberia,$,900
227,Malawi,$,800
228,"Congo, Democratic Republic of the",$,700
229,Somalia,$,600
230,Central African Republic,$,600
