"sid","sciname","class","order","family","genus","species","authority","modified_year","category","criteria","habitat","popn_trend","shp_dbf","shp_grp","shp_cnt","src_distn","am_speciesid","TEXT","category_2012chg","popn_trend_2012chg"
41871,"Centrophorus squamosus","CHONDRICHTHYES","SQUALIFORMES","CENTROPHORIDAE","Centrophorus","squamosus","(Bonnaterre, 1788)",2003,"VU","A2bd+3bd+4bd","Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-23076",NA,"VU","Decreasing"
41874,"Hemipristis elongata","CHONDRICHTHYES","CARCHARHINIFORMES","HEMIGALEIDAE","Hemipristis","elongata","(Klunzinger, 1871)",2003,"VU","A2bd+3bd+4bd","Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-48194",NA,"VU","Decreasing"
41876,"Odontaspis ferox","CHONDRICHTHYES","LAMNIFORMES","ODONTASPIDIDAE","Odontaspis","ferox","(Risso, 1810)",2009,"VU","A2bd+4bd","Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-23198",NA,"VU","Decreasing"
41877,"Squalus mitsukurii","CHONDRICHTHYES","SQUALIFORMES","SQUALIDAE","Squalus","mitsukurii","Jordan &amp; Snyder, 1903",2007,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-29536",NA,"DD","Unknown"
41878,"Stegostoma fasciatum","CHONDRICHTHYES","ORECTOLOBIFORMES","STEGOSTOMIDAE","Stegostoma","fasciatum","(Hermann, 1783)",2003,"VU","A2abcd+3cd+4abcd","Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-8339",NA,"VU","Decreasing"
42700,"Apristurus melanoasper","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIORHINIDAE","Apristurus","melanoasper","Iglésias, Nakaya &amp; Stehmann, 2004",2009,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-156530",NA,"DD","Unknown"
42706,"Cephaloscyllium albipinnum","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIORHINIDAE","Cephaloscyllium","albipinnum","Last, Motomura &amp; White, 2008",2011,"NT",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-161440",NA,"NT","Unknown"
42838,"Centrophorus moluccensis","CHONDRICHTHYES","SQUALIFORMES","CENTROPHORIDAE","Centrophorus","moluccensis","Bleeker, 1860",2013,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-29321",NA,"DD","Unknown"
43972,"Polyprion americanus","ACTINOPTERYGII","PERCIFORMES","POLYPRIONIDAE","Polyprion","americanus","(Bloch &amp; Schneider, 1801)",2003,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-22932",NA,"DD","Unknown"
44170,"Bythaelurus dawsoni","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIORHINIDAE","Bythaelurus","dawsoni","(Springer, 1971)",2003,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-154009",NA,"DD","Unknown"
44216,"Apristurus laurussonii","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIORHINIDAE","Apristurus","laurussonii","(Saemundsson, 1922)",2007,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-23002",NA,"DD","Unknown"
44217,"Apristurus longicephalus","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIORHINIDAE","Apristurus","longicephalus","Nakaya, 1975",2004,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-29282",NA,"DD","Unknown"
44218,"Apristurus macrorhynchus","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIORHINIDAE","Apristurus","macrorhynchus","(Tanaka, 1909)",2004,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-23003",NA,"DD","Unknown"
44221,"Apristurus parvipinnis","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIORHINIDAE","Apristurus","parvipinnis","Springer &amp; Heemstra, 1979",2004,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-29285",NA,"DD","Unknown"
44514,"Centroscyllium nigrum","CHONDRICHTHYES","SQUALIFORMES","ETMOPTERIDAE","Centroscyllium","nigrum","Garman, 1899",2004,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-29326",NA,"DD","Unknown"
44565,"Mitsukurina owstoni","CHONDRICHTHYES","LAMNIFORMES","MITSUKURINIDAE","Mitsukurina","owstoni","Jordan, 1898",2004,"LC",NA,"Marine","Stable",NA,NA,NA,"AquaMaps","Fis-31578",NA,"LC","Stable"
44566,"Pseudotriakis microdon","CHONDRICHTHYES","CARCHARHINIFORMES","PSEUDOTRIAKIDAE","Pseudotriakis","microdon","de Brito Capello, 1868",2004,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-30530",NA,"DD","Unknown"
44582,"Psammobatis bergi","CHONDRICHTHYES","RAJIFORMES","ARHYNCHOBATIDAE","Psammobatis","bergi","Marini, 1932",2004,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-132505",NA,"LC","Unknown"
44583,"Psammobatis extenta","CHONDRICHTHYES","RAJIFORMES","ARHYNCHOBATIDAE","Psammobatis","extenta","(Garman, 1913)",2004,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-132506",NA,"LC","Unknown"
44597,"Sympterygia bonapartii","CHONDRICHTHYES","RAJIFORMES","ARHYNCHOBATIDAE","Sympterygia","bonapartii","Müller &amp; Henle, 1841",2004,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-131498",NA,"DD","Unknown"
44611,"Eridacnis sinuans","CHONDRICHTHYES","CARCHARHINIFORMES","PROSCYLLIIDAE","Eridacnis","sinuans","(Smith, 1957)",2004,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-25897",NA,"LC","Unknown"
44619,"Rajella leopardus","CHONDRICHTHYES","RAJIFORMES","RAJIDAE","Rajella","leopardus","(von Bonde &amp; Swart, 1923)",2004,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-131807",NA,"LC","Unknown"
44620,"Rajella ravidula","CHONDRICHTHYES","RAJIFORMES","RAJIDAE","Rajella","ravidula","(Hulley, 1970)",2004,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-132543",NA,"LC","Unknown"
44621,"Torpedo fuscomaculata","CHONDRICHTHYES","RAJIFORMES","TORPEDINIDAE","Torpedo","fuscomaculata","Peters, 1855",2004,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-31223",NA,"DD","Unknown"
44639,"Apristurus riveri","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIORHINIDAE","Apristurus","riveri","Bigelow &amp; Schroeder, 1944",2007,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-29286",NA,"DD","Unknown"
44640,"Psammobatis normani","CHONDRICHTHYES","RAJIFORMES","ARHYNCHOBATIDAE","Psammobatis","normani","McEachran, 1983",2004,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-132516",NA,"DD","Unknown"
44641,"Psammobatis rudis","CHONDRICHTHYES","RAJIFORMES","ARHYNCHOBATIDAE","Psammobatis","rudis","Günther, 1870",2004,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-132008",NA,"DD","Unknown"
44649,"Galeus polli","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIORHINIDAE","Galeus","polli","Cadenat, 1959",2004,"LC",NA,"Marine","Stable",NA,NA,NA,"AquaMaps","Fis-29400",NA,"LC","Stable"
44650,"Rajella barnardi","CHONDRICHTHYES","RAJIFORMES","RAJIDAE","Rajella","barnardi","(Norman, 1935)",2004,"LC",NA,"Marine","Stable",NA,NA,NA,"AquaMaps","Fis-132559",NA,"LC","Stable"
44651,"Rajella dissimilis","CHONDRICHTHYES","RAJIFORMES","RAJIDAE","Rajella","dissimilis","(Hulley, 1970)",2004,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-131897",NA,"LC","Unknown"
44657,"Apristurus microps","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIORHINIDAE","Apristurus","microps","(Gilchrist, 1922)",2004,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-23005",NA,"LC","Unknown"
44669,"Choerodon schoenleinii","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Choerodon","schoenleinii","(Valenciennes, 1839)",2004,"NT",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-26112",NA,"NT","Unknown"
44670,"Choerodon cyanodus","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Choerodon","cyanodus","(Richardson, 1843)",2004,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-28694",NA,"LC","Unknown"
44673,"Epinephelus fuscoguttatus","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Epinephelus","fuscoguttatus","(Forsskål, 1775)",2004,"NT",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-25130",NA,"NT","Unknown"
44674,"Epinephelus coioides","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Epinephelus","coioides","(Hamilton, 1822)",2004,"NT",NA,"Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-26136",NA,"NT","Decreasing"
44684,"Plectropomus leopardus","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Plectropomus","leopardus","(Lacepède, 1802)",2004,"NT",NA,"Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-25341",NA,"NT","Decreasing"
44993,"Discopyge tschudii","CHONDRICHTHYES","RAJIFORMES","NARCINIDAE","Discopyge","tschudii","Heckel, 1846",2004,"NT",NA,"Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-32809",NA,"NT","Decreasing"
44996,"Squatina africana","CHONDRICHTHYES","SQUATINIFORMES","SQUATINIDAE","Squatina","africana","Regan, 1908",2004,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-29539",NA,"DD","Unknown"
60102,"Urolophus paucimaculatus","CHONDRICHTHYES","RAJIFORMES","UROLOPHIDAE","Urolophus","paucimaculatus","Dixon, 1969",2006,"LC",NA,"Marine","Stable",NA,NA,NA,"AquaMaps","Fis-54691",NA,"LC","Stable"
60111,"Plesiobatis daviesi","CHONDRICHTHYES","RAJIFORMES","PLESIOBATIDAE","Plesiobatis","daviesi","(Wallace, 1967)",2006,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-26519",NA,"LC","Unknown"
60120,"Aetomylaeus maculatus","CHONDRICHTHYES","RAJIFORMES","MYLIOBATIDAE","Aetomylaeus","maculatus","(Gray, 1834)",2006,"EN","A2d+3d+4d","Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-28560",NA,"EN","Decreasing"
60121,"Aetomylaeus vespertilio","CHONDRICHTHYES","RAJIFORMES","MYLIOBATIDAE","Aetomylaeus","vespertilio","(Bleeker, 1852)",2006,"EN","A2bd+3d+4d","Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-28562",NA,"EN","Decreasing"
60127,"Pteromylaeus bovinus","CHONDRICHTHYES","RAJIFORMES","MYLIOBATIDAE","Pteromylaeus","bovinus","(Geoffroy Saint-Hilaire, 1817)",2006,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-25423",NA,"DD","Unknown"
60129,"Rhinoptera javanica","CHONDRICHTHYES","RAJIFORMES","RHINOPTERIDAE","Rhinoptera","javanica","Müller &amp; Henle, 1841",2006,"VU","A2d+3cd+4cd","Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-32611",NA,"VU","Unknown"
60136,"Torpedo sinuspersici","CHONDRICHTHYES","RAJIFORMES","TORPEDINIDAE","Torpedo","sinuspersici","Olfers, 1831",2006,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-32610",NA,"DD","Unknown"
60138,"Callorhinchus capensis","CHONDRICHTHYES","CHIMAERIFORMES","CALLORHINCHIDAE","Callorhinchus","capensis","Duméril, 1865",2006,"LC",NA,"Marine","Stable",NA,NA,NA,"AquaMaps","Fis-22772",NA,"LC","Stable"
60140,"Harriotta raleighana","CHONDRICHTHYES","CHIMAERIFORMES","RHINOCHIMAERIDAE","Harriotta","raleighana","Goode &amp; Bean, 1895",2006,"LC",NA,"Marine","Stable",NA,NA,NA,"AquaMaps","Fis-31217",NA,"LC","Stable"
60141,"Neoharriotta carri","CHONDRICHTHYES","CHIMAERIFORMES","RHINOCHIMAERIDAE","Neoharriotta","carri","Bullis &amp; Carpenter, 1966",2006,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-127931",NA,"DD","Unknown"
60142,"Neoharriotta pinnata","CHONDRICHTHYES","CHIMAERIFORMES","RHINOCHIMAERIDAE","Neoharriotta","pinnata","(Schnakenbeck, 1931)",2006,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-27251",NA,"DD","Unknown"
60144,"Rhinochimaera africana","CHONDRICHTHYES","CHIMAERIFORMES","RHINOCHIMAERIDAE","Rhinochimaera","africana","Compagno, Stehmann &amp; Ebert, 1990",2006,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-127944",NA,"DD","Unknown"
60145,"Rhinochimaera atlantica","CHONDRICHTHYES","CHIMAERIFORMES","RHINOCHIMAERIDAE","Rhinochimaera","atlantica","Holt &amp; Byrne, 1909",2006,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-33129",NA,"LC","Unknown"
60146,"Rhinochimaera pacifica","CHONDRICHTHYES","CHIMAERIFORMES","RHINOCHIMAERIDAE","Rhinochimaera","pacifica","(Mitsukuri, 1895)",2006,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-52460",NA,"LC","Unknown"
60166,"Glaucostegus granulatus","CHONDRICHTHYES","RAJIFORMES","RHINOBATIDAE","Glaucostegus","granulatus","(Cuvier, 1829)",2006,"VU","A2bd+3d+4d","Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-159583",NA,"VU","Decreasing"
60185,"Chimaera lignaria","CHONDRICHTHYES","CHIMAERIFORMES","CHIMAERIDAE","Chimaera","lignaria","Didier, 2002",2006,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-146555",NA,"DD","Unknown"
60187,"Chimaera phantasma","CHONDRICHTHYES","CHIMAERIFORMES","CHIMAERIDAE","Chimaera","phantasma","Jordan &amp; Snyder, 1900",2006,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-32433",NA,"DD","Unknown"
60188,"Hydrolagus africanus","CHONDRICHTHYES","CHIMAERIFORMES","CHIMAERIDAE","Hydrolagus","africanus","(Gilchrist, 1922)",2006,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-27681",NA,"DD","Unknown"
60191,"Hydrolagus colliei","CHONDRICHTHYES","CHIMAERIFORMES","CHIMAERIDAE","Hydrolagus","colliei","(Lay &amp; Bennett, 1839)",2006,"LC",NA,"Marine","Stable",NA,NA,NA,"AquaMaps","Fis-24068",NA,"LC","Stable"
60192,"Hydrolagus lemures","CHONDRICHTHYES","CHIMAERIFORMES","CHIMAERIDAE","Hydrolagus","lemures","(Whitley, 1939)",2006,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-47319",NA,"LC","Unknown"
60195,"Hydrolagus ogilbyi","CHONDRICHTHYES","CHIMAERIFORMES","CHIMAERIDAE","Hydrolagus","ogilbyi","(Waite, 1898)",2006,"NT",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-55116",NA,"NT","Unknown"
60197,"Hydrolagus trolli","CHONDRICHTHYES","CHIMAERIFORMES","CHIMAERIDAE","Hydrolagus","trolli","Didier &amp; Séret, 2002",2006,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-146607",NA,"DD","Unknown"
60199,"Mobula tarapacana","CHONDRICHTHYES","RAJIFORMES","MOBULIDAE","Mobula","tarapacana","(Philippi, 1892)",2006,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-35514",NA,"DD","Unknown"
60200,"Mobula thurstoni","CHONDRICHTHYES","RAJIFORMES","MOBULIDAE","Mobula","thurstoni","(Lloyd, 1908)",2006,"NT",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-24127",NA,"NT","Unknown"
60202,"Sphyrna tudes","CHONDRICHTHYES","CARCHARHINIFORMES","SPHYRNIDAE","Sphyrna","tudes","(Valenciennes, 1822)",2006,"VU","A2ad+3d+4ad","Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-133951",NA,"VU","Decreasing"
60203,"Mustelus schmitti","CHONDRICHTHYES","CARCHARHINIFORMES","TRIAKIDAE","Mustelus","schmitti","Springer, 1939",2006,"EN","A2bd+3bd+4bd","Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-31596",NA,"EN","Decreasing"
60206,"Mustelus sinusmexicanus","CHONDRICHTHYES","CARCHARHINIFORMES","TRIAKIDAE","Mustelus","sinusmexicanus","Heemstra, 1997",2006,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-124368",NA,"DD","Unknown"
60210,"Euprotomicrus bispinatus","CHONDRICHTHYES","SQUALIFORMES","DALATIIDAE","Euprotomicrus","bispinatus","(Quoy &amp; Gaimard, 1824)",2006,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-23127",NA,"LC","Unknown"
60213,"Somniosus microcephalus","CHONDRICHTHYES","SQUALIFORMES","SOMNIOSIDAE","Somniosus","microcephalus","(Bloch &amp; Schneider, 1801)",2006,"NT",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-22831",NA,"NT","Unknown"
60214,"Squaliolus laticaudus","CHONDRICHTHYES","SQUALIFORMES","DALATIIDAE","Squaliolus","laticaudus","Smith &amp; Radcliffe, 1912",2006,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-29531",NA,"LC","Unknown"
60215,"Zameus squamulosus","CHONDRICHTHYES","SQUALIFORMES","SOMNIOSIDAE","Zameus","squamulosus","(Günther, 1877)",2006,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-61628",NA,"DD","Unknown"
60219,"Carcharhinus signatus","CHONDRICHTHYES","CARCHARHINIFORMES","CARCHARHINIDAE","Carcharhinus","signatus","(Poey, 1868)",2006,"VU","A2abd+3bd+4abd","Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-23069",NA,"VU","Decreasing"
60225,"Isurus paucus","CHONDRICHTHYES","LAMNIFORMES","LAMNIDAE","Isurus","paucus","Guitart, 1966",2006,"VU","A2bd+3d+4bd","Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-29423",NA,"VU","Decreasing"
60234,"Scyliorhinus cervigoni","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIORHINIDAE","Scyliorhinus","cervigoni","Maurin &amp; Bonnet, 1970",2006,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-29517",NA,"DD","Unknown"
60236,"Etmopterus bigelowi","CHONDRICHTHYES","SQUALIFORMES","ETMOPTERIDAE","Etmopterus","bigelowi","Shirai &amp; Tachikawa, 1993",2006,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-58162",NA,"LC","Unknown"
60241,"Etmopterus polli","CHONDRICHTHYES","SQUALIFORMES","ETMOPTERIDAE","Etmopterus","polli","Bigelow, Schroeder &amp; Springer, 1953",2006,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-29382",NA,"DD","Unknown"
60242,"Etmopterus princeps","CHONDRICHTHYES","SQUALIFORMES","ETMOPTERIDAE","Etmopterus","princeps","Collett, 1904",2006,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-29383",NA,"DD","Unknown"
60243,"Etmopterus robinsi","CHONDRICHTHYES","SQUALIFORMES","ETMOPTERIDAE","Etmopterus","robinsi","Schofield &amp; Burgess, 1997",2006,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-131162",NA,"LC","Unknown"
60247,"Mustelus palumbes","CHONDRICHTHYES","CARCHARHINIFORMES","TRIAKIDAE","Mustelus","palumbes","Smith, 1957",2006,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-31594",NA,"DD","Unknown"
60344,"Anguilla anguilla","ACTINOPTERYGII","ANGUILLIFORMES","ANGUILLIDAE","Anguilla","anguilla","(Linnaeus, 1758)",2010,"CR","A2bd+4bd","Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-22711",NA,"CR","Decreasing"
61213,"Oligolepis acutipennis","ACTINOPTERYGII","PERCIFORMES","GOBIIDAE","Oligolepis","acutipennis","(Valenciennes, 1837)",2012,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-25473",NA,"DD","Unknown"
61337,"Epinephelus daemelii","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Epinephelus","daemelii","(Günther, 1876)",2006,"NT",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-26498",NA,"NT","Unknown"
61338,"Epinephelus malabaricus","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Epinephelus","malabaricus","(Bloch &amp; Schneider, 1801)",2006,"NT",NA,"Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-26113",NA,"NT","Decreasing"
61339,"Epinephelus polyphekadion","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Epinephelus","polyphekadion","(Bleeker, 1849)",2006,"NT",NA,"Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-26142",NA,"NT","Decreasing"
61400,"Bythaelurus canescens","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIORHINIDAE","Bythaelurus","canescens","(Günther, 1878)",2006,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-159405",NA,"DD","Unknown"
61408,"Rostroraja alba","CHONDRICHTHYES","RAJIFORMES","RAJIDAE","Rostroraja","alba","(Lacepède, 1803)",2006,"EN","A2cd+4cd","Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-131821",NA,"EN","Decreasing"
61416,"Squalus cubensis","CHONDRICHTHYES","SQUALIFORMES","SQUALIDAE","Squalus","cubensis","Howell Rivero, 1936",2006,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-29533",NA,"DD","Unknown"
63100,"Dipturus oxyrinchus","CHONDRICHTHYES","RAJIFORMES","RAJIDAE","Dipturus","oxyrinchus","(Linnaeus, 1758)",2007,"NT",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-131842",NA,"NT","Unknown"
63101,"Psammobatis rutrum","CHONDRICHTHYES","RAJIFORMES","ARHYNCHOBATIDAE","Psammobatis","rutrum","Jordan, 1891",2007,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-132504",NA,"DD","Unknown"
63103,"Hydrolagus pallidus","CHONDRICHTHYES","CHIMAERIFORMES","CHIMAERIDAE","Hydrolagus","pallidus","Hardy &amp; Stehmann, 1990",2007,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-63099",NA,"LC","Unknown"
63104,"Hydrolagus mirabilis","CHONDRICHTHYES","CHIMAERIFORMES","CHIMAERIDAE","Hydrolagus","mirabilis","(Collett, 1904)",2007,"NT",NA,"Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-27249",NA,"NT","Decreasing"
63107,"Callorhinchus callorynchus","CHONDRICHTHYES","CHIMAERIFORMES","CALLORHINCHIDAE","Callorhinchus","callorynchus","(Linnaeus, 1758)",2007,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-26997",NA,"LC","Unknown"
63108,"Etmopterus gracilispinis","CHONDRICHTHYES","SQUALIFORMES","ETMOPTERIDAE","Etmopterus","gracilispinis","Krefft, 1968",2007,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-29380",NA,"LC","Unknown"
63109,"Rioraja agassizii","CHONDRICHTHYES","RAJIFORMES","ARHYNCHOBATIDAE","Rioraja","agassizii","(Müller &amp; Henle, 1841)",2007,"VU","A4d","Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-132558",NA,"VU","Unknown"
63111,"Bathyraja brachyurops","CHONDRICHTHYES","RAJIFORMES","ARHYNCHOBATIDAE","Bathyraja","brachyurops","(Fowler, 1910)",2007,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-125150",NA,"LC","Unknown"
63113,"Bathyraja griseocauda","CHONDRICHTHYES","RAJIFORMES","ARHYNCHOBATIDAE","Bathyraja","griseocauda","(Norman, 1937)",2007,"EN","A2bd+4bd","Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-61787",NA,"EN","Decreasing"
63114,"Chimaera monstrosa","CHONDRICHTHYES","CHIMAERIFORMES","CHIMAERIDAE","Chimaera","monstrosa","Linnaeus,1758",2007,"NT",NA,"Marine","Stable",NA,NA,NA,"AquaMaps","Fis-29808",NA,"NT","Stable"
63118,"Etmopterus granulosus","CHONDRICHTHYES","SQUALIFORMES","ETMOPTERIDAE","Etmopterus","granulosus","(Günther, 1880)",2007,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-23121",NA,"LC","Unknown"
63119,"Amblyraja hyperborea","CHONDRICHTHYES","RAJIFORMES","RAJIDAE","Amblyraja","hyperborea","(Collett 1879)",2007,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-131852",NA,"LC","Unknown"
63122,"Amblyraja doellojuradoi","CHONDRICHTHYES","RAJIFORMES","RAJIDAE","Amblyraja","doellojuradoi","(Pozzi, 1935)",2007,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-132004",NA,"LC","Unknown"
63123,"Hydrolagus affinis","CHONDRICHTHYES","CHIMAERIFORMES","CHIMAERIDAE","Hydrolagus","affinis","(de Brito Capello, 1868)",2007,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-25629",NA,"LC","Unknown"
63126,"Malacoraja spinacidermis","CHONDRICHTHYES","RAJIFORMES","RAJIDAE","Malacoraja","spinacidermis","(Barnard, 1923)",2007,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-54405",NA,"LC","Unknown"
63127,"Bathyraja richardsoni","CHONDRICHTHYES","RAJIFORMES","ARHYNCHOBATIDAE","Bathyraja","richardsoni","(Garrick 1961)",2007,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-27351",NA,"LC","Unknown"
63140,"Psammobatis scobina","CHONDRICHTHYES","RAJIFORMES","ARHYNCHOBATIDAE","Psammobatis","scobina","(Philippi, 1857)",2007,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-131759",NA,"DD","Unknown"
63141,"Oxynotus centrina","CHONDRICHTHYES","SQUALIFORMES","OXYNOTIDAE","Oxynotus","centrina","(Linnaeus, 1758)",2007,"VU","A2bcd+4bd","Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-23205",NA,"VU","Unknown"
63145,"Bathyraja scaphiops","CHONDRICHTHYES","RAJIFORMES","ARHYNCHOBATIDAE","Bathyraja","scaphiops","(Norman, 1937)",2007,"NT",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-127222",NA,"NT","Unknown"
