"sid","sciname","class","order","family","genus","species","authority","modified_year","category","criteria","habitat","popn_trend","shp_dbf","shp_grp","shp_cnt","src_distn","am_speciesid","TEXT","category_2012chg","popn_trend_2012chg"
106003890,"Pterodroma brevipes","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Pterodroma","brevipes","(Peale, 1848)",2012,"VU","C2a(i);D1","Marine","Decreasing","range_birds_mar_sid106003890_pts.dbf","birds",12846,"IUCN",NA,NA,"VU","Decreasing"
106003891,"Pterodroma defilippiana","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Pterodroma","defilippiana","(Giglioli & Salvadori, 1869)",2012,"VU","D2","Marine","Stable","range_birds_mar_sid106003891_pts.dbf","birds",681,"IUCN",NA,NA,"VU","Stable"
106003892,"Pterodroma longirostris","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Pterodroma","longirostris","(Stejneger, 1893)",2012,"VU","D2","Marine","Stable","range_birds_mar_sid106003892_pts.dbf","birds",17548,"IUCN",NA,NA,"VU","Stable"
106003893,"Pterodroma alba","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Pterodroma","alba","(Gmelin, 1789)",2012,"EN","A3bce+4bce","Marine","Decreasing","range_birds_mar_sid106003893_pts.dbf","birds",7761,"IUCN",NA,NA,"EN","Decreasing"
106003894,"Pterodroma arminjoniana","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Pterodroma","arminjoniana","(Giglioli & Salvadori, 1869)",2012,"VU","D2","Marine","Stable","range_birds_mar_sid106003894_pts.dbf","birds",400,"IUCN",NA,NA,"VU","Stable"
106003895,"Pterodroma heraldica","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Pterodroma","heraldica","(Salvin, 1888)",2012,"LC",NA,"Marine","Decreasing","range_birds_mar_sid106003895_pts.dbf","birds",19217,"IUCN",NA,NA,"LC","Decreasing"
106003896,"Pterodroma sandwichensis","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Pterodroma","sandwichensis","(Ridgway, 1884)",2012,"VU","B2ab(iv,v)","Marine","Decreasing","range_birds_mar_sid106003896_pts.dbf","birds",3798,"IUCN",NA,NA,"VU","Decreasing"
106003897,"Pterodroma phaeopygia","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Pterodroma","phaeopygia","(Salvin, 1876)",2012,"CR","A2bce","Marine","Decreasing","range_birds_mar_sid106003897_pts.dbf","birds",5175,"IUCN",NA,NA,"CR","Decreasing"
106003899,"Pterodroma externa","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Pterodroma","externa","(Salvin, 1875)",2012,"VU","D2","Marine","Stable","range_birds_mar_sid106003899_pts.dbf","birds",15975,"IUCN",NA,NA,"VU","Stable"
106003900,"Pterodroma baraui","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Pterodroma","baraui","(Jouanin, 1964)",2012,"EN","B2ab(iii,v)","Marine","Decreasing","range_birds_mar_sid106003900_pts.dbf","birds",5889,"IUCN",NA,NA,"EN","Decreasing"
106003901,"Pterodroma ultima","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Pterodroma","ultima","Murphy, 1949",2012,"NT",NA,"Marine","Decreasing","range_birds_mar_sid106003901_pts.dbf","birds",19214,"IUCN",NA,NA,"NT","Decreasing"
106003902,"Pterodroma solandri","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Pterodroma","solandri","(Gould, 1844)",2012,"VU","D2","Marine","Increasing","range_birds_mar_sid106003902_pts.dbf","birds",17287,"IUCN",NA,NA,"VU","Increasing"
106003903,"Pterodroma macroptera","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Pterodroma","macroptera","(Smith, 1840)",2012,"LC",NA,"Marine","Decreasing","range_birds_mar_sid106003903_pts.dbf","birds",28546,"IUCN",NA,NA,"LC","Decreasing"
106003904,"Pterodroma magentae","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Pterodroma","magentae","(Giglioli & Salvadori, 1869)",2012,"CR","A2ce","Marine","Increasing","range_birds_mar_sid106003904_pts.dbf","birds",942,"IUCN",NA,NA,"CR","Increasing"
106003905,"Pterodroma lessonii","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Pterodroma","lessonii","(Garnot, 1826)",2012,"LC",NA,"Marine","Decreasing","range_birds_mar_sid106003905_pts.dbf","birds",42213,"IUCN",NA,NA,"LC","Decreasing"
106003907,"Pterodroma feae","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Pterodroma","feae","(Salvadori, 1899)",2012,"NT",NA,"Marine","Increasing","range_birds_mar_sid106003907_pts.dbf","birds",5186,"IUCN",NA,NA,"NT","Increasing"
106003908,"Pterodroma mollis","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Pterodroma","mollis","(Gould, 1844)",2012,"LC",NA,"Marine","Stable","range_birds_mar_sid106003908_pts.dbf","birds",24206,"IUCN","ITS-174590",NA,"LC","Stable"
106003909,"Pterodroma incerta","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Pterodroma","incerta","(Schlegel, 1863)",2012,"EN","B2ab(v)","Marine","Decreasing","range_birds_mar_sid106003909_pts.dbf","birds",6856,"IUCN",NA,NA,"EN","Decreasing"
106003910,"Pterodroma cahow","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Pterodroma","cahow","(Nichols & Mowbray, 1916)",2012,"EN","D","Marine","Increasing","range_birds_mar_sid106003910_pts.dbf","birds",286,"IUCN",NA,NA,"EN","Increasing"
106003911,"Pterodroma hasitata","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Pterodroma","hasitata","(Kuhl, 1820)",2012,"EN","B2ab(i,ii,iii,iv,v)","Marine","Decreasing","range_birds_mar_sid106003911_pts.dbf","birds",3286,"IUCN",NA,NA,"EN","Decreasing"
106003913,"Halobaena caerulea","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Halobaena","caerulea","(Gmelin, 1789)",2012,"LC",NA,"Marine","Stable","range_birds_mar_sid106003913_pts.dbf","birds",42354,"IUCN",NA,NA,"LC","Stable"
106003914,"Pachyptila vittata","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Pachyptila","vittata","(Forster, 1777)",2012,"LC",NA,"Marine","Decreasing","range_birds_mar_sid106003914_pts.dbf","birds",22297,"IUCN",NA,NA,"LC","Decreasing"
106003915,"Pachyptila salvini","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Pachyptila","salvini","(Mathews, 1912)",2012,"LC",NA,"Marine","Stable","range_birds_mar_sid106003915_pts.dbf","birds",14999,"IUCN",NA,NA,"LC","Stable"
106003916,"Pachyptila desolata","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Pachyptila","desolata","(Gmelin, 1789)",2012,"LC",NA,"Marine","Decreasing","range_birds_mar_sid106003916_pts.dbf","birds",45678,"IUCN",NA,NA,"LC","Decreasing"
106003917,"Pachyptila belcheri","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Pachyptila","belcheri","(Mathews, 1912)",2012,"LC",NA,"Marine","Stable","range_birds_mar_sid106003917_pts.dbf","birds",28939,"IUCN",NA,NA,"LC","Stable"
106003918,"Pachyptila turtur","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Pachyptila","turtur","(Kuhl, 1820)",2012,"LC",NA,"Marine","Stable","range_birds_mar_sid106003918_pts.dbf","birds",10571,"IUCN",NA,NA,"LC","Stable"
106003919,"Pachyptila crassirostris","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Pachyptila","crassirostris","(Mathews, 1912)",2012,"LC",NA,"Marine","Stable","range_birds_mar_sid106003919_pts.dbf","birds",3884,"IUCN",NA,NA,"LC","Stable"
106003920,"Bulweria bulwerii","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Bulweria","bulwerii","(Jardine & Selby, 1828)",2012,"LC",NA,"Marine","Stable","range_birds_mar_sid106003920_pts.dbf","birds",41444,"IUCN",NA,NA,"LC","Stable"
106003921,"Bulweria fallax","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Bulweria","fallax","Jouanin, 1955",2012,"NT",NA,"Marine","Increasing","range_birds_mar_sid106003921_pts.dbf","birds",3045,"IUCN",NA,NA,"NT","Increasing"
106003922,"Procellaria aequinoctialis","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Procellaria","aequinoctialis","Linnaeus, 1758",2012,"VU","A4bcde","Marine","Decreasing","range_birds_mar_sid106003922_pts.dbf","birds",45175,"IUCN",NA,NA,"VU","Decreasing"
106003923,"Procellaria parkinsoni","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Procellaria","parkinsoni","Gray, 1862",2012,"VU","D2","Marine","Stable","range_birds_mar_sid106003923_pts.dbf","birds",10969,"IUCN",NA,NA,"VU","Stable"
106003924,"Procellaria westlandica","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Procellaria","westlandica","Falla, 1946",2012,"VU","D2","Marine","Stable","range_birds_mar_sid106003924_pts.dbf","birds",6786,"IUCN",NA,NA,"VU","Stable"
106003925,"Procellaria cinerea","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Procellaria","cinerea","Gmelin, 1789",2012,"NT",NA,"Marine","Decreasing","range_birds_mar_sid106003925_pts.dbf","birds",40184,"IUCN",NA,NA,"NT","Decreasing"
106003926,"Calonectris diomedea","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Calonectris","diomedea","(Scopoli, 1769)",2012,"LC",NA,"Marine","Decreasing","range_birds_mar_sid106003926_pts.dbf","birds",27194,"IUCN","ITS-203446",NA,"LC","Decreasing"
106003927,"Calonectris leucomelas","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Calonectris","leucomelas","(Temminck, 1835)",2012,"LC",NA,"Marine","Decreasing","range_birds_mar_sid106003927_pts.dbf","birds",13409,"IUCN","ITS-203449",NA,"LC","Decreasing"
106003928,"Puffinus pacificus","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Puffinus","pacificus","(Gmelin, 1789)",2012,"LC",NA,"Marine","Decreasing","range_birds_mar_sid106003928_pts.dbf","birds",44282,"IUCN","ITS-174550",NA,"LC","Decreasing"
106003929,"Puffinus bulleri","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Puffinus","bulleri","Salvin, 1888",2012,"VU","D2","Marine","Stable","range_birds_mar_sid106003929_pts.dbf","birds",43520,"IUCN",NA,NA,"VU","Stable"
106003930,"Puffinus carneipes","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Puffinus","carneipes","Gould, 1844",2012,"LC",NA,"Marine","Stable","range_birds_mar_sid106003930_pts.dbf","birds",45497,"IUCN",NA,NA,"LC","Stable"
106003931,"Puffinus creatopus","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Puffinus","creatopus","Coues, 1864",2012,"VU","D2","Marine","Unknown","range_birds_mar_sid106003931_pts.dbf","birds",10079,"IUCN",NA,NA,"VU","Unknown"
106003932,"Puffinus gravis","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Puffinus","gravis","(O'Reilly, 1818)",2012,"LC",NA,"Marine","Stable","range_birds_mar_sid106003932_pts.dbf","birds",26783,"IUCN",NA,NA,"LC","Stable"
106003933,"Puffinus griseus","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Puffinus","griseus","(Gmelin, 1789)",2012,"NT",NA,"Marine","Decreasing","range_birds_mar_sid106003933_pts.dbf","birds",94422,"IUCN",NA,NA,"NT","Decreasing"
106003934,"Puffinus tenuirostris","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Puffinus","tenuirostris","(Temminck, 1835)",2012,"LC",NA,"Marine","Decreasing","range_birds_mar_sid106003934_pts.dbf","birds",50627,"IUCN",NA,NA,"LC","Decreasing"
106003935,"Puffinus nativitatis","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Puffinus","nativitatis","Streets, 1877",2012,"LC",NA,"Marine","Stable","range_birds_mar_sid106003935_pts.dbf","birds",18842,"IUCN",NA,NA,"LC","Stable"
106003936,"Puffinus puffinus","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Puffinus","puffinus","(Brünnich, 1764)",2012,"LC",NA,"Marine","Decreasing","range_birds_mar_sid106003936_pts.dbf","birds",24803,"IUCN","ITS-174555",NA,"LC","Decreasing"
106003938,"Puffinus auricularis","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Puffinus","auricularis","Townsend, 1890",2012,"CR","B2ab(i,ii,iii,v)","Marine","Decreasing","range_birds_mar_sid106003938_pts.dbf","birds",1076,"IUCN",NA,NA,"CR","Decreasing"
106003939,"Puffinus newelli","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Puffinus","newelli","Henshaw, 1900",2012,"EN","A2bce+3bce+4bce","Marine","Decreasing","range_birds_mar_sid106003939_pts.dbf","birds",4464,"IUCN","ITS-202223",NA,"EN","Decreasing"
106003940,"Puffinus opisthomelas","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Puffinus","opisthomelas","Coues, 1864",2012,"NT",NA,"Marine","Unknown","range_birds_mar_sid106003940_pts.dbf","birds",939,"IUCN",NA,NA,"NT","Unknown"
106003941,"Puffinus gavia","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Puffinus","gavia","(Forster, 1844)",2012,"LC",NA,"Marine","Decreasing","range_birds_mar_sid106003941_pts.dbf","birds",4924,"IUCN",NA,NA,"LC","Decreasing"
106003942,"Puffinus huttoni","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Puffinus","huttoni","Mathews, 1912",2012,"EN","B2ab(ii,iii)","Marine","Stable","range_birds_mar_sid106003942_pts.dbf","birds",1820,"IUCN",NA,NA,"EN","Stable"
106003943,"Puffinus lherminieri","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Puffinus","lherminieri","Lesson, 1839",2012,"LC",NA,"Marine","Stable","range_birds_mar_sid106003943_pts.dbf","birds",2323,"IUCN",NA,NA,"LC","Stable"
106003944,"Puffinus assimilis","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Puffinus","assimilis","Gould, 1838",2012,"LC",NA,"Marine","Decreasing","range_birds_mar_sid106003944_pts.dbf","birds",26464,"IUCN",NA,NA,"LC","Decreasing"
106003950,"Pelecanoides georgicus","AVES","PROCELLARIIFORMES","PELECANOIDIDAE","Pelecanoides","georgicus","Murphy & Harper, 1916",2012,"LC",NA,"Marine","Decreasing","range_birds_mar_sid106003950_pts.dbf","birds",5220,"IUCN",NA,NA,"LC","Decreasing"
106003951,"Pelecanoides urinatrix","AVES","PROCELLARIIFORMES","PELECANOIDIDAE","Pelecanoides","urinatrix","(Gmelin, 1789)",2012,"LC",NA,"Marine","Decreasing","range_birds_mar_sid106003951_pts.dbf","birds",12065,"IUCN",NA,NA,"LC","Decreasing"
106003952,"Diomedea exulans","AVES","PROCELLARIIFORMES","DIOMEDEIDAE","Diomedea","exulans","Linnaeus, 1758",2012,"VU","A4bd","Marine","Decreasing","range_birds_mar_sid106003952_pts.dbf","birds",44892,"IUCN","ITS-174525",NA,"VU","Decreasing"
106003953,"Diomedea amsterdamensis","AVES","PROCELLARIIFORMES","DIOMEDEIDAE","Diomedea","amsterdamensis","Roux et al. 1983",2012,"CR","B2ab(v);C2a(ii)","Marine","Decreasing","range_birds_mar_sid106003953_pts.dbf","birds",1802,"IUCN",NA,NA,"CR","Decreasing"
106003954,"Diomedea epomophora","AVES","PROCELLARIIFORMES","DIOMEDEIDAE","Diomedea","epomophora","Lesson, 1825",2012,"VU","D2","Marine","Stable","range_birds_mar_sid106003954_pts.dbf","birds",29739,"IUCN",NA,NA,"VU","Stable"
106003955,"Phoebastria irrorata","AVES","PROCELLARIIFORMES","DIOMEDEIDAE","Phoebastria","irrorata","(Salvin, 1883)",2012,"CR","B2ab(v)","Marine","Decreasing","range_birds_mar_sid106003955_pts.dbf","birds",683,"IUCN","ITS-562021",NA,"CR","Decreasing"
106003956,"Phoebastria albatrus","AVES","PROCELLARIIFORMES","DIOMEDEIDAE","Phoebastria","albatrus","(Pallas, 1769)",2012,"VU","D2","Marine","Increasing","range_birds_mar_sid106003956_pts.dbf","birds",20646,"IUCN",NA,NA,"VU","Increasing"
106003957,"Phoebastria nigripes","AVES","PROCELLARIIFORMES","DIOMEDEIDAE","Phoebastria","nigripes","(Audubon, 1849)",2012,"VU","A4bd","Marine","Increasing","range_birds_mar_sid106003957_pts.dbf","birds",21817,"IUCN",NA,NA,"VU","Increasing"
106003958,"Phoebastria immutabilis","AVES","PROCELLARIIFORMES","DIOMEDEIDAE","Phoebastria","immutabilis","(Rothschild, 1893)",2012,"NT",NA,"Marine","Stable","range_birds_mar_sid106003958_pts.dbf","birds",19127,"IUCN",NA,NA,"NT","Stable"
106003959,"Thalassarche melanophrys","AVES","PROCELLARIIFORMES","DIOMEDEIDAE","Thalassarche","melanophrys","(Temminck, 1828)",2012,"EN","A4bd","Marine","Decreasing","range_birds_mar_sid106003959_pts.dbf","birds",54572,"IUCN",NA,NA,"EN","Decreasing"
106003962,"Thalassarche salvini","AVES","PROCELLARIIFORMES","DIOMEDEIDAE","Thalassarche","salvini","(Rothschild, 1893)",2012,"VU","D2","Marine","Unknown","range_birds_mar_sid106003962_pts.dbf","birds",20655,"IUCN",NA,NA,"VU","Unknown"
106003963,"Thalassarche eremita","AVES","PROCELLARIIFORMES","DIOMEDEIDAE","Thalassarche","eremita","Murphy, 1930",2012,"VU","D2","Marine","Increasing","range_birds_mar_sid106003963_pts.dbf","birds",19344,"IUCN",NA,NA,"VU","Increasing"
106003964,"Thalassarche chrysostoma","AVES","PROCELLARIIFORMES","DIOMEDEIDAE","Thalassarche","chrysostoma","(Forster, 1785)",2012,"VU","A4bd","Marine","Decreasing","range_birds_mar_sid106003964_pts.dbf","birds",43068,"IUCN","ITS-563381",NA,"VU","Decreasing"
106003965,"Thalassarche chlororhynchos","AVES","PROCELLARIIFORMES","DIOMEDEIDAE","Thalassarche","chlororhynchos","(Gmelin, 1789)",2012,"EN","A4bd;B2ab(v)","Marine","Decreasing","range_birds_mar_sid106003965_pts.dbf","birds",7069,"IUCN","ITS-554452",NA,"EN","Decreasing"
106003967,"Phoebetria fusca","AVES","PROCELLARIIFORMES","DIOMEDEIDAE","Phoebetria","fusca","(Hilsenberg, 1822)",2012,"EN","A4bd","Marine","Decreasing","range_birds_mar_sid106003967_pts.dbf","birds",16759,"IUCN",NA,NA,"EN","Decreasing"
106003969,"Oceanites oceanicus","AVES","PROCELLARIIFORMES","HYDROBATIDAE","Oceanites","oceanicus","(Kuhl, 1820)",2012,"LC",NA,"Marine","Stable","range_birds_mar_sid106003969_pts.dbf","birds",124952,"IUCN",NA,NA,"LC","Stable"
106003970,"Oceanites gracilis","AVES","PROCELLARIIFORMES","HYDROBATIDAE","Oceanites","gracilis","(Elliot, 1859)",2012,"DD",NA,"Marine","Stable","range_birds_mar_sid106003970_pts.dbf","birds",718,"IUCN",NA,NA,"DD","Stable"
106003971,"Phoebetria palpebrata","AVES","PROCELLARIIFORMES","DIOMEDEIDAE","Phoebetria","palpebrata","(Forster, 1785)",2012,"NT",NA,"Marine","Decreasing","range_birds_mar_sid106003971_pts.dbf","birds",43074,"IUCN","ITS-174531",NA,"NT","Decreasing"
106003972,"Pelagodroma marina","AVES","PROCELLARIIFORMES","HYDROBATIDAE","Pelagodroma","marina","(Latham, 1790)",2012,"LC",NA,"Marine","Decreasing","range_birds_mar_sid106003972_pts.dbf","birds",41541,"IUCN",NA,NA,"LC","Decreasing"
106003973,"Fregetta tropica","AVES","PROCELLARIIFORMES","HYDROBATIDAE","Fregetta","tropica","(Gould, 1844)",2012,"LC",NA,"Marine","Decreasing","range_birds_mar_sid106003973_pts.dbf","birds",84423,"IUCN",NA,NA,"LC","Decreasing"
106003974,"Fregetta grallaria","AVES","PROCELLARIIFORMES","HYDROBATIDAE","Fregetta","grallaria","(Vieillot, 1817)",2012,"LC",NA,"Marine","Decreasing","range_birds_mar_sid106003974_pts.dbf","birds",30934,"IUCN",NA,NA,"LC","Decreasing"
106003975,"Nesofregetta fuliginosa","AVES","PROCELLARIIFORMES","HYDROBATIDAE","Nesofregetta","fuliginosa","(Gmelin, 1789)",2012,"EN","C2a(i)","Marine","Decreasing","range_birds_mar_sid106003975_pts.dbf","birds",11096,"IUCN",NA,NA,"EN","Decreasing"
106003977,"Halocyptena microsoma","AVES","PROCELLARIIFORMES","HYDROBATIDAE","Halocyptena","microsoma","(Coues, 1864)",2012,"LC",NA,"Marine","Decreasing","range_birds_mar_sid106003977_pts.dbf","birds",1096,"IUCN",NA,NA,"LC","Decreasing"
106003978,"Oceanodroma tethys","AVES","PROCELLARIIFORMES","HYDROBATIDAE","Oceanodroma","tethys","(Bonaparte, 1852)",2012,"LC",NA,"Marine","Decreasing","range_birds_mar_sid106003978_pts.dbf","birds",4299,"IUCN",NA,NA,"LC","Decreasing"
106003980,"Oceanodroma leucorhoa","AVES","PROCELLARIIFORMES","HYDROBATIDAE","Oceanodroma","leucorhoa","(Vieillot, 1818)",2012,"LC",NA,"Marine","Stable","range_birds_mar_sid106003980_pts.dbf","birds",51935,"IUCN","ITS-174628",NA,"LC","Stable"
106003981,"Oceanodroma monorhis","AVES","PROCELLARIIFORMES","HYDROBATIDAE","Oceanodroma","monorhis","(Swinhoe, 1867)",2012,"NT",NA,"Marine","Stable","range_birds_mar_sid106003981_pts.dbf","birds",8044,"IUCN",NA,NA,"NT","Stable"
106003983,"Oceanodroma tristrami","AVES","PROCELLARIIFORMES","HYDROBATIDAE","Oceanodroma","tristrami","Salvin, 1896",2012,"NT",NA,"Marine","Stable","range_birds_mar_sid106003983_pts.dbf","birds",5552,"IUCN",NA,NA,"NT","Stable"
106003985,"Oceanodroma matsudairae","AVES","PROCELLARIIFORMES","HYDROBATIDAE","Oceanodroma","matsudairae","Kuroda, 1922",2012,"DD",NA,"Marine","Unknown","range_birds_mar_sid106003985_pts.dbf","birds",8442,"IUCN",NA,NA,"DD","Unknown"
106003986,"Oceanodroma melania","AVES","PROCELLARIIFORMES","HYDROBATIDAE","Oceanodroma","melania","(Bonaparte, 1854)",2012,"LC",NA,"Marine","Decreasing","range_birds_mar_sid106003986_pts.dbf","birds",3088,"IUCN",NA,NA,"LC","Decreasing"
106003989,"Oceanodroma furcata","AVES","PROCELLARIIFORMES","HYDROBATIDAE","Oceanodroma","furcata","(Gmelin, 1789)",2012,"LC",NA,"Marine","Increasing","range_birds_mar_sid106003989_pts.dbf","birds",9970,"IUCN",NA,NA,"LC","Increasing"
106008450,"Anthus cervinus","AVES","PASSERIFORMES","MOTACILLIDAE","Anthus","cervinus","(Pallas, 1811)",2012,"LC",NA,"Marine","Stable","range_birds_mar_sid106008450_pts.dbf","birds",50,"IUCN",NA,NA,"LC","Stable"
106008970,"Calcarius lapponicus","AVES","PASSERIFORMES","EMBERIZIDAE","Calcarius","lapponicus","(Linnaeus, 1758)",2012,"LC",NA,"Marine","Increasing","range_birds_mar_sid106008970_pts.dbf","birds",256,"IUCN",NA,NA,"LC","Increasing"
106008973,"Plectrophenax nivalis","AVES","PASSERIFORMES","EMBERIZIDAE","Plectrophenax","nivalis","(Linnaeus, 1758)",2012,"LC",NA,"Marine","Decreasing","range_birds_mar_sid106008973_pts.dbf","birds",283,"IUCN",NA,NA,"LC","Decreasing"
139471543,"Melanitta stejnegeri","AVES","ANSERIFORMES","ANATIDAE","Melanitta","stejnegeri","(Ridgway, 1887)",2012,"LC",NA,"Marine","Decreasing","range_birds_mar_sid139471543_pts.dbf","birds",1077,"IUCN",NA,NA,"LC","Decreasing"
160030004,"Diomedea antipodensis","AVES","PROCELLARIIFORMES","DIOMEDEIDAE","Diomedea","antipodensis","Robertson & Warham, 1992",2012,"VU","D2","Marine","Decreasing","range_birds_mar_sid160030004_pts.dbf","birds",19463,"IUCN",NA,NA,"VU","Decreasing"
160030005,"Diomedea sanfordi","AVES","PROCELLARIIFORMES","DIOMEDEIDAE","Diomedea","sanfordi","Murphy, 1917",2012,"EN","A4bc;B2ab(iii,v)","Marine","Decreasing","range_birds_mar_sid160030005_pts.dbf","birds",29745,"IUCN",NA,NA,"EN","Decreasing"
160030006,"Thalassarche bulleri","AVES","PROCELLARIIFORMES","DIOMEDEIDAE","Thalassarche","bulleri","(Rothschild, 1893)",2012,"NT",NA,"Marine","Stable","range_birds_mar_sid160030006_pts.dbf","birds",6981,"IUCN","ITS-563380",NA,"NT","Stable"
160030007,"Thalassarche impavida","AVES","PROCELLARIIFORMES","DIOMEDEIDAE","Thalassarche","impavida","Mathews, 1912",2012,"VU","D2","Marine","Increasing","range_birds_mar_sid160030007_pts.dbf","birds",16342,"IUCN",NA,NA,"VU","Increasing"
160030013,"Diomedea dabbenena","AVES","PROCELLARIIFORMES","DIOMEDEIDAE","Diomedea","dabbenena","Mathews, 1929",2012,"CR","A4ade","Marine","Decreasing","range_birds_mar_sid160030013_pts.dbf","birds",6249,"IUCN",NA,NA,"CR","Decreasing"
