"","sp_id","sp_type","rgn_id","rgn_name","layer","pressure_score","year","gap_filled"
"24",26,"eez",26,"Andaman and Nicobar","catch_06_10_npp_lb",0.0519270065163749,2015,"no"
"25",28,"eez",28,"Comoro Islands","catch_06_10_npp_lb",0.0277499025388648,2015,"no"
"26",29,"eez",29,"Mayotte","catch_06_10_npp_lb",0.0376282301199161,2015,"no"
"27",30,"eez",30,"Glorioso Islands","catch_06_10_npp_lb",0.00415305741762796,2015,"no"
"28",31,"eez",31,"Seychelles","catch_06_10_npp_lb",0.0145203994467899,2015,"no"
"29",32,"eez",32,"Reunion","catch_06_10_npp_lb",0.00226097770987583,2015,"no"
"30",33,"eez",33,"Juan de Nova Island","catch_06_10_npp_lb",0.00357744347738167,2015,"no"
"31",34,"eez",34,"Bassas da India","catch_06_10_npp_lb",0.00384278208743881,2015,"no"
"32",35,"eez",35,"Ile Europa","catch_06_10_npp_lb",0.0037536142839179,2015,"no"
"33",36,"eez",36,"Ile Tromelin","catch_06_10_npp_lb",0.000607275201690011,2015,"no"
"34",37,"eez",37,"Mauritius","catch_06_10_npp_lb",0.00313784139310702,2015,"no"
"35",38,"eez",38,"British Indian Ocean Territory","catch_06_10_npp_lb",0.00655067381621191,2015,"no"
"36",39,"eez",39,"Maldives","catch_06_10_npp_lb",0.07344585958366,2015,"no"
"37",40,"eez",40,"Sri Lanka","catch_06_10_npp_lb",0.145241576307364,2015,"no"
"38",41,"eez",41,"Mozambique","catch_06_10_npp_lb",0.0275690684308483,2015,"no"
"39",42,"eez",42,"Madagascar","catch_06_10_npp_lb",0.0180275611323085,2015,"no"
"40",43,"eez",43,"Kenya","catch_06_10_npp_lb",0.0209533053844919,2015,"no"
"41",44,"eez",44,"Somalia","catch_06_10_npp_lb",0.0269912074741106,2015,"no"
"42",45,"eez",45,"Eritrea","catch_06_10_npp_lb",0.00698265608075172,2015,"no"
"43",46,"eez",46,"Djibouti","catch_06_10_npp_lb",0.0309020612918285,2015,"no"
"44",47,"eez",47,"Yemen","catch_06_10_npp_lb",0.0840596075274005,2015,"no"
"45",48,"eez",48,"Oman","catch_06_10_npp_lb",0.0599984171402003,2015,"no"
"46",49,"eez",49,"Sudan","catch_06_10_npp_lb",0.00206334043486203,2015,"no"
"47",50,"eez",50,"Saudi Arabia","catch_06_10_npp_lb",0.0354760666153855,2015,"no"
"48",51,"eez",51,"Kuwait","catch_06_10_npp_lb",0.0938813411209519,2015,"no"
"49",52,"eez",52,"Bahrain","catch_06_10_npp_lb",0.219540117114441,2015,"no"
"50",53,"eez",53,"Pakistan","catch_06_10_npp_lb",0.290352505704055,2015,"no"
"51",54,"eez",54,"United Arab Emirates","catch_06_10_npp_lb",0.0939188903718616,2015,"no"
"52",55,"eez",55,"Azores","catch_06_10_npp_lb",0.00392989983401283,2015,"no"
"53",56,"eez",56,"Cape Verde","catch_06_10_npp_lb",0.00583980542206519,2015,"no"
"54",57,"eez",57,"Madeira","catch_06_10_npp_lb",0.0059084366666741,2015,"no"
"55",58,"eez",58,"Canary Islands","catch_06_10_npp_lb",0.0249216870408891,2015,"no"
"56",59,"eez",59,"Belgium","catch_06_10_npp_lb",0.0508147864978465,2015,"no"
"57",60,"eez",60,"Gibraltar","catch_06_10_npp_lb",0.136950474414587,2015,"no"
"58",61,"eez",61,"Tunisia","catch_06_10_npp_lb",0.0750546116897016,2015,"no"
"59",62,"eez",62,"Morocco","catch_06_10_npp_lb",0.357909838768701,2015,"no"
"60",63,"eez",63,"Western Sahara","catch_06_10_npp_lb",0.345042649799013,2015,"no"
"61",64,"eez",64,"Mauritania","catch_06_10_npp_lb",0.474391702758619,2015,"no"
"62",65,"eez",65,"Gambia","catch_06_10_npp_lb",0.561130749892208,2015,"no"
"63",66,"eez",66,"Senegal","catch_06_10_npp_lb",0.413046824111926,2015,"no"
"64",67,"eez",67,"Libya","catch_06_10_npp_lb",0.042688932877354,2015,"no"
"65",68,"eez",68,"Malta","catch_06_10_npp_lb",0.00505783117524778,2015,"no"
"66",69,"eez",69,"Latvia","catch_06_10_npp_lb",0.391730027587791,2015,"no"
"67",70,"eez",70,"Estonia","catch_06_10_npp_lb",0.265236317086796,2015,"no"
"68",71,"eez",71,"Bulgaria","catch_06_10_npp_lb",NA,2015,"gap-filled"
"69",72,"eez",72,"Romania","catch_06_10_npp_lb",NA,2015,"gap-filled"
"70",73,"eez",73,"Russia","catch_06_10_npp_lb",0.13374501566295,2015,"no"
"71",74,"eez",74,"Georgia","catch_06_10_npp_lb",NA,2015,"gap-filled"
"72",75,"eez",75,"Ukraine","catch_06_10_npp_lb",NA,2015,"gap-filled"
"73",76,"eez",76,"Turkey","catch_06_10_npp_lb",0.194786959232624,2015,"no"
"74",77,"eez",77,"Syria","catch_06_10_npp_lb",0.0588716578287971,2015,"no"
"75",78,"eez",78,"Lebanon","catch_06_10_npp_lb",0.0654815112629258,2015,"no"
"76",79,"eez",79,"Israel","catch_06_10_npp_lb",0.0247835717171785,2015,"no"
"77",80,"eez",80,"Greece","catch_06_10_npp_lb",0.0509892370044634,2015,"no"
"78",81,"eez",81,"Cyprus","catch_06_10_npp_lb",0.00728272950365894,2015,"no"
"79",82,"eez",82,"Albania","catch_06_10_npp_lb",0.0130953877773575,2015,"no"
"80",84,"eez",84,"Algeria","catch_06_10_npp_lb",0.251894979581899,2015,"no"
"81",85,"eez",85,"Ascension","catch_06_10_npp_lb",2.82921114789943e-05,2015,"no"
"82",86,"eez",86,"Saint Helena","catch_06_10_npp_lb",0.000591221403010733,2015,"no"
"83",88,"eez",88,"Tristan da Cunha","catch_06_10_npp_lb",0.000493659112603032,2015,"no"
"84",89,"eez",89,"South Georgia and the South Sandwich Islands","catch_06_10_npp_lb",0.00420426397904026,2015,"no"
"85",90,"eez",90,"Prince Edward Islands","catch_06_10_npp_lb",0.000122599620592113,2015,"no"
"86",91,"eez",91,"Crozet Islands","catch_06_10_npp_lb",1.30684504357451e-05,2015,"no"
"87",92,"eez",92,"Amsterdam Island and Saint Paul Island","catch_06_10_npp_lb",1.23593293235935e-06,2015,"no"
"88",93,"eez",93,"Kerguelen Islands","catch_06_10_npp_lb",5.24565626478586e-06,2015,"no"
"89",94,"eez",94,"Heard and McDonald Islands","catch_06_10_npp_lb",2.1330569509945e-05,2015,"no"
"90",95,"eez",95,"Falkland Islands","catch_06_10_npp_lb",0.0129817216813285,2015,"no"
"91",96,"eez",96,"Sierra Leone","catch_06_10_npp_lb",0.198815318116089,2015,"no"
"92",97,"eez",97,"Liberia","catch_06_10_npp_lb",0.0452263303984061,2015,"no"
"93",98,"eez",98,"Togo","catch_06_10_npp_lb",0.289409756282876,2015,"no"
"94",99,"eez",99,"Benin","catch_06_10_npp_lb",0.247107153990869,2015,"no"
"95",100,"eez",100,"Republique du Congo","catch_06_10_npp_lb",0.109671837476949,2015,"no"
"96",101,"eez",101,"Namibia","catch_06_10_npp_lb",0.13613368986936,2015,"no"
"97",102,"eez",102,"South Africa","catch_06_10_npp_lb",0.106289617048936,2015,"no"
"98",103,"eez",103,"Sao Tome and Principe","catch_06_10_npp_lb",0.011727574844861,2015,"no"
"99",104,"eez",104,"Equatorial Guinea","catch_06_10_npp_lb",0.0191531497187728,2015,"no"
"100",105,"eez",105,"Bouvet Island","catch_06_10_npp_lb",NA,2015,"gap-filled"
"101",106,"eez",106,"Ghana","catch_06_10_npp_lb",0.307991323707386,2015,"no"
"102",107,"eez",107,"Clipperton Island","catch_06_10_npp_lb",0.00195174928126958,2015,"no"
"103",108,"eez",108,"Bermuda","catch_06_10_npp_lb",0.000335784782937385,2015,"no"
"104",110,"eez",110,"Bahamas","catch_06_10_npp_lb",0.00495996559955388,2015,"no"
"105",111,"eez",111,"Turks and Caicos Islands","catch_06_10_npp_lb",0.0187492173080748,2015,"no"
"106",112,"eez",112,"Cuba","catch_06_10_npp_lb",0.00933107089807152,2015,"no"
"107",113,"eez",113,"Cayman Islands","catch_06_10_npp_lb",0.000292186931394653,2015,"no"
"108",114,"eez",114,"Haiti","catch_06_10_npp_lb",0.0345274689318488,2015,"no"
"109",115,"eez",115,"Dominican Republic","catch_06_10_npp_lb",0.0299765161946181,2015,"no"
"110",117,"eez",117,"British Virgin Islands","catch_06_10_npp_lb",0.00705617188639892,2015,"no"
"111",118,"eez",118,"Anguilla","catch_06_10_npp_lb",0.00487625363332206,2015,"no"
"112",119,"eez",119,"Saint Kitts and Nevis","catch_06_10_npp_lb",0.0237225280327779,2015,"no"
"113",120,"eez",120,"Antigua and Barbuda","catch_06_10_npp_lb",0.00482068708851476,2015,"no"
"114",121,"eez",121,"Montserrat","catch_06_10_npp_lb",0.00322575960268455,2015,"no"
"115",122,"eez",122,"Saint Lucia","catch_06_10_npp_lb",0.0286980821821755,2015,"no"
"116",123,"eez",123,"Dominica","catch_06_10_npp_lb",0.00982673786584419,2015,"no"
"117",124,"eez",124,"Barbados","catch_06_10_npp_lb",0.00519515003498619,2015,"no"
"118",125,"eez",125,"Grenada","catch_06_10_npp_lb",0.0192989431588535,2015,"no"
"119",126,"eez",126,"Trinidad and Tobago","catch_06_10_npp_lb",0.0423903428737526,2015,"no"
"120",127,"eez",127,"Saint Vincent and the Grenadines","catch_06_10_npp_lb",0.0190099539100433,2015,"no"
"121",129,"eez",129,"Panama","catch_06_10_npp_lb",0.0892234602687769,2015,"no"
"122",130,"eez",130,"Costa Rica","catch_06_10_npp_lb",0.0165283301087862,2015,"no"
"123",131,"eez",131,"Nicaragua","catch_06_10_npp_lb",0.0143030035474738,2015,"no"
"124",132,"eez",132,"Colombia","catch_06_10_npp_lb",0.020852844511785,2015,"no"
"125",133,"eez",133,"Honduras","catch_06_10_npp_lb",0.00521222958076778,2015,"no"
"126",134,"eez",134,"El Salvador","catch_06_10_npp_lb",0.0406221182210698,2015,"no"
"127",135,"eez",135,"Mexico","catch_06_10_npp_lb",0.0892179048584296,2015,"no"
"128",136,"eez",136,"Guatemala","catch_06_10_npp_lb",0.0394633554761841,2015,"no"
"129",137,"eez",137,"Ecuador","catch_06_10_npp_lb",0.0530573515555273,2015,"no"
"130",138,"eez",138,"Peru","catch_06_10_npp_lb",0.912435098712742,2015,"no"
"131",139,"eez",139,"Venezuela","catch_06_10_npp_lb",0.0938701406850571,2015,"no"
"132",141,"eez",141,"Faeroe Islands","catch_06_10_npp_lb",0.0962494117071926,2015,"no"
"133",143,"eez",143,"Iceland","catch_06_10_npp_lb",0.108451699588783,2015,"no"
"134",144,"eez",144,"Jan Mayen","catch_06_10_npp_lb",0.000119844516682374,2015,"no"
"135",145,"eez",145,"Greenland","catch_06_10_npp_lb",0.0105448172283967,2015,"no"
"136",146,"eez",146,"Pitcairn","catch_06_10_npp_lb",5.22450120361471e-05,2015,"no"
"137",147,"eez",147,"French Polynesia","catch_06_10_npp_lb",0.000951179599287723,2015,"no"
"138",148,"eez",148,"Line Group","catch_06_10_npp_lb",0.00246780093798093,2015,"no"
"139",149,"eez",149,"Jarvis Island","catch_06_10_npp_lb",0.000144449317581285,2015,"no"
"140",150,"eez",150,"Palmyra Atoll","catch_06_10_npp_lb",2.9580034636471e-05,2015,"no"
"141",151,"eez",151,"American Samoa","catch_06_10_npp_lb",0.00481351887003446,2015,"no"
"142",152,"eez",152,"Samoa","catch_06_10_npp_lb",0.0246753302204196,2015,"no"
"143",153,"eez",153,"Cook Islands","catch_06_10_npp_lb",0.000958827037406649,2015,"no"
"144",154,"eez",154,"Niue","catch_06_10_npp_lb",0.000233100296222209,2015,"no"
"145",155,"eez",155,"Tonga","catch_06_10_npp_lb",0.00341085165804733,2015,"no"
"146",156,"eez",156,"Tokelau","catch_06_10_npp_lb",0.0025540413248873,2015,"no"
"147",157,"eez",157,"Phoenix Group","catch_06_10_npp_lb",0.0201050311664839,2015,"no"
"148",158,"eez",158,"Howland Island and Baker Island","catch_06_10_npp_lb",0.0028146428775065,2015,"no"
"149",159,"eez",159,"Johnston Atoll","catch_06_10_npp_lb",0.00222549640248617,2015,"no"
"150",161,"eez",161,"Wallis and Futuna","catch_06_10_npp_lb",0.00250810141109968,2015,"no"
"151",162,"eez",162,"New Zealand","catch_06_10_npp_lb",0.0110383184909725,2015,"no"
"152",163,"eez",163,"United States","catch_06_10_npp_lb",0.0634659236531362,2015,"no"
"153",164,"eez",164,"Belize","catch_06_10_npp_lb",0.0167689007540722,2015,"no"
"154",166,"eez",166,"Jamaica","catch_06_10_npp_lb",0.0248926225908602,2015,"no"
"155",167,"eez",167,"Guyana","catch_06_10_npp_lb",0.050280811179994,2015,"no"
"156",168,"eez",168,"Suriname","catch_06_10_npp_lb",0.0620393996846635,2015,"no"
"157",169,"eez",169,"French Guiana","catch_06_10_npp_lb",0.0297278703717285,2015,"no"
"158",171,"eez",171,"Brazil","catch_06_10_npp_lb",0.030831546683679,2015,"no"
"159",172,"eez",172,"Argentina","catch_06_10_npp_lb",0.0444309931619152,2015,"no"
"160",173,"eez",173,"Uruguay","catch_06_10_npp_lb",0.0427188127729973,2015,"no"
"161",174,"eez",174,"Finland","catch_06_10_npp_lb",0.143357775730548,2015,"no"
"162",175,"eez",175,"Denmark","catch_06_10_npp_lb",0.218835121522965,2015,"no"
"163",176,"eez",176,"Germany","catch_06_10_npp_lb",0.081930302226943,2015,"no"
"164",177,"eez",177,"Netherlands","catch_06_10_npp_lb",0.109969090754654,2015,"no"
"165",178,"eez",178,"Poland","catch_06_10_npp_lb",0.43624509613461,2015,"no"
"166",179,"eez",179,"France","catch_06_10_npp_lb",0.091799663597414,2015,"no"
"167",180,"eez",180,"United Kingdom","catch_06_10_npp_lb",0.069649774058981,2015,"no"
"168",181,"eez",181,"Ireland","catch_06_10_npp_lb",0.0561025685072485,2015,"no"
"169",182,"eez",182,"Spain","catch_06_10_npp_lb",0.0891941205950432,2015,"no"
"170",183,"eez",183,"Portugal","catch_06_10_npp_lb",0.10942783050361,2015,"no"
"171",184,"eez",184,"Italy","catch_06_10_npp_lb",0.0909637118461322,2015,"no"
"172",185,"eez",185,"Monaco","catch_06_10_npp_lb",0.106366594003394,2015,"no"
"173",186,"eez",186,"Montenegro","catch_06_10_npp_lb",0.0164862515315488,2015,"no"
"174",187,"eez",187,"Croatia","catch_06_10_npp_lb",0.140452646049749,2015,"no"
"175",188,"eez",188,"Slovenia","catch_06_10_npp_lb",0.476878831906936,2015,"no"
"176",189,"eez",189,"Lithuania","catch_06_10_npp_lb",0.409052162014557,2015,"no"
"177",190,"eez",190,"Qatar","catch_06_10_npp_lb",0.0419015042817168,2015,"no"
"178",191,"eez",191,"Iran","catch_06_10_npp_lb",0.147835287198541,2015,"no"
"179",192,"eez",192,"Iraq","catch_06_10_npp_lb",0.523986368643542,2015,"no"
"180",193,"eez",193,"Guinea Bissau","catch_06_10_npp_lb",0.206437221326101,2015,"no"
"181",194,"eez",194,"Guinea","catch_06_10_npp_lb",0.362482961041446,2015,"no"
"182",195,"eez",195,"Ivory Coast","catch_06_10_npp_lb",0.0908504743196503,2015,"no"
"183",196,"eez",196,"Nigeria","catch_06_10_npp_lb",0.21840856881246,2015,"no"
"184",197,"eez",197,"Cameroon","catch_06_10_npp_lb",0.189610839251601,2015,"no"
"185",198,"eez",198,"Gabon","catch_06_10_npp_lb",0.0629372169507696,2015,"no"
"186",199,"eez",199,"Democratic Republic of the Congo","catch_06_10_npp_lb",0.0337011208122757,2015,"no"
"187",200,"eez",200,"Angola","catch_06_10_npp_lb",0.0740896544943943,2015,"no"
"188",202,"eez",202,"Tanzania","catch_06_10_npp_lb",0.0747179665766558,2015,"no"
"189",203,"eez",203,"India","catch_06_10_npp_lb",0.250025792810736,2015,"no"
"190",204,"eez",204,"Bangladesh","catch_06_10_npp_lb",0.322884644838706,2015,"no"
"191",205,"eez",205,"Myanmar","catch_06_10_npp_lb",0.244114111859901,2015,"no"
"192",206,"eez",206,"Malaysia","catch_06_10_npp_lb",0.357895433072552,2015,"no"
"193",207,"eez",207,"Vietnam","catch_06_10_npp_lb",0.158120043327058,2015,"no"
"194",208,"eez",208,"Singapore","catch_06_10_npp_lb",0.299452810329818,2015,"no"
"195",209,"eez",209,"China","catch_06_10_npp_lb",0.304429885149674,2015,"no"
"196",210,"eez",210,"Japan","catch_06_10_npp_lb",0.14686046896881,2015,"no"
"197",212,"eez",212,"Kiribati","catch_06_10_npp_lb",0.0355482304503307,2015,"no"
"198",214,"eez",214,"Egypt","catch_06_10_npp_lb",0.0466215594111262,2015,"no"
"199",215,"eez",215,"Jordan","catch_06_10_npp_lb",NA,2015,"gap-filled"
"200",216,"eez",216,"Indonesia","catch_06_10_npp_lb",0.106115124539958,2015,"no"
"201",218,"eez",218,"Canada","catch_06_10_npp_lb",0.0201335404923211,2015,"no"
"202",219,"eez",219,"Saint Pierre and Miquelon","catch_06_10_npp_lb",0.0217031567872731,2015,"no"
"203",220,"eez",220,"Sint Maarten","catch_06_10_npp_lb",0.0525387688996851,2015,"no"
"204",221,"eez",221,"Northern Saint-Martin","catch_06_10_npp_lb",0.0150113391295643,2015,"no"
"205",222,"eez",222,"Sweden","catch_06_10_npp_lb",0.198381950214648,2015,"no"
"206",223,"eez",223,"Norway","catch_06_10_npp_lb",0.0844280322382523,2015,"no"
"207",224,"eez",224,"Chile","catch_06_10_npp_lb",0.150204064810127,2015,"no"
"208",227,"eez",227,"Jersey","catch_06_10_npp_lb",0.0613774969646158,2015,"no"
"209",228,"eez",228,"Guernsey","catch_06_10_npp_lb",0.0753732248895056,2015,"no"
"210",231,"eez",231,"East Timor","catch_06_10_npp_lb",0.00797427169994326,2015,"no"
"211",232,"eez",232,"Bosnia and Herzegovina","catch_06_10_npp_lb",NA,2015,"gap-filled"
"212",237,"eez",237,"Oecussi Ambeno","catch_06_10_npp_lb",0.00759746291857264,2015,"no"
"213",244,"eez",244,"Curacao","catch_06_10_npp_lb",0.00466775988231651,2015,"no"
"214",245,"eez",245,"Bonaire","catch_06_10_npp_lb",0.00338111726234757,2015,"no"
"215",247,"eez",247,"Brunei","catch_06_10_npp_lb",0.0957263466445204,2015,"no"
"216",248,"eez",248,"Saba","catch_06_10_npp_lb",0.00351498825472649,2015,"no"
"217",249,"eez",249,"Sint Eustatius","catch_06_10_npp_lb",0.00341702660550295,2015,"no"
"218",250,"eez",250,"Aruba","catch_06_10_npp_lb",0.0215462365069392,2015,"no"
"219",251,"eez",140,"Guadeloupe and Martinique","catch_06_10_npp_lb",0.0151795594742964,2015,"no"
"220",255,"eez",116,"Puerto Rico and Virgin Islands of the United States","catch_06_10_npp_lb",0.00356511921079583,2015,"no"
