id,goal,component,type,value,count
55,artisanal-fishing,all,social,0.5441772435,1
55,artisanal-fishing,all,ecological,0.86575871953664,2
56,artisanal-fishing,all,ecological,0.773670688749442,2
56,artisanal-fishing,all,social,0.356298626533,1
57,artisanal-fishing,all,ecological,0.614220393498472,2
57,artisanal-fishing,all,social,0.475177726733,1
58,artisanal-fishing,all,ecological,0.72112452244739,2
58,artisanal-fishing,all,social,0.390644000367,1
59,artisanal-fishing,all,ecological,0.698897514764039,2
59,artisanal-fishing,all,social,0.495909829167,1
60,artisanal-fishing,all,social,0.319344114,1
60,artisanal-fishing,all,ecological,0.703841351357495,2
61,artisanal-fishing,all,ecological,0.717639835537917,2
61,artisanal-fishing,all,social,0.366128767067,1
62,artisanal-fishing,all,social,0.5978959523,1
62,artisanal-fishing,all,ecological,0.677552199629799,2
63,artisanal-fishing,all,ecological,0.698013131379479,2
63,artisanal-fishing,all,social,0.599379958067,1
64,artisanal-fishing,all,social,0.706746311467,1
64,artisanal-fishing,all,ecological,0.718012664146165,2
65,artisanal-fishing,all,ecological,0.649083881643977,2
65,artisanal-fishing,all,social,0.475071900333,1
66,artisanal-fishing,all,social,0.333564475867,1
66,artisanal-fishing,all,ecological,0.625064840234318,2
67,artisanal-fishing,all,social,0.78472786186,1
67,artisanal-fishing,all,ecological,0.650960812296325,2
68,artisanal-fishing,all,ecological,0.664544067346491,2
68,artisanal-fishing,all,social,0.78472786186,1
69,artisanal-fishing,all,social,0.348130338067,1
69,artisanal-fishing,all,ecological,0.643552871479353,2
70,artisanal-fishing,all,ecological,0.591539614795636,2
70,artisanal-fishing,all,social,0.321774677133,1
71,artisanal-fishing,all,ecological,0.573797789108013,2
71,artisanal-fishing,all,social,0.319421610633,1
72,artisanal-fishing,all,ecological,0.602891994749068,2
72,artisanal-fishing,all,social,0.452469771633,1
73,artisanal-fishing,all,social,0.287814192767,1
73,artisanal-fishing,all,ecological,0.81873623192239,2
74,artisanal-fishing,all,social,0.562655772533,1
74,artisanal-fishing,all,ecological,0.635469117231695,2
75,artisanal-fishing,all,social,0.555549617467,1
75,artisanal-fishing,all,ecological,0.811448789645858,2
76,artisanal-fishing,all,social,0.427365112567,1
76,artisanal-fishing,all,ecological,0.560119331155464,2
77,artisanal-fishing,all,social,0.244572235767,1
77,artisanal-fishing,all,ecological,0.642249638838465,2
78,artisanal-fishing,all,ecological,0.623012269509245,2
78,artisanal-fishing,all,social,0.526651669833,1
79,artisanal-fishing,all,social,0.570286176466,1
79,artisanal-fishing,all,ecological,0.632721517635041,2
80,artisanal-fishing,all,ecological,0.654486911223367,2
80,artisanal-fishing,all,social,0.6950950701,1
81,artisanal-fishing,all,social,0.362331282967,1
81,artisanal-fishing,all,ecological,0.758873932341832,2
82,artisanal-fishing,all,social,0.293649289933,1
82,artisanal-fishing,all,ecological,0.596116175424632,2
83,artisanal-fishing,all,ecological,0.625830896250857,2
83,artisanal-fishing,all,social,0.4417294742,1
84,artisanal-fishing,all,ecological,0.560089859054451,2
84,artisanal-fishing,all,social,0.635852040952,1
85,artisanal-fishing,all,social,0.719829662908,1
85,artisanal-fishing,all,ecological,0.686249250207932,2
86,artisanal-fishing,all,ecological,0.599181867604611,2
86,artisanal-fishing,all,social,0.682539496233,1
87,artisanal-fishing,all,ecological,0.716899649885151,2
87,artisanal-fishing,all,social,0.657356191967,1
88,artisanal-fishing,all,social,0.686312804867,1
88,artisanal-fishing,all,ecological,0.683101454930307,2
89,artisanal-fishing,all,social,0.646966141667,1
89,artisanal-fishing,all,ecological,0.65449931605739,2
90,artisanal-fishing,all,social,0.717413464433,1
90,artisanal-fishing,all,ecological,0.681382434650736,2
91,artisanal-fishing,all,ecological,0.657529713323717,2
91,artisanal-fishing,all,social,0.578931349067,1
92,artisanal-fishing,all,social,0.540738687333,1
92,artisanal-fishing,all,ecological,0.651676303551673,2
93,artisanal-fishing,all,social,0.679242448433,1
93,artisanal-fishing,all,ecological,0.665067114037192,2
94,artisanal-fishing,all,social,0.656007354933,1
94,artisanal-fishing,all,ecological,0.669061050672402,2
95,artisanal-fishing,all,ecological,0.761880265009125,2
95,artisanal-fishing,all,social,0.534923413633,1
96,artisanal-fishing,all,ecological,0.733900071773962,2
96,artisanal-fishing,all,social,0.6281465304,1
97,artisanal-fishing,all,social,0.365748307433,1
97,artisanal-fishing,all,ecological,0.779326906061037,2
98,artisanal-fishing,all,social,0.4222288331,1
98,artisanal-fishing,all,ecological,0.716473576113913,2
99,artisanal-fishing,all,ecological,0.712183444155178,2
99,artisanal-fishing,all,social,0.385049224733,1
100,artisanal-fishing,all,social,0.4831941203,1
100,artisanal-fishing,all,ecological,0.708628446601588,2
101,artisanal-fishing,all,social,0.470921956,1
101,artisanal-fishing,all,ecological,0.876221504090138,2
102,artisanal-fishing,all,social,0.382006267133,1
102,artisanal-fishing,all,ecological,0.81420935274098,2
103,artisanal-fishing,all,social,0.3192274527,1
103,artisanal-fishing,all,ecological,0.879313964000797,2
104,artisanal-fishing,all,social,0.4384717005,1
104,artisanal-fishing,all,ecological,0.668069409364931,2
105,artisanal-fishing,all,ecological,0.714062701550533,2
105,artisanal-fishing,all,social,0.246011984933,1
106,artisanal-fishing,all,social,0.646465105533,1
106,artisanal-fishing,all,ecological,0.664145906293744,2
107,artisanal-fishing,all,social,0.800701610833,1
107,artisanal-fishing,all,ecological,0.568059801677343,2
108,artisanal-fishing,all,social,0.557929791372,1
108,artisanal-fishing,all,ecological,0.716512730474298,2
109,artisanal-fishing,all,social,0.557929791372,1
109,artisanal-fishing,all,ecological,0.709563801260419,2
110,artisanal-fishing,all,ecological,0.766497326722364,2
110,artisanal-fishing,all,social,0.570286176466,1
111,artisanal-fishing,all,social,0.637456684527,1
111,artisanal-fishing,all,ecological,0.591294586900353,2
112,artisanal-fishing,all,social,0.5717954572,1
112,artisanal-fishing,all,ecological,0.7303861685105,2
113,artisanal-fishing,all,ecological,0.625389169339233,2
113,artisanal-fishing,all,social,0.448356518833,1
114,artisanal-fishing,all,social,0.570286176466,1
114,artisanal-fishing,all,ecological,0.768733206645011,2
115,artisanal-fishing,all,ecological,0.732267785561461,2
115,artisanal-fishing,all,social,0.846776750135,1
116,artisanal-fishing,all,ecological,0.759385024244979,2
116,artisanal-fishing,all,social,0.732689881267,1
117,artisanal-fishing,all,ecological,0.849789425060303,2
117,artisanal-fishing,all,social,0.483943516133,1
118,artisanal-fishing,all,social,0.4901664376,1
118,artisanal-fishing,all,ecological,0.708015322345525,2
119,artisanal-fishing,all,ecological,0.621934886630862,2
119,artisanal-fishing,all,social,0.4210690995,1
120,artisanal-fishing,all,ecological,0.773868956616431,2
120,artisanal-fishing,all,social,0.482427988633,1
121,artisanal-fishing,all,social,0.697006732833,1
121,artisanal-fishing,all,ecological,0.739721622406023,2
122,artisanal-fishing,all,social,0.5267458302,1
122,artisanal-fishing,all,ecological,0.850721030471833,2
123,artisanal-fishing,all,social,0.425494550333,1
123,artisanal-fishing,all,ecological,0.657213420722656,2
124,artisanal-fishing,all,ecological,0.619985981388824,2
124,artisanal-fishing,all,social,0.666151020267,1
125,artisanal-fishing,all,ecological,0.766008961233061,2
125,artisanal-fishing,all,social,0.863508022133,1
126,artisanal-fishing,all,social,0.766035630009,1
126,artisanal-fishing,all,ecological,0.86634554527379,2
127,artisanal-fishing,all,social,0.784447896767,1
127,artisanal-fishing,all,ecological,0.884792464686553,2
128,artisanal-fishing,all,social,0.8250786229,1
128,artisanal-fishing,all,ecological,0.855343024504295,2
129,artisanal-fishing,all,social,0.655871495733,1
129,artisanal-fishing,all,ecological,0.66916661745833,2
130,artisanal-fishing,all,ecological,0.715645731267009,2
130,artisanal-fishing,all,social,0.7425987845,1
131,artisanal-fishing,all,ecological,0.818877162565848,2
131,artisanal-fishing,all,social,0.762383126133,1
132,artisanal-fishing,all,ecological,0.665358863164424,2
132,artisanal-fishing,all,social,0.790381404433,1
133,artisanal-fishing,all,social,0.6752006673,1
133,artisanal-fishing,all,ecological,0.616663305506435,2
134,artisanal-fishing,all,ecological,0.660244073254917,2
134,artisanal-fishing,all,social,0.7121151493,1
135,artisanal-fishing,all,ecological,0.77181157674716,2
135,artisanal-fishing,all,social,0.614332724167,1
136,artisanal-fishing,all,ecological,0.582527311760134,2
136,artisanal-fishing,all,social,0.761399710411,1
137,artisanal-fishing,all,social,0.635297819766,1
137,artisanal-fishing,all,ecological,0.546151627379987,2
138,artisanal-fishing,all,social,0.5867781746,1
138,artisanal-fishing,all,ecological,0.655138392053373,2
139,artisanal-fishing,all,ecological,0.692386349649027,2
139,artisanal-fishing,all,social,0.702634595733,1
140,artisanal-fishing,all,ecological,0.715128950218048,2
140,artisanal-fishing,all,social,0.640030362033,1
141,artisanal-fishing,all,social,0.6526736857,1
141,artisanal-fishing,all,ecological,0.690422623267149,2
142,artisanal-fishing,all,social,0.259478085733,1
142,artisanal-fishing,all,ecological,0.713072987749136,2
143,artisanal-fishing,all,social,0.199753721333,1
143,artisanal-fishing,all,ecological,0.614220418430333,2
144,artisanal-fishing,all,ecological,0.8574961497114,2
144,artisanal-fishing,all,social,0.299964357267,1
145,artisanal-fishing,all,ecological,0.722707728479709,2
145,artisanal-fishing,all,social,0.2125297609,1
146,artisanal-fishing,all,social,0.254363165367,1
146,artisanal-fishing,all,ecological,0.655123554747506,2
147,artisanal-fishing,all,ecological,0.559032882170505,2
147,artisanal-fishing,all,social,0.2656065838,1
148,artisanal-fishing,all,social,0.3359728824,1
148,artisanal-fishing,all,ecological,0.639918873088302,2
149,artisanal-fishing,all,ecological,0.663334853467212,2
149,artisanal-fishing,all,social,0.378274572567,1
150,artisanal-fishing,all,social,0.165588877967,1
150,artisanal-fishing,all,ecological,0.707395556916391,2
151,artisanal-fishing,all,social,0.305424873033,1
151,artisanal-fishing,all,ecological,0.58843885197042,2
152,artisanal-fishing,all,social,0.442828114533,1
152,artisanal-fishing,all,ecological,0.883434483632629,2
153,artisanal-fishing,all,social,0.457125592567,1
153,artisanal-fishing,all,ecological,0.720392455011734,2
154,artisanal-fishing,all,ecological,0.687089956122708,2
154,artisanal-fishing,all,social,0.320880522167,1
155,artisanal-fishing,all,social,0.122642299067,1
155,artisanal-fishing,all,ecological,0.658934554757052,2
156,artisanal-fishing,all,ecological,0.69656976570019,2
156,artisanal-fishing,all,social,0.5475601776,1
157,artisanal-fishing,all,social,0.396807718567,1
157,artisanal-fishing,all,ecological,0.738147890862284,2
158,artisanal-fishing,all,social,0.7882058287,1
158,artisanal-fishing,all,ecological,0.622047787456986,2
159,artisanal-fishing,all,ecological,0.701097526403827,2
159,artisanal-fishing,all,social,0.3983024705,1
160,artisanal-fishing,all,social,0.732488580067,1
160,artisanal-fishing,all,ecological,0.778480912677221,2
161,artisanal-fishing,all,ecological,0.697733693706542,2
161,artisanal-fishing,all,social,0.509123536733,1
162,artisanal-fishing,all,ecological,0.435513785527929,2
163,artisanal-fishing,all,ecological,0.861665262918155,2
163,artisanal-fishing,all,social,0.4124982904,1
164,artisanal-fishing,all,ecological,0.689217887673023,2
164,artisanal-fishing,all,social,0.506896721567,1
165,artisanal-fishing,all,social,0.418158347733,1
165,artisanal-fishing,all,ecological,0.722031795790067,2
166,artisanal-fishing,all,social,0.8231894458,1
166,artisanal-fishing,all,ecological,0.724572561464541,2
167,artisanal-fishing,all,social,0.778894951592,1
167,artisanal-fishing,all,ecological,0.62721281907702,2
168,artisanal-fishing,all,social,0.8486417764,1
168,artisanal-fishing,all,ecological,0.76264114428511,2
169,artisanal-fishing,all,social,0.822956297,1
169,artisanal-fishing,all,ecological,0.871164955516079,2
170,artisanal-fishing,all,ecological,0.758342631800307,2
170,artisanal-fishing,all,social,0.7307969122,1
171,artisanal-fishing,all,ecological,0.585241999578198,2
171,artisanal-fishing,all,social,0.335973524067,1
172,artisanal-fishing,all,social,0.432752504733,1
172,artisanal-fishing,all,ecological,0.581429362685693,2
174,artisanal-fishing,all,ecological,0.878364,1
1,biodiversity,habitats-bd-corals-only,ecological,0.769801273825589,2
1,biodiversity,habitats-bd-corals-only,social,0.816606397061,1
2,biodiversity,habitats-bd-corals-only,ecological,0.77060577382559,2
2,biodiversity,habitats-bd-corals-only,social,0.816606397061,1
3,biodiversity,habitats-bd-corals-only,ecological,0.643098408415745,2
3,biodiversity,habitats-bd-corals-only,social,0.364278916434,1
4,biodiversity,habitats-bd-corals-only,social,0.555728870933,1
4,biodiversity,habitats-bd-corals-only,ecological,0.699222104834173,2
5,biodiversity,habitats-bd-corals-only,ecological,0.785461692555143,2
5,biodiversity,habitats-bd-corals-only,social,0.4079143094,1
6,biodiversity,habitats-bd-corals-only,social,0.556491874033,1
6,biodiversity,habitats-bd-corals-only,ecological,0.722133210836989,2
7,biodiversity,habitats-bd-corals-only,social,0.528745135967,1
7,biodiversity,habitats-bd-corals-only,ecological,0.623337650494136,2
8,biodiversity,habitats-bd-corals-only,social,0.533441917167,1
8,biodiversity,habitats-bd-corals-only,ecological,0.614907166666667,2
9,biodiversity,habitats-bd-corals-only,social,0.481153370267,1
9,biodiversity,habitats-bd-corals-only,ecological,0.636021426886105,2
10,biodiversity,habitats-bd-corals-only,social,0.6699275461,1
10,biodiversity,habitats-bd-corals-only,ecological,0.770647992086031,2
11,biodiversity,habitats-bd-corals-only,ecological,0.734400406027957,2
11,biodiversity,habitats-bd-corals-only,social,0.403314800133,1
12,biodiversity,habitats-bd-corals-only,social,0.815557689467,1
12,biodiversity,habitats-bd-corals-only,ecological,0.780816316455061,2
13,biodiversity,habitats-bd-corals-only,ecological,0.636451577979512,2
13,biodiversity,habitats-bd-corals-only,social,0.3590462575,1
14,biodiversity,habitats-bd-corals-only,social,0.3552802112,1
14,biodiversity,habitats-bd-corals-only,ecological,0.62869139597241,2
15,biodiversity,habitats-bd-corals-only,ecological,0.627423672940111,2
15,biodiversity,habitats-bd-corals-only,social,0.555096371733,1
16,biodiversity,habitats-bd-corals-only,social,0.646242982933,1
16,biodiversity,habitats-bd-corals-only,ecological,0.73281321717171,2
17,biodiversity,habitats-bd-corals-only,social,0.186555630833,1
17,biodiversity,habitats-bd-corals-only,ecological,0.68632231313131,2
18,biodiversity,habitats-bd-corals-only,social,0.3384069241,1
18,biodiversity,habitats-bd-corals-only,ecological,0.749784303030303,2
19,biodiversity,habitats-bd-corals-only,social,0.454842883533,1
19,biodiversity,habitats-bd-corals-only,ecological,0.769928369144694,2
20,biodiversity,habitats-bd-corals-only,ecological,0.702351580808084,2
20,biodiversity,habitats-bd-corals-only,social,0.282602116933,1
21,biodiversity,habitats-bd-corals-only,social,0.684932813433,1
21,biodiversity,habitats-bd-corals-only,ecological,0.70262068680591,2
22,biodiversity,habitats-bd-corals-only,ecological,0.768066929292933,2
22,biodiversity,habitats-bd-corals-only,social,0.5221624675,1
23,biodiversity,habitats-bd-corals-only,ecological,0.736760964499188,2
23,biodiversity,habitats-bd-corals-only,social,0.655179626033,1
24,biodiversity,habitats-bd-corals-only,social,0.369219420658,1
24,biodiversity,habitats-bd-corals-only,ecological,0.730363239346879,2
25,biodiversity,habitats-bd-corals-only,ecological,0.62376975354564,2
25,biodiversity,habitats-bd-corals-only,social,0.438580890033,1
26,biodiversity,habitats-bd-corals-only,ecological,0.754052277777781,2
26,biodiversity,habitats-bd-corals-only,social,0.409511954033,1
27,biodiversity,habitats-bd-corals-only,social,0.458549364067,1
27,biodiversity,habitats-bd-corals-only,ecological,0.715398803030303,2
28,biodiversity,habitats-bd-corals-only,ecological,0.734750858585866,2
28,biodiversity,habitats-bd-corals-only,social,0.387463895567,1
29,biodiversity,habitats-bd-corals-only,ecological,0.764330166666667,2
29,biodiversity,habitats-bd-corals-only,social,0.345726269633,1
30,biodiversity,habitats-bd-corals-only,ecological,0.630366166666667,2
30,biodiversity,habitats-bd-corals-only,social,0.0492303823333,1
31,biodiversity,habitats-bd-corals-only,ecological,0.720298909090909,2
31,biodiversity,habitats-bd-corals-only,social,0.226209184467,1
32,biodiversity,habitats-bd-corals-only,social,0.3983088031,1
32,biodiversity,habitats-bd-corals-only,ecological,0.701030087712658,2
33,biodiversity,habitats-bd-corals-only,social,0.250784448933,1
33,biodiversity,habitats-bd-corals-only,ecological,0.639743833333333,2
34,biodiversity,habitats-bd-corals-only,social,0.573501596233,1
34,biodiversity,habitats-bd-corals-only,ecological,0.627786666666667,2
35,biodiversity,habitats-bd-corals-only,social,0.192012810267,1
35,biodiversity,habitats-bd-corals-only,ecological,0.654713,2
36,biodiversity,habitats-bd-corals-only,ecological,0.783046651515152,2
36,biodiversity,habitats-bd-corals-only,social,0.441892775333,1
37,biodiversity,habitats-bd-corals-only,ecological,0.670405666666667,2
37,biodiversity,habitats-bd-corals-only,social,0.543077514533,1
38,biodiversity,habitats-bd-corals-only,social,0.5430914941,1
38,biodiversity,habitats-bd-corals-only,ecological,0.665225051828429,2
39,biodiversity,habitats-bd-corals-only,ecological,0.705959464646461,2
39,biodiversity,habitats-bd-corals-only,social,0.268264391,1
40,biodiversity,habitats-bd-corals-only,social,0.6027361303,1
40,biodiversity,habitats-bd-corals-only,ecological,0.726246797979794,2
41,biodiversity,habitats-bd-corals-only,social,0.5957836065,1
41,biodiversity,habitats-bd-corals-only,ecological,0.657402775113933,2
42,biodiversity,habitats-bd-corals-only,ecological,0.740496151515151,2
42,biodiversity,habitats-bd-corals-only,social,0.757710279233,1
43,biodiversity,habitats-bd-corals-only,ecological,0.715461344143384,2
43,biodiversity,habitats-bd-corals-only,social,0.635297819766,1
44,biodiversity,habitats-bd-corals-only,ecological,0.72628131313132,2
44,biodiversity,habitats-bd-corals-only,social,0.490209304567,1
45,biodiversity,habitats-bd-corals-only,social,0.4424465205,1
45,biodiversity,habitats-bd-corals-only,ecological,0.769639176940035,2
46,biodiversity,habitats-bd-corals-only,social,0.306264365966,1
46,biodiversity,habitats-bd-corals-only,ecological,0.465272338263583,2
47,biodiversity,habitats-bd-corals-only,ecological,0.699137388888885,2
47,biodiversity,habitats-bd-corals-only,social,0.325244284467,1
48,biodiversity,habitats-bd-corals-only,ecological,0.733603151515152,2
48,biodiversity,habitats-bd-corals-only,social,0.408933868567,1
49,biodiversity,habitats-bd-corals-only,ecological,0.707831722582353,2
49,biodiversity,habitats-bd-corals-only,social,0.434624861433,1
50,biodiversity,habitats-bd-corals-only,social,0.325487029533,1
50,biodiversity,habitats-bd-corals-only,ecological,0.628871166666667,2
51,biodiversity,habitats-bd-corals-only,ecological,0.707321466451854,2
51,biodiversity,habitats-bd-corals-only,social,0.7379977621,1
52,biodiversity,habitats-bd-corals-only,social,0.632954492333,1
52,biodiversity,habitats-bd-corals-only,ecological,0.75107084343434,2
53,biodiversity,habitats-bd-corals-only,social,0.7149119914,1
53,biodiversity,habitats-bd-corals-only,ecological,0.747296479797976,2
54,biodiversity,habitats-bd-corals-only,social,0.5538542523,1
54,biodiversity,habitats-bd-corals-only,ecological,0.613852333333333,2
55,biodiversity,habitats-bd-corals-only,ecological,0.702405590909091,2
55,biodiversity,habitats-bd-corals-only,social,0.5441772435,1
56,biodiversity,habitats-bd-corals-only,ecological,0.735122926773199,2
56,biodiversity,habitats-bd-corals-only,social,0.356298626533,1
57,biodiversity,habitats-bd-corals-only,ecological,0.630240666666667,2
57,biodiversity,habitats-bd-corals-only,social,0.475177726733,1
58,biodiversity,habitats-bd-corals-only,ecological,0.707368453795339,2
58,biodiversity,habitats-bd-corals-only,social,0.390644000367,1
59,biodiversity,habitats-bd-corals-only,social,0.495909829167,1
59,biodiversity,habitats-bd-corals-only,ecological,0.744987323294388,2
60,biodiversity,habitats-bd-corals-only,ecological,0.740804353466385,2
60,biodiversity,habitats-bd-corals-only,social,0.319344114,1
61,biodiversity,habitats-bd-corals-only,social,0.366128767067,1
61,biodiversity,habitats-bd-corals-only,ecological,0.783350166666667,2
62,biodiversity,habitats-bd-corals-only,ecological,0.792208068082081,2
62,biodiversity,habitats-bd-corals-only,social,0.5978959523,1
63,biodiversity,habitats-bd-corals-only,social,0.599379958067,1
63,biodiversity,habitats-bd-corals-only,ecological,0.77917060415222,2
64,biodiversity,habitats-bd-corals-only,ecological,0.807930377373676,2
64,biodiversity,habitats-bd-corals-only,social,0.706746311467,1
65,biodiversity,habitats-bd-corals-only,social,0.475071900333,1
65,biodiversity,habitats-bd-corals-only,ecological,0.711723909090909,2
66,biodiversity,habitats-bd-corals-only,ecological,0.697914435406707,2
66,biodiversity,habitats-bd-corals-only,social,0.333564475867,1
67,biodiversity,habitats-bd-corals-only,social,0.78472786186,1
67,biodiversity,habitats-bd-corals-only,ecological,0.726485252468743,2
68,biodiversity,habitats-bd-corals-only,ecological,0.738422149193833,2
68,biodiversity,habitats-bd-corals-only,social,0.78472786186,1
69,biodiversity,habitats-bd-corals-only,social,0.348130338067,1
69,biodiversity,habitats-bd-corals-only,ecological,0.685130954545454,2
70,biodiversity,habitats-bd-corals-only,ecological,0.700858099567761,2
70,biodiversity,habitats-bd-corals-only,social,0.321774677133,1
71,biodiversity,habitats-bd-corals-only,ecological,0.657886212121212,2
71,biodiversity,habitats-bd-corals-only,social,0.319421610633,1
72,biodiversity,habitats-bd-corals-only,ecological,0.68030768686869,2
72,biodiversity,habitats-bd-corals-only,social,0.452469771633,1
73,biodiversity,habitats-bd-corals-only,social,0.287814192767,1
73,biodiversity,habitats-bd-corals-only,ecological,0.646450174468992,2
74,biodiversity,habitats-bd-corals-only,social,0.562655772533,1
74,biodiversity,habitats-bd-corals-only,ecological,0.718460035353539,2
75,biodiversity,habitats-bd-corals-only,ecological,0.704838418816525,2
75,biodiversity,habitats-bd-corals-only,social,0.555549617467,1
76,biodiversity,habitats-bd-corals-only,social,0.427365112567,1
76,biodiversity,habitats-bd-corals-only,ecological,0.621377166666667,2
77,biodiversity,habitats-bd-corals-only,ecological,0.608834166666667,2
77,biodiversity,habitats-bd-corals-only,social,0.244572235767,1
78,biodiversity,habitats-bd-corals-only,social,0.526651669833,1
78,biodiversity,habitats-bd-corals-only,ecological,0.699668565656569,2
79,biodiversity,habitats-bd-corals-only,social,0.570286176466,1
79,biodiversity,habitats-bd-corals-only,ecological,0.660485583847784,2
80,biodiversity,habitats-bd-corals-only,social,0.6950950701,1
80,biodiversity,habitats-bd-corals-only,ecological,0.731063269113506,2
