rgn_id,rgn_name,year,layer,count,
193,Guinea Bissau,2015,POP,1844325,wb
194,Guinea,2015,POP,12608590,wb
195,Ivory Coast,2015,POP,22701556,wb
196,Nigeria,2015,POP,182201962,wb
197,Cameroon,2015,POP,23344179,wb
198,Gabon,2015,POP,1725292,wb
199,Democratic Republic of the Congo,2015,POP,77266814,wb
200,Angola,2015,POP,25021974,wb
202,Tanzania,2015,POP,53470420,wb
203,India,2015,POP,1311050527,wb
204,Bangladesh,2015,POP,160995642,wb
205,Myanmar,2015,POP,53897154,wb
206,Malaysia,2015,POP,30331007,wb
207,Vietnam,2015,POP,91703800,wb
208,Singapore,2015,POP,5535002,wb
209,China,2015,POP,1379113306,wb
210,Japan,2015,POP,126958472,wb
212,Kiribati,2015,POP,112423,wb
214,Egypt,2015,POP,91508084,wb
215,Jordan,2015,POP,7594547,wb
216,Indonesia,2015,POP,257563815,wb
218,Canada,2015,POP,35851774,wb
220,Sint Maarten,2015,POP,38817,wb
221,Northern Saint-Martin,2015,POP,31754,wb
222,Sweden,2015,POP,9798871,wb
223,Norway,2015,POP,5195921,wb
224,Chile,2015,POP,17948141,wb
227,Jersey,2015,POP,163692,wb
228,Guernsey,2015,POP,163692,wb
231,East Timor,2015,POP,1245015,wb
232,Bosnia and Herzegovina,2015,POP,3810416,wb
244,Curacao,2015,POP,158040,wb
247,Brunei,2015,POP,423188,wb
250,Aruba,2015,POP,103889,wb
1,Cocos Islands,2015,POP,596,wiki
2,Christmas Island,2015,POP,2072,wiki
3,Norfolk Island,2015,POP,2210,wiki
4,Macquarie Island,2015,POP,0,wiki
12,Wake Island,2015,POP,150,wiki
14,Taiwan,2015,POP,23510000,wiki
26,Andaman and Nicobar,2015,POP,380500,wiki
29,Mayotte,2015,POP,212645,wiki
30,Glorioso Islands,2015,POP,0,wiki
32,Reunion,2015,POP,843617,wiki
33,Juan de Nova Island,2015,POP,0,wiki
34,Bassas da India,2015,POP,0,wiki
35,Ile Europa,2015,POP,0,wiki
36,Ile Tromelin,2015,POP,0,wiki
38,British Indian Ocean Territory,2015,POP,4239,wiki
45,Eritrea,2015,POP,6333000,wiki
55,Azores,2015,POP,245746,wiki
57,Madeira,2015,POP,267785,wiki
58,Canary Islands,2015,POP,2117519,wiki
63,Western Sahara,2015,POP,513000,wiki
85,Ascension,2015,POP,880,wiki
86,Saint Helena,2015,POP,4255,wiki
88,Tristan da Cunha,2015,POP,266,wiki
89,South Georgia and the South Sandwich Islands,2015,POP,30,wiki
90,Prince Edward Islands,2015,POP,0,wiki
91,Crozet Islands,2015,POP,25,wiki
92,Amsterdam Island and Saint Paul Island,2015,POP,0,wiki
93,Kerguelen Islands,2015,POP,130,wiki
94,Heard and McDonald Islands,2015,POP,0,wiki
95,Falkland Islands,2015,POP,2932,wiki
105,Bouvet Island,2015,POP,0,wiki
107,Clipperton Island,2015,POP,0,wiki
118,Anguilla,2015,POP,15094,wiki
121,Montserrat,2015,POP,4900,wiki
140,Guadeloupe and Martinique,2015,POP,789301,wiki
144,Jan Mayen,2015,POP,18,wiki
146,Pitcairn,2015,POP,56,wiki
148,Line Group,2015,POP,6570,wiki
149,Jarvis Island,2015,POP,0,wiki
150,Palmyra Atoll,2015,POP,10,wiki
153,Cook Islands,2015,POP,10900,wiki
154,Niue,2015,POP,1190,wiki
156,Tokelau,2015,POP,1411,wiki
157,Phoenix Group,2015,POP,2760,wiki
158,Howland Island and Baker Island,2015,POP,0,wiki
159,Johnston Atoll,2015,POP,0,wiki
161,Wallis and Futuna,2015,POP,15500,wiki
169,French Guiana,2015,POP,250377,wiki
219,Saint Pierre and Miquelon,2015,POP,6080,wiki
237,Oecussi Ambeno,2015,POP,72230,wiki
245,Bonaire,2015,POP,16541,wiki
248,Saba,2015,POP,1824,wiki
249,Sint Eustatius,2015,POP,3543,wiki
